Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
253/3380C/12004;Salaris del Grup C2;0,00;0,00;0,00;0,00;0,00;0,00;0,00
253/3380C/12005;Salaris del Grup E;23.035,74;0,00;23.035,74;25.726,77;25.726,77;0,00;-2.691,03
253/3380C/12006;Triennis;3.647,45;0,00;3.647,45;3.186,61;3.186,61;0,00;460,84
253/3380C/12100;Complement de destí;14.100,12;0,00;14.100,12;14.930,85;14.930,85;0,00;-830,73
253/3380C/12101;Complement  específic;29.928,48;0,00;29.928,48;31.959,09;31.959,09;0,00;-2.030,61
253/3380C/12103;Altres complements;20.432,83;0,00;20.432,83;28.683,14;28.683,14;0,00;-8.250,31
253/3380C/15000;Productivitat;145,27;0,00;145,27;128,87;128,87;0,00;16,40
253/3380C/16000;Seguretat social;27.896,27;0,00;27.896,27;28.666,96;28.666,96;0,00;-770,69
253/3380C/20800;Arrendaments d'altre immobilitzat material;20,00;0,00;20,00;0,00;0,00;0,00;20,00
253/3380C/21300;Manteniment de maquinària, instal·lacions i utillatge;1.900,00;0,00;1.900,00;1.774,61;1.774,61;0,00;125,39
253/3380C/21900;Altre immobilitzat material;500,00;0,00;500,00;823,82;447,95;375,87;-323,82
253/3380C/22101;Aigua;1.031,73;0,00;1.031,73;3.999,13;3.999,13;0,00;-2.967,40
253/3380C/22102;Gas;5.092,90;0,00;5.092,90;5.221,28;5.221,28;0,00;-128,38
253/3380C/22199;Altres subministraments;600,00;742,25;1.342,25;47,57;47,57;0,00;1.294,68
253/3380C/22400;Primes d’assegurances;10,00;0,00;10,00;265,38;265,38;0,00;-255,38
253/3380C/22606;Reunions, conferències i cursos;10,00;0,00;10,00;0,00;0,00;0,00;10,00
253/3380C/22699;Altres despeses diverses;10,00;0,00;10,00;334,66;334,66;0,00;-324,66
253/3380C/2270001;Contractes de neteja;31.495,14;0,00;31.495,14;31.284,69;31.284,69;0,00;210,45
253/3380C/22799;Altres treballs realitzats per altres empreses i prof.;2.730,00;0,00;2.730,00;1.514,74;0,00;1.514,74;1.215,26
253/3380C/48100;Premis, beques i pensions d’estudi i investigació;10,00;0,00;10,00;0,00;0,00;0,00;10,00
253/3380C/48200;Transf. corrents institucions sense ànim de lucre;10,00;0,00;10,00;3.780,00;320,00;3.460,00;-3.770,00
254/3200A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;18.246,25;18.246,25;0,00;-3.568,93
254/3200A/12001;Salaris del Grup A2;50.507,27;0,00;50.507,27;48.173,56;48.173,56;0,00;2.333,71
254/3200A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.294,00;10.294,00;0,00;-409,16
254/3200A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;17.324,52;17.324,52;0,00;-567,36
254/3200A/12006;Triennis;20.016,00;0,00;20.016,00;18.398,79;18.398,79;0,00;1.617,21
254/3200A/12100;Complement de destí;44.298,49;0,00;44.298,49;44.600,31;44.600,31;0,00;-301,82
254/3200A/12101;Complement  específic;89.436,32;0,00;89.436,32;89.457,61;89.457,61;0,00;-21,29
254/3200A/12103;Altres complements;43.204,71;0,00;43.204,71;47.209,07;47.209,07;0,00;-4.004,36
254/3200A/15000;Productivitat;3.604,76;0,00;3.604,76;6.077,48;6.077,48;0,00;-2.472,72
254/3200A/16000;Seguretat social;76.487,76;0,00;76.487,76;76.006,48;76.006,48;0,00;481,28
254/3200A/21900;Compra de materials per reparacions i manteniments;100,00;0,00;100,00;0,00;0,00;0,00;100,00
254/3200A/22001;Premsa, revistes, llibres i altres publicacions;13.213,00;1.519,00;14.732,00;9.805,88;9.805,88;0,00;4.926,12
254/3200A/22199;Altres subministraments;100,00;0,00;100,00;9,27;9,27;0,00;90,73
254/3200A/22201;Comunicacions postals;2.000,00;0,00;2.000,00;650,71;333,98;316,73;1.349,29
254/3200A/22601;Atencions protocol·làries i representatives;1.900,00;-1.630,15;269,85;0,00;0,00;0,00;269,85
254/3200A/2260200;Difusió d´activitats;5.200,00;0,00;5.200,00;4.454,62;4.454,62;0,00;745,38
254/3200A/22609;Activitats educatives;2.903,08;-2.903,08;0,00;0,00;0,00;0,00;0,00
254/3200A/22620;El Sud Suma + Nou Pla de Barris;0,00;49.049,13;49.049,13;0,00;0,00;0,00;49.049,13
254/3200A/22699;Altres despeses diverses;4.500,00;9.840,00;14.340,00;784,77;485,41;299,36;13.555,23
254/3200A/2270001;Contractes de neteja;10.254,17;0,00;10.254,17;10.166,81;10.166,81;0,00;87,36
254/3200A/23020;Dietes personal no directiu;800,00;0,00;800,00;557,49;330,09;227,40;242,51
254/3200A/48300;Subvencions i aportacions institucionals;2.341,56;0,00;2.341,56;2.195,80;2.195,80;0,00;145,76
254/3200A/77000;Transferències de capital a empreses privades;60.000,00;-30.000,00;30.000,00;30.000,00;30.000,00;0,00;0,00
254/3210A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;18.065,41;18.065,41;0,00;-3.388,09
254/3210A/12001;Salaris del Grup A2;0,00;10,00;10,00;5.753,88;5.753,88;0,00;-5.743,88
254/3210A/12003;Salaris del Grup C1;9.788,84;0,00;9.788,84;12.355,52;12.355,52;0,00;-2.566,68
254/3210A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;20.778,18;20.778,18;0,00;-4.021,02
254/3210A/12005;Salaris del Grup E;471.956,27;0,00;471.956,27;471.991,73;471.991,73;0,00;-35,46
254/3210A/12006;Triennis;72.376,97;0,00;72.376,97;61.053,72;61.053,72;0,00;11.323,25
254/3210A/12100;Complement de destí;200.378,08;0,00;200.378,08;202.015,32;202.015,32;0,00;-1.637,24
254/3210A/12101;Complement  específic;449.254,57;0,00;449.254,57;449.661,70;449.661,70;0,00;-407,13
254/3210A/12103;Altres complements;354.827,58;105.000,00;459.827,58;456.417,54;456.417,54;0,00;3.410,04
254/3210A/13000;Retribucions bàsiques;56.983,44;0,00;56.983,44;57.547,34;57.547,34;0,00;-563,90
254/3210A/15000;Productivitat;829,37;0,00;829,37;1.887,63;1.887,63;0,00;-1.058,26
254/3210A/15300;Complement de dedicació especial;0,00;10,00;10,00;532,34;532,34;0,00;-522,34
254/3210A/16000;Seguretat social;454.903,28;-11.224,00;443.679,28;434.346,89;434.346,89;0,00;9.332,39
254/3210A/21200;Manteniment d’edificis i altres construccions;45.000,00;24.450,00;69.450,00;72.908,51;48.449,15;24.459,36;-3.458,51
254/3210A/21201;Reparacions d’edificis i altres construccions;55.540,00;-3.464,10;52.075,90;50.683,98;48.343,93;2.340,05;1.391,92
254/3210A/21900;Compra de materials per reparacions i manteniments;6.500,00;0,00;6.500,00;4.346,30;4.296,34;49,96;2.153,70
254/3210A/22100;Energia elèctrica;734.462,39;0,00;734.462,39;554.702,73;375.892,04;178.810,69;179.759,66
254/3210A/22101;Aigua;70.209,93;26.174,83;96.384,76;88.045,07;61.870,24;26.174,83;8.339,69
254/3210A/22102;Gas;309.165,47;0,00;309.165,47;396.987,20;396.987,20;0,00;-87.821,73
254/3210A/22104;Vestuari;9.000,00;0,00;9.000,00;8.401,50;7.454,75;946,75;598,50
254/3210A/2270001;Contractes de neteja;2.296.642,81;-44.275,25;2.252.367,56;2.219.339,60;1.879.375,39;339.964,21;33.027,96
254/3210A/62500;Mobiliari;0,00;34.591,57;34.591,57;22.636,71;5.382,95;17.253,76;11.954,86
254/3210A/62600;Equips per a processos d'informació;0,00;4.290,40;4.290,40;3.986,03;0,00;3.986,03;304,37
254/3210A/63200;Inv. rep. en edificis i altres construccions;40.000,00;68.305,71;108.305,71;105.867,79;38.659,07;67.208,72;2.437,92
254/3230A/22300;Transports;100,00;0,00;100,00;0,00;0,00;0,00;100,00
254/3230A/22606;Reunions, conferències i cursos;10,00;0,00;10,00;15.234,50;5.331,00;9.903,50;-15.224,50
254/3230A/22699;Altres despeses diverses;130.600,00;-36.724,93;93.875,07;39.528,18;31.734,66;7.793,52;54.346,89
254/3230A/22799;Altres treballs realitzats per altres empreses i prof.;0,00;0,00;0,00;0,00;0,00;0,00;0,00
254/3230A/48100;Premis, beques i pensions d’estudi i investigació;1.300,00;0,00;1.300,00;3.580,00;3.580,00;0,00;-2.280,00
254/3230A/48200;Ajuts aniversaris de centres, Ciutat i escola;26.250,00;0,00;26.250,00;27.166,00;14.111,50;13.054,50;-916,00
254/3230A/48900;Altres transferències;9.920,00;0,00;9.920,00;9.920,00;9.920,00;0,00;0,00
254/3240A/12000;Salaris del Grup A1;56.442,93;0,00;56.442,93;52.009,32;52.009,32;0,00;4.433,61
254/3240A/12001;Salaris del Grup A2;38.367,93;0,00;38.367,93;28.485,82;28.485,82;0,00;9.882,11
254/3240A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;8.059,94;8.059,94;0,00;1.824,90
254/3240A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;13.569,45;13.569,45;0,00;3.187,71
254/3240A/12006;Triennis;32.094,01;0,00;32.094,01;23.255,93;23.255,93;0,00;8.838,08
254/3240A/12100;Complement de destí;55.630,89;0,00;55.630,89;44.937,25;44.937,25;0,00;10.693,64
254/3240A/12101;Complement  específic;96.567,49;0,00;96.567,49;79.603,30;79.603,30;0,00;16.964,19
254/3240A/12103;Altres complements;50.693,25;0,00;50.693,25;47.220,74;47.220,74;0,00;3.472,51
254/3240A/14300;Altre personal;0,00;23.501,96;23.501,96;24.419,64;24.419,64;0,00;-917,68
254/3240A/15000;Productivitat;630,49;0,00;630,49;2.859,07;2.859,07;0,00;-2.228,58
254/3240A/16000;Seguretat social;94.919,78;5.932,97;100.852,75;81.631,32;81.631,32;0,00;19.221,43
254/3240A/22706;Estudis i treballs tècnics;6.500,00;-450,00;6.050,00;6.050,00;1.815,00;4.235,00;0,00
254/3240B/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.045,66;15.045,66;0,00;-368,34
254/3240B/12003;Salaris del Grup C1;19.697,68;0,00;19.697,68;19.462,49;19.462,49;0,00;235,19
254/3240B/12006;Triennis;10.042,39;0,00;10.042,39;8.494,80;8.494,80;0,00;1.547,59
254/3240B/12100;Complement de destí;16.967,31;0,00;16.967,31;16.383,15;16.383,15;0,00;584,16
254/3240B/12101;Complement  específic;31.994,63;0,00;31.994,63;31.095,71;31.095,71;0,00;898,92
254/3240B/12103;Altres complements;11.564,15;0,00;11.564,15;19.564,83;19.564,83;0,00;-8.000,68
254/3240B/15000;Productivitat;232,00;0,00;232,00;754,00;754,00;0,00;-522,00
254/3240B/16000;Seguretat social;30.042,54;0,00;30.042,54;30.161,30;30.161,30;0,00;-118,76
254/3240B/22699;Altres despeses diverses;0,00;0,00;0,00;0,00;0,00;0,00;0,00
254/3240B/2270001;Contractes de neteja;0,00;0,00;0,00;0,00;0,00;0,00;0,00
254/3241A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;26.167,94;26.167,94;0,00;-354,90
254/3241A/12004;Salaris del Grup C2;8.278,71;0,00;8.278,71;11.108,91;11.108,91;0,00;-2.830,20
254/3241A/12005;Salaris del Grup E;15.357,16;0,00;15.357,16;15.599,62;15.599,62;0,00;-242,46
254/3241A/12006;Triennis;5.664,52;0,00;5.664,52;5.530,84;5.530,84;0,00;133,68
254/3241A/12100;Complement de destí;21.314,09;0,00;21.314,09;22.387,92;22.387,92;0,00;-1.073,83
254/3241A/12101;Complement  específic;45.529,38;0,00;45.529,38;47.426,65;47.426,65;0,00;-1.897,27
254/3241A/12103;Altres complements;14.804,78;0,00;14.804,78;20.313,60;20.313,60;0,00;-5.508,82
254/3241A/12409;Altres retribucions bàsiques;0,00;0,00;0,00;0,00;0,00;0,00;0,00
254/3241A/13000;Retribucions bàsiques;341.547,66;0,00;341.547,66;362.684,45;362.684,45;0,00;-21.136,79
254/3241A/13100;Laboral temporal;200.772,55;0,00;200.772,55;195.320,22;195.320,22;0,00;5.452,33
254/3241A/15000;Productivitat;21.401,51;0,00;21.401,51;20.574,01;20.574,01;0,00;827,50
254/3241A/15300;Complement de dedicació especial;0,00;10,00;10,00;43,20;43,20;0,00;-33,20
254/3241A/16000;Seguretat social;209.808,70;0,00;209.808,70;217.404,92;217.404,92;0,00;-7.596,22
254/3241A/21300;Manteniment de maquinària, instal·lacions i utillatge;2.300,00;0,00;2.300,00;2.042,54;391,03;1.651,51;257,46
254/3241A/21600;Equips per a processos d'informació;850,00;0,00;850,00;1.161,60;750,20;411,40;-311,60
254/3241A/21900;Altre immobilitzat material;1.300,00;0,00;1.300,00;659,29;604,64;54,65;640,71
254/3241A/22000;Material d’oficina no inventariable;6.510,00;-3.478,00;3.032,00;7.752,41;1.966,17;5.786,24;-4.720,41
254/3241A/22101;Aigua;583,73;0,00;583,73;1.266,37;1.266,37;0,00;-682,64
254/3241A/22102;Gas;1.386,79;0,00;1.386,79;10.601,08;10.601,08;0,00;-9.214,29
254/3241A/22199;Altres subministraments;20.130,00;-2.000,00;18.130,00;5.136,35;3.697,16;1.439,19;12.993,65
254/3241A/22602;Publicitat i propaganda;850,00;0,00;850,00;3.842,83;1.844,80;1.998,03;-2.992,83
254/3241A/22606;Reunions, conferències i cursos;10.010,00;0,00;10.010,00;19.815,50;15.918,00;3.897,50;-9.805,50
254/3241A/22699;Altres despeses diverses;2.010,00;0,00;2.010,00;1.501,63;1.501,63;0,00;508,37
254/3241A/2270001;Contractes de neteja;27.344,45;0,00;27.344,45;27.134,34;27.134,34;0,00;210,11
254/3241A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
254/3241A/22799;Altres treballs realitzats per altres empreses i prof.;45.510,00;-17.519,00;27.991,00;18.079,73;15.921,99;2.157,74;9.911,27
254/3241B/12000;Salaris del Grup A1;44.031,96;0,00;44.031,96;45.604,89;45.604,89;0,00;-1.572,93
254/3241B/12001;Salaris del Grup A2;14.108,46;0,00;14.108,46;14.590,11;14.590,11;0,00;-481,65
254/3241B/12003;Salaris del Grup C1;12.276,37;0,00;12.276,37;10.248,54;10.248,54;0,00;2.027,83
254/3241B/12004;Salaris del Grup C2;10.644,68;0,00;10.644,68;9.730,78;9.730,78;0,00;913,90
254/3241B/12005;Salaris del Grup E;29.203,52;0,00;29.203,52;28.402,29;28.402,29;0,00;801,23
254/3241B/12006;Triennis;30.190,46;0,00;30.190,46;26.105,31;26.105,31;0,00;4.085,15
254/3241B/12100;Complement de destí;47.197,50;0,00;47.197,50;45.641,99;45.641,99;0,00;1.555,51
254/3241B/12101;Complement  específic;78.317,73;0,00;78.317,73;74.949,32;74.949,32;0,00;3.368,41
254/3241B/12103;Altres complements;42.309,05;42.000,00;84.309,05;63.824,15;63.824,15;0,00;20.484,90
254/3241B/13000;Retribucions bàsiques;892.434,42;-45.000,00;847.434,42;889.056,05;889.056,05;0,00;-41.621,63
254/3241B/13100;Laboral temporal;338.036,74;0,00;338.036,74;397.965,35;397.965,35;0,00;-59.928,61
254/3241B/15000;Productivitat;22.163,82;0,00;22.163,82;20.513,30;20.513,30;0,00;1.650,52
254/3241B/15300;Complement de dedicació especial;0,00;10,00;10,00;17,52;17,52;0,00;-7,52
254/3241B/16000;Seguretat social;485.770,11;-35.922,00;449.848,11;431.065,84;431.065,84;0,00;18.782,27
254/3241B/21300;Manteniment de maquinària, instal·lacions i utillatge;8.650,00;-5.382,95;3.267,05;4.577,87;1.862,15;2.715,72;-1.310,82
254/3241B/21600;Equips per a processos d'informació;250,00;0,00;250,00;0,00;0,00;0,00;250,00
254/3241B/21900;Altre immobilitzat material;1.300,00;0,00;1.300,00;567,85;487,36;80,49;732,15
254/3241B/22000;Material d’oficina no inventariable;3.900,00;0,00;3.900,00;2.523,02;991,22;1.531,80;1.376,98
254/3241B/22001;Premsa, revistes, llibres i altres publicacions;58,00;0,00;58,00;0,00;0,00;0,00;58,00
254/3241B/22100;Energia elèctrica;19.479,14;0,00;19.479,14;2.353,53;353,53;2.000,00;17.125,61
254/3241B/22101;Aigua;487,87;0,00;487,87;675,89;675,89;0,00;-188,02
254/3241B/22102;Gas;3.613,95;0,00;3.613,95;3.785,67;3.785,67;0,00;-171,72
254/3241B/22199;Altres subministraments;2.610,00;-220,00;2.390,00;3.032,92;2.150,39;882,53;-642,92
254/3241B/22400;Primes d’assegurances;270,00;0,00;270,00;254,52;254,52;0,00;15,48
254/3241B/22606;Reunions, conferències i cursos;2.900,00;0,00;2.900,00;4.155,50;3.655,50;500,00;-1.255,50
254/3241B/22699;Altres despeses diverses;600,00;0,00;600,00;3.243,11;3.243,11;0,00;-2.643,11
254/3241B/2270001;Contractes de neteja;17.903,91;0,00;17.903,91;4.554,95;4.554,95;0,00;13.348,96
254/3241B/22799;Altres treballs realitzats per altres empreses i prof.;9.000,00;0,00;9.000,00;3.081,81;1.571,81;1.510,00;5.918,19
254/3241B/48100;Premis, beques i pensions d’estudi i investigació;10,00;0,00;10,00;0,00;0,00;0,00;10,00
254/3241C/21200;Manteniment d’edificis i altres construccions;10,00;0,00;10,00;0,00;0,00;0,00;10,00
254/3242A/22699;Altres despeses diverses;41.149,00;-13.000,00;28.149,00;22.087,51;11.087,50;11.000,01;6.061,49
254/3242A/48200;Transf. corrents institucions sense ànim de lucre;104.877,23;0,00;104.877,23;103.078,00;41.606,82;61.471,18;1.799,23
254/3242A/48900;Altres transferències;100.000,00;0,00;100.000,00;100.000,00;100.000,00;0,00;0,00
254/3243A/22699;Altres despeses diverses;14.000,00;-5.940,79;8.059,21;3.610,95;0,00;3.610,95;4.448,26
254/3243A/47900;Transferències corrents a empreses privades;1.945.675,00;-10.000,00;1.935.675,00;1.877.640,81;1.726.622,35;151.018,46;58.034,19
254/3243B/21200;Manteniment d’edificis i altres construccions;10,00;0,00;10,00;0,00;0,00;0,00;10,00
254/3243B/62500;Mobiliari;0,00;1.493,76;1.493,76;0,00;0,00;0,00;1.493,76
255/1640B/21200;Manteniment d’edificis i altres construccions;0,00;2.293,08;2.293,08;0,00;0,00;0,00;2.293,08
255/1640B/60900;Altre invers. nova en infrast. i béns destinats ús general;0,00;120.795,05;120.795,05;0,00;0,00;0,00;120.795,05
255/3130A/12000;Salaris del Grup A1;44.062,00;0,00;44.062,00;45.163,29;45.163,29;0,00;-1.101,29
255/3130A/12003;Salaris del Grup C1;19.769,68;0,00;19.769,68;20.578,00;20.578,00;0,00;-808,32
255/3130A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;17.324,52;17.324,52;0,00;-567,36
255/3130A/12006;Triennis;22.258,15;0,00;22.258,15;19.791,87;19.791,87;0,00;2.466,28
255/3130A/12100;Complement de destí;41.475,36;0,00;41.475,36;41.913,96;41.913,96;0,00;-438,60
255/3130A/12101;Complement  específic;74.329,92;0,00;74.329,92;74.329,92;74.329,92;0,00;0,00
255/3130A/12103;Altres complements;37.435,87;0,00;37.435,87;41.561,07;41.561,07;0,00;-4.125,20
255/3130A/15000;Productivitat;4.449,66;0,00;4.449,66;3.832,08;3.832,08;0,00;617,58
255/3130A/16000;Seguretat social;63.757,46;0,00;63.757,46;64.396,59;64.396,59;0,00;-639,13
255/3130A/22001;Premsa, revistes, llibres i altres publicacions;269,00;0,00;269,00;268,21;268,21;0,00;0,79
255/3130A/22100;Energia elèctrica;8.513,55;0,00;8.513,55;0,00;0,00;0,00;8.513,55
255/3130A/22101;Aigua;11.203,82;0,00;11.203,82;0,00;0,00;0,00;11.203,82
255/3130A/22201;Comunicacions postals;1.000,00;0,00;1.000,00;630,23;598,75;31,48;369,77
255/3130A/22601;Atencions protocol·làries i representatives;500,00;0,00;500,00;0,00;0,00;0,00;500,00
255/3130A/2260200;Difusió d´activitats;1.000,00;-1.000,00;0,00;0,00;0,00;0,00;0,00
255/3130A/22620;El Sud Suma + Nou Pla de Barris;0,00;2.172,77;2.172,77;0,00;0,00;0,00;2.172,77
255/3130A/22699;Altres despeses diverses;8.850,00;0,00;8.850,00;4.182,39;4.182,39;0,00;4.667,61
255/3130A/2270001;Contractes de neteja;15.868,49;0,00;15.868,49;23.923,00;23.923,00;0,00;-8.054,51
255/3130A/23020;Dietes personal no directiu;750,00;0,00;750,00;61,80;0,00;61,80;688,20
255/3130A/48300;Subvencions i aportacions institucionals;688,66;0,00;688,66;675,16;675,16;0,00;13,50
255/3130A/48900;Altres transferencies;40.000,00;20.000,00;60.000,00;60.000,00;40.000,00;20.000,00;0,00
255/3130A/63200;Inv. rep. en edificis i altres construccions;12.000,00;0,00;12.000,00;9.643,58;0,00;9.643,58;2.356,42
255/3131A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;29.738,63;29.738,63;0,00;-383,99
255/3131A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.337,47;13.337,47;0,00;-430,95
255/3131A/12004;Salaris del Grup C2;16.697,24;0,00;16.697,24;17.948,56;17.948,56;0,00;-1.251,32
255/3131A/12006;Triennis;10.641,43;0,00;10.641,43;9.620,34;9.620,34;0,00;1.021,09
255/3131A/12100;Complement de destí;26.115,38;0,00;26.115,38;26.221,57;26.221,57;0,00;-106,19
255/3131A/12101;Complement  específic;48.071,15;0,00;48.071,15;48.234,56;48.234,56;0,00;-163,41
255/3131A/12103;Altres complements;16.555,47;0,00;16.555,47;21.210,07;21.210,07;0,00;-4.654,60
255/3131A/13000;Retribucions bàsiques;38.257,85;0,00;38.257,85;38.804,57;38.804,57;0,00;-546,72
255/3131A/14300;Altre personal;33.629,38;6.530,00;40.159,38;33.629,38;33.629,38;0,00;6.530,00
255/3131A/16000;Seguretat social;66.467,10;0,00;66.467,10;67.725,62;67.725,62;0,00;-1.258,52
255/3131A/22620;El Sud Suma + Nou Pla de Barris;0,00;1.832,40;1.832,40;0,00;0,00;0,00;1.832,40
255/3131A/22699;Altres despeses diverses;20.300,00;0,00;20.300,00;13.371,11;4.494,59;8.876,52;6.928,89
255/3131A/62200;Inv. nova en edificis i altres construccions;0,00;0,00;0,00;0,00;0,00;0,00;0,00
255/3131B/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;7.345,11;7.345,11;0,00;1.033,47
255/3131B/12006;Triennis;2.091,72;0,00;2.091,72;1.646,91;1.646,91;0,00;444,81
255/3131B/12100;Complement de destí;3.929,28;0,00;3.929,28;3.601,84;3.601,84;0,00;327,44
255/3131B/12101;Complement  específic;6.899,16;0,00;6.899,16;6.324,23;6.324,23;0,00;574,93
255/3131B/12103;Altres complements;2.014,34;0,00;2.014,34;1.511,57;1.511,57;0,00;502,77
255/3131B/14300;Altre personal;7.674,43;0,00;7.674,43;8.695,10;8.695,10;0,00;-1.020,67
255/3131B/15000;Productivitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
255/3131B/16000;Seguretat social;8.519,56;0,00;8.519,56;7.555,55;7.555,55;0,00;964,01
255/3131C/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;17.111,76;17.111,76;0,00;-354,60
255/3131C/12006;Triennis;2.502,88;0,00;2.502,88;2.148,24;2.148,24;0,00;354,64
255/3131C/12100;Complement de destí;7.858,56;0,00;7.858,56;7.858,56;7.858,56;0,00;0,00
255/3131C/12101;Complement  específic;13.798,32;0,00;13.798,32;13.798,32;13.798,32;0,00;0,00
255/3131C/12103;Altres complements;4.022,20;0,00;4.022,20;4.797,02;4.797,02;0,00;-774,82
