PRESSUPOST 2016 - DESPESA;;;;;

Aplicació pressupost;Aplicació pressupost;Aplicació pressupost;Aplicació pressupost;Descripció;Pressupost Inicial
500;3341A;22102;500/3341A/22102;Gas   ;21.024,25
500;3341A;22199;500/3341A/22199;Altres subministraments;1.000,00
500;3341A;22699;500/3341A/22699;Altres despeses diverses;18.495,96
500;3341A;22799;500/3341A/22799;Altres treballs realitzats per altres empreses i prof.;50.408,00
500;3341B;22100;500/3341B/22100;Energia elèctrica;29.248,91
500;3341B;22101;500/3341B/22101;Aigua;458,47
500;3341B;48200;500/3341B/48200;Transf. corrents institucions sense ànim de lucre;32.049,00
500;3370C;21200;500/3370C/21200;Manteniment d’edificis i altres construccions;16.983,60
500;3370C;21300;500/3370C/21300;Manteniment de maquinària, instal·lacions i utillatge;24.460,03
500;3370C;2270001;500/3370C/2270001;Contractes de neteja;23.723,68
500;3370C;62300;500/3370C/62300;Inversió nova en maquinària, instal. i utillatge;2.500,00
500;3370C;62500;500/3370C/62500;Mobiliari;2.500,00
500;3370C;63200;500/3370C/63200;Inversió de reposició en edifici;5.000,00
500;9200D;12001;500/9200D/12001;Salaris del Grup A2;13.035,60
500;9200D;12004;500/9200D/12004;Salaris del Grup C2;8.462,46
500;9200D;12006;500/9200D/12006;Triennis;4.540,76
500;9200D;12100;500/9200D/12100;Complement de destí;14.502,74
500;9200D;12101;500/9200D/12101;Complement  específic;44.217,60
500;9200D;12103;500/9200D/12103;Altres complements;13.347,21
500;9200D;15000;500/9200D/15000;Productivitat;1.939,98
500;9200D;15200;500/9200D/15200;Altres incentius;2.000,00
500;9200D;16000;500/9200D/16000;Seguretat social;17.289,52
500;9200D;22001;500/9200D/22001;Premsa, revistes, llibres i altres publicacions;4.079,38
500;9200D;22601;500/9200D/22601;Atencions protocol·làries i representatives;4.500,00
500;9200D;2260200;500/9200D/2260200;Difusió d'activitats;14.375,00
500;9200D;2260202;500/9200D/2260202;Publicacions;3.500,00
500;9200D;22699;500/9200D/22699;Altres despeses diverses;2.157,75
500;9200D;23001;500/9200D/23001;Dietes membres corporació;1.002,00
500;9200D;23010;500/9200D/23010;Dietes del personal directiu;500,00
500;9200D;23020;500/9200D/23020;Dietes personal no directiu;3.000,00
500;9200D;23100;500/9200D/23100;Locomoció dels membres dels òrgans de govern;1.002,00
500;9200D;23110;500/9200D/23110;Del personal directiu;500,00
500;9200D;23120;500/9200D/23120;Del personal no directiu;3.000,00
500;9200E;11000;500/9200E/11000;Retribucions bàsiques;45.253,60
500;9200E;16000;500/9200E/16000;Seguretat social;13.504,54
510;4300A;12000;510/4300A/12000;Salaris del Grup A1;29.648,44
510;4300A;12003;510/4300A/12003;Salaris del Grup C1;9.983,82
510;4300A;12004;510/4300A/12004;Salaris del Grup C2;8.462,46
510;4300A;12006;510/4300A/12006;Triennis;13.630,00
510;4300A;12100;510/4300A/12100;Complement de destí;31.338,44
510;4300A;12101;510/4300A/12101;Complement  específic;51.997,96
510;4300A;12103;510/4300A/12103;Altres complements;11.219,07
510;4300A;15000;510/4300A/15000;Productivitat;3.966,34
510;4300A;15200;510/4300A/15200;Altres incentius;4.000,00
510;4300A;16000;510/4300A/16000;Seguretat social;35.614,28
510;4300A;22201;510/4300A/22201;Comunicacions postals;3.000,00
510;4300A;48300;510/4300A/48300;Subvencions i aportacions institucionals;9.200,00
510;4311A;22799;510/4311A/22799;Altres treballs fires;100,00
510;4312A;12000;510/4312A/12000;Salaris del Grup A1;14.824,22
510;4312A;12003;510/4312A/12003;Salaris del Grup C1;23.845,36
510;4312A;12005;510/4312A/12005;Salaris del Grup E;23.266,32
510;4312A;12006;510/4312A/12006;Triennis;13.635,43
510;4312A;12100;510/4312A/12100;Complement de destí;31.049,34
510;4312A;12101;510/4312A/12101;Complement  específic;67.768,47
510;4312A;12103;510/4312A/12103;Altres complements;14.715,02
510;4312A;13100;510/4312A/13100;Laboral temporal;46.150,95
510;4312A;13102;510/4312A/13102;Altres remuneracions personal laboral temporal;68.768,33
510;4312A;15200;510/4312A/15200;Altres incentius;11.000,00
510;4312A;16000;510/4312A/16000;Seguretat social;88.936,95
510;4312A;21200;510/4312A/21200;Manteniment d’edificis i altres construccions;32.031,08
510;4312A;21300;510/4312A/21300;Manteniment de maquinària, instal·lacions i utillatge;46.131,63
510;4312A;21301;510/4312A/21301;Adaptació d'instal·lacions i maquinària;1.000,00
510;4312A;21302;510/4312A/21302;Manteniment d'instal·lacions i maquinària mercats;3.000,00
510;4312A;21900;510/4312A/21900;Compra de materials pels mercats;2.200,00
510;4312A;22100;510/4312A/22100;Energia elèctrica;102.164,94
510;4312A;22101;510/4312A/22101;Aigua;3.655,94
510;4312A;22104;510/4312A/22104;Vestuari personal mercats;1.000,00
510;4312A;22110;510/4312A/22110;Productes de neteja mercats;2.500,00
510;4312A;22200;510/4312A/22200;Serveis de Telecomunicacions;39.648,98
510;4312A;48900;510/4312A/48900;Convenis i subvencions mercats;953.008,38
510;4312A;63200;510/4312A/63200;Inversió de reposició en edifici;32.517,47
510;4313A;12003;510/4313A/12003;Salaris del Grup C1;9.983,82
510;4313A;12004;510/4313A/12004;Salaris del Grup C2;8.462,46
510;4313A;12006;510/4313A/12006;Triennis;5.121,24
510;4313A;12100;510/4313A/12100;Complement de destí;8.943,06
510;4313A;12101;510/4313A/12101;Complement  específic;25.025,00
510;4313A;12103;510/4313A/12103;Altres complements;6.585,21
510;4313A;15200;510/4313A/15200;Altres incentius;2.000,00
510;4313A;16000;510/4313A/16000;Seguretat social;17.606,54
510;4313A;22701;510/4313A/22701;Vigilàcia encants setmanals;10.500,00
510;4313A;22799;510/4313A/22799;Altres treballs realitzats per als encants;23.500,00
510;4320A;22199;510/4320A/22199;Compra materials promoció ciutat i turisme;750,00
510;4320A;22699;510/4320A/22699;Promoció de la Ciutat i Turisme;21.850,00
510;4391A;12001;510/4391A/12001;Salaris del Grup A2;13.035,60
510;4391A;12006;510/4391A/12006;Triennis;1.277,50
510;4391A;12100;510/4391A/12100;Complement de destí;5.582,36
510;4391A;12101;510/4391A/12101;Complement  específic;9.588,32
510;4391A;13000;510/4391A/13000;Retribucions bàsiques;16.816,88
510;4391A;13002;510/4391A/13002;Altres remuneracions;18.222,54
510;4391A;15200;510/4391A/15200;Altres incentius;2.000,00
510;4391A;16000;510/4391A/16000;Seguretat social;20.978,68
510;4391A;20502;510/4391A/20502;Lloguers de mobiliari i estris Departaments;500,00
510;4391A;22199;510/4391A/22199;Compra de materials dinamització comercial;200,00
510;4391A;22602;510/4391A/22602;Difusió activitats de dinamització comercial;300,00
510;4391A;22699;510/4391A/22699;Promoció i dinamització comercial;83.132,00
510;4391A;22706;510/4391A/22706;Estudis i treballs tècnics;1.000,00
510;4391A;22799;510/4391A/22799;Altres treballs realitzats per dinamització comercial;3.150,00
510;4391A;47900;510/4391A/47900;Subv. Pormoció i dinamització comercial;114.602,32
510;4391A;48100;510/4391A/48100;Premi concurs d'aparadors de Nadal;400,00
510;4391A;62900;510/4391A/62900;Altres inversions noves;32.500,00
510;4930A;12000;510/4930A/12000;Salaris del Grup A1;14.824,22
510;4930A;12003;510/4930A/12003;Salaris del Grup C1;29.951,46
510;4930A;12004;510/4930A/12004;Salaris del Grup C2;8.462,46
510;4930A;12006;510/4930A/12006;Triennis;10.109,36
510;4930A;12100;510/4930A/12100;Complement de destí;25.929,54
510;4930A;12101;510/4930A/12101;Complement  específic;44.754,92
510;4930A;12103;510/4930A/12103;Altres complements;8.900,74
510;4930A;15000;510/4930A/15000;Productivitat;1.609,58
510;4930A;15200;510/4930A/15200;Altres incentius;5.000,00
510;4930A;16000;510/4930A/16000;Seguretat social;43.822,93
510;4930A;22000;510/4930A/22000;Material oficina consum;300,00
510;4930A;22699;510/4930A/22699;Altres despeses diverses Consum;100,00
510;4930A;22706;510/4930A/22706;Estudis i treballs tècnics Consum;17.000,00
510;4930A;22799;510/4930A/22799;Altres treballs realitzats per altres empreses i prof. Consum;61.000,00
520;3400A;12000;520/3400A/12000;Salaris del Grup A1;29.648,44
520;3400A;12001;520/3400A/12001;Salaris del Grup A2;19.553,40
520;3400A;12003;520/3400A/12003;Salaris del Grup C1;9.983,82
520;3400A;12004;520/3400A/12004;Salaris del Grup C2;16.924,92
520;3400A;12005;520/3400A/12005;Salaris del Grup E;21.715,26
520;3400A;12006;520/3400A/12006;Triennis;13.504,63
520;3400A;12100;520/3400A/12100;Complement de destí;54.463,50
520;3400A;12101;520/3400A/12101;Complement  específic;115.907,12
520;3400A;12103;520/3400A/12103;Altres complements;13.478,28
520;3400A;15000;520/3400A/15000;Productivitat;2.099,52
520;3400A;15200;520/3400A/15200;Altres incentius;7.800,00
520;3400A;16000;520/3400A/16000;Seguretat social;75.334,31
520;3400A;22001;520/3400A/22001;Premsa, revistes, llibres i altres publicacions;272,01
520;3400A;22100;520/3400A/22100;Energia elèctrica;14.298,68
520;3400A;22201;520/3400A/22201;Comunicacions postals;1.000,00
520;3400A;22699;520/3400A/22699;Despeses especials de funcionament;10,00
520;3400A;2270001;520/3400A/2270001;Contractes de neteja;18.779,58
520;3410A;22699;520/3410A/22699;Altres despeses diverses;1.000,00
520;3410A;48200;520/3410A/48200;Transf. corrents institucions sense ànim de lucre;157.000,00
520;3410B;12001;520/3410B/12001;Salaris del Grup A2;52.142,40
520;3410B;12004;520/3410B/12004;Salaris del Grup C2;8.462,46
520;3410B;12006;520/3410B/12006;Triennis;14.300,88
520;3410B;12100;520/3410B/12100;Complement de destí;33.114,90
520;3410B;12101;520/3410B/12101;Complement  específic;66.541,44
520;3410B;12103;520/3410B/12103;Altres complements;14.696,38
520;3410B;15200;520/3410B/15200;Altres incentius;5.000,00
520;3410B;16000;520/3410B/16000;Seguretat social;46.306,44
520;3410B;22199;520/3410B/22199;Altres subministraments;9.000,00
520;3410B;22300;520/3410B/22300;Transports;3.000,00
520;3410B;22400;520/3410B/22400;Primes d’assegurances;6.500,00
520;3410B;22699;520/3410B/22699;Altres despeses diverses;10.750,00
520;3410B;22799;520/3410B/22799;Altres treballs realitzats per altres empreses i prof.;208.400,00
520;3411A;22609;520/3411A/22609;Altres despeses;45.200,00
520;3411B;22199;520/3411B/22199;Altres subministraments;7.700,00
520;3411B;22699;520/3411B/22699;Altres despeses diverses;7.300,00
520;3411B;22799;520/3411B/22799;Altres treballs realitzats per altres empreses i prof.;10,00
520;3411B;48200;520/3411B/48200;Transf. corrents institucions sense ànim de lucre;40.000,00
520;3420A;21200;520/3420A/21200;Manteniment d’edificis i altres construccions;97.529,46
520;3420A;21202;520/3420A/21202;Reparació i manteniment d'edificis i altres construccions;10.000,00
520;3420A;21300;520/3420A/21300;Manteniment de maquinària, instal·lacions i utillatge;130.881,57
520;3420A;21302;520/3420A/21302;Reparació i manteniment d'instal·lacions i maquinària;13.000,00
520;3420A;21500;520/3420A/21500;Reparació i manteniment de mobiliari;1.000,00
520;3420A;21900;520/3420A/21900;Reparació i manteniment d'altre immobilitzat material;10,00
520;3420A;22100;520/3420A/22100;Energia elèctrica;112.121,05
520;3420A;22101;520/3420A/22101;Aigua;124.151,24
520;3420A;22106;520/3420A/22106;Productes de farmàcia;2.000,00
520;3420A;22110;520/3420A/22110;Productes de neteja;2.000,00
520;3420A;22199;520/3420A/22199;Altres subministraments;35.000,00
520;3420A;22699;520/3420A/22699;Altres despeses diverses;500,00
520;3420A;2270001;520/3420A/2270001;Contractes de neteja;48.124,95
520;3420A;22799;520/3420A/22799;Altres treballs realitzats per altres empreses i prof.;225.500,00
520;3420A;63200;520/3420A/63200;Inversió de reposició en edifici;1.670.937,60
520;3420B;12001;520/3420B/12001;Salaris del Grup A2;65.178,00
520;3420B;12004;520/3420B/12004;Salaris del Grup C2;8.462,46
520;3420B;12005;520/3420B/12005;Salaris del Grup E;317.973,04
520;3420B;12006;520/3420B/12006;Triennis;49.121,88
520;3420B;12100;520/3420B/12100;Complement de destí;177.764,02
520;3420B;12101;520/3420B/12101;Complement  específic;392.791,98
520;3420B;12103;520/3420B/12103;Altres complements;158.929,79
520;3420B;15000;520/3420B/15000;Productivitat;12.335,94
520;3420B;15200;520/3420B/15200;Altres incentius;47.000,00
520;3420B;16000;520/3420B/16000;Seguretat social;334.146,33
520;3420B;21200;520/3420B/21200;Manteniment d’edificis i altres construccions;119.672,55
520;3420B;21202;520/3420B/21202;Reparació i manteniment d'edificis i altres construccions;30.000,00
520;3420B;21300;520/3420B/21300;Manteniment de maquinària, instal·lacions i utillatge;157.981,49
520;3420B;21302;520/3420B/21302;Reparació i manteniment d'instal·lacions i maquinària;34.000,00
520;3420B;21303;520/3420B/21303;Altres manteniments de maquinària, instal.lacions i utillatge;107.696,14
520;3420B;21500;520/3420B/21500;Reparació i manteniment de mobiliari;2.000,00
520;3420B;21900;520/3420B/21900;Reparació i manteniment d'altre immobilitzat material;10,00
520;3420B;22100;520/3420B/22100;Energia elèctrica;228.865,28
520;3420B;22101;520/3420B/22101;Aigua;43.555,11
520;3420B;22102;520/3420B/22102;Gas   ;105.111,39
520;3420B;22104;520/3420B/22104;Vestuari;19.000,00
520;3420B;22106;520/3420B/22106;Productes de farmàcia;1.000,00
520;3420B;22110;520/3420B/22110;Productes de neteja;8.000,00
520;3420B;22199;520/3420B/22199;Altres subministraments;39.000,00
520;3420B;22699;520/3420B/22699;Altres despeses diverses;1.000,00
520;3420B;2270001;520/3420B/2270001;Contractes de neteja;480.506,34
520;3420B;60900;520/3420B/60900;Inversió nova en infraestructura;20.000,00
520;3420B;62200;520/3420B/62200;Inversió nova en edifici;50.000,00
520;3420B;62300;520/3420B/62300;Inversió nova en maquinària, instal. i utillatge;77.500,00
520;3420B;62500;520/3420B/62500;Mobiliari;20.603,50
520;3420B;62502;520/3420B/62502;Mobiliari;10.000,00
520;3420B;63200;520/3420B/63200;Inversió de reposició en edifici;270.584,31
520;3420B;64100;520/3420B/64100;Aplicacions informàtiques;20.000,00
540;2410A;12003;540/2410A/12003;Salaris del Grup C1;9.983,82
540;2410A;12006;540/2410A/12006;Triennis;2.919,04
540;2410A;12100;540/2410A/12100;Complement de destí;5.900,02
540;2410A;12101;540/2410A/12101;Complement  específic;9.079,14
540;2410A;12103;540/2410A/12103;Altres complements;2.068,46
540;2410A;15200;540/2410A/15200;Altres incentius;1.000,00
540;2410A;16000;540/2410A/16000;Seguretat social;8.039,52
540;2410A;21200;540/2410A/21200;Manteniment d’edificis i altres construccions;12.642,36
540;2410A;21300;540/2410A/21300;Manteniment de maquinària, instal·lacions i utillatge;18.207,71
540;2410A;22201;540/2410A/22201;Comunicacions postals;2.000,00
540;2410A;2270001;540/2410A/2270001;Contractes de neteja;132.498,77
540;2410A;48300;540/2410A/48300;Subvencions i aportacions institucionals;45.851,53
540;2411A;12000;540/2411A/12000;Salaris del Grup A1;44.472,66
540;2411A;12001;540/2411A/12001;Salaris del Grup A2;26.071,20
540;2411A;12003;540/2411A/12003;Salaris del Grup C1;54.911,01
540;2411A;12004;540/2411A/12004;Salaris del Grup C2;16.924,92
540;2411A;12005;540/2411A/12005;Salaris del Grup E;38.777,20
540;2411A;12006;540/2411A/12006;Triennis;48.831,68
540;2411A;12100;540/2411A/12100;Complement de destí;98.771,26
540;2411A;12101;540/2411A/12101;Complement  específic;191.134,93
540;2411A;12103;540/2411A/12103;Altres complements;24.501,58
540;2411A;13100;540/2411A/13100;Laboral temporal;4.991,91
540;2411A;13102;540/2411A/13102;Altres remuneracions personal laboral temporal;7.330,75
540;2411A;15000;540/2411A/15000;Productivitat;3.815,98
540;2411A;15200;540/2411A/15200;Altres incentius;17.000,00
540;2411A;16000;540/2411A/16000;Seguretat social;143.300,95
540;2411A;21200;540/2411A/21200;Manteniment d’edificis i altres construccions;5.146,22
540;2411A;21300;540/2411A/21300;Manteniment de maquinària, instal·lacions i utillatge;7.411,66
540;2411A;21302;540/2411A/21302;Manteniment d'instal·lacions i maquinària Departaments;1.500,00
540;2411A;21900;540/2411A/21900;Altre immobilitzat material;1.750,00
540;2411A;22001;540/2411A/22001;Premsa, revistes, llibres i altres publicacions;544,02
540;2411A;22100;540/2411A/22100;Energia elèctrica;241.359,35
540;2411A;22101;540/2411A/22101;Aigua;7.688,71
540;2411A;22102;540/2411A/22102;Gas   ;45.465,62
540;2411A;22104;540/2411A/22104;Vestuari;2.000,00
540;2411A;22106;540/2411A/22106;Productes farmacèutics i material sanitari;250,00
540;2411A;22199;540/2411A/22199;Altres subministraments;2.000,00
540;2411A;22200;540/2411A/22200;Serveis de Telecomunicacions;118.217,97
540;2411A;22300;540/2411A/22300;Transports;1.000,00
540;2411A;22400;540/2411A/22400;Primes d’assegurances;1.500,00
540;2411A;22699;540/2411A/22699;Altres despeses diverses;2.000,00
540;2411A;22799;540/2411A/22799;Altres treballs realitzats per altres empreses i prof.;2.000,00
540;2411A;44000;540/2411A/44000;Subvencions per al foment de l'ocupació;1.281.505,42
540;2411A;44001;540/2411A/44001;Aportació a Promoció Econòmica de Sabadell - subv;4.485.165,12
540;2411A;46200;540/2411A/46200;Ajuts projectes cooperació amb Ajuntaments;35.000,00
540;2411A;47000;540/2411A/47000;Subvencions a empreses per la contractació;40.000,00
540;2411A;62302;540/2411A/62302;Inversió nova en maquinària, instal. i utillatge;4.014,00
540;2411A;63202;540/2411A/63202;Inversió de reposició en edifici;20.910,87
540;3420C;44000;540/3420C/44000;Subvencions per al foment de l'ocupació;200.000,00
540;4311B;44000;540/4311B/44000;Subvencions per al foment de l'ocupació;375.000,00
540;4330A;12000;540/4330A/12000;Salaris del Grup A1;14.824,22
540;4330A;12006;540/4330A/12006;Triennis;2.850,60
540;4330A;12100;540/4330A/12100;Complement de destí;7.209,16
540;4330A;12101;540/4330A/12101;Complement  específic;11.246,48
540;4330A;15200;540/4330A/15200;Altres incentius;1.000,00
540;4330A;16000;540/4330A/16000;Seguretat social;9.596,88
540;4330A;44000;540/4330A/44000;Subvencions per al foment de l'ocupació;150.000,00
540;4330A;44001;540/4330A/44001;Aportació a Promoció Econòmica de Sabadell - subv;130.500,00
540;4330A;46200;540/4330A/46200;Projectes desenvolupats en col·laboració Ajuntaments;13.000,00
540;4330A;74000;540/4330A/74000;Transferències de capital a empreses locals;40.000,00
550;3270A;12001;550/3270A/12001;Salaris del Grup A2;52.213,04
550;3270A;12006;550/3270A/12006;Triennis;5.126,69
550;3270A;12100;550/3270A/12100;Complement de destí;22.647,10
550;3270A;12101;550/3270A/12101;Complement  específic;38.353,28
550;3270A;12103;550/3270A/12103;Altres complements;8.648,51
550;3270A;15000;550/3270A/15000;Productivitat;5.679,80
550;3270A;15200;550/3270A/15200;Altres incentius;4.050,00
550;3270A;16000;550/3270A/16000;Seguretat social;41.053,33
550;3270A;22699;550/3270A/22699;Altres despeses diverses;300,00
550;3370A;12001;550/3370A/12001;Salaris del Grup A2;40.844,39
550;3370A;12003;550/3370A/12003;Salaris del Grup C1;65.893,22
550;3370A;12004;550/3370A/12004;Salaris del Grup C2;16.924,92
550;3370A;12005;550/3370A/12005;Salaris del Grup E;259.807,24
550;3370A;12006;550/3370A/12006;Triennis;57.356,13
550;3370A;12100;550/3370A/12100;Complement de destí;179.878,92
550;3370A;12101;550/3370A/12101;Complement  específic;380.957,36
550;3370A;12103;550/3370A/12103;Altres complements;73.446,03
550;3370A;15000;550/3370A/15000;Productivitat;8.700,12
550;3370A;15200;550/3370A/15200;Altres incentius;43.633,30
550;3370A;16000;550/3370A/16000;Seguretat social;309.531,65
550;3370A;20300;550/3370A/20300;Lloguers de maquinària, instal·lacions i utillatge;10,00
550;3370A;21200;550/3370A/21200;Manteniment d’edificis i altres construccions;77.056,91
550;3370A;21300;550/3370A/21300;Manteniment de maquinària, instal·lacions i utillatge;96.605,81
550;3370A;21301;550/3370A/21301;Adaptació d'instal·lacions i maquinària;1.000,00
550;3370A;21600;550/3370A/21600;Espai internet;10.625,00
550;3370A;22100;550/3370A/22100;Energia elèctrica;154.915,34
550;3370A;22101;550/3370A/22101;Aigua;11.694,55
550;3370A;22102;550/3370A/22102;Gas   ;44.689,01
550;3370A;22103;550/3370A/22103;Combustibles i carburants;6.000,00
550;3370A;22104;550/3370A/22104;Vestuari;6.000,00
550;3370A;22199;550/3370A/22199;Altres subministraments;3.937,00
550;3370A;22699;550/3370A/22699;Altres despeses diverses;20.320,00
550;3370A;2270001;550/3370A/2270001;Contractes de neteja;336.639,90
550;3370A;22799;550/3370A/22799;Altres treballs realitzats per altres empreses i prof.;4.375,00
550;3370A;62300;550/3370A/62300;Inversió nova en maquinària, instal. i utillatge;3.722,77
550;3370A;62500;550/3370A/62500;Mobiliari;7.000,00
550;3370A;62501;550/3370A/62501;Equips d'oficina;1.200,00
550;3370A;78000;550/3370A/78000;Transf. de capital a  instit. sense ànim de lucre;50.000,00
550;9241A;12001;550/9241A/12001;Salaris del Grup A2;26.071,20
550;9241A;12004;550/9241A/12004;Salaris del Grup C2;16.924,92
550;9241A;12006;550/9241A/12006;Triennis;11.002,90
550;9241A;12100;550/9241A/12100;Complement de destí;27.058,22
550;9241A;12101;550/9241A/12101;Complement  específic;52.054,94
550;9241A;12103;550/9241A/12103;Altres complements;18.835,00
550;9241A;15000;550/9241A/15000;Productivitat;2.882,86
550;9241A;15200;550/9241A/15200;Altres incentius;4.000,00
550;9241A;16000;550/9241A/16000;Seguretat social;34.836,60
550;9241A;20200;550/9241A/20200;Lloguers d’edificis i altres construccions;18.100,00
550;9241A;22001;550/9241A/22001;Premsa, revistes, llibres i altres publicacions;15.410,28
550;9241A;22200;550/9241A/22200;Serveis de Telecomunicacions;244.089,72
550;9241A;22201;550/9241A/22201;Comunicacions postals;11.000,00
550;9241A;22699;550/9241A/22699;Altres despeses diverses;45.265,00
550;9241B;12001;550/9241B/12001;Salaris del Grup A2;52.142,40
550;9241B;12003;550/9241B/12003;Salaris del Grup C1;58.738,10
550;9241B;12006;550/9241B/12006;Triennis;11.554,33
550;9241B;12100;550/9241B/12100;Complement de destí;49.569,80
550;9241B;12101;550/9241B/12101;Complement  específic;107.608,83
550;9241B;12103;550/9241B/12103;Altres complements;15.279,13
550;9241B;15000;550/9241B/15000;Productivitat;19.715,20
550;9241B;15200;550/9241B/15200;Altres incentius;9.800,00
550;9241B;16000;550/9241B/16000;Seguretat social;90.948,35
550;9241B;22699;550/9241B/22699;Altres despeses diverses;300,00
550;9241C;12003;550/9241C/12003;Salaris del Grup C1;9.983,82
550;9241C;12004;550/9241C/12004;Salaris del Grup C2;8.462,46
550;9241C;12006;550/9241C/12006;Triennis;3.349,51
550;9241C;12100;550/9241C/12100;Complement de destí;10.213,00
550;9241C;12101;550/9241C/12101;Complement  específic;17.208,66
550;9241C;12103;550/9241C/12103;Altres complements;3.483,19
550;9241C;15200;550/9241C/15200;Altres incentius;2.000,00
550;9241C;16000;550/9241C/16000;Seguretat social;14.264,48
550;9241C;20200;550/9241C/20200;Lloguers d’edificis i altres construccions;13.300,00
550;9241C;22100;550/9241C/22100;Energia elèctrica;14.939,99
550;9241C;22101;550/9241C/22101;Aigua;8.524,19
550;9241C;22102;550/9241C/22102;Gas   ;5.755,46
550;9241C;22699;550/9241C/22699;Altres despeses diverses;1.500,00
550;9241C;48200;550/9241C/48200;Transf. corrents institucions sense ànim de lucre;25.815,00
550;9250A;12001;550/9250A/12001;Salaris del Grup A2;13.035,60
550;9250A;12003;550/9250A/12003;Salaris del Grup C1;319.482,24
550;9250A;12004;550/9250A/12004;Salaris del Grup C2;44.851,04
550;9250A;12005;550/9250A/12005;Salaris del Grup E;17.449,74
550;9250A;12006;550/9250A/12006;Triennis;96.189,84
550;9250A;12100;550/9250A/12100;Complement de destí;196.277,97
550;9250A;12101;550/9250A/12101;Complement  específic;356.113,00
550;9250A;12103;550/9250A/12103;Altres complements;68.234,39
550;9250A;13000;550/9250A/13000;Retribucions bàsiques;13.241,16
550;9250A;13002;550/9250A/13002;Altres remuneracions;15.301,68
550;9250A;15000;550/9250A/15000;Productivitat;638,00
550;9250A;15200;550/9250A/15200;Altres incentius;40.800,00
550;9250A;16000;550/9250A/16000;Seguretat social;314.944,78
550;9250A;21200;550/9250A/21200;Manteniment d’edificis i altres construccions;4.002,13
550;9250A;21300;550/9250A/21300;Manteniment de maquinària, instal·lacions i utillatge;5.763,92
550;9250A;22699;550/9250A/22699;Altres despeses diverses;1.000,00
550;9250A;2270001;550/9250A/2270001;Contractes de neteja;17.277,76
560;2316A;12000;560/2316A/12000;Salaris del Grup A1;29.648,44
560;2316A;12001;560/2316A/12001;Salaris del Grup A2;13.035,60
560;2316A;12003;560/2316A/12003;Salaris del Grup C1;54.911,01
560;2316A;12004;560/2316A/12004;Salaris del Grup C2;50.774,76
560;2316A;12005;560/2316A/12005;Salaris del Grup E;7.755,44
560;2316A;12006;560/2316A/12006;Triennis;39.415,65
560;2316A;12100;560/2316A/12100;Complement de destí;90.031,76
560;2316A;12101;560/2316A/12101;Complement  específic;164.203,83
560;2316A;12103;560/2316A/12103;Altres complements;31.309,78
560;2316A;15000;560/2316A/15000;Productivitat;812,00
560;2316A;15200;560/2316A/15200;Altres incentius;15.000,00
560;2316A;16000;560/2316A/16000;Seguretat social;118.805,37
560;2316A;20300;560/2316A/20300;Lloguers de maquinària, instal·lacions i utillatge;1.000,00
560;2316A;20302;560/2316A/20302;Lloguers de maquinària, utillatge;1.000,00
560;2316A;20502;560/2316A/20502;Lloguers de mobiliari i estris Departaments;100,00
560;2316A;21200;560/2316A/21200;Manteniment d’edificis i altres construccions;7.562,97
560;2316A;21300;560/2316A/21300;Manteniment de maquinària, instal·lacions i utillatge;12.332,52
560;2316A;22000;560/2316A/22000;Material d'oficina no inventariable;300,00
560;2316A;22001;560/2316A/22001;Premsa, revistes, llibres i altres publicacions;822,03
560;2316A;22100;560/2316A/22100;Energia elèctrica;10,00
560;2316A;22101;560/2316A/22101;Aigua;10,00
560;2316A;22102;560/2316A/22102;Gas   ;500,00
560;2316A;22201;560/2316A/22201;Comunicacions postals;2.000,00
560;2316A;22699;560/2316A/22699;Altres despeses diverses;8.090,43
560;2316A;2270001;560/2316A/2270001;Contractes de neteja;24.720,48
560;2316A;48300;560/2316A/48300;Subvencions i aportacions institucionals;2.818,00
560;2316B;12001;560/2316B/12001;Salaris del Grup A2;13.035,60
560;2316B;12003;560/2316B/12003;Salaris del Grup C1;9.983,82
560;2316B;12006;560/2316B/12006;Triennis;2.147,74
560;2316B;12100;560/2316B/12100;Complement de destí;11.164,72
560;2316B;12101;560/2316B/12101;Complement  específic;18.667,46
560;2316B;12103;560/2316B/12103;Altres complements;4.285,96
560;2316B;13000;560/2316B/13000;Retribucions bàsiques;13.492,44
560;2316B;13002;560/2316B/13002;Altres remuneracions;21.141,08
560;2316B;15000;560/2316B/15000;Productivitat;986,00
560;2316B;15200;560/2316B/15200;Altres incentius;4.000,00
560;2316B;16000;560/2316B/16000;Seguretat social;31.409,73
560;2316B;22699;560/2316B/22699;Altres despeses diverses;28.950,00
560;2316B;22706;560/2316B/22706;Estudis i treballs tècnics;65.375,31
560;2316B;48900;560/2316B/48900;Altres transferències;3.100,00
560;2316C;12000;560/2316C/12000;Salaris del Grup A1;14.824,22
560;2316C;12001;560/2316C/12001;Salaris del Grup A2;18.710,04
560;2316C;12003;560/2316C/12003;Salaris del Grup C1;9.983,82
560;2316C;12004;560/2316C/12004;Salaris del Grup C2;8.462,46
560;2316C;12006;560/2316C/12006;Triennis;9.038,78
560;2316C;12100;560/2316C/12100;Complement de destí;26.243,28
560;2316C;12101;560/2316C/12101;Complement  específic;44.889,60
560;2316C;12103;560/2316C/12103;Altres complements;9.937,43
560;2316C;15200;560/2316C/15200;Altres incentius;6.000,00
560;2316C;16000;560/2316C/16000;Seguretat social;41.180,64
