parada_punt_id;parada_punt_desc;parada_punt_desc_curta;coord_x;coord_y;latitud;longitud;
"328";"Vapor Llonch";"Vapor Llonch";"425615";"4599242";"41,5395";"2,1071";
"329";"Bombers";"Bombers";"425489";"4599412";"41,541";"2,10557";
"332";"Comte Jofre";"Comte Jofre";"425143";"4599770";"41,5442";"2,10138";
"333";"Ponent";"Ponent";"425004";"4599955";"41,5459";"2,09969";
"334";"Valentí Almirall";"Valentí Almirall";"424927";"4600311";"41,5491";"2,09872";
"341";"Sant Ferran";"Sant Ferran";"424933";"4598778";"41,5353";"2,09898";
"342";"Treball";"Treball";"425142";"4598976";"41,5371";"2,10146";
"343";"Permanyer";"Permanyer";"425042";"4599271";"41,5397";"2,10023";
"344";"Estació FGC";"Estació FGC";"425216";"4599529";"41,5421";"2,10228";
"345";"Antoni Llonch";"Antoni Llonch";"426371";"4600002";"41,5464";"2,11607";
"346";"La Cobertera";"La Cobertera";"426193";"4600540";"41,5513";"2,11387";
"347";"Salut";"Salut";"426122";"4600747";"41,5531";"2,11299";
"348";"Jaume Girbau";"Jaume Girbau";"425143";"4601601";"41,5607";"2,10115";
"354";"Salut";"Salut";"426095";"4600687";"41,5526";"2,11268";
"355";"Creueta";"Creueta";"426185";"4600461";"41,5506";"2,11378";
"356";"Antoni Llonch";"Antoni Llonch";"426338";"4600006";"41,5465";"2,11567";
"357";"Estació F.G.C.";"Estació F.G.C.";"425191";"4599565";"41,5424";"2,10198";
"358";"Gràcia";"Gràcia";"425132";"4599271";"41,5397";"2,10131";
"359";"Treball";"Treball";"425245";"4598951";"41,5369";"2,1027";
"360";"Sant Ferran";"Sant Ferran";"424805";"4598792";"41,5354";"2,09745";
"366";"Puig de la Creu";"Puig de la Creu";"425424";"4601936";"41,5638";"2,10448";
"367";"La Granada";"La Granada";"425317";"4601729";"41,5619";"2,10322";
"368";"Somosierra";"Somosierra";"425505";"4601562";"41,5604";"2,10549";
"369";"Brutau";"Brutau";"426182";"4598955";"41,537";"2,11393";
"370";"Palau d'Esports";"Palau d'Esports";"426482";"4599060";"41,538";"2,11751";
"374";"Fontanella";"Fontanella";"426268";"4597986";"41,5283";"2,11507";
"377";"Barcelona";"Barcelona";"426447";"4598369";"41,5317";"2,11718";
"378";"Rubió i Ors";"Rubió i Ors";"426651";"4598447";"41,5325";"2,11962";
"379";"Brutau";"Brutau";"426283";"4599026";"41,5376";"2,11513";
"380";"Navas";"Navas";"425358";"4601579";"41,5605";"2,10373";
"381";"Florit";"Florit";"425309";"4601755";"41,5621";"2,10312";
"382";"Puig de la Creu";"Puig de la Creu";"425456";"4602034";"41,5647";"2,10485";
"383";"Can Puiggener";"Can Puiggener";"425435";"4602164";"41,5658";"2,10458";
"384";"La Llanera";"La Llanera";"424355";"4602542";"41,5691";"2,09158";
"385";"La Bonaigua";"La Bonaigua";"424078";"4602690";"41,5704";"2,08824";
"386";"Marçal Ballús";"Marçal Ballús";"423895";"4602707";"41,5706";"2,08604";
"387";"Sant Julià";"Sant Julià";"423851";"4602816";"41,5715";"2,0855";
"388";"Armand Obiols";"Armand Obiols";"423740";"4602916";"41,5724";"2,08416";
"390";"Zamenhof";"Zamenhof";"425545";"4600614";"41,5519";"2,10609";
"391";"Zamenhof";"Zamenhof";"425535";"4600650";"41,5522";"2,10597";
"392";"Sardà";"Sardà";"426005";"4599180";"41,539";"2,11178";
"393";"Latorre";"Latorre";"425737";"4599085";"41,5381";"2,10858";
"394";"Cifuentes";"Cifuentes";"423575";"4600681";"41,5523";"2,08246";
"395";"Sant Julià";"Sant Julià";"423895";"4602672";"41,5703";"2,08605";
"396";"Sant Cugat";"Sant Cugat";"425434";"4599945";"41,5458";"2,10484";
"397";"Sant Ferran";"Sant Ferran";"425663";"4599095";"41,5382";"2,10769";
"398";"F.G.C. - Rambla";"F.G.C. - Rambla";"425849";"4599913";"41,5456";"2,10982";
"401";"Alfons XIII";"Alfons XIII";"425897";"4599925";"41,5457";"2,1104";
"402";"Jacquard";"Jacquard";"424644";"4599568";"41,5424";"2,09542";
"403";"Cesar Torras";"Cesar Torras";"424637";"4599571";"41,5424";"2,09533";
"404";"Mèxic";"Mèxic";"424505";"4599762";"41,5441";"2,09373";
"405";"Enginyer Playà";"Enginyer Playà";"424681";"4599343";"41,5403";"2,09589";
"406";"Can Feu";"Can Feu";"424651";"4599156";"41,5387";"2,09555";
"407";"Alps";"Alps";"424290";"4602934";"41,5727";"2,09075";
"600";"Sol";"Sol";"426026";"4599222";"41,5394";"2,11203";
"601";"Cementiri Vell";"Cementiri Vell";"426872";"4601366";"41,5588";"2,12191";
"602";"Amàlia";"Amàlia";"426503";"4601354";"41,5586";"2,11749";
"603";"Ca la Daniela";"Ca la Daniela";"426302";"4600906";"41,5546";"2,11513";
"604";"Torre de l'Aigua";"Torre de l'Aigua";"426158";"4600861";"41,5542";"2,11341";
"605";"Torre de l'Aigua";"Torre de l'Aigua";"426145";"4600825";"41,5538";"2,11326";
"606";"Ca la Daniela";"Ca la Daniela";"426331";"4600893";"41,5545";"2,11548";
"607";"Amàlia";"Amàlia";"426542";"4601294";"41,5581";"2,11796";
"608";"Pujada de la Salut";"Pujada de la Salut";"426555";"4601396";"41,559";"2,1181";
"609";"Cementiri Vell";"Cementiri Vell";"426852";"4601320";"41,5584";"2,12167";
"614";"Primavera";"Primavera";"423812";"4603153";"41,5746";"2,08499";
"621";"Còrdova";"Còrdova";"423600";"4601730";"41,5617";"2,08263";
"622";"Madrid";"Madrid";"423658";"4601494";"41,5596";"2,08335";
"623";"Moscou";"Moscou";"423855";"4601405";"41,5588";"2,08573";
"624";"Madrid";"Madrid";"423698";"4601520";"41,5599";"2,08383";
"625";"Còrdova";"Còrdova";"423648";"4601694";"41,5614";"2,08321";
"626";"Còrdova";"Còrdova";"423629";"4601741";"41,5618";"2,08297";
"631";"Prats";"Prats";"425207";"4601310";"41,5581";"2,10195";
"632";"Prats";"Prats";"425186";"4601243";"41,5575";"2,10171";
"634";"Font i Sagué";"Font i Sagué";"424280";"4601773";"41,5622";"2,09078";
"635";"Rotonda de Castellar";"Rotonda de Castellar";"425152";"4602277";"41,5668";"2,10117";
"637";"Rotonda de Castellar";"Rotonda de Castellar";"425178";"4602237";"41,5665";"2,10149";
