Districte;Sexe;Nacionalitat;Total;
"6";"D";"BANGLA DESH";"4";
"6";"D";"BIELORÚSSIA";"2";
"6";"D";"BOLÍVIA";"237";
"6";"D";"BÒSNIA I HERCEGOVINA";"1";
"6";"D";"BRASIL";"20";
"6";"D";"BULGÀRIA";"5";
"6";"D";"BURKINA FASO";"6";
"6";"D";"CAMERUN";"1";
"6";"D";"CANADÀ";"1";
"6";"D";"COLÒMBIA";"52";
"6";"D";"CONGO";"4";
"6";"D";"COSTA D'IVORI";"3";
"6";"D";"COSTA RICA";"1";
"6";"D";"CUBA";"19";
"6";"D";"EGIPTE";"1";
"6";"D";"EL SALVADOR";"4";
"6";"D";"EQUADOR";"207";
"6";"D";"ESPANYA";"12643";
"6";"D";"ESTATS UNITS D'AMÈRICA";"3";
"6";"D";"FILIPINES";"2";
"6";"D";"FRANÇA";"11";
"6";"D";"GÀMBIA";"49";
"6";"D";"GEÒRGIA";"8";
"6";"D";"GHANA";"14";
"6";"D";"GRÈCIA";"1";
"6";"D";"GUATEMALA";"2";
"6";"D";"GUINEA";"43";
"6";"D";"GUINEA BISSAU";"3";
"6";"D";"HONDURES";"61";
"6";"D";"ITÀLIA";"20";
"6";"D";"JAPÓ";"1";
"6";"D";"MACEDÒNIA";"2";
"6";"D";"MALI";"9";
"6";"D";"MARROC";"462";
"6";"D";"MÈXIC";"3";
"6";"D";"MOLDÀVIA";"9";
"6";"D";"NICARAGUA";"3";
"6";"D";"NIGÈRIA";"21";
"6";"D";"PAÏSOS ÀFRICA S.R.D.E.";"1";
"6";"D";"PAÏSOS BAIXOS";"6";
"6";"D";"PAKISTAN";"22";
"6";"D";"PARAGUAI";"117";
"6";"D";"PERÚ";"35";
"6";"D";"POLÒNIA";"3";
"6";"D";"PORTUGAL";"23";
"6";"D";"REGNE UNIT";"3";
"6";"D";"REPÚBLICA DOMINICANA";"100";
"6";"D";"REPÚBLICA TXECA";"3";
"6";"D";"ROMANIA";"184";
"6";"D";"RÚSSIA";"27";
"6";"D";"SENEGAL";"32";
"6";"D";"SÈRBIA";"2";
"6";"D";"SÍRIA";"1";
"6";"D";"SUÈCIA";"1";
"6";"D";"TAILÀNDIA";"1";
"6";"D";"TAIWAN";"1";
"6";"D";"TOGO";"1";
"6";"D";"TURQUIA";"1";
"6";"D";"UCRAÏNA";"26";
"6";"D";"URUGUAI";"34";
"6";"D";"VENEÇUELA";"20";
"6";"D";"XILE";"14";
"6";"D";"XINA";"145";
"6";"H";"AFGANISTAN";"1";
"6";"H";"ALBÀNIA";"1";
"6";"H";"ALEMANYA";"4";
"6";"H";"ALGÈRIA";"23";
"6";"H";"ARGENTINA";"27";
"6";"H";"ARMÈNIA";"10";
"6";"H";"BANGLA DESH";"5";
"6";"H";"BÈLGICA";"2";
"6";"H";"BIELORÚSSIA";"2";
"6";"H";"BOLÍVIA";"209";
"6";"H";"BRASIL";"11";
"6";"H";"BULGÀRIA";"6";
"6";"H";"BURKINA FASO";"7";
"6";"H";"CAMERUN";"1";
"6";"H";"COLÒMBIA";"33";
"6";"H";"CONGO";"3";
"6";"H";"COSTA D'IVORI";"4";
"6";"H";"CUBA";"16";
"6";"H";"EGIPTE";"2";
"6";"H";"EL SALVADOR";"1";
"6";"H";"EQUADOR";"232";
"6";"H";"ESPANYA";"11767";
"6";"H";"ESTATS UNITS D'AMÈRICA";"3";
"6";"H";"FILIPINES";"1";
"6";"H";"FINLÀNDIA";"2";
"6";"H";"FRANÇA";"15";
"6";"H";"GÀMBIA";"186";
"6";"H";"GEÒRGIA";"6";
"6";"H";"GHANA";"60";
"6";"H";"GUINEA";"77";
"6";"H";"GUINEA BISSAU";"16";
"6";"H";"HONDURES";"17";
"6";"H";"ÍNDIA";"4";
"6";"H";"IRLANDA";"1";
"6";"H";"ITÀLIA";"40";
"6";"H";"LIBÈRIA";"1";
"6";"H";"LITUÀNIA";"3";
"6";"H";"MACEDÒNIA";"1";
"6";"H";"MALI";"39";
"6";"H";"MARROC";"604";
"6";"H";"MAURITÀNIA";"2";
"6";"H";"MOLDÀVIA";"20";
"6";"H";"NIGÈRIA";"35";
"6";"H";"PAÏSOS BAIXOS";"7";
"6";"H";"PAKISTAN";"81";
"6";"H";"PARAGUAI";"56";
"6";"H";"PERÚ";"23";
"6";"H";"POLÒNIA";"5";
"6";"H";"PORTUGAL";"35";
"6";"H";"REGNE UNIT";"7";
"6";"H";"REPÚBLICA DE SUD-ÀFRICA";"1";
"6";"H";"REPÚBLICA DOMINICANA";"92";
"6";"H";"REPÚBLICA TXECA";"1";
"6";"H";"ROMANIA";"178";
"6";"H";"RÚSSIA";"17";
"6";"H";"SÀHARA OCCIDENTAL";"1";
"6";"H";"SENEGAL";"120";
"6";"H";"SÈRBIA";"1";
"6";"H";"SÍRIA";"3";
"6";"H";"SUÏSSA";"1";
"6";"H";"TANZÀNIA";"1";
"6";"H";"TOGO";"1";
"6";"H";"TUNÍSIA";"1";
"6";"H";"UCRAÏNA";"22";
"6";"H";"URUGUAI";"33";
"6";"H";"VENEÇUELA";"5";
"6";"H";"XILE";"12";
"6";"H";"XINA";"162";
"7";"D";"ALGÈRIA";"1";
"7";"D";"ARGENTINA";"3";
"7";"D";"ÀUSTRIA";"1";
"7";"D";"BIELORÚSSIA";"1";
"7";"D";"BOLÍVIA";"14";
"7";"D";"BRASIL";"32";
"7";"D";"BULGÀRIA";"2";
"7";"D";"BURKINA FASO";"12";
"7";"D";"CAMERUN";"1";
"7";"D";"COLÒMBIA";"9";
"7";"D";"COSTA D'IVORI";"6";
"7";"D";"COSTA RICA";"1";
"7";"D";"CUBA";"11";
"7";"D";"EQUADOR";"9";
"7";"D";"ESPANYA";"3778";
"7";"D";"FRANÇA";"3";
"7";"D";"GÀMBIA";"40";
"7";"D";"GUINEA";"14";
"7";"D";"GUINEA EQUATORIAL";"1";
"7";"D";"HONDURES";"5";
"7";"D";"ÍNDIA";"3";
"7";"D";"ITÀLIA";"5";
"7";"D";"MALI";"8";
"7";"D";"MARROC";"225";
"7";"D";"MÈXIC";"4";
"7";"D";"MOLDÀVIA";"1";
"7";"D";"NICARAGUA";"3";
"7";"D";"NIGÈRIA";"8";
"7";"D";"PAKISTAN";"4";
"7";"D";"PARAGUAI";"5";
"7";"D";"PERÚ";"2";
"7";"D";"POLÒNIA";"2";
"7";"D";"PORTUGAL";"3";
"7";"D";"REPÚBLICA DOMINICANA";"4";
"7";"D";"ROMANIA";"50";
"7";"D";"SENEGAL";"9";
"7";"D";"SUÏSSA";"1";
"7";"D";"UCRAÏNA";"3";
"7";"D";"URUGUAI";"16";
"7";"D";"VENEÇUELA";"7";
"7";"D";"XILE";"3";
"7";"D";"XINA";"2";
"7";"H";"ALEMANYA";"2";
"7";"H";"ARGENTINA";"5";
"7";"H";"BÈLGICA";"1";
"7";"H";"BIELORÚSSIA";"2";
"7";"H";"BOLÍVIA";"7";
"7";"H";"BRASIL";"28";
"7";"H";"BULGÀRIA";"1";
"7";"H";"BURKINA FASO";"12";
"7";"H";"CAMERUN";"1";
"7";"H";"COLÒMBIA";"8";
"7";"H";"COSTA D'IVORI";"3";
"7";"H";"COSTA RICA";"2";
"7";"H";"CUBA";"1";
"7";"H";"EQUADOR";"20";
"7";"H";"ESPANYA";"3798";
"7";"H";"ESTATS UNITS D'AMÈRICA";"1";
"7";"H";"FRANÇA";"1";
"7";"H";"GÀMBIA";"113";
"7";"H";"GUINEA";"16";
"7";"H";"ÍNDIA";"3";
"7";"H";"ITÀLIA";"10";
"7";"H";"MALI";"21";
"7";"H";"MARROC";"228";
"7";"H";"MÈXIC";"1";
"7";"H";"MOLDÀVIA";"1";
"7";"H";"NICARAGUA";"1";
"7";"H";"NIGÈRIA";"10";
"7";"H";"PAKISTAN";"8";
"7";"H";"PERÚ";"1";
"7";"H";"POLÒNIA";"1";
"7";"H";"PORTUGAL";"4";
"7";"H";"REPÚBLICA DOMINICANA";"1";
"7";"H";"ROMANIA";"36";
"7";"H";"SENEGAL";"15";
"7";"H";"SIERRA LEONE";"3";
"7";"H";"UCRAÏNA";"1";
"7";"H";"URUGUAI";"16";
"7";"H";"VENEÇUELA";"4";
"7";"H";"XILE";"6";
"7";"H";"XINA";"1";
