"METEO","TIMESTAMP","TEMPERATURA","HUMEDAD(%)","LLUVIA(MM)","VELOCIDAD DEL VIENTO(KM/H)","DIRECCION DEL VIENTO"
"TM2",05/04/2017 3:09,"12,01","75,53",0,"2,88",10
"TM2",05/04/2017 3:19,"12,01","75,5",0,"0,48",10
"TM2",05/04/2017 3:29,"11,92","74,77",0,"0,48",9
"TM2",05/04/2017 3:39,"11,76","75,01",0,"1,44",10
"TM2",05/04/2017 3:49,"11,61","74,95",0,0,10
"TM2",05/04/2017 3:59,"11,19","76,41",0,0,10
"TM2",05/04/2017 4:09,"10,96","77,28",0,0,8
"TM2",05/04/2017 4:19,"10,68","79,3",0,"1,44",10
"TM2",05/04/2017 4:29,"10,67","78,49",0,"3,36",10
"TM2",05/04/2017 4:39,"10,53","78,81",0,"1,44",10
"TM2",05/04/2017 4:49,"10,57","75,5",0,"2,4",8
"TM2",05/04/2017 4:59,"10,72","75,8",0,"1,92",8
"TM2",05/04/2017 5:09,"10,83","74,1",0,"0,96",11
"TM2",05/04/2017 5:19,"10,86","74,54",0,0,10
"TM2",05/04/2017 5:29,"10,92","73,51",0,"1,92",8
"TM2",05/04/2017 5:39,"11,12","71,71",0,"2,4",8
"TM2",05/04/2017 5:49,"11,2","71,62",0,0,10
"TM2",05/04/2017 5:59,"11,11","72,19",0,0,10
"TM2",05/04/2017 6:09,"10,88","71,71",0,0,10
"TM2",05/04/2017 6:19,"10,54","72,69",0,"0,48",10
"TM2",05/04/2017 6:29,"10,23","73,78",0,"0,96",9
"TM2",05/04/2017 6:39,"10,12","74,07",0,"0,96",12
"TM2",05/04/2017 6:49,"10,26","72,66",0,"2,88",8
"TM2",05/04/2017 6:59,"10,53","71,42",0,"2,4",10
"TM2",05/04/2017 7:09,"10,48","72,72",0,"4,8",9
"TM2",05/04/2017 7:19,"10,64","71,68",0,"4,8",10
"TM2",05/04/2017 7:29,"10,84","69,72",0,"1,44",8
"TM2",05/04/2017 7:39,"10,82","70,26",0,"2,88",9
"TM2",05/04/2017 7:49,"10,73","70,41",0,"0,48",10
"TM2",05/04/2017 7:59,"10,78","69,42",0,0,10
"TM2",05/04/2017 8:09,"10,86","70,08",0,"1,44",10
"TM2",05/04/2017 8:19,"10,63","72,54",0,0,10
"TM2",05/04/2017 8:29,"10,16","73,6",0,0,8
"TM2",05/04/2017 8:39,"9,98","75,12",0,"0,48",10
"TM2",05/04/2017 8:49,"10,25","73,6",0,0,10
"TM2",05/04/2017 8:59,"10,51","72,45",0,0,12
"TM2",05/04/2017 9:09,"10,9","70,82",0,0,12
"TM2",05/04/2017 9:19,"11,22","70,58",0,0,12
"TM2",05/04/2017 9:29,"11,59","68,02",0,0,14
"TM2",05/04/2017 9:39,"11,93","67,36",0,0,12
"TM2",05/04/2017 9:49,"12,36","66,06",0,0,12
"TM2",05/04/2017 9:59,"12,79","66,09",0,0,12
"TM2",05/04/2017 10:09,"13,24","65,7",0,0,14
"TM2",05/04/2017 10:19,"14,21","62,9",0,0,14
"TM2",05/04/2017 10:29,"15,18","59,62",0,0,14
"TM2",05/04/2017 10:39,"16,08","57,76",0,0,14
"TM2",05/04/2017 10:49,"16,36","53,88",0,0,12
"TM2",05/04/2017 10:59,"16,65","52,05",0,0,14
"TM2",05/04/2017 11:09,"17,18","48,07",0,"2,4",0
"TM2",05/04/2017 11:19,"17,51","44,91",0,"0,96",13
"TM2",05/04/2017 11:29,"17,52","42,61",0,"4,32",14
"TM2",05/04/2017 11:39,"17,3","42,45",0,"5,28",12
"TM2",05/04/2017 11:49,"17,21","42,41",0,"1,44",12
"TM2",05/04/2017 11:59,"17,67","41,6",0,"3,84",12
"TM2",05/04/2017 12:09,"17,53","43,88",0,"3,36",0
"TM2",05/04/2017 12:19,"18,53","43,16",0,0,0
"TM2",05/04/2017 12:29,"18,02","40,81",0,"3,36",0
"TM2",05/04/2017 12:39,18,"40,94",0,"7,68",14
"TM2",05/04/2017 12:49,"18,12","40,68",0,"0,96",12
"TM2",05/04/2017 12:59,"18,33","41,07",0,"6,24",0
"TM2",05/04/2017 13:09,"18,46","40,68",0,"7,2",14
"TM2",05/04/2017 13:19,"18,23","41,86",0,"4,32",14
"TM2",05/04/2017 13:29,"18,28","41,92",0,"4,32",12
"TM2",05/04/2017 13:39,"18,6","42,38",0,"9,12",0
"TM2",05/04/2017 13:49,"18,81","42,8",0,"1,44",15
"TM2",05/04/2017 13:59,"18,84","44,33",0,"10,56",14
"TM2",05/04/2017 14:09,"17,78","44,27",0,"9,12",12
"TM2",05/04/2017 14:19,"17,39","45,63",0,"6,72",11
"TM2",05/04/2017 14:29,"17,44","46,53",0,"2,4",11
"TM2",05/04/2017 14:39,17,"48,42",0,"6,72",11
"TM2",05/04/2017 14:49,"17,22","50,5",0,"6,24",14
"TM2",05/04/2017 14:59,"17,36","51,89",0,"6,24",0
"TM2",05/04/2017 15:09,"17,76","52,68",0,"4,32",15
"TM2",05/04/2017 15:19,"18,02","49,67",0,"4,32",13
"TM2",05/04/2017 15:29,"18,07","48,13",0,"6,24",14
"TM2",05/04/2017 15:39,"17,62","49,67",0,"2,88",14
"TM2",05/04/2017 15:49,"17,96","46,72",0,"7,68",13
"TM2",05/04/2017 15:59,"17,96","48,58",0,"3,36",0
"TM2",05/04/2017 16:09,"18,59","48,45",0,"7,2",1
"TM2",05/04/2017 16:19,"18,56","45,63",0,"7,2",0
"TM2",05/04/2017 16:29,"18,27","45,43",0,"1,44",10
"TM2",05/04/2017 16:39,"18,92","45,75",0,"0,48",0
"TM2",05/04/2017 16:49,"18,6","45,79",0,"2,88",15
"TM2",05/04/2017 16:59,"18,36","45,82",0,"1,92",13
"TM2",05/04/2017 17:09,"19,29","44,49",0,"4,8",7
"TM2",05/04/2017 17:19,"19,57","44,2",0,"6,24",0
"TM2",05/04/2017 17:29,"18,33","45,95",0,"8,16",0
"TM2",05/04/2017 17:39,"17,86","47,78",0,"5,28",12
"TM2",05/04/2017 17:49,"17,58","51,99",0,"4,32",13
"TM2",05/04/2017 17:59,"17,64","53,63",0,"0,96",14
"TM2",05/04/2017 18:09,"17,46","55,23",0,"1,92",0
"TM2",05/04/2017 18:19,"17,58","53,98",0,"3,36",0
"TM2",05/04/2017 18:29,"17,12","55,23",0,"8,16",1
"TM2",05/04/2017 18:39,"16,79","57,32",0,"2,88",12
"TM2",05/04/2017 18:49,"16,51","59,43",0,"2,4",13
"TM2",05/04/2017 18:59,"16,58","59,03",0,"2,4",14
"TM2",05/04/2017 19:09,"15,94","61,8",0,"5,28",14
"TM2",05/04/2017 19:19,"15,83","62,35",0,"0,96",10
"TM2",05/04/2017 19:29,"15,95","61,95",0,"4,8",14
"TM2",05/04/2017 19:39,"15,52","61,92",0,"3,84",14
"TM2",05/04/2017 19:49,"15,74","61,31",0,"1,92",14
"TM2",05/04/2017 19:59,"15,66","61,92",0,"3,84",14
"TM2",05/04/2017 20:09,"15,28","64,39",0,"0,48",14
"TM2",05/04/2017 20:19,"15,2","65,49",0,"2,88",14
"TM2",05/04/2017 20:29,"15,05","66,06",0,0,14
"TM2",05/04/2017 20:39,"14,8","67,72",0,"0,48",12
"TM2",05/04/2017 20:49,"14,44","69,3",0,"0,48",12
"TM2",05/04/2017 20:59,"14,32","69,9",0,"0,48",10
"TM2",05/04/2017 21:09,"14,18","70,64",0,"0,96",10
"TM2",05/04/2017 21:19,"13,98","71,56",0,"0,48",11
"TM2",05/04/2017 21:29,"13,94","71,39",0,"2,4",12
"TM2",05/04/2017 21:39,"13,77","71,53",0,"1,44",10
"TM2",05/04/2017 21:49,"13,68","71,45",0,"0,48",11
"TM2",05/04/2017 21:59,"13,75","70,32",0,"0,48",10
"TM2",05/04/2017 22:09,"13,76","68,02",0,"1,92",10
"TM2",05/04/2017 22:19,"13,9","67,87",0,"1,44",10
"TM2",05/04/2017 22:29,"13,6","70,82",0,0,10
"TM2",05/04/2017 22:39,"13,4","71,45",0,"0,48",12
"TM2",05/04/2017 22:49,"13,26","72,07",0,0,10
"TM2",05/04/2017 22:59,"13,02","73,45",0,"0,48",11
"TM2",05/04/2017 23:09,"13,04","72,63",0,"0,96",12
"TM2",05/04/2017 23:19,"13,18","71,56",0,"0,96",12
"TM2",05/04/2017 23:29,"13,22","71,3",0,"3,84",10
"TM2",05/04/2017 23:39,"12,99","72,69",0,"0,96",10
"TM2",05/04/2017 23:49,"12,78","73,04",0,0,10
"TM2",05/04/2017 23:59,"12,31","75,21",0,"1,44",10
"TM2",06/04/2017 0:09,"11,9","76,7",0,"0,96",10
"TM2",06/04/2017 0:19,"11,66","77,22",0,0,10
"TM2",06/04/2017 0:29,"11,38","78,41",0,"2,4",10
"TM2",06/04/2017 0:39,"11,32","78,44",0,"3,36",10
"TM2",06/04/2017 0:49,"11,34","77,89",0,0,14
"TM2",06/04/2017 0:59,"11,2","77,51",0,"1,92",8
"TM2",06/04/2017 1:09,"11,08","77,22",0,"1,44",10
"TM2",06/04/2017 1:19,"11,11","77,19",0,"3,36",10
"TM2",06/04/2017 1:29,"11,3","75,71",0,"3,84",9
"TM2",06/04/2017 1:39,"11,28","75,47",0,"1,44",10
"TM2",06/04/2017 1:49,"11,22","75,07",0,"3,36",9
"TM2",06/04/2017 1:59,"11,18","75,3",0,"0,48",8
"TM2",06/04/2017 2:09,"11,12","75,39",0,"1,92",10
"TM2",06/04/2017 2:19,"11,26","75,53",0,0,10
"TM2",06/04/2017 2:29,"11,32","75,18",0,0,10
"TM2",06/04/2017 2:39,"11,29","74,89",0,0,10
"TM2",06/04/2017 2:49,"11,21","75,62",0,0,10
"TM2",06/04/2017 2:59,"11,12","76,12",0,0,10
"TM2",06/04/2017 3:09,"10,98","76,47",0,0,10
"TM2",06/04/2017 3:19,"10,92","76,7",0,0,12
"TM2",06/04/2017 3:29,"10,8","77,28",0,"0,96",8
"TM2",06/04/2017 3:39,"10,81","77,42",0,"1,92",10
"TM2",06/04/2017 3:49,"10,77","77,22",0,0,10
"TM2",06/04/2017 3:59,"10,65","77,19",0,0,10
"TM2",06/04/2017 4:09,"10,58","77,08",0,0,10
"TM2",06/04/2017 4:19,"10,46","77,48",0,0,10
"TM2",06/04/2017 4:29,"10,36","77,31",0,0,10
"TM2",06/04/2017 4:39,"10,22","77,86",0,"0,96",10
"TM2",06/04/2017 4:49,"10,15","77,08",0,0,12
"TM2",06/04/2017 4:59,"10,15","76,06",0,0,10
"TM2",06/04/2017 5:09,"10,09","76,47",0,0,10
"TM2",06/04/2017 5:19,"10,06","75,39",0,0,12
"TM2",06/04/2017 5:29,"10,09","74,69",0,0,14
"TM2",06/04/2017 5:39,"10,04","74,36",0,0,10
"TM2",06/04/2017 5:49,"9,95","73,6",0,0,10
"TM2",06/04/2017 5:59,"9,88","73,57",0,0,10
"TM2",06/04/2017 6:09,"9,9","72,92",0,0,10
"TM2",06/04/2017 6:19,"10,13","71,39",0,"2,4",8
"TM2",06/04/2017 6:29,"10,22","70,35",0,"2,4",10
"TM2",06/04/2017 6:39,"10,34","69,63",0,"1,44",10
"TM2",06/04/2017 6:49,"10,28","69,48",0,"0,48",10
"TM2",06/04/2017 6:59,"10,34","69,09",0,"3,36",8
"TM2",06/04/2017 7:09,"10,38","68,98",0,"1,44",8
"TM2",06/04/2017 7:19,"10,42","68,86",0,"1,92",10
"TM2",06/04/2017 7:29,"10,42","68,77",0,"2,88",7
"TM2",06/04/2017 7:39,"10,45","68,26",0,0,10
"TM2",06/04/2017 7:49,"10,4","68,89",0,"1,92",10
"TM2",06/04/2017 7:59,"10,31","69,15",0,0,9
"TM2",06/04/2017 8:09,"10,4","68,5",0,0,10
"TM2",06/04/2017 8:19,"10,29","69,33",0,0,10
"TM2",06/04/2017 8:29,"10,29","69,6",0,0,12
"TM2",06/04/2017 8:39,"10,19","70,79",0,0,10
"TM2",06/04/2017 8:49,"10,14","72,42",0,0,10
"TM2",06/04/2017 8:59,"10,06","75,04",0,"1,92",10
"TM2",06/04/2017 9:09,0,0,0,"0,48",12
"TM2",06/04/2017 9:19,"10,34","74,01",0,"3,36",4
"TM2",06/04/2017 9:29,"10,68","73,83",0,"0,48",10
"TM2",06/04/2017 9:39,"11,16","72,92",0,"0,48",14
"TM2",06/04/2017 9:49,"11,74","70,91",0,"0,96",8
"TM2",06/04/2017 9:59,"12,21","69,48",0,0,8
"TM2",06/04/2017 10:09,"12,86","69,51",0,0,10
"TM2",06/04/2017 10:19,"14,02","62,9",0,0,14
"TM2",06/04/2017 10:29,"14,98","59,71",0,"1,44",12
"TM2",06/04/2017 10:39,"15,77","56,36",0,0,14
"TM2",06/04/2017 10:49,"16,39","54,16",0,0,10
"TM2",06/04/2017 10:59,"16,89","50,66",0,0,10
"TM2",06/04/2017 11:09,"17,42","46,85",0,"0,96",10
"TM2",06/04/2017 11:19,"17,84","46,69",0,0,8
"TM2",06/04/2017 11:29,"18,1","45,75",0,0,10
"TM2",06/04/2017 11:39,"18,34","43,52",0,"0,48",10
"TM2",06/04/2017 11:49,"18,79","43,84",0,0,8
"TM2",06/04/2017 11:59,"19,2","41,47",0,0,8
"TM2",06/04/2017 12:09,"19,38","40,52",0,0,12
"TM2",06/04/2017 12:19,"19,73","40,09",0,"1,92",14
"TM2",06/04/2017 12:29,"20,05","38,61",0,"2,88",10
"TM2",06/04/2017 12:39,"20,31","38,54",0,0,15
"TM2",06/04/2017 12:49,"20,96","37,92",0,"1,92",9
"TM2",06/04/2017 12:59,"21,34","37,88",0,0,12
"TM2",06/04/2017 13:09,"21,35","34,86",0,0,2
"TM2",06/04/2017 13:19,"21,12","32,86",0,"3,36",11
"TM2",06/04/2017 13:29,"20,03","35,46",0,"1,92",12
"TM2",06/04/2017 13:39,"20,33","34,9",0,"6,24",10
"TM2",06/04/2017 13:49,"20,75","36,86",0,"5,28",14
"TM2",06/04/2017 13:59,"20,12","37,98",0,"0,48",3
"TM2",06/04/2017 14:09,"20,1","37,12",0,"0,48",12
"TM2",06/04/2017 14:19,"20,07","36,76",0,"3,84",0
"TM2",06/04/2017 14:29,"19,85","36,33",0,"11,52",13
"TM2",06/04/2017 14:39,"19,55","36,16",0,"2,4",10
"TM2",06/04/2017 14:49,"20,14","34,7",0,"0,48",11
"TM2",06/04/2017 14:59,"20,72","35,46",0,"3,36",13
"TM2",06/04/2017 15:09,"20,38","34,13",0,"2,4",11
"TM2",06/04/2017 15:19,"21,09","33,93",0,"4,8",12
"TM2",06/04/2017 15:29,"20,95","33,33",0,"0,48",12
"TM2",06/04/2017 15:39,"20,74","32,99",0,"9,6",13
"TM2",06/04/2017 15:49,"20,57","33,49",0,"4,8",13
"TM2",06/04/2017 15:59,"20,81","33,53",0,"5,28",13
"TM2",06/04/2017 16:09,"20,7","34,66",0,"4,32",15
"TM2",06/04/2017 16:19,"20,97","33,79",0,"16,32",13
"TM2",06/04/2017 16:29,"20,64","34,93",0,"9,12",13
"TM2",06/04/2017 16:39,"20,79","35,2",0,"6,72",13
"TM2",06/04/2017 16:49,"20,34","35,56",0,"2,88",2
"TM2",06/04/2017 16:59,"20,48","35,33",0,"4,32",12
"TM2",06/04/2017 17:09,"20,44","36,13",0,"8,64",12
"TM2",06/04/2017 17:19,"20,6","35,99",0,"6,24",0
"TM2",06/04/2017 17:29,"20,5","35,53",0,"8,16",14
"TM2",06/04/2017 17:39,"20,66","35,16",0,"4,8",14
"TM2",06/04/2017 17:49,"20,59","33,66",0,"18,24",12
"TM2",06/04/2017 17:59,"20,6","34,33",0,"11,52",13
"TM2",06/04/2017 18:09,"20,33","33,63",0,"16,32",14
"TM2",06/04/2017 18:19,"20,16",35,0,"10,08",15
"TM2",06/04/2017 18:29,"20,06","34,2",0,"9,6",14
"TM2",06/04/2017 18:39,"20,28","34,53",0,"1,92",15
"TM2",06/04/2017 18:49,"20,07","34,2",0,"7,68",15
"TM2",06/04/2017 18:59,"19,97","34,33",0,"23,04",13
"TM2",06/04/2017 19:09,"19,74","34,53",0,"12,48",13
"TM2",06/04/2017 19:19,"19,4","37,72",0,"0,48",12
"TM2",06/04/2017 19:29,"19,07","39,83",0,"12,48",13
"TM2",06/04/2017 19:39,"18,81","41,4",0,"13,92",13
"TM2",06/04/2017 19:49,"18,36","43,68",0,"8,64",13
"TM2",06/04/2017 19:59,"18,12","44,27",0,"12,48",13
"TM2",06/04/2017 20:09,"17,81","44,2",0,"2,88",12
"TM2",06/04/2017 20:19,"17,51","44,78",0,"1,92",11
"TM2",06/04/2017 20:29,"17,14","46,75",0,"7,2",13
"TM2",06/04/2017 20:39,"16,86","48,33",0,"0,96",12
"TM2",06/04/2017 20:49,"16,54","50,97",0,"5,28",13
"TM2",06/04/2017 20:59,"16,28","51,64",0,"7,68",13
"TM2",06/04/2017 21:09,"16,07","52,65",0,"10,56",13
"TM2",06/04/2017 21:19,"15,88","53,69",0,"10,56",12
"TM2",06/04/2017 21:29,"15,76","54,38",0,"3,84",13
"TM2",06/04/2017 21:39,"15,68","54,48",0,"1,92",13
"TM2",06/04/2017 21:49,"15,58","54,54",0,"0,48",12
"TM2",06/04/2017 21:59,"15,5","55,04",0,"0,48",14
"TM2",06/04/2017 22:09,"15,34","56,01",0,"0,48",12
"TM2",06/04/2017 22:19,"15,2","57,11",0,0,12
"TM2",06/04/2017 22:29,"15,16","57,32",0,0,14
"TM2",06/04/2017 22:39,"15,03","57,7",0,0,10
"TM2",06/04/2017 22:49,"14,76","57,42",0,0,10
"TM2",06/04/2017 22:59,"14,49","58,91",0,0,12
"TM2",06/04/2017 23:09,"14,2","61,52",0,0,10
"TM2",06/04/2017 23:19,"13,87","62,2",0,0,10
"TM2",06/04/2017 23:29,"13,6","63,73",0,0,10
"TM2",06/04/2017 23:39,"13,38","64,21",0,0,10
"TM2",06/04/2017 23:49,"13,12","65,18",0,0,10
"TM2",06/04/2017 23:59,"12,94","66,03",0,0,12
"TM2",07/04/2017 0:09,"12,7","67,9",0,0,10
"TM2",07/04/2017 0:19,"12,56","68,68",0,0,10
"TM2",07/04/2017 0:29,"12,49","70,26",0,0,10
"TM2",07/04/2017 0:39,"12,4","71,06",0,0,10
"TM2",07/04/2017 0:49,"12,34",71,0,0,10
"TM2",07/04/2017 0:59,"12,27","72,33",0,0,10
"TM2",07/04/2017 1:09,"12,2","72,48",0,0,10
"TM2",07/04/2017 1:19,"12,05","72,54",0,0,10
"TM2",07/04/2017 1:29,"11,9","72,6",0,0,10
"TM2",07/04/2017 1:39,"11,8","72,48",0,0,10
"TM2",07/04/2017 1:49,"11,74","71,89",0,0,10
"TM2",07/04/2017 1:59,"11,73","71,48",0,0,10
"TM2",07/04/2017 2:09,"11,65","71,12",0,0,10
"TM2",07/04/2017 2:19,"11,5","71,03",0,0,10
"TM2",07/04/2017 2:29,"11,43","71,36",0,0,12
"TM2",07/04/2017 2:39,"11,38","71,5",0,0,12
"TM2",07/04/2017 2:49,"11,42","71,3",0,0,10
"TM2",07/04/2017 2:59,"11,45","71,03",0,"1,44",10
"TM2",07/04/2017 3:09,"11,43","70,47",0,"0,48",12
"TM2",07/04/2017 3:19,"11,36","70,05",0,0,10
"TM2",07/04/2017 3:29,"11,3","70,47",0,"0,48",8
"TM2",07/04/2017 3:39,"11,34","69,99",0,0,10
"TM2",07/04/2017 3:49,"11,39","69,93",0,"1,92",10
"TM2",07/04/2017 3:59,"11,36","69,63",0,0,12
"TM2",07/04/2017 4:09,"11,32","70,05",0,"3,84",8
"TM2",07/04/2017 4:19,"11,36","70,08",0,"2,4",9
"TM2",07/04/2017 4:29,"11,38","69,9",0,"1,92",10
"TM2",07/04/2017 4:39,"11,46","69,93",0,"1,92",10
"TM2",07/04/2017 4:49,"11,48","69,72",0,"0,48",8
"TM2",07/04/2017 4:59,"11,59","69,15",0,0,10
"TM2",07/04/2017 5:09,"11,64","69,01",0,"2,88",10
"TM2",07/04/2017 5:19,"11,58","68,83",0,0,10
"TM2",07/04/2017 5:29,"11,54","68,92",0,"2,88",10
"TM2",07/04/2017 5:39,"11,44","69,04",0,"0,96",10
"TM2",07/04/2017 5:49,"11,14","69,57",0,0,12
"TM2",07/04/2017 5:59,"10,56","70,29",0,"1,92",10
"TM2",07/04/2017 6:09,"9,94","72,83",0,"2,88",8
"TM2",07/04/2017 6:19,"9,65","74,48",0,"2,88",9
"TM2",07/04/2017 6:29,"9,58","74,42",0,0,14
"TM2",07/04/2017 6:39,"9,76","74,01",0,"0,96",12
"TM2",07/04/2017 6:49,"9,86","73,45",0,"3,36",10
"TM2",07/04/2017 6:59,"9,64","73,31",0,"3,84",9
"TM2",07/04/2017 7:09,"9,54","73,36",0,"3,84",10
"TM2",07/04/2017 7:19,"9,44","73,66",0,"2,88",7
"TM2",07/04/2017 7:29,"9,42","73,83",0,"3,36",9
"TM2",07/04/2017 7:39,"9,49","73,66",0,"2,88",9
"TM2",07/04/2017 7:49,"9,42","73,78",0,"2,4",10
"TM2",07/04/2017 7:59,"9,28","74,3",0,"2,88",8
"TM2",07/04/2017 8:09,"9,18","75,3",0,"4,8",9
"TM2",07/04/2017 8:19,"9,27","75,77",0,"3,36",10
"TM2",07/04/2017 8:29,"9,57","74,63",0,"2,88",10
"TM2",07/04/2017 8:39,"9,95","72,95",0,"1,92",8
"TM2",07/04/2017 8:49,"10,62","70,38",0,"1,44",10
"TM2",07/04/2017 8:59,"11,08","68,62",0,"3,84",10
"TM2",07/04/2017 9:09,"11,4","69,18",0,"1,92",10
"TM2",07/04/2017 9:19,"11,79","67,75",0,"2,4",8
"TM2",07/04/2017 9:29,"12,23","66,18",0,"1,92",10
"TM2",07/04/2017 9:39,"12,61","66,69",0,0,10
"TM2",07/04/2017 9:49,"13,02","66,3",0,"0,48",10
"TM2",07/04/2017 9:59,"13,46","63,09",0,0,10
"TM2",07/04/2017 10:09,"14,05","62,35",0,0,12
"TM2",07/04/2017 10:19,"15,15","59,25",0,0,10
"TM2",07/04/2017 10:29,"16,25","56,17",0,0,12
"TM2",07/04/2017 10:39,"16,98","52,4",0,0,12
"TM2",07/04/2017 10:49,"17,46","47,72",0,0,12
"TM2",07/04/2017 10:59,"17,91","43,49",0,"1,44",14
"TM2",07/04/2017 11:09,"18,12","42,12",0,"5,28",0
"TM2",07/04/2017 11:19,"17,99","42,84",0,"2,88",14
"TM2",07/04/2017 11:29,"18,54","42,84",0,"2,4",15
"TM2",07/04/2017 11:39,"18,47","42,77",0,"5,28",1
"TM2",07/04/2017 11:49,"18,28","43,94",0,"2,88",2
"TM2",07/04/2017 11:59,"18,22","42,84",0,"7,2",14
"TM2",07/04/2017 12:09,"18,33","43,45",0,"7,68",1
"TM2",07/04/2017 12:19,"18,44","42,9",0,"1,44",13
"TM2",07/04/2017 12:29,"18,48","44,2",0,"2,88",0
"TM2",07/04/2017 12:39,"18,66","43,97",0,0,13
"TM2",07/04/2017 12:49,"18,89","43,88",0,"5,76",14
"TM2",07/04/2017 12:59,"18,94","42,38",0,"11,04",13
"TM2",07/04/2017 13:09,"19,16","44,01",0,"7,68",12
"TM2",07/04/2017 13:19,"19,32","42,32",0,"1,92",0
"TM2",07/04/2017 13:29,"19,38","41,34",0,"6,72",10
"TM2",07/04/2017 13:39,"19,24","41,4",0,"2,4",12
"TM2",07/04/2017 13:49,"18,88","43,03",0,"2,88",14
"TM2",07/04/2017 13:59,"19,68","41,99",0,"1,92",0
"TM2",07/04/2017 14:09,"19,6","41,73",0,"2,4",13
"TM2",07/04/2017 14:19,"19,72","39,4",0,"5,28",1
"TM2",07/04/2017 14:29,"20,04","40,32",0,"3,36",0
"TM2",07/04/2017 14:39,"20,09","39,24",0,"9,6",0
"TM2",07/04/2017 14:49,"19,7","40,81",0,"6,72",0
"TM2",07/04/2017 14:59,"20,25","39,17",0,"7,68",1
"TM2",07/04/2017 15:09,"20,35","37,95",0,"6,24",0
"TM2",07/04/2017 15:19,"20,28","39,37",0,"8,64",0
"TM2",07/04/2017 15:29,"20,4","39,83",0,"3,84",15
"TM2",07/04/2017 15:39,"20,62","38,31",0,"3,84",14
"TM2",07/04/2017 15:49,"20,44","38,74",0,"3,36",12
"TM2",07/04/2017 15:59,"20,31","39,2",0,"3,36",3
"TM2",07/04/2017 16:09,"20,42","40,75",0,"1,92",15
"TM2",07/04/2017 16:19,"20,34","41,07",0,"10,08",13
"TM2",07/04/2017 16:29,"20,01","42,35",0,"4,8",1
"TM2",07/04/2017 16:39,"19,48","42,51",0,"6,72",14
"TM2",07/04/2017 16:49,"19,77","43,49",0,"2,4",0
"TM2",07/04/2017 16:59,"20,09","43,45",0,"5,76",15
"TM2",07/04/2017 17:09,"20,1","42,05",0,"2,88",3
"TM2",07/04/2017 17:19,"19,87","41,96",0,"1,92",13
"TM2",07/04/2017 17:29,"19,58","44,27",0,"1,44",12
"TM2",07/04/2017 17:39,"19,66","41,99",0,"12,48",13
"TM2",07/04/2017 17:49,"19,22","45,56",0,"5,28",15
"TM2",07/04/2017 17:59,"19,48","40,98",0,"5,28",0
"TM2",07/04/2017 18:09,"19,48","41,3",0,"2,88",13
"TM2",07/04/2017 18:19,"19,25","39,1",0,"1,92",12
"TM2",07/04/2017 18:29,"19,31","45,11",0,"0,96",13
"TM2",07/04/2017 18:39,"18,84","45,95",0,"7,68",13
"TM2",07/04/2017 18:49,"18,81","43,81",0,"2,88",14
"TM2",07/04/2017 18:59,"18,8","46,33",0,"4,8",0
"TM2",07/04/2017 19:09,"18,8","45,63",0,"3,84",14
"TM2",07/04/2017 19:19,"18,51","48,29",0,"6,72",12
"TM2",07/04/2017 19:29,"18,2","48,49",0,"5,28",13
"TM2",07/04/2017 19:39,"17,94","50,21",0,"3,36",0
"TM2",07/04/2017 19:49,"17,63","53,47",0,"5,76",14
"TM2",07/04/2017 19:59,"17,44","53,91",0,"2,4",0
"TM2",07/04/2017 20:09,"17,12","57,29",0,"2,88",12
"TM2",07/04/2017 20:19,"16,75","59,77",0,"6,24",13
"TM2",07/04/2017 20:29,"16,39","61,71",0,"4,32",10
"TM2",07/04/2017 20:39,"16,19","63,48",0,"0,48",14
"TM2",07/04/2017 20:49,"15,97","64,61",0,"3,84",13
"TM2",07/04/2017 20:59,"15,86","64,55",0,"0,96",12
"TM2",07/04/2017 21:09,"15,7",64,0,"2,88",12
"TM2",07/04/2017 21:19,"15,66","63,73",0,0,12
"TM2",07/04/2017 21:29,"15,62","64,21",0,0,12
"TM2",07/04/2017 21:39,"15,58","64,64",0,0,12
"TM2",07/04/2017 21:49,"15,56","63,54",0,0,10
"TM2",07/04/2017 21:59,"15,28","63,33",0,0,14
"TM2",07/04/2017 22:09,"14,93","67,42",0,0,14
"TM2",07/04/2017 22:19,"14,84","74,66",0,"2,88",0
"TM2",07/04/2017 22:29,"14,85","76,52",0,"1,44",0
"TM2",07/04/2017 22:39,"14,83","77,74",0,"2,4",0
"TM2",07/04/2017 22:49,"14,71","81,05",0,"2,88",14
"TM2",07/04/2017 22:59,"14,57","81,65",0,"2,88",13
"TM2",07/04/2017 23:09,"14,57","82,1",0,0,14
"TM2",07/04/2017 23:19,"14,47","83,35",0,"3,36",14
"TM2",07/04/2017 23:29,"14,43","81,36",0,0,14
"TM2",07/04/2017 23:39,"13,99","78,98",0,0,10
"TM2",07/04/2017 23:49,"13,52","74,63",0,0,10
"TM2",07/04/2017 23:59,"13,1","73,86",0,0,10
"TM2",08/04/2017 0:09,"12,78","74,1",0,"0,96",10
"TM2",08/04/2017 0:19,"12,62","71,83",0,0,10
"TM2",08/04/2017 0:29,"12,54","71,21",0,0,10
"TM2",08/04/2017 0:39,"12,34","71,59",0,0,10
"TM2",08/04/2017 0:49,"12,2","72,16",0,0,4
"TM2",08/04/2017 0:59,"12,1","73,04",0,0,12
"TM2",08/04/2017 1:09,12,"73,83",0,0,10
