"Año","NºExpediente","Asunto","Carácter Sesión","NºExpediente(Hijo)","Situación","NºExpediente(Sup)","Asunto"
2016,"32/2016/JGL","JGL 25-07-2016","Ordinària","2740/2016/ACU","Resuelto","9992/2016/GEN","ÀREA TRANSPARÈNCIA: PROJECTE MODIFICACIÓ PUNTUAL REGLAMENT INTERN DE L'EMISSORA MUNICIPAL"
2016,"32/2016/JGL","JGL 25-07-2016","Ordinària","2782/2016/ACU","Resuelto","2782/2016/ACU","DENOMINACIÓ CARRER NUM. 22 SECTOR 10"
2016,"32/2016/JGL","JGL 25-07-2016","Ordinària","2679/2016/ACU","Resuelto","5511/2016/GEN","Procediment obert mitjançant tramitació harmonitzada convocat per a la contractació del subministrament d'aliments destinats a persones en situació de precarietat econòmica. Aprovació expedient (Expt.: 33-16)."
2016,"31/2016/JGL","JGL 18-07-2016","Ordinària","1396/2016/ACU","Resuelto","929/2016/GEN","Procediment negociat amb publicitat per a la contractació del servici de recollida, custòdia i adopció d'animals de companya abandonats, errants o decomissats en el municipi de Torrent. Adjudicació contracte"
2016,"31/2016/JGL","JGL 18-07-2016","Ordinària","2340/2016/ACU","Resuelto","6781/2015/GEN","MODIFICACIÓ TITULARITAT CONTRACTE D'ARRENDAMENT DEL LOCAL SITUAT EN PL. S. PASCUAL, NÚM. 21 BAIX"
2016,"31/2016/JGL","JGL 18-07-2016","Ordinària","2553/2016/ACU","Resuelto","6906/2016/GEN","Convenio CARITAS INTERPARROQUIAL"
2016,"31/2016/JGL","JGL 18-07-2016","Ordinària","2634/2016/ACU","Resuelto","9277/2016/GEN","Contracte de servici relatiu al programa d'informació i assessorament legal al Barri Xenillet. Pròrroga contracte 2016. (7-13)"
2016,"31/2016/JGL","JGL 18-07-2016","Ordinària","2651/2016/ACU","Resuelto","11379/2015/GEN","Aprovació projecte modificat núm.1 Repavimentació dels carrers Santa Anna, Mare de Deu del Rosari i Sant Antoni de Padua"
2016,"30/2016/JGL","JGL 11-07-2016","Ordinària","2487/2016/ACU","Resuelto","9122/2016/GEN","Projecte Modificació Crèdit exp 35/2016 CE/02 y SC/01"
2016,"30/2016/JGL","JGL 11-07-2016","Ordinària","2536/2016/ACU","Resuelto","4557/2016/GEN","Procediment obert convocat per a la contractació del servici d'accions formatives i animació lectora en el Barri Xenillet. Aprovació expedient (Expt.:49-16)."
2016,"30/2016/JGL","JGL 11-07-2016","Ordinària","2546/2016/ACU","Resuelto","6875/2016/GEN","Modificación condiciones financieras de la operación de endeudamiento entre el Ayuntamiento y Nous Espais Torrent, S.A."
2016,"30/2016/JGL","JGL 11-07-2016","Ordinària","2519/2016/ACU","Resuelto","8665/2016/GEN","DESIGNACIÓ LLETRAT COMPAREIXENÇA JUTJAT DEL SOCIAL NÚM. 1 VALÈNCIA ASSUMPTE CESSAMENT NÚM. 000390/2016 DEMANDANT: SRA. ISABEL ROSA SÁNCHEZ CAÑADA"
2016,"30/2016/JGL","JGL 11-07-2016","Ordinària","2527/2016/ACU","Resuelto","2911/2013/GEN","ASSESORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-2911-2013, promogut per la Sra. Matilde L.G.: Desestimació."
2016,"30/2016/JGL","JGL 11-07-2016","Ordinària","2488/2016/ACU","Resuelto","4879/2016/GEN","Procediment negociat sense publicitat convocat per a la contractació del servici de vol lidar, vol digital fotogramétric color i generació de ortofotos amb 10 cm. de resolució espacial del terme municipal de Torrent. Adjudicació expedient (38-2016)."
2016,"30/2016/JGL","JGL 11-07-2016","Ordinària","2490/2016/ACU","Resuelto","13356/2015/GEN","PROCEDIMIENT OBERT PER LA CONTRACTACIÓ DEL SERVEI DE DESRATITZACIÓ, DESINFECCIÓ I DESINSECTACIÓ DEL TERME DE TORRENT, DESRATITZACIÓ, DESINSECTACIÓ I DESINFECCIÓ DE LOCALS MUNICIPALS, DESINSECTACIÓ DE MOSQUITS I LES SEUES LARVES, PROGRAMA DE CONTROL DE LEGIONEL·LA I MANTENIMENT DE PARANYS UV. Desestimació Recurs de Reposició (183-2015)."
2016,"30/2016/JGL","JGL 11-07-2016","Ordinària","2455/2016/ACU","Resuelto","9088/2016/GEN","CONVENI TIPUS CONSELLERIA ACOLLIMENT MENORS"
2016,"29/2016/JGL","JGL 04-07-2016","Ordinària","2469/2016/ACU","Resuelto","9123/2016/GEN","Aprovació Bases i convocatòria Concurs Instagram Torrent en Festes 2016"
2016,"29/2016/JGL","JGL 04-07-2016","Ordinària","2470/2016/ACU","Resuelto","4642/2016/GEN","Gestió del servici públic esportiu per al foment de l’esport base en les instal•lacions esportives municipals san gregori “a” i San Gregori “B” de la ciutat de Torrent”. Prorroga contracte 2016 (11-13)"
2016,"29/2016/JGL","JGL 04-07-2016","Ordinària","2319/2016/ACU","Resuelto","3092/2016/GEN","Procediment negociat sense publicitat convocat per a la contractació del servici de manteniment i suport del sistema d'informació territorial de l'Ajuntament de Torrent. Aprovació expedient (21-2016)."
2016,"29/2016/JGL","JGL 04-07-2016","Ordinària","2375/2016/ACU","Resuelto","8657/2016/GEN","ASSESSORIA JURÍDICA. PERSONACIÓ I DESIGNACIÓ DE LLETRAT EN EL PROCEDIMENT ABREUJAT NÚM. 173/2016 PROMOGUT PER MARIA MINERVA T.O."
2016,"29/2016/JGL","JGL 04-07-2016","Ordinària","2468/2016/ACU","Resuelto","269/2016/GEN","Personació i designació de Lletrat en el procediment ordinari nº 0001571/2016 interposat per la mercantil Y TU QUE HACES, SL que se sigue ante el Jutjat Contenciós-Administratiu número sis de València. 172-2010."
2016,"29/2016/JGL","JGL 04-07-2016","Ordinària","2453/2016/ACU","Resuelto","13263/2015/GEN","Procediment obert mitjançant tramitació harmonitzada convocat per a la contractació del servici de Gabinet Psicopedagògic Municipal. Aprovació expedient (Expt.:181-15)"
2016,"29/2016/JGL","JGL 04-07-2016","Ordinària","2416/2016/ACU","Resuelto","6978/2016/GEN","Conveni  Fundació Privada Maria Auxiliadora"
2016,"29/2016/JGL","JGL 04-07-2016","Ordinària","2330/2016/ACU","Resuelto","3161/2016/GEN","Procediment negociat sense publicitat per a la contractació del servei de manteniment-suport de l'aplicació geotorrent i hosting per a la publicació i difusió d'informació cartogràfica per mitjà d'internet/intranet. Aprovació expedient (23-2016)."
2016,"29/2016/JGL","JGL 04-07-2016","Ordinària","2395/2016/ACU","Resuelto","7417/2016/GEN","Propuesta JGL Convenio Fundación Amigó"
2016,"28/2016/JGL","JGL 27-06-2016","Ordinària","2302/2016/ACU","Resuelto","2591/2016/GEN","Aprovació definitiva Memoria Valorada actuacions previstes al poliesportiu  municipal La Cotxera"
2016,"28/2016/JGL","JGL 27-06-2016","Ordinària","2297/2016/ACU","Resuelto","8237/2016/GEN","Aprovar la convocatòria del concurs d'Istagram Sóc de Torrent"
2016,"28/2016/JGL","JGL 27-06-2016","Ordinària","2348/2016/ACU","Resuelto","8527/2016/GEN","Aprobació del projecte de Modificació de Crèdit extraordinari finançat amb Baixes i canvi de destí en inversions finançades amb operació d’endeutament a llarg termini."
2016,"28/2016/JGL","JGL 27-06-2016","Ordinària","2371/2016/ACU","Resuelto","8692/2016/GEN","MEDICIÓ GENERAL I CERTIFICACIÓ FINAL DE LES OBRES DE OBRES DE REMODELACIÓ DE L’ÀREA ENJARDINADA DE BENEMÈRITA GUARDIA CIVIL: APROVACIÓ. (EXPEDIENT: 117-2015)"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2187/2016/ACU","Resuelto","7122/2016/GEN","Aprobación bases subv, prestaciones económicas indiv. en materia de Sercicios Sociales 2016"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2124/2016/ACU","Resuelto","4070/2016/GEN","Proposta acord JGL Conveni JCHHSS"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2207/2016/ACU","Resuelto","7156/2016/GEN","Convenio AFEM"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2256/2016/ACU","Resuelto","5973/2016/GEN","Procediment obert convocat per a la contractació del servici d¿Escola Infantil Ciutat Jardí. Aprovació expedient (Expt.:48-16)"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2129/2016/ACU","Resuelto","3490/2016/GEN","Concessió demanial de l'ús privatiu de part d'una parcel·la municipal situada en el carrer Paret Decantada, núm. 23: Aprovació del projecte de concessió i del plec de condicions"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2178/2016/ACU","Resuelto","13356/2015/GEN","PROCEDIMIENT OBERT PER LA CONTRACTACIÓ DEL SERVEI DE DESRATITZACIÓ, DESINFECCIÓ I DESINSECTACIÓ DEL TERME DE TORRENT, DESRATITZACIÓ, DESINSECTACIÓ I DESINFECCIÓ DE LOCALS MUNICIPALS, DESINSECTACIÓ DE MOSQUITS I LES SEUES LARVES, PROGRAMA DE CONTROL DE LEGIONEL•LA I MANTENIMENT DE PARANYS UV. Adjudicació de contracte (183-2015)."
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2286/2016/ACU","Resuelto","7452/2016/GEN","Procediment negociat sense publicitat per a la contractació del servici de campus d¿estiu per a xiquets/es i joves. Adjudicació del contracte (47-2016)"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2151/2016/ACU","Resuelto","14974/2015/GEN","Aprovació de la subscripció d'un conveni amb EIGE: Cessió d'ús a l'Ajuntament de parcel·la en carrer Barranc de l'Horteta, núm. 1"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2189/2016/ACU","Resuelto","6976/2016/GEN","Convenio CEIP Juan XXIII"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2250/2016/ACU","Resuelto","8124/2016/GEN","Hermanamiento Harghita (Rumanía)"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2184/2016/ACU","Resuelto","3751/2016/GEN","PROCEDIMENT NEGOCIAT SENSE PUBLICITAT PER A LA CONTRACTACIÓ DEL SERVEI DE TREBALLS D'AUDITORIA A LES SOCIETATS MERCANTILS:  RETOSA, IDEA’T, NOUS ESPAIS Y AGÜES DE L’HORTA. Adjudicació del contracte (25-2016)."
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2324/2016/ACU","Resuelto","7660/2016/GEN","Aprobación bases y convocatoria familiar monoparentales convocatoria 2016"
2016,"27/2016/JGL","JGL 20-06-2016","Ordinària","2148/2016/ACU","Resuelto","1177/2013/GEN","ASSESSORIA JURÍDICA. Recurs Contenciós Administratiu: Execució interlocutòria de 19 d'abril de 2016, del Jutjat Contenciós Administratiu núm. Un de València, en el procediment ordinari núm. 00036/2014, respecte a liquidació d'interessos ."
2016,"26/2016/JGL","JGL 13-06-2016","Ordinària","2076/2016/ACU","Resuelto","2302/2016/GEN","Procediment negociat sense publicitat per a la contractació del servici d' escoles de vacances. Adjudicació contracte (14-2016)."
2016,"26/2016/JGL","JGL 13-06-2016","Ordinària","2095/2016/ACU","Resuelto","2823/2016/GEN","Procediment per a la concessió demanial de l'ús privatiu del quiosc destinat a bar, situat en l'Àrea Recreativa del Pantà de Torrent: Declarar-lo desert."
2016,"26/2016/JGL","JGL 13-06-2016","Ordinària","2144/2016/ACU","Resuelto","12695/2015/GEN","PROCEDIMENT OBERT PER A LA CONTRACTACIÓ DEL SERVICI D'ASSISTÈNCIA AL PROGRAMA MUNICIPAL DE REINSERCIÓ SOCIAL DE MENORS SOTMESOS A MESURES JUDICIALS. Proposta adjudicació (182-2015)."
2016,"26/2016/JGL","JGL 13-06-2016","Ordinària","2067/2016/ACU","Resuelto","6152/2016/GEN","Convocatòria beques, curs 2016/2017"
2016,"26/2016/JGL","JGL 13-06-2016","Ordinària","2167/2016/ACU","Resuelto","269/2016/GEN","Gestió del servici públic de les instal·lacions esportives de la Cotxera. Resolució del contracte. Requeriment (172-10)"
2016,"26/2016/JGL","JGL 13-06-2016","Ordinària","2172/2016/ACU","Resuelto","14401/2014/GEN","Contractació del servici de gestió integral de servicis energètics d'enllumenat exterior de l'Ajuntament de Torrent.  Fi de termini d'al·legacions(194-2014)"
2016,"26/2016/JGL","JGL 13-06-2016","Ordinària","2165/2016/ACU","Resuelto","6873/2016/GEN","Proposta de contracte de subministrament d’energia elèctrica. Adhesió a oferta seleccionada per la Diputació Provincial de València. (40-2016)"
2016,"26/2016/JGL","JGL 13-06-2016","Ordinària","2077/2016/ACU","Resuelto","10161/2015/GEN","PROCEDIMENT OBERT PER A LA CONTRACTACIÓ DEL SERVICI D'IMPRESIÓ, ESCÀNER I COPIA CORPORATIU DE L’AJUNTAMENT DE TORRENT MITJANÇANT LA MODALITAT DE PAGAMENT PER CÒPIA. Adjudicació contracte (107-2015)."
2016,"25/2016/JGL","JGL 10-06-2016 extraordinària i urgent","Extraordinaria i urgent","2125/2016/ACU","Resuelto","7452/2016/GEN","Procediment negociat sense publicitat convocat per a la contractació del servici de campus d’estiu per a xiquets/es i joves. Aprovació expedient (47-2016)."
2016,"24/2016/JGL","JGL 06-06-2016","Ordinària","1875/2016/ACU","Resuelto","5677/2016/GEN","Contracte de servici de correduria i mediació de segurs de l'Ajuntament. Pròrroga contracte. (9-13)"
2016,"24/2016/JGL","JGL 06-06-2016","Ordinària","1944/2016/ACU","Resuelto","7461/2016/GEN","Adhesión Plataforma de Contración del Estado"
2016,"24/2016/JGL","JGL 06-06-2016","Ordinària","1947/2016/ACU","Resuelto","3901/2016/GEN","Denominació de l'Auditori Municipal, segons acord del Ple Municipal del 14/1/2016"
2016,"24/2016/JGL","JGL 06-06-2016","Ordinària","1954/2016/ACU","Resuelto","6452/2016/GEN","Contracte de servici d'explotació del bar cafeteria en llar del jubilat en San Enrique. Pròrroga contracte. (90-2012)"
2016,"24/2016/JGL","JGL 06-06-2016","Ordinària","2025/2016/ACU","Resuelto","7659/2016/GEN","Aprovació programació de l'Auditori per al segon semestre de 2016"
2016,"24/2016/JGL","JGL 06-06-2016","Ordinària","2005/2016/ACU","Resuelto","1627/2016/GEN","Procediment obert convocat per a la contractació del Servici de prevenció de riscos laborals del Ajuntament de Torrent”. Aprovació. (Expt.: 10-2016)."
2016,"24/2016/JGL","JGL 06-06-2016","Ordinària","2014/2016/ACU","Resuelto","10405/2015/GEN","Contracte per a la prestació del servei de l’espai municipal infantil Parc Central. Modificació error material acord d’adjudicació (110-2015).-"
2016,"23/2016/JGL","JGL 30-05-2016","Ordinària","1897/2016/ACU","Resuelto","7001/2016/GEN","ASSESSORIA JURÍDICA. Personació i designació de Lletrat en el Procediment Abreujat núm. 154/2016 promogut per Mirjana P A."
2016,"23/2016/JGL","JGL 30-05-2016","Ordinària","1804/2016/ACU","Resuelto","6386/2016/GEN","Contracte de servici de vigilància privada en la Casa Consistorial i altres servicis. Pròrroga contracte"
2016,"23/2016/JGL","JGL 30-05-2016","Ordinària","1791/2016/ACU","Resuelto","5691/2016/GEN","Servici relatiu al programa municipal d’Activitats i Servicis per a Majors. Pròrroga contracte. (187-2014)"
2016,"23/2016/JGL","JGL 30-05-2016","Ordinària","1904/2016/ACU","Resuelto","13518/2015/GEN","Procediment obert convocat per a la contractació del Servici d’ Ajuda a Domicili. Aprovació. (Expt.: 184-2015)."
2016,"23/2016/JGL","JGL 30-05-2016","Ordinària","1821/2016/ACU","Resuelto","6036/2015/GEN","Permuta d'una parcel·la municipal (parcel·la 220-b del Sector 10), per reserva d'aprofitament urbanístic del Sr. Pascual Daniel Fernández Cervera i altres."
2016,"22/2016/JGL","JGL 23-05-2016","Ordinària","1687/2016/ACU","Resuelto","2834/2016/GEN","Producció, promoció i realització festival ROCKEJAT 2016. Adjudicació (18-2016)"
2016,"22/2016/JGL","JGL 23-05-2016","Ordinària","1817/2016/ACU","Resuelto","6938/2016/GEN","Jubilació professorat 2016"
2016,"22/2016/JGL","JGL 23-05-2016","Ordinària","1779/2016/ACU","Resuelto","1779/2016/ACU","Projecte de modificació puntual dels Estatuts de l´Organisme Autònom FUNDACIÓ ESPORTIVA MUNICIPAL"
2016,"22/2016/JGL","JGL 23-05-2016","Ordinària","1842/2016/ACU","Resuelto","6774/2016/GEN","Abonament paga extraordinària corresponent a desembre del 2012, d'acord amb el que preveu la Llei de Pressupostos Generals de l'Estat per a l'exercici 2016."
2016,"22/2016/JGL","JGL 23-05-2016","Ordinària","1729/2016/ACU","Resuelto","4879/2016/GEN","Procediment obert convocat per a la contractació del servici de vol lidar, vol digital fotogramétric color i generació de ortofotos amb 10 cm. De resolució espacial del terme municipal de Torrent. Aprovació expedient (38-2016)."
2016,"22/2016/JGL","JGL 23-05-2016","Ordinària","1856/2016/ACU","Resuelto","14401/2014/GEN","Contractació del servici de gestió integral de servicis energètics d'enllumenat exterior de l'Ajuntament de Torrent. Trasllat d’escrit presentat per  AZIGRENE CONSULTORES S.L.P. (194-2014)"
2016,"21/2016/JGL","JGL 16-05-2016","Ordinària","1642/2016/ACU","Resuelto","4455/2016/GEN","Convocatòria i Bases Subvencions per concurrència competitiva Entitas i Associacions culturals 2016"
2016,"21/2016/JGL","JGL 16-05-2016","Ordinària","1644/2016/ACU","Resuelto","5791/2016/GEN","Convocatoria subvenció festes 2016"
2016,"21/2016/JGL","JGL 16-05-2016","Ordinària","1738/2016/ACU","Resuelto","10425/2014/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-10425-2014, promogut per Vinicio M. C.: Estimació."
2016,"21/2016/JGL","JGL 16-05-2016","Ordinària","1640/2016/ACU","Resuelto","5780/2016/GEN","Convocatoria subvenció Entitats veïnals."
2016,"21/2016/JGL","JGL 16-05-2016","Ordinària","1646/2016/ACU","Resuelto","5895/2016/GEN","BASES Y CONVOCATORIA 2016 ""AJUDA BEBÉ"""
2016,"21/2016/JGL","JGL 16-05-2016","Ordinària","1670/2016/ACU","Resuelto","6413/2016/GEN","FIRMA DE CONVENI PER AL DESENVOLUPAMENT DE PROGRAMES DE COOPERACIÓ EDUCATIVA AMB LA UNIVERSITAT CAMILO JOSÉ CELA"
2016,"21/2016/JGL","JGL 16-05-2016","Ordinària","1739/2016/ACU","Resuelto","4400/2016/GEN","ASSESSORIA JURÍDICA. Personació i designació de Lletrat en el Procediment Abreujat núm. 60/2016 promogut per Vinicio M. C."
2016,"21/2016/JGL","JGL 16-05-2016","Ordinària","1741/2016/ACU","Resuelto","6156/2016/GEN","APROVACIÓ DE BASES I CONVOCATÒRIA PER A LA CONSTITUCIÓ DE BORSES DE TREBALL D' OCUPACIÓ SOCIAL."
2016,"21/2016/JGL","JGL 16-05-2016","Ordinària","1643/2016/ACU","Resuelto","4140/2012/GEN","ASSESSORIA JURÍDICA. Recurs Contenciós Administratiu: Execució Sentencia núm. 278/2014, del Jutjat Contenciós Administratiu núm. Quatre de València, en el procediment abreujat núm. 481/2012"
2016,"20/2016/JGL","JGL 09-05-2016","Ordinària","1486/2016/ACU","Resuelto","7250/2013/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-7250-2013, promogut per CARMEN V.G.: Desistit."
2016,"20/2016/JGL","JGL 09-05-2016","Ordinària","1496/2016/ACU","Resuelto","10433/2014/GEN","ASSESSORIA JURÍDICA. Recurs Contenciós Administratiu: Donar compte Sentencia núm. 62/2016, del Jutjat Contenciós Administratiu núm. Quatre de València, en el procediment abreujat núm. 260/2014."
2016,"20/2016/JGL","JGL 09-05-2016","Ordinària","1375/2016/ACU","Resuelto","4782/2016/GEN","Addenda al conveni regulador amb Nous Espàis SAU, per a la prstació del servei de manteniment d'edificis docents públics de titularitat municipal"
2016,"20/2016/JGL","JGL 09-05-2016","Ordinària","1490/2016/ACU","Resuelto","15690/2014/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-15690-2014, promogut per Flora G.M.: Desistiment."
2016,"20/2016/JGL","JGL 09-05-2016","Ordinària","1530/2016/ACU","Resuelto","7935/2015/GEN","PROPOSTA ALCALDIA. MODIFICACIÓ TAULA CONTRACTACIÓ."
2016,"20/2016/JGL","JGL 09-05-2016","Ordinària","1505/2016/ACU","Resuelto","14812/2015/GEN","Procediment negociat sense publicitat convocat per a la contractació del servici de manteniment del sistema de gestió de RRHH y Nòmines”.  Rectificació error material"
2016,"19/2016/JGL","JGL 02-05-2016","Ordinària","1414/2016/ACU","Resuelto","2218/2016/GEN","Proposta gasto conveni el vedat 2016"
2016,"19/2016/JGL","JGL 02-05-2016","Ordinària","1350/2016/ACU","Resuelto","5247/2016/GEN","Proposta acord conveni ORVE-GVA"
2016,"19/2016/JGL","JGL 02-05-2016","Ordinària","1424/2016/ACU","Resuelto","4791/2016/GEN","Proposta gasto conveni cercle catòlic"
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1339/2016/ACU","Resuelto","5302/2016/GEN","Adhesió al sistema de contractació centralitzada estatal. (26-2016)."
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1293/2016/ACU","Resuelto","10490/2014/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-10490-2014, promogut per Luis Miguel M.T.: Desistiment."
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1429/2016/ACU","Resuelto","1535/2016/GEN","Proposta Acuerdo JGL Convenio ADISTO OCIO TIEMPO LIBRE"
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1355/2016/ACU","Resuelto","4636/2016/GEN","Aprovar la convocatòria d'ajudes a l'activitat comercial en valencià 2016"
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1423/2016/ACU","Resuelto","4406/2016/GEN","Proposta gasto conveni UMT 2016"
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1430/2016/ACU","Resuelto","1365/2016/GEN","Propuesta JGL convenio ADISTO Programa Integral"
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1292/2016/ACU","Resuelto","8130/2013/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-8130-2013, promogut per ALICIA S.P.: Desistit."
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1417/2016/ACU","Resuelto","11379/2015/GEN","Moción de la Tinent-d'Alcalde Delegada Area Desarrollo Sostenible obres carrer Sta.Ana"
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1425/2016/ACU","Resuelto","2240/2016/GEN","Proposta gasto conveni escola coral"
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1442/2016/ACU","Resuelto","1442/2016/ACU","PROPOSTA DE CONCESSIÓ SUBVENCIONS A CREU ROJA, PER A AFECTATS PER TERRATRÉMOL D´EQUADOR  I CRISI DE REFUGIATS A EUROPA"
2016,"18/2016/JGL","JGL 25-04-2016","Ordinària","1289/2016/ACU","Resuelto","4876/2016/GEN","Convenio de colaboración Ajuntament de Torrent y Artic"
2016,"17/2016/JGL","JGL 18-04-2016","Ordinària","1043/2016/ACU","Resuelto","9013/2015/GEN","Contractació del servici de perruqeria en el centre de proximitat Mare de Deu de l'Oliverar. Adjudicació contracte (Expt. 93-2015)"
2016,"17/2016/JGL","JGL 18-04-2016","Ordinària","1214/2016/ACU","Resuelto","12695/2015/GEN","Servici de reinserció social de menors sotmesos a mesures judicials. Nomenament Comité d’Experts (182-2015)"
2016,"17/2016/JGL","JGL 18-04-2016","Ordinària","1019/2016/ACU","Resuelto","2302/2016/GEN","Procediment obert convocat per a la contractació del servici relatiu a la prestació dels  programes d’Escoles de Vacances. Aprovació expedient (14-2016)"
2016,"17/2016/JGL","JGL 18-04-2016","Ordinària","1021/2016/ACU","Resuelto","14812/2015/GEN","Proposta d'Adjudicació del servici de manteniment del sistema de gestió de RRHH y Nòmines"
2016,"17/2016/JGL","JGL 18-04-2016","Ordinària","1182/2016/ACU","Resuelto","8981/2015/GEN","Contractació del servici de podologia en Centre de Majors Mare de Déu de l'Oliverar. Adjudicació contracte (Expt. 101-2015)"
2016,"16/2016/JGL","JGL 11-04-2016","Ordinària","969/2016/ACU","Resuelto","2823/2016/GEN","APROVACIÓ DEL PLEC DE CLÀUSULES ADMINISTRATIVES PER A LA CONCESSIÓ DEMANIAL DE L'ÚS PRIVATIU DEL QUIOSC DESTINAT A BAR, SITUAT EN L'ÀREA RECREATIVA DEL PANTÀ"
2016,"16/2016/JGL","JGL 11-04-2016","Ordinària","1099/2016/ACU","Resuelto","4249/2016/GEN","aprovació conveni subvenció FMCT 2016"
2016,"16/2016/JGL","JGL 11-04-2016","Ordinària","1038/2016/ACU","Resuelto","2450/2016/GEN","Proposició convocatòria concurs de pintura mural 2016"
2016,"16/2016/JGL","JGL 11-04-2016","Ordinària","993/2016/ACU","Resuelto","3026/2016/GEN","Proposició convocatòria concurs de talents juvenils 2016"
2016,"16/2016/JGL","JGL 11-04-2016","Ordinària","998/2016/ACU","Resuelto","7003/2015/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-7003-2015, promogut per Josefa M. C.: Desestimació."
2016,"15/2016/JGL","JGL 05-04-2016","Ordinària","933/2016/ACU","Resuelto","3869/2015/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-3869-2015, promogut per Mª PAZ T.G.: Desestimació."
2016,"14/2016/JGL","JGL 29-03-2016","Ordinària","918/2016/ACU","Resuelto","12020/2015/GEN","ASSESSORIA JURÍDICA. Recurs Contenciós Administratiu: Acceptació Sentencia núm. 49, del Jutjat Contenciós Administratiu núm. Tres de València, en Procediment Abreujat núm. 332/2015."
2016,"14/2016/JGL","JGL 29-03-2016","Ordinària","930/2016/ACU","Resuelto","3364/2016/GEN","PROPUESTA SOBRE CORRECCION DE ERRORES DE LAS BASES PARA LA ADJUDICACIÓN DE LA ORGANIZACIÓN Y EXPLOTACIÓN DE MERCADOS EXTRAORDINARIOS Y NO PERIÓDICOS TEMÁTICOS 2016"
2016,"14/2016/JGL","JGL 29-03-2016","Ordinària","946/2016/ACU","Resuelto","269/2016/GEN","SGP- REQUERIMIENTO DOCUMENTACION LIQUIDACION CONTRATO"
2016,"13/2016/JGL","JGL 21-03-2016","Ordinària","849/2016/ACU","Resuelto","47/2015/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-0047-2015, promogut per Lluis P. B.: Desestimació."
2016,"13/2016/JGL","JGL 21-03-2016","Ordinària","909/2016/ACU","Resuelto","3706/2016/GEN","Contrato del servicio relativo al programa municipal de alfabetización en la barrio Xenillet, cofinanciado con fondos FEDER, programa iniciativa Urbana 2007-2013. Solicitud cesión contrato. (Expt: 102-2013)"
2016,"13/2016/JGL","JGL 21-03-2016","Ordinària","877/2016/ACU","Resuelto","292/2016/GEN","Conveni amb la Fundació Bancaixa per a la cessió temporal de l'Exposició ""EStudis D'Art"""
2016,"12/2016/JGL","JGL 16-03-2016 extraodinària i urgent","Extraordinaria i urgent","887/2016/ACU","Resuelto","3538/2016/GEN","proposta acord subvenció recicla 2016"
2016,"12/2016/JGL","JGL 16-03-2016 extraodinària i urgent","Extraordinaria i urgent","897/2016/ACU","Resuelto","3751/2016/GEN","Procediment negociat sense publicitat convocat per a la contractació del servici d'auditories de les societats mercantils: RETOSA, IDEA´T, NOUS ESPAIS i AIGUES DE L´HORTA. Aprovació expedient (25-16)"
2016,"11/2016/JGL","JGL 14-03-2016","Ordinària","809/2016/ACU","Resuelto","2834/2016/GEN","Propuesta de aprobación Pliegos"
2016,"11/2016/JGL","JGL 14-03-2016","Ordinària","834/2016/ACU","Resuelto","8598/2015/GEN","Servici de bar-cafeteria del centre municipal de majors Bellido. Adjudicació contracte. (Expt. 85-2015)"
2016,"11/2016/JGL","JGL 14-03-2016","Ordinària","799/2016/ACU","Resuelto","14328/2015/GEN","Arrendament social de quatre vivendes municipals: Aprovació del plec de condicions"
