trip_id, arrival_time, departure_time, stop_id, stop_sequence
5_I12-5_I12_13:05:00_1_53_5__C4___,13:19:00,13:19:00,par_5_92,4
5_I12-5_I12_05:18:00_1_124_5__C4___,05:59:00,05:59:00,par_5_21,8
5_I11-5_I11_12:25:00_1_112_5__C4___,13:23:00,13:23:00,par_5_4,13
5_I11-5_I11_12:25:00_1_112_5__C4___,12:36:00,12:36:00,par_5_43,3
5_I11-5_I11_19:25:00_2_88_5__C4___,20:23:00,20:23:00,par_5_53,14
5_I12-5_I12_09:04:00_1_29_5__C4___,09:10:00,09:10:00,par_5_36,1
5_I12-5_I12_19:34:00_2_93_5__C4___,19:47:00,19:47:00,par_5_31,4
5_I13-5_I13_19:52:00_2_95_5__C4___,20:21:00,20:21:00,par_5_122,7
5_I11-5_I11_22:12:00_2_138_5__C4___,22:53:00,22:53:00,par_5_93,9
5_I11-5_I11_11:12:00_2_107_5__C4___,11:59:00,11:59:00,par_5_43,11
5_I11-5_I11_13:12:00_2_119_5__C4___,13:36:00,13:36:00,par_5_51,5
5_I11-5_I11_13:32:00_2_121_5__C4___,13:56:00,13:56:00,par_5_51,6
5_I11-5_I11_08:43:00_2_42_5__C4___,09:16:00,09:16:00,par_5_11,8
5_I12-5_I12_22:24:00_1_108_5__C4___,23:09:00,23:09:00,par_5_31,10
5_I13-5_I13_22:05:00_1_106_5__C4___,22:57:00,22:57:00,par_5_84,12
5_I11-5_I11_20:37:00_1_93_5__C4___,21:32:00,21:32:00,par_5_85,13
5_I13-5_I13_13:32:00_2_58_5__C4___,14:21:00,14:21:00,par_5_34,12
5_I13-5_I13_15:05:00_1_65_5__C4___,15:55:00,15:55:00,par_5_15,11
5_I11-5_I11_18:25:00_2_80_5__C4___,18:25:00,18:25:00,par_5_4,0
5_I13-5_I13_12:25:00_1_49_5__C4___,13:17:00,13:17:00,par_5_84,12
5_I11-5_I11_13:05:00_1_116_5__C4___,13:40:00,13:40:00,par_5_51,8
5_I12-5_I12_06:52:00_2_18_5__C4___,07:39:00,07:39:00,par_5_43,11
5_I11-5_I11_08:29:00_1_35_5__C4___,08:38:00,08:38:00,par_5_34,2
5_I13-5_I13_06:32:00_2_16_5__C4___,07:16:00,07:16:00,par_5_92,10
5_I13-5_I13_11:12:00_2_44_5__C4___,12:10:00,12:10:00,par_5_53,14
5_I11-5_I11_13:25:00_1_118_5__C4___,14:00:00,14:00:00,par_5_51,8
5_I11-5_I11_16:52:00_2_131_5__C4___,17:11:00,17:11:00,par_5_18,5
5_I11-5_I11_11:32:00_2_109_5__C4___,12:16:00,12:16:00,par_5_92,10
5_I12-5_I12_17:27:00_1_79_5__C4___,17:27:00,17:27:00,par_5_53,0
5_I12-5_I12_00:04:00_2_1_5__C4___,00:15:00,00:15:00,par_5_31,3
5_I12-5_I12_07:45:00_1_21_5__C4___,08:37:00,08:37:00,par_5_84,12
5_I12-5_I12_08:04:00_1_23_5__C4___,08:04:00,08:04:00,par_5_53,0
5_I11-5_I11_08:43:00_2_42_5__C4___,09:41:00,09:41:00,par_5_53,14
5_I13-5_I13_06:45:00_1_15_5__C4___,07:30:00,07:30:00,par_5_31,10
5_I12-5_I12_20:25:00_1_96_5__C4___,21:20:00,21:20:00,par_5_85,13
5_I12-5_I12_21:32:00_2_105_5__C4___,21:32:00,21:32:00,par_5_4,0
5_I11-5_I11_14:57:00_2_64_5__C4___,15:10:00,15:10:00,par_5_31,4
5_I12-5_I12_16:25:00_1_73_5__C4___,16:25:00,16:25:00,par_5_53,0
5_I13-5_I13_11:32:00_2_46_5__C4___,12:24:00,12:24:00,par_5_36,13
5_I13-5_I13_21:45:00_1_104_5__C4___,22:11:00,22:11:00,par_5_11,6
5_I11-5_I11_18:43:00_2_82_5__C4___,18:50:00,18:50:00,par_5_15,3
5_I13-5_I13_15:12:00_2_68_5__C4___,15:41:00,15:41:00,par_5_122,7
5_I12-5_I12_05:29:00_2_3_5__C4___,05:48:00,05:48:00,par_5_36,5
5_I12-5_I12_16:45:00_1_75_5__C4___,16:51:00,16:51:00,par_5_36,1
5_I12-5_I12_06:52:00_2_18_5__C4___,07:41:00,07:41:00,par_5_34,12
5_I11-5_I11_14:43:00_2_63_5__C4___,14:45:00,14:45:00,par_5_85,1
5_I13-5_I13_13:45:00_1_57_5__C4___,14:37:00,14:37:00,par_5_84,12
5_I12-5_I12_11:52:00_2_48_5__C4___,12:21:00,12:21:00,par_5_122,7
5_I13-5_I13_14:12:00_2_62_5__C4___,15:04:00,15:04:00,par_5_36,13
5_I11-5_I11_07:32:00_2_30_5__C4___,08:24:00,08:24:00,par_5_36,13
5_I12-5_I12_17:45:00_1_81_5__C4___,18:15:00,18:15:00,par_5_122,7
5_I12-5_I12_19:05:00_1_88_5__C4___,19:31:00,19:31:00,par_5_11,6
5_I12-5_I12_20:12:00_2_97_5__C4___,20:17:00,20:17:00,par_5_84,2
5_I12-5_I12_09:04:00_1_29_5__C4___,09:59:00,09:59:00,par_5_85,13
5_I12-5_I12_15:45:00_1_69_5__C4___,16:43:00,16:43:00,par_5_4,14
5_I12-5_I12_15:05:00_1_65_5__C4___,15:45:00,15:45:00,par_5_18,9
5_I13-5_I13_16:45:00_1_75_5__C4___,16:54:00,16:54:00,par_5_34,2
5_I13-5_I13_07:52:00_2_24_5__C4___,08:11:00,08:11:00,par_5_18,5
5_I11-5_I11_09:31:00_1_45_5__C4___,09:40:00,09:40:00,par_5_34,2
5_I11-5_I11_20:23:00_1_91_5__C4___,20:40:00,20:40:00,par_5_93,5
5_I11-5_I11_09:18:00_1_43_5__C4___,09:35:00,09:35:00,par_5_93,5
5_I11-5_I11_07:06:00_2_26_5__C4___,07:58:00,07:58:00,par_5_36,13
5_I13-5_I13_17:12:00_2_80_5__C4___,18:00:00,18:00:00,par_5_43,11
5_I12-5_I12_12:12:00_2_50_5__C4___,12:36:00,12:36:00,par_5_51,6
5_I11-5_I11_18:25:00_2_80_5__C4___,19:12:00,19:12:00,par_5_43,11
5_I13-5_I13_22:57:00_1_110_5__C4___,23:37:00,23:37:00,par_5_18,9
5_I13-5_I13_19:21:00_1_207_5__C4___,19:26:00,19:26:00,par_5_43,2
5_I11-5_I11_15:45:00_1_123_5__C4___,16:43:00,16:43:00,par_5_4,14
5_I11-5_I11_12:52:00_2_117_5__C4___,13:11:00,13:11:00,par_5_18,5
5_I12-5_I12_08:12:00_2_26_5__C4___,08:31:00,08:31:00,par_5_18,5
5_I11-5_I11_08:54:00_2_44_5__C4___,08:54:00,08:54:00,par_5_4,0
5_I13-5_I13_10:52:00_2_42_5__C4___,11:44:00,11:44:00,par_5_36,13
5_I12-5_I12_13:32:00_2_58_5__C4___,13:45:00,13:45:00,par_5_31,3
5_I13-5_I13_12:25:00_1_49_5__C4___,12:31:00,12:31:00,par_5_36,1
5_I13-5_I13_14:12:00_2_62_5__C4___,14:12:00,14:12:00,par_5_4,0
5_I12-5_I12_17:12:00_2_80_5__C4___,18:11:00,18:11:00,par_5_53,14
5_I13-5_I13_20:12:00_2_97_5__C4___,20:41:00,20:41:00,par_5_122,7
5_I12-5_I12_05:29:00_2_3_5__C4___,05:43:00,05:43:00,par_5_43,3
5_I12-5_I12_19:05:00_1_88_5__C4___,19:55:00,19:55:00,par_5_15,11
5_I11-5_I11_18:06:00_1_73_5__C4___,18:15:00,18:15:00,par_5_34,2
5_I13-5_I13_09:46:00_1_33_5__C4___,09:52:00,09:52:00,par_5_36,1
5_I13-5_I13_22:24:00_1_108_5__C4___,22:54:00,22:54:00,par_5_122,6
5_I13-5_I13_20:32:00_2_99_5__C4___,21:16:00,21:16:00,par_5_92,10
5_I13-5_I13_16:52:00_2_78_5__C4___,17:36:00,17:36:00,par_5_92,10
5_I11-5_I11_22:05:00_1_135_5__C4___,22:45:00,22:45:00,par_5_18,9
5_I13-5_I13_10:45:00_1_39_5__C4___,11:15:00,11:15:00,par_5_122,7
5_I13-5_I13_08:12:00_2_26_5__C4___,08:14:00,08:14:00,par_5_85,1
5_I12-5_I12_06:24:00_1_13_5__C4___,06:59:00,06:59:00,par_5_51,8
5_I13-5_I13_13:25:00_1_55_5__C4___,13:25:00,13:25:00,par_5_53,0
5_I11-5_I11_05:40:00_2_13_5__C4___,06:05:00,06:05:00,par_5_51,6
5_I11-5_I11_10:12:00_2_54_5__C4___,10:19:00,10:19:00,par_5_15,3
5_I11-5_I11_18:56:00_2_84_5__C4___,19:29:00,19:29:00,par_5_11,8
5_I11-5_I11_19:06:00_1_81_5__C4___,19:36:00,19:36:00,par_5_122,7
5_I13-5_I13_09:25:00_1_31_5__C4___,10:23:00,10:23:00,par_5_4,14
5_I13-5_I13_22:57:00_1_110_5__C4___,23:55:00,23:55:00,par_5_4,14
5_I11-5_I11_22:52:00_2_141_5__C4___,22:59:00,22:59:00,par_5_15,3
5_I11-5_I11_05:24:00_1_148_5__C4___,05:28:00,05:28:00,par_5_122,1
5_I12-5_I12_10:52:00_2_42_5__C4___,10:57:00,10:57:00,par_5_84,2
5_I12-5_I12_09:04:00_1_29_5__C4___,09:18:00,09:18:00,par_5_92,4
5_I12-5_I12_15:52:00_2_72_5__C4___,16:46:00,16:46:00,par_5_36,13
5_I11-5_I11_14:57:00_2_64_5__C4___,15:46:00,15:46:00,par_5_34,11
5_I11-5_I11_09:18:00_2_48_5__C4___,09:50:00,09:50:00,par_5_11,8
5_I12-5_I12_16:25:00_1_73_5__C4___,17:10:00,17:10:00,par_5_31,10
5_I11-5_I11_18:24:00_1_75_5__C4___,19:16:00,19:16:00,par_5_84,12
5_I13-5_I13_10:24:00_1_37_5__C4___,10:35:00,10:35:00,par_5_43,3
5_I13-5_I13_17:45:00_1_81_5__C4___,18:30:00,18:30:00,par_5_31,9
5_I12-5_I12_21:05:00_1_100_5__C4___,21:19:00,21:19:00,par_5_92,4
5_I12-5_I12_07:04:00_1_17_5__C4___,07:39:00,07:39:00,par_5_51,8
5_I13-5_I13_19:21:00_1_207_5__C4___,20:00:00,20:00:00,par_5_31,9
5_I11-5_I11_06:54:00_2_24_5__C4___,07:43:00,07:43:00,par_5_34,12
5_I13-5_I13_05:52:00_2_12_5__C4___,05:57:00,05:57:00,par_5_84,2
5_I13-5_I13_15:52:00_2_72_5__C4___,16:26:00,16:26:00,par_5_11,8
5_I11-5_I11_05:10:00_1_4_5__C4___,05:36:00,05:36:00,par_5_11,6
5_I11-5_I11_17:22:00_1_67_5__C4___,17:36:00,17:36:00,par_5_92,4
5_I12-5_I12_10:45:00_1_39_5__C4___,10:56:00,10:56:00,par_5_43,3
5_I12-5_I12_14:12:00_2_62_5__C4___,15:10:00,15:10:00,par_5_53,14
5_I13-5_I13_08:12:00_2_26_5__C4___,08:45:00,08:45:00,par_5_11,8
5_I11-5_I11_14:06:00_1_55_5__C4___,14:20:00,14:20:00,par_5_92,4
5_I11-5_I11_12:05:00_1_110_5__C4___,12:05:00,12:05:00,par_5_53,0
5_I13-5_I13_16:32:00_2_76_5__C4___,17:24:00,17:24:00,par_5_36,13
5_I11-5_I11_17:17:00_2_68_5__C4___,17:17:00,17:17:00,par_5_18,0
5_I11-5_I11_17:37:00_1_69_5__C4___,17:43:00,17:43:00,par_5_36,1
5_I12-5_I12_09:52:00_2_36_5__C4___,10:50:00,10:50:00,par_5_53,14
5_I12-5_I12_12:05:00_1_47_5__C4___,12:14:00,12:14:00,par_5_34,2
5_I12-5_I12_22:57:00_1_110_5__C4___,23:49:00,23:49:00,par_5_84,12
5_I13-5_I13_19:46:00_1_92_5__C4___,20:26:00,20:26:00,par_5_18,9
5_I11-5_I11_13:25:00_1_118_5__C4___,13:36:00,13:36:00,par_5_43,3
5_I12-5_I12_15:03:00_1_184_5__C4___,15:23:00,15:23:00,par_5_11,5
5_I11-5_I11_07:57:00_2_34_5__C4___,08:04:00,08:04:00,par_5_15,3
5_I12-5_I12_14:05:00_1_59_5__C4___,14:16:00,14:16:00,par_5_43,3
5_I11-5_I11_08:04:00_1_31_5__C4___,08:44:00,08:44:00,par_5_18,9
5_I11-5_I11_13:45:00_1_120_5__C4___,13:56:00,13:56:00,par_5_43,3
5_I12-5_I12_23:52:00_1_114_5__C4___,24:27:00,24:27:00,par_5_51,8
5_I11-5_I11_15:06:00_1_62_5__C4___,15:23:00,15:23:00,par_5_93,5
5_I11-5_I11_21:32:00_2_134_5__C4___,21:32:00,21:32:00,par_5_4,0
5_I13-5_I13_07:24:00_1_19_5__C4___,07:24:00,07:24:00,par_5_53,0
5_I11-5_I11_12:32:00_2_115_5__C4___,13:16:00,13:16:00,par_5_92,10
5_I12-5_I12_13:32:00_2_58_5__C4___,14:19:00,14:19:00,par_5_43,10
5_I13-5_I13_11:12:00_2_44_5__C4___,12:01:00,12:01:00,par_5_34,12
5_I12-5_I12_11:45:00_1_45_5__C4___,12:37:00,12:37:00,par_5_84,12
5_I13-5_I13_07:32:00_2_22_5__C4___,08:24:00,08:24:00,par_5_36,13
5_I13-5_I13_09:52:00_2_36_5__C4___,10:44:00,10:44:00,par_5_36,13
5_I12-5_I12_11:05:00_1_41_5__C4___,11:22:00,11:22:00,par_5_93,5
5_I11-5_I11_08:04:00_1_31_5__C4___,08:59:00,08:59:00,par_5_85,13
5_I13-5_I13_09:34:00_2_34_5__C4___,09:58:00,09:58:00,par_5_51,5
5_I11-5_I11_18:37:00_1_77_5__C4___,19:32:00,19:32:00,par_5_85,13
5_I12-5_I12_07:32:00_2_22_5__C4___,07:32:00,07:32:00,par_5_4,0
5_I12-5_I12_19:12:00_2_91_5__C4___,19:25:00,19:25:00,par_5_31,4
5_I13-5_I13_23:30:00_1_112_5__C4___,23:30:00,23:30:00,par_5_53,0
5_I13-5_I13_12:52:00_2_54_5__C4___,13:41:00,13:41:00,par_5_34,11
5_I11-5_I11_11:12:00_2_107_5__C4___,11:14:00,11:14:00,par_5_85,1
5_I11-5_I11_12:05:00_1_110_5__C4___,12:45:00,12:45:00,par_5_18,9
5_I12-5_I12_19:34:00_2_93_5__C4___,19:41:00,19:41:00,par_5_15,3
5_I13-5_I13_06:52:00_2_18_5__C4___,07:33:00,07:33:00,par_5_93,9
5_I11-5_I11_14:51:00_1_60_5__C4___,15:26:00,15:26:00,par_5_51,8
5_I11-5_I11_11:45:00_1_108_5__C4___,12:35:00,12:35:00,par_5_15,11
5_I12-5_I12_11:32:00_2_46_5__C4___,11:37:00,11:37:00,par_5_84,2
5_I13-5_I13_17:27:00_1_79_5__C4___,17:53:00,17:53:00,par_5_11,6
5_I11-5_I11_15:24:00_1_122_5__C4___,15:54:00,15:54:00,par_5_122,7
5_I11-5_I11_18:24:00_1_75_5__C4___,18:38:00,18:38:00,par_5_92,4
5_I13-5_I13_15:12:00_2_68_5__C4___,15:53:00,15:53:00,par_5_93,9
5_I13-5_I13_16:12:00_2_74_5__C4___,16:59:00,16:59:00,par_5_43,10
5_I13-5_I13_07:52:00_2_24_5__C4___,08:39:00,08:39:00,par_5_43,11
5_I13-5_I13_15:52:00_2_72_5__C4___,15:59:00,15:59:00,par_5_15,3
5_I13-5_I13_15:32:00_2_70_5__C4___,15:32:00,15:32:00,par_5_4,0
5_I13-5_I13_13:25:00_1_55_5__C4___,14:10:00,14:10:00,par_5_31,10
5_I13-5_I13_19:05:00_1_88_5__C4___,19:16:00,19:16:00,par_5_43,3
5_I13-5_I13_14:30:00_1_61_5__C4___,15:22:00,15:22:00,par_5_4,13
5_I13-5_I13_06:52:00_2_18_5__C4___,07:51:00,07:51:00,par_5_53,14
5_I12-5_I12_19:46:00_1_92_5__C4___,19:52:00,19:52:00,par_5_36,1
5_I13-5_I13_16:12:00_2_74_5__C4___,16:45:00,16:45:00,par_5_11,7
5_I11-5_I11_16:45:00_1_129_5__C4___,16:56:00,16:56:00,par_5_43,3
5_I11-5_I11_19:52:00_1_87_5__C4___,20:03:00,20:03:00,par_5_43,3
5_I12-5_I12_21:52:00_2_107_5__C4___,22:41:00,22:41:00,par_5_34,12
5_I12-5_I12_22:32:00_2_111_5__C4___,22:32:00,22:32:00,par_5_4,0
5_I11-5_I11_13:12:00_2_119_5__C4___,13:56:00,13:56:00,par_5_92,9
5_I13-5_I13_15:52:00_2_72_5__C4___,16:05:00,16:05:00,par_5_31,4
5_I13-5_I13_19:12:00_2_91_5__C4___,19:59:00,19:59:00,par_5_43,11
5_I11-5_I11_07:40:00_1_27_5__C4___,07:40:00,07:40:00,par_5_53,0
5_I12-5_I12_05:45:00_1_9_5__C4___,06:02:00,06:02:00,par_5_93,5
5_I11-5_I11_13:32:00_2_121_5__C4___,13:51:00,13:51:00,par_5_18,5
5_I12-5_I12_22:12:00_2_109_5__C4___,22:14:00,22:14:00,par_5_85,1
5_I13-5_I13_22:24:00_1_108_5__C4___,22:41:00,22:41:00,par_5_93,4
5_I11-5_I11_22:32:00_2_140_5__C4___,22:34:00,22:34:00,par_5_85,1
5_I11-5_I11_14:21:00_1_56_5__C4___,14:38:00,14:38:00,par_5_93,5
5_I11-5_I11_22:24:00_1_137_5__C4___,22:59:00,22:59:00,par_5_51,8
5_I11-5_I11_17:25:00_2_72_5__C4___,18:09:00,18:09:00,par_5_92,10
5_I12-5_I12_17:12:00_2_80_5__C4___,18:02:00,18:02:00,par_5_34,12
5_I13-5_I13_06:05:00_2_10_5__C4___,06:16:00,06:16:00,par_5_92,2
5_I11-5_I11_17:37:00_1_69_5__C4___,18:03:00,18:03:00,par_5_11,6
5_I12-5_I12_13:52:00_2_60_5__C4___,14:05:00,14:05:00,par_5_31,4
5_I11-5_I11_07:44:00_2_32_5__C4___,07:57:00,07:57:00,par_5_31,4
5_I11-5_I11_09:46:00_1_47_5__C4___,10:38:00,10:38:00,par_5_84,12
5_I13-5_I13_05:45:00_1_9_5__C4___,06:25:00,06:25:00,par_5_18,9
5_I13-5_I13_15:45:00_1_69_5__C4___,16:15:00,16:15:00,par_5_122,7
5_I11-5_I11_16:32:00_2_130_5__C4___,17:01:00,17:01:00,par_5_122,7
5_I12-5_I12_00:04:00_2_1_5__C4___,00:21:00,00:21:00,par_5_18,4
5_I11-5_I11_16:45:00_1_129_5__C4___,17:37:00,17:37:00,par_5_84,12
5_I12-5_I12_21:24:00_1_102_5__C4___,22:09:00,22:09:00,par_5_31,10
5_I13-5_I13_05:43:00_2_6_5__C4___,05:54:00,05:54:00,par_5_92,2
5_I13-5_I13_10:32:00_2_40_5__C4___,11:16:00,11:16:00,par_5_92,10
5_I13-5_I13_18:12:00_2_85_5__C4___,18:53:00,18:53:00,par_5_93,9
5_I12-5_I12_16:12:00_2_74_5__C4___,16:19:00,16:19:00,par_5_15,3
5_I13-5_I13_07:45:00_1_21_5__C4___,08:43:00,08:43:00,par_5_4,14
5_I11-5_I11_23:30:00_1_240_5__C4___,23:56:00,23:56:00,par_5_11,6
5_I12-5_I12_11:45:00_1_45_5__C4___,12:35:00,12:35:00,par_5_15,11
5_I13-5_I13_07:52:00_2_24_5__C4___,08:16:00,08:16:00,par_5_51,6
5_I11-5_I11_11:52:00_2_111_5__C4___,11:59:00,11:59:00,par_5_15,3
5_I11-5_I11_16:52:00_2_131_5__C4___,17:16:00,17:16:00,par_5_51,6
5_I12-5_I12_06:45:00_1_15_5__C4___,06:56:00,06:56:00,par_5_43,3
5_I12-5_I12_20:25:00_1_96_5__C4___,21:17:00,21:17:00,par_5_84,12
5_I13-5_I13_18:24:00_1_84_5__C4___,18:35:00,18:35:00,par_5_43,3
5_I13-5_I13_09:52:00_2_36_5__C4___,10:33:00,10:33:00,par_5_93,9
5_I12-5_I12_05:05:00_1_117_5__C4___,05:19:00,05:19:00,par_5_37,3
5_I11-5_I11_23:34:00_2_143_5__C4___,24:03:00,24:03:00,par_5_122,7
5_I13-5_I13_07:52:00_2_24_5__C4___,08:25:00,08:25:00,par_5_11,8
5_I13-5_I13_15:24:00_1_67_5__C4___,15:35:00,15:35:00,par_5_43,3
5_I11-5_I11_09:34:00_2_50_5__C4___,09:34:00,09:34:00,par_5_4,0
5_I12-5_I12_15:03:00_1_184_5__C4___,15:37:00,15:37:00,par_5_18,8
5_I11-5_I11_09:46:00_1_47_5__C4___,09:55:00,09:55:00,par_5_34,2
5_I12-5_I12_13:32:00_2_58_5__C4___,14:05:00,14:05:00,par_5_11,7
5_I11-5_I11_05:26:00_2_5_5__C4___,05:59:00,05:59:00,par_5_36,8
5_I13-5_I13_10:32:00_2_40_5__C4___,10:45:00,10:45:00,par_5_31,4
5_I11-5_I11_05:05:00_1_146_5__C4___,05:23:00,05:23:00,par_5_83,4
5_I11-5_I11_19:57:00_2_92_5__C4___,20:55:00,20:55:00,par_5_53,14
5_I12-5_I12_08:25:00_1_25_5__C4___,08:51:00,08:51:00,par_5_11,6
5_I11-5_I11_07:28:00_1_25_5__C4___,08:08:00,08:08:00,par_5_18,9
5_I12-5_I12_19:34:00_2_93_5__C4___,20:21:00,20:21:00,par_5_43,11
5_I11-5_I11_18:50:00_1_79_5__C4___,19:04:00,19:04:00,par_5_92,4
5_I11-5_I11_20:06:00_1_89_5__C4___,20:51:00,20:51:00,par_5_31,10
5_I13-5_I13_19:46:00_1_92_5__C4___,20:12:00,20:12:00,par_5_11,6
5_I11-5_I11_08:04:00_1_31_5__C4___,08:30:00,08:30:00,par_5_11,6
5_I13-5_I13_08:12:00_2_26_5__C4___,08:59:00,08:59:00,par_5_43,11
5_I13-5_I13_12:25:00_1_49_5__C4___,13:20:00,13:20:00,par_5_85,13
5_I11-5_I11_09:05:00_2_46_5__C4___,09:12:00,09:12:00,par_5_15,3
5_I11-5_I11_13:32:00_2_121_5__C4___,14:24:00,14:24:00,par_5_36,13
5_I11-5_I11_21:12:00_2_100_5__C4___,21:56:00,21:56:00,par_5_92,10
5_I12-5_I12_05:40:00_2_8_5__C4___,06:08:00,06:08:00,par_5_43,6
5_I13-5_I13_11:12:00_2_44_5__C4___,11:25:00,11:25:00,par_5_31,4
5_I11-5_I11_07:40:00_1_27_5__C4___,07:46:00,07:46:00,par_5_36,1
5_I12-5_I12_19:24:00_1_90_5__C4___,19:30:00,19:30:00,par_5_36,1
5_I12-5_I12_08:25:00_1_25_5__C4___,09:15:00,09:15:00,par_5_15,11
5_I12-5_I12_10:32:00_2_40_5__C4___,10:39:00,10:39:00,par_5_15,3
5_I12-5_I12_07:24:00_1_19_5__C4___,08:09:00,08:09:00,par_5_31,10
5_I12-5_I12_08:12:00_2_26_5__C4___,08:36:00,08:36:00,par_5_51,6
5_I13-5_I13_07:52:00_2_24_5__C4___,08:05:00,08:05:00,par_5_31,4
5_I13-5_I13_09:12:00_2_32_5__C4___,10:04:00,10:04:00,par_5_36,13
5_I13-5_I13_21:52:00_2_107_5__C4___,21:54:00,21:54:00,par_5_85,1
5_I11-5_I11_18:43:00_2_82_5__C4___,19:41:00,19:41:00,par_5_53,14
5_I11-5_I11_15:12:00_2_65_5__C4___,16:10:00,16:10:00,par_5_53,14
5_I11-5_I11_20:51:00_1_95_5__C4___,21:02:00,21:02:00,par_5_43,3
5_I11-5_I11_11:12:00_2_107_5__C4___,12:10:00,12:10:00,par_5_53,14
5_I11-5_I11_17:05:00_1_66_5__C4___,17:45:00,17:45:00,par_5_18,9
5_I11-5_I11_10:06:00_1_51_5__C4___,10:12:00,10:12:00,par_5_36,1
5_I11-5_I11_21:32:00_2_134_5__C4___,21:56:00,21:56:00,par_5_51,6
5_I13-5_I13_22:05:00_1_106_5__C4___,22:16:00,22:16:00,par_5_43,3
5_I13-5_I13_08:25:00_1_25_5__C4___,09:23:00,09:23:00,par_5_4,14
5_I11-5_I11_18:06:00_1_73_5__C4___,18:20:00,18:20:00,par_5_92,4
5_I13-5_I13_20:06:00_1_94_5__C4___,20:06:00,20:06:00,par_5_53,0
5_I12-5_I12_10:06:00_1_35_5__C4___,11:04:00,11:04:00,par_5_4,14
5_I11-5_I11_14:21:00_1_56_5__C4___,15:16:00,15:16:00,par_5_85,13
5_I13-5_I13_08:25:00_1_25_5__C4___,09:17:00,09:17:00,par_5_84,12
5_I11-5_I11_16:12:00_2_128_5__C4___,16:41:00,16:41:00,par_5_122,7
5_I11-5_I11_22:24:00_1_137_5__C4___,22:35:00,22:35:00,par_5_43,3
5_I12-5_I12_17:12:00_2_80_5__C4___,17:36:00,17:36:00,par_5_51,6
5_I13-5_I13_09:46:00_1_33_5__C4___,10:36:00,10:36:00,par_5_15,11
5_I13-5_I13_19:12:00_2_91_5__C4___,19:45:00,19:45:00,par_5_11,8
5_I11-5_I11_22:57:00_1_139_5__C4___,23:47:00,23:47:00,par_5_15,10
5_I11-5_I11_23:13:00_1_284_5__C4___,23:27:00,23:27:00,par_5_92,4
5_I11-5_I11_19:06:00_1_81_5__C4___,20:04:00,20:04:00,par_5_4,14
5_I11-5_I11_21:45:00_1_133_5__C4___,22:40:00,22:40:00,par_5_85,13
5_I13-5_I13_16:12:00_2_74_5__C4___,16:25:00,16:25:00,par_5_31,4
5_I11-5_I11_15:32:00_2_124_5__C4___,16:21:00,16:21:00,par_5_34,12
5_I11-5_I11_08:40:00_1_37_5__C4___,09:35:00,09:35:00,par_5_85,13
5_I12-5_I12_05:43:00_2_6_5__C4___,06:02:00,06:02:00,par_5_36,5
5_I13-5_I13_18:12:00_2_85_5__C4___,18:45:00,18:45:00,par_5_11,8
5_I13-5_I13_21:12:00_2_103_5__C4___,21:25:00,21:25:00,par_5_31,4
5_I13-5_I13_14:50:00_2_66_5__C4___,15:42:00,15:42:00,par_5_36,13
5_I11-5_I11_18:25:00_2_80_5__C4___,19:17:00,19:17:00,par_5_36,13
5_I11-5_I11_21:12:00_2_100_5__C4___,21:31:00,21:31:00,par_5_18,5
5_I12-5_I12_14:50:00_2_66_5__C4___,14:55:00,14:55:00,par_5_84,2
5_I13-5_I13_21:05:00_1_100_5__C4___,22:03:00,22:03:00,par_5_4,14
5_I12-5_I12_08:46:00_1_27_5__C4___,08:52:00,08:52:00,par_5_36,1
5_I11-5_I11_20:06:00_1_89_5__C4___,20:36:00,20:36:00,par_5_122,7
5_I11-5_I11_16:52:00_2_131_5__C4___,17:36:00,17:36:00,par_5_92,10
5_I11-5_I11_17:30:00_1_210_5__C4___,17:41:00,17:41:00,par_5_43,3
5_I11-5_I11_22:12:00_2_138_5__C4___,22:14:00,22:14:00,par_5_85,1
5_I12-5_I12_11:12:00_2_44_5__C4___,11:19:00,11:19:00,par_5_15,3
5_I12-5_I12_15:32:00_2_70_5__C4___,16:21:00,16:21:00,par_5_34,12
5_I12-5_I12_06:05:00_1_11_5__C4___,06:41:00,06:41:00,par_5_51,7
5_I11-5_I11_12:12:00_2_113_5__C4___,12:53:00,12:53:00,par_5_93,9
5_I12-5_I12_13:05:00_1_53_5__C4___,13:11:00,13:11:00,par_5_36,1
5_I11-5_I11_05:52:00_1_10_5__C4___,06:50:00,06:50:00,par_5_4,14
5_I12-5_I12_10:06:00_1_35_5__C4___,10:06:00,10:06:00,par_5_53,0
5_I11-5_I11_17:25:00_2_72_5__C4___,17:38:00,17:38:00,par_5_31,4
5_I13-5_I13_17:45:00_1_81_5__C4___,17:51:00,17:51:00,par_5_36,1
5_I11-5_I11_08:52:00_1_184_5__C4___,09:26:00,09:26:00,par_5_18,8
5_I13-5_I13_21:45:00_1_104_5__C4___,22:25:00,22:25:00,par_5_18,9
5_I13-5_I13_10:45:00_1_39_5__C4___,10:54:00,10:54:00,par_5_34,2
5_I12-5_I12_08:12:00_2_26_5__C4___,08:25:00,08:25:00,par_5_31,4
5_I12-5_I12_09:25:00_1_31_5__C4___,10:17:00,10:17:00,par_5_84,11
5_I13-5_I13_19:24:00_1_90_5__C4___,19:54:00,19:54:00,par_5_122,7
5_I11-5_I11_11:32:00_2_109_5__C4___,11:39:00,11:39:00,par_5_15,3
