DATA_REFERENCIA,DISTRICTE,EDAT,SEXE,POBLACIO
2012,DISTRICTE 1,73,Home,77
2017,DISTRICTE 1,11,Dona,212
2014,DISTRICTE 1,59,Dona,194
2013,DISTRICTE 6,54,Dona,270
2015,DISTRICTE 1,44,Home,285
2013,DISTRICTE 3,78,Dona,97
2014,DISTRICTE 1,51,Home,247
2016,DISTRICTE 4,48,Dona,320
2011,DISTRICTE 3,20,Dona,168
2017,DISTRICTE 3,27,Home,179
2011,DISTRICTE 6,92,Home,6
2015,DISTRICTE 1,37,Dona,322
2013,DISTRICTE 1,35,Home,278
2011,DISTRICTE 1,79,Home,92
2013,DISTRICTE 5,3,Dona,252
2014,DISTRICTE 3,14,Dona,169
2015,DISTRICTE 1,32,Home,254
2012,DISTRICTE 4,42,Home,367
2015,DISTRICTE 5,87,Home,58
2015,DISTRICTE 4,84,Dona,130
2015,DISTRICTE 6,19,Dona,161
2011,DISTRICTE 5,60,Dona,248
2011,DISTRICTE 1,87,Dona,101
2013,DISTRICTE 2,9,Dona,100
2015,DISTRICTE 3,76,Home,88
2017,DISTRICTE 1,94,Dona,46
2013,DISTRICTE 1,40,Dona,329
2012,DISTRICTE 6,45,Dona,288
2017,DISTRICTE 2,73,Home,42
2013,DISTRICTE 3,66,Dona,133
2013,DISTRICTE 2,4,Home,196
2012,DISTRICTE 6,40,Home,431
2011,DISTRICTE 6,23,Dona,241
2016,DISTRICTE 1,55,Dona,262
2011,DISTRICTE 3,103,Dona,1
2014,DISTRICTE 2,38,Home,279
2013,DISTRICTE 2,87,Home,20
2011,DISTRICTE 4,70,Home,156
2015,DISTRICTE 4,82,Home,93
2014,DISTRICTE 2,73,Dona,81
2014,DISTRICTE 5,58,Dona,256
2014,DISTRICTE 3,97,Dona,6
2016,DISTRICTE 3,93,Dona,16
2011,DISTRICTE 4,75,Dona,157
2017,DISTRICTE 6,76,Dona,165
2013,DISTRICTE 4,63,Home,174
2016,DISTRICTE 6,85,Dona,104
2017,DISTRICTE 6,71,Home,166
2013,DISTRICTE 2,92,Dona,15
2015,DISTRICTE 6,43,Dona,293
2013,DISTRICTE 6,66,Dona,155
2012,DISTRICTE 1,61,Home,156
2014,DISTRICTE 1,71,Dona,126
2011,DISTRICTE 2,19,Home,113
2011,DISTRICTE 2,24,Dona,156
2012,DISTRICTE 5,37,Home,496
2012,DISTRICTE 2,9,Home,124
2011,DISTRICTE 5,46,Home,321
2017,DISTRICTE 5,15,Dona,204
2016,DISTRICTE 5,6,Dona,241
2015,DISTRICTE 3,5,Home,244
2012,DISTRICTE 3,75,Dona,142
2011,DISTRICTE 3,8,Dona,157
2012,DISTRICTE 1,66,Dona,174
2017,DISTRICTE 3,3,Dona,184
2013,DISTRICTE 6,61,Home,183
2014,DISTRICTE 5,94,Home,6
2015,DISTRICTE 2,18,Home,97
2012,DISTRICTE 2,17,Dona,109
2014,DISTRICTE 6,45,Home,299
2017,DISTRICTE 3,39,Home,360
2017,DISTRICTE 1,68,Home,172
2015,DISTRICTE 5,75,Home,87
2017,DISTRICTE 2,66,Dona,76
2012,DISTRICTE 3,70,Home,98
2011,DISTRICTE 6,9,Home,221
2014,DISTRICTE 3,26,Dona,204
2013,DISTRICTE 1,28,Dona,243
2017,DISTRICTE 4,25,Dona,200
2015,DISTRICTE 3,7,Dona,189
2017,DISTRICTE 2,61,Home,72
2016,DISTRICTE 2,52,Home,125
2014,DISTRICTE 3,21,Home,172
2014,DISTRICTE 4,15,Home,210
2016,DISTRICTE 2,57,Dona,101
2012,DISTRICTE 2,92,Home,7
2015,DISTRICTE 5,80,Dona,165
2015,DISTRICTE 4,58,Home,193
2013,DISTRICTE 4,12,Dona,187
2011,DISTRICTE 1,4,Dona,214
2015,DISTRICTE 6,38,Home,430
2011,DISTRICTE 4,82,Home,68
2013,DISTRICTE 4,0,Dona,242
2015,DISTRICTE 2,35,Dona,188
2014,DISTRICTE 5,82,Home,107
2015,DISTRICTE 2,30,Home,158
2012,DISTRICTE 6,52,Home,266
2015,DISTRICTE 3,88,Home,23
2012,DISTRICTE 2,80,Home,48
2017,DISTRICTE 3,74,Dona,110
2011,DISTRICTE 2,36,Dona,183
2014,DISTRICTE 4,91,Dona,49
2014,DISTRICTE 6,59,Dona,199
2017,DISTRICTE 6,64,Dona,193
2016,DISTRICTE 4,22,Home,159
2013,DISTRICTE 4,75,Home,117
2011,DISTRICTE 1,67,Home,145
2012,DISTRICTE 1,54,Dona,199
2014,DISTRICTE 5,46,Dona,396
2013,DISTRICTE 6,73,Home,86
2016,DISTRICTE 3,23,Home,168
2013,DISTRICTE 5,60,Home,235
2016,DISTRICTE 1,43,Dona,339
2013,DISTRICTE 4,83,Dona,132
2013,DISTRICTE 6,78,Dona,138
2012,DISTRICTE 4,68,Dona,168
2015,DISTRICTE 6,38,Dona,413
2017,DISTRICTE 4,87,Dona,92
2017,DISTRICTE 6,57,Dona,270
2014,DISTRICTE 6,83,Home,84
2016,DISTRICTE 4,10,Home,216
2012,DISTRICTE 6,26,Dona,271
2017,DISTRICTE 6,52,Home,304
2012,DISTRICTE 2,29,Dona,190
2017,DISTRICTE 4,82,Home,95
2015,DISTRICTE 4,8,Dona,264
2012,DISTRICTE 5,87,Dona,85
2012,DISTRICTE 6,21,Home,209
2014,DISTRICTE 1,58,Home,183
2014,DISTRICTE 3,90,Home,18
2015,DISTRICTE 3,45,Dona,242
2017,DISTRICTE 1,18,Dona,184
2016,DISTRICTE 3,61,Home,189
2013,DISTRICTE 5,22,Home,233
2011,DISTRICTE 6,73,Dona,135
2014,DISTRICTE 4,53,Home,259
2016,DISTRICTE 4,15,Dona,194
2013,DISTRICTE 4,56,Home,206
2011,DISTRICTE 5,36,Dona,441
2012,DISTRICTE 1,23,Home,150
2015,DISTRICTE 2,68,Dona,71
2016,DISTRICTE 4,98,Dona,6
2012,DISTRICTE 3,75,Home,91
2013,DISTRICTE 4,64,Dona,203
2011,DISTRICTE 5,1,Home,317
2015,DISTRICTE 4,6,Home,260
2016,DISTRICTE 4,93,Home,17
2012,DISTRICTE 5,82,Home,94
2012,DISTRICTE 1,28,Dona,232
2013,DISTRICTE 1,28,Home,180
2013,DISTRICTE 5,105,Home,1
2017,DISTRICTE 3,86,Dona,61
2011,DISTRICTE 4,77,Home,125
2013,DISTRICTE 3,59,Dona,177
2015,DISTRICTE 5,37,Home,423
2014,DISTRICTE 6,97,Dona,4
2016,DISTRICTE 1,62,Dona,192
2012,DISTRICTE 2,100,Dona,1
2011,DISTRICTE 4,82,Dona,133
2015,DISTRICTE 2,80,Dona,66
2015,DISTRICTE 2,75,Home,38
2016,DISTRICTE 1,27,Home,152
2015,DISTRICTE 1,82,Home,81
2014,DISTRICTE 2,66,Dona,78
2016,DISTRICTE 6,47,Home,287
2011,DISTRICTE 2,0,Home,208
2011,DISTRICTE 2,5,Dona,142
2016,DISTRICTE 4,86,Dona,104
2015,DISTRICTE 5,42,Dona,374
2017,DISTRICTE 1,99,Home,1
2014,DISTRICTE 4,41,Home,397
2016,DISTRICTE 2,71,Home,67
2014,DISTRICTE 6,14,Dona,184
2014,DISTRICTE 1,70,Home,134
2016,DISTRICTE 2,76,Dona,42
2014,DISTRICTE 4,46,Dona,323
2013,DISTRICTE 2,42,Dona,145
2013,DISTRICTE 1,104,Dona,1
2011,DISTRICTE 2,88,Dona,26
2017,DISTRICTE 5,53,Dona,304
2015,DISTRICTE 4,89,Home,29
2012,DISTRICTE 6,33,Home,496
2013,DISTRICTE 3,54,Home,199
2011,DISTRICTE 1,80,Dona,146
2017,DISTRICTE 1,30,Dona,225
2013,DISTRICTE 6,73,Dona,111
2011,DISTRICTE 1,68,Dona,129
2011,DISTRICTE 6,61,Dona,191
2017,DISTRICTE 5,60,Home,226
2011,DISTRICTE 4,6,Home,231
2013,DISTRICTE 4,76,Dona,177
2015,DISTRICTE 3,57,Dona,186
2017,DISTRICTE 2,54,Home,137
2012,DISTRICTE 1,16,Dona,155
2016,DISTRICTE 2,64,Dona,79
2013,DISTRICTE 1,16,Home,190
2015,DISTRICTE 6,45,Home,326
2015,DISTRICTE 6,50,Dona,327
2014,DISTRICTE 3,33,Dona,296
2017,DISTRICTE 5,65,Dona,261
2016,DISTRICTE 3,81,Dona,87
2011,DISTRICTE 5,96,Home,1
2014,DISTRICTE 5,39,Dona,463
2014,DISTRICTE 1,78,Dona,158
2012,DISTRICTE 5,75,Dona,209
2011,DISTRICTE 4,94,Dona,15
2017,DISTRICTE 4,70,Home,142
2011,DISTRICTE 3,27,Home,236
2013,DISTRICTE 1,21,Dona,164
2011,DISTRICTE 2,12,Home,108
2012,DISTRICTE 5,70,Home,139
2013,DISTRICTE 2,61,Home,72
2012,DISTRICTE 3,63,Home,177
2012,DISTRICTE 2,42,Home,211
2011,DISTRICTE 2,17,Dona,101
2015,DISTRICTE 5,30,Dona,296
2016,DISTRICTE 4,3,Dona,214
2017,DISTRICTE 4,75,Dona,135
2017,DISTRICTE 6,45,Dona,296
2013,DISTRICTE 6,2,Dona,257
2012,DISTRICTE 3,68,Dona,159
2016,DISTRICTE 6,40,Dona,400
2012,DISTRICTE 3,56,Dona,205
2013,DISTRICTE 2,49,Home,123
2011,DISTRICTE 5,48,Dona,314
2017,DISTRICTE 1,4,Home,182
2011,DISTRICTE 6,47,Home,292
2014,DISTRICTE 5,75,Home,124
2017,DISTRICTE 4,63,Dona,196
2016,DISTRICTE 5,82,Dona,164
2013,DISTRICTE 6,85,Dona,97
2013,DISTRICTE 5,98,Dona,11
2012,DISTRICTE 3,51,Home,186
2011,DISTRICTE 4,89,Home,27
2015,DISTRICTE 1,25,Dona,176
2013,DISTRICTE 2,54,Dona,104
2012,DISTRICTE 4,30,Home,310
2017,DISTRICTE 2,42,Home,213
2014,DISTRICTE 2,78,Dona,72
2017,DISTRICTE 3,98,Dona,4
2016,DISTRICTE 1,15,Home,188
2015,DISTRICTE 4,77,Home,113
2013,DISTRICTE 6,80,Home,94
2013,DISTRICTE 5,15,Dona,194
2016,DISTRICTE 3,73,Home,81
2013,DISTRICTE 3,47,Dona,249
2013,DISTRICTE 5,10,Home,260
2011,DISTRICTE 1,60,Home,160
2011,DISTRICTE 5,84,Home,67
2014,DISTRICTE 1,90,Dona,74
2013,DISTRICTE 4,68,Home,144
2017,DISTRICTE 1,87,Home,61
2016,DISTRICTE 6,35,Home,346
2012,DISTRICTE 5,37,Dona,466
2012,DISTRICTE 4,68,Home,158
2011,DISTRICTE 2,24,Home,170
2013,DISTRICTE 4,6,Home,268
2012,DISTRICTE 5,32,Home,352
2013,DISTRICTE 1,66,Dona,175
2012,DISTRICTE 3,25,Home,220
2014,DISTRICTE 5,84,Dona,120
2017,DISTRICTE 5,15,Home,237
2012,DISTRICTE 2,54,Home,99
2017,DISTRICTE 6,7,Dona,257
2017,DISTRICTE 1,68,Dona,196
2012,DISTRICTE 3,30,Dona,296
2015,DISTRICTE 6,0,Home,212
2011,DISTRICTE 4,44,Home,298
2013,DISTRICTE 3,21,Dona,148
2012,DISTRICTE 6,59,Dona,194
2011,DISTRICTE 5,86,Dona,93
2016,DISTRICTE 1,29,Dona,208
2011,DISTRICTE 3,77,Dona,119
2017,DISTRICTE 2,16,Home,123
2014,DISTRICTE 2,64,Home,70
2017,DISTRICTE 3,84,Home,64
2011,DISTRICTE 3,72,Home,90
2015,DISTRICTE 4,58,Dona,202
2015,DISTRICTE 6,83,Home,71
2015,DISTRICTE 6,88,Dona,74
2014,DISTRICTE 3,71,Dona,118
2011,DISTRICTE 5,3,Dona,261
2016,DISTRICTE 5,89,Home,39
2014,DISTRICTE 3,66,Home,136
2015,DISTRICTE 2,30,Dona,200
2017,DISTRICTE 3,1,Home,222
2016,DISTRICTE 5,94,Dona,23
2011,DISTRICTE 1,22,Home,141
2013,DISTRICTE 6,35,Home,454
2011,DISTRICTE 3,84,Home,40
2013,DISTRICTE 6,40,Dona,358
2014,DISTRICTE 2,16,Dona,99
2015,DISTRICTE 6,5,Dona,260
2011,DISTRICTE 1,30,Dona,280
2017,DISTRICTE 5,98,Home,1
2017,DISTRICTE 2,92,Dona,24
2016,DISTRICTE 3,36,Dona,298
2017,DISTRICTE 6,19,Dona,198
2016,DISTRICTE 6,28,Dona,234
2017,DISTRICTE 6,14,Home,211
2016,DISTRICTE 5,6,Home,301
2015,DISTRICTE 3,95,Dona,9
2012,DISTRICTE 5,49,Dona,315
2011,DISTRICTE 6,35,Home,428
2013,DISTRICTE 5,60,Dona,259
2014,DISTRICTE 4,91,Home,22
2015,DISTRICTE 1,63,Dona,191
2013,DISTRICTE 4,88,Dona,60
2017,DISTRICTE 3,36,Dona,289
2014,DISTRICTE 5,1,Dona,238
2012,DISTRICTE 2,66,Home,78
2017,DISTRICTE 2,4,Home,195
2011,DISTRICTE 3,65,Dona,156
2014,DISTRICTE 2,40,Dona,139
2017,DISTRICTE 3,60,Dona,181
2016,DISTRICTE 1,53,Home,240
2012,DISTRICTE 4,11,Dona,193
2015,DISTRICTE 6,95,Home,2
2015,DISTRICTE 2,4,Home,192
2012,DISTRICTE 6,71,Dona,169
2017,DISTRICTE 6,64,Home,199
2012,DISTRICTE 2,74,Dona,66
2011,DISTRICTE 1,93,Home,13
2012,DISTRICTE 6,66,Home,184
2016,DISTRICTE 6,73,Home,107
2012,DISTRICTE 5,94,Home,3
2014,DISTRICTE 3,83,Dona,83
2015,DISTRICTE 3,19,Home,168
2012,DISTRICTE 3,18,Dona,171
2016,DISTRICTE 4,48,Home,317
2013,DISTRICTE 2,11,Home,116
2013,DISTRICTE 3,78,Home,61
2014,DISTRICTE 3,78,Home,83
2015,DISTRICTE 4,46,Dona,301
2014,DISTRICTE 5,37,Home,468
2011,DISTRICTE 5,98,Dona,4
2017,DISTRICTE 1,56,Dona,263
2012,DISTRICTE 4,94,Dona,15
2017,DISTRICTE 2,9,Dona,161
2013,DISTRICTE 2,16,Dona,115
2014,DISTRICTE 5,72,Dona,156
2016,DISTRICTE 4,53,Dona,247
2016,DISTRICTE 3,49,Home,265
2016,DISTRICTE 1,17,Dona,180
2014,DISTRICTE 2,76,Home,51
2013,DISTRICTE 6,47,Home,295
2015,DISTRICTE 4,44,Home,373
2012,DISTRICTE 1,35,Home,332
2013,DISTRICTE 2,4,Dona,200
2013,DISTRICTE 3,66,Home,120
2011,DISTRICTE 2,50,Dona,100
2017,DISTRICTE 3,96,Home,1
2016,DISTRICTE 4,41,Dona,389
2014,DISTRICTE 6,2,Dona,251
2014,DISTRICTE 5,25,Home,222
2015,DISTRICTE 3,31,Home,225
2016,DISTRICTE 4,36,Home,338
2013,DISTRICTE 3,71,Dona,98
2015,DISTRICTE 1,75,Dona,78
2017,DISTRICTE 3,48,Dona,247
2016,DISTRICTE 1,100,Dona,2
2015,DISTRICTE 1,70,Home,137
2012,DISTRICTE 4,80,Home,100
2016,DISTRICTE 2,26,Home,130
2015,DISTRICTE 5,49,Home,286
2016,DISTRICTE 1,65,Home,157
2016,DISTRICTE 6,85,Home,67
2014,DISTRICTE 4,34,Dona,331
2014,DISTRICTE 2,28,Dona,161
2015,DISTRICTE 6,12,Home,213
2012,DISTRICTE 6,83,Dona,126
2015,DISTRICTE 2,87,Home,18
2014,DISTRICTE 6,71,Home,112
2013,DISTRICTE 4,18,Home,170
2011,DISTRICTE 1,10,Home,200
2011,DISTRICTE 4,56,Dona,195
2015,DISTRICTE 3,57,Home,194
2017,DISTRICTE 1,75,Dona,140
2016,DISTRICTE 3,4,Home,208
2013,DISTRICTE 1,59,Dona,193
2013,DISTRICTE 5,79,Home,112
2016,DISTRICTE 6,66,Dona,188
2011,DISTRICTE 6,16,Dona,173
2011,DISTRICTE 1,23,Dona,183
2013,DISTRICTE 2,23,Home,130
2013,DISTRICTE 3,85,Dona,70
2015,DISTRICTE 6,95,Dona,12
2016,DISTRICTE 1,36,Dona,268
2012,DISTRICTE 2,4,Home,167
2011,DISTRICTE 1,98,Home,2
2015,DISTRICTE 2,54,Dona,104
2014,DISTRICTE 2,57,Home,86
2015,DISTRICTE 2,49,Home,176
2015,DISTRICTE 4,65,Dona,196
2014,DISTRICTE 2,92,Dona,15
2011,DISTRICTE 6,99,Dona,3
2011,DISTRICTE 3,27,Dona,236
2012,DISTRICTE 4,49,Dona,248
2017,DISTRICTE 4,30,Dona,240
2016,DISTRICTE 5,70,Home,182
2013,DISTRICTE 6,47,Dona,279
2012,DISTRICTE 1,80,Home,91
2017,DISTRICTE 6,0,Dona,190
2012,DISTRICTE 3,18,Home,150
2011,DISTRICTE 4,51,Home,213
2016,DISTRICTE 5,75,Dona,160
2015,DISTRICTE 4,63,Home,173
2017,DISTRICTE 4,25,Home,180
2013,DISTRICTE 2,99,Dona,1
2012,DISTRICTE 6,52,Dona,275
2012,DISTRICTE 3,6,Home,197
2016,DISTRICTE 1,84,Home,73
2014,DISTRICTE 5,65,Dona,276
2017,DISTRICTE 2,80,Home,25
2014,DISTRICTE 2,9,Dona,136
2012,DISTRICTE 4,37,Dona,398
2012,DISTRICTE 1,85,Dona,113
2011,DISTRICTE 1,94,Dona,18
2012,DISTRICTE 6,47,Home,315
2016,DISTRICTE 4,29,Dona,236
2011,DISTRICTE 3,39,Dona,269
2013,DISTRICTE 6,42,Home,360
2012,DISTRICTE 3,11,Dona,172
2011,DISTRICTE 3,34,Home,406
2014,DISTRICTE 4,72,Dona,144
2017,DISTRICTE 4,13,Home,212
2014,DISTRICTE 1,52,Dona,228
2015,DISTRICTE 5,94,Home,9
2011,DISTRICTE 6,2,Home,267
2016,DISTRICTE 2,45,Home,168
2017,DISTRICTE 6,83,Dona,115
2013,DISTRICTE 1,47,Dona,273
2016,DISTRICTE 6,78,Dona,127
2014,DISTRICTE 3,7,Dona,177
2011,DISTRICTE 2,31,Dona,206
2015,DISTRICTE 1,25,Home,169
2015,DISTRICTE 4,77,Dona,148
2012,DISTRICTE 3,94,Dona,9
2014,DISTRICTE 3,2,Home,205
2015,DISTRICTE 5,99,Dona,2
2017,DISTRICTE 1,87,Dona,94
2011,DISTRICTE 6,85,Home,52
2017,DISTRICTE 4,101,Dona,3
2014,DISTRICTE 6,26,Home,226
2013,DISTRICTE 3,2,Dona,197
2015,DISTRICTE 6,7,Home,288
2017,DISTRICTE 2,85,Dona,41
2015,DISTRICTE 6,12,Dona,195
2012,DISTRICTE 3,89,Home,16
2016,DISTRICTE 1,48,Dona,289
2012,DISTRICTE 2,86,Dona,57
2014,DISTRICTE 2,45,Home,156
2011,DISTRICTE 5,74,Dona,212
2017,DISTRICTE 3,10,Dona,175
2011,DISTRICTE 1,3,Home,228
2015,DISTRICTE 5,16,Dona,200
2013,DISTRICTE 4,11,Home,239
2014,DISTRICTE 3,90,Dona,37
2017,DISTRICTE 5,8,Dona,272
2011,DISTRICTE 5,39,Home,383
2016,DISTRICTE 3,24,Dona,163
2015,DISTRICTE 5,11,Home,243
2011,DISTRICTE 6,73,Home,132
2011,DISTRICTE 1,11,Dona,147
2011,DISTRICTE 4,63,Home,180
2013,DISTRICTE 4,19,Dona,169
2014,DISTRICTE 3,85,Home,33
2012,DISTRICTE 5,44,Home,379
2013,DISTRICTE 5,72,Dona,172
2015,DISTRICTE 3,0,Dona,179
2016,DISTRICTE 3,16,Home,187
2012,DISTRICTE 1,73,Dona,106
2013,DISTRICTE 6,54,Home,274
2015,DISTRICTE 6,31,Home,287
2012,DISTRICTE 6,64,Dona,181
2016,DISTRICTE 1,24,Dona,172
2016,DISTRICTE 5,82,Home,100
2017,DISTRICTE 4,18,Dona,165
2012,DISTRICTE 1,68,Home,141
2013,DISTRICTE 6,59,Dona,207
2012,DISTRICTE 6,59,Home,209
2011,DISTRICTE 6,4,Dona,253
2014,DISTRICTE 6,40,Dona,344
2015,DISTRICTE 3,69,Home,148
2017,DISTRICTE 1,61,Home,175
2011,DISTRICTE 1,86,Home,60
2013,DISTRICTE 4,94,Home,6
2014,DISTRICTE 4,79,Home,108
2017,DISTRICTE 4,6,Dona,235
2015,DISTRICTE 5,87,Dona,116
2016,DISTRICTE 4,86,Home,64
2013,DISTRICTE 4,82,Home,83
2016,DISTRICTE 2,33,Home,186
2014,DISTRICTE 6,52,Dona,247
2011,DISTRICTE 1,74,Home,96
2016,DISTRICTE 2,38,Dona,194
2014,DISTRICTE 4,84,Dona,126
2015,DISTRICTE 6,19,Home,195
2017,DISTRICTE 3,46,Home,269
2015,DISTRICTE 6,24,Dona,224
2017,DISTRICTE 2,73,Dona,61
2014,DISTRICTE 3,14,Home,192
2017,DISTRICTE 5,91,Dona,57
2015,DISTRICTE 4,51,Home,255
2014,DISTRICTE 2,21,Dona,114
2017,DISTRICTE 5,86,Home,79
2016,DISTRICTE 1,72,Home,127
2016,DISTRICTE 4,91,Dona,42
2016,DISTRICTE 3,87,Home,22
2014,DISTRICTE 5,18,Home,201
2013,DISTRICTE 5,67,Home,188
2011,DISTRICTE 5,27,Home,282
2014,DISTRICTE 5,53,Dona,300
2015,DISTRICTE 2,42,Dona,142
2015,DISTRICTE 2,37,Home,296
2014,DISTRICTE 3,102,Dona,3
2017,DISTRICTE 5,3,Home,230
2015,DISTRICTE 3,83,Dona,87
2011,DISTRICTE 2,38,Home,223
2013,DISTRICTE 3,59,Home,159
2012,DISTRICTE 2,16,Home,100
2014,DISTRICTE 3,97,Home,1
2011,DISTRICTE 2,43,Dona,117
2015,DISTRICTE 5,4,Dona,254
2012,DISTRICTE 5,56,Home,264
2013,DISTRICTE 5,29,Home,284
2014,DISTRICTE 3,45,Dona,248
2013,DISTRICTE 1,9,Dona,190
2014,DISTRICTE 3,40,Home,327
2015,DISTRICTE 1,6,Dona,210
2015,DISTRICTE 5,61,Dona,285
2015,DISTRICTE 2,4,Dona,157
2013,DISTRICTE 4,31,Dona,312
2012,DISTRICTE 5,94,Dona,24
2017,DISTRICTE 3,105,Dona,1
2012,DISTRICTE 4,11,Home,225
2014,DISTRICTE 6,78,Dona,156
2011,DISTRICTE 5,29,Dona,350
2012,DISTRICTE 6,71,Home,133
2017,DISTRICTE 2,47,Dona,142
2016,DISTRICTE 1,86,Dona,100
2012,DISTRICTE 5,89,Home,41
2011,DISTRICTE 1,48,Home,272
2014,DISTRICTE 2,7,Home,154
2013,DISTRICTE 2,61,Dona,75
2014,DISTRICTE 5,27,Dona,273
2016,DISTRICTE 5,25,Dona,220
2017,DISTRICTE 3,22,Dona,158
2016,DISTRICTE 3,62,Dona,180
2013,DISTRICTE 6,9,Home,282
2011,DISTRICTE 4,101,Home,1
2012,DISTRICTE 6,2,Dona,274
2013,DISTRICTE 5,34,Dona,411
2016,DISTRICTE 3,54,Home,175
2016,DISTRICTE 4,3,Home,236
2012,DISTRICTE 1,35,Dona,366
2011,DISTRICTE 5,65,Home,199
2014,DISTRICTE 1,97,Home,3
2013,DISTRICTE 6,92,Home,11
2014,DISTRICTE 4,34,Home,347
2011,DISTRICTE 2,50,Home,126
2015,DISTRICTE 4,39,Home,409
2014,DISTRICTE 5,15,Dona,197
2013,DISTRICTE 6,97,Dona,1
2013,DISTRICTE 4,102,Dona,1
2012,DISTRICTE 4,87,Dona,77
2017,DISTRICTE 4,68,Dona,202
2017,DISTRICTE 5,41,Home,443
2016,DISTRICTE 5,32,Home,279
2011,DISTRICTE 2,55,Dona,83
2017,DISTRICTE 1,49,Home,288
2013,DISTRICTE 3,21,Home,170
2016,DISTRICTE 5,37,Dona,422
2017,DISTRICTE 4,63,Home,198
2012,DISTRICTE 5,18,Home,205
2012,DISTRICTE 2,28,Home,181
2015,DISTRICTE 5,49,Dona,330
2017,DISTRICTE 5,46,Dona,398
2017,DISTRICTE 3,93,Dona,22
2015,DISTRICTE 6,57,Home,228
2011,DISTRICTE 5,17,Dona,202
2015,DISTRICTE 6,62,Dona,199
2014,DISTRICTE 1,20,Home,162
2017,DISTRICTE 2,35,Dona,185
2016,DISTRICTE 2,26,Dona,149
2014,DISTRICTE 3,52,Home,173
2015,DISTRICTE 2,87,Dona,44
2012,DISTRICTE 2,36,Dona,209
2017,DISTRICTE 3,58,Home,201
2016,DISTRICTE 4,79,Dona,163
2014,DISTRICTE 5,63,Home,194
2015,DISTRICTE 3,38,Dona,327
2016,DISTRICTE 4,74,Home,111
2017,DISTRICTE 6,7,Home,309
2016,DISTRICTE 3,74,Dona,101
2012,DISTRICTE 5,82,Dona,127
2013,DISTRICTE 2,73,Dona,41
2016,DISTRICTE 6,16,Home,208
2016,DISTRICTE 6,21,Dona,188
2013,DISTRICTE 5,22,Dona,201
2015,DISTRICTE 4,20,Dona,151
2013,DISTRICTE 3,92,Home,5
2015,DISTRICTE 1,101,Dona,4
2017,DISTRICTE 6,12,Dona,206
2013,DISTRICTE 1,66,Home,145
2012,DISTRICTE 6,14,Dona,193
2011,DISTRICTE 5,41,Dona,315
2011,DISTRICTE 2,62,Home,99
2017,DISTRICTE 6,95,Dona,14
2013,DISTRICTE 4,44,Home,326
2011,DISTRICTE 1,36,Home,325
2014,DISTRICTE 6,90,Dona,44
2016,DISTRICTE 6,104,Dona,1
2012,DISTRICTE 6,9,Home,219
2011,DISTRICTE 6,54,Dona,225
2017,DISTRICTE 6,90,Home,25
2011,DISTRICTE 4,44,Dona,301
2016,DISTRICTE 1,74,Dona,137
2014,DISTRICTE 2,19,Home,116
2013,DISTRICTE 2,68,Home,69
2015,DISTRICTE 4,103,Dona,1
2014,DISTRICTE 2,54,Dona,98
2013,DISTRICTE 3,9,Home,165
2014,DISTRICTE 1,32,Home,270
2012,DISTRICTE 6,97,Dona,10
2017,DISTRICTE 4,56,Dona,238
2016,DISTRICTE 5,44,Home,348
2012,DISTRICTE 5,11,Dona,215
2013,DISTRICTE 3,14,Dona,139
2011,DISTRICTE 6,42,Dona,303
2012,DISTRICTE 1,92,Home,13
2012,DISTRICTE 2,48,Dona,116
2015,DISTRICTE 6,0,Dona,210
2013,DISTRICTE 3,97,Dona,5
2016,DISTRICTE 6,28,Home,223
2016,DISTRICTE 4,67,Dona,200
2017,DISTRICTE 2,92,Home,9
2014,DISTRICTE 6,14,Home,218
2011,DISTRICTE 5,77,Home,129
2015,DISTRICTE 1,18,Dona,166
2013,DISTRICTE 1,54,Home,216
2017,DISTRICTE 4,51,Home,271
2012,DISTRICTE 5,6,Home,321
2011,DISTRICTE 3,46,Home,271
2017,DISTRICTE 5,53,Home,299
2012,DISTRICTE 4,23,Home,181
2015,DISTRICTE 1,13,Home,187
2016,DISTRICTE 2,83,Home,42
2015,DISTRICTE 4,32,Dona,289
2014,DISTRICTE 1,40,Dona,320
2014,DISTRICTE 4,13,Home,217
2013,DISTRICTE 4,16,Home,175
2016,DISTRICTE 4,55,Dona,233
2012,DISTRICTE 1,66,Home,139
2012,DISTRICTE 3,32,Home,331
2017,DISTRICTE 5,13,Dona,265
2017,DISTRICTE 6,97,Dona,4
2015,DISTRICTE 5,6,Home,289
2016,DISTRICTE 4,50,Home,282
2013,DISTRICTE 4,21,Dona,174
2012,DISTRICTE 2,69,Dona,69
2012,DISTRICTE 4,66,Dona,219
2012,DISTRICTE 6,66,Dona,164
2012,DISTRICTE 5,39,Home,416
2011,DISTRICTE 5,41,Home,389
2014,DISTRICTE 1,18,Home,170
2015,DISTRICTE 3,5,Dona,225
2016,DISTRICTE 3,21,Home,174
2012,DISTRICTE 1,71,Dona,154
2012,DISTRICTE 6,61,Home,172
2016,DISTRICTE 6,78,Home,106
2013,DISTRICTE 5,67,Dona,256
2013,DISTRICTE 1,68,Home,137
2013,DISTRICTE 2,6,Home,154
2014,DISTRICTE 6,40,Home,423
2016,DISTRICTE 1,19,Dona,165
2015,DISTRICTE 4,51,Dona,260
2017,DISTRICTE 6,92,Home,5
2017,DISTRICTE 1,61,Dona,227
2011,DISTRICTE 3,82,Home,46
