DATA_REFERENCIA,DISTRICTE,EDAT,SEXE,POBLACIO
2016,DISTRICTE 2,53,Dona,121
2014,DISTRICTE 4,64,Home,176
2011,DISTRICTE 2,20,Home,107
2014,DISTRICTE 2,86,Dona,49
2015,DISTRICTE 4,66,Home,167
2017,DISTRICTE 5,71,Home,180
2016,DISTRICTE 5,2,Home,227
2013,DISTRICTE 5,16,Dona,182
2011,DISTRICTE 2,25,Dona,153
2017,DISTRICTE 3,63,Dona,181
2014,DISTRICTE 5,33,Home,385
2013,DISTRICTE 3,77,Home,87
2013,DISTRICTE 3,82,Dona,87
2016,DISTRICTE 3,6,Dona,218
2011,DISTRICTE 5,92,Home,6
2015,DISTRICTE 4,0,Dona,204
2017,DISTRICTE 3,28,Home,189
2012,DISTRICTE 2,6,Dona,136
2017,DISTRICTE 5,76,Dona,157
2015,DISTRICTE 2,57,Dona,93
2017,DISTRICTE 1,10,Dona,199
2013,DISTRICTE 4,1,Dona,221
2014,DISTRICTE 1,50,Home,252
2012,DISTRICTE 2,1,Home,195
2012,DISTRICTE 5,76,Dona,192
2014,DISTRICTE 3,82,Home,57
2015,DISTRICTE 5,19,Dona,190
2012,DISTRICTE 4,38,Home,386
2012,DISTRICTE 5,71,Home,151
2017,DISTRICTE 1,5,Home,208
2015,DISTRICTE 3,68,Dona,131
2011,DISTRICTE 6,5,Home,243
2011,DISTRICTE 3,95,Dona,7
2013,DISTRICTE 4,96,Dona,11
2013,DISTRICTE 2,43,Dona,139
2011,DISTRICTE 1,88,Dona,95
2013,DISTRICTE 2,38,Home,238
2016,DISTRICTE 6,46,Home,318
2013,DISTRICTE 3,65,Home,139
2014,DISTRICTE 2,72,Home,39
2013,DISTRICTE 3,70,Dona,120
2013,DISTRICTE 1,36,Home,317
2016,DISTRICTE 6,51,Dona,338
2015,DISTRICTE 4,50,Dona,278
2016,DISTRICTE 3,101,Dona,1
2017,DISTRICTE 4,7,Home,253
2016,DISTRICTE 1,101,Dona,5
2017,DISTRICTE 6,60,Home,214
2011,DISTRICTE 3,7,Home,162
2017,DISTRICTE 4,90,Home,24
2011,DISTRICTE 4,69,Home,122
2016,DISTRICTE 3,22,Home,139
2011,DISTRICTE 2,32,Home,318
2011,DISTRICTE 6,84,Dona,102
2011,DISTRICTE 4,74,Dona,183
2016,DISTRICTE 4,23,Dona,172
2011,DISTRICTE 1,9,Home,181
2017,DISTRICTE 3,87,Dona,52
2013,DISTRICTE 4,17,Home,175
2012,DISTRICTE 3,83,Home,42
2017,DISTRICTE 6,65,Dona,182
2016,DISTRICTE 5,90,Dona,69
2016,DISTRICTE 4,18,Home,174
2015,DISTRICTE 2,31,Home,162
2017,DISTRICTE 4,95,Dona,19
2015,DISTRICTE 3,1,Home,193
2014,DISTRICTE 4,7,Dona,267
2012,DISTRICTE 6,67,Dona,197
2014,DISTRICTE 2,24,Dona,131
2012,DISTRICTE 3,76,Dona,126
2011,DISTRICTE 3,19,Home,173
2011,DISTRICTE 5,68,Dona,201
2012,DISTRICTE 1,65,Home,146
2014,DISTRICTE 1,62,Home,161
2014,DISTRICTE 1,67,Dona,175
2012,DISTRICTE 2,18,Dona,101
2016,DISTRICTE 5,102,Dona,1
2016,DISTRICTE 4,6,Home,258
2017,DISTRICTE 4,83,Dona,160
2011,DISTRICTE 6,72,Dona,139
2013,DISTRICTE 6,65,Dona,184
2017,DISTRICTE 4,78,Home,77
2012,DISTRICTE 3,71,Home,103
2016,DISTRICTE 6,58,Home,227
2012,DISTRICTE 4,50,Home,274
2012,DISTRICTE 5,64,Dona,190
2016,DISTRICTE 5,14,Home,235
2016,DISTRICTE 4,94,Dona,21
2014,DISTRICTE 6,41,Home,379
2015,DISTRICTE 5,76,Home,119
2015,DISTRICTE 1,48,Dona,251
2015,DISTRICTE 1,43,Home,295
2014,DISTRICTE 3,25,Dona,187
2017,DISTRICTE 5,83,Home,90
2015,DISTRICTE 6,27,Dona,235
2017,DISTRICTE 2,65,Home,66
2017,DISTRICTE 3,25,Dona,178
2012,DISTRICTE 4,88,Home,30
2017,DISTRICTE 6,22,Home,203
2015,DISTRICTE 2,76,Home,41
2015,DISTRICTE 4,38,Dona,375
2015,DISTRICTE 3,27,Home,223
2016,DISTRICTE 1,6,Dona,212
2017,DISTRICTE 4,0,Dona,166
2013,DISTRICTE 2,50,Home,149
2014,DISTRICTE 1,88,Home,46
2015,DISTRICTE 1,86,Dona,104
2013,DISTRICTE 1,86,Dona,111
2017,DISTRICTE 1,48,Dona,279
2012,DISTRICTE 3,45,Home,287
2012,DISTRICTE 2,34,Home,324
2017,DISTRICTE 6,27,Dona,207
2015,DISTRICTE 1,81,Home,87
2013,DISTRICTE 1,81,Home,88
2015,DISTRICTE 6,65,Dona,191
2011,DISTRICTE 3,57,Dona,184
2014,DISTRICTE 4,45,Dona,302
2016,DISTRICTE 5,97,Home,1
2014,DISTRICTE 2,84,Home,32
2013,DISTRICTE 4,29,Home,255
2016,DISTRICTE 4,11,Dona,245
2012,DISTRICTE 6,79,Dona,146
2011,DISTRICTE 4,24,Home,201
2016,DISTRICTE 1,89,Dona,90
2015,DISTRICTE 4,33,Home,278
2014,DISTRICTE 3,51,Dona,187
2012,DISTRICTE 6,74,Home,125
2011,DISTRICTE 4,29,Dona,305
2016,DISTRICTE 1,54,Home,245
2012,DISTRICTE 4,22,Dona,179
2016,DISTRICTE 6,39,Dona,419
2015,DISTRICTE 2,81,Dona,46
2013,DISTRICTE 6,20,Dona,206
2011,DISTRICTE 3,69,Dona,96
2017,DISTRICTE 4,71,Dona,216
2012,DISTRICTE 5,26,Dona,278
2014,DISTRICTE 6,79,Home,79
2012,DISTRICTE 4,10,Dona,211
2011,DISTRICTE 3,64,Home,121
2012,DISTRICTE 4,5,Home,272
2014,DISTRICTE 1,22,Dona,169
2014,DISTRICTE 2,36,Dona,213
2013,DISTRICTE 6,15,Home,218
2017,DISTRICTE 6,39,Dona,366
2011,DISTRICTE 1,50,Dona,246
2017,DISTRICTE 6,34,Home,280
2013,DISTRICTE 2,55,Dona,93
2013,DISTRICTE 3,27,Home,234
2012,DISTRICTE 1,27,Home,191
2013,DISTRICTE 3,32,Dona,304
2011,DISTRICTE 6,55,Home,225
2012,DISTRICTE 6,3,Home,265
2016,DISTRICTE 1,18,Dona,163
2013,DISTRICTE 6,103,Dona,2
2017,DISTRICTE 1,60,Dona,207
2014,DISTRICTE 5,9,Dona,261
2013,DISTRICTE 4,41,Home,415
2011,DISTRICTE 1,33,Home,285
2011,DISTRICTE 5,9,Home,229
2013,DISTRICTE 5,99,Dona,1
2016,DISTRICTE 6,96,Home,2
2011,DISTRICTE 4,36,Home,403
2015,DISTRICTE 1,93,Home,17
2013,DISTRICTE 1,74,Dona,105
2013,DISTRICTE 4,46,Dona,305
2011,DISTRICTE 1,38,Dona,337
2013,DISTRICTE 5,94,Home,4
2014,DISTRICTE 6,8,Home,249
2012,DISTRICTE 6,91,Dona,32
2015,DISTRICTE 5,38,Home,459
2015,DISTRICTE 2,69,Dona,74
2013,DISTRICTE 3,20,Dona,160
2015,DISTRICTE 2,64,Home,85
2014,DISTRICTE 3,63,Dona,188
2017,DISTRICTE 3,85,Home,41
2011,DISTRICTE 6,43,Home,338
2012,DISTRICTE 6,86,Home,45
2011,DISTRICTE 5,44,Dona,322
2017,DISTRICTE 2,27,Home,124
2015,DISTRICTE 3,39,Home,365
2016,DISTRICTE 3,72,Home,110
2016,DISTRICTE 2,15,Home,121
2016,DISTRICTE 4,68,Home,166
2012,DISTRICTE 3,38,Dona,294
2012,DISTRICTE 1,103,Dona,2
2013,DISTRICTE 5,11,Home,228
2014,DISTRICTE 3,58,Home,183
2015,DISTRICTE 5,43,Dona,390
2015,DISTRICTE 4,21,Home,167
2017,DISTRICTE 3,37,Dona,304
2014,DISTRICTE 6,13,Dona,199
2015,DISTRICTE 6,1,Home,224
2017,DISTRICTE 1,31,Home,217
2017,DISTRICTE 6,15,Dona,208
2013,DISTRICTE 6,27,Home,267
2013,DISTRICTE 6,32,Dona,346
2014,DISTRICTE 5,92,Dona,40
2012,DISTRICTE 3,33,Home,402
2014,DISTRICTE 5,80,Dona,179
2012,DISTRICTE 5,83,Home,77
2015,DISTRICTE 3,56,Dona,224
2012,DISTRICTE 1,15,Home,186
2017,DISTRICTE 5,64,Dona,267
2011,DISTRICTE 2,65,Home,79
2016,DISTRICTE 3,60,Home,183
2016,DISTRICTE 2,3,Home,201
2012,DISTRICTE 3,26,Dona,225
2017,DISTRICTE 5,59,Home,296
2016,DISTRICTE 4,61,Dona,204
2016,DISTRICTE 1,42,Home,322
2017,DISTRICTE 2,103,Dona,1
2011,DISTRICTE 2,70,Dona,85
2016,DISTRICTE 2,8,Dona,165
2014,DISTRICTE 4,52,Home,277
2015,DISTRICTE 3,51,Home,225
2017,DISTRICTE 2,98,Home,1
2016,DISTRICTE 5,52,Dona,309
2016,DISTRICTE 4,56,Home,203
2012,DISTRICTE 1,20,Dona,158
2014,DISTRICTE 5,45,Home,349
2014,DISTRICTE 4,57,Dona,204
2017,DISTRICTE 2,20,Dona,130
2015,DISTRICTE 6,72,Home,111
2016,DISTRICTE 2,91,Dona,26
2017,DISTRICTE 3,73,Home,110
2017,DISTRICTE 2,15,Home,102
2014,DISTRICTE 2,48,Dona,124
2014,DISTRICTE 6,96,Dona,10
2015,DISTRICTE 6,77,Dona,128
2014,DISTRICTE 6,91,Home,16
2012,DISTRICTE 2,46,Home,185
2011,DISTRICTE 6,31,Home,447
2014,DISTRICTE 3,55,Dona,228
2014,DISTRICTE 4,18,Dona,166
2014,DISTRICTE 3,50,Home,235
2012,DISTRICTE 3,35,Home,406
2016,DISTRICTE 5,21,Dona,183
2013,DISTRICTE 6,24,Dona,246
2014,DISTRICTE 5,94,Dona,22
2011,DISTRICTE 4,28,Home,268
2012,DISTRICTE 2,64,Home,65
2016,DISTRICTE 1,96,Dona,21
2012,DISTRICTE 3,40,Dona,268
2017,DISTRICTE 4,47,Dona,316
2017,DISTRICTE 5,87,Dona,95
2015,DISTRICTE 3,79,Dona,117
2013,DISTRICTE 3,31,Dona,298
2017,DISTRICTE 2,31,Dona,163
2016,DISTRICTE 6,12,Dona,191
2017,DISTRICTE 5,82,Home,105
2015,DISTRICTE 5,8,Dona,250
2017,DISTRICTE 2,26,Home,130
2011,DISTRICTE 1,46,Dona,279
2011,DISTRICTE 3,87,Dona,54
2013,DISTRICTE 6,19,Home,215
2015,DISTRICTE 1,59,Dona,220
2014,DISTRICTE 1,101,Home,1
2013,DISTRICTE 2,83,Home,35
2012,DISTRICTE 4,64,Home,176
2015,DISTRICTE 1,54,Home,223
2017,DISTRICTE 3,17,Home,188
2015,DISTRICTE 1,47,Dona,291
2016,DISTRICTE 5,99,Home,1
2012,DISTRICTE 4,52,Home,214
2015,DISTRICTE 5,77,Home,126
2011,DISTRICTE 2,40,Home,188
2013,DISTRICTE 4,92,Dona,33
2012,DISTRICTE 1,57,Home,178
2011,DISTRICTE 3,99,Dona,3
2011,DISTRICTE 1,32,Home,299
2017,DISTRICTE 6,23,Dona,187
2011,DISTRICTE 5,70,Dona,166
2012,DISTRICTE 5,53,Dona,319
2011,DISTRICTE 3,94,Home,3
2016,DISTRICTE 5,16,Home,211
2015,DISTRICTE 6,67,Home,171
2014,DISTRICTE 3,67,Dona,136
2014,DISTRICTE 3,62,Home,160
2014,DISTRICTE 1,30,Home,203
2015,DISTRICTE 6,72,Dona,145
2011,DISTRICTE 3,11,Home,185
2015,DISTRICTE 3,3,Home,208
2014,DISTRICTE 5,53,Home,292
2014,DISTRICTE 5,11,Dona,228
2013,DISTRICTE 6,31,Home,340
2016,DISTRICTE 5,28,Home,249
2012,DISTRICTE 2,76,Home,70
2013,DISTRICTE 5,44,Home,355
2017,DISTRICTE 2,14,Home,116
2015,DISTRICTE 2,96,Dona,1
2014,DISTRICTE 5,41,Home,409
2017,DISTRICTE 3,70,Dona,124
2016,DISTRICTE 1,1,Dona,166
2014,DISTRICTE 2,50,Dona,122
2014,DISTRICTE 2,92,Home,6
2016,DISTRICTE 1,43,Home,295
2015,DISTRICTE 2,91,Home,7
2012,DISTRICTE 6,81,Dona,139
2015,DISTRICTE 3,15,Home,193
2015,DISTRICTE 4,30,Dona,256
2013,DISTRICTE 3,5,Home,216
2015,DISTRICTE 1,66,Home,174
2014,DISTRICTE 6,55,Home,271
2014,DISTRICTE 4,30,Dona,237
2017,DISTRICTE 3,29,Home,230
2015,DISTRICTE 5,65,Home,214
2016,DISTRICTE 4,38,Home,376
2012,DISTRICTE 3,28,Dona,248
2015,DISTRICTE 2,8,Home,157
2012,DISTRICTE 2,7,Dona,135
2017,DISTRICTE 6,85,Dona,101
2011,DISTRICTE 4,54,Dona,202
2017,DISTRICTE 6,80,Home,88
2016,DISTRICTE 6,69,Home,148
2011,DISTRICTE 6,19,Home,209
2013,DISTRICTE 3,88,Home,19
2017,DISTRICTE 5,94,Home,9
2016,DISTRICTE 1,84,Dona,135
2015,DISTRICTE 4,28,Home,217
2014,DISTRICTE 2,9,Home,143
2014,DISTRICTE 4,25,Home,188
2017,DISTRICTE 2,19,Dona,100
2013,DISTRICTE 2,26,Dona,148
2015,DISTRICTE 5,70,Dona,217
2016,DISTRICTE 2,98,Dona,2
2011,DISTRICTE 3,4,Dona,175
2015,DISTRICTE 6,79,Home,93
2012,DISTRICTE 1,50,Dona,233
2012,DISTRICTE 1,45,Home,267
2014,DISTRICTE 1,42,Home,292
2014,DISTRICTE 6,67,Home,153
2015,DISTRICTE 2,20,Home,115
2012,DISTRICTE 6,10,Dona,202
2016,DISTRICTE 4,31,Dona,256
2013,DISTRICTE 3,76,Home,90
2014,DISTRICTE 3,74,Home,63
2016,DISTRICTE 4,26,Home,215
2013,DISTRICTE 3,81,Dona,93
2012,DISTRICTE 6,5,Home,276
2017,DISTRICTE 1,52,Dona,273
2017,DISTRICTE 3,58,Dona,224
2014,DISTRICTE 6,69,Dona,195
2014,DISTRICTE 2,38,Dona,203
2016,DISTRICTE 1,13,Dona,190
2016,DISTRICTE 3,33,Home,295
2013,DISTRICTE 1,44,Home,295
2016,DISTRICTE 1,55,Home,217
2014,DISTRICTE 2,80,Home,53
2011,DISTRICTE 6,95,Dona,2
2012,DISTRICTE 6,93,Dona,17
2016,DISTRICTE 2,93,Home,3
2013,DISTRICTE 4,28,Home,240
2015,DISTRICTE 4,42,Dona,390
2012,DISTRICTE 4,78,Dona,174
2011,DISTRICTE 1,20,Home,170
2014,DISTRICTE 3,5,Dona,227
2017,DISTRICTE 2,64,Dona,92
2012,DISTRICTE 6,88,Home,24
2014,DISTRICTE 4,68,Dona,214
2014,DISTRICTE 6,93,Home,7
2013,DISTRICTE 5,94,Dona,26
2017,DISTRICTE 4,97,Dona,5
2013,DISTRICTE 2,38,Dona,183
2017,DISTRICTE 6,47,Dona,312
2013,DISTRICTE 2,33,Home,273
2013,DISTRICTE 5,89,Home,37
2017,DISTRICTE 6,42,Home,403
2013,DISTRICTE 3,50,Home,208
2017,DISTRICTE 4,92,Home,20
2016,DISTRICTE 3,71,Home,118
2017,DISTRICTE 1,28,Dona,222
2016,DISTRICTE 4,102,Dona,1
2013,DISTRICTE 3,55,Dona,195
2014,DISTRICTE 1,68,Home,138
2014,DISTRICTE 4,63,Home,177
2011,DISTRICTE 6,83,Dona,104
2013,DISTRICTE 5,6,Home,264
2015,DISTRICTE 2,58,Dona,88
2016,DISTRICTE 2,10,Home,150
2016,DISTRICTE 1,31,Home,213
2011,DISTRICTE 4,4,Home,280
2015,DISTRICTE 4,16,Home,208
2013,DISTRICTE 4,54,Dona,234
2015,DISTRICTE 2,53,Home,99
2012,DISTRICTE 5,72,Home,95
2011,DISTRICTE 4,9,Dona,213
2012,DISTRICTE 1,90,Home,36
2016,DISTRICTE 3,2,Dona,189
2017,DISTRICTE 1,26,Home,196
2012,DISTRICTE 2,102,Dona,1
2014,DISTRICTE 6,10,Home,277
2011,DISTRICTE 6,0,Dona,266
2015,DISTRICTE 5,27,Home,252
2013,DISTRICTE 6,0,Dona,251
2016,DISTRICTE 4,19,Dona,180
2011,DISTRICTE 4,92,Dona,29
2015,DISTRICTE 2,70,Dona,87
2011,DISTRICTE 3,49,Dona,197
2012,DISTRICTE 1,95,Dona,12
2015,DISTRICTE 1,97,Dona,14
2012,DISTRICTE 2,90,Dona,21
2016,DISTRICTE 2,3,Dona,137
2015,DISTRICTE 1,92,Home,13
2012,DISTRICTE 4,102,Home,1
2016,DISTRICTE 6,57,Home,268
2013,DISTRICTE 4,40,Home,401
2015,DISTRICTE 2,65,Home,73
2015,DISTRICTE 5,32,Dona,315
2011,DISTRICTE 5,5,Home,317
2016,DISTRICTE 6,62,Dona,209
2016,DISTRICTE 2,81,Home,53
2012,DISTRICTE 1,12,Dona,146
2014,DISTRICTE 6,24,Dona,207
2014,DISTRICTE 5,3,Home,273
2017,DISTRICTE 4,9,Home,279
2012,DISTRICTE 3,59,Home,181
2016,DISTRICTE 2,86,Dona,37
2011,DISTRICTE 2,73,Home,57
2014,DISTRICTE 4,56,Dona,233
2014,DISTRICTE 1,80,Home,92
2012,DISTRICTE 1,7,Home,224
2017,DISTRICTE 5,63,Dona,274
2015,DISTRICTE 3,53,Home,175
2016,DISTRICTE 5,54,Dona,342
2012,DISTRICTE 4,33,Dona,345
2016,DISTRICTE 4,14,Home,247
2011,DISTRICTE 2,78,Dona,106
2013,DISTRICTE 1,94,Dona,27
2017,DISTRICTE 1,40,Dona,355
2013,DISTRICTE 1,89,Home,33
2011,DISTRICTE 1,58,Dona,205
2011,DISTRICTE 6,71,Dona,115
2017,DISTRICTE 1,90,Dona,76
2014,DISTRICTE 5,101,Home,2
2011,DISTRICTE 4,16,Home,167
2017,DISTRICTE 5,70,Home,177
2017,DISTRICTE 3,20,Dona,156
2017,DISTRICTE 3,62,Home,189
2013,DISTRICTE 4,66,Dona,150
2015,DISTRICTE 3,67,Dona,147
2011,DISTRICTE 4,21,Dona,172
2016,DISTRICTE 3,14,Dona,154
2014,DISTRICTE 1,11,Dona,198
2014,DISTRICTE 6,36,Dona,374
2011,DISTRICTE 5,29,Home,331
2012,DISTRICTE 3,47,Home,266
2013,DISTRICTE 2,45,Home,155
2014,DISTRICTE 2,0,Dona,155
2016,DISTRICTE 2,74,Dona,55
2017,DISTRICTE 4,2,Dona,201
2013,DISTRICTE 1,6,Home,244
2014,DISTRICTE 2,42,Home,195
2013,DISTRICTE 5,82,Dona,137
2017,DISTRICTE 5,75,Dona,155
2015,DISTRICTE 5,103,Dona,1
2015,DISTRICTE 4,80,Dona,135
2015,DISTRICTE 6,60,Dona,198
2014,DISTRICTE 3,43,Dona,246
2012,DISTRICTE 5,65,Dona,229
2012,DISTRICTE 1,83,Dona,115
2016,DISTRICTE 3,97,Dona,4
2017,DISTRICTE 6,30,Home,236
2014,DISTRICTE 1,94,Dona,28
2011,DISTRICTE 6,69,Home,82
2012,DISTRICTE 5,60,Home,238
2011,DISTRICTE 2,2,Home,185
2014,DISTRICTE 4,75,Home,92
2015,DISTRICTE 5,20,Dona,181
2013,DISTRICTE 6,7,Home,249
2013,DISTRICTE 3,38,Home,338
2015,DISTRICTE 2,46,Dona,126
2013,DISTRICTE 6,12,Dona,196
2015,DISTRICTE 5,15,Home,201
2017,DISTRICTE 4,85,Dona,117
2013,DISTRICTE 3,43,Dona,257
2017,DISTRICTE 6,35,Dona,319
2014,DISTRICTE 1,92,Home,22
2015,DISTRICTE 4,4,Home,245
2016,DISTRICTE 4,76,Home,66
2011,DISTRICTE 2,85,Home,20
2016,DISTRICTE 6,50,Dona,281
2017,DISTRICTE 1,14,Home,212
2011,DISTRICTE 2,90,Dona,16
2011,DISTRICTE 6,57,Home,211
2011,DISTRICTE 5,58,Dona,258
2016,DISTRICTE 3,0,Home,222
2017,DISTRICTE 2,38,Home,264
2013,DISTRICTE 6,95,Dona,13
2011,DISTRICTE 4,99,Home,1
2012,DISTRICTE 1,0,Dona,213
2016,DISTRICTE 5,61,Home,257
2014,DISTRICTE 1,23,Dona,158
2011,DISTRICTE 5,17,Home,203
2016,DISTRICTE 3,83,Home,67
2016,DISTRICTE 5,66,Dona,223
2013,DISTRICTE 1,82,Dona,143
2012,DISTRICTE 6,43,Dona,291
2012,DISTRICTE 3,52,Dona,207
2012,DISTRICTE 2,26,Home,159
2016,DISTRICTE 2,22,Dona,102
2012,DISTRICTE 5,27,Dona,287
2013,DISTRICTE 6,81,Dona,136
2011,DISTRICTE 2,59,Dona,75
2012,DISTRICTE 5,22,Home,207
2017,DISTRICTE 5,30,Dona,272
2017,DISTRICTE 5,25,Home,230
2017,DISTRICTE 2,57,Dona,107
2013,DISTRICTE 6,76,Home,99
2017,DISTRICTE 1,33,Home,208
2011,DISTRICTE 1,58,Home,159
2012,DISTRICTE 6,81,Home,96
2017,DISTRICTE 6,35,Home,311
2014,DISTRICTE 5,37,Dona,432
2014,DISTRICTE 5,79,Home,128
2017,DISTRICTE 3,32,Dona,246
2016,DISTRICTE 3,52,Dona,214
2014,DISTRICTE 1,4,Home,203
2017,DISTRICTE 3,74,Home,79
2012,DISTRICTE 2,52,Dona,90
2011,DISTRICTE 5,96,Dona,11
2015,DISTRICTE 3,22,Dona,173
2015,DISTRICTE 4,23,Home,159
2013,DISTRICTE 4,47,Dona,284
2014,DISTRICTE 3,36,Home,373
2013,DISTRICTE 5,44,Dona,358
2015,DISTRICTE 5,65,Dona,220
2016,DISTRICTE 2,17,Home,106
2015,DISTRICTE 1,2,Dona,207
2012,DISTRICTE 1,45,Dona,279
2016,DISTRICTE 2,93,Dona,13
2015,DISTRICTE 2,20,Dona,112
2014,DISTRICTE 1,87,Home,52
2011,DISTRICTE 5,55,Home,267
2011,DISTRICTE 5,13,Dona,192
2015,DISTRICTE 2,15,Home,108
2016,DISTRICTE 5,42,Home,422
2016,DISTRICTE 3,40,Dona,278
2013,DISTRICTE 1,82,Home,67
2016,DISTRICTE 5,47,Dona,359
2013,DISTRICTE 4,35,Dona,424
2013,DISTRICTE 3,31,Home,312
2012,DISTRICTE 2,38,Home,253
2017,DISTRICTE 1,47,Dona,260
2011,DISTRICTE 4,28,Dona,290
2014,DISTRICTE 1,18,Dona,155
2011,DISTRICTE 3,68,Home,89
2014,DISTRICTE 6,74,Dona,112
2016,DISTRICTE 3,38,Home,363
2016,DISTRICTE 1,8,Dona,196
2016,DISTRICTE 4,69,Dona,144
2016,DISTRICTE 1,50,Home,269
2016,DISTRICTE 4,64,Home,169
2014,DISTRICTE 1,16,Home,172
2017,DISTRICTE 4,47,Home,342
2013,DISTRICTE 2,83,Dona,47
2012,DISTRICTE 4,21,Dona,191
2011,DISTRICTE 2,66,Home,68
2016,DISTRICTE 4,52,Home,252
2013,DISTRICTE 6,19,Dona,174
2017,DISTRICTE 6,99,Dona,2
2012,DISTRICTE 2,64,Dona,82
2012,DISTRICTE 3,40,Home,346
2011,DISTRICTE 4,23,Home,179
2011,DISTRICTE 2,71,Dona,44
2016,DISTRICTE 6,83,Home,76
2017,DISTRICTE 5,37,Home,334
2013,DISTRICTE 3,36,Dona,325
2012,DISTRICTE 6,24,Dona,247
2016,DISTRICTE 2,10,Dona,129
2015,DISTRICTE 1,9,Home,193
2012,DISTRICTE 5,15,Dona,178
2012,DISTRICTE 4,7,Home,230
2013,DISTRICTE 1,75,Dona,143
2013,DISTRICTE 3,19,Home,150
2016,DISTRICTE 5,54,Home,295
2013,DISTRICTE 1,70,Home,110
2013,DISTRICTE 3,24,Dona,187
2015,DISTRICTE 4,99,Dona,4
2017,DISTRICTE 6,28,Dona,238
2015,DISTRICTE 3,41,Home,319
2017,DISTRICTE 6,23,Home,207
2016,DISTRICTE 6,12,Home,265
2011,DISTRICTE 6,38,Dona,346
2015,DISTRICTE 1,85,Dona,107
2014,DISTRICTE 2,23,Home,117
2013,DISTRICTE 2,0,Dona,149
2015,DISTRICTE 1,80,Home,71
2012,DISTRICTE 4,90,Home,24
2016,DISTRICTE 4,57,Dona,239
2015,DISTRICTE 5,39,Home,438
2011,DISTRICTE 2,78,Home,58
2014,DISTRICTE 3,62,Dona,172
2011,DISTRICTE 4,35,Home,408
2016,DISTRICTE 5,59,Dona,286
2011,DISTRICTE 3,61,Dona,141
2012,DISTRICTE 1,19,Home,164
2016,DISTRICTE 6,95,Home,4
2011,DISTRICTE 4,40,Dona,324
2014,DISTRICTE 1,30,Dona,220
2015,DISTRICTE 2,77,Home,51
2011,DISTRICTE 3,56,Home,196
2017,DISTRICTE 5,75,Home,119
2017,DISTRICTE 1,85,Dona,129
2016,DISTRICTE 3,14,Home,137
2011,DISTRICTE 4,66,Dona,180
2012,DISTRICTE 1,76,Home,107
2014,DISTRICTE 1,56,Dona,208
2011,DISTRICTE 6,26,Dona,280
2012,DISTRICTE 6,36,Dona,411
2012,DISTRICTE 6,31,Home,402
2016,DISTRICTE 1,46,Dona,265
2014,DISTRICTE 4,11,Dona,217
2011,DISTRICTE 3,23,Dona,207
2012,DISTRICTE 3,90,Dona,27
2013,DISTRICTE 2,95,Dona,3
2016,DISTRICTE 1,88,Home,47
2013,DISTRICTE 2,90,Home,8
2013,DISTRICTE 4,66,Home,150
2015,DISTRICTE 2,39,Home,265
2011,DISTRICTE 3,18,Home,166
2011,DISTRICTE 1,96,Dona,21
2014,DISTRICTE 1,54,Home,213
2017,DISTRICTE 1,83,Home,88
2017,DISTRICTE 3,24,Home,166
2012,DISTRICTE 4,59,Dona,194
2012,DISTRICTE 3,85,Home,35
2017,DISTRICTE 2,76,Home,56
2016,DISTRICTE 2,67,Home,96
2017,DISTRICTE 4,40,Dona,379
2013,DISTRICTE 6,57,Dona,245
2011,DISTRICTE 4,61,Home,175
2015,DISTRICTE 4,73,Home,111
2017,DISTRICTE 4,35,Home,268
2017,DISTRICTE 1,14,Dona,187
2016,DISTRICTE 6,0,Home,205
2017,DISTRICTE 6,68,Home,173
2013,DISTRICTE 3,69,Dona,157
2016,DISTRICTE 3,90,Dona,49
2011,DISTRICTE 1,84,Dona,123
2016,DISTRICTE 6,5,Dona,234
2014,DISTRICTE 2,76,Dona,58
2015,DISTRICTE 5,84,Home,89
2011,DISTRICTE 6,12,Home,218
2016,DISTRICTE 1,17,Home,165
2013,DISTRICTE 5,6,Dona,245
2016,DISTRICTE 2,55,Home,122
2015,DISTRICTE 4,4,Dona,231
2015,DISTRICTE 1,40,Dona,339
2017,DISTRICTE 6,73,Dona,167
2016,DISTRICTE 5,66,Home,210
2015,DISTRICTE 1,35,Home,261
2012,DISTRICTE 4,45,Home,302
2015,DISTRICTE 4,87,Dona,86
2011,DISTRICTE 2,21,Dona,103
2013,DISTRICTE 1,37,Dona,353
2014,DISTRICTE 3,17,Dona,142
2016,DISTRICTE 6,88,Dona,67
2013,DISTRICTE 1,32,Home,272
2017,DISTRICTE 1,97,Dona,18
2014,DISTRICTE 3,12,Home,144
2015,DISTRICTE 5,89,Dona,87
2011,DISTRICTE 6,95,Home,2
2013,DISTRICTE 2,7,Home,153
2014,DISTRICTE 6,36,Home,445
2012,DISTRICTE 1,69,Dona,127
2012,DISTRICTE 3,2,Home,265
2016,DISTRICTE 1,58,Dona,205
2012,DISTRICTE 1,64,Home,165
2014,DISTRICTE 2,35,Home,297
2016,DISTRICTE 1,100,Home,1
2015,DISTRICTE 6,22,Dona,203
2012,DISTRICTE 6,43,Home,313
2014,DISTRICTE 4,18,Home,176
2017,DISTRICTE 2,69,Dona,76
2017,DISTRICTE 5,18,Dona,201
2017,DISTRICTE 2,64,Home,68
2015,DISTRICTE 5,1,Home,222
2012,DISTRICTE 2,14,Dona,93
2011,DISTRICTE 1,1,Dona,206
2011,DISTRICTE 4,73,Home,122
2012,DISTRICTE 5,34,Home,454
