DATA_REFERENCIA,DISTRICTE,BARRI,PAIS_PROCEDENCIA,PROVINCIA_PROCEDENCIA,POBLACIO
2012,DISTRICTE 2,CA N ANGLADA                  ,ESPANYA                       ,TARRAGONA,31
2012,DISTRICTE 2,CA N ANGLADA                  ,ESPANYA                       ,VALENCIA,10
2012,DISTRICTE 2,CA N ANGLADA                  ,ESPANYA                       ,VALLADOLID,1
2012,DISTRICTE 2,CA N ANGLADA                  ,ESPANYA                       ,ZAMORA,2
2012,DISTRICTE 2,CA N ANGLADA                  ,"ESTATS UNITS D AMÈRICA, ELS   ", ,2
2012,DISTRICTE 2,CA N ANGLADA                  ,FRANÇA                        , ,4
2012,DISTRICTE 2,CA N ANGLADA                  ,"GUINEA EQUATORIAL, LA         ", ,2
2012,DISTRICTE 2,CA N ANGLADA                  ,HONDURES                      , ,4
2012,DISTRICTE 2,CA N ANGLADA                  ,ITÀLIA                        , ,9
2012,DISTRICTE 2,CA N ANGLADA                  ,"MARROC, EL                    ", ,63
2012,DISTRICTE 2,CA N ANGLADA                  ,MÈXIC                         , ,1
2012,DISTRICTE 2,CA N ANGLADA                  ,NIGÈRIA                       , ,1
2012,DISTRICTE 2,CA N ANGLADA                  ,"PAÏSOS BAIXOS, ELS            ", ,1
2012,DISTRICTE 2,CA N ANGLADA                  ,"PAKISTAN, EL                  ", ,7
2012,DISTRICTE 2,CA N ANGLADA                  ,"PARAGUAI, EL                  ", ,2
2012,DISTRICTE 2,CA N ANGLADA                  ,PORTUGAL                      , ,1
2012,DISTRICTE 2,CA N ANGLADA                  ,"REPÚBLICA DOMINICANA, LA      ", ,9
2012,DISTRICTE 2,CA N ANGLADA                  ,ROMANIA                       , ,14
2012,DISTRICTE 2,CA N ANGLADA                  ,RÚSSIA                        , ,2
2012,DISTRICTE 2,CA N ANGLADA                  ,"SENEGAL, EL                   ", ,7
2012,DISTRICTE 2,CA N ANGLADA                  ,SUÈCIA                        , ,1
2012,DISTRICTE 2,CA N ANGLADA                  ,TUNÍSIA                       , ,1
2012,DISTRICTE 2,CA N ANGLADA                  ,XILE                          , ,1
2012,DISTRICTE 2,CA N ANGLADA                  ,"XINA, LA                      ", ,2
2012,DISTRICTE 2,DISSEMINATS                   ,ESPANYA                       , ,1
2012,DISTRICTE 2,DISSEMINATS                   ,ESPANYA                       ,BARCELONA,1
2012,DISTRICTE 2,MONTSERRAT                    ,ANDORRA                       , ,3
2012,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       , ,55
2012,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,BARCELONA,32
2012,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,GRANADA,1
2012,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,LLEIDA,4
2012,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,MADRID,1
2012,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,MURCIA,1
2012,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,OSCA,3
2012,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,TARRAGONA,12
2012,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,VALENCIA,1
2012,DISTRICTE 2,MONTSERRAT                    ,FRANÇA                        , ,1
2012,DISTRICTE 2,MONTSERRAT                    ,ITÀLIA                        , ,1
2012,DISTRICTE 2,MONTSERRAT                    ,"MARROC, EL                    ", ,7
2012,DISTRICTE 2,MONTSERRAT                    ,"REPÚBLICA DOMINICANA, LA      ", ,4
2012,DISTRICTE 2,MONTSERRAT                    ,ROMANIA                       , ,2
2012,DISTRICTE 2,MONTSERRAT                    ,"SENEGAL, EL                   ", ,2
2012,DISTRICTE 2,TORRE-SANA                    ,ALEMANYA                      , ,1
2012,DISTRICTE 2,TORRE-SANA                    ,ANDORRA                       , ,1
2012,DISTRICTE 2,TORRE-SANA                    ,"ARGENTINA, L                  ", ,2
2012,DISTRICTE 2,TORRE-SANA                    ,BOLÍVIA                       , ,1
2012,DISTRICTE 2,TORRE-SANA                    ,COLÒMBIA                      , ,2
2012,DISTRICTE 2,TORRE-SANA                    ,EL SALVADOR                   , ,3
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       , ,265
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,ALACANT,1
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,ALMERIA,1
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,BADAJOZ,5
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,BARCELONA,201
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,BISCAIA,1
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,CORDOBA,2
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,GIRONA,13
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,HUELVA,1
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,LLEIDA,1
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,LLEO,1
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,MADRID,8
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,MALAGA,1
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,ORENSE,1
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,OSCA,3
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,"PALMAS, LAS",2
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,SALAMANCA,3
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,SANTA CRUZ DE TENERIFE,4
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,SARAGOSSA,1
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,SORIA,2
2012,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,TARRAGONA,13
2012,DISTRICTE 2,TORRE-SANA                    ,"ESTATS UNITS D AMÈRICA, ELS   ", ,1
2012,DISTRICTE 2,TORRE-SANA                    ,"ÍNDIA, L                      ", ,1
2012,DISTRICTE 2,TORRE-SANA                    ,ITÀLIA                        , ,1
2012,DISTRICTE 2,TORRE-SANA                    ,"PAKISTAN, EL                  ", ,1
2012,DISTRICTE 2,TORRE-SANA                    ,"PARAGUAI, EL                  ", ,1
2012,DISTRICTE 2,TORRE-SANA                    ,"PERÚ, EL                      ", ,1
2012,DISTRICTE 2,TORRE-SANA                    ,"REGNE UNIT, EL                ", ,1
2012,DISTRICTE 2,TORRE-SANA                    ,"REPÚBLICA DOMINICANA, LA      ", ,4
2012,DISTRICTE 2,TORRE-SANA                    ,ROMANIA                       , ,4
2012,DISTRICTE 2,TORRE-SANA                    ,VENEÇUELA                     , ,3
2012,DISTRICTE 2,VILARDELL                     ,ESPANYA                       , ,13
2012,DISTRICTE 2,VILARDELL                     ,ESPANYA                       ,BADAJOZ,1
2012,DISTRICTE 2,VILARDELL                     ,ESPANYA                       ,BARCELONA,7
2012,DISTRICTE 2,VILARDELL                     ,ESPANYA                       ,GIRONA,1
2012,DISTRICTE 2,VILARDELL                     ,ESPANYA                       ,LLEIDA,3
2012,DISTRICTE 2,VILARDELL                     ,ESPANYA                       ,TARRAGONA,1
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       , ,47
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,ALACANT,2
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,ALMERIA,1
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,BARCELONA,35
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,BISCAIA,1
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,CADIS,1
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,CORDOBA,1
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,GIRONA,2
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,NAVARRA,1
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,"PALMAS, LAS",1
2012,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,VALENCIA,2
2012,DISTRICTE 3,CAN JOFRESA                   ,HONDURES                      , ,1
2012,DISTRICTE 3,CAN JOFRESA                   ,"PAÏSOS BAIXOS, ELS            ", ,1
2012,DISTRICTE 3,CAN JOFRESA                   ,ROMANIA                       , ,2
2012,DISTRICTE 3,CAN PALET                     ,ALEMANYA                      , ,1
2012,DISTRICTE 3,CAN PALET                     ,ANDORRA                       , ,2
2012,DISTRICTE 3,CAN PALET                     ,"ARGENTINA, L                  ", ,2
2012,DISTRICTE 3,CAN PALET                     ,BÈLGICA                       , ,3
2012,DISTRICTE 3,CAN PALET                     ,BOLÍVIA                       , ,2
2012,DISTRICTE 3,CAN PALET                     ,BULGÀRIA                      , ,3
2012,DISTRICTE 3,CAN PALET                     ,COLÒMBIA                      , ,1
2012,DISTRICTE 3,CAN PALET                     ,COSTA RICA                    , ,1
2012,DISTRICTE 3,CAN PALET                     ,CUBA                          , ,3
2012,DISTRICTE 3,CAN PALET                     ,EL SALVADOR                   , ,1
2012,DISTRICTE 3,CAN PALET                     ,"EQUADOR, L                    ", ,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       , ,446
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,ALACANT,2
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,ALBACETE,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,ALMERIA,5
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,ASTURIAS,4
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,AVILA,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,BADAJOZ,2
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,BARCELONA,305
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,CADIS,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,CANTABRIA,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,CASTELLO,3
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,CIUDAD REAL,2
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,CORDOBA,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,"CORUNYA, LA",1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,GIRONA,11
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,GRANADA,3
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,GUIPUSCOA,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,HUELVA,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,ILLES BALEARS,10
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,JAEN,5
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,LUGO,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,LLEIDA,9
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,LLEO,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,MADRID,5
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,MALAGA,12
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,MURCIA,4
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,NAVARRA,3
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,"PALMAS, LAS",2
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,"RIOJA, LA",1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,SANTA CRUZ DE TENERIFE,2
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,SARAGOSSA,8
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,SEVILLA,6
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,TARRAGONA,22
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,TEROL,1
2012,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,VALENCIA,9
2012,DISTRICTE 3,CAN PALET                     ,FRANÇA                        , ,2
2012,DISTRICTE 3,CAN PALET                     ,ITÀLIA                        , ,2
2012,DISTRICTE 3,CAN PALET                     ,"MARROC, EL                    ", ,13
2012,DISTRICTE 3,CAN PALET                     ,MÈXIC                         , ,1
2012,DISTRICTE 3,CAN PALET                     ,"PAÏSOS BAIXOS, ELS            ", ,2
2012,DISTRICTE 3,CAN PALET                     ,"PARAGUAI, EL                  ", ,1
2012,DISTRICTE 3,CAN PALET                     ,"PERÚ, EL                      ", ,3
2012,DISTRICTE 3,CAN PALET                     ,"REGNE UNIT, EL                ", ,1
2012,DISTRICTE 3,CAN PALET                     ,"REPÚBLICA DOMINICANA, LA      ", ,9
2012,DISTRICTE 3,CAN PALET                     ,ROMANIA                       , ,9
2012,DISTRICTE 3,CAN PALET                     ,RÚSSIA                        , ,3
2012,DISTRICTE 3,CAN PALET                     ,"SENEGAL, EL                   ", ,4
2012,DISTRICTE 3,CAN PALET                     ,TUNÍSIA                       , ,1
2012,DISTRICTE 3,CAN PALET                     ,"URUGUAI, L                    ", ,2
2012,DISTRICTE 3,CAN PALET                     ,VENEÇUELA                     , ,2
2012,DISTRICTE 3,CAN PALET                     ,XILE                          , ,1
2012,DISTRICTE 3,CAN PALET                     ,"XINA, LA                      ", ,1
2012,DISTRICTE 3,CAN PALET II                  ,"ARGENTINA, L                  ", ,1
2012,DISTRICTE 3,CAN PALET II                  ,BÈLGICA                       , ,1
2012,DISTRICTE 3,CAN PALET II                  ,COLÒMBIA                      , ,1
2012,DISTRICTE 3,CAN PALET II                  ,ESPANYA                       , ,23
2012,DISTRICTE 3,CAN PALET II                  ,ESPANYA                       ,BARCELONA,13
2012,DISTRICTE 3,CAN PALET II                  ,ESPANYA                       ,CADIS,1
2012,DISTRICTE 3,CAN PALET II                  ,ESPANYA                       ,GRANADA,1
2012,DISTRICTE 3,CAN PALET II                  ,ESPANYA                       ,MADRID,1
2012,DISTRICTE 3,CAN PALET II                  ,ESPANYA                       ,SARAGOSSA,4
2012,DISTRICTE 3,CAN PALET II                  ,ESPANYA                       ,TARRAGONA,3
2012,DISTRICTE 3,CAN PALET II                  ,"ÍNDIA, L                      ", ,2
2012,DISTRICTE 3,CAN PALET II                  ,"MARROC, EL                    ", ,1
2012,DISTRICTE 3,CAN PALET II                  ,"REGNE UNIT, EL                ", ,1
2012,DISTRICTE 3,CAN PALET II                  ,"SENEGAL, EL                   ", ,4
2012,DISTRICTE 3,CAN PALET II                  ,SÍRIA                         , ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,"ARGENTINA, L                  ", ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,COLÒMBIA                      , ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,CUBA                          , ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,"EQUADOR, L                    ", ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       , ,200
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,ALACANT,2
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,ALBACETE,3
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,ALMERIA,2
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,BADAJOZ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,BARCELONA,139
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,CADIS,2
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,CASTELLO,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,CIUDAD REAL,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,CONCA,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,CORDOBA,9
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,GIRONA,5
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,GRANADA,2
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,HUELVA,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,ILLES BALEARS,7
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,LLEIDA,2
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,LLEO,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,MADRID,6
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,MURCIA,2
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,NAVARRA,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,"PALMAS, LAS",2
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,SARAGOSSA,2
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,SEVILLA,2
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,SORIA,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,TARRAGONA,3
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,TEROL,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,VALLADOLID,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ITÀLIA                        , ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,"MARROC, EL                    ", ,6
2012,DISTRICTE 3,CAN PARELLADA                 ,MÈXIC                         , ,3
2012,DISTRICTE 3,CAN PARELLADA                 ,"PERÚ, EL                      ", ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,POLÒNIA                       , ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,ROMANIA                       , ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,SUÏSSA                        , ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,UCRAÏNA                       , ,2
2012,DISTRICTE 3,CAN PARELLADA                 ,"URUGUAI, L                    ", ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,"VIETNAM, EL                   ", ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,"XINA, LA                      ", ,1
2012,DISTRICTE 3,DISSEMINATS                   ,ESPANYA                       , ,1
2012,DISTRICTE 3,DISSEMINATS                   ,ESPANYA                       ,TARRAGONA,1
2012,DISTRICTE 3,GUADALHORCE                   ,COLÒMBIA                      , ,1
2012,DISTRICTE 3,GUADALHORCE                   ,"EQUADOR, L                    ", ,2
2012,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       , ,38
2012,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,ALBACETE,1
2012,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,BARCELONA,19
2012,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,GIRONA,1
2012,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,MALAGA,1
2012,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,SALAMANCA,3
2012,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,SARAGOSSA,2
2012,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,TARRAGONA,6
2012,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,TOLEDO,5
2012,DISTRICTE 3,GUADALHORCE                   ,"MARROC, EL                    ", ,2
2012,DISTRICTE 3,GUADALHORCE                   ,"PARAGUAI, EL                  ", ,1
2012,DISTRICTE 3,GUADALHORCE                   ,"SENEGAL, EL                   ", ,2
2012,DISTRICTE 3,LES FONTS                     ,BOLÍVIA                       , ,1
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       , ,117
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,ALMERIA,1
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,BARCELONA,97
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,CASTELLO,1
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,GIRONA,2
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,ILLES BALEARS,1
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,LLEIDA,3
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,MURCIA,1
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,SANTA CRUZ DE TENERIFE,4
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,SEVILLA,2
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,TARRAGONA,3
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,VALENCIA,2
2012,DISTRICTE 3,LES FONTS                     ,"ESTATS UNITS D AMÈRICA, ELS   ", ,1
2012,DISTRICTE 3,LES FONTS                     ,"PAÏSOS BAIXOS, ELS            ", ,1
2012,DISTRICTE 3,LES FONTS                     ,XILE                          , ,1
2012,DISTRICTE 3,P.I. SANTA EULÀLIA            ,ESPANYA                       , ,8
2012,DISTRICTE 3,P.I. SANTA EULÀLIA            ,ESPANYA                       ,BARCELONA,4
2012,DISTRICTE 3,P.I. SANTA EULÀLIA            ,ESPANYA                       ,CASTELLO,1
2012,DISTRICTE 3,P.I. SANTA EULÀLIA            ,ESPANYA                       ,ILLES BALEARS,1
2012,DISTRICTE 3,P.I. SANTA EULÀLIA            ,ESPANYA                       ,LLEIDA,1
2012,DISTRICTE 3,P.I. SANTA EULÀLIA            ,ESPANYA                       ,MALAGA,1
2012,DISTRICTE 3,P.I. SANTA EULÀLIA            ,"MARROC, EL                    ", ,1
2012,DISTRICTE 3,SEGLE XX                      ,ALEMANYA                      , ,3
2012,DISTRICTE 3,SEGLE XX                      ,BOLÍVIA                       , ,1
2012,DISTRICTE 3,SEGLE XX                      ,"BRASIL, EL                    ", ,2
2012,DISTRICTE 3,SEGLE XX                      ,EL SALVADOR                   , ,1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       , ,290
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,ALBACETE,3
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,ALMERIA,2
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,ASTURIAS,1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,BADAJOZ,2
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,BARCELONA,229
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,CADIS,1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,CORDOBA,1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,GIRONA,5
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,GRANADA,1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,ILLES BALEARS,7
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,LLEIDA,2
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,LLEO,7
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,MADRID,8
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,MELILLA,1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,PALENCIA,1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,"PALMAS, LAS",1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,"RIOJA, LA",1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,SALAMANCA,2
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,SANTA CRUZ DE TENERIFE,2
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,SARAGOSSA,1
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,TARRAGONA,7
2012,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,VALENCIA,5
2012,DISTRICTE 3,SEGLE XX                      ,FRANÇA                        , ,3
2012,DISTRICTE 3,SEGLE XX                      ,GUATEMALA                     , ,1
2012,DISTRICTE 3,SEGLE XX                      ,ITÀLIA                        , ,2
2012,DISTRICTE 3,SEGLE XX                      ,"MARROC, EL                    ", ,1
2012,DISTRICTE 3,SEGLE XX                      ,MÈXIC                         , ,2
2012,DISTRICTE 3,SEGLE XX                      ,"PARAGUAI, EL                  ", ,1
2012,DISTRICTE 3,SEGLE XX                      ,ROMANIA                       , ,2
2012,DISTRICTE 3,SEGLE XX                      ,SÍRIA                         , ,4
2012,DISTRICTE 3,SEGLE XX                      ,VENEÇUELA                     , ,5
2012,DISTRICTE 3,SEGLE XX                      ,XILE                          , ,1
2012,DISTRICTE 3,XÚQUER                        ,COLÒMBIA                      , ,1
2012,DISTRICTE 3,XÚQUER                        ,"EQUADOR, L                    ", ,1
2012,DISTRICTE 3,XÚQUER                        ,ESPANYA                       , ,36
2012,DISTRICTE 3,XÚQUER                        ,ESPANYA                       ,BARCELONA,29
2012,DISTRICTE 3,XÚQUER                        ,ESPANYA                       ,CASTELLO,1
2012,DISTRICTE 3,XÚQUER                        ,ESPANYA                       ,CORDOBA,2
2012,DISTRICTE 3,XÚQUER                        ,ESPANYA                       ,GIRONA,1
2012,DISTRICTE 3,XÚQUER                        ,ESPANYA                       ,MADRID,1
2012,DISTRICTE 3,XÚQUER                        ,ESPANYA                       ,PONTEVEDRA,1
2012,DISTRICTE 3,XÚQUER                        ,ESPANYA                       ,TARRAGONA,1
2012,DISTRICTE 4,CA N AURELL                   ,ALEMANYA                      , ,2
2012,DISTRICTE 4,CA N AURELL                   ,ANDORRA                       , ,2
2012,DISTRICTE 4,CA N AURELL                   ,"ARGENTINA, L                  ", ,8
2012,DISTRICTE 4,CA N AURELL                   ,ARMÈNIA                       , ,2
2012,DISTRICTE 4,CA N AURELL                   ,BÈLGICA                       , ,2
2012,DISTRICTE 4,CA N AURELL                   ,BOLÍVIA                       , ,2
2012,DISTRICTE 4,CA N AURELL                   ,"BRASIL, EL                    ", ,7
2012,DISTRICTE 4,CA N AURELL                   ,BULGÀRIA                      , ,2
2012,DISTRICTE 4,CA N AURELL                   ,"CANADÀ, EL                    ", ,3
2012,DISTRICTE 4,CA N AURELL                   ,COLÒMBIA                      , ,4
2012,DISTRICTE 4,CA N AURELL                   ,COREA DEL SUD                 , ,1
2012,DISTRICTE 4,CA N AURELL                   ,EL SALVADOR                   , ,2
2012,DISTRICTE 4,CA N AURELL                   ,"EQUADOR, L                    ", ,2
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       , ,553
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,ALACANT,5
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,ALBACETE,1
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,ALMERIA,3
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,BADAJOZ,4
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,BARCELONA,423
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,BISCAIA,2
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,CADIS,4
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,CANTABRIA,1
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,CASTELLO,3
2012,DISTRICTE 4,CA N AURELL                   ,ESPANYA                       ,GIRONA,13
