ï»¿VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,SECCIO,PARTIT,NOM_PARTIT,VOTS
P,Eleccions al Parlament de Catalunya     ,2006,1,15,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,11
P,Eleccions al Parlament de Catalunya     ,2006,1,15,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,58
P,Eleccions al Parlament de Catalunya     ,2006,1,15,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,15,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,15,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,15,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,15,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,15,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,15,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,15,PP             ,Partit Popular                                    ,37
P,Eleccions al Parlament de Catalunya     ,2006,1,15,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,154
P,Eleccions al Parlament de Catalunya     ,2006,1,15,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,16,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,16,C S            ,Ciutadans-Partido de la Ciudadania                ,26
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CIU            ,Convergència i Unió                               ,384
P,Eleccions al Parlament de Catalunya     ,2006,1,16,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,16,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,6
P,Eleccions al Parlament de Catalunya     ,2006,1,16,ERC            ,Esquerra Republicana de Catalunya                 ,229
P,Eleccions al Parlament de Catalunya     ,2006,1,16,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,6
P,Eleccions al Parlament de Catalunya     ,2006,1,16,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,113
P,Eleccions al Parlament de Catalunya     ,2006,1,16,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,16,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,3
P,Eleccions al Parlament de Catalunya     ,2006,1,16,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,16,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,16,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,16,PH             ,Partit Humanista de Catalunya                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,16,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,16,PP             ,Partit Popular                                    ,84
P,Eleccions al Parlament de Catalunya     ,2006,1,16,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,245
P,Eleccions al Parlament de Catalunya     ,2006,1,16,RC             ,Partit Republicà Català                           ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,17,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,17,C S            ,Ciutadans-Partido de la Ciudadania                ,13
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CIU            ,Convergència i Unió                               ,533
P,Eleccions al Parlament de Catalunya     ,2006,1,17,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,17,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,1,17,ERC            ,Esquerra Republicana de Catalunya                 ,176
P,Eleccions al Parlament de Catalunya     ,2006,1,17,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,6
P,Eleccions al Parlament de Catalunya     ,2006,1,17,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,144
P,Eleccions al Parlament de Catalunya     ,2006,1,17,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,17,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,17,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,17,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,17,PFIV           ,Partit Familia i Vida                             ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,17,PH             ,Partit Humanista de Catalunya                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,17,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,17,PP             ,Partit Popular                                    ,81
P,Eleccions al Parlament de Catalunya     ,2006,1,17,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,174
P,Eleccions al Parlament de Catalunya     ,2006,1,17,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,C S            ,Ciutadans-Partido de la Ciudadania                ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,18,CIU            ,Convergència i Unió                               ,118
P,Eleccions al Parlament de Catalunya     ,2006,1,18,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,1,18,ERC            ,Esquerra Republicana de Catalunya                 ,37
P,Eleccions al Parlament de Catalunya     ,2006,1,18,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,18,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,25
P,Eleccions al Parlament de Catalunya     ,2006,1,18,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,18,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,PCPC           ,Partit Comunista de Poble de Catalunya            ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,18,PFIV           ,Partit Familia i Vida                             ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,18,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,PP             ,Partit Popular                                    ,13
P,Eleccions al Parlament de Catalunya     ,2006,1,18,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,33
P,Eleccions al Parlament de Catalunya     ,2006,1,18,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,19,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,C S            ,Ciutadans-Partido de la Ciudadania                ,13
P,Eleccions al Parlament de Catalunya     ,2006,1,19,CIU            ,Convergència i Unió                               ,154
P,Eleccions al Parlament de Catalunya     ,2006,1,19,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ERC            ,Esquerra Republicana de Catalunya                 ,63
P,Eleccions al Parlament de Catalunya     ,2006,1,19,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,9
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,45
P,Eleccions al Parlament de Catalunya     ,2006,1,19,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,19,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,PFIV           ,Partit Familia i Vida                             ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,19,PH             ,Partit Humanista de Catalunya                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,19,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,PP             ,Partit Popular                                    ,54
P,Eleccions al Parlament de Catalunya     ,2006,1,19,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,138
P,Eleccions al Parlament de Catalunya     ,2006,1,19,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,20,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,20,C S            ,Ciutadans-Partido de la Ciudadania                ,26
P,Eleccions al Parlament de Catalunya     ,2006,1,20,CIU            ,Convergència i Unió                               ,199
P,Eleccions al Parlament de Catalunya     ,2006,1,20,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,20,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,1,20,ERC            ,Esquerra Republicana de Catalunya                 ,85
P,Eleccions al Parlament de Catalunya     ,2006,1,20,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,20,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,59
P,Eleccions al Parlament de Catalunya     ,2006,1,20,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,20,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,20,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,20,PCPC           ,Partit Comunista de Poble de Catalunya            ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,20,PFIV           ,Partit Familia i Vida                             ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,20,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,20,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,20,PP             ,Partit Popular                                    ,63
P,Eleccions al Parlament de Catalunya     ,2006,1,20,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,120
P,Eleccions al Parlament de Catalunya     ,2006,1,20,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,21,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,21,C S            ,Ciutadans-Partido de la Ciudadania                ,15
P,Eleccions al Parlament de Catalunya     ,2006,1,21,CIU            ,Convergència i Unió                               ,214
P,Eleccions al Parlament de Catalunya     ,2006,1,21,DECIDEIX.CAT   ,Catalunya Decideix                                ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,21,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,3
P,Eleccions al Parlament de Catalunya     ,2006,1,21,ERC            ,Esquerra Republicana de Catalunya                 ,86
P,Eleccions al Parlament de Catalunya     ,2006,1,21,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,7
P,Eleccions al Parlament de Catalunya     ,2006,1,21,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,64
P,Eleccions al Parlament de Catalunya     ,2006,1,21,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,21,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,21,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,21,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,21,PFIV           ,Partit Familia i Vida                             ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,21,PH             ,Partit Humanista de Catalunya                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,21,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,21,PP             ,Partit Popular                                    ,43
P,Eleccions al Parlament de Catalunya     ,2006,1,21,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,165
P,Eleccions al Parlament de Catalunya     ,2006,1,21,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,22,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,22,C S            ,Ciutadans-Partido de la Ciudadania                ,24
P,Eleccions al Parlament de Catalunya     ,2006,1,22,CIU            ,Convergència i Unió                               ,333
P,Eleccions al Parlament de Catalunya     ,2006,1,22,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,22,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,2
P,Eleccions al Parlament de Catalunya     ,2006,1,22,ERC            ,Esquerra Republicana de Catalunya                 ,134
P,Eleccions al Parlament de Catalunya     ,2006,1,22,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,6
