NOM,ANY_NAIXEMENT,SEXE,TOTAL
SITA,2013,D,1
NDEYE ASTOU,2013,D,1
MARIE,2013,D,1
BRUC,2013,H,1
ISAIAS AARON,2013,H,1
AFRICA JANINE,2013,D,1
MOUAD,2013,H,1
MAMY MAREME,2013,D,1
ALAJI MAMADU,2013,H,1
NIKOLAS,2013,H,1
NONNA,2013,D,1
DUVAN,2013,H,1
AIMAR,2013,H,1
ALAE,2013,H,1
LIONEL,2013,H,1
RODAYNA,2013,D,1
ARIAN,2013,H,1
MARIEM KINDY,2013,D,1
JAD,2013,H,1
NAILEA,2013,D,1
MARWAN,2013,H,1
ARAME,2013,D,1
ANTHONY JATNIEL,2013,H,1
GRACE,2013,D,1
MIA VALENTINA,2013,D,1
IZASKUN,2013,D,1
LORENZO MAXIMILIAN,2013,H,1
SALMAN,2013,H,1
DARNELL,2013,H,1
SANTIAGO ISMAEL,2013,H,1
SAMIRA,2013,D,1
JUNO,2013,D,1
NEIL,2013,H,1
ANDREAS BENJAMIN,2013,H,1
AWA,2013,D,1
SARAH OROBOSA,2013,D,1
GIORGIO,2013,H,1
YILIN,2013,D,1
NEREA LUZMILA,2013,D,1
JUNHONG,2013,H,1
AHLAM,2013,H,1
BLANCA,2013,D,1
YOUNES,2013,H,1
EMMMA,2013,D,1
LAIA VALENTINA,2013,D,1
PRINCESA OSAHENRUEMWEN,2013,D,1
DOAA,2013,D,1
OSSAMA,2013,H,1
MALAKE,2013,D,1
IU NATANAEL,2013,H,1
PILAR,2013,D,1
YASMIN,2013,H,1
SALIMA,2013,D,1
MEHDI,2013,H,1
DAN,2013,H,1
RETAL,2013,D,1
KATHERINE ELENA,2013,D,1
DERECK SEBASTIAN,2013,H,1
CHRISTIAN FABIAN,2013,H,1
HUG,2013,H,1
DARYL,2013,H,1
GABRIEL,2013,H,1
DYLAN ARTURO,2013,H,1
OSCAR EDUARDO,2013,H,1
RABAB,2013,D,1
JOB,2013,H,1
CARLES,2013,H,1
KEISSY ANTONELLA,2013,D,1
HARON,2013,H,1
JEREMY,2013,H,1
ZIYAD,2013,H,1
JUAN ENRIQUE,2013,H,1
OMAIMA,2013,D,1
DANIELA AICHA,2013,D,1
NICOLE ALEXANDRA,2013,D,1
TAWBAN,2013,H,1
ANTONIA,2013,D,1
CHRISTIAN EDILBERTO,2013,H,1
SAJID,2013,H,1
YEIKO,2013,H,1
ANABEL,2013,D,1
TONY,2013,H,1
WISSAM,2013,D,1
CYNTHIA,2013,D,1
JORGE LUIS,2013,H,1
ABRAHAM,2013,H,1
LAIA SOFIA,2013,D,1
AINHOA ALEJANDRA,2013,H,1
NIKITA,2013,H,1
GISELLA,2013,D,1
ZOE KIANA,2013,D,1
LOURDES,2013,D,1
HAJAR,2013,D,1
JINAN,2013,D,1
AICHA,2013,D,1
ADNAN,2013,H,1
AINHOA LUCIA,2013,D,1
STIVEN ANEV,2013,H,1
JOU,2013,H,1
ANTIA,2013,D,1
JOSEP MANEL,2013,H,1
NARJIS,2013,D,1
JAUME,2013,H,1
XIN YUE,2013,D,1
HAROUN,2013,H,1
XABI,2013,H,1
JON,2013,H,1
MAXIMO,2013,H,1
JULEN,2013,D,1
IRAITZ,2013,H,1
LEONEL,2013,H,1
LEITH,2013,H,1
MQUEL,2013,H,1
ESTEFANIA,2013,D,1
EIRA,2013,D,1
SAFAA,2013,D,1
MAYSSA,2013,D,1
CLEO,2013,D,1
AL MOATASSIM BILLAH,2013,H,1
MELANY GABRIELA,2013,D,1
JHULYA,2013,D,1
ISORA CECILIA,2013,D,1
AUDRINA,2013,D,1
SEBASTIAN ANDRES,2013,H,1
VICTOR JOSE,2013,H,1
MARA,2013,D,1
EKAMJIT,2013,D,1
DOUNIA,2013,D,1
RANIM,2013,D,1
MAME DIARRA,2013,D,1
JON PETER,2013,H,1
OLEGUER,2013,H,1
IRINA,2013,D,1
JHON WESLEY,2013,H,1
YANARA,2013,D,1
ZAIDA,2013,D,1
ROFAIDA,2013,D,1
KHALID,2013,H,1
VAYRON,2013,H,1
ZI YI,2013,H,1
SOUHAIL,2013,H,1
ROMAYSAE,2013,D,1
RITAJ,2013,D,1
ESMERALDA,2013,D,1
SALIM,2013,H,1
CELIA,2013,D,1
JAFARA,2013,H,1
AYMAN,2013,H,1
GARI ASHOT,2013,H,1
VERONA,2013,D,1
JULIANA,2013,D,1
MARUA,2013,D,1
ARTUR,2013,H,1
JOSUE ADRIAN,2013,H,1
OTMAN,2013,H,1
DIDAC,2013,D,1
ABIGAIL,2013,D,1
DAVID GABRIEL,2013,H,1
RAMON,2013,H,1
MONICA,2013,D,1
WRIEL ANTONIO,2013,H,1
SORAYA,2013,D,1
DARIA ALEXANDRA,2013,D,1
JEISLIN KEIRA,2013,D,1
JOAN DAVID,2013,H,1
DANA,2013,D,1
VICTORIA,2013,D,1
FREDERIC,2013,H,1
GLORIA JOHANNA,2013,D,1
LAURA LUCIA,2013,D,1
PAPA ABDOU,2013,H,1
ABDERRAHIM,2013,H,1
DARIA,2013,D,1
SOLAYMAN,2013,H,1
ASTRID ELIZABETH,2013,D,1
ALIZEE,2013,D,1
OUWEYS,2013,H,1
EUDALD,2013,H,1
ANDREINA,2013,D,1
BRYAN MAURICIO,2013,H,1
IGOR,2013,H,1
INES BLANCA,2013,D,1
JUAN JOSE,2013,D,1
IKHLAS,2013,D,1
ARTURO,2013,H,1
IVANNA,2013,D,1
IYAD,2013,H,1
MOUSSA,2013,H,1
KEYLA TAMARA,2013,D,1
LAIA AINARA,2013,D,1
LEURE,2013,D,1
ESTER,2013,D,1
LUCIA,2013,H,1
IRIA,2013,D,1
MILENA,2013,D,1
JOSUE,2013,H,1
HIDAYA,2013,D,1
LOIDA,2013,D,1
CARLOTA,2013,H,1
ANOUAR,2013,H,1
NIHAL,2013,D,1
MERITXELL SIENNA,2013,D,1
LUIS DANIEL,2013,H,1
AIRAN,2013,H,1
NINA,2013,D,1
MAROUAN,2013,H,1
ICIAR,2013,D,1
NABIHA,2013,D,1
ZAKARIAS,2013,H,1
ANA MARIA,2013,D,1
CAYETANO,2013,H,1
ISLAM,2013,D,1
LUCIA HANNELORE,2013,D,1
LLATZER RAFAEL,2013,H,1
MAMA AMY,2013,D,1
LIU ZE,2013,H,1
ANGELA CONSUELO,2013,D,1
TRINI,2013,D,1
JOEL LUIS,2013,H,1
XIAOKE,2013,D,1
JONCIS MANUEL,2013,H,1
KARLA,2013,D,1
SANDRO,2013,H,1
SARAH MICHELLI,2013,D,1
ARIJ,2013,H,1
ENRIQUE SALVADOR,2013,H,1
GIOEL,2013,H,1
KAOUTAR,2013,D,1
VICENTE,2013,H,1
MAEVA,2013,D,1
ALAN,2013,H,1
IMRANE,2013,H,1
ELISABETH,2013,D,1
LEILA,2013,D,1
BRANDON JEROME,2013,H,1
ZE YU,2013,H,1
THAYS DANIELLE,2013,D,1
TAHA,2013,H,1
ELIANNE MARLENE,2013,D,1
ANDREW JOSE,2013,H,1
DIKRA,2013,D,1
MERIEM,2013,D,1
GORKA,2013,H,1
AMAIA,2013,D,1
RIDA,2013,H,1
PAPA OUMAR,2013,H,1
AUSTIN AARON,2013,H,1
JULI,2013,H,1
AXIER,2013,H,1
JORDAN ARIEL,2013,H,1
AMI,2013,D,1
NOELIA JUDIT,2013,D,1
LEAH,2013,D,1
JOAQUIM,2013,H,1
ALEXIS,2013,H,1
EIMY,2013,D,1
DARIUS CLAUDIU,2013,H,1
MULAY JOEL,2013,H,1
OSIAN ABLAY,2013,H,1
APOLO,2013,H,1
SAJIDA,2013,D,1
LEIRE LUCIA,2013,D,1
MARTINA,2012,D,40
PAULA,2012,D,39
ERIC,2012,H,38
JULIA,2012,D,35
MARC,2012,H,32
POL,2012,H,30
JAN,2012,H,28
PAU,2012,H,27
LUCIA,2012,D,26
HUGO,2012,H,26
CLAUDIA,2012,D,25
LAIA,2012,D,24
NOA,2012,D,24
ADAM,2012,H,23
ALEX,2012,H,23
ALBA,2012,D,22
AINA,2012,D,22
CARLA,2012,D,21
MARIA,2012,D,21
MARTI,2012,H,21
ARNAU,2012,H,19
DAVID,2012,H,19
IKER,2012,H,18
RAYAN,2012,H,18
ARLET,2012,D,18
ARIADNA,2012,D,18
MOHAMED,2012,H,17
DANIEL,2012,H,17
EMMA,2012,D,17
GERARD,2012,H,16
BIEL,2012,H,16
NIL,2012,H,16
MARTA,2012,D,15
ALEIX,2012,H,15
ORIOL,2012,H,15
DANIELA,2012,D,15
JORDI,2012,H,15
SARA,2012,D,14
ONA,2012,D,14
VALERIA,2012,D,14
ADRIA,2012,H,13
XAVI,2012,H,13
AINHOA,2012,D,12
ABRIL,2012,D,12
YASMIN,2012,D,12
JOEL,2012,H,12
ANNA,2012,D,12
SOFIA,2012,D,12
LEO,2012,H,11
ERIK,2012,H,11
VALENTINA,2012,D,11
XAVIER,2012,H,11
VICTOR,2012,H,11
AARON,2012,H,11
GUILLEM,2012,H,11
CARLOTA,2012,D,11
AXEL,2012,H,10
AINARA,2012,D,10
IVAN,2012,H,10
ELSA,2012,D,10
ANGEL,2012,H,10
NORA,2012,D,10
LAURA,2012,D,10
IVET,2012,D,10
ROC,2012,H,9
ALVARO,2012,H,9
BERTA,2012,D,9
MARCOS,2012,H,9
ROGER,2012,H,9
SERGI,2012,H,9
JOAN,2012,H,9
JUDIT,2012,D,9
RUBEN,2012,H,9
MAX,2012,H,9
MARIO,2012,H,9
IZAN,2012,H,9
ALEJANDRO,2012,H,8
MALAK,2012,D,8
PABLO,2012,H,8
SALMA,2012,D,8
ANAS,2012,H,8
UNAI,2012,H,8
AROA,2012,D,8
LEIRE,2012,D,8
JANNAT,2012,D,8
NURIA,2012,D,8
AITOR,2012,H,8
IRENE,2012,D,7
MAR,2012,D,7
ADRIAN,2012,H,7
LUCAS,2012,H,7
HECTOR,2012,H,7
LEYRE,2012,D,7
ENZO,2012,H,7
ASIER,2012,H,7
JANA,2012,D,7
BRUNO,2012,H,7
SERGIO,2012,H,6
OMAR,2012,H,6
KHADIJA,2012,D,6
ALEXIA,2012,D,6
ZAKARIA,2012,H,6
NAYARA,2012,D,6
MIQUEL,2012,H,6
JOSE,2012,H,6
AYA,2012,D,6
LOLA,2012,D,6
QUERALT,2012,D,6
IAN,2012,H,6
LINA,2012,D,6
NEREA,2012,D,6
QUIM,2012,H,5
MARIONA,2012,D,5
AITANA,2012,D,5
ISMAEL,2012,H,5
ISAAC,2012,H,5
BERNAT,2012,H,5
MIA,2012,D,5
MIREIA,2012,D,5
CARLOS,2012,H,5
OLIVER,2012,H,5
OSCAR,2012,H,5
MANAR,2012,D,5
JUDITH,2012,D,4
DINA,2012,D,4
NEUS,2012,D,4
EDURNE,2012,D,4
ANTONIO,2012,H,4
ALMA,2012,D,4
RAUL,2012,H,4
MIGUEL,2012,H,4
MARIAM,2012,D,4
RANIA,2012,D,4
ALBERT,2012,H,4
ELENA,2012,D,4
MARWAN,2012,H,4
MARINA,2012,D,4
IMRAN,2012,H,4
TONI,2012,H,4
IRIS,2012,D,4
MANEL,2012,H,4
MOUAD,2012,H,4
PERE,2012,H,4
LUCA,2012,H,4
ALAN,2012,H,4
DIDAC,2012,H,4
ALEXIS,2012,H,4
CRISTIAN,2012,H,4
JAUME,2012,H,4
BRUNA,2012,D,4
MOHAMED REDA,2012,H,4
IMAN,2012,D,4
LARA,2012,D,4
HELENA,2012,D,4
GABRIEL,2012,H,3
NICOLE,2012,D,3
ABEL,2012,H,3
CHRISTIAN,2012,H,3
FATIMA ZOHRA,2012,D,3
ERIKA,2012,D,3
CLOE,2012,D,3
ACHRAF,2012,H,3
HOUDA,2012,D,3
MATEO,2012,H,3
MONTSERRAT,2012,D,3
PAUL,2012,H,3
SAMUEL,2012,H,3
VEGA,2012,D,3
FIRDAOUS,2012,D,3
ARAN,2012,H,3
CRISTINA,2012,D,3
JOSEP,2012,H,3
VICTORIA,2012,D,3
OLIVIA,2012,D,3
YERAY,2012,H,3
GAEL,2012,H,3
FERRAN,2012,H,3
NICOLAS,2012,H,3
GALA,2012,D,3
NAIARA,2012,D,3
GENIS,2012,H,3
MARWA,2012,D,3
JUAN,2012,H,3
INES,2012,D,3
NACHO,2012,H,3
SANDRA,2012,D,3
ADRIANA,2012,D,3
AKRAM,2012,H,3
SIRAJ,2012,H,3
BLANCA,2012,D,3
EVA,2012,D,3
DIEGO,2012,H,3
FATIMA,2012,D,3
LLUC,2012,H,3
IVETTE,2012,D,3
YOUSSEF,2012,H,3
AMIN,2012,H,3
ANIOL,2012,H,3
MARIAN,2012,D,3
KEVIN,2012,H,3
ANTHONY,2012,H,2
DIANA,2012,D,2
NABIL,2012,H,2
ASIA,2012,D,2
GORKA,2012,H,2
CESAR,2012,H,2
JON,2012,H,2
HAFSA,2012,D,2
ALI,2012,H,2
ISABELLA,2012,D,2
NAIRA,2012,D,2
SOHAIB,2012,H,2
NATALIA,2012,D,2
YASMINA,2012,D,2
AYOUB,2012,H,2
IRATXE,2012,D,2
WAIL,2012,H,2
EVELYN,2012,D,2
ABIGAIL,2012,D,2
SHEILA,2012,D,2
SANTI,2012,H,2
CANDELA,2012,D,2
BADR,2012,H,2
ASTRID,2012,D,2
MAXIMO,2012,H,2
MIKEL,2012,H,2
LLORENÇ,2012,H,2
CLARA,2012,D,2
SAFAE,2012,D,2
YOUSRA,2012,D,2
JOSE ANTONIO,2012,H,2
SERAFIN,2012,H,2
PATRICK,2012,H,2
ALEXANDRA,2012,D,2
MIGUEL ANGEL,2012,H,2
SALIM,2012,H,2
ROCIO,2012,D,2
MOHAMED ALI,2012,H,2
AMIRA,2012,D,2
DOHA,2012,D,2
ITZIAR,2012,D,2
NOUR,2012,D,2
NAGORE,2012,D,2
ALEJANDRA,2012,D,2
CARMEN,2012,D,2
YAGO,2012,H,2
CELIA,2012,D,2
ANDRES,2012,H,2
EDGAR,2012,H,2
FATOU,2012,D,2
REDA,2012,H,2
RAYHANA,2012,D,2
IÑAKI,2012,H,2
ZOE,2012,D,2
CAMILA,2012,D,2
NAZARET,2012,D,2
AHMED,2012,H,2
SORAYA,2012,D,2
HAMZA,2012,H,2
NIZAR,2012,H,2
ZOE,2012,H,2
MANUEL,2012,H,2
KAREN,2012,D,2
AYMAN,2012,H,2
ANA,2012,D,2
CHLOE,2012,D,2
YASSMIN,2012,D,2
ANABEL,2012,D,2
ELOY,2012,H,2
ELISABET,2012,D,2
NICO,2012,H,2
ABDERRAHMAN,2012,H,2
ANDREA,2012,D,2
JAVIER,2012,H,2
TOMAS,2012,H,2
CHAIMAE,2012,D,2
FIRDAUS,2012,D,2
ZAID,2012,H,2
NAHIA,2012,D,2
ELOI,2012,H,2
GLORIA,2012,D,2
BRU,2012,H,2
LIA,2012,D,2
MARCO,2012,H,2
ALAE,2012,H,2
ROBERT,2012,H,2
NINA,2012,D,2
IYAD,2012,H,2
IU,2012,H,2
ERNEST,2012,H,2
YASSIN,2012,H,2
SAMIRA,2012,D,2
LUIS,2012,H,2
JAIRO,2012,H,2
JOAQUIN,2012,H,2
MAIA,2012,D,2
AFNAN,2012,D,2
MARÇAL,2012,H,2
YAHYA,2012,H,2
BRYAN,2012,H,2
JANAT,2012,D,2
RAFAEL,2012,H,2
CESC,2012,H,2
FERDAOUS,2012,D,2
FRAN,2012,H,2
SAFOUAN,2012,H,2
ANAIS,2012,D,2
SOULAIMAN,2012,H,2
ARTURO,2012,H,2
FRANCISCO,2012,H,2
GERMAN,2012,H,2
ENYA,2012,D,2
DEREK,2012,H,2
HIBA,2012,D,2
IBRAHIM,2012,H,2
EDNA,2012,D,2
WIAM,2012,D,2
XENIA,2012,D,2
SAAD,2012,H,2
GIULIA,2012,D,2
DIYAA,2012,H,1
TEO SEIKICHI,2012,H,1
ANEU,2012,D,1
FATY,2012,D,1
AMINATA,2012,D,1
AIXA,2012,D,1
MELISA,2012,D,1
GEORGINA,2012,D,1
DAVID FLORINEL,2012,H,1
ROFAIDA,2012,D,1
FARNERS,2012,D,1
ENRIQUE,2012,H,1
GUIM,2012,H,1
YOUSEF,2012,H,1
FARAH,2012,D,1
UZIEL,2012,H,1
ELIA,2012,D,1
YASSIR,2012,H,1
FAMA GAYE,2012,D,1
EITHAN,2012,H,1
TAFSIR,2012,H,1
ADAN,2012,H,1
STELA,2012,D,1
MARIA AITANA,2012,D,1
NAIALA MARIEL,2012,D,1
MIA VALENTINA,2012,D,1
MOHAMAD REDA,2012,H,1
MEDOUNE,2012,H,1
CESAR AUGUSTO,2012,H,1
GABRIELA ESTEFANIA,2012,D,1
LUIS FERNANDO,2012,H,1
ROSA MARIELA,2012,D,1
RUO XUAN,2012,H,1
ESPERANZA ANDREA,2012,D,1
ZI YIN,2012,D,1
CRISTINA DANIELA,2012,D,1
NIKKO,2012,H,1
NUR MARY,2012,D,1
KENIA,2012,D,1
DUNA,2012,D,1
AYYUB,2012,H,1
BRITTANY,2012,D,1
IRATI,2012,D,1
JOSHUA,2012,H,1
BRUNO ADRIAN,2012,H,1
ISRAA,2012,D,1
NONA,2012,D,1
KEVIN ANDRES,2012,H,1
EUAN JAUME,2012,H,1
ELYAS,2012,H,1
SALWA,2012,D,1
MOKHAMED,2012,H,1
LEAH RENEE,2012,D,1
PAOLO,2012,H,1
LAIRISSA,2012,D,1
ARANCHA,2012,D,1
NATHAN,2012,H,1
CHAYMAL,2012,D,1
SAFAA,2012,D,1
SAMARA,2012,D,1
MIKE,2012,H,1
AZZEDINE,2012,H,1
REBECA,2012,D,1
SIRA,2012,D,1
YASIR,2012,H,1
TAMIR,2012,H,1
ARHOA,2012,D,1
MAYSSA,2012,D,1
EKAIN,2012,H,1
ADAM,2012,D,1
NAYELI,2012,D,1
GABRIEL ADRIA,2012,H,1
THAIS,2012,D,1
MELANIE ODALYS,2012,D,1
AUREA,2012,D,1
CAYETANA,2012,D,1
LLEIR,2012,H,1
ALAN STARLIN FRANCISCO,2012,H,1
DANI,2012,H,1
DENNIS,2012,H,1
YU HAO,2012,H,1
ISAAC MATEO,2012,H,1
NAOMI MASSIEL,2012,D,1
NICOLE DANIELA,2012,D,1
DAN,2012,H,1
LEO ROBERT,2012,H,1
YEILYN CAROLINA,2012,D,1
AAZLARAB,2012,H,1
JEANNETTE,2012,D,1
SOFIAN,2012,H,1
NOA AIRIN,2012,D,1
LEONOR,2012,D,1
DAFNE,2012,D,1
ISRAE,2012,D,1
SANDY CAROLINA,2012,D,1
ILIAS,2012,H,1
SAIFEDDIN,2012,H,1
ABDESSAMAD,2012,H,1
UGO YUE,2012,H,1
TATIANA,2012,D,1
HIDAYA,2012,H,1
RAMI,2012,H,1
ARMAND,2012,H,1
SALY,2012,D,1
ARAN,2012,D,1
MOHAMED RAYAN,2012,H,1
VINYET,2012,D,1
JOURI,2012,D,1
DESTINY,2012,H,1
DANILO JOSE,2012,H,1
ALEXANDRE,2012,H,1
MARIA MAGUETTE SENE,2012,D,1
MAROUAN,2012,H,1
MOUMAHED,2012,H,1
ANTIA,2012,D,1
LUCAS GUILLERMO,2012,H,1
FIRDAUS,2012,H,1
BADREDDIN,2012,H,1
SARA AMINATA,2012,D,1
HUGO YERART,2012,H,1
SIBIL.LA,2012,D,1
MARLON,2012,H,1
GABRIEL FABIAN,2012,H,1
JAN POL,2012,H,1
ALEX,2012,D,1
GINAN,2012,D,1
NIRA,2012,D,1
ALEXANDER MANUEL,2012,H,1
ADNAN,2012,H,1
ROMAISAL,2012,D,1
XUAN,2012,H,1
MADELYN,2012,D,1
RYAM,2012,D,1
SIDY,2012,H,1
AFRICA,2012,D,1
FIORELLA,2012,D,1
JEYDEN STARLING,2012,D,1
ILYAS,2012,D,1
EVANGELINA,2012,D,1
MOAD,2012,H,1
KADIDIATOU,2012,D,1
ESTIBALEZ,2012,D,1
LAIRA,2012,D,1
DAINA,2012,D,1
ABDALLAH,2012,H,1
NAHYARA ABRIL,2012,D,1
RAQUEL,2012,D,1
OBAC,2012,H,1
JURGEN,2012,H,1
AURA,2012,D,1
ZIAD,2012,H,1
AHREN,2012,H,1
DANIELLA,2012,D,1
DARIO ALBERTO,2012,H,1
EZE DANIEL,2012,H,1
BRUNO MATTEO,2012,H,1
DAFNAE,2012,D,1
MAIMOUNA LAYE,2012,D,1
ARAI,2012,H,1
CRISTHIAN TAYLOR,2012,H,1
WALTHER SEBASTIAN,2012,H,1
JARED,2012,D,1
ANNABELLA,2012,D,1
NAOMI ANAHI,2012,D,1
JORCH,2012,H,1
MOHAMED TAHA,2012,H,1
AINA BRIGGITE,2012,D,1
DARASIMI TOLULOPE,2012,D,1
SALSABIL,2012,D,1
MOMAR KANY,2012,H,1
ANGEL GABRIEL,2012,H,1
ZAIRA,2012,D,1
NDEYE AWA,2012,D,1
NURIA STEFANY,2012,D,1
MOMAR,2012,H,1
NICOLAS EDUARDO,2012,H,1
YAMIL EDISON,2012,H,1
LISET,2012,D,1
HELIO,2012,H,1
XUAN YAO,2012,D,1
DYLAN ALDRIN,2012,H,1
SANTINO,2012,H,1
FABIO,2012,H,1
LEANDRO,2012,H,1
SAUL,2012,H,1
DENIS,2012,H,1
ESTER,2012,D,1
ALONSO,2012,H,1
VALERIA PAOLA,2012,D,1
JADEN TOUBY,2012,H,1
JUSTIN JOSEPH,2012,H,1
IRENE MARIA,2012,D,1
ALICIA,2012,D,1
AMR,2012,H,1
GIULIA MARIA,2012,D,1
ISMAIL,2012,H,1
FAROUQ,2012,H,1
NEYSER AARON,2012,H,1
TANIA,2012,D,1
GABRIELA,2012,D,1
TITO,2012,H,1
NOSSAIR,2012,H,1
FAHD,2012,H,1
DULCE NAIARA,2012,D,1
MARA,2012,D,1
SAFA,2012,D,1
IMANE,2012,D,1
YUJIA,2012,D,1
DANIELA MILENA,2012,D,1
DOAA,2012,D,1
HAYAT,2012,D,1
SOE,2012,D,1
JABER,2012,H,1
JESUS,2012,H,1
TEO,2012,H,1
OSSAMA,2012,H,1
JUANA,2012,D,1
NAIMA,2012,D,1
DOUAE,2012,D,1
MOISES,2012,H,1
DIMAIRY,2012,D,1
MAJDA,2012,D,1
OUMAIMA,2012,D,1
DYLAN,2012,H,1
MOUNIA,2012,D,1
NICOLE SOFIA,2012,D,1
CHEIKH OMAR,2012,H,1
ANOUAR,2012,H,1
DILAN ALEJANDRO,2012,H,1
ALBERTO MARIAN,2012,H,1
YULEN,2012,H,1
OLAYA,2012,D,1
AIDA,2012,D,1
KAOUTAR,2012,D,1
ALLAN,2012,H,1
AARON GEOVANNY,2012,H,1
NURIA MONTSERRAT,2012,D,1
EDWARD ALEXANDER,2012,H,1
AINHOA SARAHI,2012,D,1
KALEY,2012,D,1
MORAD,2012,H,1
AIMAN,2012,H,1
NAEL,2012,H,1
MANDIONE LAYE,2012,H,1
CHANEL,2012,D,1
BARAA,2012,D,1
KAMAR,2012,D,1
RIM,2012,D,1
TON,2012,H,1
LUZ,2012,D,1
OSAURMEN,2012,D,1
DOLORES,2012,D,1
MAISA,2012,D,1
MEILY,2012,D,1
LEOPOLDO,2012,H,1
NEIZZAN RICARDO,2012,H,1
NADA,2012,D,1
ABABACAR,2012,H,1
DARIUS,2012,H,1
AYLIN TERESA,2012,D,1
MOHAMMED AMIN,2012,H,1
TIFFANY AINHOA,2012,D,1
JULIETTA,2012,D,1
TERESA,2012,D,1
CHAHENAZ,2012,D,1
YASSER,2012,H,1
ANIS,2012,D,1
JOHN BERK,2012,H,1
SEYNI,2012,D,1
JONAY,2012,H,1
INSSAF,2012,D,1
TASNIM,2012,D,1
WESSAL,2012,D,1
RUTH ANGELYN,2012,D,1
ONA,2012,H,1
NICOL,2012,D,1
MASHA,2012,D,1
OLALLA,2012,D,1
ALBERT LUIS,2012,H,1
HILAN GABRIEL,2012,H,1
EUDALD,2012,H,1
YAHIA,2012,H,1
NOHA,2012,D,1
LEO,2012,D,1
ESTEFANY,2012,D,1
BASMA,2012,D,1
YASSINE,2012,H,1
XEVI,2012,H,1
EVA MARIA,2012,D,1
RUTH,2012,D,1
SOLAYMAN,2012,H,1
VERONICA,2012,D,1
ENEKO,2012,H,1
CLAUDIA CARLOTA,2012,D,1
ENOLA,2012,D,1
YEICOB,2012,H,1
AINARA DEL CARMEN,2012,D,1
ANDREW,2012,H,1
MOUHAMAD AL AMINE,2012,H,1
ABDOURAHMANE,2012,H,1
ELEANOR ANA,2012,D,1
WAN TING,2012,D,1
HELEN ADELINE,2012,D,1
LORENA,2012,D,1
JOAN XAVIER,2012,H,1
WALID,2012,H,1
CELESTE,2012,D,1
NATASHA DMITRIEVNA,2012,D,1
FATIMA ZAHRA,2012,D,1
MOHAMET,2012,H,1
CARLES,2012,H,1
NADIA,2012,D,1
XESCA,2012,D,1
SUFIAN,2012,H,1
MOUSSA,2012,H,1
DAAN,2012,H,1
LAYLA,2012,D,1
NICOLAU,2012,H,1
AUREMBIAIX,2012,D,1
RITA,2012,D,1
ADRIEN ANTONIO,2012,H,1
ESTRELLA SOLEDAD,2012,D,1
MATIAS,2012,H,1
MOHAMED LOAY,2012,H,1
DANIEL ALEXANDER,2012,H,1
FOUAD,2012,H,1
FIRDAOS,2012,D,1
SAMI,2012,H,1
EDISON,2012,H,1
GISELA,2012,D,1
ANDREI ROBERTO,2012,H,1
JANNATE,2012,D,1
EIXAN,2012,H,1
NOURAN,2012,D,1
MOHCIN,2012,H,1
NISRIN,2012,D,1
WAEL,2012,H,1
AHMET SAHIB,2012,H,1
MAIMUNA,2012,D,1
ADJA DIARY,2012,D,1
FERNANDO DAVID,2012,H,1
MUHAMMAD TAHA,2012,H,1
OSASERE,2012,H,1
NOAH,2012,H,1
FATOU KINE,2012,D,1
HATIM,2012,H,1
SANTIAGO ANGIELL,2012,H,1
AMINE,2012,H,1
BIANCA,2012,D,1
FAOUZI,2012,H,1
MANAL,2012,D,1
IZASKUN,2012,D,1
KARIM,2012,H,1
IRINA,2012,D,1
ERIK JOSUE,2012,H,1
OMAR FOUTIYOU,2012,H,1
MUHAMMAD FARAZ,2012,H,1
OLAIA,2012,D,1
THIERNO MOUNTAGA,2012,H,1
LEONARDO JEYCKO,2012,H,1
ANGELINA,2012,D,1
EILEEN,2012,D,1
DANIELA MONTSERRAT,2012,D,1
JAN PIER,2012,H,1
PEDRO,2012,H,1
JESSICA,2012,D,1
NAIARA AMANDA,2012,D,1
EULALIA,2012,D,1
INGRID,2012,D,1
MARK,2012,H,1
GUAYRE,2012,H,1
MARYAN,2012,D,1
HIND,2012,D,1
ARTHUR,2012,H,1
IUSTIN,2012,H,1
ELIANE,2012,D,1
FIRDAWS,2012,D,1
SUSANA,2012,D,1
ELISENDA,2012,D,1
DARWIN,2012,H,1
CESAR NICOLAS,2012,H,1
YACINE,2012,D,1
PAULA ALICE   NDIARE,2012,D,1
ANDROS,2012,H,1
WASSIM,2012,H,1
LEONARDO JOSE,2012,H,1
MIA NICOLE,2012,D,1
MOUJAMATT,2012,H,1
MANSOUR,2012,H,1
INASS,2012,D,1
ARIAN,2012,H,1
YORGELY,2012,D,1
ASSEM,2012,H,1
ANGIE,2012,D,1
ELOAN,2012,H,1
DARINA,2012,D,1
BRANDON EDISON,2012,H,1
SINAI,2012,D,1
BALSAM,2012,D,1
ISHAK,2012,H,1
MAGDALENA,2012,D,1
NAIA,2012,D,1
ESTHER,2012,D,1
ZAREK,2012,H,1
DELFINA,2012,D,1
PATRICIA,2012,D,1
JACQUELINE,2012,D,1
HOSSAM,2012,H,1
JULIETA,2012,D,1
CRUZ,2012,H,1
CHEN XUAN,2012,H,1
JORDAN,2012,H,1
KHALID,2012,H,1
PAOLA JUDITH,2012,D,1
AMADOU OURY,2012,H,1
LEYRE LISBET,2012,D,1
NORAH,2012,D,1
MAME KHARY,2012,D,1
JUNIOR ENRIQUE,2012,H,1
