URTEA;UDAL KODEA;UDALAREN IZENA;ZERGA KODEA;ZERGAREN IZENA;KALE KODEA;KALEAREN IZENA;DISTRITUA;SEKZIOA;AGIRI KOPURUA;BILDUTAKO ZENBATEKOA;EXEKUTIBOAN KOBRATZEKE ZENBATEKOA;.                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;4301;BIDEBARRIETA KALEA;000;000;89;17.175,60;1.302,13;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;049;O.H.Z. HIRITAR;4301;BIDEBARRIETA KALEA;004;002;261;77.497,85;657,70;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;4301;BIDEBARRIETA KALEA;004;003;53;18.363,42;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;4301;BIDEBARRIETA KALEA;004;004;128;38.623,96;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;4301;BIDEBARRIETA KALEA;004;006;108;28.505,90;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;4301;BIDEBARRIETA KALEA;005;001;78;17.009,97;582,97;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;049;O.H.Z. HIRITAR;4302;ERREBAL KALEA;000;000;8;4.217,41;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;4302;ERREBAL KALEA;004;003;2;825,10;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;049;O.H.Z. HIRITAR;4302;ERREBAL KALEA;004;004;508;114.339,96;1.472,10;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;4303;JARDIÑETA KALEA;000;000;697;112.762,94;1.832,09;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;4303;JARDIÑETA KALEA;004;005;1;308,97;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;4304;JULIAN ETXEBERRIA;000;000;307;136.066,89;1.086,30;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;049;O.H.Z. HIRITAR;4304;JULIAN ETXEBERRIA;004;003;5;3.122,94;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;4305;MUZATEGI KALEA;004;003;132;37.001,38;9.297,94;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;4305;MUZATEGI KALEA;004;005;23;7.982,72;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;4306;SAN AGUSTIN KALEA;004;003;24;8.165,09;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;4306;SAN AGUSTIN KALEA;004;004;53;17.928,45;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;4307;ZULOAGA-TARREN KALEA;000;000;89;43.247,73;524,91;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;049;O.H.Z. HIRITAR;4307;ZULOAGA-TARREN KALEA;004;003;1;577,84;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;4402;ARRAGUETA ZEHARRA;000;000;15;1.033,49;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;4402;ARRAGUETA ZEHARRA;004;006;1;115,90;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;4404;BLAS ETXEBARRIA;004;004;85;17.637,60;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;4406;ESTAZIÑO KALEA;000;000;4;318,74;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;049;O.H.Z. HIRITAR;4406;ESTAZIÑO KALEA;004;006;12;3.516,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;4406;ESTAZIÑO KALEA;005;002;196;44.162,36;966,51;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;4407;IBARKURUTZE KALEA;000;000;29;6.490,93;1.165,01;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;049;O.H.Z. HIRITAR;4407;IBARKURUTZE KALEA;004;004;19;5.073,25;349,96;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;4407;IBARKURUTZE KALEA;004;006;50;18.008,10;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;4408;IBARGAIN KALEA;000;000;13;2.210,13;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;4408;IBARGAIN KALEA;004;005;15;3.884,26;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;4408;IBARGAIN KALEA;004;006;7;4.779,38;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;049;O.H.Z. HIRITAR;4409;PAGAEGI KALEA;000;000;9;3.605,26;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;4409;PAGAEGI KALEA;004;004;3;499,22;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;049;O.H.Z. HIRITAR;4409;PAGAEGI KALEA;004;006;59;11.654,22;248,33;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;4503;MATXARIA KALEA;000;000;231;83.460,07;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;4503;MATXARIA KALEA;002;001;11;13.230,80;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;049;O.H.Z. HIRITAR;4503;MATXARIA KALEA;004;005;279;21.704,24;239,37;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;4503;MATXARIA KALEA;004;006;1;286,87;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;049;O.H.Z. HIRITAR;5101;GISASTU BIDE;000;000;63;8.128,83;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;5101;GISASTU BIDE;005;001;1;473,64;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;049;O.H.Z. HIRITAR;5102;TXONTA KALEA;000;000;555;74.205,26;1.748,63;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;5102;TXONTA KALEA;005;001;1;28,87;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;049;O.H.Z. HIRITAR;5201;ASUA-ERREKA KALEA;000;000;9;17.633,15;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;5201;ASUA-ERREKA KALEA;005;002;187;13.677,85;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;5201;ASUA-ERREKA KALEA;005;004;92;4.657,48;59,22;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;5202;BARAKALDO KALEA;000;000;300;65.363,50;904,50;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;5202;BARAKALDO KALEA;005;002;1;206,51;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;5202;BARAKALDO KALEA;005;004;71;12.556,73;830,16;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;5203;BITTOR SARASKETA;000;000;42;7.863,76;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;5203;BITTOR SARASKETA;004;006;118;9.264,50;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;5203;BITTOR SARASKETA;005;002;56;13.076,71;805,69;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;5204;EGUZKI-BEGI KALEA;000;000;21;2.540,96;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;5204;EGUZKI-BEGI KALEA;005;004;1;112,32;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;5205;KARMEN KALEA;005;001;33;7.763,84;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;5205;KARMEN KALEA;005;003;15;3.057,21;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;5205;KARMEN KALEA;005;004;262;50.109,94;728,34;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;5206;URKIZU PASEALEKUA;000;000;157;30.797,95;490,62;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;049;O.H.Z. HIRITAR;5206;URKIZU PASEALEKUA;005;001;600;136.483,83;553,31;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;5206;URKIZU PASEALEKUA;005;002;109;25.600,11;832,55;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;049;O.H.Z. HIRITAR;5302;BARRENA KALEA;000;000;516;78.689,28;1.309,04;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;5302;BARRENA KALEA;005;003;323;51.826,22;697,83;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;5302;BARRENA KALEA;005;004;178;32.667,81;7.554,67;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;5401;APALATEGI KALEA;000;000;18;18.616,73;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;5401;APALATEGI KALEA;005;004;1;63,79;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;049;O.H.Z. HIRITAR;5402;AZITAIN BIDE;000;000;11;2.042,43;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;5402;AZITAIN BIDE;005;004;1;599,81;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;049;O.H.Z. HIRITAR;5403;IPARRAGIRRE KALEA;000;000;26;5.014,42;423,99;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;5403;IPARRAGIRRE KALEA;005;001;23;6.814,65;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;5403;IPARRAGIRRE KALEA;005;003;18;2.200,68;294,80;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;5404;MURRATEGI KALEA;000;000;44;13.176,08;349,39;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;5404;MURRATEGI KALEA;005;004;1;280,72;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;5405;OTAOLA BALLE;000;000;36;4.920,51;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;5405;OTAOLA BALLE;003;001;1;267,94;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;049;O.H.Z. HIRITAR;5501;AGINAGA AUZOA;002;001;27;5.345,21;535,04;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;049;O.H.Z. HIRITAR;5502;ARRATE AUZOA;000;000;65;66.721,90;377,89;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;049;O.H.Z. HIRITAR;5502;ARRATE AUZOA;005;004;1;234,58;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;049;O.H.Z. HIRITAR;5503;MALTZAGA AUZOA;000;000;3;3.849,39;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
