DATA OPERACIO,DESCRIPCIO OPERACIO,IMPORT,NOM PARTIDA,CODI ECONOMIC,ECONOMIC,CODI FUNCIONAL,FUNCIONAL,CODI ORGANIC,ORGANIC
15/02/2017,Incorporació romanents ex.2016,11808.2,SS laboral - Xarxa Impulsors PGJC 2016,160.01.0016,Seguretat Social,2419X,Foment de l'Ocupació -Pl Ocup-Garantia Juvenil,2.2.0.16,Recursos Humans
15/02/2017,Incorporació romanents ex.2016,25421.55,R. B. Altre personal temporal Turisme,141.00.0016,Altre personal,4322A,Promoció de la Ciutat - Turisme,2.2.0.16,Recursos Humans
15/02/2017,Incorporació romanents ex.2016,9145.34,S. S. Altre personal temporal Turisme,160.00.0016,Seguretat Social,4322A,Promoció de la Ciutat - Turisme,2.2.0.16,Recursos Humans
15/02/2017,Incorporació romanents ex.2016,6137.5,Beques i pràctiques,143.00.0016,Altre personal,9200A,Administració General ,2.2.0.16,Recursos Humans
15/02/2017,Incorporació romanents ex.2016,19651.01,Formació i perfeccionament personal,162.00.0016,Formació i perfeccionament del personal,9200A,Administració General ,2.2.0.16,Recursos Humans
15/02/2017,Incorporació romanents ex.2016,1456,Serveis professionals externs,227.06.0216,Estudis i treballs tècnics,9200A,Administració General ,2.2.0.16,Recursos Humans
15/02/2017,Incorporació romanents ex.2016,6431.15,Estudis i treballs tècnics Economia,227.06.0016,Estudis i treballs tècnics,9310A,Intervenció i Comptabilitat,2.5.0.16,Serveis Econòmics
15/02/2017,Incorporació romanents ex.2016,34806.23,Reserva per a programes de garantia social,489.00.0016,A institucions sense ànim de lucre,2310C,Ajuts de Promoció Social,2.5.9.16,Hisenda i Tresoreria
15/02/2017,Incorporació romanents ex.2016,4066.69,Reserva per a programes de garantia social,489.00.0016,A institucions sense ànim de lucre,2310C,Ajuts de Promoció Social,2.5.9.16,Hisenda i Tresoreria
15/02/2017,Incorporació romanents ex.2016,4108.58,Vestuari -Seguretat,221.04.0016,Vestuari,1320A,Policia de Seguretat,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,1391.82,Comunicacions postals i missatgeria,222.01.0016,Postals,4911A,Societat de la informació-Premsa escrita,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,1943.98,Lloguer edificis i altres construccions,202.00.0016,Arrendament edificis i altres construccions,4913A,Societat de la informació-Audiovisual i Internet,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,29.49,"Arrendament maquinària, instal·lacions utillatge",203.00.0014,"Arrendament maquinària, instal·lacions i utillatge",9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,383.89,"Arrendament maquinària, instal.lacions i utillatge",203.00.0016,"Arrendament maquinària, instal·lacions i utillatge",9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,152.46,"Manteniment, maquinària, instal. i utillatge",213.00.0016,"Maquinària,instal·lacions tècniques i utillatje",9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,91.44,Manteniment Mobiliari i estris,215.00.0016,Mobiliari,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,914.69,Manteniment equips d'impressió (AMP),216.10.0016,Equipament per a processos d'informació,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,221.76,Material ordinari no inventariable,220.00.0014,Ordinari no inventariable,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,294.08,Material ordinari no inventariable,220.00.0015,Ordinari no inventariable,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,13082.63,Material ordinari no inventariable,220.00.0016,Ordinari no inventariable,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,400,Material ordinari no inventariable,220.00.0016,Ordinari no inventariable,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,193.6,"Premsa, revistes, llibres i altres publicacions",220.01.0016,"Premsa, revistes, llibres i altres publicacions",9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,2346.76,Material informàtic no inventariable,220.02.0016,Material informàtic no inventariable,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,11809.98,Combustibles i carburants - Seguretat,221.03.0016,Combustibles i Carburants,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,2424.49,Vestuari,221.04.0016,Vestuari,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,194.12,Productes alimentosos,221.05.0016,Productes alimentosos,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,7053.87,Telefonia mòbil,222.00.0016,Serveis de Telecomunicacions,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,4.84,Comunicacions postals i missatgeries,222.01.0016,Postals,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,100,Taxa reserva dom.púb.radioelèctric,225.00.0016,Tributs ,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,CREDIT PER AL MOBILIARI PER A ,3000,Inversió nova en mobiliari,625.00.0016,Mobiliari,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,14131.22,Inversions de reposició en mobiliari,635.00.0016,Mobiliari,9200A,Administració General ,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,5799.52,Despeses jurídiques,226.04.0116,"Jurídics, contenciosos",9201A,Administració General - Secretaria i serveis juríd,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,1525.64,Reparaci¢ sinistres Serveis Generals (AMP),212.00.0013,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,6222.72,Reparació sinistres (AMP),212.00.0016,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,6150.06,Manteniment i conservació parades mercats,212.00.0016,Edificis i altres construccions,9331M,Gestió del patrimoni,2.6.0.16,Serveis Generals
15/02/2017,Incorporació romanents ex.2016,4300,Lloguer equips procés info Promoció Ocupació,206.00.0016,Arrendament equips processos d'informació,2411A,Foment de l'Ocupació - Formació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1000,Material d'oficina no inventariable,220.00.0016,Ordinari no inventariable,2411A,Foment de l'Ocupació - Formació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,2823.57,"Premsa, revistes, llibres i altres publicac. ",220.01.0016,"Premsa, revistes, llibres i altres publicacions",2411A,Foment de l'Ocupació - Formació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1000,Material informàtic no inventariable,220.02.0016,Material informàtic no inventariable,2411A,Foment de l'Ocupació - Formació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,738.86,Assegurances participants formació ,224.00.0016,Primes d'Assegurances,2411A,Foment de l'Ocupació - Formació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,65000,Estudis i treballs tècnics Formació ocupac,227.06.0116,Estudis i treballs tècnics,2411A,Foment de l'Ocupació - Formació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,2500,Estudis i treballs tècnics Creació d'empresa,227.06.0116,Estudis i treballs tècnics,2412A,Foment de l'Ocupació - Creació d'empresa,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,2000,Aportacions INNOBAIX ,462.00.0214,A Ajuntaments,2412A,Foment de l'Ocupació - Creació d'empresa,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1500,Conveni empreneduria Delta,462.00.0316,A Ajuntaments,2412A,Foment de l'Ocupació - Creació d'empresa,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,5000,Aportacions INNOBAIX - INNOLAB,480.00.0016,A famílies i institucions sense ànim de lucre,2412A,Foment de l'Ocupació - Creació d'empresa,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,8133,Estudis i treballs tècnics aterratge empreses,227.06.0316,Estudis i treballs tècnics,2414A,Dinamització empresarial,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1000,Assegurances TiF ,224.00.0016,Primes d'Assegurances,2419A,Foment de l'Ocupació -Plans d'ocupació Generalitat,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,9860,Formació participants TiF,226.06.0016,"Reunions, conferències i cursos",2419A,Foment de l'Ocupació -Plans d'ocupació Generalitat,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,187600,"Transferència a PRESEC,S.A-Progr.Treball i Formaci",443.02.0016,Aportació a empreses mercantils municipals,2419A,Foment de l'Ocupació -Plans d'ocupació Generalitat,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació disponibles ex.20,23916.91,Formacio P.O. DiBa 2016,227.06.0016,Estudis i treballs tècnics,2419B,Foment de l'Ocupació -Plans d'ocupació Diputació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació disponibles ex.20,100000,Transferències a empreses P.O. DiBa 2016,470.00.0016,Altres subvencions a Empreses privades,2419B,Foment de l'Ocupació -Plans d'ocupació Diputació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2017,130000,Subv. empreses - Pla de Xoc a l'Atur - AMB línia C,470.00.0016,Altres subvencions a Empreses privades,2419D,Foment de l'Ocupació -Plans d'ocupació AMB,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2017,60000,Subv. autònoms - Pla de Xoc a l'Atur - AMB línia B,470.00.0116,Altres subvencions a Empreses privades,2419D,Foment de l'Ocupació -Plans d'ocupació AMB,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,400,Assegurances participants Fem Ocupació Joves,224.00.0015,Primes d'Assegurances,2419F,Foment de l'Ocupació- Fem ocupació per a joves,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1304.72,Assegurances participants Fem Ocupació Joves,224.00.0016,Primes d'Assegurances,2419F,Foment de l'Ocupació- Fem ocupació per a joves,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació disponibles ex.20,18010.26,Formació participants Fem Ocupació Joves,226.06.0015,"Reunions, conferències i cursos",2419F,Foment de l'Ocupació- Fem ocupació per a joves,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,27000,Formació participants Fem ocupació Joves,226.06.0016,"Reunions, conferències i cursos",2419F,Foment de l'Ocupació- Fem ocupació per a joves,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1680,Assegurances participants Joves per l'Ocupació,224.00.0016,Primes d'Assegurances,2419J,Foment de l'Ocupació -Pl Ocup-Joves per l'ocupació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1753.3,Formació participants prog. Joves per l'ocup,226.06.0015,"Reunions, conferències i cursos",2419J,Foment de l'Ocupació -Pl Ocup-Joves per l'ocupació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,62220,Formació participants Joves per l'Ocupació,226.06.0016,"Reunions, conferències i cursos",2419J,Foment de l'Ocupació -Pl Ocup-Joves per l'ocupació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,27000,Beques part prog. Joves per l'ocupació,481.01.0016,Beques,2419J,Foment de l'Ocupació -Pl Ocup-Joves per l'ocupació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1350,Beques part prog. Joves per l'ocupació 2015,481.01.0115,Beques,2419J,Foment de l'Ocupació -Pl Ocup-Joves per l'ocupació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,15194.56,"Transferència a PRESEC,S.A. - Plans RMI 2015",443.02.0015,Aportació a empreses mercantils municipals,2419M,Foment de l'Ocupació- Renda Mínima d'Inserció,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,33570,Subv. a empreses contractació aturats (AMP),470.00.0015,Altres subvencions a Empreses privades,2419R,Foment de l'Ocupació -Pl Ocup-Pol Socials,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1250,Formació particpants Treball als Barris 2016,226.06.0016,"Reunions, conferències i cursos",2419T,Foment de l'Ocupació -Pl Ocup-Treballs als barris,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,2514.88,Formació particpants Treball als Barris 2016,226.06.0016,"Reunions, conferències i cursos",2419T,Foment de l'Ocupació -Pl Ocup-Treballs als barris,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,13850,"Transf a PRESEC, S.A. - Treballs als barris",440.00.0016,Subvenció per foment de l'ocupació,2419T,Foment de l'Ocupació -Pl Ocup-Treballs als barris,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,3300,Aportació Fund.Catalana de l'esplai(Proj.ocup.juv),489.01.0016,A institucions sense ànim de lucre,2419W,Foment de l'Ocupació - Joves i ocupació,2.7.0.16,Promoció Econòmica
15/02/2017,Incorporació romanents ex.2016,1026.11,APR-Rel publiques i representació,226.01.0016,Atencions protocol·làries i representatives,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
15/02/2017,Incorporació romanents ex.2016,14376.16,Difusió i divulgació programes municipals,226.02.0116,Publicitat i propaganda,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
15/02/2017,Incorporació romanents ex.2016,86.91,Promoció i projecció de la Ciutat,226.02.0215,Publicitat i propaganda,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
15/02/2017,Incorporació romanents ex.2016,9595.3,Promoció i projecció de la Ciutat,226.02.0216,Publicitat i propaganda,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
15/02/2017,Incorporació romanents ex.2016,1381.9,Infografia i maquetació,226.06.0015,"Reunions, conferències i cursos",4911A,Societat de la informació-Premsa escrita,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2016,4558.38,Infografia i maquetació,226.06.0016,"Reunions, conferències i cursos",4911A,Societat de la informació-Premsa escrita,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2016,7177.52,Serveis Fotogràfics,227.06.0216,Estudis i treballs tècnics,4911A,Societat de la informació-Premsa escrita,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2016,7937.6,Manteniment portal Brugues digital,227.06.0316,Estudis i treballs tècnics,4911A,Societat de la informació-Premsa escrita,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2016,1984.7,Cànons drets propietat intel.lectual,209.00.0016,Cànons,4912A,Societat de la informació-Radiodifusió,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2016,235.95,Despeses diverses,226.99.0216,Altres despeses diverses,4912A,Societat de la informació-Radiodifusió,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2016,124,Tributs mitjans comunicació,225.00.0015,Tributs ,4913A,Societat de la informació-Audiovisual i Internet,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2016,124.11,Tributs,225.00.0016,Tributs ,4913A,Societat de la informació-Audiovisual i Internet,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2016,4743.2,Programes producció externa,226.99.0016,Altres despeses diverses,4913A,Societat de la informació-Audiovisual i Internet,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2016,2171.19,Material tècnic,226.99.0116,Altres despeses diverses,4913A,Societat de la informació-Audiovisual i Internet,2.8.3.16,Mitjans de Comunicació
15/02/2017,Incorporació romanents ex.2015,58000,Elements de transport cementiri,624.00.0015,Elements de Transport,1640A,Cementiri,3.1.0.16,Salut Pública
15/02/2017,COLUMBARIS,12000,Mobiliari urbà - cementiri,625.00.0016,Mobiliari,1640A,Cementiri,3.1.0.16,Salut Pública
15/02/2017,Incorporació romanents ex.2016,8500,Promoció de la Salut,226.02.0016,Publicitat i propaganda,3111A,Protecció de la salubritat pública,3.1.0.16,Salut Pública
15/02/2017,Incorporació romanents ex.2016,1151.92,Control animals abandonats i peridomèstics,227.06.0116,Estudis i treballs tècnics,3111A,Protecció de la salubritat pública,3.1.0.16,Salut Pública
15/02/2017,Incorporació romanents ex.2016,199.68,"Gestió residus (animals,cementiris)",227.06.0216,Estudis i treballs tècnics,3111A,Protecció de la salubritat pública,3.1.0.16,Salut Pública
15/02/2017,Incorporació romanents ex.2016,2294,Treballs en Consum,227.06.0016,Estudis i treballs tècnics,4930A,Defensa del consumidor,3.1.0.16,Salut Pública
15/02/2017,Incorporació romanents ex.2016,66858.13,Treballs tècnics Urbanisme i Planejament,227.06.0016,Estudis i treballs tècnics,1510A,Urbanisme Planificació i Projectes,3.2.0.16,Urbanisme
15/02/2017,Incorporació romanents ex.2016,67682.98,Reparcel·lació Pla Parcial Pla de Ponent,619.00.0014,Altres inversions de reposició en infraestructures,1510A,Urbanisme Planificació i Projectes,3.2.0.16,Urbanisme
15/02/2017,Incorporació romanents ex.2016,209200,Inversions rep. via pública Urbanisme - IFS,619.00.0016,Altres inversions de reposició en infraestructures,1533F,Vies públiques - Obra Civil i Instal·lacions,3.2.0.16,Urbanisme
15/02/2017,SALDO PER MILLORA BARRI CAN TR,100000,Inversions rep. via pública Urbanisme - IFS,619.00.0016,Altres inversions de reposició en infraestructures,1533F,Vies públiques - Obra Civil i Instal·lacions,3.2.0.16,Urbanisme
15/02/2017,Incorporació romanents ex.2016,1684.32,Inversions noves-Millora Espai Públic Junts fem b ,609.00.0015,Altres inv.noves infraest. i béns dest. ús general,1533J,Projectes Junts Fem Barri,3.2.0.16,Urbanisme
15/02/2017,Incorporació romanents ex.2016,69086.6,Inversions noves-Millora Espai Públic Junts fem b ,609.00.0015,Altres inv.noves infraest. i béns dest. ús general,1533J,Projectes Junts Fem Barri,3.2.0.16,Urbanisme
15/02/2017,Incorporació romanents ex.2016,380580.47,Inversió rep. Millora Marcel·lí Moragas,632.00.0015,Edificis i altres construccions,3230A,Funcionament centres docents d'Educació,3.2.0.16,Urbanisme
15/02/2017,Incorporació romanents ex.2016,82070,Inv. repos. en edificis administratius - IFS,632.00.0016,Edificis i altres construccions,9330F,Inversions financerament sostenibles,3.2.0.16,Urbanisme
15/02/2017,Incorporació romanents ex.2016,3388,Prevenció incendis i neteja zones forestals i mpal,210.00.0016,Infraestructura i béns naturals,1350A,Protecció civil ,3.3.0.16,Medi Ambient i Sostenibilitat
15/02/2017,Incorporació romanents ex.2016,2269.31,"Manteniment, maquinària, instal. i utillatge (Prot",213.00.0016,"Maquinària,instal·lacions tècniques i utillatje",1350A,Protecció civil ,3.3.0.16,Medi Ambient i Sostenibilitat
15/02/2017,SALDO,16.66,AMB/Conveni mòdul primers auxilis platja,764.00.0016,A Àrees metropolitanes,1350A,Protecció civil ,3.3.0.16,Medi Ambient i Sostenibilitat
15/02/2017,Incorporació romanents ex.2016,220,Formació i activitats Medi Ambient,226.06.0016,"Reunions, conferències i cursos",1721A,Protecció del Medi Ambient,3.3.0.16,Medi Ambient i Sostenibilitat
15/02/2017,Incorporació romanents ex.2016,14051.15,Medi Ambient,226.99.0016,Altres despeses diverses,1721A,Protecció del Medi Ambient,3.3.0.16,Medi Ambient i Sostenibilitat
15/02/2017,CONNEXIO GUINQUETA C/ PREMIA,32000,Inversions rep. via pública ,619.00.0016,Altres inversions de reposició en infraestructures,1533A,Vies públiques - Obra Civil i Instal·lacions,3.4.0.16,Obres i Manteniment
15/02/2017,SORRAL GAVA MAR,30000,Inversions reposició escoles,639.00.0016,Altr.inv.repos.associad.funcion.oper.serveis,3230A,Funcionament centres docents d'Educació,3.4.0.16,Obres i Manteniment
15/02/2017,Incorporació romanents ex.2016,6092.28,Manteniment Edifici Corporatiu,212.00.0116,Edificis i altres construccions,9330A,Edificis administratius,3.4.0.16,Obres i Manteniment
15/02/2017,Incorporació romanents ex.2016,1503.34,Renting vehicles policia,204.01.0016,Arrendament de material de transport,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
15/02/2017,Incorporació romanents ex.2016,281.24,Manteniment Material de transport,214.00.0016,Elements de transport,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
15/02/2017,Incorporació romanents ex.2016,1131.35,Despeses jurídiques,226.04.0016,"Jurídics, contenciosos",1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
15/02/2017,Incorporació romanents ex.2016,2700.14,Formació en Seguretat Vial,226.06.0015,"Reunions, conferències i cursos",1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
15/02/2017,Incorporació romanents ex.2016,2000,Servei control trànsit amb càmares (AMP),227.99.0016,Altres treballs realitzats per altres emp.i profes,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
15/02/2017,Incorporació romanents ex.2016,40000,Inv. nova utillatge - emisores (RESCAT),623.00.0016,"Maquinària, instal·lacions tècniques i utillatge",1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
15/02/2017,Incorporació romanents ex.2015,8763.42,Inv. nova vehicles - Policia,624.00.0016,Elements de Transport,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
15/02/2017,Incorporació romanents ex.2016,10322.33,Manteniment Senyalització via pública,215.00.0016,Mobiliari,1331A,Ordenació del trànsit i de l'estacionament,3.5.3.16,Mobilitat
15/02/2017,CONTENIDOR PER A LES CARPES DE,2000,Mobiliari - Manteniment de la Ciutat,625.00.0016,Mobiliari,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,90868.29,Pavimentació de la vía pública,609.00.0015,Altres inv.noves infraest. i béns dest. ús general,1532A,Pavimentació vies públiques,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,7353.45,Treballs manteniment via pública,227.99.0016,Altres treballs realitzats per altres emp.i profes,1533A,Vies públiques - Obra Civil i Instal·lacions,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,19309.89,Altres inv.noves infraest. i béns dest. ús general,609.00.0015,Altres inv.noves infraest. i béns dest. ús general,1533A,Vies públiques - Obra Civil i Instal·lacions,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,129334.96,Altres inv.noves infraest. i béns dest. ús general,609.00.0015,Altres inv.noves infraest. i béns dest. ús general,1533A,Vies públiques - Obra Civil i Instal·lacions,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,71952.75,Inversions rep. via pública Serv. Municipals - IFS,619.00.0016,Altres inversions de reposició en infraestructures,1533F,Vies públiques - Obra Civil i Instal·lacions,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,224290.89,Inversions rep. via pública Serv. Municipals - IFS,619.00.0016,Altres inversions de reposició en infraestructures,1533F,Vies públiques - Obra Civil i Instal·lacions,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,25144.32,Obres de reposició clavegueram,619.00.0015,Altres inversions de reposició en infraestructures,1600A,Clavegueram,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,1475.82,"Aigua - Reg, fonts",221.01.0015,Aigua,1710A,Parcs i jardins,3.6.0.16,Serveis Municipals
15/02/2017,ADEQUACIO QUIOSC MERCAT A PUNT,10000,Inversions de reposició en mobiliari urbà,635.00.0016,Mobiliari,1720A,Adm.Gral de Medi Ambient,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,15435.26,Electricitat - Instal·lacions Esportives,221.00.0016,Energia Elèctrica,3420A,Instal·lacions esportives,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2017,30853.96,Aportació empreses - Polígons AMB,770.00.0016,A empreses privades,4590A,Millores competitivitat Pol·ligons Industrials,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,23182.88,"Electricitat - Edificis Socials (Casals, Museus,et",221.00.0016,Energia Elèctrica,9330B,Equipaments de serveis,3.6.0.16,Serveis Municipals
15/02/2017,CONTROL ACCES CSE,9800,Instal·lacions noves en equipaments,623.00.0016,"Maquinària, instal·lacions tècniques i utillatge",9330B,Equipaments de serveis,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,17972.61,Instal.lacions Pla d'estalvi energètic,633.00.0016,"Maquinària,instal·lacions i utillatge",9330B,Equipaments de serveis,3.6.0.16,Serveis Municipals
15/02/2017,CREDIT GENERAT AMB UNA SUBVENI,17493.9,Aportació a la Diocesi de Sant Feliu de Llobregat,780.00.0015,A famílies e institucions sense ànim de lucre,9330E,Patrimoni Singular Local,3.6.0.16,Serveis Municipals
15/02/2017,TRASPAS A CAP 6,4854.19,Aportació a la Diocesi de Sant Feliu de Llobregat,780.00.0015,A famílies e institucions sense ànim de lucre,9330E,Patrimoni Singular Local,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,70833.95,Inv. de rep en edif.i altres constr- Escoles 2016,632.00.0015,Edificis i altres construccions,9330F,Inversions financerament sostenibles,3.6.0.16,Serveis Municipals
15/02/2017,Incorporació romanents ex.2016,5717.95,Estudis i treballs tècnics de Comerç,227.06.0016,Estudis i treballs tècnics,4311A,Comerç - Dinamització comercial,4.0.0.16,"Comerç, Fira i Turisme"
15/02/2017,Incorporació romanents ex.2016,3394.05,Aportació a DiBa - Comerç,461.00.0016,A Diputacions,4311A,Comerç - Dinamització comercial,4.0.0.16,"Comerç, Fira i Turisme"
15/02/2017,Incorporació romanents ex.2016,2450,Aportació a la Unió de Botiguers de Gavà,489.00.9916,A institucions sense ànim de lucre,4311A,Comerç - Dinamització comercial,4.0.0.16,"Comerç, Fira i Turisme"
31/03/2017,EXP 6/17 TR,3179.88,Prestació serveis tècnics educatius,226.99.0117,Altres despeses diverses,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
15/02/2017,Incorporació romanents ex.2016,2450,Aportació a l'A.C.l'Illa del Centre,489.01.9916,A institucions sense ànim de lucre,4311A,Comerç - Dinamització comercial,4.0.0.16,"Comerç, Fira i Turisme"
15/02/2017,Incorporació romanents ex.2016,1396.75,Estudis tècnics promoció dels calçots de Gavà,227.06.0116,Estudis i treballs tècnics,4321A,Promoció de la Ciutat - Fira,4.0.0.16,"Comerç, Fira i Turisme"
15/02/2017,Incorporació romanents ex.2016,1875.09,Pla de desenvolupament turístic,227.06.0016,Estudis i treballs tècnics,4322A,Promoció de la Ciutat - Turisme,4.0.0.16,"Comerç, Fira i Turisme"
23/02/2017,EXP 4/17 TRA,5000,Gas - Instal·lacions Esportives,221.02.0017,Gas,3420A,Instal·lacions esportives,3.6.0.16,Serveis Municipals
23/02/2017,EXP 4/17 TRA,25000,"Electricitat - Edificis Socials (Casals, Museus,et",221.00.0017,Energia Elèctrica,9330B,Equipaments de serveis,3.6.0.16,Serveis Municipals
23/02/2017,EXP 4/17 TRA,10000,Gas - Edificis Administratius,221.02.0017,Gas,9330A,Edificis administratius,3.6.0.16,Serveis Municipals
