CODI_DIVISIO_TERRITORIAL;CODI_PARTIT;DESCRIPCIO_PARTIT;NRE_VOTS
S-04011;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;50
S-04011;IFEM;INICIATIVA FEMINISTA;0
S-04011;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04011;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04011;LEM;LA ESPAÑA EN MARCHA;0
S-04011;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04011;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;4
S-04011;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04011;NULS;NULS;6
S-04011;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04011;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;6
S-04011;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;2
S-04011;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;2
S-04011;PH      ;PARTIDO HUMANISTA                       ;0
S-04011;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-04011;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04011;PODEMOS;PODEMOS-PODEM;23
S-04011;PP      ;PARTIDO POPULAR                         ;43
S-04011;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04011;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;4
S-04011;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;96
S-04011;PT;PARTIDO DA TERRA;0
S-04011;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04011;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;1
S-04011;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04011;UPyD;UNION PROGRESO Y DEMOCRACIA;7
S-04011;VOX;VOX;0
S-04012;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04012;ALTER;ALTERNATIVA REPUBLICANA;0
S-04012;BLANCS;BLANCS;11
S-04012;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-04012;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;29
S-04012;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;39
S-04012;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;1
S-04012;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04012;EB;ESCONS EN BLANC;1
S-04012;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04012;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;37
S-04012;EU      ;EXTREMADURA UNIDA                       ;1
S-04012;FAC;FORO DE CIUDADANOS;0
S-04012;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04012;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;85
S-04012;IFEM;INICIATIVA FEMINISTA;1
S-04012;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04012;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;1
S-04012;LEM;LA ESPAÑA EN MARCHA;0
S-04012;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04012;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;0
S-04012;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04012;NULS;NULS;1
S-04012;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04012;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;11
S-04012;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;4
S-04012;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-04012;PH      ;PARTIDO HUMANISTA                       ;1
S-04012;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-04012;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04012;PODEMOS;PODEMOS-PODEM;29
S-04012;PP      ;PARTIDO POPULAR                         ;43
S-04012;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04012;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-04012;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;130
S-04012;PT;PARTIDO DA TERRA;0
S-04012;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;1
S-04012;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04012;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04012;UPyD;UNION PROGRESO Y DEMOCRACIA;1
S-04012;VOX;VOX;1
S-04013;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04013;ALTER;ALTERNATIVA REPUBLICANA;0
S-04013;BLANCS;BLANCS;10
S-04013;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-04013;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;38
S-04013;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;55
S-04013;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;2
S-04013;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04013;EB;ESCONS EN BLANC;5
S-04013;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04013;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;56
S-04013;EU      ;EXTREMADURA UNIDA                       ;0
S-04013;FAC;FORO DE CIUDADANOS;1
S-04013;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;2
S-04013;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;74
S-04013;IFEM;INICIATIVA FEMINISTA;2
S-04013;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04013;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04013;LEM;LA ESPAÑA EN MARCHA;0
S-04013;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04013;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;2
S-04013;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04013;NULS;NULS;6
S-04013;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04013;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;16
S-04013;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;4
S-04013;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-04013;PH      ;PARTIDO HUMANISTA                       ;0
S-04013;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;0
S-04013;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04013;PODEMOS;PODEMOS-PODEM;44
S-04013;PP      ;PARTIDO POPULAR                         ;57
S-04013;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04013;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;3
S-04013;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;162
S-04013;PT;PARTIDO DA TERRA;0
S-04013;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;2
S-04013;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;1
S-04013;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;2
S-04013;UPyD;UNION PROGRESO Y DEMOCRACIA;5
S-04013;VOX;VOX;3
S-04014;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04014;ALTER;ALTERNATIVA REPUBLICANA;1
S-04014;BLANCS;BLANCS;3
S-04014;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-04014;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;25
S-04014;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;36
S-04014;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;1
S-04014;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04014;EB;ESCONS EN BLANC;4
S-04014;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04014;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;45
S-04014;EU      ;EXTREMADURA UNIDA                       ;0
S-04014;FAC;FORO DE CIUDADANOS;2
S-04014;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;2
S-04014;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;62
S-04014;IFEM;INICIATIVA FEMINISTA;1
S-04014;IMPULSO SOCIAL;IMPULSO SOCIAL;4
S-04014;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04014;LEM;LA ESPAÑA EN MARCHA;0
S-04014;MCR;MOVIMIENTO CORRIENTE ROJA;1
S-04014;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;3
S-04014;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04014;NULS;NULS;2
S-04014;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04014;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-04014;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;0
S-04014;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;3
S-04014;PH      ;PARTIDO HUMANISTA                       ;0
S-04014;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;5
S-04014;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04014;PODEMOS;PODEMOS-PODEM;38
S-04014;PP      ;PARTIDO POPULAR                         ;55
S-04014;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04014;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-04014;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;105
S-04014;PT;PARTIDO DA TERRA;0
S-04014;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04014;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04014;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04014;UPyD;UNION PROGRESO Y DEMOCRACIA;6
S-04014;VOX;VOX;1
S-04015;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04015;ALTER;ALTERNATIVA REPUBLICANA;0
S-04015;BLANCS;BLANCS;4
S-04015;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-04015;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;18
S-04015;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;22
S-04015;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;1
S-04015;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04015;EB;ESCONS EN BLANC;1
S-04015;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04015;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;30
S-04015;EU      ;EXTREMADURA UNIDA                       ;1
S-04015;FAC;FORO DE CIUDADANOS;2
S-04015;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04015;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;49
S-04015;IFEM;INICIATIVA FEMINISTA;0
S-04015;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04015;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04015;LEM;LA ESPAÑA EN MARCHA;0
S-04015;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04015;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;8
S-04015;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04015;NULS;NULS;2
S-04015;PA      ;PARTIDO ANDALUCISTA                     ;1
S-04015;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;5
S-04015;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;0
S-04015;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-04015;PH      ;PARTIDO HUMANISTA                       ;0
S-04015;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;1
S-04015;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;1
S-04015;PODEMOS;PODEMOS-PODEM;26
S-04015;PP      ;PARTIDO POPULAR                         ;37
S-04015;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04015;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-04015;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;102
S-04015;PT;PARTIDO DA TERRA;0
S-04015;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;2
S-04015;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04015;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04015;UPyD;UNION PROGRESO Y DEMOCRACIA;5
S-04015;VOX;VOX;2
S-04016;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04016;ALTER;ALTERNATIVA REPUBLICANA;0
S-04016;BLANCS;BLANCS;7
S-04016;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-04016;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;18
S-04016;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;41
S-04016;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04016;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04016;EB;ESCONS EN BLANC;4
S-04016;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04016;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;49
S-04016;EU      ;EXTREMADURA UNIDA                       ;0
S-04016;FAC;FORO DE CIUDADANOS;0
S-04016;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04016;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;51
S-04016;IFEM;INICIATIVA FEMINISTA;0
S-04016;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04016;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04016;LEM;LA ESPAÑA EN MARCHA;0
S-04016;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04016;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;3
S-04016;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04016;NULS;NULS;3
S-04016;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04016;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1
S-04016;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;2
S-04016;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-04016;PH      ;PARTIDO HUMANISTA                       ;0
S-04016;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;1
S-04016;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04016;PODEMOS;PODEMOS-PODEM;45
S-04016;PP      ;PARTIDO POPULAR                         ;50
S-04016;PREPAL;SALAMANCA-ZAMORA-LEON            ;1
S-04016;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;3
S-04016;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;138
S-04016;PT;PARTIDO DA TERRA;0
S-04016;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04016;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04016;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04016;UPyD;UNION PROGRESO Y DEMOCRACIA;8
S-04016;VOX;VOX;3
S-04017;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04017;ALTER;ALTERNATIVA REPUBLICANA;0
S-04017;BLANCS;BLANCS;0
S-04017;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-04017;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;7
S-04017;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;49
S-04017;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04017;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04017;EB;ESCONS EN BLANC;0
S-04017;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04017;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;19
S-04017;EU      ;EXTREMADURA UNIDA                       ;1
S-04017;FAC;FORO DE CIUDADANOS;0
S-04017;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04017;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;34
S-04017;IFEM;INICIATIVA FEMINISTA;0
S-04017;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04017;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04017;LEM;LA ESPAÑA EN MARCHA;0
S-04017;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04017;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;4
S-04017;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04017;NULS;NULS;3
S-04017;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04017;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1
S-04017;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;3
S-04017;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;5
S-04017;PH      ;PARTIDO HUMANISTA                       ;0
S-04017;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-04017;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04017;PODEMOS;PODEMOS-PODEM;24
S-04017;PP      ;PARTIDO POPULAR                         ;70
S-04017;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04017;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;4
S-04017;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;150
S-04017;PT;PARTIDO DA TERRA;0
S-04017;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;1
S-04017;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04017;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04017;UPyD;UNION PROGRESO Y DEMOCRACIA;16
S-04017;VOX;VOX;0
S-04018;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04018;ALTER;ALTERNATIVA REPUBLICANA;1
S-04018;BLANCS;BLANCS;7
S-04018;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-04018;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;21
S-04018;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;24
S-04018;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;1
S-04018;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04018;EB;ESCONS EN BLANC;1
S-04018;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04018;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;35
S-04018;EU      ;EXTREMADURA UNIDA                       ;0
S-04018;FAC;FORO DE CIUDADANOS;1
S-04018;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04018;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;48
S-04018;IFEM;INICIATIVA FEMINISTA;0
S-04018;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04018;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04018;LEM;LA ESPAÑA EN MARCHA;0
S-04018;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04018;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;4
S-04018;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04018;NULS;NULS;1
S-04018;PA      ;PARTIDO ANDALUCISTA                     ;1
S-04018;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-04018;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;4
S-04018;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;2
S-04018;PH      ;PARTIDO HUMANISTA                       ;1
S-04018;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;0
S-04018;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04018;PODEMOS;PODEMOS-PODEM;18
S-04018;PP      ;PARTIDO POPULAR                         ;39
S-04018;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04018;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;2
S-04018;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;101
S-04018;PT;PARTIDO DA TERRA;0
S-04018;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04018;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;1
S-04018;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;1
S-04018;UPyD;UNION PROGRESO Y DEMOCRACIA;5
S-04018;VOX;VOX;0
S-04019;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04019;ALTER;ALTERNATIVA REPUBLICANA;0
S-04019;BLANCS;BLANCS;3
S-04019;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-04019;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;26
S-04019;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;29
S-04019;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;2
S-04019;DN      ;DEMOCRACIA NACIONAL                     ;1
S-04019;EB;ESCONS EN BLANC;3
S-04019;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04019;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;26
S-04019;EU      ;EXTREMADURA UNIDA                       ;0
S-04019;FAC;FORO DE CIUDADANOS;0
S-04019;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04019;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;28
S-04019;IFEM;INICIATIVA FEMINISTA;0
S-04019;IMPULSO SOCIAL;IMPULSO SOCIAL;1
S-04019;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;1
S-04019;LEM;LA ESPAÑA EN MARCHA;0
S-04019;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04019;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;0
S-04019;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04019;NULS;NULS;3
S-04019;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04019;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-04019;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;0
S-04019;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-04019;PH      ;PARTIDO HUMANISTA                       ;1
S-04019;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-04019;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04019;PODEMOS;PODEMOS-PODEM;27
S-04019;PP      ;PARTIDO POPULAR                         ;50
S-04019;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04019;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;3
S-04019;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;85
S-04019;PT;PARTIDO DA TERRA;0
S-04019;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04019;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04019;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;1
S-04019;UPyD;UNION PROGRESO Y DEMOCRACIA;7
S-04019;VOX;VOX;0
S-05001;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-05001;ALTER;ALTERNATIVA REPUBLICANA;0
S-05001;BLANCS;BLANCS;2
S-05001;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-05001;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;6
S-05001;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;18
S-05001;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
