CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;CARREGA_UTIL;NRE_VEHICLES;MARCA
SF;Autobusos;De menys de 21 places;-;-;-;11;-;1;Integralia     
SF;Autobusos;De menys de 21 places;-;-;-;13;-;1;Desconegut     
SF;Autobusos;De menys de 21 places;-;-;-;14;-;2;Mercedes-Benz  
SF;Autobusos;De menys de 21 places;-;-;-;15;-;1;Desconegut     
SF;Autobusos;De menys de 21 places;-;-;-;15;-;3;Iveco          
SF;Autobusos;De menys de 21 places;-;-;-;16;-;1;Mercedes-Benz  
SF;Autobusos;De menys de 21 places;-;-;-;16;-;1;M.A.N.         
SF;Autobusos;De menys de 21 places;-;-;-;17;-;1;M.A.N.         
SF;Autobusos;De menys de 21 places;-;-;-;17;-;1;Desconegut     
SF;Autobusos;De menys de 21 places;-;-;-;18;-;3;Man            
SF;Autobusos;De menys de 21 places;-;-;-;19;-;1;Man            
SF;Autobusos;De menys de 21 places;-;-;-;19;-;2;Iveco          
SF;Autobusos;De menys de 21 places;-;-;-;20;-;1;Iveco          
SF;Autobusos;De menys de 21 places;-;-;-;20;-;6;M.A.N.         
SF;Autobusos;De més de 50 places;-;-;-;54;-;1;Pegaso         
SF;Autobusos;De més de 50 places;-;-;-;55;-;1;Irisbus        
SF;Autobusos;De més de 50 places;-;-;-;57;-;2;Iveco          
SF;Autobusos;De més de 50 places;-;-;-;57;-;2;Scania         
SF;Autobusos;De més de 50 places;-;-;-;57;-;1;Irisbus        
SF;Autobusos;De més de 50 places;-;-;-;58;-;1;Castrosua      
SF;Autobusos;De més de 50 places;-;-;-;59;-;1;Iveco          
SF;Autobusos;De més de 50 places;-;-;-;71;-;2;M.A.N.         
SF;Autobusos;De 21 A 50 places;-;-;-;22;-;1;Desconegut     
SF;Autobusos;De 21 A 50 places;-;-;-;22;-;1;Irisbus        
SF;Autobusos;De 21 A 50 places;-;-;-;23;-;2;Iveco          
SF;Autobusos;De 21 A 50 places;-;-;-;23;-;4;M.A.N.         
SF;Autobusos;De 21 A 50 places;-;-;-;26;-;1;Pegaso         
SF;Autobusos;De 21 A 50 places;-;-;-;26;-;1;Otokar         
SF;Autobusos;De 21 A 50 places;-;-;-;28;-;3;Man            
SF;Autobusos;De 21 A 50 places;-;-;-;28;-;2;Volvo          
SF;Autobusos;De 21 A 50 places;-;-;-;29;-;1;Man            
SF;Autobusos;De 21 A 50 places;-;-;-;30;-;1;M.A.N.         
SF;Autobusos;De 21 A 50 places;-;-;-;31;-;2;Mercedes-Benz  
SF;Autobusos;De 21 A 50 places;-;-;-;37;-;1;Consulmovil    
SF;Autobusos;De 21 A 50 places;-;-;-;41;-;1;Consulmovilbus 
SF;Autobusos;De 21 A 50 places;-;-;-;43;-;1;M.A.N.         
SF;Autobusos;De 21 A 50 places;-;-;-;44;-;1;Man            
SF;Autobusos;De 21 A 50 places;-;-;-;45;-;2;Man Magnus     
SF;Autobusos;De 21 A 50 places;-;-;-;45;-;13;M.A.N.         
SF;Autobusos;De 21 A 50 places;-;-;-;45;-;1;Man            
SF;Autobusos;De 21 A 50 places;-;-;-;46;-;1;Iveco          
SF;Autobusos;De 21 A 50 places;-;-;-;46;-;2;Carrocera      
SF;Autobusos;De 21 A 50 places;-;-;-;46;-;2;Castrosua      
SF;Autobusos;De 21 A 50 places;-;-;-;46;-;2;Man            
SF;Autobusos;De 21 A 50 places;-;-;-;47;-;1;Man            
SF;Autobusos;De 21 A 50 places;-;-;-;48;-;7;Scania         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;10;1;Seat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;105;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;140;1;Opel           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;196;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;218;2;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;230;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;237;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;245;1;Iveco          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;25;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;250;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;300;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;300;1;M.A.N.         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;305;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;306;1;Mega           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;315;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;321;3;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;325;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;325;1;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;330;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;340;2;Suzuki         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;350;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;355;1;Sin            
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;360;2;Suzuki         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;365;2;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;365;1;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;370;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;385;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;385;1;Tata           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;385;1;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;389;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;390;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;390;2;Suzuki         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;400;1;Suzuki         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;400;1;Mercedes-Benz  
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;403;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;410;3;Suzuki         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;414;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;414;1;Iveco          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;415;12;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;420;1;Iveco          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;420;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;420;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;425;3;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;430;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;430;1;Suzuki         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;431;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;433;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;434;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;445;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;450;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;450;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;450;11;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;455;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;457;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;458;5;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;460;1;Suzuki         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;460;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;460;3;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;460;1;Mercedes-Benz  
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;465;2;Opel           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;467;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;470;4;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;470;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;470;1;Suzuki         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;470;1;Seat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;472;1;Iveco          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;474;4;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;475;2;Iveco          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;475;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;475;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;475;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;476;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;478;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;479;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;479;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;480;6;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;480;1;Mercedes-Benz  
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;480;2;Chrysler       
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;484;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;484;1;Kia            
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;485;2;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;485;1;Chrysler       
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;485;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;485;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;487;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;489;2;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;490;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;490;2;Seat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;490;1;Piaggio        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;490;10;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;493;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;495;6;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;495;1;Seat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;495;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;496;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;497;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;497;1;Capron         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;500;2;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;500;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;500;3;Chrysler       
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;500;1;Toyota         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;500;1;Iveco          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;500;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;500;1;Land Rover     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;500;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;504;3;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;505;1;Mooveo         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;505;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;507;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;510;1;Jeep-Viasa     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;510;2;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;514;4;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;514;2;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;514;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;515;2;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;515;3;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;515;1;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;516;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;518;1;Kia            
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;518;1;Jeep           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;520;1;Seat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;520;4;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;524;3;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;524;6;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;525;8;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;525;5;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;525;13;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;526;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;528;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;530;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;530;1;Seat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;530;3;Chrysler       
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;530;1;Mercedes-Benz  
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;530;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;535;2;Opel           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;535;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;535;23;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;538;1;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;540;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;540;1;Moncayo        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;545;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;545;14;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;545;19;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;546;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;546;3;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;549;1;Elnagh         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;549;7;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;549;2;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;549;1;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;550;4;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;550;2;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;550;1;Volvo          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;552;2;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;554;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;555;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;555;6;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;555;1;Pilote         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;555;3;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;557;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;559;2;Kia            
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;560;16;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;561;4;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;564;2;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;565;4;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;565;5;Chrysler       
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;567;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;567;3;Chrysler       
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;570;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;570;10;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;570;3;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;570;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;571;2;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;572;1;Mclouis        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;573;4;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;574;7;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;575;3;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;575;21;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;575;1;Mitsubishi     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;575;1;Skoda          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;577;1;Ssangyong      
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;577;1;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;579;4;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;579;6;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;580;1;Frankia        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;580;16;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;585;2;Opel           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;585;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;585;3;Seat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;585;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;589;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;590;2;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;590;1;Opel           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;591;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;592;3;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;594;1;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;594;2;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;595;3;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;595;4;Seat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;595;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;595;2;Opel           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;595;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;596;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;599;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;599;2;Joint          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;600;4;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;600;1;Mercedes-Benz  
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;600;21;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;600;3;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;605;2;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;605;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;606;2;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;607;4;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;607;1;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;608;3;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;608;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;609;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;609;10;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;609;2;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;610;1;Iveco          
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;610;2;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;610;3;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;610;1;Mclouis        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;610;1;Opel           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;610;3;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;610;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;610;1;Mercedes-Benz  
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;610;4;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;611;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;613;2;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;613;1;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;614;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;615;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;615;4;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;617;1;Opel           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;618;1;Kia            
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;618;2;Volkswagen     
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;619;1;Ford           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;620;1;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;620;1;Mercedes-Benz  
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;620;2;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;620;20;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;620;2;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;620;1;Toyota         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;620;8;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;621;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;622;2;Opel           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;624;4;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;625;1;Jeep           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;625;17;Seat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;625;16;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;625;2;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;625;5;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;627;1;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;630;1;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;630;2;Fiat           
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;630;1;Mercedes-Benz  
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;630;1;Renault        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;630;2;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;630;2;Nissan         
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;633;4;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;633;3;Citroen        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;634;2;Peugeot        
SF;Camions;De menys de 1.000 kg de càrrega;-;-;-;-;634;5;Citroen        
