Estación,Título,latitud,longitud,Fecha Solar (UTC),SO2,NO,NO2,CO,PM10,O3,dd,vv,TMP,HR,PRB,RS,LL,BEN,TOL,MXIL,PM25
"1","Estación Avenida Constitución","43.529806","-5.673428","2017-08-21T10:00:00","6","13","29","0.44","26","40","16","0.73","21.9","66","1014","556","0","0.5","2.2","2.3","16"
"1","Estación Avenida Constitución","43.529806","-5.673428","2017-08-21T09:00:00","6","17","32","0.52","23","22","13","0.27","20","80","1015","376","0","0.6","2.7","2.5","7"
"1","Estación Avenida Constitución","43.529806","-5.673428","2017-08-21T08:00:00","6","43","37","0.64","31","8","314","0.1","17.3","91","1015","57","0","0.7","3.7","3.9","16"
"1","Estación Avenida Constitución","43.529806","-5.673428","2017-08-21T07:00:00","6","58","43","0.73","39","3","109","0.1","16.2","91","1015","54","0","0.8","4.1","4.3","12"
"1","Estación Avenida Constitución","43.529806","-5.673428","2017-08-21T06:00:00","6","35","36","0.54","23","2","150","0.12","15.8","89","1016","54","0","0.4","2.8","2.7","11"
"1","Estación Avenida Constitución","43.529806","-5.673428","2017-08-21T05:00:00","5","7","26","0.47","16","1","136","0.1","15.8","87","1016","54","0","0.4","2.9","2.9","5"
"1","Estación Avenida Constitución","43.529806","-5.673428","2017-08-21T04:00:00","4","13","26","0.54","23","5","289","0.1","16.3","87","1017","54","0","1","3","2.9","8"
"1","Estación Avenida Constitución","43.529806","-5.673428","2017-08-21T03:00:00","4","2","22","0.47","18","12","144","0.1","16.7","85","1017","54","0","0.5","4.2","3.2","8"
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-28T03:00:00","3","1","22","0.74","","28","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-28T02:00:00","3","1","23","1.65","29","33","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-28T01:00:00","3","1","18","0.7","23","40","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-28T00:00:00","3","1","9","0.2","22","51","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T23:00:00","3","1","9","0.2","24","51","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T22:00:00","3","1","10","0.27","26","52","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T21:00:00","3","10","36","0.44","44","31","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T20:00:00","3","12","57","0.56","54","18","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T19:00:00","3","4","43","1.18","66","27","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T18:00:00","3","2","18","0.2","21","50","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T17:00:00","3","1","9","0.2","16","58","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T16:00:00","3","2","12","0.2","21","58","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T15:00:00","3","4","14","0.2","18","54","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T14:00:00","2","5","23","0.28","33","33","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T13:00:00","3","1","16","0.2","20","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T12:00:00","4","8","29","0.72","48","28","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T11:00:00","6","6","21","0.23","26","36","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T10:00:00","5","2","14","0.2","25","42","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T09:00:00","4","1","14","0.25","28","38","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T08:00:00","6","6","25","0.38","38","18","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T07:00:00","5","6","25","0.37","57","13","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T06:00:00","5","2","21","0.34","42","13","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T05:00:00","4","2","22","0.29","44","13","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T04:00:00","4","1","21","0.24","105","16","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T03:00:00","5","1","16","0.27","30","23","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T02:00:00","4","1","17","0.22","32","32","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T01:00:00","4","1","11","0.47","37","38","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-27T00:00:00","5","2","8","0.2","15","48","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T23:00:00","5","1","5","0.2","18","50","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T22:00:00","5","2","9","0.2","18","49","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T21:00:00","6","1","14","0.2","16","48","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T20:00:00","6","1","10","0.2","15","50","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T19:00:00","5","1","10","0.2","18","51","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T18:00:00","5","1","8","0.2","17","50","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T17:00:00","6","2","11","0.2","16","48","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T16:00:00","5","1","6","0.21","16","55","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T15:00:00","6","1","7","0.2","12","59","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T14:00:00","4","1","8","0.2","25","55","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T13:00:00","5","3","13","0.2","22","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T12:00:00","8","3","13","0.2","17","45","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T11:00:00","14","2","12","0.2","17","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T10:00:00","14","6","18","0.23","22","34","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T09:00:00","16","6","13","0.25","20","22","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T08:00:00","16","10","18","0.24","27","15","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T07:00:00","15","9","22","0.46","25","12","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T06:00:00","16","7","19","1.2","24","10","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T05:00:00","14","12","23","0.38","28","10","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T04:00:00","13","6","22","0.56","29","10","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T03:00:00","13","3","23","0.91","29","11","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T02:00:00","15","6","25","0.89","90","10","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T01:00:00","13","3","24","0.8","66","13","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-26T00:00:00","15","1","25","0.58","29","18","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T23:00:00","14","2","21","0.27","19","26","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T22:00:00","13","1","11","0.2","14","40","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T21:00:00","14","1","13","0.2","15","41","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T20:00:00","15","1","16","0.2","17","41","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T19:00:00","15","2","13","0.21","19","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T18:00:00","13","2","13","0.2","17","50","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T17:00:00","15","1","8","0.2","27","56","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T16:00:00","17","2","10","0.2","19","58","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T15:00:00","15","1","9","0.2","11","60","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T14:00:00","13","1","8","0.2","15","58","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T13:00:00","15","3","10","0.2","17","51","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T12:00:00","11","3","11","0.21","14","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T11:00:00","2","3","12","0.2","11","44","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T10:00:00","3","3","14","0.25","13","43","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T09:00:00","3","3","17","0.22","12","36","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T08:00:00","3","4","23","0.82","14","32","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T07:00:00","3","4","24","0.22","13","30","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T06:00:00","3","6","33","0.23","12","21","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T05:00:00","3","3","18","0.2","15","27","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T04:00:00","3","1","7","0.2","17","42","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T03:00:00","2","1","4","0.2","12","45","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T02:00:00","3","1","6","0.2","12","43","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T01:00:00","2","1","3","0.2","11","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-25T00:00:00","3","1","4","0.2","14","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T23:00:00","3","3","8","0.2","16","42","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T22:00:00","2","1","13","0.2","12","41","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T21:00:00","3","1","15","0.22","15","42","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T20:00:00","4","1","16","0.22","14","42","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T19:00:00","3","3","17","0.2","11","42","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T18:00:00","3","1","14","0.21","10","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T17:00:00","3","1","13","0.2","10","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T16:00:00","3","1","12","0.2","10","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T15:00:00","4","1","10","0.2","12","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T14:00:00","2","1","8","0.2","12","49","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T13:00:00","3","1","9","0.2","10","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T12:00:00","4","3","10","0.2","13","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T11:00:00","8","2","9","0.2","11","44","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T10:00:00","8","9","17","0.2","10","39","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T09:00:00","10","5","15","0.2","15","37","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T08:00:00","9","3","13","0.2","14","37","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T07:00:00","7","4","17","0.2","17","34","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T06:00:00","6","2","16","0.2","16","33","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T05:00:00","7","1","8","0.2","7","38","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T04:00:00","8","1","3","0.2","9","42","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T03:00:00","6","1","2","0.2","16","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T02:00:00","7","1","2","0.2","10","45","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T01:00:00","7","1","3","0.2","14","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-24T00:00:00","7","1","3","0.2","13","50","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T23:00:00","7","4","10","0.2","18","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T22:00:00","8","6","11","0.2","15","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T21:00:00","6","1","13","0.2","18","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T20:00:00","7","1","11","0.2","26","48","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T19:00:00","8","1","12","0.2","17","45","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T18:00:00","8","2","12","0.2","23","45","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T17:00:00","6","3","12","0.2","28","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T16:00:00","7","2","11","0.2","23","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T15:00:00","7","2","8","0.2","25","48","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T14:00:00","6","2","8","0.2","20","48","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T13:00:00","9","3","10","0.2","26","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T12:00:00","5","4","15","0.2","23","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T11:00:00","3","7","26","0.22","32","35","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T10:00:00","3","14","35","0.35","37","24","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T09:00:00","2","22","44","0.44","57","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T08:00:00","2","62","38","0.71","158","10","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T07:00:00","2","49","42","1.03","71","10","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T06:00:00","3","35","39","0.82","43","9","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T05:00:00","2","5","30","0.47","70","11","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T04:00:00","3","1","21","0.57","33","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T03:00:00","2","1","15","0.2","28","23","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T02:00:00","2","1","18","0.2","28","19","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T01:00:00","2","1","13","0.2","32","25","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-23T00:00:00","3","2","29","0.28","33","21","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T23:00:00","2","1","30","0.2","39","24","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T22:00:00","2","2","22","0.2","40","38","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T21:00:00","3","5","18","0.2","34","48","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T20:00:00","2","5","25","0.2","27","48","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T19:00:00","2","3","25","0.2","29","46","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T18:00:00","3","4","23","0.2","26","55","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T17:00:00","3","3","17","0.3","34","67","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T16:00:00","2","2","11","0.2","34","72","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T15:00:00","2","3","14","0.2","27","68","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T14:00:00","3","2","8","0.2","33","70","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T13:00:00","3","9","20","0.2","32","59","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T12:00:00","3","17","36","0.21","32","62","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T11:00:00","3","3","15","0.23","34","68","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T10:00:00","4","5","20","0.22","37","59","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T09:00:00","4","5","19","0.22","37","57","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T08:00:00","4","3","17","0.21","41","61","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T07:00:00","4","2","25","0.22","49","60","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T06:00:00","4","4","45","0.34","67","53","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T05:00:00","4","1","48","0.98","52","45","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T04:00:00","3","1","43","0.56","57","35","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T03:00:00","4","1","41","1.08","67","23","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T02:00:00","4","1","51","1.73","72","21","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T01:00:00","3","1","56","0.84","58","23","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-22T00:00:00","3","1","59","0.92","51","18","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T23:00:00","4","1","36","0.27","42","47","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T22:00:00","4","3","26","0.2","35","70","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T21:00:00","3","3","31","0.2","37","66","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T20:00:00","4","1","20","0.2","36","74","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T19:00:00","4","2","21","0.2","33","73","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T18:00:00","4","1","10","0.2","38","79","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T17:00:00","4","1","10","0.2","39","79","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T16:00:00","3","1","8","0.2","34","80","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T15:00:00","4","1","11","0.2","34","85","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T14:00:00","4","3","16","0.2","30","84","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T13:00:00","5","2","12","0.2","34","79","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T12:00:00","5","3","17","0.21","34","66","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T10:00:00","10","5","18","0.24","27","49","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T09:00:00","8","29","38","0.46","34","22","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T08:00:00","8","56","35","0.61","51","12","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T07:00:00","10","43","31","0.57","54","11","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T06:00:00","9","25","27","0.44","27","9","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T05:00:00","7","15","25","0.4","24","11","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T04:00:00","5","1","15","0.36","22","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2017-08-21T03:00:00","6","1","16","0.29","26","20","","","","","","","","","","",""
"10","Estación de Montevil","43.517315","-5.672499","2017-08-28T03:00:00","5","3","16","","","25","315","0.3","19","90","1009","3","0","","","",""
"10","Estación de Montevil","43.517315","-5.672499","2017-08-28T02:00:00","5","3","14","","","35","326","1.5","19.5","88","1009","3","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-28T01:00:00","6","4","13","","","43","355","1.5","19.6","87","1009","3","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-28T00:00:00","4","3","11","","","51","337","1.67","20.1","85","1009","3","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T23:00:00","4","3","11","","","55","338","0.9","20.4","87","1009","3","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T22:00:00","5","4","10","","","58","317","1.38","20.5","91","1010","3","0.2","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T21:00:00","6","5","41","","","22","338","2.75","21.8","94","1010","3","2.6","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T20:00:00","6","16","42","","","19","339","0.4","22.9","85","1009","3","0.4","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T19:00:00","9","2","36","","","32","339","1.4","24.5","72","1007","3","0.4","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T18:00:00","5","2","26","","","46","342","0.5","24","76","1006","9","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T17:00:00","5","3","24","","","52","3","0.93","26.7","63","1006","82","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T16:00:00","4","3","12","","","66","185","0.35","32.4","36","1006","417","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T15:00:00","4","1","7","","","69","221","1.75","31.6","35","1007","539","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T14:00:00","5","3","19","","","42","228","0.7","27.6","60","1008","380","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T13:00:00","6","9","35","","","18","243","0.5","23.9","88","1008","174","0","","","","18"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T12:00:00","6","4","28","","","23","356","0.65","24.4","79","1008","123","0","","","","28"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T11:00:00","5","5","23","","","28","352","1.4","23.2","92","1008","250","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T10:00:00","5","2","16","","","32","337","0.43","21.9","98","1009","123","0","","","","14"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T09:00:00","5","5","16","","","18","204","0.7","20.5","100","1009","82","0","","","","22"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T08:00:00","6","3","16","","","24","165","1.6","20.1","100","1009","50","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T07:00:00","5","8","20","","","6","204","0.4","18.8","100","1009","23","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T06:00:00","6","3","17","","","10","314","0.17","18.9","100","1009","4","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T05:00:00","5","2","17","","","11","313","0.3","18.8","100","1008","3","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T04:00:00","4","3","19","","","12","301","0.35","19.1","100","1008","3","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T03:00:00","4","1","15","","","16","315","0.1","19.1","100","1008","3","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T02:00:00","4","2","18","","","21","214","0.8","19.9","100","1009","3","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T01:00:00","4","2","12","","","34","337","0.63","20.3","100","1009","3","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-27T00:00:00","4","2","19","","","28","225","0.25","20.5","99","1009","3","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T23:00:00","4","3","8","","","49","313","0.1","21.4","97","1009","3","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T22:00:00","4","4","8","","","56","165","1.7","21.9","93","1009","3","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T21:00:00","4","5","12","","","56","177","1.45","22","90","1009","3","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T20:00:00","4","5","12","","","60","163","2.4","22","88","1009","3","0","","","","10"
