ID_CALLE,TIPO,CALLE,NUMERO,LONGITUD,LATITUD,TITULO
"4680","CALLE","MARQUES DE SAN ESTEBAN","63","-5.670941643","43.541092279","CALLE MARQUES DE SAN ESTEBAN 63"
"4680","CALLE","MARQUES DE SAN ESTEBAN","61","-5.670731676","43.541141575","CALLE MARQUES DE SAN ESTEBAN 61"
"4680","CALLE","MARQUES DE SAN ESTEBAN","59","-5.670519707","43.541187587","CALLE MARQUES DE SAN ESTEBAN 59"
"4680","CALLE","MARQUES DE SAN ESTEBAN","57","-5.67030446","43.541234755","CALLE MARQUES DE SAN ESTEBAN 57"
"3666","PLAZA","HUMEDAL","7","-5.667269807","43.539998507","PLAZA HUMEDAL 7"
"3666","PLAZA","HUMEDAL","6","-5.667169708","43.539822444","PLAZA HUMEDAL 6"
"5550","AVDA","PORTUGAL DE","4","-5.667365566","43.539622257","AVDA PORTUGAL DE 4"
"3666","PLAZA","HUMEDAL","4","-5.666774301","43.539471039","PLAZA HUMEDAL 4"
"3666","PLAZA","HUMEDAL","5","-5.666917623","43.539559693","PLAZA HUMEDAL 5"
"4494","CALLE","LLANES","2","-5.666924437","43.539233221","CALLE LLANES 2"
"4494","CALLE","LLANES","4","-5.667081928","43.53932096","CALLE LLANES 4"
"4494","CALLE","LLANES","5","-5.667434382","43.539239612","CALLE LLANES 5"
"4494","CALLE","LLANES","6","-5.66722988","43.539427018","CALLE LLANES 6"
"5550","AVDA","PORTUGAL DE","7","-5.667960445","43.539157442","AVDA PORTUGAL DE 7"
"5550","AVDA","PORTUGAL DE","5","-5.667697539","43.539281458","AVDA PORTUGAL DE 5"
"6498","CALLE","RIBADESELLA","6","-5.667844768","43.538909948","CALLE RIBADESELLA 6"
"6498","CALLE","RIBADESELLA","8","-5.668088905","43.538995635","CALLE RIBADESELLA 8"
"5550","AVDA","PORTUGAL DE","11","-5.668759162","43.538796737","AVDA PORTUGAL DE 11"
"5550","AVDA","PORTUGAL DE","9","-5.668494727","43.538913803","AVDA PORTUGAL DE 9"
"6498","CALLE","RIBADESELLA","13","-5.668213559","43.538901867","CALLE RIBADESELLA 13"
"6498","CALLE","RIBADESELLA","11","-5.668051283","43.538841721","CALLE RIBADESELLA 11"
"6498","CALLE","RIBADESELLA","9","-5.667962688","43.538808856","CALLE RIBADESELLA 9"
"6498","CALLE","RIBADESELLA","7","-5.667823557","43.538756569","CALLE RIBADESELLA 7"
"6498","CALLE","RIBADESELLA","5","-5.667730087","43.538723709","CALLE RIBADESELLA 5"
"6498","CALLE","RIBADESELLA","3","-5.667563501","43.53865899","CALLE RIBADESELLA 3"
"6498","CALLE","RIBADESELLA","1","-5.667384337","43.538589145","CALLE RIBADESELLA 1"
"4578","CALLE","MAGNUS BLIKSTAD","10","-5.66736736","43.538440529","CALLE MAGNUS BLIKSTAD 10"
"4578","CALLE","MAGNUS BLIKSTAD","12","-5.667439175","43.538335463","CALLE MAGNUS BLIKSTAD 12"
"4530","CALLE","LUANCO","2","-5.66764399","43.538257643","CALLE LUANCO 2"
"4530","CALLE","LUANCO","4","-5.667822924","43.538322856","CALLE LUANCO 4"
"4530","CALLE","LUANCO","6","-5.667927083","43.538360941","CALLE LUANCO 6"
"4530","CALLE","LUANCO","8","-5.668046682","43.538406768","CALLE LUANCO 8"
"4530","CALLE","LUANCO","14","-5.668405168","43.538540763","CALLE LUANCO 14"
"4530","CALLE","LUANCO","16","-5.668564672","43.538598975","CALLE LUANCO 16"
"2310","CALLE","DECANO PRENDES PANDO","5","-5.666035991","43.537020041","CALLE DECANO PRENDES PANDO 5"
"1710","AVDA","COSTA","6","-5.665183616","43.537981366","AVDA COSTA 6"
"1710","AVDA","COSTA","8","-5.665065584","43.537928927","AVDA COSTA 8"
"2856","AVDA","CONSTITUCION","4","-5.66514373","43.537669201","AVDA CONSTITUCION 4"
"2856","AVDA","CONSTITUCION","6","-5.665361998","43.537482684","AVDA CONSTITUCION 6"
"2856","AVDA","CONSTITUCION","8","-5.665603184","43.537283513","AVDA CONSTITUCION 8"
"2310","CALLE","DECANO PRENDES PANDO","1","-5.666193257","43.537684159","CALLE DECANO PRENDES PANDO 1"
"4578","CALLE","MAGNUS BLIKSTAD","17","-5.667469962","43.53795575","CALLE MAGNUS BLIKSTAD 17"
"4578","CALLE","MAGNUS BLIKSTAD","15","-5.667324975","43.538163997","CALLE MAGNUS BLIKSTAD 15"
"4578","CALLE","MAGNUS BLIKSTAD","13","-5.667214409","43.538325764","CALLE MAGNUS BLIKSTAD 13"
"4578","CALLE","MAGNUS BLIKSTAD","11","-5.667155124","43.538408227","CALLE MAGNUS BLIKSTAD 11"
"5076","CALLE","OSCAR OLAVARRIA","6","-5.664378204","43.546074891","CALLE OSCAR OLAVARRIA 6"
"5076","CALLE","OSCAR OLAVARRIA","8","-5.664462694","43.546127051","CALLE OSCAR OLAVARRIA 8"
"5076","CALLE","OSCAR OLAVARRIA","10","-5.664578699","43.546211213","CALLE OSCAR OLAVARRIA 10"
"2148","PLZLA","CORRADA","9","-5.664572268","43.546476703","PLZLA CORRADA 9"
"4068","CALLE","JULIO FERNANDEZ","1","-5.664546747","43.546596957","CALLE JULIO FERNANDEZ 1"
"4068","CALLE","JULIO FERNANDEZ","5","-5.664656462","43.546520442","CALLE JULIO FERNANDEZ 5"
"4068","CALLE","JULIO FERNANDEZ","9","-5.664727166","43.546469885","CALLE JULIO FERNANDEZ 9"
"4068","CALLE","JULIO FERNANDEZ","11","-5.664780731","43.546427038","CALLE JULIO FERNANDEZ 11"
"6714","CALLE","ROSARIO","33","-5.664782391","43.546654776","CALLE ROSARIO 33"
"6714","CALLE","ROSARIO","31","-5.664725937","43.546611047","CALLE ROSARIO 31"
"6486","CALLE","REMEDIOS LOS","9","-5.663465545","43.545898098","CALLE REMEDIOS LOS 9"
"6486","CALLE","REMEDIOS LOS","7","-5.663375275","43.54589453","CALLE REMEDIOS LOS 7"
"6486","CALLE","REMEDIOS LOS","5","-5.66330189","43.545892099","CALLE REMEDIOS LOS 5"
"8538","CALLE","VICARIA","2","-5.664095282","43.545792739","CALLE VICARIA 2"
"6468","CALLE","RECOLETAS","7","-5.663297717","43.545418375","CALLE RECOLETAS 7"
"4698","PLAZA","MARQUES","5","-5.663139277","43.54533828","PLAZA MARQUES 5"
"4698","PLAZA","MARQUES","4","-5.663239424","43.545316281","PLAZA MARQUES 4"
"5076","CALLE","OSCAR OLAVARRIA","1","-5.664315293","43.545819212","CALLE OSCAR OLAVARRIA 1"
"2034","CALLE","CLAUDIO ALVARGONZALEZ","4","-5.664577371","43.545892963","CALLE CLAUDIO ALVARGONZALEZ 4"
"2034","CALLE","CLAUDIO ALVARGONZALEZ","6","-5.664652584","43.545963815","CALLE CLAUDIO ALVARGONZALEZ 6"
"870","CALLE","ATOCHA","17","-5.664185027","43.546748021","CALLE ATOCHA 17"
"870","CALLE","ATOCHA","13","-5.664081397","43.546699746","CALLE ATOCHA 13"
"870","CALLE","ATOCHA","11","-5.66403335","43.546674036","CALLE ATOCHA 11"
"870","CALLE","ATOCHA","9","-5.663989621","43.546628326","CALLE ATOCHA 9"
"870","CALLE","ATOCHA","7","-5.663943325","43.546600494","CALLE ATOCHA 7"
"870","CALLE","ATOCHA","1","-5.663835973","43.546518011","CALLE ATOCHA 1"
"8538","CALLE","VICARIA","33","-5.663573774","43.546692692","CALLE VICARIA 33"
"8538","CALLE","VICARIA","31","-5.663615552","43.546636255","CALLE VICARIA 31"
"8538","CALLE","VICARIA","29","-5.663637022","43.546599307","CALLE VICARIA 29"
"8538","CALLE","VICARIA","27","-5.663670264","43.546554792","CALLE VICARIA 27"
"8538","CALLE","VICARIA","23","-5.663756665","43.546432326","CALLE VICARIA 23"
"8538","CALLE","VICARIA","21","-5.663792427","43.54637422","CALLE VICARIA 21"
"6714","CALLE","ROSARIO","24","-5.663864592","43.546384035","CALLE ROSARIO 24"
"6714","CALLE","ROSARIO","26","-5.663911365","43.546414007","CALLE ROSARIO 26"
"6714","CALLE","ROSARIO","28","-5.663962363","43.546443485","CALLE ROSARIO 28"
"6714","CALLE","ROSARIO","32","-5.664051986","43.546497506","CALLE ROSARIO 32"
"6714","CALLE","ROSARIO","40","-5.664257923","43.546623042","CALLE ROSARIO 40"
"6714","CALLE","ROSARIO","44","-5.664362613","43.546685554","CALLE ROSARIO 44"
"6714","CALLE","ROSARIO","46","-5.664410162","43.546715958","CALLE ROSARIO 46"
"6714","CALLE","ROSARIO","48","-5.664478606","43.546755382","CALLE ROSARIO 48"
"3630","CALLE","HONESTO BATALON","29","-5.665338694","43.548298394","CALLE HONESTO BATALON 29"
"3630","CALLE","HONESTO BATALON","27","-5.665212701","43.548209045","CALLE HONESTO BATALON 27"
"3630","CALLE","HONESTO BATALON","25","-5.665035012","43.548087047","CALLE HONESTO BATALON 25"
"3630","CALLE","HONESTO BATALON","23","-5.664945449","43.548020978","CALLE HONESTO BATALON 23"
"3630","CALLE","HONESTO BATALON","21","-5.664773138","43.547899936","CALLE HONESTO BATALON 21"
"3630","CALLE","HONESTO BATALON","19","-5.664660302","43.547825406","CALLE HONESTO BATALON 19"
"3630","CALLE","HONESTO BATALON","17","-5.664559851","43.547756619","CALLE HONESTO BATALON 17"
"3630","CALLE","HONESTO BATALON","9","-5.664232022","43.547542142","CALLE HONESTO BATALON 9"
"3630","CALLE","HONESTO BATALON","7","-5.664120724","43.547482792","CALLE HONESTO BATALON 7"
"3630","CALLE","HONESTO BATALON","5","-5.663981696","43.54740374","CALLE HONESTO BATALON 5"
"2964","CALLE","FRANCISCO RODRIGUEZ ALVAREZ","9","-5.66405099","43.547211074","CALLE FRANCISCO RODRIGUEZ ALVAREZ 9"
"2964","CALLE","FRANCISCO RODRIGUEZ ALVAREZ","7","-5.664144692","43.547122814","CALLE FRANCISCO RODRIGUEZ ALVAREZ 7"
"7446","PLZLA","SOLEDAD","4","-5.664466128","43.547105","PLZLA SOLEDAD 4"
"7446","PLZLA","SOLEDAD","5","-5.664522886","43.547137926","PLZLA SOLEDAD 5"
"7434","CALLE","SOLEDAD","7","-5.664914081","43.54699615","CALLE SOLEDAD 7"
"822","CALLE","ARTILLERIA","2","-5.665158873","43.54684449","CALLE ARTILLERIA 2"
"822","CALLE","ARTILLERIA","4","-5.665252881","43.546914831","CALLE ARTILLERIA 4"
"822","CALLE","ARTILLERIA","6","-5.665319538","43.546972935","CALLE ARTILLERIA 6"
"822","CALLE","ARTILLERIA","8","-5.665367089","43.547007588","CALLE ARTILLERIA 8"
"822","CALLE","ARTILLERIA","10","-5.665456366","43.547058771","CALLE ARTILLERIA 10"
"822","CALLE","ARTILLERIA","12","-5.665497094","43.547101525","CALLE ARTILLERIA 12"
"822","CALLE","ARTILLERIA","14","-5.665552861","43.547156317","CALLE ARTILLERIA 14"
"822","CALLE","ARTILLERIA","16","-5.665592874","43.547198548","CALLE ARTILLERIA 16"
"822","CALLE","ARTILLERIA","20","-5.665732122","43.547359185","CALLE ARTILLERIA 20"
"1770","CALLE","CASTRO ROMANO","2","-5.665661181","43.547408857","CALLE CASTRO ROMANO 2"
"1770","CALLE","CASTRO ROMANO","4","-5.665432023","43.547511983","CALLE CASTRO ROMANO 4"
"1770","CALLE","CASTRO ROMANO","6","-5.665289457","43.547442559","CALLE CASTRO ROMANO 6"
"2748","CMNO","FABRICA DE LOZA","24","-5.685017087","43.538866726","CMNO FABRICA DE LOZA 24"
"2460","CALLE","DOS DE MAYO","31","-5.685313084","43.538865532","CALLE DOS DE MAYO 31"
"2460","CALLE","DOS DE MAYO","29","-5.685307936","43.538933541","CALLE DOS DE MAYO 29"
"2460","CALLE","DOS DE MAYO","27","-5.68530752","43.539009461","CALLE DOS DE MAYO 27"
"2460","CALLE","DOS DE MAYO","25","-5.68529228","43.539060357","CALLE DOS DE MAYO 25"
"8556","CALLE","CORTES DE CADIZ","1","-5.684588437","43.538721574","CALLE CORTES DE CADIZ 1"
"8556","CALLE","CORTES DE CADIZ","2","-5.684601633","43.538560512","CALLE CORTES DE CADIZ 2"
"8556","CALLE","CORTES DE CADIZ","3","-5.684620132","43.538401828","CALLE CORTES DE CADIZ 3"
"8556","CALLE","CORTES DE CADIZ","5","-5.684652093","43.538084704","CALLE CORTES DE CADIZ 5"
"8556","CALLE","CORTES DE CADIZ","6","-5.684668691","43.537929738","CALLE CORTES DE CADIZ 6"
"8556","CALLE","CORTES DE CADIZ","7","-5.684728948","43.537860236","CALLE CORTES DE CADIZ 7"
"2460","CALLE","DOS DE MAYO","33","-5.685254955","43.538573827","CALLE DOS DE MAYO 33"
"2460","CALLE","DOS DE MAYO","35","-5.68527239","43.538412394","CALLE DOS DE MAYO 35"
"2460","CALLE","DOS DE MAYO","37","-5.685288306","43.538253807","CALLE DOS DE MAYO 37"
"2460","CALLE","DOS DE MAYO","39","-5.685303412","43.538091205","CALLE DOS DE MAYO 39"
"2460","CALLE","DOS DE MAYO","41","-5.685321007","43.537935882","CALLE DOS DE MAYO 41"
"2460","CALLE","DOS DE MAYO","43","-5.685333448","43.537774855","CALLE DOS DE MAYO 43"
"2460","CALLE","DOS DE MAYO","45","-5.685393724","43.537710547","CALLE DOS DE MAYO 45"
"4686","AVDA","JUAN CARLOS I","5","-5.680910555","43.538378286","AVDA JUAN CARLOS I 5"
"4686","AVDA","JUAN CARLOS I","3","-5.680662056","43.538451375","AVDA JUAN CARLOS I 3"
"4686","AVDA","JUAN CARLOS I","1","-5.680438909","43.538515675","AVDA JUAN CARLOS I 1"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","2","-5.680344641","43.538296034","CALLE DESFILADERO DE LOS ARRUDOS 2"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","4","-5.680367645","43.538080675","CALLE DESFILADERO DE LOS ARRUDOS 4"
"8642","CALLE","FOCES DEL RIO ALLER","2","-5.680610492","43.537977827","CALLE FOCES DEL RIO ALLER 2"
"8642","CALLE","FOCES DEL RIO ALLER","4","-5.680957427","43.537997868","CALLE FOCES DEL RIO ALLER 4"
"8644","CALLE","FOCES DE PEÑAS JUNTAS","3","-5.681115729","43.53805691","CALLE FOCES DE PEÑAS JUNTAS 3"
"8644","CALLE","FOCES DE PEÑAS JUNTAS","1","-5.681097554","43.538238752","CALLE FOCES DE PEÑAS JUNTAS 1"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","6","-5.680406375","43.537748249","CALLE DESFILADERO DE LOS ARRUDOS 6"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","8","-5.68048755","43.537599944","CALLE DESFILADERO DE LOS ARRUDOS 8"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","10","-5.680590064","43.53752821","CALLE DESFILADERO DE LOS ARRUDOS 10"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","12","-5.680683342","43.537460294","CALLE DESFILADERO DE LOS ARRUDOS 12"
"8626","CALLE","DESFILADERO DE LA HERMIDA","4","-5.681110226","43.537461082","CALLE DESFILADERO DE LA HERMIDA 4"
"8626","CALLE","DESFILADERO DE LA HERMIDA","8","-5.682134047","43.537523488","CALLE DESFILADERO DE LA HERMIDA 8"
"8626","CALLE","DESFILADERO DE LA HERMIDA","10","-5.682300329","43.53753363","CALLE DESFILADERO DE LA HERMIDA 10"
"8626","CALLE","DESFILADERO DE LA HERMIDA","12","-5.682609497","43.537550501","CALLE DESFILADERO DE LA HERMIDA 12"
"8628","PLAZA","CIUDAD DE LA HABANA","2","-5.682884983","43.537639472","PLAZA CIUDAD DE LA HABANA 2"
"8626","CALLE","DESFILADERO DE LA HERMIDA","1","-5.680870251","43.53731293","CALLE DESFILADERO DE LA HERMIDA 1"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","16","-5.681166198","43.536923066","CALLE DESFILADERO DE LOS ARRUDOS 16"
"8640","CALLE","FOCES DEL PINO","1","-5.681232147","43.537039917","CALLE FOCES DEL PINO 1"
"8640","CALLE","FOCES DEL PINO","4","-5.681419605","43.537044521","CALLE FOCES DEL PINO 4"
"8622","CALLE","RUTA DEL ALBA","7","-5.681881017","43.537067365","CALLE RUTA DEL ALBA 7"
"8622","CALLE","RUTA DEL ALBA","5","-5.681855713","43.53726144","CALLE RUTA DEL ALBA 5"
"8626","CALLE","DESFILADERO DE LA HERMIDA","11","-5.682831093","43.53742906","CALLE DESFILADERO DE LA HERMIDA 11"
"8626","CALLE","DESFILADERO DE LA HERMIDA","9","-5.682635589","43.537418884","CALLE DESFILADERO DE LA HERMIDA 9"
"8622","CALLE","RUTA DEL ALBA","10","-5.682100296","43.536762844","CALLE RUTA DEL ALBA 10"
"8622","CALLE","RUTA DEL ALBA","14","-5.682137956","43.536476272","CALLE RUTA DEL ALBA 14"
"8618","CALLE","DESFILADERO DE LOS BEYOS","2","-5.682367582","43.536452243","CALLE DESFILADERO DE LOS BEYOS 2"
"8618","CALLE","DESFILADERO DE LOS BEYOS","4","-5.682618817","43.536468944","CALLE DESFILADERO DE LOS BEYOS 4"
"8618","CALLE","DESFILADERO DE LOS BEYOS","6","-5.682880805","43.536485302","CALLE DESFILADERO DE LOS BEYOS 6"
"8628","PLAZA","CIUDAD DE LA HABANA","6","-5.68300281","43.53658796","PLAZA CIUDAD DE LA HABANA 6"
"8628","PLAZA","CIUDAD DE LA HABANA","5","-5.682979968","43.536806747","PLAZA CIUDAD DE LA HABANA 5"
"8628","PLAZA","CIUDAD DE LA HABANA","4","-5.682937798","43.537136643","PLAZA CIUDAD DE LA HABANA 4"
"8628","PLAZA","CIUDAD DE LA HABANA","3","-5.682919078","43.537311656","PLAZA CIUDAD DE LA HABANA 3"
"8628","PLAZA","CIUDAD DE LA HABANA","12","-5.683990274","43.53686072","PLAZA CIUDAD DE LA HABANA 12"
"8628","PLAZA","CIUDAD DE LA HABANA","11","-5.684020804","43.536608888","PLAZA CIUDAD DE LA HABANA 11"
"8618","CALLE","DESFILADERO DE LOS BEYOS","10","-5.684723938","43.536598941","CALLE DESFILADERO DE LOS BEYOS 10"
"8634","PLAZA","ASTURCON","2","-5.684702095","43.536675626","PLAZA ASTURCON 2"
"8634","PLAZA","ASTURCON","1","-5.684420708","43.536656937","PLAZA ASTURCON 1"
"8624","CALLE","SENDA DEL ARCEDIANO","2","-5.685164884","43.537058384","CALLE SENDA DEL ARCEDIANO 2"
"8638","CALLE","PICOS DE EUROPA","3","-5.681867167","43.536830442","CALLE PICOS DE EUROPA 3"
"8638","CALLE","PICOS DE EUROPA","1","-5.681547502","43.536808413","CALLE PICOS DE EUROPA 1"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","20","-5.681621138","43.536495786","CALLE DESFILADERO DE LOS ARRUDOS 20"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","22","-5.681876001","43.536426868","CALLE DESFILADERO DE LOS ARRUDOS 22"
"8622","CALLE","RUTA DEL ALBA","9","-5.68194294","43.536549278","CALLE RUTA DEL ALBA 9"
"8620","CALLE","DESFILADERO LES XANES","4","-5.682304841","43.536017135","CALLE DESFILADERO LES XANES 4"
"8620","CALLE","DESFILADERO LES XANES","6","-5.682674975","43.535929842","CALLE DESFILADERO LES XANES 6"
"8620","CALLE","DESFILADERO LES XANES","8","-5.683142995","43.535956757","CALLE DESFILADERO LES XANES 8"
"8628","PLAZA","CIUDAD DE LA HABANA","9","-5.683435847","43.536083315","PLAZA CIUDAD DE LA HABANA 9"
"1164","CALLE","BRASIL","41","-5.699346414","43.540424257","CALLE BRASIL 41"
"1164","CALLE","BRASIL","39 B","-5.69922931","43.540462948","CALLE BRASIL 39 B"
"1164","CALLE","BRASIL","39","-5.699040218","43.54052431","CALLE BRASIL 39"
"4974","CALLE","NICARAGUA","10","-5.698792398","43.540554375","CALLE NICARAGUA 10"
"4974","CALLE","NICARAGUA","12","-5.698753298","43.54043817","CALLE NICARAGUA 12"
"1962","CALLE","CENTRAL","2","-5.698822787","43.540339558","CALLE CENTRAL 2"
"1962","CALLE","CENTRAL","4","-5.69892238","43.540321989","CALLE CENTRAL 4"
"1962","CALLE","CENTRAL","6","-5.699078713","43.540280661","CALLE CENTRAL 6"
"1962","CALLE","CENTRAL","10","-5.699212982","43.540227518","CALLE CENTRAL 10"
"1962","CALLE","CENTRAL","12","-5.69929932","43.540193065","CALLE CENTRAL 12"
"1962","CALLE","CENTRAL","20","-5.699655767","43.540026538","CALLE CENTRAL 20"
"1962","CALLE","CENTRAL","22","-5.699773248","43.539974691","CALLE CENTRAL 22"
"1962","CALLE","CENTRAL","24","-5.700017247","43.539920395","CALLE CENTRAL 24"
"1962","CALLE","CENTRAL","26","-5.700173894","43.540021947","CALLE CENTRAL 26"
"1164","CALLE","BRASIL","53","-5.70050952","43.540059933","CALLE BRASIL 53"
"1962","CALLE","CENTRAL","21","-5.700166719","43.539844653","CALLE CENTRAL 21"
"1962","CALLE","CENTRAL","19","-5.700020761","43.539807856","CALLE CENTRAL 19"
"1962","CALLE","CENTRAL","17","-5.699792052","43.539830368","CALLE CENTRAL 17"
"1962","CALLE","CENTRAL","15","-5.699605753","43.539923735","CALLE CENTRAL 15"
"1962","CALLE","CENTRAL","11","-5.699331906","43.540038034","CALLE CENTRAL 11"
"1962","CALLE","CENTRAL","7","-5.699057625","43.540154576","CALLE CENTRAL 7"
"4974","CALLE","NICARAGUA","14","-5.698785307","43.540076635","CALLE NICARAGUA 14"
"4974","CALLE","NICARAGUA","16","-5.69888856","43.540002436","CALLE NICARAGUA 16"
"4974","CALLE","NICARAGUA","18","-5.698994647","43.539950139","CALLE NICARAGUA 18"
"4974","CALLE","NICARAGUA","20","-5.699150286","43.539873893","CALLE NICARAGUA 20"
"4974","CALLE","NICARAGUA","22","-5.699233605","43.539827266","CALLE NICARAGUA 22"
"4974","CALLE","NICARAGUA","24","-5.699320782","43.539783879","CALLE NICARAGUA 24"
"4974","CALLE","NICARAGUA","32","-5.699856935","43.539513362","CALLE NICARAGUA 32"
"2778","PLAZA","INSTITUCION LIBRE DE ENSEÑANZA","1","-5.700439997","43.539392879","PLAZA INSTITUCION LIBRE DE ENSEÑANZA 1"
"4608","CALLE","MANUEL R ALVAREZ","6","-5.700687626","43.539422681","CALLE MANUEL R ALVAREZ 6"
"4608","CALLE","MANUEL R ALVAREZ","8","-5.700725652","43.539586811","CALLE MANUEL R ALVAREZ 8"
"4608","CALLE","MANUEL R ALVAREZ","14","-5.700760184","43.539750312","CALLE MANUEL R ALVAREZ 14"
"4608","CALLE","MANUEL R ALVAREZ","20","-5.700789767","43.539888901","CALLE MANUEL R ALVAREZ 20"
"1122","CALLE","BOAL","5","-5.698093389","43.539470649","CALLE BOAL 5"
"1122","CALLE","BOAL","1","-5.697899866","43.539396887","CALLE BOAL 1"
"8424","CALLE","URUGUAY","1","-5.69776697","43.539294951","CALLE URUGUAY 1"
"774","AVDA","ARGENTINA","60","-5.697946037","43.539133518","AVDA ARGENTINA 60"
"774","AVDA","ARGENTINA","62","-5.69810221","43.539113623","AVDA ARGENTINA 62"
"4482","CALLE","LIMA","2","-5.69831155","43.539200698","CALLE LIMA 2"
"4482","CALLE","LIMA","4","-5.698346885","43.539365711","CALLE LIMA 4"
"4482","CALLE","LIMA","6","-5.698369733","43.539472766","CALLE LIMA 6"
"1122","CALLE","BOAL","15","-5.698813106","43.539762208","CALLE BOAL 15"
"1122","CALLE","BOAL","9","-5.698649308","43.539694497","CALLE BOAL 9"
"4482","CALLE","LIMA","7","-5.698523155","43.539538471","CALLE LIMA 7"
"4482","CALLE","LIMA","5","-5.698504874","43.539444994","CALLE LIMA 5"
"4482","CALLE","LIMA","1","-5.698444442","43.539166946","CALLE LIMA 1"
"1134","CALLE","BOGOTA","4","-5.699080084","43.539166337","CALLE BOGOTA 4"
"1134","CALLE","BOGOTA","6","-5.699119835","43.539335929","CALLE BOGOTA 6"
"1134","CALLE","BOGOTA","8","-5.699157664","43.539523483","CALLE BOGOTA 8"
"4974","CALLE","NICARAGUA","13","-5.699073005","43.539770204","CALLE NICARAGUA 13"
"4974","CALLE","NICARAGUA","11","-5.699007061","43.539802644","CALLE NICARAGUA 11"
"1134","CALLE","BOGOTA","1","-5.699195811","43.539077708","CALLE BOGOTA 1"
"774","AVDA","ARGENTINA","78","-5.699371858","43.538967935","AVDA ARGENTINA 78"
"774","AVDA","ARGENTINA","80","-5.699480509","43.538959245","AVDA ARGENTINA 80"
"774","AVDA","ARGENTINA","82","-5.699621685","43.538941954","AVDA ARGENTINA 82"
"774","AVDA","ARGENTINA","84","-5.699726031","43.538928324","AVDA ARGENTINA 84"
"2778","PLAZA","INSTITUCION LIBRE DE ENSEÑANZA","2","-5.699849133","43.539171216","PLAZA INSTITUCION LIBRE DE ENSEÑANZA 2"
"4974","CALLE","NICARAGUA","21","-5.699817736","43.539357813","CALLE NICARAGUA 21"
"4974","CALLE","NICARAGUA","19","-5.699576963","43.539388136","CALLE NICARAGUA 19"
"4974","CALLE","NICARAGUA","17","-5.699358507","43.539417392","CALLE NICARAGUA 17"
"1134","CALLE","BOGOTA","3","-5.699234272","43.539243368","CALLE BOGOTA 3"
"4608","CALLE","MANUEL R ALVAREZ","2","-5.700562408","43.538931877","CALLE MANUEL R ALVAREZ 2"
"4608","CALLE","MANUEL R ALVAREZ","17","-5.70101068","43.539844512","CALLE MANUEL R ALVAREZ 17"
"4608","CALLE","MANUEL R ALVAREZ","15","-5.700989553","43.53974561","CALLE MANUEL R ALVAREZ 15"
"4608","CALLE","MANUEL R ALVAREZ","13","-5.700957274","43.539596552","CALLE MANUEL R ALVAREZ 13"
"4608","CALLE","MANUEL R ALVAREZ","9","-5.700927596","43.539472471","CALLE MANUEL R ALVAREZ 9"
"4578","CALLE","MAGNUS BLIKSTAD","9","-5.66708379","43.538512426","CALLE MAGNUS BLIKSTAD 9"
"4578","CALLE","MAGNUS BLIKSTAD","7","-5.667038787","43.538571605","CALLE MAGNUS BLIKSTAD 7"
"4578","CALLE","MAGNUS BLIKSTAD","5","-5.666979752","43.538659455","CALLE MAGNUS BLIKSTAD 5"
"4578","CALLE","MAGNUS BLIKSTAD","3","-5.666895794","43.538776302","CALLE MAGNUS BLIKSTAD 3"
"4494","CALLE","LLANES","1","-5.666621412","43.538741722","CALLE LLANES 1"
"3702","CALLE","INFANCIA","5","-5.666594842","43.538544494","CALLE INFANCIA 5"
"3702","CALLE","INFANCIA","6","-5.666602458","43.538402867","CALLE INFANCIA 6"
"3702","CALLE","INFANCIA","8","-5.666608803","43.538190321","CALLE INFANCIA 8"
"3702","CALLE","INFANCIA","9","-5.666617631","43.538098637","CALLE INFANCIA 9"
"6870","CALLE","ALVARO DE ALBORNOZ","4","-5.666788385","43.537711822","CALLE ALVARO DE ALBORNOZ 4"
"7098","CALLE","SANTA INES","3","-5.667157462","43.53771122","CALLE SANTA INES 3"
"3702","CALLE","INFANCIA","11","-5.666506609","43.537820969","CALLE INFANCIA 11"
"2310","CALLE","DECANO PRENDES PANDO","4","-5.666422748","43.537643338","CALLE DECANO PRENDES PANDO 4"
"2310","CALLE","DECANO PRENDES PANDO","6","-5.666373056","43.537439852","CALLE DECANO PRENDES PANDO 6"
"2310","CALLE","DECANO PRENDES PANDO","8","-5.666339721","43.537301342","CALLE DECANO PRENDES PANDO 8"
"2856","AVDA","CONSTITUCION","18","-5.666495208","43.536530434","AVDA CONSTITUCION 18"
"2856","AVDA","CONSTITUCION","20","-5.666697335","43.536360047","AVDA CONSTITUCION 20"
"1602","CALLE","CANGAS DE ONIS","13","-5.666920128","43.536274678","CALLE CANGAS DE ONIS 13"
"1602","CALLE","CANGAS DE ONIS","11","-5.667076849","43.536369277","CALLE CANGAS DE ONIS 11"
"1602","CALLE","CANGAS DE ONIS","9","-5.667217752","43.536455422","CALLE CANGAS DE ONIS 9"
