dc:identifier,dc:modified,ayto:residuo,ayto:latitud,ayto:longitud,ayto:capacidad,ayto:fechaAlta,ayto:estadoConservacion,ayto:direccion,ayto:codigoSensor,ayto:temperatura,uri
COSTO5864,2017-10-31T16:54:21.414Z,Organico,43.4636929,-3.8100277,3200.0,2014-07-18T09:10:08.000Z,Buen Estado,"Calle Guevara\, 6",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5864.csv
COSTO5863,2017-10-31T16:54:21.414Z,Organico,43.4636929,-3.8100277,3200.0,2014-07-18T09:10:08.000Z,Buen Estado,"Calle Guevara\, 6",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5863.csv
COSTO5860,2017-10-31T16:54:21.414Z,Organico,43.4646496,-3.8177742,2400.0,2014-07-18T09:08:48.000Z,Buen Estado,"Calle Monte\, 67",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5860.csv
COSTO5857,2017-10-31T16:54:21.414Z,Organico,43.46557727,-3.817174695,2400.0,2014-07-18T09:04:20.000Z,Buen Estado,"Paseo del General Dávila\, 254",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5857.csv
COSTO5856,2017-10-31T16:54:21.414Z,Organico,43.46557727,-3.817174695,2400.0,2014-07-18T09:04:20.000Z,Buen Estado,"Paseo del General Dávila\, 254",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5856.csv
COSTO5855,2017-10-31T16:54:21.414Z,Organico,43.46572376,-3.816966824,2400.0,2014-07-18T09:03:01.000Z,Buen Estado,"Paseo del General Dávila\, 248-252",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5855.csv
COSTO5854,2017-10-31T16:54:21.414Z,Organico,43.4658542,-3.8171166,2400.0,2014-07-18T09:02:02.000Z,Buen Estado,"Paseo del General Dávila\, 248-252",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5854.csv
COSTO5853,2017-10-31T16:54:21.414Z,Organico,43.4658542,-3.8171166,2400.0,2014-07-18T09:02:02.000Z,Buen Estado,"Paseo del General Dávila\, 248-252",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5853.csv
COSTO5850,2017-10-31T16:54:21.414Z,Organico,43.466087793,-3.816316723,2400.0,2014-07-18T08:57:22.000Z,Buen Estado,"Paseo del General Dávila\, 89",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5850.csv
COSTO5847,2017-10-31T16:54:21.414Z,Organico,43.4662068,-3.8164809,2400.0,2014-07-18T08:55:56.000Z,Buen Estado,"Paseo del General Dávila\, 240-242",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5847.csv
COSTO5846,2017-10-31T16:54:21.414Z,Organico,43.4662068,-3.8164809,2400.0,2014-07-18T08:55:56.000Z,Buen Estado,"Paseo del General Dávila\, 240-242",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5846.csv
COSTO5843,2017-10-31T16:54:21.414Z,Organico,43.463812304,-3.807395361,2400.0,2014-07-18T08:53:04.000Z,Buen Estado,"Calle Guevara\, 8",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5843.csv
COSTO5842,2017-10-31T16:54:21.414Z,Organico,43.463812304,-3.807395361,3200.0,2014-07-18T08:53:04.000Z,Buen Estado,"Calle Guevara\, 8",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5842.csv
COSTO5839,2017-10-31T16:54:21.414Z,Organico,43.466979131,-3.815294802,2400.0,2014-07-18T08:49:22.000Z,Buen Estado,"Paseo del General Dávila\, 236",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5839.csv
COSTO5838,2017-10-31T16:54:21.414Z,Organico,43.466979131,-3.815294802,2400.0,2014-07-18T08:49:22.000Z,Buen Estado,"Paseo del General Dávila\, 236",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5838.csv
COSTO5835,2017-10-31T16:54:21.414Z,Organico,43.463734189,-3.806650377,2400.0,2014-07-18T08:45:31.000Z,Buen Estado,"Calle Guevara\, 11",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5835.csv
COSTO5834,2017-10-31T16:54:21.414Z,Organico,43.4638074,-3.8055255,2400.0,2014-07-18T08:39:43.000Z,Buen Estado,"Calle Alonso Ercilla\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5834.csv
COSTO5833,2017-10-31T16:54:21.414Z,Organico,43.4638074,-3.8055255,2400.0,2014-07-18T08:39:43.000Z,Buen Estado,"Calle Alonso Ercilla\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5833.csv
COSTO5830,2017-10-31T16:54:21.414Z,Organico,43.4639,-3.8045795,2400.0,2014-07-18T08:35:47.000Z,Buen Estado,"Calle Guevara\, 36",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5830.csv
COSTO5829,2017-10-31T16:54:21.414Z,Organico,43.4639,-3.8045795,2400.0,2014-07-18T08:35:47.000Z,Buen Estado,"Calle Guevara\, 36",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5829.csv
COSTO5826,2017-10-31T16:54:21.414Z,Organico,43.466311177,-3.808858841,2400.0,2014-07-18T08:28:13.000Z,Buen Estado,"Calle Vista Alegre\, 47",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5826.csv
COSTO5825,2017-10-31T16:54:21.414Z,Organico,43.466311177,-3.808858841,2400.0,2014-07-18T08:28:13.000Z,Buen Estado,"Calle Vista Alegre\, 47",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5825.csv
COSTO5822,2017-10-31T16:54:21.414Z,Organico,43.4667174,-3.808425,3200.0,2014-07-18T08:21:34.000Z,Buen Estado,"Cuesta de la Atalaya\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5822.csv
COSTO5819,2017-10-31T16:54:21.414Z,Organico,43.46328862,-3.79947748,2400.0,2014-07-18T08:20:02.000Z,Buen Estado,"Calle Peña Herbosa\, 2",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5819.csv
COSTO5818,2017-10-31T16:54:21.414Z,Organico,43.46349335,-3.79966879,2400.0,2014-07-18T08:20:02.000Z,Buen Estado,"Calle Lope de Vega\,  10",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5818.csv
COSTO5817,2017-10-31T16:54:21.414Z,Organico,43.4630482,-3.8010886,3200.0,2014-07-18T08:14:14.000Z,Buen Estado,"Calle Daoíz Y Velarde\, 20",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5817.csv
COSTO5816,2017-10-31T16:54:21.414Z,Organico,43.4630482,-3.8010886,3200.0,2014-07-18T08:14:14.000Z,Buen Estado,"Calle Daoíz Y Velarde\, 20",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5816.csv
COSTO6238,2017-10-31T16:54:21.413Z,Organico,43.461528211,-3.807683028,3200.0,2014-07-21T10:05:27.000Z,Buen Estado,"Calle Calvo Sotelo\, 17",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6238.csv
COSTO6236,2017-10-31T16:54:21.413Z,Organico,43.461361999,-3.807762488,3200.0,2014-07-21T09:59:54.000Z,Buen Estado,"Plaza Asunción\, 2",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6236.csv
COSTO6235,2017-10-31T16:54:21.413Z,Organico,43.461361999,-3.807762488,3200.0,2014-07-21T09:59:54.000Z,Buen Estado,"Plaza Asunción\, 2",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6235.csv
COSTO6232,2017-10-31T16:54:21.413Z,Organico,43.458926683,-3.810348138,2400.0,2014-07-21T09:58:22.000Z,Buen Estado,"Calle Calderón de la Barca\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6232.csv
COSTO6231,2017-10-31T16:54:21.413Z,Organico,43.458926683,-3.810348138,2400.0,2014-07-21T09:58:22.000Z,Buen Estado,"Calle Calderón de la Barca\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6231.csv
COSTO6230,2017-10-31T16:54:21.413Z,Organico,43.458926683,-3.810348138,3200.0,2014-07-21T09:58:22.000Z,Buen Estado,"Calle Calderón de la Barca\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6230.csv
COSTO6227,2017-10-31T16:54:21.413Z,Organico,43.461327442,-3.809012733,3200.0,2014-07-21T09:52:47.000Z,Buen Estado,"Calle Calvo Sotelo\, 8",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6227.csv
COSTO6226,2017-10-31T16:54:21.413Z,Organico,43.461327442,-3.809012733,3200.0,2014-07-21T09:52:47.000Z,Buen Estado,"Calle Calvo Sotelo\, 8",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6226.csv
COSTO6223,2017-10-31T16:54:21.413Z,Organico,43.4572572,-3.8155115,2400.0,2014-07-21T09:44:57.000Z,Buen Estado,"Calle Castilla\, 35",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6223.csv
COSTO6221,2017-10-31T16:54:21.413Z,Organico,43.4576649,-3.8147358,2400.0,2014-07-21T09:41:55.000Z,Buen Estado,"Calle Castilla\, 33",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6221.csv
COSTO6219,2017-10-31T16:54:21.413Z,Organico,43.458635374,-3.811125643,2400.0,2014-07-21T09:37:56.000Z,Buen Estado,"Santander\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6219.csv
COSTO6218,2017-10-31T16:54:21.413Z,Organico,43.458635374,-3.811125643,2400.0,2014-07-21T09:37:56.000Z,Buen Estado,"Santander\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6218.csv
COSTO6211,2017-10-31T16:54:21.413Z,Organico,43.458786261,-3.810530528,2400.0,2014-07-21T09:27:48.000Z,Buen Estado,"Calle Atilano Rodríguez\, 5",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6211.csv
COSTO6210,2017-10-31T16:54:21.413Z,Organico,43.460753848,-3.812129124,2400.0,2014-07-21T09:25:48.000Z,Buen Estado,"Calle Monte Caloca\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6210.csv
COSTO6209,2017-10-31T16:54:21.413Z,Organico,43.460753848,-3.812129124,2400.0,2014-07-21T09:25:48.000Z,Buen Estado,"Calle Monte Caloca\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6209.csv
COSTO6206,2017-10-31T16:54:21.413Z,Organico,43.453722806,-3.815743066,2400.0,2014-07-21T09:07:36.000Z,Buen Estado,"Calle Varadero\, 3",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6206.csv
COSTO6204,2017-10-31T16:54:21.413Z,Organico,43.460586174,-3.811356648,2400.0,2014-07-21T09:04:53.000Z,Buen Estado,"Calle Santa María Egipciaca\, 3",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6204.csv
COSTO6203,2017-10-31T16:54:21.413Z,Organico,43.460586174,-3.811356648,2400.0,2014-07-21T09:04:53.000Z,Buen Estado,"Calle Santa María Egipciaca\, 3",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6203.csv
COSTO6202,2017-10-31T16:54:21.413Z,Organico,43.452993614,-3.817539475,2400.0,2014-07-21T09:02:46.000Z,Buen Estado,"Calle Héroes de la Armada\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6202.csv
COSTO6201,2017-10-31T16:54:21.413Z,Organico,43.45226288,-3.81897116,2400.0,2014-07-21T08:59:57.000Z,Buen Estado,"Calle las Quebrantas\,  5",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6201.csv
COSTO6200,2017-10-31T16:54:21.413Z,Organico,43.451719211,-3.816247321,2400.0,2014-07-21T08:55:21.000Z,Buen Estado,"Avenida Sotileza\, 16",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6200.csv
COSTO6199,2017-10-31T16:54:21.413Z,Organico,43.460730973,-3.809730224,3200.0,2014-07-21T08:55:12.000Z,Buen Estado,"Calle Ruamayor\, 6",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6199.csv
COSTO6198,2017-10-31T16:54:21.413Z,Organico,43.460730973,-3.809730224,2400.0,2014-07-21T08:55:12.000Z,Buen Estado,"Calle Ruamayor\, 6",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6198.csv
COSTO6197,2017-10-31T16:54:21.413Z,Organico,43.451139197,-3.818345479,2400.0,2014-07-21T08:52:31.000Z,Buen Estado,"Avenida Sotileza\, 22-24",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6197.csv
COSTO6196,2017-10-31T16:54:21.413Z,Organico,43.451139197,-3.818345479,3200.0,2014-07-21T08:52:31.000Z,Buen Estado,"Avenida Sotileza\, 22-24",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6196.csv
COSTO6193,2017-10-31T16:54:21.413Z,Organico,43.461395825,-3.809848576,3200.0,2014-07-21T08:49:33.000Z,Buen Estado,"Calle Cuesta\, 2",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6193.csv
COSTO6192,2017-10-31T16:54:21.413Z,Organico,43.461395825,-3.809848576,3200.0,2014-07-21T08:49:33.000Z,Buen Estado,"Calle Cuesta\, 2",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6192.csv
COSTO6191,2017-10-31T16:54:21.413Z,Organico,43.450915271,-3.819207139,2400.0,2014-07-21T08:47:13.000Z,Buen Estado,"Avenida Sotileza\, 34",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6191.csv
COSTO6190,2017-10-31T16:54:21.413Z,Organico,43.450915271,-3.819207139,3200.0,2014-07-21T08:47:13.000Z,Buen Estado,"Avenida Sotileza\, 34",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6190.csv
COSTO6185,2017-10-31T16:54:21.413Z,Organico,43.461720218,-3.810831271,3200.0,2014-07-21T08:42:27.000Z,Buen Estado,"Calle Jesús de Monasterio\, 9",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6185.csv
COSTO6184,2017-10-31T16:54:21.413Z,Organico,43.450666518,-3.820059075,2400.0,2014-07-21T08:39:07.000Z,Buen Estado,"Avenida Sotileza\, 38",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6184.csv
COSTO6183,2017-10-31T16:54:21.413Z,Organico,43.450666518,-3.820059075,3200.0,2014-07-21T08:39:07.000Z,Buen Estado,"Avenida Sotileza\, 38",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6183.csv
COSTO6178,2017-10-31T16:54:21.413Z,Organico,43.461828511,-3.811319433,3200.0,2014-07-21T08:38:00.000Z,Buen Estado,"Calle Jesús de Monasterio\, 15",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6178.csv
COSTO6177,2017-10-31T16:54:21.413Z,Organico,43.45051,-3.8212289999999998,2400.0,2014-07-21T08:31:27.000Z,Buen Estado,"Calle Tío Trementorio\, 7",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6177.csv
COSTO6174,2017-10-31T16:54:21.413Z,Organico,43.461801012,-3.811858221,3200.0,2014-07-21T08:27:00.000Z,Buen Estado,"Pasaje Peña\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6174.csv
COSTO6171,2017-10-31T16:54:21.413Z,Organico,43.451884232,-3.820164687,2400.0,2014-07-21T08:24:42.000Z,Buen Estado,"5\, Calle las Quebrantas",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6171.csv
COSTO6170,2017-10-31T16:54:21.413Z,Organico,43.451884232,-3.820164687,3200.0,2014-07-21T08:24:42.000Z,Buen Estado,"5\, Calle las Quebrantas",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6170.csv
COSTO6169,2017-10-31T16:54:21.413Z,Organico,43.451884232,-3.820164687,3200.0,2014-07-21T08:24:42.000Z,Buen Estado,"5\, Calle las Quebrantas",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6169.csv
COSTO6168,2017-10-31T16:54:21.413Z,Organico,43.4524917,-3.8172763,2400.0,2014-07-21T08:19:44.000Z,Buen Estado,"Calle Héroes de la Armada\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6168.csv
COSTO6165,2017-10-31T16:54:21.413Z,Organico,43.453036694,-3.814465329,2400.0,2014-07-21T08:14:51.000Z,Buen Estado,"Calle Marqués de la Ensenada\, 5",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6165.csv
COSTO6164,2017-10-31T16:54:21.413Z,Organico,43.453036694,-3.814465329,2400.0,2014-07-21T08:06:36.000Z,Buen Estado,"Calle Marqués de la Ensenada\, 5",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6164.csv
COSTO5895,2017-10-31T16:54:21.413Z,Organico,43.46225803,-3.811494447,3200.0,2014-07-18T09:53:53.000Z,Buen Estado,"Calle Miguel Artigas\, 4-6",,,http://datos.santander.es/api/datos/residuos_contenedores/costo5895.csv
COSTO6308,2017-10-31T16:54:21.412Z,Organico,43.460500511,-3.817988745,3200.0,2014-07-22T06:47:01.000Z,Buen Estado,"Calle de Vargas\, 27",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6308.csv
COSTO6307,2017-10-31T16:54:21.412Z,Organico,43.460500511,-3.817988745,3200.0,2014-07-22T06:47:01.000Z,Buen Estado,"Calle de Vargas\, 27",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6307.csv
COSTO6306,2017-10-31T16:54:21.412Z,Organico,43.46067135,-3.819045871,3200.0,2014-07-22T06:43:09.000Z,Buen Estado,"Calle San Fernando\, 10",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6306.csv
COSTO6305,2017-10-31T16:54:21.412Z,Organico,43.46067135,-3.819045871,3200.0,2014-07-22T06:43:09.000Z,Buen Estado,"Calle San Fernando\, 10",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6305.csv
COSTO6302,2017-10-31T16:54:21.412Z,Organico,43.46020126,-3.82019925,3200.0,2014-07-22T06:38:39.000Z,Buen Estado,"Calle San Fernando\,  22A",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6302.csv
COSTO6301,2017-10-31T16:54:21.412Z,Organico,43.4599436,-3.8200435,3200.0,2014-07-22T06:38:39.000Z,Buen Estado,"Calle Vargas\, 51",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6301.csv
COSTO6300,2017-10-31T16:54:21.412Z,Organico,43.4599436,-3.8200435,3200.0,2014-07-22T06:38:39.000Z,Buen Estado,"Calle Vargas\, 51",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6300.csv
COSTO6299,2017-10-31T16:54:21.412Z,Organico,43.459570383,-3.821460194,3200.0,2014-07-22T06:34:10.000Z,Buen Estado,"Vargas\, 55",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6299.csv
COSTO6298,2017-10-31T16:54:21.412Z,Organico,43.459570383,-3.821460194,3200.0,2014-07-22T06:34:10.000Z,Buen Estado,"Vargas\, 55",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6298.csv
COSTO6297,2017-10-31T16:54:21.412Z,Organico,43.4600296,-3.82136822,3200.0,2014-07-22T06:34:10.000Z,Buen Estado,"Calle San Fernando\,  34",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6297.csv
COSTO6294,2017-10-31T16:54:21.412Z,Organico,43.459431179,-3.822015076,3200.0,2014-07-22T06:20:41.000Z,Buen Estado,"Calle Vargas\, 57A",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6294.csv
COSTO6293,2017-10-31T16:54:21.412Z,Organico,43.4600296,-3.82136822,3200.0,2014-07-22T06:20:41.000Z,Buen Estado,"Calle San Fernando\,  34",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6293.csv
COSTO6292,2017-10-31T16:54:21.412Z,Organico,43.459222373,-3.822669535,3200.0,2014-07-22T06:17:27.000Z,Buen Estado,"Calle Vargas\, 57D",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6292.csv
COSTO6291,2017-10-31T16:54:21.412Z,Organico,43.459222373,-3.822669535,3200.0,2014-07-22T06:17:27.000Z,Buen Estado,"Calle Vargas\, 57D",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6291.csv
COSTO6290,2017-10-31T16:54:21.412Z,Organico,43.458809868,-3.824247345,3200.0,2014-07-22T06:13:24.000Z,Buen Estado,"Calle Vargas\, 65",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6290.csv
COSTO6289,2017-10-31T16:54:21.412Z,Organico,43.458731504,-3.824617825,3200.0,2014-07-21T12:13:32.000Z,Buen Estado,"Calle Vargas\, 67",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6289.csv
COSTO6286,2017-10-31T16:54:21.412Z,Organico,43.45878188,-3.826012574,3200.0,2014-07-21T12:04:16.000Z,Buen Estado,"Calle San Fernando\, 86",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6286.csv
COSTO6285,2017-10-31T16:54:21.412Z,Organico,43.4590506,-3.8252008,3200.0,2014-07-21T12:01:29.000Z,Buen Estado,"Calle San Fernando\, 72",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6285.csv
COSTO6284,2017-10-31T16:54:21.412Z,Organico,43.4590506,-3.8252008,3200.0,2014-07-21T12:01:29.000Z,Buen Estado,"Calle San Fernando\, 72",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6284.csv
COSTO6282,2017-10-31T16:54:21.412Z,Organico,43.459272019,-3.824358657,3200.0,2014-07-21T11:56:33.000Z,Buen Estado,"Calle San Fernando\, 66",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6282.csv
COSTO6281,2017-10-31T16:54:21.412Z,Organico,43.4594224,-3.8235866,3200.0,2014-07-21T11:41:19.000Z,Buen Estado,"Calle San Fernando\, 58",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6281.csv
COSTO6280,2017-10-31T16:54:21.412Z,Organico,43.459579388,-3.823106735,3200.0,2014-07-21T11:37:57.000Z,Buen Estado,"Calle San Fernando\, 52",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6280.csv
COSTO6279,2017-10-31T16:54:21.412Z,Organico,43.459713724,-3.822648413,3200.0,2014-07-21T11:35:11.000Z,Buen Estado,"Calle San FERNANDO\, 48",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6279.csv
COSTO6278,2017-10-31T16:54:21.412Z,Organico,43.459885052,-3.821957409,3200.0,2014-07-21T11:32:15.000Z,Buen Estado,"Calle San Fernando\, 38",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6278.csv
COSTO6277,2017-10-31T16:54:21.412Z,Organico,43.4600232,-3.8215591,3200.0,2014-07-21T11:29:55.000Z,Buen Estado,"Calle San Fernando\, 36",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6277.csv
COSTO6276,2017-10-31T16:54:21.412Z,Organico,43.4601635,-3.8210416,3200.0,2014-07-21T11:27:30.000Z,Buen Estado,"Calle de San Fernando\, 30",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6276.csv
COSTO6275,2017-10-31T16:54:21.412Z,Organico,43.460281487,-3.820540867,3200.0,2014-07-21T11:26:11.000Z,Buen Estado,"Calle San Fernando\, 24",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6275.csv
COSTO6274,2017-10-31T16:54:21.412Z,Organico,43.460416066,-3.820032924,3200.0,2014-07-21T11:22:54.000Z,Buen Estado,"Calle de San Fernando\, 30",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6274.csv
COSTO6273,2017-10-31T16:54:21.412Z,Organico,43.460546263,-3.819482736,3200.0,2014-07-21T11:20:17.000Z,Buen Estado,"Calle San Fernando\, 16A",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6273.csv
COSTO6272,2017-10-31T16:54:21.412Z,Organico,43.460546263,-3.819482736,3200.0,2014-07-21T11:20:17.000Z,Buen Estado,"Calle San Fernando\, 16A",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6272.csv
COSTO6270,2017-10-31T16:54:21.412Z,Organico,43.46067135,-3.819045871,3200.0,2014-07-21T11:14:57.000Z,Buen Estado,"Calle San Fernando\, 10",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6270.csv
COSTO6269,2017-10-31T16:54:21.412Z,Organico,43.460851192,-3.818415887,3200.0,2014-07-21T11:12:47.000Z,Buen Estado,"Calle San Fernando\, 4C",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6269.csv
COSTO6268,2017-10-31T16:54:21.412Z,Organico,43.460973601,-3.817983381,3200.0,2014-07-21T11:09:39.000Z,Buen Estado,"Calle San Fernando\, 4A",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6268.csv
COSTO6265,2017-10-31T16:54:21.412Z,Organico,43.461910521,-3.814138099,3200.0,2014-07-21T10:40:40.000Z,Buen Estado,"Calle Isabel la Católica\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6265.csv
COSTO6264,2017-10-31T16:54:21.412Z,Organico,43.461910521,-3.814138099,3200.0,2014-07-21T10:40:40.000Z,Buen Estado,"Calle Isabel la Católica\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6264.csv
COSTO6263,2017-10-31T16:54:21.412Z,Organico,43.461910521,-3.814138099,3200.0,2014-07-21T10:40:40.000Z,Buen Estado,"Calle Isabel la Católica\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6263.csv
COSTO6261,2017-10-31T16:54:21.412Z,Organico,43.459937618,-3.806955143,3200.0,2014-07-21T10:28:59.000Z,Buen Estado,"Calle Calderón de la Barca\, 17",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6261.csv
COSTO6260,2017-10-31T16:54:21.412Z,Organico,43.459937618,-3.806955143,3200.0,2014-07-21T10:28:59.000Z,Buen Estado,"Calle Calderón de la Barca\, 17",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6260.csv
COSTO6257,2017-10-31T16:54:21.412Z,Organico,43.459682087,-3.80770415,3200.0,2014-07-21T10:24:38.000Z,Buen Estado,"Calle de Calderón de la Barca\, 13",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6257.csv
COSTO6256,2017-10-31T16:54:21.412Z,Organico,43.459584255,-3.807944543,3200.0,2014-07-21T10:23:06.000Z,Buen Estado,"Calle Calderón de la Barca\, 11",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6256.csv
COSTO6253,2017-10-31T16:54:21.412Z,Organico,43.461472239,-3.8094154,3200.0,2014-07-21T10:21:06.000Z,Buen Estado,"Calle Calvo Sotelo\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6253.csv
COSTO6252,2017-10-31T16:54:21.412Z,Organico,43.461472239,-3.8094154,3200.0,2014-07-21T10:21:06.000Z,Buen Estado,"Calle Calvo Sotelo\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6252.csv
COSTO6249,2017-10-31T16:54:21.412Z,Organico,43.459381533,-3.808714672,2400.0,2014-07-21T10:13:03.000Z,Buen Estado,"Calle Calderón de la Barca\, 5",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6249.csv
COSTO6246,2017-10-31T16:54:21.412Z,Organico,43.459389564,-3.808710984,3200.0,2014-07-21T10:10:20.000Z,Buen Estado,"Calle Marqués de la Ensenada\, 5",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6246.csv
COSTO6243,2017-10-31T16:54:21.412Z,Organico,43.461521884,-3.808326087,3200.0,2014-07-21T10:08:37.000Z,Buen Estado,"Calle Calvo Sotelo\, 9",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6243.csv
COSTO6242,2017-10-31T16:54:21.412Z,Organico,43.461521884,-3.808326087,3200.0,2014-07-21T10:08:37.000Z,Buen Estado,"Calle Calvo Sotelo\, 9",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6242.csv
COSTO6241,2017-10-31T16:54:21.412Z,Organico,43.459207527,-3.809404,3200.0,2014-07-21T10:08:09.000Z,Buen Estado,"Calle Calderón de la Barca\, 14",,,http://datos.santander.es/api/datos/residuos_contenedores/costo6241.csv
