dc:identifier,dc:modified,ayto:residuo,ayto:latitud,ayto:longitud,ayto:capacidad,ayto:fechaAlta,ayto:estadoConservacion,ayto:direccion,ayto:codigoSensor,ayto:temperatura,uri
COST6124,2017-10-31T16:54:21.445Z,Organico,43.468363,-3.7946839999999997,2400.0,2014-07-17T08:08:54.000Z,Buen Estado,"Paseo del General Dávila\, 9-17",,,http://datos.santander.es/api/datos/residuos_contenedores/cost6124.csv
COST6123,2017-10-31T16:54:21.445Z,Envases,43.468363,-3.7946839999999997,2400.0,2014-07-17T08:08:40.000Z,Buen Estado,"Paseo del General Dávila\, 9-17",08EFAB0000001E78,21.6269,http://datos.santander.es/api/datos/residuos_contenedores/cost6123.csv
COST6122,2017-10-31T16:54:21.445Z,Papel,43.468363,-3.7946839999999997,2400.0,2014-07-17T08:06:14.000Z,Buen Estado,"Paseo del General Dávila\, 9-17",,19.0312,http://datos.santander.es/api/datos/residuos_contenedores/cost6122.csv
COST6121,2017-10-31T16:54:21.445Z,Papel,43.468544,-3.7937905555556,2400.0,2014-07-17T08:01:50.000Z,Buen Estado,"Paseo del General Dávila\,  2-10",08EFAB00000010C4,20.8634,http://datos.santander.es/api/datos/residuos_contenedores/cost6121.csv
COSTE010102,2017-10-31T16:54:21.443Z,Envases,43.43943,-3.840297999,2400.0,2014-11-14T08:07:04.000Z,Buen Estado,"Calle Francisco Tomás y Valiente\, 5b",08EFAB0000000B82,21.223,http://datos.santander.es/api/datos/residuos_contenedores/coste010102.csv
COSTE5828,2017-10-31T16:54:21.442Z,Envases,43.4639,-3.8045795,2400.0,2014-07-18T08:35:47.000Z,Buen Estado,"Calle Guevara\, 36",00000000000013EB,18.15,http://datos.santander.es/api/datos/residuos_contenedores/coste5828.csv
COSTE5824,2017-10-31T16:54:21.442Z,Envases,43.466311177,-3.808858841,2400.0,2014-07-18T08:28:13.000Z,Buen Estado,"Calle Vista Alegre\, 47",08EFAB0000000C6B,22.142,http://datos.santander.es/api/datos/residuos_contenedores/coste5824.csv
COSTE5821,2017-10-31T16:54:21.442Z,Envases,43.4667174,-3.808425,3200.0,2014-07-18T08:21:34.000Z,Buen Estado,"Cuesta de la Atalaya\, Santander",08EFAB00000008A4,22.6337,http://datos.santander.es/api/datos/residuos_contenedores/coste5821.csv
COSTE5813,2017-10-31T16:54:21.442Z,Envases,43.467282567,-3.806627914,2400.0,2014-07-18T08:05:16.000Z,Buen Estado,"Paseo del General Dávila\, 130",08EFAB0000000B17,22.0973,http://datos.santander.es/api/datos/residuos_contenedores/coste5813.csv
COSTE5808,2017-10-31T16:54:21.442Z,Envases,43.4630916,-3.8015168,2400.0,2014-07-18T08:03:51.000Z,Buen Estado,"Calle Daoiz y Velarde\, 14",000000000000140E,24.44,http://datos.santander.es/api/datos/residuos_contenedores/coste5808.csv
COSTE5802,2017-10-31T16:54:21.442Z,Envases,43.4628723,-3.8031905,2400.0,2014-07-18T07:57:15.000Z,Buen Estado,"Calle Daoiz y Velarde\, 4",00000000000013E4,18.4,http://datos.santander.es/api/datos/residuos_contenedores/coste5802.csv
COSTE5798,2017-10-31T16:54:21.442Z,Envases,43.466700027,-3.806000947,2400.0,2014-07-18T07:32:04.000Z,Buen Estado,"Calle Prado San Roque\, 2",08EFAB0000000ABA,21.4026,http://datos.santander.es/api/datos/residuos_contenedores/coste5798.csv
COSTE5793,2017-10-31T16:54:21.442Z,Envases,43.462468773,-3.800251297,2400.0,2014-07-18T07:19:16.000Z,Buen Estado,"Calle General Mola\, 44",0000000000001410,17.16,http://datos.santander.es/api/datos/residuos_contenedores/coste5793.csv
COSTE5790,2017-10-31T16:54:21.442Z,Envases,43.46604,-3.80782,2400.0,2014-07-18T07:17:18.000Z,Buen Estado,"Calle María Cristina\, 14",08EFAB0000001E7A,22.5667,http://datos.santander.es/api/datos/residuos_contenedores/coste5790.csv
COSTE5785,2017-10-31T16:54:21.442Z,Envases,43.462305727,-3.801546134,3200.0,2014-07-18T07:10:45.000Z,Buen Estado,"Calle General Mola\, 32",00000000000013EA,22.77,http://datos.santander.es/api/datos/residuos_contenedores/coste5785.csv
COSTE5775,2017-10-31T16:54:21.442Z,Envases,43.465004689,-3.807726949,2400.0,2014-07-18T06:57:40.000Z,Buen Estado,"Calle del Obispo Puchol\, 20",08EFAB0000001088,21.1556,http://datos.santander.es/api/datos/residuos_contenedores/coste5775.csv
COSTE5771,2017-10-31T16:54:21.442Z,Envases,43.462599,-3.806101,3200.0,2014-07-18T06:50:45.000Z,Buen Estado,"Pasaje Puntida\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/coste5771.csv
COSTE11090,2017-10-31T16:54:21.442Z,Envases,43.460927363,-3.821230866,3200.0,2016-02-15T11:53:53.000Z,Buen Estado,"Calle los Indianos\, 17",08EFAB0000000AD7,23.0577,http://datos.santander.es/api/datos/residuos_contenedores/coste11090.csv
COSTE10089,2017-10-31T16:54:21.442Z,Envases,43.444458999,-3.884633999,2400.0,2014-10-17T09:22:26.000Z,Buen Estado,"Barrio Ojaiz\, 34",,,http://datos.santander.es/api/datos/residuos_contenedores/coste10089.csv
COSTE011287,2017-10-31T16:54:21.442Z,Envases,43.463431222,-3.790192678,2400.0,2017-03-09T11:09:31.000Z,Buen Estado,"Calle Castelar\, 43",,,http://datos.santander.es/api/datos/residuos_contenedores/coste011287.csv
COSTE011263,2017-10-31T16:54:21.442Z,Envases,43.46674966756017,-3.816133998334408,2400.0,2016-10-22T08:21:50.000Z,Buen Estado,"Paseo del General Dávila\, 240",,,http://datos.santander.es/api/datos/residuos_contenedores/coste011263.csv
COSTE011260,2017-10-31T16:54:21.442Z,Envases,43.463263798883276,-3.804172016680241,2400.0,2016-10-20T08:41:54.000Z,Buen Estado,"Calle Arrabal\, 24",,,http://datos.santander.es/api/datos/residuos_contenedores/coste011260.csv
COSTE011245,2017-10-31T16:54:21.442Z,Envases,43.467201222222,-3.7970891111111,3200.0,2016-06-22T08:21:06.000Z,Buen Estado,"Calle Francisco Palazuelos\,  423",,,http://datos.santander.es/api/datos/residuos_contenedores/coste011245.csv
COSTE011171,2017-10-31T16:54:21.442Z,Envases,43.457647294,-3.822552859,2400.0,2016-03-28T13:00:00.000Z,Buen Estado,"Calle Fernando VI\, 21-23",08EFAB0000000C60,21.6494,http://datos.santander.es/api/datos/residuos_contenedores/coste011171.csv
COSTE011095,2017-10-31T16:54:21.442Z,Envases,43.456508063,-3.821687512,2400.0,2016-02-24T11:57:00.000Z,Buen Estado,"Calle Peña del Cuervo\, 12",08EFAB0000000B7F,21.2904,http://datos.santander.es/api/datos/residuos_contenedores/coste011095.csv
COSTE011092,2017-10-31T16:54:21.442Z,Envases,43.467950268,-3.827358372,2400.0,2016-02-17T10:09:38.000Z,Buen Estado,"Calle Sixto Córdova\, 5",08EFAB0000000B6F,21.3578,http://datos.santander.es/api/datos/residuos_contenedores/coste011092.csv
COSTE010668,2017-10-31T16:54:21.442Z,Envases,43.463456,-3.7985629999999997,2400.0,2015-09-30T16:25:42.000Z,Buen Estado,"Calle Peña Herbosa\, 2-4",08EFAB0000001E39,21.3353,http://datos.santander.es/api/datos/residuos_contenedores/coste010668.csv
COSTE010664,2017-10-31T16:54:21.442Z,Envases,43.46451,-3.797977,2400.0,2015-09-30T16:02:51.000Z,Buen Estado,"Calle Santa Lucía\, 44",08EFAB0000001E34,21.3802,http://datos.santander.es/api/datos/residuos_contenedores/coste010664.csv
COSTE010660,2017-10-31T16:54:21.442Z,Envases,43.464371,-3.799378,2400.0,2015-09-30T15:50:21.000Z,Buen Estado,"Calle Santa Lucía\, 32",08EFAB0000001E2E,21.1781,http://datos.santander.es/api/datos/residuos_contenedores/coste010660.csv
COSTE010643,2017-10-31T16:54:21.442Z,Envases,43.464373701,-3.807855024,2400.0,2015-09-30T08:57:00.000Z,Buen Estado,"Cuesta de la Atalaya\, 11-13",00000000000013CF,36.38,http://datos.santander.es/api/datos/residuos_contenedores/coste010643.csv
COSTE010640,2017-10-31T16:54:21.442Z,Envases,43.466311,-3.799034,2400.0,2015-09-30T08:24:28.000Z,Buen Estado,"Calle Francisco Palazuelos\,  15-19",08EFAB0000001089,21.3129,http://datos.santander.es/api/datos/residuos_contenedores/coste010640.csv
COSTE010634,2017-10-31T16:54:21.442Z,Envases,43.4605032,-3.8418513,2400.0,2015-09-30T06:46:27.000Z,Buen Estado,"Calle Rafael Alsúa\, 9",08EFAB0000000C77,21.7166,http://datos.santander.es/api/datos/residuos_contenedores/coste010634.csv
COSTE010627,2017-10-31T16:54:21.442Z,Envases,43.463086,-3.8054989999999997,3200.0,2015-09-29T15:41:39.000Z,Buen Estado,"Calle San José\, 15A",,,http://datos.santander.es/api/datos/residuos_contenedores/coste010627.csv
COSTE010623,2017-10-31T16:54:21.442Z,Envases,43.455246,-3.8541036,2400.0,2015-09-29T15:06:01.000Z,Buen Estado,"Av Herrera Oria\, 115-117",08EFAB0000001E47,29.3706,http://datos.santander.es/api/datos/residuos_contenedores/coste010623.csv
COSTE010606,2017-10-31T16:54:21.442Z,Envases,43.4693652,-3.8289231,2400.0,2015-09-29T08:41:50.000Z,Buen Estado,"Calle Resconorio\, 4",08EFAB0000000C26,21.47,http://datos.santander.es/api/datos/residuos_contenedores/coste010606.csv
COSTE010586,2017-10-31T16:54:21.442Z,Envases,43.4654599,-3.8414329,2400.0,2015-09-28T13:40:06.000Z,Buen Estado,"Barrio los Foramontanos\, 7",08EFAB0000000EEF,19.4628,http://datos.santander.es/api/datos/residuos_contenedores/coste010586.csv
COSTE010584,2017-10-31T16:54:21.442Z,Envases,43.480211385,-3.799187801,2400.0,2015-09-28T10:47:29.000Z,Buen Estado,"Calle la Pereda\, 5B",08EFAB0000000BD5,22.79,http://datos.santander.es/api/datos/residuos_contenedores/coste010584.csv
COSTE010577,2017-10-31T16:54:21.442Z,Envases,43.4688556,-3.8728791,2400.0,2015-09-28T07:12:48.000Z,Buen Estado,"Calle la Cuevona\, 20",08EFAB000000108A,18.1869,http://datos.santander.es/api/datos/residuos_contenedores/coste010577.csv
COSTE010494,2017-10-31T16:54:21.442Z,Envases,43.4677029,-3.8146721,2400.0,2015-07-28T10:42:01.000Z,Buen Estado,"Paseo del General Dávila\, 220A",08EFAB0000000C32,35.0689,http://datos.santander.es/api/datos/residuos_contenedores/coste010494.csv
COSTE010490,2017-10-31T16:54:21.442Z,Envases,43.4617765,-3.8450208,2400.0,2015-07-23T07:46:42.000Z,Buen Estado,"Avenida Deporte\, 1",08EFAB0000000B81,21.4924,http://datos.santander.es/api/datos/residuos_contenedores/coste010490.csv
COSTE010423,2017-10-31T16:54:21.442Z,Envases,43.4734744,-3.8100954,2400.0,2015-07-06T07:38:09.000Z,Buen Estado,"Calle Libertad\, 2-7",08EFAB0000000C4D,21.3129,http://datos.santander.es/api/datos/residuos_contenedores/coste010423.csv
COSTE010420,2017-10-31T16:54:21.442Z,Envases,43.457789,-3.854498999,2400.0,2015-06-23T13:23:37.000Z,Buen Estado,"Calle los Ciruelos\, 43",08EFAB00000008BD,21.7838,http://datos.santander.es/api/datos/residuos_contenedores/coste010420.csv
COSTE010416,2017-10-31T16:54:21.442Z,Envases,43.4767334,-3.7994917,2400.0,2015-06-23T10:04:21.000Z,Buen Estado,"Avenida de Cantabria\, 19",08EFAB0000000B67,21.9406,http://datos.santander.es/api/datos/residuos_contenedores/coste010416.csv
COSTE010412,2017-10-31T16:54:21.442Z,Envases,43.461742,-3.829078999,2400.0,2015-04-10T10:44:15.000Z,Buen Estado,"Paseo del General Dávila\, 125",08EFAB0000000959,22.9239,http://datos.santander.es/api/datos/residuos_contenedores/coste010412.csv
COSTE010410,2017-10-31T16:54:21.442Z,Envases,43.467462,-3.804903,2400.0,2015-03-13T12:07:49.000Z,Buen Estado,"Paseo del General Dávila\, 114",08EFAB0000000BA8,21.6718,http://datos.santander.es/api/datos/residuos_contenedores/coste010410.csv
COSTE010394,2017-10-31T16:54:21.442Z,Envases,43.4723285,-3.8154961,2400.0,2015-01-08T13:53:00.000Z,Buen Estado,"Calle Ernest Lluch\, 45",08EFAB0000000BEA,20.8634,http://datos.santander.es/api/datos/residuos_contenedores/coste010394.csv
COSTE010391,2017-10-31T16:54:21.442Z,Envases,43.472663,-3.818034999,2400.0,2014-12-23T13:42:45.000Z,Buen Estado,"Barrio Monte la Torre\, 20",08EFAB0000000BA6,25.7258,http://datos.santander.es/api/datos/residuos_contenedores/coste010391.csv
COSTE010388,2017-10-31T16:54:21.442Z,Envases,43.477713,-3.804084,2400.0,2014-12-19T07:23:39.000Z,Buen Estado,"Calle Pedro Rodríguez Parets\, 22",08EFAB0000000C72,21.963,http://datos.santander.es/api/datos/residuos_contenedores/coste010388.csv
COSTE6234,2017-10-31T16:54:21.441Z,Envases,43.461361999,-3.807762488,3200.0,2014-07-21T09:59:54.000Z,Buen Estado,"Plaza Asunción\, 2",00000000000013EC,14.28,http://datos.santander.es/api/datos/residuos_contenedores/coste6234.csv
COSTE6229,2017-10-31T16:54:21.441Z,Envases,43.458926683,-3.810348138,3200.0,2014-07-21T09:58:22.000Z,Buen Estado,"Calle Calderón de la Barca\, 4",000000000000140C,23.95,http://datos.santander.es/api/datos/residuos_contenedores/coste6229.csv
COSTE6225,2017-10-31T16:54:21.441Z,Envases,43.461327442,-3.809012733,3200.0,2014-07-21T09:52:47.000Z,Buen Estado,"Calle Calvo Sotelo\, 8",00000000000013E7,19.13,http://datos.santander.es/api/datos/residuos_contenedores/coste6225.csv
COSTE6217,2017-10-31T16:54:21.441Z,Envases,43.458635374,-3.811125643,2400.0,2014-07-21T09:37:56.000Z,Buen Estado,"Santander\, Santander",08EFAB0000000E17,20.4354,http://datos.santander.es/api/datos/residuos_contenedores/coste6217.csv
COSTE6213,2017-10-31T16:54:21.441Z,Envases,43.4599551,-3.8102918,2400.0,2014-07-21T09:35:37.000Z,Buen Estado,"Calle Rampa Sotileza\, 3",08EFAB0000000EE2,20.6157,http://datos.santander.es/api/datos/residuos_contenedores/coste6213.csv
COSTE6208,2017-10-31T16:54:21.441Z,Envases,43.460753848,-3.812129124,2400.0,2014-07-21T09:25:48.000Z,Buen Estado,"Calle Monte Caloca\, 1",08EFAB0000000E9F,20.3902,http://datos.santander.es/api/datos/residuos_contenedores/coste6208.csv
COSTE6195,2017-10-31T16:54:21.441Z,Envases,43.451139197,-3.818345479,3200.0,2014-07-21T08:52:31.000Z,Buen Estado,"Avenida Sotileza\, 22-24",08EFAB0000000B7D,21.6045,http://datos.santander.es/api/datos/residuos_contenedores/coste6195.csv
COSTE6189,2017-10-31T16:54:21.441Z,Envases,43.450915271,-3.819207139,2400.0,2014-07-21T08:47:13.000Z,Buen Estado,"Avenida Sotileza\, 34",08EFAB000000091E,22.2762,http://datos.santander.es/api/datos/residuos_contenedores/coste6189.csv
COSTE6181,2017-10-31T16:54:21.441Z,Envases,43.450666518,-3.820059075,3200.0,2014-07-21T08:39:07.000Z,Buen Estado,"Avenida Sotileza\, 38",08EFAB0000000935,21.3578,http://datos.santander.es/api/datos/residuos_contenedores/coste6181.csv
COSTE6176,2017-10-31T16:54:21.441Z,Envases,43.45051,-3.8212289999999998,2400.0,2014-07-21T08:31:27.000Z,Buen Estado,"Calle Tío Trementorio\, 7",08EFAB0000000943,21.2006,http://datos.santander.es/api/datos/residuos_contenedores/coste6176.csv
COSTE6173,2017-10-31T16:54:21.441Z,Envases,43.461801012,-3.811858221,3200.0,2014-07-21T08:27:00.000Z,Buen Estado,"Pasaje Peña\, 1",00000000000013F6,23.46,http://datos.santander.es/api/datos/residuos_contenedores/coste6173.csv
COSTE6167,2017-10-31T16:54:21.441Z,Envases,43.4524917,-3.8172763,2400.0,2014-07-21T08:19:44.000Z,Buen Estado,"Calle Héroes de la Armada\, 4",08EFAB00000008EB,21.7166,http://datos.santander.es/api/datos/residuos_contenedores/coste6167.csv
COSTE5891,2017-10-31T16:54:21.441Z,Envases,43.463781,-3.811887,2400.0,2014-07-18T09:45:35.000Z,Buen Estado,"Calle Acebedos\, 8-12",08EFAB0000000ED7,20.7058,http://datos.santander.es/api/datos/residuos_contenedores/coste5891.csv
COSTE5884,2017-10-31T16:54:21.441Z,Envases,43.463835908,-3.813210725,2400.0,2014-07-18T09:35:57.000Z,Buen Estado,"Calle Acebedos\, 10",08EFAB0000000D0F,21.3353,http://datos.santander.es/api/datos/residuos_contenedores/coste5884.csv
COSTE5880,2017-10-31T16:54:21.441Z,Envases,43.463847589,-3.814932033,2400.0,2014-07-18T09:24:03.000Z,Buen Estado,"Calle Monte\, 39",08EFAB0000000916,22.4327,http://datos.santander.es/api/datos/residuos_contenedores/coste5880.csv
COSTE5871,2017-10-31T16:54:21.441Z,Envases,43.4646907,-3.8163622,2400.0,2014-07-18T09:16:51.000Z,Buen Estado,"Calle Juan José Pérez del Molino\, 28",08EFAB00000008B0,22.4774,http://datos.santander.es/api/datos/residuos_contenedores/coste5871.csv
COSTE5867,2017-10-31T16:54:21.441Z,Envases,43.464685668,-3.816946372,2400.0,2014-07-18T09:14:37.000Z,Buen Estado,"Calle Juan José Pérez del Molino\, 30",08EFAB000000089A,22.1868,http://datos.santander.es/api/datos/residuos_contenedores/coste5867.csv
COSTE5862,2017-10-31T16:54:21.441Z,Envases,43.4636929,-3.8100277,3200.0,2014-07-18T09:10:08.000Z,Buen Estado,"Calle Guevara\, 6",00000000000013D6,30.97,http://datos.santander.es/api/datos/residuos_contenedores/coste5862.csv
COSTE5859,2017-10-31T16:54:21.441Z,Envases,43.4635968,-3.808417,2400.0,2014-07-18T09:05:12.000Z,Buen Estado,"Calle Guevara\, 15",00000000000013E2,12.24,http://datos.santander.es/api/datos/residuos_contenedores/coste5859.csv
COSTE5852,2017-10-31T16:54:21.441Z,Envases,43.4658542,-3.8171166,2400.0,2014-07-18T09:02:02.000Z,Buen Estado,"Paseo del General Dávila\, 248-252",08EFAB0000000B6C,32.2189,http://datos.santander.es/api/datos/residuos_contenedores/coste5852.csv
COSTE5849,2017-10-31T16:54:21.441Z,Envases,43.466087793,-3.816316723,2400.0,2014-07-18T08:57:22.000Z,Buen Estado,"Paseo del General Dávila\, 89",08EFAB0000000957,32.1512,http://datos.santander.es/api/datos/residuos_contenedores/coste5849.csv
COSTE5845,2017-10-31T16:54:21.441Z,Envases,43.4662068,-3.8164809,2400.0,2014-07-18T08:55:56.000Z,Buen Estado,"Paseo del General Dávila\, 240-242",08EFAB0000000B5A,31.0931,http://datos.santander.es/api/datos/residuos_contenedores/coste5845.csv
COSTE5841,2017-10-31T16:54:21.441Z,Envases,43.463812304,-3.807395361,2400.0,2014-07-18T08:53:04.000Z,Buen Estado,"Calle Guevara\, 8",00000000000013ED,38.83,http://datos.santander.es/api/datos/residuos_contenedores/coste5841.csv
COSTE5837,2017-10-31T16:54:21.441Z,Envases,43.466979131,-3.815294802,2400.0,2014-07-18T08:49:22.000Z,Buen Estado,"Paseo del General Dávila\, 236",08EFAB0000000A93,22.1868,http://datos.santander.es/api/datos/residuos_contenedores/coste5837.csv
COSTE5832,2017-10-31T16:54:21.441Z,Envases,43.4638074,-3.8055255,2400.0,2014-07-18T08:39:43.000Z,Buen Estado,"Calle Alonso Ercilla\, 4",00000000000013F2,23.84,http://datos.santander.es/api/datos/residuos_contenedores/coste5832.csv
COSTE6537,2017-10-31T16:54:21.44Z,Envases,43.466277109,-3.812711834,2400.0,2014-07-23T08:48:33.000Z,Buen Estado,"Calle Vía Cornelia\, 37",08EFAB000000094B,23.0577,http://datos.santander.es/api/datos/residuos_contenedores/coste6537.csv
COSTE6532,2017-10-31T16:54:21.44Z,Envases,43.465158968,-3.812599517,3200.0,2014-07-23T08:40:44.000Z,Buen Estado,"Calle Juan XXIII\, 2",08EFAB0000000E06,23.7483,http://datos.santander.es/api/datos/residuos_contenedores/coste6532.csv
COSTE6528,2017-10-31T16:54:21.44Z,Envases,43.464446461,-3.811059258,2400.0,2014-07-23T08:32:17.000Z,Buen Estado,"Calle Cervantes\, 31",08EFAB0000000EB9,20.1193,http://datos.santander.es/api/datos/residuos_contenedores/coste6528.csv
COSTE6524,2017-10-31T16:54:21.44Z,Envases,43.465290859,-3.811738528,2400.0,2014-07-23T08:26:22.000Z,Buen Estado,"Calle Vía Cornelia\, 11",08EFAB0000000F0A,20.4579,http://datos.santander.es/api/datos/residuos_contenedores/coste6524.csv
COSTE6520,2017-10-31T16:54:21.44Z,Envases,43.4651461,-3.8136364,3200.0,2014-07-23T07:49:29.000Z,Buen Estado,"Calle Juan XXIII\, 18",08EFAB0000000C5E,,http://datos.santander.es/api/datos/residuos_contenedores/coste6520.csv
COSTE6516,2017-10-31T16:54:21.44Z,Envases,43.464165398,-3.814063668,2400.0,2014-07-23T07:43:24.000Z,Buen Estado,"Calle Juan XXIII\, 18",08EFAB0000000B4F,40.518,http://datos.santander.es/api/datos/residuos_contenedores/coste6516.csv
COSTE6512,2017-10-31T16:54:21.44Z,Envases,43.4654502,-3.813548,2400.0,2014-07-23T07:32:21.000Z,Buen Estado,"Calle Juan José Pérez del Molino\, 5-11",08EFAB0000000967,22.1644,http://datos.santander.es/api/datos/residuos_contenedores/coste6512.csv
COSTE6503,2017-10-31T16:54:21.44Z,Envases,43.46251866,-3.814813345,2400.0,2014-07-23T06:44:48.000Z,Buen Estado,"Calle Magallanes\, 26",08EFAB0000000EBB,20.2774,http://datos.santander.es/api/datos/residuos_contenedores/coste6503.csv
COSTE6499,2017-10-31T16:54:21.44Z,Envases,43.462351721,-3.815854378,2400.0,2014-07-23T06:38:59.000Z,Buen Estado,"Calle Magallanes\, 36-38",08EFAB0000001095,21.2455,http://datos.santander.es/api/datos/residuos_contenedores/coste6499.csv
COSTE6494,2017-10-31T16:54:21.44Z,Envases,43.461907358,-3.817461021,2400.0,2014-07-23T06:33:22.000Z,Buen Estado,"Calle Magallanes\, 46-48",08EFAB00000010DA,20.8859,http://datos.santander.es/api/datos/residuos_contenedores/coste6494.csv
COSTE6490,2017-10-31T16:54:21.44Z,Envases,43.461754288,-3.818021602,3200.0,2014-07-23T06:29:08.000Z,Buen Estado,"Calle de los Floranes\, 2",08EFAB0000000963,23.3697,http://datos.santander.es/api/datos/residuos_contenedores/coste6490.csv
COSTE6486,2017-10-31T16:54:21.44Z,Envases,43.461468346,-3.819126002,3200.0,2014-07-23T06:13:16.000Z,Buen Estado,"Calle Floranes\, 10",08EFAB0000000973,23.3029,http://datos.santander.es/api/datos/residuos_contenedores/coste6486.csv
