dc:identifier,dc:modified,ayto:medida,ayto:idSensor,ayto:intensidad,ayto:ocupacion,ayto:carga,uri
6006-1cea79b8-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6006,6006,0,0,0,http://datos.santander.es/api/datos/mediciones/6006-1cea79b8-be5c-11e7-97fa-005056a43242.csv
6007-1ceb5a93-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6007,6007,20,0,1,http://datos.santander.es/api/datos/mediciones/6007-1ceb5a93-be5c-11e7-97fa-005056a43242.csv
6008-1cec6215-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6008,6008,0,0,0,http://datos.santander.es/api/datos/mediciones/6008-1cec6215-be5c-11e7-97fa-005056a43242.csv
6009-1ced52d3-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6009,6009,0,0,0,http://datos.santander.es/api/datos/mediciones/6009-1ced52d3-be5c-11e7-97fa-005056a43242.csv
6010-1cf15568-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6010,6010,0,0,0,http://datos.santander.es/api/datos/mediciones/6010-1cf15568-be5c-11e7-97fa-005056a43242.csv
6011-1cf34151-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6011,6011,0,0,0,http://datos.santander.es/api/datos/mediciones/6011-1cf34151-be5c-11e7-97fa-005056a43242.csv
6012-1cf400ff-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6012,6012,0,0,0,http://datos.santander.es/api/datos/mediciones/6012-1cf400ff-be5c-11e7-97fa-005056a43242.csv
6013-1cfba7bd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6013,6013,0,0,0,http://datos.santander.es/api/datos/mediciones/6013-1cfba7bd-be5c-11e7-97fa-005056a43242.csv
6014-1d0043ee-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6014,6014,0,0,0,http://datos.santander.es/api/datos/mediciones/6014-1d0043ee-be5c-11e7-97fa-005056a43242.csv
6015-1d05d797-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6015,6015,0,0,0,http://datos.santander.es/api/datos/mediciones/6015-1d05d797-be5c-11e7-97fa-005056a43242.csv
7001-1d07cb37-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7001,7001,360,2,14,http://datos.santander.es/api/datos/mediciones/7001-1d07cb37-be5c-11e7-97fa-005056a43242.csv
7002-1d097a92-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7002,7002,600,3,22,http://datos.santander.es/api/datos/mediciones/7002-1d097a92-be5c-11e7-97fa-005056a43242.csv
7003-1d0b5295-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7003,7003,540,6,23,http://datos.santander.es/api/datos/mediciones/7003-1d0b5295-be5c-11e7-97fa-005056a43242.csv
7004-1d0cde7e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7004,7004,0,0,0,http://datos.santander.es/api/datos/mediciones/7004-1d0cde7e-be5c-11e7-97fa-005056a43242.csv
7005-1d0e7db5-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7005,7005,780,15,70,http://datos.santander.es/api/datos/mediciones/7005-1d0e7db5-be5c-11e7-97fa-005056a43242.csv
7006-1d103c5e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7006,7006,240,5,24,http://datos.santander.es/api/datos/mediciones/7006-1d103c5e-be5c-11e7-97fa-005056a43242.csv
7007-1d11c181-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7007,7007,300,3,13,http://datos.santander.es/api/datos/mediciones/7007-1d11c181-be5c-11e7-97fa-005056a43242.csv
7008-1d19408a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7008,7008,0,0,0,http://datos.santander.es/api/datos/mediciones/7008-1d19408a-be5c-11e7-97fa-005056a43242.csv
7009-1d1ac1c9-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7009,7009,0,0,0,http://datos.santander.es/api/datos/mediciones/7009-1d1ac1c9-be5c-11e7-97fa-005056a43242.csv
7010-1d1c3a4e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7010,7010,660,4,25,http://datos.santander.es/api/datos/mediciones/7010-1d1c3a4e-be5c-11e7-97fa-005056a43242.csv
7011-1d1db188-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7011,7011,600,4,23,http://datos.santander.es/api/datos/mediciones/7011-1d1db188-be5c-11e7-97fa-005056a43242.csv
7012-1d1f07f4-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7012,7012,780,8,32,http://datos.santander.es/api/datos/mediciones/7012-1d1f07f4-be5c-11e7-97fa-005056a43242.csv
7013-1d208d6c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7013,7013,120,2,6,http://datos.santander.es/api/datos/mediciones/7013-1d208d6c-be5c-11e7-97fa-005056a43242.csv
7014-1d26af67-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7014,7014,300,16,24,http://datos.santander.es/api/datos/mediciones/7014-1d26af67-be5c-11e7-97fa-005056a43242.csv
7015-1d279b53-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7015,7015,120,3,7,http://datos.santander.es/api/datos/mediciones/7015-1d279b53-be5c-11e7-97fa-005056a43242.csv
7016-1d2a8b78-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7016,7016,420,3,17,http://datos.santander.es/api/datos/mediciones/7016-1d2a8b78-be5c-11e7-97fa-005056a43242.csv
7017-1d2b6f38-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7017,7017,960,9,43,http://datos.santander.es/api/datos/mediciones/7017-1d2b6f38-be5c-11e7-97fa-005056a43242.csv
7018-1d2c738d-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7018,7018,600,9,23,http://datos.santander.es/api/datos/mediciones/7018-1d2c738d-be5c-11e7-97fa-005056a43242.csv
7019-1d2d56b0-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7019,7019,720,10,60,http://datos.santander.es/api/datos/mediciones/7019-1d2d56b0-be5c-11e7-97fa-005056a43242.csv
7020-1d2e39b6-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7020,7020,540,8,46,http://datos.santander.es/api/datos/mediciones/7020-1d2e39b6-be5c-11e7-97fa-005056a43242.csv
7021-1d2f43bd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7021,7021,0,0,0,http://datos.santander.es/api/datos/mediciones/7021-1d2f43bd-be5c-11e7-97fa-005056a43242.csv
7022-1d30206e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7022,7022,0,0,0,http://datos.santander.es/api/datos/mediciones/7022-1d30206e-be5c-11e7-97fa-005056a43242.csv
7023-1d31107d-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7023,7023,540,18,33,http://datos.santander.es/api/datos/mediciones/7023-1d31107d-be5c-11e7-97fa-005056a43242.csv
7024-1d31fd3e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7024,7024,780,47,61,http://datos.santander.es/api/datos/mediciones/7024-1d31fd3e-be5c-11e7-97fa-005056a43242.csv
7025-1d33acc9-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7025,7025,120,2,6,http://datos.santander.es/api/datos/mediciones/7025-1d33acc9-be5c-11e7-97fa-005056a43242.csv
7026-1d35836a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7026,7026,1080,10,42,http://datos.santander.es/api/datos/mediciones/7026-1d35836a-be5c-11e7-97fa-005056a43242.csv
7027-1d36a781-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7027,7027,0,0,0,http://datos.santander.es/api/datos/mediciones/7027-1d36a781-be5c-11e7-97fa-005056a43242.csv
7028-1d37d77e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7028,7028,120,2,7,http://datos.santander.es/api/datos/mediciones/7028-1d37d77e-be5c-11e7-97fa-005056a43242.csv
7029-1d3aa2cd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7029,7029,60,0,5,http://datos.santander.es/api/datos/mediciones/7029-1d3aa2cd-be5c-11e7-97fa-005056a43242.csv
7030-1d3f34d5-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7030,7030,360,3,15,http://datos.santander.es/api/datos/mediciones/7030-1d3f34d5-be5c-11e7-97fa-005056a43242.csv
7031-1d42e59c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7031,7031,600,6,25,http://datos.santander.es/api/datos/mediciones/7031-1d42e59c-be5c-11e7-97fa-005056a43242.csv
7032-1d474552-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7032,7032,120,0,4,http://datos.santander.es/api/datos/mediciones/7032-1d474552-be5c-11e7-97fa-005056a43242.csv
7033-1d4f918a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7033,7033,240,2,10,http://datos.santander.es/api/datos/mediciones/7033-1d4f918a-be5c-11e7-97fa-005056a43242.csv
7501-1d517869-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7501,7501,120,2,6,http://datos.santander.es/api/datos/mediciones/7501-1d517869-be5c-11e7-97fa-005056a43242.csv
7502-1d530f6a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7502,7502,0,0,0,http://datos.santander.es/api/datos/mediciones/7502-1d530f6a-be5c-11e7-97fa-005056a43242.csv
7503-1d54acf4-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7503,7503,120,2,6,http://datos.santander.es/api/datos/mediciones/7503-1d54acf4-be5c-11e7-97fa-005056a43242.csv
7504-1d563c6f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7504,7504,0,0,0,http://datos.santander.es/api/datos/mediciones/7504-1d563c6f-be5c-11e7-97fa-005056a43242.csv
7505-1d582762-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7505,7505,120,2,6,http://datos.santander.es/api/datos/mediciones/7505-1d582762-be5c-11e7-97fa-005056a43242.csv
7506-1d5b4c51-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7506,7506,120,17,24,http://datos.santander.es/api/datos/mediciones/7506-1d5b4c51-be5c-11e7-97fa-005056a43242.csv
7507-1d5ccaeb-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7507,7507,120,2,6,http://datos.santander.es/api/datos/mediciones/7507-1d5ccaeb-be5c-11e7-97fa-005056a43242.csv
7508-1d5e50dd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7508,7508,120,2,10,http://datos.santander.es/api/datos/mediciones/7508-1d5e50dd-be5c-11e7-97fa-005056a43242.csv
7509-1d5fdfce-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7509,7509,60,2,7,http://datos.santander.es/api/datos/mediciones/7509-1d5fdfce-be5c-11e7-97fa-005056a43242.csv
7901-1d63ffcf-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7901,7901,600,3,22,http://datos.santander.es/api/datos/mediciones/7901-1d63ffcf-be5c-11e7-97fa-005056a43242.csv
7902-1d659526-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7902,7902,0,0,0,http://datos.santander.es/api/datos/mediciones/7902-1d659526-be5c-11e7-97fa-005056a43242.csv
7903-1d673753-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7903,7903,780,8,32,http://datos.santander.es/api/datos/mediciones/7903-1d673753-be5c-11e7-97fa-005056a43242.csv
7904-1d68e0e1-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7904,7904,120,2,6,http://datos.santander.es/api/datos/mediciones/7904-1d68e0e1-be5c-11e7-97fa-005056a43242.csv
7905-1d6a9041-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7905,7905,420,3,17,http://datos.santander.es/api/datos/mediciones/7905-1d6a9041-be5c-11e7-97fa-005056a43242.csv
7906-1d6c30d3-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7906,7906,660,4,25,http://datos.santander.es/api/datos/mediciones/7906-1d6c30d3-be5c-11e7-97fa-005056a43242.csv
7907-1d700a3b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,7907,7907,0,0,0,http://datos.santander.es/api/datos/mediciones/7907-1d700a3b-be5c-11e7-97fa-005056a43242.csv
