dc:identifier,dc:modified,rdf:type,callej:sigla,callej:tipo-via,callej:nombre-calle,callej:nombre-largo,callej:nombre-clasif,dc:date,uri
08787,2017-10-30T23:04:57.637Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FUENTE DEL FRESNO,FUENTE DEL FRESNO,FUENTE DEL FRESNO,1994-03-18,http://datos.santander.es/api/datos/callejero_calles/08787.csv
08793,2017-10-30T23:04:57.637Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CALZADAS ALTAS,CALZADAS ALTAS,CALZADAS ALTAS,1995-11-30,http://datos.santander.es/api/datos/callejero_calles/08793.csv
08796,2017-10-30T23:04:57.637Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MAESTRO FEDERICO MUÑOZ,MAESTRO FEDERICO MUÑOZ,MAESTRO FEDERICO MUÑOZ,,http://datos.santander.es/api/datos/callejero_calles/08796.csv
08799,2017-10-30T23:04:57.637Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MATILDE ZAPATA,MATILDE ZAPATA,MATILDE ZAPATA,2008-01-01,http://datos.santander.es/api/datos/callejero_calles/08799.csv
08736,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DOMINGO CAMUS,DOMINGO CAMUS,DOMINGO CAMUS,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08736.csv
08737,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSE PUEYO,JOSE PUEYO,JOSE PUEYO,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08737.csv
08738,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PELLEGRINO ZUYER,PELLEGRINO ZUYER,PELLEGRINO ZUYER,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08738.csv
08739,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL MANSIN,EL MANSIN,MANSIN (EL),2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08739.csv
08740,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PEDRO DE ABARCA,PEDRO DE ABARCA,PEDRO DE ABARCA,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08740.csv
08741,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VALLEMIER,VALLEMIER,VALLEMIER,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08741.csv
08742,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CLUB ATL. ESPAÑA DE CUETO,CLUB ATLETICO ESPAÑA DE CUETO,ESPAÑA DE CUETO (CLUB AT),,http://datos.santander.es/api/datos/callejero_calles/08742.csv
08744,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JUAN IGNACIO POMBO,AVIADOR JUAN IGNACIO POMBO,JUAN IGNACIO POMBO,,http://datos.santander.es/api/datos/callejero_calles/08744.csv
08745,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL REFUGIO,EL REFUGIO,REFUGIO (EL),,http://datos.santander.es/api/datos/callejero_calles/08745.csv
08746,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL REGATON,EL REGATON,REGATON (EL),2005-12-30,http://datos.santander.es/api/datos/callejero_calles/08746.csv
08748,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA TESILLA,LA TESILLA,TESILLA (LA),2005-12-30,http://datos.santander.es/api/datos/callejero_calles/08748.csv
08749,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA HONDAL,LA HONDAL,HONDAL (LA),2005-12-30,http://datos.santander.es/api/datos/callejero_calles/08749.csv
08750,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA LLOSA,LA LLOSA,LLOSA (LA),2005-12-30,http://datos.santander.es/api/datos/callejero_calles/08750.csv
08751,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LOS BARBAJOS,LOS BARBAJOS,BARBAJOS (LOS),2005-12-30,http://datos.santander.es/api/datos/callejero_calles/08751.csv
08752,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL ROBEJO,EL ROBEJO,ROBEJO (EL),2005-12-30,http://datos.santander.es/api/datos/callejero_calles/08752.csv
08753,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA REGAÑA,LA REGAÑA,REGAÑA (LA),2005-12-30,http://datos.santander.es/api/datos/callejero_calles/08753.csv
08764,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA SOTAVESILLA,LA SOTAVESILLA,SOTAVESILLA (LA),2007-03-29,http://datos.santander.es/api/datos/callejero_calles/08764.csv
08765,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA HUERTONA,LA HUERTONA,HUERTONA (LA),2007-03-29,http://datos.santander.es/api/datos/callejero_calles/08765.csv
08766,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL CALLERO,EL CALLERO,CALLERO (EL),2007-03-29,http://datos.santander.es/api/datos/callejero_calles/08766.csv
08767,2017-10-30T23:04:57.636Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA CERNADA,LA CERNADA,CERNADA (LA),2007-03-29,http://datos.santander.es/api/datos/callejero_calles/08767.csv
08690,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LUIS RIERA VEGA,LUIS RIERA VEGA,LUIS RIERA VEGA,,http://datos.santander.es/api/datos/callejero_calles/08690.csv
08695,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,AURORA SAEZ GONZALEZ,AURORA SAEZ GONZALEZ,AURORA SAEZ GONZALEZ,,http://datos.santander.es/api/datos/callejero_calles/08695.csv
08700,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,,http://datos.santander.es/api/datos/callejero_calles/08700.csv
08705,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL CAMPIZO,EL CAMPIZO,CAMPIZO (EL),,http://datos.santander.es/api/datos/callejero_calles/08705.csv
08710,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CIRIACO PARRAGA,CIRIACO PARRAGA,CIRIACO PARRAGA,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08710.csv
08711,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALFREDO PEREZ GUILLEN,ALFREDO PEREZ GUILLEN,ALFREDO PEREZ GUILLEN,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08711.csv
08712,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LUIS QUINTANILLA ISASI,LUIS QUINTANILLA ISASI,LUIS QUINTANILLA ISASI,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08712.csv
08713,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RICARDO BERNARDO,RICARDO BERNARDO,RICARDO BERNARDO,,http://datos.santander.es/api/datos/callejero_calles/08713.csv
08714,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LUZ DE ALVEAR,LUZ DE ALVEAR,LUZ DE ALVEAR,,http://datos.santander.es/api/datos/callejero_calles/08714.csv
