dc:identifier,ayto:tipo_conducto,ayto:materiales,ayto:geometria,ayto:alto,ayto:ancho,ayto:profundidad,ayto:longitud,ayto:pendiente,ayto:tipo_saneamiento,dct:spatial,dc:modified,uri
9077,Colector,Hormigón masa,Circular,400,400,1.6,4.775,0.07958,Fecal,"LINESTRING ZM ( 4503203.99469700 4503247.76262176 20.84100000 0.00000000\, 4503203.99474406 4503247.76261370 20.84100000 0.00000000)",2017-10-30T23:07:49.61Z,http://datos.santander.es/api/datos/conductos/9077.csv
8709,Colector,P.V.C. liso,Circular,300,300,2.3,13.023,0.04761,Pluvial,"LINESTRING ZM ( 4503203.99056810 4503247.76624859 22.02300000 0.00000000\, 4503203.99068928 4503247.76629629 22.02300000 0.00000000)",2017-10-30T23:07:49.609Z,http://datos.santander.es/api/datos/conductos/8709.csv
8708,Colector,P.V.C. liso,Circular,300,300,2.15,26.883,0,Pluvial,"LINESTRING ZM ( 4503203.99068928 4503247.76629629 22.02300000 0.00000000\, 4503203.99058732 4503247.76654503 22.02300000 0.00000000)",2017-10-30T23:07:49.608Z,http://datos.santander.es/api/datos/conductos/8708.csv
8706,Colector,Hormigón masa,Circular,300,300,0.8,10.687,0.07579,Unitaria,"LINESTRING ZM ( 4503203.99049735 4503247.76505988 0.00000000 0.00000000\, 4503203.99043294 4503247.76514516 0.00000000 0.00000000)",2017-10-30T23:07:49.607Z,http://datos.santander.es/api/datos/conductos/8706.csv
8707,Colector,Hormigón masa,Circular,300,300,0.8,2.031,0.03939,Unitaria,"LINESTRING ZM ( 4503203.99050919 4503247.76504338 0.00000000 0.00000000\, 4503203.99049735 4503247.76505988 0.00000000 0.00000000)",2017-10-30T23:07:49.607Z,http://datos.santander.es/api/datos/conductos/8707.csv
8705,Colector,Hormigón masa,Circular,400,400,0.9,79.137,0.09035,Unitaria,"LINESTRING ZM ( 4503203.99043294 4503247.76514516 0.00000000 0.00000000\, 4503203.98994540 4503247.76576852 0.00000000 0.00000000)",2017-10-30T23:07:49.606Z,http://datos.santander.es/api/datos/conductos/8705.csv
8703,Colector,Hormigón masa,Circular,300,300,1.3,39.278,0.03692,Fecal,"LINESTRING ZM ( 4503203.98993775 4503247.76616059 0.00000000 0.00000000\, 4503203.98981454 4503247.76653355 0.00000000 0.00000000)",2017-10-30T23:07:49.605Z,http://datos.santander.es/api/datos/conductos/8703.csv
8704,Colector,Hormigón masa,Circular,300,300,1.05,20.224,0.04648,Unitaria,"LINESTRING ZM ( 4503203.98989457 4503247.76596301 0.00000000 0.00000000\, 4503203.98993775 4503247.76616059 0.00000000 0.00000000)",2017-10-30T23:07:49.605Z,http://datos.santander.es/api/datos/conductos/8704.csv
8702,Colector,Hormigón masa,Circular,300,300,1.45,30.845,0,Unitaria,"LINESTRING ZM ( 4503203.98981454 4503247.76653355 0.00000000 0.00000000\, 4503203.98974757 4503247.76683464 0.00000000 0.00000000)",2017-10-30T23:07:49.592Z,http://datos.santander.es/api/datos/conductos/8702.csv
8700,Colector,Hormigón masa,Circular,400,400,0,33.341,0,Unitaria,"LINESTRING ZM ( 4503203.98959177 4503247.76588536 22.04600000 0.00000000\, 4503203.98926804 4503247.76580561 22.04600000 0.00000000)",2017-10-30T23:07:49.591Z,http://datos.santander.es/api/datos/conductos/8700.csv
8701,Colector,Hormigón masa,Circular,400,400,0.65,31.26,0,Unitaria,"LINESTRING ZM ( 4503203.98959177 4503247.76588536 22.04600000 0.00000000\, 4503203.98989457 4503247.76596301 22.04600000 0.00000000)",2017-10-30T23:07:49.591Z,http://datos.santander.es/api/datos/conductos/8701.csv
8699,Colector,Hormigón masa,Circular,400,400,0.85,26.292,0.01407,Unitaria,"LINESTRING ZM ( 4503203.98926804 4503247.76580561 22.04600000 0.00000000\, 4503203.98901286 4503247.76574230 22.04600000 0.00000000)",2017-10-30T23:07:49.59Z,http://datos.santander.es/api/datos/conductos/8699.csv
8697,Colector,Hormigón masa,Circular,400,400,1.8,34.347,0.01368,Unitaria,"LINESTRING ZM ( 4503203.98858570 4503247.76562977 22.04600000 0.00000000\, 4503203.98825225 4503247.76554743 22.04600000 0.00000000)",2017-10-30T23:07:49.589Z,http://datos.santander.es/api/datos/conductos/8697.csv
8698,Colector,Hormigón masa,Circular,400,400,1.2,44.173,0.012,Unitaria,"LINESTRING ZM ( 4503203.98901286 4503247.76574230 22.04600000 0.00000000\, 4503203.98858570 4503247.76562977 22.04600000 0.00000000)",2017-10-30T23:07:49.589Z,http://datos.santander.es/api/datos/conductos/8698.csv
8696,Colector,Hormigón masa,Circular,400,400,2.2,54.998,0.006184,Unitaria,"LINESTRING ZM ( 4503203.98825225 4503247.76554743 22.04600000 0.00000000\, 4503203.98771941 4503247.76541120 22.04600000 0.00000000)",2017-10-30T23:07:49.588Z,http://datos.santander.es/api/datos/conductos/8696.csv
8695,Colector,Hormigón masa,Circular,400,400,2.5,25.7,0.004276,Unitaria,"LINESTRING ZM ( 4503203.98771941 4503247.76541120 22.04600000 0.00000000\, 4503203.98746956 4503247.76535099 22.04600000 0.00000000)",2017-10-30T23:07:49.587Z,http://datos.santander.es/api/datos/conductos/8695.csv
8693,Colector,P.V.C. liso,Circular,400,400,4.3,16.139,0.08426,Unitaria,"LINESTRING ZM ( 4503203.98743912 4503247.76540932 22.04600000 0.00000000\, 4503203.98736945 4503247.76555490 22.04600000 0.00000000)",2017-10-30T23:07:49.586Z,http://datos.santander.es/api/datos/conductos/8693.csv
8694,Colector,Hormigón masa,Circular,400,400,2.5,6.58,0.228,Unitaria,"LINESTRING ZM ( 4503203.98746956 4503247.76535099 22.04600000 0.00000000\, 4503203.98743912 4503247.76540932 22.04600000 0.00000000)",2017-10-30T23:07:49.586Z,http://datos.santander.es/api/datos/conductos/8694.csv
8691,Colector,Hormigón masa,Circular,800,800,7,6.085,0.0082,Fecal,"LINESTRING ZM ( 4503203.98730528 4503247.76562570 17.22100000 0.00000000\, 4503203.98733199 4503247.76568038 17.22100000 0.00000000)",2017-10-30T23:07:49.571Z,http://datos.santander.es/api/datos/conductos/8691.csv
8692,Colector,P.V.C. liso,Circular,400,400,3.5,9.555,0.08268,Fecal,"LINESTRING ZM ( 4503203.98736945 4503247.76555490 22.04600000 0.00000000\, 4503203.98730528 4503247.76562570 22.04600000 0.00000000)",2017-10-30T23:07:49.571Z,http://datos.santander.es/api/datos/conductos/8692.csv
8690,Colector,Hormigón masa,Circular,800,800,5,11.128,0,Fecal,"LINESTRING ZM ( 4503203.98733199 4503247.76568038 17.22100000 0.00000000\, 4503203.98742730 4503247.76573782 17.22100000 0.00000000)",2017-10-30T23:07:49.57Z,http://datos.santander.es/api/datos/conductos/8690.csv
8688,Colector,Hormigón masa,Circular,800,800,2.2,54.64,0.01775,Unitaria,"LINESTRING ZM ( 4503203.98790419 4503247.76610293 17.22100000 0.00000000\, 4503203.98838477 4503247.76636293 17.22100000 0.00000000)",2017-10-30T23:07:49.569Z,http://datos.santander.es/api/datos/conductos/8688.csv
8689,Colector,Hormigón masa,Circular,800,800,0,60.061,0,Unitaria,"LINESTRING ZM ( 4503203.98742730 4503247.76573782 17.22100000 0.00000000\, 4503203.98790419 4503247.76610293 17.22100000 0.00000000)",2017-10-30T23:07:49.569Z,http://datos.santander.es/api/datos/conductos/8689.csv
8269,Colector," "," ",0,0,0,7.192,0," ","LINESTRING ZM ( 4503203.98030066 4503247.75939073 77.24900000 0.00000000\, 4503203.98032403 4503247.75937807 77.20300000 0.00000000\, 4503203.98034492 4503247.75941831 77.20300000 0.00000000)",2017-10-30T23:07:49.568Z,http://datos.santander.es/api/datos/conductos/8269.csv
8268,Colector,P.V.C. liso,Circular,250,250,0.5,17.459,0,Unitaria,"LINESTRING ZM ( 4503203.98346175 4503247.75505256 5.91000000 0.00000000\, 4503203.98362931 4503247.75510161 5.89600000 0.00000000)",2017-10-30T23:07:49.567Z,http://datos.santander.es/api/datos/conductos/8268.csv
8266,Colector,P.V.C. liso,Circular,300,300,1.8,7.485,0.07749,Unitaria,"LINESTRING ZM ( 4503203.98718213 4503247.75550618 34.92000000 0.00000000\, 4503203.98723443 4503247.75545264 17.02200000 0.00000000)",2017-10-30T23:07:49.566Z,http://datos.santander.es/api/datos/conductos/8266.csv
8267,Colector,Poliéster reforzado con fibra de vidrio,Circular,400,400,3.5,6.349,0,Unitaria,"LINESTRING ZM ( 4503203.98362931 4503247.75510161 5.89600000 0.00000000\, 4503203.98356649 4503247.75509238 5.89600000 0.00000000)",2017-10-30T23:07:49.566Z,http://datos.santander.es/api/datos/conductos/8267.csv
8265,Colector,Hormigón masa,Circular,300,300,0.85,17.57,0,Unitaria,"LINESTRING ZM ( 4503203.99143719 4503247.75876128 53.82800000 0.00000000\, 4503203.99139297 4503247.75859124 53.82800000 0.00000000)",2017-10-30T23:07:49.565Z,http://datos.santander.es/api/datos/conductos/8265.csv
8263,Colector," ",Circular,100,100,0,5.142,0," ","LINESTRING ZM ( 4503203.97283330 4503247.75466076 6.54700000 0.00000000\, 4503203.97280234 4503247.75461970 6.54700000 0.00000000)",2017-10-30T23:07:49.552Z,http://datos.santander.es/api/datos/conductos/8263.csv
8264,Colector,Hormigón masa,Circular,200,200,1.05,18.222,0,Pluvial,"LINESTRING ZM ( 4503203.99300404 4503247.76759364 14.80400000 0.00000000\, 4503203.99292496 4503247.76775781 14.80400000 0.00000000)",2017-10-30T23:07:49.552Z,http://datos.santander.es/api/datos/conductos/8264.csv
8262,Colector," ",Circular,100,100,0,6.478,0," ","LINESTRING ZM ( 4503203.97271772 4503247.75461482 6.39900000 0.00000000\, 4503203.97278187 4503247.75460584 6.39900000 0.00000000)",2017-10-30T23:07:49.551Z,http://datos.santander.es/api/datos/conductos/8262.csv
8260,Colector," "," ",0,0,0,4.891,0," ","LINESTRING ZM ( 4503203.96611978 4503247.74961868 37.08800000 0.00000000\, 4503203.96615543 4503247.74958520 36.70000000 0.00000000)",2017-10-30T23:07:49.55Z,http://datos.santander.es/api/datos/conductos/8260.csv
8261,Colector,Acero,Circular,250,250,1.65,6.265,0,Unitaria,"LINESTRING ZM ( 4503203.98654990 4503247.75800331 16.45500000 0.00000000\, 4503203.98653449 4503247.75806404 16.45500000 0.00000000)",2017-10-30T23:07:49.55Z,http://datos.santander.es/api/datos/conductos/8261.csv
8259,Colector,Hormigón masa,Circular,300,300,0,29.12,0,Unitaria,"LINESTRING ZM ( 4503203.96577678 4503247.74986219 0.00000000 0.00000000\, 4503203.96583432 4503247.74957673 38.86400000 0.00000000)",2017-10-30T23:07:49.549Z,http://datos.santander.es/api/datos/conductos/8259.csv
8257,Colector,Hormigón masa,Circular,300,300,0,43.235,0," ","LINESTRING ZM ( 4503203.96615543 4503247.74958520 36.70000000 0.00000000\, 4503203.96625532 4503247.74960453 36.70000000 0.00000000\, 4503203.96630697 4503247.74934469 36.70000000 0.00000000\, 4503203.96633783 4503247.74928670 0.00000000 0.00000000)",2017-10-30T23:07:49.548Z,http://datos.santander.es/api/datos/conductos/8257.csv
8258,Colector,Hormigón masa,Circular,300,300,0,9.329,0,Unitaria,"LINESTRING ZM ( 4503203.96574403 4503247.74955325 0.00000000 0.00000000\, 4503203.96583432 4503247.74957673 38.86400000 0.00000000)",2017-10-30T23:07:49.548Z,http://datos.santander.es/api/datos/conductos/8258.csv
8256,Colector,Hormigón masa,Circular,300,300,0.9,24.219,0,Unitaria,"LINESTRING ZM ( 4503203.96591763 4503247.74953928 37.89400000 0.00000000\, 4503203.96615543 4503247.74958520 36.70000000 0.00000000)",2017-10-30T23:07:49.547Z,http://datos.santander.es/api/datos/conductos/8256.csv
8255,Colector,Hormigón masa,Circular,300,300,0.8,10.332,0.09388,Unitaria,"LINESTRING ZM ( 4503203.96583432 4503247.74957673 38.86400000 0.00000000\, 4503203.96588272 4503247.74958139 38.86400000 0.00000000\, 4503203.96591763 4503247.74953928 37.89400000 0.00000000)",2017-10-30T23:07:49.546Z,http://datos.santander.es/api/datos/conductos/8255.csv
8253,Colector,P.V.C. liso,Circular,600,600,1.1,4.075,0.1349,Unitaria,"LINESTRING ZM ( 4503203.97138826 4503247.74837260 3.79200000 0.00000000\, 4503203.97140016 4503247.74833363 3.79200000 0.00000000)",2017-10-30T23:07:49.533Z,http://datos.santander.es/api/datos/conductos/8253.csv
8254,Colector," "," ",250,250,0,36.483,0," ","LINESTRING ZM ( 4503203.97847063 4503247.75796892 47.55700000 0.00000000\, 4503203.97844468 4503247.75760501 47.55700000 0.00000000)",2017-10-30T23:07:49.533Z,http://datos.santander.es/api/datos/conductos/8254.csv
8252,Colector,Hormigón masa,Cuadrada,1000,700,2,32.025,0.007685,Unitaria,"LINESTRING ZM ( 4503203.97206541 4503247.74785869 3.58500000 0.00000000\, 4503203.97188329 4503247.74759526 3.58500000 0.00000000)",2017-10-30T23:07:49.532Z,http://datos.santander.es/api/datos/conductos/8252.csv
8250,Colector,Fibrocemento,Circular,600,600,2.1,75.639,0.003702,Unitaria,"LINESTRING ZM ( 4503203.94218538 4503247.75496432 21.92900000 0.00000000\, 4503203.94145169 4503247.75478044 21.54600000 0.00000000)",2017-10-30T23:07:49.531Z,http://datos.santander.es/api/datos/conductos/8250.csv
8251,Colector,Hormigón masa,Circular,500,500,1.7,25.86,0.09977,Unitaria,"LINESTRING ZM ( 4503203.97987322 4503247.76066014 74.25600000 0.00000000\, 4503203.97984334 4503247.76091701 74.25600000 0.00000000)",2017-10-30T23:07:49.531Z,http://datos.santander.es/api/datos/conductos/8251.csv
8249,Colector,Fibrocemento,Circular,600,600,2.664,39.194,0.002704,Unitaria,"LINESTRING ZM ( 4503203.94250571 4503247.75473848 21.89900000 0.00000000\, 4503203.94218538 4503247.75496432 21.92800000 0.00000000)",2017-10-30T23:07:49.53Z,http://datos.santander.es/api/datos/conductos/8249.csv
8248,Colector,Hormigón masa,Circular,300,300,1,5.92,-0.02399,Unitaria,"LINESTRING ZM ( 4503203.97480905 4503247.75128180 4.04600000 0.00000000\, 4503203.97483233 4503247.75133623 4.04600000 0.00000000)",2017-10-30T23:07:49.529Z,http://datos.santander.es/api/datos/conductos/8248.csv
8246,Colector,Hormigón masa,Circular,300,300,1,13.067,0.02089,Unitaria,"LINESTRING ZM ( 4503203.97634870 4503247.76115382 62.75800000 0.00000000\, 4503203.97647876 4503247.76116642 62.75800000 0.00000000)",2017-10-30T23:07:49.528Z,http://datos.santander.es/api/datos/conductos/8246.csv
8247,Colector,Hormigón masa,Circular,600,600,2.8,33.434,-0.001495,Unitaria,"LINESTRING ZM ( 4503203.94155469 4503247.75410594 22.36600000 0.00000000\, 4503203.94122727 4503247.75403826 21.28000000 0.00000000)",2017-10-30T23:07:49.528Z,http://datos.santander.es/api/datos/conductos/8247.csv
8245,Colector,Hormigón masa,Circular,300,300,0.75,19.083,0.1025,Unitaria,"LINESTRING ZM ( 4503203.96766308 4503247.75184176 0.00000000 0.00000000\, 4503203.96761571 4503247.75202662 0.00000000 0.00000000)",2017-10-30T23:07:49.527Z,http://datos.santander.es/api/datos/conductos/8245.csv
9437,Colector,Hormigón masa,Circular,500,500,4.3,10.43,-0.006711,Unitaria,"LINESTRING ZM ( 4503203.98431766 4503247.75691475 0.00000000 0.00000000\, 4503203.98431225 4503247.75690935 0.00000000 0.00000000\, 4503203.98430080 4503247.75682288 0.00000000 0.00000000\, 4503203.98430424 4503247.75681409 0.00000000 0.00000000)",2017-10-30T23:07:49.514Z,http://datos.santander.es/api/datos/conductos/9437.csv
9438,Colector,Hormigón masa,Circular,500,500,4.3,10.349,-0.006764,Unitaria,"LINESTRING ZM ( 4503203.98431766 4503247.75691475 0.00000000 0.00000000\, 4503203.98432109 4503247.75690701 0.00000000 0.00000000\, 4503203.98430954 4503247.75682421 0.00000000 0.00000000\, 4503203.98430424 4503247.75681409 0.00000000 0.00000000)",2017-10-30T23:07:49.514Z,http://datos.santander.es/api/datos/conductos/9438.csv
9436,Colector,Hormigón masa,Circular,500,500,0,3.357,0,Unitaria,"LINESTRING ZM ( 4503203.98431600 4503247.75694407 0.00000000 0.00000000\, 4503203.98432109 4503247.75694032 0.00000000 0.00000000\, 4503203.98432240 4503247.75692077 0.00000000 0.00000000\, 4503203.98431766 4503247.75691475 0.00000000 0.00000000)",2017-10-30T23:07:49.513Z,http://datos.santander.es/api/datos/conductos/9436.csv
9435,Colector,Hormigón masa,Circular,500,500,0,3.61,0,Unitaria,"LINESTRING ZM ( 4503203.98431600 4503247.75694407 0.00000000 0.00000000\, 4503203.98430994 4503247.75693939 0.00000000 0.00000000\, 4503203.98431082 4503247.75691905 0.00000000 0.00000000\, 4503203.98431766 4503247.75691475 0.00000000 0.00000000)",2017-10-30T23:07:49.512Z,http://datos.santander.es/api/datos/conductos/9435.csv
9432,Impulsión,Fibrocemento,Circular,400,400,0,184.329,0,Unitaria,"LINESTRING ZM ( 4503203.98185184 4503247.76822240 0.00000000 0.00000000\, 4503203.98182198 4503247.76826759 0.00000000 0.00000000\, 4503203.98102720 4503247.76987050 0.00000000 0.00000000)",2017-10-30T23:07:49.511Z,http://datos.santander.es/api/datos/conductos/9432.csv
9434,Colector,Hormigón masa,Circular,500,500,3,7.491,0,Unitaria,"LINESTRING ZM ( 4503203.98430865 4503247.75701635 0.00000000 0.00000000\, 4503203.98431379 4503247.75701071 0.00000000 0.00000000\, 4503203.98431890 4503247.75695424 0.00000000 0.00000000\, 4503203.98431600 4503247.75694407 0.00000000 0.00000000)",2017-10-30T23:07:49.511Z,http://datos.santander.es/api/datos/conductos/9434.csv
9431,Impulsión,Fibrocemento,Circular,600,600,0,183.699,0,Unitaria,"LINESTRING ZM ( 4503203.98185560 4503247.76822447 0.00000000 0.00000000\, 4503203.98183213 4503247.76827356 0.00000000 0.00000000\, 4503203.98104007 4503247.76987050 0.00000000 0.00000000)",2017-10-30T23:07:49.51Z,http://datos.santander.es/api/datos/conductos/9431.csv
9429,Colector,Sin definir,Ovoide,520,350,1.3,8.774,0.4056,Unitaria,"LINESTRING ZM ( 4503203.98921561 4503247.75847386 29.75600000 0.00000000\, 4503203.98912800 4503247.75847861 29.30100000 0.00000000)",2017-10-30T23:07:49.509Z,http://datos.santander.es/api/datos/conductos/9429.csv
9430,Impulsión,Fibrocemento,Circular,800,800,0,183.409,0,Unitaria,"LINESTRING ZM ( 4503203.98185906 4503247.76822502 0.00000000 0.00000000\, 4503203.98184150 4503247.76827840 0.00000000 0.00000000\, 4503203.98105461 4503247.76987268 0.00000000 0.00000000)",2017-10-30T23:07:49.509Z,http://datos.santander.es/api/datos/conductos/9430.csv
9428,Colector,Sin definir,Ovoide,520,350,1.3,61.233,0.1062,Unitaria,"LINESTRING ZM ( 4503203.98982788 4503247.75848230 33.15800000 0.00000000\, 4503203.98921561 4503247.75847386 29.75600000 0.00000000)",2017-10-30T23:07:49.507Z,http://datos.santander.es/api/datos/conductos/9428.csv
9426,Colector," "," ",750,520,0,24.696,0," ","LINESTRING ZM ( 4503203.97165244 4503247.75348352 7.60800000 0.00000000\, 4503203.97168552 4503247.75323879 6.22000000 0.00000000)",2017-10-30T23:07:49.494Z,http://datos.santander.es/api/datos/conductos/9426.csv
9427,Colector,Hormigón armado,Ovoide,600,400,0,16.572,0,Unitaria,"LINESTRING ZM ( 4503203.97050826 4503247.75409055 9.11900000 0.00000000\, 4503203.97067383 4503247.75408351 9.11900000 0.00000000)",2017-10-30T23:07:49.494Z,http://datos.santander.es/api/datos/conductos/9427.csv
9425,Colector,Hormigón masa,Cuadrada,300,300,1.6,2.903,0,Unitaria,"LINESTRING ZM ( 4503203.97187675 4503247.75426081 7.61800000 0.00000000\, 4503203.97190300 4503247.75424842 9.09100000 0.00000000)",2017-10-30T23:07:49.493Z,http://datos.santander.es/api/datos/conductos/9425.csv
9424,Colector,Hormigón masa,Ovoide,520,400,0.9,47,0,Unitaria,"LINESTRING ZM ( 4503203.97190300 4503247.75424842 9.09100000 0.00000000\, 4503203.97179058 4503247.75379206 7.56300000 0.00000000)",2017-10-30T23:07:49.492Z,http://datos.santander.es/api/datos/conductos/9424.csv
9422,Colector,Hormigón masa,Cuadrada,1000,1000,2.2,1.4,-0.005306,Unitaria,"LINESTRING ZM ( 4503203.97179058 4503247.75379206 7.56300000 0.00000000\, 4503203.97180456 4503247.75379123 7.56300000 0.00000000)",2017-10-30T23:07:49.491Z,http://datos.santander.es/api/datos/conductos/9422.csv
9423,Colector,Hormigón masa,Ovoide,520,400,0.9,66.096,0,Unitaria,"LINESTRING ZM ( 4503203.97206110 4503247.75489019 11.23900000 0.00000000\, 4503203.97190300 4503247.75424842 9.09100000 0.00000000)",2017-10-30T23:07:49.491Z,http://datos.santander.es/api/datos/conductos/9423.csv
9421,Colector,P.V.C. liso," ",300,300,0,6.625,0,Unitaria,"LINESTRING ZM ( 4503203.96665912 4503247.75788561 66.48000000 0.00000000\, 4503203.96667763 4503247.75782200 66.48000000 0.00000000)",2017-10-30T23:07:49.49Z,http://datos.santander.es/api/datos/conductos/9421.csv
9420,Colector,P.V.C. liso,Circular,300,300,1.35,13.127,-4.362,Unitaria,"LINESTRING ZM ( 4503203.96667763 4503247.75782200 66.48000000 0.00000000\, 4503203.96657706 4503247.75773764 63.31500000 0.00000000)",2017-10-30T23:07:49.489Z,http://datos.santander.es/api/datos/conductos/9420.csv
9418,Colector,Hormigón masa,Circular,300,300,1.2,27.787,0.009759,Unitaria,"LINESTRING ZM ( 4503203.96614888 4503247.75742273 63.31500000 0.00000000\, 4503203.96589761 4503247.75730409 63.31500000 0.00000000)",2017-10-30T23:07:49.488Z,http://datos.santander.es/api/datos/conductos/9418.csv
9419,Colector,Hormigón masa,Circular,400,400,1.35,21.86,-0.004346,Unitaria,"LINESTRING ZM ( 4503203.96636696 4503247.75754117 63.19500000 0.00000000\, 4503203.96650364 4503247.75737057 63.19500000 0.00000000)",2017-10-30T23:07:49.488Z,http://datos.santander.es/api/datos/conductos/9419.csv
9417,Colector," "," ",0,0,0,14.967,0," ","LINESTRING ZM ( 4503203.99580922 4503247.76479979 8.89000000 0.00000000\, 4503203.99590948 4503247.76468867 8.89000000 0.00000000)",2017-10-30T23:07:49.475Z,http://datos.santander.es/api/datos/conductos/9417.csv
9416,Colector," "," ",0,0,0,18.964,0," ","LINESTRING ZM ( 4503203.99590948 4503247.76468867 8.89000000 0.00000000\, 4503203.99604644 4503247.76455750 8.97400000 0.00000000)",2017-10-30T23:07:49.474Z,http://datos.santander.es/api/datos/conductos/9416.csv
9415,Colector,Hormigón masa,Circular,700,700,3.45,55.546,0.00108,Unitaria,"LINESTRING ZM ( 4503203.99598166 4503247.76460625 8.91100000 0.00000000\, 4503203.99590039 4503247.76468215 8.91100000 0.00000000\, 4503203.99559907 4503247.76500860 9.14600000 0.00000000)",2017-10-30T23:07:49.473Z,http://datos.santander.es/api/datos/conductos/9415.csv
9414,Galería,Hormigón armado,Rectangular,600,600,0,4.686,0,Unitaria,"LINESTRING ZM ( 4503203.99888991 4503247.76350653 16.90200000 0.00000000\, 4503203.99884625 4503247.76352356 16.90200000 0.00000000)",2017-10-30T23:07:49.472Z,http://datos.santander.es/api/datos/conductos/9414.csv
9411,Galería,Hormigón armado,Rectangular,600,600,0,1.519,0,Unitaria,"LINESTRING ZM ( 4503203.99890406 4503247.76350101 16.90200000 0.00000000\, 4503203.99888991 4503247.76350653 16.90200000 0.00000000)",2017-10-30T23:07:49.472Z,http://datos.santander.es/api/datos/conductos/9411.csv
9075,Colector,Hormigón masa,Circular,250,250,0,20.264,0,Unitaria,"LINESTRING ZM ( 4503203.99237050 4503247.76385182 44.71000000 0.00000000\, 4503203.99257116 4503247.76382359 44.71000000 0.00000000)",2017-10-30T23:07:49.471Z,http://datos.santander.es/api/datos/conductos/9075.csv
9073,Colector,Hormigón masa,Circular,250,250,0,112.046,0,Unitaria,"LINESTRING ZM ( 4503203.99359089 4503247.76368488 44.71000000 0.00000000\, 4503203.99470053 4503247.76352955 44.71000000 0.00000000)",2017-10-30T23:07:49.47Z,http://datos.santander.es/api/datos/conductos/9073.csv
9074,Colector,Hormigón masa,Circular,250,250,0.9,102.912,0.06151,Unitaria,"LINESTRING ZM ( 4503203.99257116 4503247.76382359 44.71000000 0.00000000\, 4503203.99359089 4503247.76368488 44.71000000 0.00000000)",2017-10-30T23:07:49.47Z,http://datos.santander.es/api/datos/conductos/9074.csv
9072,Colector,Hormigón masa,Circular,250,250,0,12.731,0,Unitaria,"LINESTRING ZM ( 4503203.99470053 4503247.76352955 44.71000000 0.00000000\, 4503203.99482449 4503247.76355858 44.71000000 0.00000000)",2017-10-30T23:07:49.469Z,http://datos.santander.es/api/datos/conductos/9072.csv
9071,Colector,Hormigón masa,Circular,250,250,1,14.953,0,Fecal,"LINESTRING ZM ( 4503203.99482449 4503247.76355858 44.71000000 0.00000000\, 4503203.99496222 4503247.76361679 44.71000000 0.00000000)",2017-10-30T23:07:49.468Z,http://datos.santander.es/api/datos/conductos/9071.csv
9070,Colector," "," ",250,250,0,13.277,0," ","LINESTRING ZM ( 4503203.99496222 4503247.76361679 44.71000000 0.00000000\, 4503203.99505584 4503247.76371094 44.71000000 0.00000000)",2017-10-30T23:07:49.455Z,http://datos.santander.es/api/datos/conductos/9070.csv
9069,Colector,Hormigón masa,Circular,300,300,1,37.783,0.07696,Unitaria,"LINESTRING ZM ( 4503203.99258935 4503247.76421924 26.80400000 0.00000000\, 4503203.99258747 4503247.76459707 26.80400000 0.00000000)",2017-10-30T23:07:49.454Z,http://datos.santander.es/api/datos/conductos/9069.csv
9067,Colector,Hormigón masa,Circular,250,250,0,26.87,0,Unitaria,"LINESTRING ZM ( 4503203.99238538 4503247.76441030 0.00000000 0.00000000\, 4503203.99258001 4503247.76459556 0.00000000 0.00000000)",2017-10-30T23:07:49.453Z,http://datos.santander.es/api/datos/conductos/9067.csv
9068,Colector,Hormigón masa,Circular,300,300,0,44.728,0.07696,Unitaria,"LINESTRING ZM ( 4503203.99258747 4503247.76459707 26.80400000 0.00000000\, 4503203.99266221 4503247.76503806 26.80400000 0.00000000)",2017-10-30T23:07:49.453Z,http://datos.santander.es/api/datos/conductos/9068.csv
9066,Colector,Hormigón masa,Circular,300,300,1.3,1.439,0,Unitaria,"LINESTRING ZM ( 4503203.99258001 4503247.76459556 0.00000000 0.00000000\, 4503203.99258870 4503247.76460703 0.00000000 0.00000000)",2017-10-30T23:07:49.452Z,http://datos.santander.es/api/datos/conductos/9066.csv
9064,Colector,Hormigón masa,Circular,250,250,1,47.284,0.111,Unitaria,"LINESTRING ZM ( 4503203.99265406 4503247.76432549 0.00000000 0.00000000\, 4503203.99306406 4503247.76456102 0.00000000 0.00000000)",2017-10-30T23:07:49.451Z,http://datos.santander.es/api/datos/conductos/9064.csv
9065,Colector,P.V.C. liso,Circular,300,300,1.45,7.054,-0.02268,Unitaria,"LINESTRING ZM ( 4503203.99264273 4503247.76425587 0.00000000 0.00000000\, 4503203.99265406 4503247.76432549 0.00000000 0.00000000)",2017-10-30T23:07:49.451Z,http://datos.santander.es/api/datos/conductos/9065.csv
9063,Colector,Hormigón masa,Circular,250,250,1.05,22.651,0.07726,Unitaria,"LINESTRING ZM ( 4503203.99306406 4503247.76456102 0.00000000 0.00000000\, 4503203.99327871 4503247.76463336 0.00000000 0.00000000)",2017-10-30T23:07:49.45Z,http://datos.santander.es/api/datos/conductos/9063.csv
9062,Colector,Hormigón masa,Circular,250,250,0.9,27.815,0.08772,Unitaria,"LINESTRING ZM ( 4503203.99327871 4503247.76463336 0.00000000 0.00000000\, 4503203.99355665 4503247.76464426 0.00000000 0.00000000)",2017-10-30T23:07:49.449Z,http://datos.santander.es/api/datos/conductos/9062.csv
