dc:identifier,ayto:tipo_conducto,ayto:materiales,ayto:geometria,ayto:alto,ayto:ancho,ayto:profundidad,ayto:longitud,ayto:pendiente,ayto:tipo_saneamiento,dct:spatial,dc:modified,uri
9975,Colector,Hormigón masa,Circular,300,300,1.2,2.313,0.1297,Unitaria,"LINESTRING ZM ( 4503203.96554513 4503247.74233433 4.02600000 0.00000000\, 4503203.96555708 4503247.74235413 4.02600000 0.00000000)",2017-10-30T23:08:01.323Z,http://datos.santander.es/api/datos/conductos/9975.csv
9973,Colector,Hormigón masa,Circular,400,400,1.9,16.463,0.0243,Unitaria,"LINESTRING ZM ( 4503203.96571533 4503247.74191737 4.03100000 0.00000000\, 4503203.96577158 4503247.74176265 4.03100000 0.00000000)",2017-10-30T23:08:01.322Z,http://datos.santander.es/api/datos/conductos/9973.csv
9971,Colector,P.V.C. liso,Circular,300,300,1.65,1.456,0.02754,Unitaria,"LINESTRING ZM ( 4503203.96617439 4503247.74208615 4.00900000 0.00000000\, 4503203.96616401 4503247.74209636 4.00900000 0.00000000)",2017-10-30T23:08:01.321Z,http://datos.santander.es/api/datos/conductos/9971.csv
9972,Colector,Hormigón masa,Circular,400,400,0,24.777,0,Unitaria,"LINESTRING ZM ( 4503203.96579281 4503247.74243043 3.83000000 0.00000000\, 4503203.96571711 4503247.74240593 3.88700000 0.00000000\, 4503203.96555708 4503247.74235413 4.00700000 0.00000000)",2017-10-30T23:08:01.321Z,http://datos.santander.es/api/datos/conductos/9972.csv
9970,Colector,Hormigón masa,Circular,400,400,0,38.091,0,Unitaria,"LINESTRING ZM ( 4503203.96581878 4503247.74194965 0.00000000 0.00000000\, 4503203.96584648 4503247.74196028 0.00000000 0.00000000\, 4503203.96588086 4503247.74197348 0.00000000 0.00000000\, 4503203.96600084 4503247.74201953 0.00000000 0.00000000\, 4503203.96617439 4503247.74208615 0.00000000 0.00000000)",2017-10-30T23:08:01.32Z,http://datos.santander.es/api/datos/conductos/9970.csv
9968,Colector,Fibrocemento,Circular,300,300,2,25.945,0.005781,Unitaria,"LINESTRING ZM ( 4503203.96592209 4503247.74200261 4.05300000 0.00000000\, 4503203.96616401 4503247.74209636 4.05300000 0.00000000)",2017-10-30T23:08:01.319Z,http://datos.santander.es/api/datos/conductos/9968.csv
9969,Colector,Fibrocemento,Circular,300,300,0,11.214,0,Unitaria,"LINESTRING ZM ( 4503203.96581586 4503247.74196669 4.05300000 0.00000000\, 4503203.96592209 4503247.74200261 4.05300000 0.00000000)",2017-10-30T23:08:01.319Z,http://datos.santander.es/api/datos/conductos/9969.csv
9967,Colector,Hormigón masa,Circular,400,400,1.3,11.717,0.005121,Unitaria,"LINESTRING ZM ( 4503203.96579281 4503247.74243043 3.83000000 0.00000000\, 4503203.96583240 4503247.74232015 4.00700000 0.00000000)",2017-10-30T23:08:01.318Z,http://datos.santander.es/api/datos/conductos/9967.csv
9966,Colector,Hormigón masa,Circular,400,400,1.6,10.305,0.04271,Unitaria,"LINESTRING ZM ( 4503203.96591445 4503247.74210538 4.00700000 0.00000000\, 4503203.96592209 4503247.74200261 4.00700000 0.00000000)",2017-10-30T23:08:01.317Z,http://datos.santander.es/api/datos/conductos/9966.csv
9964,Colector,Fábrica ladrillo,Circular,300,300,1.4,43.596,0.01193,Unitaria,"LINESTRING ZM ( 4503203.96578626 4503247.74241687 3.99100000 0.00000000\, 4503203.96592209 4503247.74200261 3.99100000 0.00000000)",2017-10-30T23:08:01.306Z,http://datos.santander.es/api/datos/conductos/9964.csv
9965,Colector,P.V.C. liso,Circular,300,300,1.3,1.506,-0.05312,Unitaria,"LINESTRING ZM ( 4503203.96579281 4503247.74243043 3.83000000 0.00000000\, 4503203.96578626 4503247.74241687 3.83000000 0.00000000)",2017-10-30T23:08:01.306Z,http://datos.santander.es/api/datos/conductos/9965.csv
9963,Colector,Hormigón masa,Circular,400,400,0,18.008,0,Unitaria,"LINESTRING ZM ( 4503203.96608807 4503247.74235182 0.00000000 0.00000000\, 4503203.96602463 4503247.74252036 0.00000000 0.00000000)",2017-10-30T23:08:01.305Z,http://datos.santander.es/api/datos/conductos/9963.csv
9961,Colector,Fibrocemento,Circular,300,300,1.5,43.102,0.003482,Unitaria,"LINESTRING ZM ( 4503203.96601565 4503247.74250104 3.97200000 0.00000000\, 4503203.96616401 4503247.74209636 3.97200000 0.00000000)",2017-10-30T23:08:01.304Z,http://datos.santander.es/api/datos/conductos/9961.csv
9962,Colector,Hormigón masa,Circular,400,400,1.25,24.865,-0.00563,Unitaria,"LINESTRING ZM ( 4503203.96602463 4503247.74252036 3.83000000 0.00000000\, 4503203.96587852 4503247.74246368 3.83000000 0.00000000\, 4503203.96579281 4503247.74243043 3.83000000 0.00000000)",2017-10-30T23:08:01.304Z,http://datos.santander.es/api/datos/conductos/9962.csv
9563,Colector,P.V.C. liso,Circular,500,500,1.9,10.923,0.002746,Unitaria,"LINESTRING ZM ( 4503203.94700602 4503247.72891457 2.61100000 0.00000000\, 4503203.94691615 4503247.72885248 2.61100000 0.00000000)",2017-10-30T23:08:01.303Z,http://datos.santander.es/api/datos/conductos/9563.csv
9564,Colector,Fibrocemento,Circular,1200,1200,4.8,104.283,0.001918,Unitaria,"LINESTRING ZM ( 4503203.94531570 4503247.72872391 1.64700000 0.00000000\, 4503203.94635490 4503247.72881086 1.64700000 0.00000000)",2017-10-30T23:08:01.303Z,http://datos.santander.es/api/datos/conductos/9564.csv
9562,Colector,P.V.C. liso,Circular,500,500,1.85,44.713,0.006039,Unitaria,"LINESTRING ZM ( 4503203.94697769 4503247.72936080 2.61100000 0.00000000\, 4503203.94700602 4503247.72891457 2.61100000 0.00000000)",2017-10-30T23:08:01.302Z,http://datos.santander.es/api/datos/conductos/9562.csv
9561,Colector,P.V.C. liso,Circular,500,500,2.1999,28.931,0.006567,Unitaria,"LINESTRING ZM ( 4503203.94694821 4503247.72964860 2.61100000 0.00000000\, 4503203.94697769 4503247.72936080 2.61100000 0.00000000)",2017-10-30T23:08:01.301Z,http://datos.santander.es/api/datos/conductos/9561.csv
9560,Colector,P.V.C. liso,Circular,500,500,1.4,69.805,0.003295,Unitaria,"LINESTRING ZM ( 4503203.94625565 4503247.72956125 2.85200000 0.00000000\, 4503203.94694821 4503247.72964860 2.85200000 0.00000000)",2017-10-30T23:08:01.3Z,http://datos.santander.es/api/datos/conductos/9560.csv
9559,Colector,P.V.C. liso,Circular,500,500,1.5,40.829,0.005143,Unitaria,"LINESTRING ZM ( 4503203.94584746 4503247.72955200 2.85200000 0.00000000\, 4503203.94625565 4503247.72956125 2.85200000 0.00000000)",2017-10-30T23:08:01.29Z,http://datos.santander.es/api/datos/conductos/9559.csv
9558,Colector,P.V.C. liso,Circular,500,500,1.5,57.292,0.008727,Unitaria,"LINESTRING ZM ( 4503203.94527484 4503247.72953345 2.85200000 0.00000000\, 4503203.94584746 4503247.72955200 2.85200000 0.00000000)",2017-10-30T23:08:01.289Z,http://datos.santander.es/api/datos/conductos/9558.csv
9557,Colector,P.V.C. liso,Circular,400,400,1.8,55.051,0.006358,Unitaria,"LINESTRING ZM ( 4503203.94704960 4503247.72574304 3.28400000 0.00000000\, 4503203.94701357 4503247.72629237 3.28400000 0.00000000)",2017-10-30T23:08:01.288Z,http://datos.santander.es/api/datos/conductos/9557.csv
9555,Colector,P.V.C. liso,Circular,500,500,2.65,51.711,0.002321,Unitaria,"LINESTRING ZM ( 4503203.94683550 4503247.72694533 3.28400000 0.00000000\, 4503203.94632034 4503247.72690044 3.28400000 0.00000000)",2017-10-30T23:08:01.287Z,http://datos.santander.es/api/datos/conductos/9555.csv
9556,Colector,P.V.C. liso,Circular,400,400,1.65,18.18,0.006051,Unitaria,"LINESTRING ZM ( 4503203.94715065 4503247.72559191 3.28400000 0.00000000\, 4503203.94704960 4503247.72574304 3.28400000 0.00000000)",2017-10-30T23:08:01.287Z,http://datos.santander.es/api/datos/conductos/9556.csv
9553,Colector,P.V.C. liso,Circular,500,500,2.65,15.345,0.01043,Unitaria,"LINESTRING ZM ( 4503203.94632034 4503247.72690044 3.28400000 0.00000000\, 4503203.94619066 4503247.72698247 3.28400000 0.00000000)",2017-10-30T23:08:01.286Z,http://datos.santander.es/api/datos/conductos/9553.csv
9554,Colector,P.V.C. liso,Circular,500,500,2.5,17.312,0.008665,Unitaria,"LINESTRING ZM ( 4503203.94697306 4503247.72684022 3.40500000 0.00000000\, 4503203.94683550 4503247.72694533 3.28400000 0.00000000)",2017-10-30T23:08:01.286Z,http://datos.santander.es/api/datos/conductos/9554.csv
9552,Colector,P.V.C. liso,Circular,300,300,1.9,8.076,0.026,Unitaria,"LINESTRING ZM ( 4503203.94622762 4503247.72750288 3.06300000 0.00000000\, 4503203.94614715 4503247.72749603 3.06300000 0.00000000)",2017-10-30T23:08:01.285Z,http://datos.santander.es/api/datos/conductos/9552.csv
9551,Colector,P.V.C. liso,Circular,300,300,0.95,9.494,0.06636,Unitaria,"LINESTRING ZM ( 4503203.94624392 4503247.72740935 3.06300000 0.00000000\, 4503203.94622762 4503247.72750288 3.06300000 0.00000000)",2017-10-30T23:08:01.284Z,http://datos.santander.es/api/datos/conductos/9551.csv
9550,Colector,P.V.C. liso,Circular,300,300,1.5,9.634,0.07889,Unitaria,"LINESTRING ZM ( 4503203.94617590 4503247.72807926 2.53600000 0.00000000\, 4503203.94608956 4503247.72812200 2.53600000 0.00000000)",2017-10-30T23:08:01.283Z,http://datos.santander.es/api/datos/conductos/9550.csv
9549,Colector,P.V.C. liso,Circular,300,300,1.5,22.014,0.009994,Unitaria,"LINESTRING ZM ( 4503203.94620714 4503247.72786135 2.53600000 0.00000000\, 4503203.94617590 4503247.72807926 2.53600000 0.00000000)",2017-10-30T23:08:01.27Z,http://datos.santander.es/api/datos/conductos/9549.csv
9547,Colector,P.V.C. liso,Circular,600,600,2.45,62.861,0.00684,Unitaria,"LINESTRING ZM ( 4503203.94614715 4503247.72749603 3.28400000 0.00000000\, 4503203.94608956 4503247.72812200 3.28400000 0.00000000)",2017-10-30T23:08:01.269Z,http://datos.santander.es/api/datos/conductos/9547.csv
9548,Colector,P.V.C. liso,Circular,600,600,2.3,60.985,0.007051,Unitaria,"LINESTRING ZM ( 4503203.94608956 4503247.72812200 3.28400000 0.00000000\, 4503203.94604445 4503247.72873018 3.28400000 0.00000000)",2017-10-30T23:08:01.269Z,http://datos.santander.es/api/datos/conductos/9548.csv
9546,Colector,P.V.C. liso,Circular,400,400,0.9,48.512,0.01628,Unitaria,"LINESTRING ZM ( 4503203.94761711 4503247.72545864 0.00000000 0.00000000\, 4503203.94715065 4503247.72559191 0.00000000 0.00000000)",2017-10-30T23:08:01.268Z,http://datos.santander.es/api/datos/conductos/9546.csv
9544,Impulsión,Fundición dúctil,Circular,200,200,0,109.272,0,Unitaria,"LINESTRING ZM ( 4503203.94422775 4503247.72757179 0.00000000 0.00000000\, 4503203.94400957 4503247.72860472 0.00000000 0.00000000\, 4503203.94403589 4503247.72863072 0.00000000 0.00000000)",2017-10-30T23:08:01.267Z,http://datos.santander.es/api/datos/conductos/9544.csv
9545,Colector,Fibrocemento,Circular,300,300,1.75,18.722,0.03953,Unitaria,"LINESTRING ZM ( 4503203.94707369 4503247.72875132 1.92200000 0.00000000\, 4503203.94691615 4503247.72885248 1.92200000 0.00000000)",2017-10-30T23:08:01.267Z,http://datos.santander.es/api/datos/conductos/9545.csv
9543,Colector,P.V.C. liso,Circular,400,400,1.4,8.932,0.07501,Unitaria,"LINESTRING ZM ( 4503203.94535367 4503247.72880476 0.00000000 0.00000000\, 4503203.94531570 4503247.72872391 0.00000000 0.00000000)",2017-10-30T23:08:01.266Z,http://datos.santander.es/api/datos/conductos/9543.csv
9541,Colector,Fibrocemento,Circular,1200,1200,2.1,38.876,0.01209,Unitaria,"LINESTRING ZM ( 4503203.94386449 4503247.72897832 0.00000000 0.00000000\, 4503203.94402772 4503247.72863665 0.00000000 0.00000000\, 4503203.94403589 4503247.72863072 0.00000000 0.00000000)",2017-10-30T23:08:01.265Z,http://datos.santander.es/api/datos/conductos/9541.csv
9542,Colector,Fibrocemento,Circular,1200,1200,3.58,60.385,-0.001325,Unitaria,"LINESTRING ZM ( 4503203.94403589 4503247.72863072 0.66700000 0.00000000\, 4503203.94463854 4503247.72866878 0.66700000 0.00000000)",2017-10-30T23:08:01.265Z,http://datos.santander.es/api/datos/conductos/9542.csv
9540,Colector,Fibrocemento,Circular,1200,1200,2.1,40.558,0.01159,Unitaria,"LINESTRING ZM ( 4503203.94386449 4503247.72897832 0.00000000 0.00000000\, 4503203.94386925 4503247.72893198 0.00000000 0.00000000\, 4503203.94401202 4503247.72862886 0.00000000 0.00000000\, 4503203.94403589 4503247.72863072 0.00000000 0.00000000)",2017-10-30T23:08:01.264Z,http://datos.santander.es/api/datos/conductos/9540.csv
9539,Colector,Fibrocemento,Circular,1200,1200,3.2,58.493,0.00718,Unitaria,"LINESTRING ZM ( 4503203.94341483 4503247.72836561 0.00000000 0.00000000\, 4503203.94392399 4503247.72857345 0.00000000 0.00000000\, 4503203.94395180 4503247.72859467 0.00000000 0.00000000)",2017-10-30T23:08:01.253Z,http://datos.santander.es/api/datos/conductos/9539.csv
10398,Colector,P.V.C. liso,Circular,100,100,0.4,6.743,0,Pluvial,"LINESTRING ZM ( 4503203.97388263 4503247.75484640 10.73900000 0.00000000\, 4503203.97386438 4503247.75491131 10.73900000 0.00000000)",2017-10-30T23:08:01.252Z,http://datos.santander.es/api/datos/conductos/10398.csv
10397,Colector,Hormigón masa,Circular,150,150,0.3,7.452,0,Pluvial,"LINESTRING ZM ( 4503203.97378120 4503247.75496822 10.72200000 0.00000000\, 4503203.97370863 4503247.75495128 14.08100000 0.00000000)",2017-10-30T23:08:01.251Z,http://datos.santander.es/api/datos/conductos/10397.csv
10396,Colector,P.V.C. liso,Circular,100,100,0.4,7.082,0,Pluvial,"LINESTRING ZM ( 4503203.97378444 4503247.75485684 10.65600000 0.00000000\, 4503203.97373903 4503247.75491119 10.65600000 0.00000000)",2017-10-30T23:08:01.25Z,http://datos.santander.es/api/datos/conductos/10396.csv
10394,Colector,Hormigón masa,Cuadrada,200,200,0,6.564,-0.03041,Unitaria,"LINESTRING ZM ( 4503203.97375170 4503247.75491194 10.61300000 0.00000000\, 4503203.97368606 4503247.75491188 10.61300000 0.00000000)",2017-10-30T23:08:01.249Z,http://datos.santander.es/api/datos/conductos/10394.csv
10395,Colector,Hormigón masa,Circular,200,200,1,1.904,0,Pluvial,"LINESTRING ZM ( 4503203.97375127 4503247.75493098 10.61400000 0.00000000\, 4503203.97375170 4503247.75491194 10.61300000 0.00000000)",2017-10-30T23:08:01.249Z,http://datos.santander.es/api/datos/conductos/10395.csv
10393,Colector,P.V.C. liso,Circular,100,100,0.35,3.673,0.07408,Pluvial,"LINESTRING ZM ( 4503203.97403519 4503247.75494136 11.16000000 0.00000000\, 4503203.97401285 4503247.75491220 10.83800000 0.00000000)",2017-10-30T23:08:01.248Z,http://datos.santander.es/api/datos/conductos/10393.csv
10391,Colector," "," ",0,0,0,4.971,0," ","LINESTRING ZM ( 4503203.97686131 4503247.75457600 7.02500000 0.00000000\, 4503203.97686751 4503247.75452668 0.00000000 0.00000000)",2017-10-30T23:08:01.247Z,http://datos.santander.es/api/datos/conductos/10391.csv
10392,Colector,P.V.C. liso,Circular,400,400,0,11.097,0,Unitaria,"LINESTRING ZM ( 4503203.97370863 4503247.75495128 14.08100000 0.00000000\, 4503203.97369634 4503247.75494886 10.22800000 0.00000000\, 4503203.97365661 4503247.75488082 10.22800000 0.00000000\, 4503203.97365648 4503247.75486117 10.22800000 0.00000000)",2017-10-30T23:08:01.247Z,http://datos.santander.es/api/datos/conductos/10392.csv
10390,Colector,Hormigón masa,Circular,0,0,0,0.486,0,Unitaria,"LINESTRING ZM ( 4503203.97686751 4503247.75452668 0.00000000 0.00000000\, 4503203.97687225 4503247.75452777 0.00000000 0.00000000)",2017-10-30T23:08:01.246Z,http://datos.santander.es/api/datos/conductos/10390.csv
10388,Colector,P.V.C. liso,Circular,0,0,1.35,19.341,0,Unitaria,"LINESTRING ZM ( 4503203.97687225 4503247.75452777 0.00000000 0.00000000\, 4503203.97690610 4503247.75433735 0.00000000 0.00000000)",2017-10-30T23:08:01.234Z,http://datos.santander.es/api/datos/conductos/10388.csv
10389,Colector,P.V.C. liso,Circular,0,0,1.05,15.581,0,Unitaria,"LINESTRING ZM ( 4503203.97690610 4503247.75433735 0.00000000 0.00000000\, 4503203.97693166 4503247.75418365 0.00000000 0.00000000)",2017-10-30T23:08:01.234Z,http://datos.santander.es/api/datos/conductos/10389.csv
10387,Emisario," "," ",0,0,0,47.701,0," ","LINESTRING ZM ( 4503203.99944195 4503247.76400227 8.90000000 0.00000000\, 4503203.99961506 4503247.76418881 8.90000000 0.00000000\, 4503203.99964019 4503247.76421224 8.90000000 0.00000000\, 4503203.99966831 4503247.76423269 8.90000000 0.00000000\, 4503203.99969813 4503247.76424589 8.90000000 0.00000000\, 4503203.99981528 4503247.76427529 8.90000000 0.00000000)",2017-10-30T23:08:01.233Z,http://datos.santander.es/api/datos/conductos/10387.csv
10386,Galería,Hormigón armado,Semicircular,2600,3900,0,8.485,0,Pluvial,"LINESTRING ZM ( 4503203.98739648 4503247.77077017 0.00000000 0.00000000\, 4503203.98747395 4503247.77080479 7.71500000 0.00000000)",2017-10-30T23:08:01.232Z,http://datos.santander.es/api/datos/conductos/10386.csv
10384,Colector,Hormigón pretensado,Circular,300,300,0,5.98,0,Unitaria,"LINESTRING ZM ( 4503203.95733826 4503247.75019380 36.91100000 0.00000000\, 4503203.95737548 4503247.75014699 36.91100000 0.00000000)",2017-10-30T23:08:01.231Z,http://datos.santander.es/api/datos/conductos/10384.csv
10385,Colector,Hormigón masa,Ovoide,520,350,2,48.253,0,Unitaria,"LINESTRING ZM ( 4503203.97312114 4503247.75604137 0.00000000 0.00000000\, 4503203.97289735 4503247.75610107 35.08100000 0.00000000\, 4503203.97264665 4503247.75611130 23.13800000 0.00000000)",2017-10-30T23:08:01.231Z,http://datos.santander.es/api/datos/conductos/10385.csv
10383,Colector,Hormigón masa,Circular,200,200,0,50.669,0,Unitaria,"LINESTRING ZM ( 4503203.95786108 4503247.75029165 36.91100000 0.00000000\, 4503203.95737548 4503247.75014699 36.91100000 0.00000000)",2017-10-30T23:08:01.23Z,http://datos.santander.es/api/datos/conductos/10383.csv
10381,Colector," "," ",0,0,0,4.379,0," ","LINESTRING ZM ( 4503203.99058255 4503247.75504493 0.00000000 0.00000000\, 4503203.99058972 4503247.75500173 13.89400000 0.00000000)",2017-10-30T23:08:01.229Z,http://datos.santander.es/api/datos/conductos/10381.csv
10382,Colector,P.V.C. liso,Circular,300,300,0,62.203,0,Unitaria,"LINESTRING ZM ( 4503203.95723312 4503247.74999953 27.18300000 0.00000000\, 4503203.95741990 4503247.74940621 27.18300000 0.00000000)",2017-10-30T23:08:01.229Z,http://datos.santander.es/api/datos/conductos/10382.csv
10380,Colector," "," ",0,0,0,19.026,0," ","LINESTRING ZM ( 4503203.96962920 4503247.75518277 27.11100000 0.00000000\, 4503203.96981428 4503247.75522687 25.17000000 0.00000000)",2017-10-30T23:08:01.228Z,http://datos.santander.es/api/datos/conductos/10380.csv
10379,Colector,Hormigón masa,Circular,400,400,4.2,16.1,0,Unitaria,"LINESTRING ZM ( 4503203.96773501 4503247.75140187 34.41100000 0.00000000\, 4503203.96769287 4503247.75155726 24.01400000 0.00000000)",2017-10-30T23:08:01.217Z,http://datos.santander.es/api/datos/conductos/10379.csv
10378,Colector,Hormigón masa,Circular,500,500,2.1,35.201,0.03577,Unitaria,"LINESTRING ZM ( 4503203.96448699 4503247.75265423 29.16600000 0.00000000\, 4503203.96453136 4503247.75253352 29.16600000 0.00000000\, 4503203.96460843 4503247.75232383 29.16600000 0.00000000)",2017-10-30T23:08:01.216Z,http://datos.santander.es/api/datos/conductos/10378.csv
10377,Colector,Hormigón masa,Circular,300,300,1.6,7.883,0,Unitaria,"LINESTRING ZM ( 4503203.96457484 4503247.75259927 23.01700000 0.00000000\, 4503203.96453136 4503247.75253352 23.01700000 0.00000000)",2017-10-30T23:08:01.215Z,http://datos.santander.es/api/datos/conductos/10377.csv
10375,Colector,Hormigón masa,Ovoide,600,400,1.1,58.216,0.02697,Unitaria,"LINESTRING ZM ( 4503203.96599936 4503247.75414834 29.06400000 0.00000000\, 4503203.96655024 4503247.75433660 28.09400000 0.00000000)",2017-10-30T23:08:01.214Z,http://datos.santander.es/api/datos/conductos/10375.csv
10376,Colector,Hormigón masa,Ovoide,520,400,1.7,48.735,0.03931,Unitaria,"LINESTRING ZM ( 4503203.96402173 4503247.75361921 37.16000000 0.00000000\, 4503203.96449580 4503247.75373222 34.61700000 0.00000000)",2017-10-30T23:08:01.214Z,http://datos.santander.es/api/datos/conductos/10376.csv
10374,Colector,P.V.C. liso,Circular,250,250,0.9,10.609,0,Unitaria,"LINESTRING ZM ( 4503203.96990131 4503247.75533254 25.38100000 0.00000000\, 4503203.96999426 4503247.75528139 29.44800000 0.00000000)",2017-10-30T23:08:01.213Z,http://datos.santander.es/api/datos/conductos/10374.csv
9960,Colector,P.V.C. liso,Circular,300,300,1.2,2.13,0.04695,Unitaria,"LINESTRING ZM ( 4503203.96602463 4503247.74252036 3.97300000 0.00000000\, 4503203.96601565 4503247.74250104 3.97200000 0.00000000)",2017-10-30T23:08:01.212Z,http://datos.santander.es/api/datos/conductos/9960.csv
10371,Colector,Hormigón masa,Circular,500,500,1.1,47.137,0.02399,Unitaria,"LINESTRING ZM ( 4503203.96707799 4503247.75448156 27.40600000 0.00000000\, 4503203.96662833 4503247.75434017 27.87500000 0.00000000)",2017-10-30T23:08:01.212Z,http://datos.santander.es/api/datos/conductos/10371.csv
