dc:identifier,dc:modified,ayto:capacidad,ayto:direccion,ayto:latitud,ayto:longitud,ayto:estadoConservacion,uri
PAST010355,2017-10-31T01:22:06.035Z,,"Calle Libertad\, 2",43.4733893,-3.8083713,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past010355.csv
PAST010354,2017-10-31T01:22:06.035Z,,"Avenida Constitución\, 42",43.475,-3.803363,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past010354.csv
PAST010353,2017-10-31T01:22:06.035Z,,"Avenida Constitución\, 42-44",43.4753356,-3.801822,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past010353.csv
PAST010352,2017-10-31T01:22:06.035Z,,"Avenida Constitución\, 46-50",43.4763079,-3.7978694,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010352.csv
PAST010351,2017-10-31T01:22:06.035Z,,"Avenida Constitución\, 52",43.4767392,-3.7963544,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010351.csv
PAST010349,2017-10-31T01:22:06.035Z,,"Calle Castilla\, 59",43.455196,-3.818111,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010349.csv
PAST010348,2017-10-31T01:22:06.035Z,,"Calle Carlos Haya\, 4",43.455366999999995,-3.817685,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010348.csv
PAST010347,2017-10-31T01:22:06.035Z,,"Calle Castilla\, 53",43.455535,-3.8175689999999998,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010347.csv
PAST010346,2017-10-31T01:22:06.035Z,,"Calle García Morato\, 4-6",43.455982999999996,-3.8168349999999998,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010346.csv
PAST010345,2017-10-31T01:22:06.035Z,90,"Calle García Morato\, 1",43.456114,-3.816703,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010345.csv
PAST010344,2017-10-31T01:22:06.035Z,,"Avenida de Castilla\, 41",43.456367,-3.816274,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010344.csv
PAST010343,2017-10-31T01:22:06.035Z,,"Calle Castilla\, 39",43.456523999999995,-3.8158649999999996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010343.csv
PAST010340,2017-10-31T01:22:06.035Z,,"Calle Ruiz de Alda\, 1",43.456559999999996,-3.8156969999999997,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010340.csv
PAST010339,2017-10-31T01:22:06.035Z,,"Calle Castilla\, 35",43.456785754555355,-3.8149062171578407,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010339.csv
PAST010338,2017-10-31T01:22:06.035Z,,"Calle Ruiz Zorrilla\, 1",43.456808145024404,-3.8147144392132764,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010338.csv
PAST010337,2017-10-31T01:22:06.035Z,,"Calle Federico Vial\, 4-6",43.45708729506736,-3.8137109577655797,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010337.csv
PAST010406,2017-10-31T01:22:06.034Z,90,"Calle Santiago García Cuadrado\, 9",43.440827999999996,-3.853125,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010406.csv
PAST010405,2017-10-31T01:22:06.034Z,90,"Calle Santiago García Cuadrado\, 12",43.440484,-3.8526369999999996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010405.csv
PAST010404,2017-10-31T01:22:06.034Z,90,"Calle Santiago García Cuadrado\, 12",43.440391,-3.8520399999999997,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010404.csv
PAST010403,2017-10-31T01:22:06.034Z,90,"Avenida Vicente Trueba\, 16",43.458982999999996,-3.85654,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010403.csv
PAST010402,2017-10-31T01:22:06.034Z,90,"Avenida Vicente Trueba\, S/N",43.457938999999996,-3.856449,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010402.csv
PAST010401,2017-10-31T01:22:06.034Z,90,"Avenida Vicente Trueba\, S/N",43.4579622,-3.8566149,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010401.csv
PAST010398,2017-10-31T01:22:06.034Z,90,"Calle Carmen Bravo-Villasante\, 8",43.440455,-3.8548373,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010398.csv
PAST010397,2017-10-31T01:22:06.034Z,90,"Calle Manuel Vélez\, 2",43.4408145,-3.8562754,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010397.csv
PAST010396,2017-10-31T01:22:06.034Z,90,"Calle Manuel Vélez\, 2",43.4411787,-3.8571785,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010396.csv
PAST010384,2017-10-31T01:22:06.034Z,,"Calle Macías Picavea\, 11",43.4664526,-3.8012009,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010384.csv
PAST010383,2017-10-31T01:22:06.034Z,90,"Santander\, Calle Rosalía de Castro",43.4392756,-3.8561991,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010383.csv
PAST010382,2017-10-31T01:22:06.034Z,90,"Calle Gertrudis Gómez\, 775",43.438542999999996,-3.8531709999999997,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010382.csv
PAST010380,2017-10-31T01:22:06.034Z,,"Calle José María de Cossio\, 58",43.458382,-3.848392,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past010380.csv
PAST010379,2017-10-31T01:22:06.034Z,,"Calle General Díaz de Villegas\, 1",43.454271,-3.8194489999999996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010379.csv
PAST010377,2017-10-31T01:22:06.034Z,,"Calle Federico Vial\, 5",43.45640657557064,-3.8132100552320485,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010377.csv
PAST010375,2017-10-31T01:22:06.034Z,,"Calle Antonio López\, 2",43.458175999999995,-3.80842,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010375.csv
PAST010374,2017-10-31T01:22:06.034Z,,"Calle Atilano Rodríguez\, 7",43.4584519,-3.8103022,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010374.csv
PAST010373,2017-10-31T01:22:06.034Z,,"Calle Muelles de Maliaño\, 13",43.4574184,-3.8095184,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010373.csv
PAST010372,2017-10-31T01:22:06.034Z,,"Calle Antonio López\, 16",43.4570662,-3.8100104,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010372.csv
PAST010371,2017-10-31T01:22:06.034Z,,"Calle Antonio López\, 26",43.4565258,-3.8104668,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010371.csv
PAST010370,2017-10-31T01:22:06.034Z,,"Glorieta Emeterio Velarde\, 75",43.4559729,-3.8110989,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010370.csv
PAST010369,2017-10-31T01:22:06.034Z,,"Calle Marqués de la Hermida\, 16",43.455186,-3.814575,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010369.csv
PAST010368,2017-10-31T01:22:06.034Z,,"Calle Marqués de la Hermida\, 12",43.4557049,-3.813266,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010368.csv
PAST010367,2017-10-31T01:22:06.034Z,,"Calle Ruiz Zorrilla\, 13",43.4555383,-3.8139333,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010367.csv
PAST010366,2017-10-31T01:22:06.034Z,,"Calle RUIZ ZORRILLA\, 20",43.4553534,-3.8145039,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010366.csv
PAST010365,2017-10-31T01:22:06.034Z,,"Calle Héroes de la Armada\, 9",43.4539472,-3.8180649,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010365.csv
PAST010364,2017-10-31T01:22:06.034Z,,"Avenida Constitución\, 21",43.4764482,-3.7963998,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past010364.csv
PAST010363,2017-10-31T01:22:06.034Z,,"Avenida Constitución\, 67-73",43.4757283,-3.7991111,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010363.csv
PAST010475,2017-10-31T01:22:06.033Z,,"Calle Hermanos Calderón\, 1",43.4429236,-3.8548509,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010475.csv
PAST010473,2017-10-31T01:22:06.033Z,,"Calle Manuel Vélez\, 2",43.4410998,-3.8565898,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010473.csv
PAST010472,2017-10-31T01:22:06.033Z,,"Calle Manuel Vélez\, 2",43.4410746,-3.856463,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010472.csv
PAST010471,2017-10-31T01:22:06.033Z,,"Calle Faustino Cavadas\, 29",43.4412278,-3.8564195,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010471.csv
PAST010470,2017-10-31T01:22:06.033Z,,"Calle Faustino Cavadas\, 23-25",43.441327,-3.8567129999999996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010470.csv
PAST010468,2017-10-31T01:22:06.033Z,,"Calle María Guerrero\, Santander",43.4410948,-3.8561712,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010468.csv
PAST010467,2017-10-31T01:22:06.033Z,,"Calle Manuel Vélez\, 10",43.4402488,-3.8532515,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010467.csv
PAST010466,2017-10-31T01:22:06.033Z,,"Calle Manuel Vélez\, 10",43.4399895,-3.8530187,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010466.csv
PAST010465,2017-10-31T01:22:06.033Z,,"Calle Manuel Vélez\, 10",43.4399788,-3.8532999,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010465.csv
PAST010464,2017-10-31T01:22:06.033Z,,"Calle Manuel Vélez\, 10",43.4399525,-3.8534542,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010464.csv
PAST010463,2017-10-31T01:22:06.033Z,,"Calle Manuel Vélez\, 10",43.440061,-3.853697,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010463.csv
PAST010462,2017-10-31T01:22:06.033Z,,"Calle Manuel Vélez\, 10",43.4402179,-3.853577,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010462.csv
PAST010461,2017-10-31T01:22:06.033Z,,"Calle Santiago García Cuadrado\, 9",43.4404824,-3.8533634,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010461.csv
PAST010459,2017-10-31T01:22:06.033Z,,"Calle Santiago García Cuadrado\, 9",43.4406619,-3.8532111,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010459.csv
PAST010458,2017-10-31T01:22:06.033Z,,"Calle Santiago García Cuadrado\, 9",43.4404823,-3.8530021,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010458.csv
PAST010457,2017-10-31T01:22:06.033Z,,"Calle Santiago García Cuadrado\, 9",43.4403925,-3.8529931,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010457.csv
PAST010456,2017-10-31T01:22:06.033Z,,"Calle Santiago García Cuadrado\, 12",43.440344,-3.852744,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010456.csv
PAST010454,2017-10-31T01:22:06.033Z,,"Calle Eusebio Santamaría\, 3",43.4400985,-3.8527438,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010454.csv
PAST010453,2017-10-31T01:22:06.033Z,,"Calle Eusebio Santamaría\, 3",43.4400154,-3.8526403,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010453.csv
PAST010452,2017-10-31T01:22:06.033Z,,"Calle Manuel Vélez\, 10",43.4397764,-3.8529778,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010452.csv
PAST010451,2017-10-31T01:22:06.033Z,,"Calle Eusebio Santamaría\, 3",43.43967,-3.852747,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010451.csv
PAST010450,2017-10-31T01:22:06.033Z,,"Calle Eusebio Santamaría\, 3",43.4399103,-3.8525947,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010450.csv
PAST010449,2017-10-31T01:22:06.033Z,,"Calle Eusebio Santamaría\, 3",43.4401431,-3.8524612,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010449.csv
PAST010448,2017-10-31T01:22:06.033Z,,"Calle Santiago García Cuadrado\, 12",43.4403475,-3.8523913,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010448.csv
PAST010447,2017-10-31T01:22:06.033Z,,"Calle Santiago García Cuadrado\, 12",43.4404399,-3.8525611,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010447.csv
PAST010446,2017-10-31T01:22:06.033Z,35,"Calle Rosalía de Castro\, Santander",43.4393341,-3.8584089,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010446.csv
PAST010445,2017-10-31T01:22:06.033Z,35,"Calle Rosalía de Castro\, Santander",43.4392021,-3.8570576,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010445.csv
PAST010444,2017-10-31T01:22:06.033Z,,"Calle Rosalía de Castro\, Santander",43.4392864,-3.8560556,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010444.csv
PAST010442,2017-10-31T01:22:06.033Z,50,"Barrio Nueva Montaña Santiago Mayor\, 68",43.438187,-3.84761,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010442.csv
PAST010408,2017-10-31T01:22:06.033Z,,"Calle Canarias\, 2",43.460755795840555,-3.825763128697872,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010408.csv
PAST010407,2017-10-31T01:22:06.033Z,,"Calle Navarra\, 3",43.46069860651217,-3.8270120322704315,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010407.csv
PAST010515,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 104-106",43.4617453,-3.8213777,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010515.csv
PAST010514,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 94",43.462084999999995,-3.81962,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010514.csv
PAST010513,2017-10-31T01:22:06.032Z,,"Calle Antonio Mendoza\, 36",43.4632503,-3.8182859,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010513.csv
PAST010512,2017-10-31T01:22:06.032Z,,"Calle Antonio Mendoza\, 15",43.463539,-3.818587,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010512.csv
PAST010511,2017-10-31T01:22:06.032Z,,"Calle los Hidalgos\, 76B",43.4629482,-3.8184068,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010511.csv
PAST010510,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 72-74",43.462513,-3.817961,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010510.csv
PAST010509,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 68",43.4627769,-3.816722,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010509.csv
PAST010508,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 58-60",43.462981,-3.8157959999999997,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010508.csv
PAST010507,2017-10-31T01:22:06.032Z,,"Calle Roca\, 4-6",43.463575,-3.8134129999999997,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010507.csv
PAST010506,2017-10-31T01:22:06.032Z,,"Calle del Monte\, 5",43.4633836,-3.8140076,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010506.csv
PAST010505,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 22",43.463333,-3.8121099999999997,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010505.csv
PAST010504,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 9",43.463246999999996,-3.8120089999999998,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010504.csv
PAST010503,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 25",43.463262,-3.8137999999999996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010503.csv
PAST010502,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 49",43.462901,-3.815806,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010502.csv
PAST010501,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 65",43.46268,-3.816769,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010501.csv
PAST010500,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 81-83",43.462193,-3.8189392,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010500.csv
PAST010499,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 85",43.462073,-3.819247,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010499.csv
PAST010498,2017-10-31T01:22:06.032Z,,"Calle Francisco Cubría\, 3",43.4618756,-3.8194815,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010498.csv
PAST010497,2017-10-31T01:22:06.032Z,,"Calle Cardenal Cisneros\, 93-95",43.461808,-3.8205989999999996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010497.csv
PAST010488,2017-10-31T01:22:06.032Z,,"Calle Castilla\, 64",43.453388,-3.8247989999999996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010488.csv
PAST010487,2017-10-31T01:22:06.032Z,,"Calle Duque de Ahumada\, 5A",43.456911,-3.8186842,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010487.csv
PAST010486,2017-10-31T01:22:06.032Z,,"Calle Carlos Haya\, 5",43.4557495,-3.8179175,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010486.csv
PAST010485,2017-10-31T01:22:06.032Z,,"Calle Carmen Bravo-Villasante\, 24E",43.4397139,-3.855329,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010485.csv
PAST010484,2017-10-31T01:22:06.032Z,,"Calle Carmen Bravo-Villasante\, 24E",43.439986,-3.8553912,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010484.csv
PAST010483,2017-10-31T01:22:06.032Z,,"Barrio San Martín del Pino\, 100",43.4431601,-3.8540072,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010483.csv
PAST010482,2017-10-31T01:22:06.032Z,,"Calle María Guerrero\, Santander",43.4430936,-3.8547472,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010482.csv
PAST010481,2017-10-31T01:22:06.032Z,,"Avenida San Martín del Pino\, 7",43.4431772,-3.8554037,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010481.csv
PAST010476,2017-10-31T01:22:06.032Z,,"Calle Hermanos Calderón\, 1",43.4430372,-3.8550772,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010476.csv
PAST010554,2017-10-31T01:22:06.031Z,,"Calle Alicante\, 1-3",43.4593724,-3.816285,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010554.csv
PAST010553,2017-10-31T01:22:06.031Z,50,"Calle Alta\, 48-50",43.459271,-3.816376,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010553.csv
PAST010552,2017-10-31T01:22:06.031Z,,"Calle Alta\, 45",43.45955286167524,-3.815276026725769,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010552.csv
PAST010551,2017-10-31T01:22:06.031Z,,"Calle Alta\, 25",43.46019436464555,-3.812423497438431,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010551.csv
PAST010550,2017-10-31T01:22:06.031Z,50,"Calle Alta\, 37",43.459931999999995,-3.8143559999999996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past010550.csv
