dc:identifier,dc:modified,ayto:capacidad,ayto:direccion,ayto:latitud,ayto:longitud,ayto:estadoConservacion,uri
PAST4568,2017-10-31T01:22:05.391Z,,"Paseo Pereda\, 26",43.46247899444469,-3.8003059476614,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4568.csv
PAST4567,2017-10-31T01:22:05.391Z,,"Paseo del General Dávila\, 30-50",43.468481698441074,-3.7958330288529396,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4567.csv
PAST4566,2017-10-31T01:22:05.391Z,,"Paseo Pereda\, 18",43.46235366814137,-3.801599107682705,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4566.csv
PAST4565,2017-10-31T01:22:05.391Z,,"Costa Atalaya\, 34",43.46548723446315,-3.807725608348846,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4565.csv
PAST4564,2017-10-31T01:22:05.391Z,,"Paseo Menéndez Pelayo\, 38",43.4663478,-3.7962887,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4564.csv
PAST4563,2017-10-31T01:22:05.391Z,,"Paseo Menéndez Pelayo\, 42",43.46647688885601,-3.796085491776466,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4563.csv
PAST4562,2017-10-31T01:22:05.391Z,,"Calle General Mola\, 22",43.46221933752391,-3.802844993770123,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4562.csv
PAST4558,2017-10-31T01:22:05.391Z,,"Paseo General Dávila\, 38",43.46851795424697,-3.79471018910408,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4558.csv
PAST4557,2017-10-31T01:22:05.391Z,,"Calle San Sebastián\, 5-7",43.46535631757149,-3.8074992969632153,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4557.csv
PAST4582,2017-10-31T01:22:05.384Z,,"Plaza Matías Montero\, Santander",43.46295742217676,-3.796815052628517,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4582.csv
PAST4581,2017-10-31T01:22:05.384Z,,"Calle Francisco Palazuelos\, 19",43.46734802438461,-3.797433972358704,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past4581.csv
PAST4580,2017-10-31T01:22:05.384Z,,"Paseo Pereda\, 37",43.46268413965815,-3.7969109416007996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4580.csv
PAST4579,2017-10-31T01:22:05.384Z,,"Calle General Mola\, 46",43.46277612625383,-3.797236829996109,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4579.csv
PAST4578,2017-10-31T01:22:05.384Z,,"Paseo Menéndez Pelayo\, 14",43.4655388224541,-3.798122964799404,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4578.csv
PAST4576,2017-10-31T01:22:05.384Z,,"Paseo de Menéndez Pelayo\, 14",43.46565392191673,-3.7980012595653534,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4576.csv
PAST4575,2017-10-31T01:22:05.384Z,,"Paseo General Dávila\, 54",43.4686073,-3.7969913,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4575.csv
PAST4574,2017-10-31T01:22:05.384Z,,"Calle Universidad\, 2",43.46852063084925,-3.796778172254563,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4574.csv
PAST4571,2017-10-31T01:22:05.384Z,,"Paseo Menéndez Pelayo\, 20",43.465875846689045,-3.7975794821977615,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4571.csv
PAST4570,2017-10-31T01:22:05.384Z,,"Calle General Mola\, 48",43.462554190101976,-3.7996833398938175,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4570.csv
PAST4601,2017-10-31T01:22:05.38Z,,"Calle María Cristina\, 28",43.46637274108672,-3.8066631183028217,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4601.csv
PAST4599,2017-10-31T01:22:05.38Z,,"Calle Sol\, 52",43.4652138,-3.7973159,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4599.csv
PAST4598,2017-10-31T01:22:05.38Z,,"Calle María Cristina\, 20",43.4662544796171,-3.807299137115479,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4598.csv
PAST4596,2017-10-31T01:22:05.38Z,,"Cuesta de la Atalaya\, 47",43.466373,-3.8085199999999997,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4596.csv
PAST4595,2017-10-31T01:22:05.38Z,,"Calle Sol\, 45-47",43.4653567,-3.7984188,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4595.csv
PAST4594,2017-10-31T01:22:05.38Z,,"Calle Sol\, 28",43.46519522613729,-3.800075612962246,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4594.csv
PAST4593,2017-10-31T01:22:05.38Z,,"Calle Hernán Cortés\, 28",43.46301022907488,-3.799103312194348,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4593.csv
PAST4592,2017-10-31T01:22:05.38Z,,"Calle Vista Alegre\, 35",43.466214329065544,-3.8091357797384258,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4592.csv
PAST4590,2017-10-31T01:22:05.38Z,,"Calle Sol\, 31",43.46529645584999,-3.799929767847061,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4590.csv
PAST4589,2017-10-31T01:22:05.38Z,,"Paseo de Menéndez Pelayo\, 14",43.465576053382485,-3.798033781349659,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4589.csv
PAST4588,2017-10-31T01:22:05.38Z,,"Calle Francisco Palazuelos\, 28",43.4666345,-3.7983476,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4588.csv
PAST4587,2017-10-31T01:22:05.38Z,,"Cuesta de la Atalaya\, 39-41",43.46593595117467,-3.808670081198216,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4587.csv
PAST4586,2017-10-31T01:22:05.38Z,,"Calle Hernán Cortés\, 63",43.46333169311404,-3.796702399849892,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4586.csv
PAST4585,2017-10-31T01:22:05.38Z,,"Calle Francisco Palazuelos\, 17-19",43.46670051395061,-3.798267133533954,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4585.csv
PAST4584,2017-10-31T01:22:05.38Z,,"Calle Hernán Cortés\, 40-42",43.46321585918337,-3.796850927174091,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4584.csv
PAST4640,2017-10-31T01:22:05.379Z,,"Calle Santa Lucía\, 43-45",43.464376378599994,-3.7999254092574124,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4640.csv
PAST4639,2017-10-31T01:22:05.379Z,,"Calle Hernán Cortés\, 15",43.462704337785084,-3.803151100873947,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4639.csv
PAST4637,2017-10-31T01:22:05.379Z,,"Paseo del General Dávila\, 106-120",43.46738355087436,-3.8045773655176167,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4637.csv
PAST4634,2017-10-31T01:22:05.379Z,,"Calle las Infantas\, Santander",43.46280240811257,-3.802988827228546,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4634.csv
PAST4633,2017-10-31T01:22:05.379Z,,"Calle Sol\, 14",43.465029024101945,-3.801274225115776,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4633.csv
PAST4632,2017-10-31T01:22:05.379Z,,"Paseo General Dávila\, 57",43.46740861407033,-3.804014436900616,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4632.csv
PAST4631,2017-10-31T01:22:05.379Z,,"Calle Sol\, 18",43.46505725171265,-3.801061324775219,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4631.csv
PAST4630,2017-10-31T01:22:05.379Z,,"Calle Hernán Cortés\, 19",43.462745707421526,-3.8025452569127087,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4630.csv
PAST4626,2017-10-31T01:22:05.379Z,,"Calle las Infantas\, 3",43.462597263300424,-3.8028842210769653,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4626.csv
PAST4625,2017-10-31T01:22:05.379Z,,"Calle Sol\, 30",43.46518622252483,-3.799734301865101,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4625.csv
PAST4624,2017-10-31T01:22:05.379Z,,"Calle General Mola\, 28",43.46236851262969,-3.8023756071925163,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4624.csv
PAST4622,2017-10-31T01:22:05.379Z,,"Calle Río de la Pila\, 48",43.4663524,-3.8048827,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4622.csv
PAST4620,2017-10-31T01:22:05.379Z,,"Calle General Mola\, 30",43.462419859930044,-3.801774457097053,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4620.csv
PAST4619,2017-10-31T01:22:05.379Z,,"Calle Sol\, 36",43.46518184238855,-3.799328953027725,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4619.csv
PAST4616,2017-10-31T01:22:05.379Z,,"Paseo Menéndez Pelayo\, 10",43.46516967534168,-3.798639960587025,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4616.csv
PAST4615,2017-10-31T01:22:05.379Z,,"Calle Hernán Cortés\, 23",43.46280021795812,-3.8018985092639923,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4615.csv
PAST4614,2017-10-31T01:22:05.379Z,,"Calle Lope de Vega\, 29",43.464661090591434,-3.7999673187732697,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4614.csv
PAST4613,2017-10-31T01:22:05.379Z,,"Calle Hernán Cortés\, 27",43.46273159307816,-3.8014116883277893,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4613.csv
PAST4612,2017-10-31T01:22:05.379Z,,"Calle Valliciergo\, 13",43.4647673,-3.7995263,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4612.csv
PAST4609,2017-10-31T01:22:05.379Z,,"Calle Lope de Vega\, 24",43.46478592542636,-3.799867071211338,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4609.csv
PAST4607,2017-10-31T01:22:05.379Z,,"Paseo Menéndez Pelayo\, 6",43.46498546595267,-3.7987794354557987,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4607.csv
PAST4605,2017-10-31T01:22:05.379Z,,"Calle Sol\, 45-47",43.4653003,-3.7982063,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4605.csv
PAST4604,2017-10-31T01:22:05.379Z,,"Calle José Martínez Mazas\, 8-12",43.4661976,-3.8060265,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4604.csv
PAST4602,2017-10-31T01:22:05.379Z,,"Calle María Cristina\, 32",43.466336240657824,-3.8061491400003433,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4602.csv
PAST4647,2017-10-31T01:22:05.378Z,,"Paseo del General Dávila\, 122-124",43.46743976055181,-3.8054869696497917,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4647.csv
PAST4646,2017-10-31T01:22:05.378Z,,"Calle Hernán Cortés\, 9",43.46253253181544,-3.8042122498154645,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4646.csv
PAST4645,2017-10-31T01:22:05.378Z,,"Calle Hernán Cortés\, 11",43.462677082479686,-3.803956098854542,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4645.csv
PAST4643,2017-10-31T01:22:05.378Z,,"Calle Hernán Cortés\, 6",43.46256927789249,-3.8038893789052963,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4643.csv
PAST4642,2017-10-31T01:22:05.378Z,,"Calle Bajada Rumayor\, 4",43.46759914268629,-3.805173486471176,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4642.csv
PAST4641,2017-10-31T01:22:05.378Z,,"Calle Hernán Cortés\, 11",43.462692656941435,-3.8037244230508804,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4641.csv
PAST4665,2017-10-31T01:22:05.376Z,,"Paseo del General Dávila\, 134-140",43.467367490956924,-3.807788640260696,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4665.csv
PAST4663,2017-10-31T01:22:05.376Z,,"Paseo del General Dávila\, 134-140",43.467131458344774,-3.8078013807535176,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4663.csv
PAST4662,2017-10-31T01:22:05.376Z,,"Paseo del General Dávila\, 132",43.467298384596845,-3.806942068040371,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4662.csv
PAST4655,2017-10-31T01:22:05.376Z,,"Paseo del General Dávila\, 128",43.4671748,-3.8063975,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4655.csv
PAST4654,2017-10-31T01:22:05.376Z,50,"Paseo del General Dávila\, 126-128",43.4672645,-3.8062982,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4654.csv
PAST4653,2017-10-31T01:22:05.376Z,,"Calle Antonio Zabaleta\, Santander",43.46269922741625,-3.8045310974121094,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4653.csv
PAST4652,2017-10-31T01:22:05.376Z,,"Calle de Hernán Cortés\, 1",43.46254007571388,-3.804944157600403,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4652.csv
PAST4651,2017-10-31T01:22:05.376Z,,"Paseo del General Dávila\, 122-124",43.467329531135114,-3.8059107586741447,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4651.csv
PAST4650,2017-10-31T01:22:05.376Z,,"Calle Hernán Cortés\, 2",43.46243567781002,-3.8051111251115803,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4650.csv
PAST4649,2017-10-31T01:22:05.376Z,50,"Paseo del General Dávila\, 126-128",43.4673345,-3.8061634,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4649.csv
PAST4648,2017-10-31T01:22:05.376Z,,"Calle Hernán Cortés\, 4",43.46249237879182,-3.8046595081686974,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4648.csv
PAST4675,2017-10-31T01:22:05.375Z,,"Calle de Laredo\, 27",43.464774731670005,-3.800899051129818,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4675.csv
PAST4673,2017-10-31T01:22:05.375Z,,"Paseo Pereda\, 30",43.46225924737621,-3.7993819266557693,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4673.csv
PAST4672,2017-10-31T01:22:05.375Z,,"Paseo del General Dávila\, 134-140",43.46718888492081,-3.8073376938700676,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4672.csv
PAST4671,2017-10-31T01:22:05.375Z,,"Calle Valliciergo\, 2",43.464574947104744,-3.800529576838016,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4671.csv
PAST4670,2017-10-31T01:22:05.375Z,,"Calle Laredo\, 4287",43.464650140155015,-3.801033161580562,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4670.csv
PAST4668,2017-10-31T01:22:05.375Z,,"Calle Santa Lucía\, 37",43.4644133669003,-3.8008457422256474,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4668.csv
PAST4667,2017-10-31T01:22:05.375Z,,"Paseo del General Dávila\, 150-152",43.467312011209295,-3.8083277642726903,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4667.csv
PAST4666,2017-10-31T01:22:05.375Z,,"Paseo del General Dávila\, 150-152",43.46739888079158,-3.8083532452583313,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4666.csv
PAST4685,2017-10-31T01:22:05.374Z,,"Calle Marcelino Sanz de Sautuola\, 4",43.46233371324968,-3.803587295114994,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4685.csv
PAST4684,2017-10-31T01:22:05.374Z,,"Paseo del General Dávila\, 71",43.46705505171409,-3.806900829076767,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4684.csv
PAST4683,2017-10-31T01:22:05.374Z,,"Calle Marcelino Sanz de Sautuola\, 4",43.46227019824569,-3.8034350797533985,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4683.csv
PAST4682,2017-10-31T01:22:05.374Z,,"Calle Santa Lucía\, 35",43.464364,-3.8011315,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4682.csv
PAST4678,2017-10-31T01:22:05.374Z,,"Calle Laredo\, 17",43.4648015,-3.8013395,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4678.csv
PAST4677,2017-10-31T01:22:05.374Z,,"Calle Laredo\, 18",43.464674717798424,-3.801190070807934,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4677.csv
PAST4676,2017-10-31T01:22:05.374Z,,"Calle Lope de Vega\, 3",43.46225292020627,-3.7995639815926547,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4676.csv
PAST4686,2017-10-31T01:22:05.373Z,,"Paseo Pereda\, 37",43.462731836428944,-3.7969106063246727,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4686.csv
PAST4719,2017-10-31T01:22:05.372Z,,"Calle Daoiz y Velarde\, 26",43.46319614792517,-3.8001265749335285,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4719.csv
PAST4718,2017-10-31T01:22:05.372Z,,"Arrabal\, 19-21",43.46368211373785,-3.8041284307837486,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4718.csv
PAST4717,2017-10-31T01:22:05.372Z,,"Plaza Río de la Pila\, Santander",43.4638097,-3.8040739,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4717.csv
PAST4716,2017-10-31T01:22:05.372Z,50,"Plaza Río de la Pila\, Santander",43.4638239,-3.8040642,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4716.csv
PAST4715,2017-10-31T01:22:05.372Z,,"Calle Guevara\, 39",43.46397485941006,-3.804229348897934,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4715.csv
PAST4714,2017-10-31T01:22:05.372Z,,"Paseo del General Dávila\, 71",43.466926814890755,-3.806685917079449,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4714.csv
PAST4711,2017-10-31T01:22:05.372Z,,"Calle Santa Lucía\, 2",43.463822524765,-3.803646974265576,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4711.csv
PAST4710,2017-10-31T01:22:05.372Z,,"Calle Santa Lucía\, 6B",43.464003574204284,-3.802946582436561,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4710.csv
PAST4709,2017-10-31T01:22:05.372Z,,"Calle San Simón\, 3",43.46442285731582,-3.8026562333107,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4709.csv
PAST4706,2017-10-31T01:22:05.372Z,,"Paseo del General Dávila\, 71",43.46693630491168,-3.806596398353576,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4706.csv
PAST4705,2017-10-31T01:22:05.372Z,,"Calle Santa Lucía\, 12",43.4642644,-3.8017285,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4705.csv
PAST4704,2017-10-31T01:22:05.372Z,,Calle las Infantas,43.463035,-3.8031449999999998,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4704.csv
PAST4701,2017-10-31T01:22:05.372Z,,"Plaza de Velarde\, 5",43.462967886220135,-3.8033083453774457,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4701.csv
PAST4700,2017-10-31T01:22:05.372Z,,"Paseo del General Dávila\, 71",43.4669516349423,-3.806656077504158,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4700.csv
PAST4698,2017-10-31T01:22:05.372Z,,"Calle Marcelino Sanz de Sautuola\, 5",43.4633406970027,-3.803658373653889,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4698.csv
PAST4696,2017-10-31T01:22:05.372Z,,"Calle Marcelino Sanz de Sautuola\, 12",43.46358550492145,-3.8036811724305153,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4696.csv
PAST4695,2017-10-31T01:22:05.372Z,,"Calle Santa Lucía\, 51",43.4645907,-3.7987041,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4695.csv
PAST4694,2017-10-31T01:22:05.372Z,,"Paseo del General Dávila\, 71",43.4670165,-3.8067732,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4694.csv
PAST4692,2017-10-31T01:22:05.372Z,,"Calle Marcelino Sanz de Sautuola\, 1",43.4633406970027,-3.803777731955052,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4692.csv
PAST4690,2017-10-31T01:22:05.372Z,,"Calle Marcelino Sanz de Sautuola\, 8",43.462995141394416,-3.803709670901298,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4690.csv
PAST4689,2017-10-31T01:22:05.372Z,,"Paseo Menéndez Pelayo\, 4",43.4647234,-3.7991734,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4689.csv
PAST4688,2017-10-31T01:22:05.372Z,,"Calle Santa Lucía\, 49",43.46444329820571,-3.7993644922971725,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4688.csv
PAST4687,2017-10-31T01:22:05.372Z,,"Calle Bailén\, 1",43.462761768566885,-3.8035443797707558,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4687.csv
PAST4737,2017-10-31T01:22:05.371Z,,"Calle Guevara\, 29",43.46380597720856,-3.8054068386554722,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4737.csv
PAST4736,2017-10-31T01:22:05.371Z,,"Calle Pedrueca\, 7",43.46329129727266,-3.8028694689273834,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4736.csv
PAST4735,2017-10-31T01:22:05.371Z,,"Calle Emilia Pardo Bazán\, 4",43.463501306683504,-3.8012507557868953,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4735.csv
PAST4734,2017-10-31T01:22:05.371Z,,"Calle Medio\, 21",43.4630496,-3.8039534,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4734.csv
PAST4733,2017-10-31T01:22:05.371Z,,"Calle Moctezuma\, 7",43.46406246382441,-3.801762387156487,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4733.csv
PAST4732,2017-10-31T01:22:05.371Z,,"Calle Rualasal\, 22",43.46281822589245,-3.805522173643112,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4732.csv
PAST4731,2017-10-31T01:22:05.371Z,,"Calle Gómez Oreña\, 11",43.463539998951916,-3.802186511456967,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4731.csv
PAST4730,2017-10-31T01:22:05.371Z,,"Calle Pizarro\, 4",43.463658265732015,-3.8023705780506134,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4730.csv
PAST4729,2017-10-31T01:22:05.371Z,,"Calle de San José\, 17",43.46303237388942,-3.805417902767658,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4729.csv
PAST4728,2017-10-31T01:22:05.371Z,,"Calle Medio\, 1",43.462698010661704,-3.805280439555645,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4728.csv
PAST4727,2017-10-31T01:22:05.371Z,,"Calle Pizarro\, 6",43.46400771108031,-3.802338726818561,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4727.csv
PAST4726,2017-10-31T01:22:05.371Z,,"Calle Arrabal\, 5",43.4629793,-3.8050671,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4726.csv
PAST4725,2017-10-31T01:22:05.371Z,,"Calle Arrabal\, 18",43.4630585,-3.8045571,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4725.csv
PAST4724,2017-10-31T01:22:05.371Z,,"Calle Arrabal\, 17",43.463139690952545,-3.8045518845319743,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4724.csv
PAST4723,2017-10-31T01:22:05.371Z,,"Calle del Medio\, 15",43.463093697948814,-3.8044697418808937,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4723.csv
PAST4722,2017-10-31T01:22:05.371Z,,"Calle Prado San Roque\, 2",43.46690102149305,-3.8062671571969986,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4722.csv
PAST4721,2017-10-31T01:22:05.371Z,,"Calle Arrabal\, 23",43.463395693699034,-3.8040885329246517,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4721.csv
PAST4720,2017-10-31T01:22:05.371Z,,"Calle Arrabal\, 25A",43.463599132370895,-3.804139830172062,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4720.csv
PAST4738,2017-10-31T01:22:05.37Z,,"Calle Guevara\, 20",43.46364317821327,-3.8062886148691177,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4738.csv
PAST4743,2017-10-31T01:22:05.365Z,,"Calle Enseñanza\, 3",43.46360375596911,-3.8107263296842575,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4743.csv
PAST4742,2017-10-31T01:22:05.365Z,,"Calle Enseñanza\, 6",43.46383444873669,-3.8105043768882756,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4742.csv
PAST4741,2017-10-31T01:22:05.365Z,,"Calle Guevara\, 1",43.46379234980575,-3.810250908136368,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4741.csv
PAST4740,2017-10-31T01:22:05.365Z,,"Calle Guevara\, 6",43.463772638735506,-3.8099401071667667,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4740.csv
PAST4739,2017-10-31T01:22:05.365Z,,"Calle Guevara\, 13",43.46376217483141,-3.808684833347797,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4739.csv
PAST4745,2017-10-31T01:22:05.364Z,,"Plaza la Leña\, 6",43.463775315547906,-3.8110344484448437,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4745.csv
PAST4744,2017-10-31T01:22:05.364Z,,"Calle Cervantes\, 18",43.463684303860354,-3.81109781563282,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4744.csv
PAST4767,2017-10-31T01:22:05.363Z,,"Calle San Fernando\, 58",43.45951587040111,-3.823472186923027,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4767.csv
PAST4766,2017-10-31T01:22:05.363Z,,"Calle San Fernando\, 72",43.459059561704215,-3.8252501562237735,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4766.csv
PAST4764,2017-10-31T01:22:05.363Z,,"Calle San Fernando\, 4",43.459430206310984,-3.8253554329276085,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4764.csv
PAST4763,2017-10-31T01:22:05.363Z,,"Calle San Fernando\, 2",43.459275669932346,-3.825351074337959,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4763.csv
PAST4762,2017-10-31T01:22:05.363Z,,"Calle Peñas Redondas\, 14",43.4623322,-3.8167501,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4762.csv
PAST4761,2017-10-31T01:22:05.363Z,,"Calle Peñas Redondas\, 13",43.46212053619087,-3.8168612122535706,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4761.csv
PAST4759,2017-10-31T01:22:05.363Z,,"Calle Peñas Redondas\, 8",43.46182607805831,-3.8165373355150227,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4759.csv
