dc:identifier,dc:modified,ayto:tarjeta,ayto:dia,uri
2016070516072VLA,2017-10-31T01:25:05.098Z,16072VLA,2016-07-04T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070516072vla.csv
2016070516071VLA,2017-10-31T01:25:05.098Z,16071VLA,2016-07-04T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070516071vla.csv
2016070516062VLA,2017-10-31T01:25:05.098Z,16062VLA,2016-07-04T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070516062vla.csv
2016070516061VLA,2017-10-31T01:25:05.098Z,16061VLA,2016-07-04T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070516061vla.csv
2016070516052VLA,2017-10-31T01:25:05.098Z,16052VLA,2016-07-04T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070516052vla.csv
2016070516051VLA,2017-10-31T01:25:05.098Z,16051VLA,2016-07-04T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070516051vla.csv
2016070516031VLA,2017-10-31T01:25:05.098Z,16031VLA,2016-07-04T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070516031vla.csv
2016070516023VLA,2017-10-31T01:25:05.098Z,16023VLA,2016-07-04T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070516023vla.csv
2016070516021VLA,2017-10-31T01:25:05.098Z,16021VLA,2016-07-04T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070516021vla.csv
2016070916004VSA,2017-10-31T01:25:05.097Z,16004VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916004vsa.csv
2016070916003VSA,2017-10-31T01:25:05.097Z,16003VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916003vsa.csv
2016070916002VSA,2017-10-31T01:25:05.097Z,16002VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916002vsa.csv
2016070916001VSA,2017-10-31T01:25:05.097Z,16001VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916001vsa.csv
2016070817EVLOA,2017-10-31T01:25:05.097Z,17EVLOA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070817evloa.csv
2016070817031VLA,2017-10-31T01:25:05.097Z,17031VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070817031vla.csv
2016070816EVLA,2017-10-31T01:25:05.097Z,16EVLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816evla.csv
2016070816103VNB,2017-10-31T01:25:05.097Z,16103VNB,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816103vnb.csv
2016070816102VNB,2017-10-31T01:25:05.097Z,16102VNB,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816102vnb.csv
2016070816101VNB,2017-10-31T01:25:05.097Z,16101VNB,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816101vnb.csv
2016070816072VLA,2017-10-31T01:25:05.097Z,16072VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816072vla.csv
2016070816071VLA,2017-10-31T01:25:05.097Z,16071VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816071vla.csv
2016070816062VLA,2017-10-31T01:25:05.097Z,16062VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816062vla.csv
2016070816061VLA,2017-10-31T01:25:05.097Z,16061VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816061vla.csv
2016070816052VLA,2017-10-31T01:25:05.097Z,16052VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816052vla.csv
2016070816051VLA,2017-10-31T01:25:05.097Z,16051VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816051vla.csv
2016070816031VLA,2017-10-31T01:25:05.097Z,16031VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816031vla.csv
2016070816023VLA,2017-10-31T01:25:05.097Z,16023VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816023vla.csv
2016070816021VLA,2017-10-31T01:25:05.097Z,16021VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816021vla.csv
2016070816020VLA,2017-10-31T01:25:05.097Z,16020VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816020vla.csv
2016070816019VLA,2017-10-31T01:25:05.097Z,16019VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816019vla.csv
2016070816018VLA,2017-10-31T01:25:05.097Z,16018VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816018vla.csv
2016070816017VLA,2017-10-31T01:25:05.097Z,16017VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816017vla.csv
2016070816016VLA,2017-10-31T01:25:05.097Z,16016VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816016vla.csv
2016070816015VLA,2017-10-31T01:25:05.097Z,16015VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816015vla.csv
2016070816014VLA,2017-10-31T01:25:05.097Z,16014VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816014vla.csv
2016070816013VLA,2017-10-31T01:25:05.097Z,16013VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816013vla.csv
2016070816012VLA,2017-10-31T01:25:05.097Z,16012VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816012vla.csv
2016070816011VLA,2017-10-31T01:25:05.097Z,16011VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816011vla.csv
2016070816004VLA,2017-10-31T01:25:05.097Z,16004VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816004vla.csv
2016070816003VLA,2017-10-31T01:25:05.097Z,16003VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816003vla.csv
2016070816002VLA,2017-10-31T01:25:05.097Z,16002VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816002vla.csv
2016070816001VLA,2017-10-31T01:25:05.097Z,16001VLA,2016-07-07T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070816001vla.csv
2016070716EVLA,2017-10-31T01:25:05.097Z,16EVLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716evla.csv
2016070716103VNA,2017-10-31T01:25:05.097Z,16103VNA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716103vna.csv
2016070716102VNA,2017-10-31T01:25:05.097Z,16102VNA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716102vna.csv
2016070716101VNA,2017-10-31T01:25:05.097Z,16101VNA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716101vna.csv
2016070716072VLA,2017-10-31T01:25:05.097Z,16072VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716072vla.csv
2016070716071VLA,2017-10-31T01:25:05.097Z,16071VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716071vla.csv
2016070716062VLA,2017-10-31T01:25:05.097Z,16062VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716062vla.csv
2016070716061VLA,2017-10-31T01:25:05.097Z,16061VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716061vla.csv
2016070716052VLA,2017-10-31T01:25:05.097Z,16052VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716052vla.csv
2016070716051VLA,2017-10-31T01:25:05.097Z,16051VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716051vla.csv
2016070716031VLA,2017-10-31T01:25:05.097Z,16031VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716031vla.csv
2016070716023VLA,2017-10-31T01:25:05.097Z,16023VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716023vla.csv
2016070716021VLA,2017-10-31T01:25:05.097Z,16021VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716021vla.csv
2016070716020VLA,2017-10-31T01:25:05.097Z,16020VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716020vla.csv
2016070716019VLA,2017-10-31T01:25:05.097Z,16019VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716019vla.csv
2016070716018VLA,2017-10-31T01:25:05.097Z,16018VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716018vla.csv
2016070716017VLA,2017-10-31T01:25:05.097Z,16017VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716017vla.csv
2016070716016VLA,2017-10-31T01:25:05.097Z,16016VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716016vla.csv
2016070716015VLA,2017-10-31T01:25:05.097Z,16015VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716015vla.csv
2016070716014VLA,2017-10-31T01:25:05.097Z,16014VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716014vla.csv
2016070716013VLA,2017-10-31T01:25:05.097Z,16013VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716013vla.csv
2016070716012VLA,2017-10-31T01:25:05.097Z,16012VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716012vla.csv
2016070716011VLA,2017-10-31T01:25:05.097Z,16011VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716011vla.csv
2016070716004VLA,2017-10-31T01:25:05.097Z,16004VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716004vla.csv
2016070716003VLA,2017-10-31T01:25:05.097Z,16003VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716003vla.csv
2016070716002VLA,2017-10-31T01:25:05.097Z,16002VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716002vla.csv
2016070716001VLA,2017-10-31T01:25:05.097Z,16001VLA,2016-07-06T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070716001vla.csv
2016071116001VLA,2017-10-31T01:25:05.096Z,16001VLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116001vla.csv
2016071016EVFA,2017-10-31T01:25:05.096Z,16EVFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016evfa.csv
2016071016103VNA,2017-10-31T01:25:05.096Z,16103VNA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016103vna.csv
2016071016102VNA,2017-10-31T01:25:05.096Z,16102VNA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016102vna.csv
2016071016101VNA,2017-10-31T01:25:05.096Z,16101VNA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016101vna.csv
2016071016072VFA,2017-10-31T01:25:05.096Z,16072VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016072vfa.csv
2016071016071VFA,2017-10-31T01:25:05.096Z,16071VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016071vfa.csv
2016071016062VFA,2017-10-31T01:25:05.096Z,16062VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016062vfa.csv
2016071016061VFA,2017-10-31T01:25:05.096Z,16061VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016061vfa.csv
2016071016052VFA,2017-10-31T01:25:05.096Z,16052VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016052vfa.csv
2016071016051VFA,2017-10-31T01:25:05.096Z,16051VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016051vfa.csv
2016071016031VLA,2017-10-31T01:25:05.096Z,16031VLA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016031vla.csv
2016071016018VFA,2017-10-31T01:25:05.096Z,16018VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016018vfa.csv
2016071016017VFA,2017-10-31T01:25:05.096Z,16017VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016017vfa.csv
2016071016015VFA,2017-10-31T01:25:05.096Z,16015VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016015vfa.csv
2016071016014VFA,2017-10-31T01:25:05.096Z,16014VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016014vfa.csv
2016071016013VFA,2017-10-31T01:25:05.096Z,16013VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016013vfa.csv
2016071016012VFA,2017-10-31T01:25:05.096Z,16012VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016012vfa.csv
2016071016011VFA,2017-10-31T01:25:05.096Z,16011VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016011vfa.csv
2016071016004VFA,2017-10-31T01:25:05.096Z,16004VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016004vfa.csv
2016071016003VFA,2017-10-31T01:25:05.096Z,16003VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016003vfa.csv
2016071016002VFA,2017-10-31T01:25:05.096Z,16002VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016002vfa.csv
2016071016001VFA,2017-10-31T01:25:05.096Z,16001VFA,2016-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071016001vfa.csv
2016070916EVSA,2017-10-31T01:25:05.096Z,16EVSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916evsa.csv
2016070916103VSA,2017-10-31T01:25:05.096Z,16103VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916103vsa.csv
2016070916102VSA,2017-10-31T01:25:05.096Z,16102VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916102vsa.csv
2016070916101VSA,2017-10-31T01:25:05.096Z,16101VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916101vsa.csv
2016070916072VSA,2017-10-31T01:25:05.096Z,16072VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916072vsa.csv
2016070916071VSA,2017-10-31T01:25:05.096Z,16071VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916071vsa.csv
2016070916062VSA,2017-10-31T01:25:05.096Z,16062VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916062vsa.csv
2016070916061VSA,2017-10-31T01:25:05.096Z,16061VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916061vsa.csv
2016070916052VSA,2017-10-31T01:25:05.096Z,16052VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916052vsa.csv
2016070916051VSA,2017-10-31T01:25:05.096Z,16051VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916051vsa.csv
2016070916031VLA,2017-10-31T01:25:05.096Z,16031VLA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916031vla.csv
2016070916019VSA,2017-10-31T01:25:05.096Z,16019VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916019vsa.csv
2016070916018VSA,2017-10-31T01:25:05.096Z,16018VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916018vsa.csv
2016070916017VSA,2017-10-31T01:25:05.096Z,16017VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916017vsa.csv
2016070916016VSA,2017-10-31T01:25:05.096Z,16016VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916016vsa.csv
2016070916015VSA,2017-10-31T01:25:05.096Z,16015VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916015vsa.csv
2016070916014VSA,2017-10-31T01:25:05.096Z,16014VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916014vsa.csv
2016070916013VSA,2017-10-31T01:25:05.096Z,16013VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916013vsa.csv
2016070916012VSA,2017-10-31T01:25:05.096Z,16012VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916012vsa.csv
2016070916011VSA,2017-10-31T01:25:05.096Z,16011VSA,2016-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016070916011vsa.csv
2016071216014VLA,2017-10-31T01:25:05.095Z,16014VLA,2016-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071216014vla.csv
2016071216013VLA,2017-10-31T01:25:05.095Z,16013VLA,2016-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071216013vla.csv
2016071216012VLA,2017-10-31T01:25:05.095Z,16012VLA,2016-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071216012vla.csv
2016071216011VLA,2017-10-31T01:25:05.095Z,16011VLA,2016-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071216011vla.csv
2016071216004VLA,2017-10-31T01:25:05.095Z,16004VLA,2016-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071216004vla.csv
2016071216003VLA,2017-10-31T01:25:05.095Z,16003VLA,2016-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071216003vla.csv
2016071216002VLA,2017-10-31T01:25:05.095Z,16002VLA,2016-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071216002vla.csv
2016071216001VLA,2017-10-31T01:25:05.095Z,16001VLA,2016-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071216001vla.csv
2016071116EVLA,2017-10-31T01:25:05.095Z,16EVLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116evla.csv
2016071116103VNA,2017-10-31T01:25:05.095Z,16103VNA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116103vna.csv
2016071116102VNA,2017-10-31T01:25:05.095Z,16102VNA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116102vna.csv
2016071116101VNA,2017-10-31T01:25:05.095Z,16101VNA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116101vna.csv
2016071116072VLA,2017-10-31T01:25:05.095Z,16072VLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116072vla.csv
2016071116071VLA,2017-10-31T01:25:05.095Z,16071VLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116071vla.csv
2016071116062VLA,2017-10-31T01:25:05.095Z,16062VLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116062vla.csv
2016071116061VLA,2017-10-31T01:25:05.095Z,16061VLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116061vla.csv
2016071116052VLA,2017-10-31T01:25:05.095Z,16052VLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116052vla.csv
2016071116051VLA,2017-10-31T01:25:05.095Z,16051VLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116051vla.csv
2016071116031VLA,2017-10-31T01:25:05.095Z,16031VLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116031vla.csv
2016071116023VLA,2017-10-31T01:25:05.095Z,16023VLA,2016-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016071116023vla.csv
