"NUMERO,C,20","DIRECCION,C,99","NOTA,C,250"
252,CEMENTERIO EL SALVADOR,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
253,CEMENTERIO EL SALVADOR,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
186,CEMENTERIO EL SALVADOR,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
168,CEMENTERIO EL SALVADOR,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
228,"RIO BARRUNDIA, 2","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
54,ARANZABAL (ZONA DE JUEGOS),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
30,"LA SENDA, PASEO DE, 9 (JUNTO A CARMELITAS)","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
206,JOSE ERBINA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
44,PASAJE ENTRE RIOJA Y PUENTE DE SAN CRISTOBAL,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
221,"JUDIMENDI, PARQUE","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
34,"JUDIMENDI, PARQUE","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
88,"PEPE UBIS, PLAZA","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
83,"JACINTO BENAVENTE, 3","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
89,RICARDO PUGA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
41,"NIEVES CANO, 9D (PATIO INTERIOR)","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
117,"DE LA UNIVERSIDAD, PASEO (ESCUELA DE MAGISTERIO EN ZONA DE JUEGOS)","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
36,HERACLIO FOURNIER (INICIO DE LA CARRETERA  A-2430),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
208,CAMPO DE LOS PALACIOS (PARQUE LINEAL),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
209,CAMPO DE LOS PALACIOS (PARQUE LINEAL),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
336,"CAPITAL DE EUSKADI, AVENIDA, 18","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
248,ZARAMAGA CON PORTAL DE GAMARRA (EN PARQUE EL ALAS),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
131,"ZARAMAGA, PLAZA DE","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
18,"MOLINUEVO, PARQUE","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
154,GOBEO PUEBLO (JUNTO A LA IGLESIA),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
294,POZOALDEA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
17,"MOLINUEVO, PARQUE","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
161,PASEO DE JUAN PABLO II CON PASEO DE LA UNESCO,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
141,PASEO DE LA CRUZ ROJA CON PASEO DE JUAN PABLO II,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
106,PASEO DE LA CRUZ ROJA CON PASEO DE ESKIBEL,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
74,PASEO DE LA UNESCO CON PASEO DE LA UNICEF,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
93,SENDA DEL RIO ALI CON PASEO DE LA UNICEF,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
99,PASEO DE LA CRUZ ROJA CON PASEO DE LA UNICEF,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
268,"REINA SOFIA, AVENIDA  CON MAHATMA GANDHI","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
281,PASEO DEL DALAI LAMA CON MAHATMA GANDHI,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
258,"PORTICADA, PLAZA","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
266,VILLABUENA DE ALAVA-ESKUERNAGA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
264,VILLABUENA DE ALAVA-ESKUERNAGA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
284,PLAZA O ROTONDA DE LA ANTONIA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
56,"PARQUE DE ZABALGANA (ACCESO POR ZUAZO, JUNTO A LA LAGUNA  DE LEZEA)","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
311,BEISTEGI HERMANOS CON JOSE LUIS ISASI,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
292,JUBILEO  CON CONPOSTELA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
289,SANCHO EL SABIO  CON C/ GORBEA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
267,SANCHO EL SABIO CON LA AVENIDA GASTEIZ,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
314,IGNACIO RUIZ DE LUZURIAGA (EN PARQUE),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
313,IGNACIO RUIZ DE LUZURIAGA (EN PARQUE),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
312,HANS CHRISTIAN ANDERSEN CON HENRY MORTON STANLEY,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
310,CLARA CAMPOAMOR  ENTRE Nº22 Y Nº24,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
303,"BULEVAR DE MARITURRI ,Nª16","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
304,"IRUÑA-VELEIA, AVENIDA DE, (ENTRE LOS Nº27-25)","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
288,LANCIEGO,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
305,VILLABUENA DE ALAVA-ESKUERNAGA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
308,"JUAN GRIS, Nº13","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
306,"ANTONI TAPIES, Nº2","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
307,ANTONI TAPIES CON CLARA CAMPOAMOR,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
309,"LABASTIDA, 38","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
291,JUBILEO CON C/MENDIKO BIDEA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
290,"PEREGRINO, PASEO DEL","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
32,"AMARICA, PLAZA","FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
296,GABRIELA MISTRAL   CON AVENIDA DE VARSOVIA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
297,GABRIELA MISTRAL   ENTRE AVENIDA DE VARSOVIA   Y CALLE NICOSIA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
298,GABRIELA MISTRAL   CON CALLE NICOSIA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
299,GABRIELA MISTRAL   CON CALLE DE LA VALLETA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
300,DORIS LESSING CON AVENIDA DE BRATISLAVA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
301,DORIS LESSING CON CALLE NICOSIA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
302,DORIS LESSING,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
295,GABRIELA MISTRAL  CON CALLE LUBIANA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
318,ITINERARIO DE ANTONINO CON  LAS NEVERAS,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
319,LAS NEVERAS CON BULEVAR DE SALBURUA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
215,ERREKALEOR,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
328,VILNIUS (EN PASEO PARALELO A CALLE RIGA),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
321,PARQUE DEL ESTE (ZONA MEDIO),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
322,PARQUE DEL ESTE (JUNTO A LA AVENIDA BRATISLAVA),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
326,AVENIDA DE VARSOVIA CON  AVENIDA DE BUDAPEST,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
320,PARQUE DEL ESTE (NORTE),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
324,ALBA (EN CAMINO PARALEO A LA CALLE),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
325,ALBA (EN CAMINO PARALEO A LA CALLE),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
323,ALBA (EN CAMINO PARALEO A LA CALLE),"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
316,RIGA CON PASEO DE LA ILIADA,"FUENTE DE AGUA POTABLE. EN INVIERNO, EN CASO DE RIESGO DE HELADAS, SE QUEDA SIN SUMINISTRO DE AGUA - UR EDANGARRI DUEN ITURRIA. NEGUAN, IZOZTEEN ARRISKURIK EGOTEKOTAN, UR-HORNIDURARIK GABE GERATZEN DA"
