"Barri";"Nom";"	X(UTM)";"Y(UTM)";"Cota_ortomètrica (H)";"Cel_GPS";"Data_de_revisió";"Data_construcció";"Data_ajust";"Tipus vèrtex";"Tipus_de_senyal";"Visa a:						"
"Nord : Pedret, Pont Major i Campdorà";"GI1002";"485535,94";"4648787,38";"68,02";"No";"juliol 2014";"febrer2015";"18/04/2017";"VPS";"Geopunt";"GI1001 i GI1003"
"Nord : Pedret, Pont Major i Campdorà";"GI1003";"485588,41";"4648833,78";"67,83";"No";"juliol 2014";"febrer2016";"18/04/2017";"VPS";"Geopunt";"GI1002 i GI4012"
"Nord : Pedret, Pont Major i Campdorà";"GI1004";"485568,65";"4651349,81";"64,05";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"No te visual amb cap vèrtex"
"Nord : Pedret, Pont Major i Campdorà";"GI1005";"485482,19";"4650276,05";"68,04";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI1027 i GI1026"
"Nord : Pedret, Pont Major i Campdorà";"GI1006";"485463,95";"4649984,30";"68,28";"No";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI1007 i GI10052"
"Nord : Pedret, Pont Major i Campdorà";"GI1007";"485469,82";"4649470,90";"64,97";"No";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI1006 i GI1005"
"Nord : Pedret, Pont Major i Campdorà";"GI1008";"485584,97";"4649149,75";"64,90";"No";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI1007 i GI1009"
"Nord : Pedret, Pont Major i Campdorà";"GI1009";"485594,69";"4649030,20";"66,25";"No";"juliol 2014";"setembre2014";"18/04/2017";"VPS";"Geopunt";"GI1001 i GI1008"
"Nord : Pedret, Pont Major i Campdorà";"GI1010";"487068,53";"4650085,96";"178,69";"Si";"juliol 2014";"octubre2014";"18/04/2017";"VPS";"Geopunt";"No te visual amb cap vèrtex"
"Nord : Pedret, Pont Major i Campdorà";"GI1011";"485634,14";"4648758,53";"84,96";"Si";"juliol 2014";"2006";"18/04/2017";"VPP";"geopunt amb volandera";"No te visual amb cap vèrtex"
"Nord : Pedret, Pont Major i Campdorà";"GI1012";"486990,83";"4651964,68";"108,48";"Si";"juliol 2014";"2006";"18/04/2017";"VPP";"geopunt amb volandera";"No te visual amb cap vèrtex"
"Nord : Pedret, Pont Major i Campdorà";"GI1013";"486600,62";"4651233,31";"247,65";"No";"juliol 2014";"2006";"18/04/2017";"VPP";"fita tipus ""feno""";"GI1013 i GI3004"
"Nord : Pedret, Pont Major i Campdorà";"GI1014";"485447,87";"4648638,28";"68,24";"No";"juliol 2014";"2001";"18/04/2017";"VPP";"geopunt amb volandera";"GI4031 i GI1002"
"Nord : Pedret, Pont Major i Campdorà";"GI1015";"485530,40";"4650967,41";"63,83";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1030 i GI1016"
"Nord : Pedret, Pont Major i Campdorà";"GI1016";"485423,69";"4650977,77";"63,14";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1015 i GI1017"
"Nord : Pedret, Pont Major i Campdorà";"GI1017";"485421,52";"4650898,70";"63,66";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1016 i GI1018"
"Nord : Pedret, Pont Major i Campdorà";"GI1018";"485524,83";"4650871,70";"64,72";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1017 i GI1019"
"Nord : Pedret, Pont Major i Campdorà";"GI1019";"485516,21";"4650721,22";"66,41";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1018 i GI1020"
"Nord : Pedret, Pont Major i Campdorà";"GI1020";"485421,26";"4650747,42";"65,21";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1019 i GI1021"
"Nord : Pedret, Pont Major i Campdorà";"GI1021";"485398,53";"4650592,01";"65,68";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1020 i GI1022"
"Nord : Pedret, Pont Major i Campdorà";"GI1022";"485494,14";"4650574,82";"67,75";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1042,GI1021 i GI1023"
"Nord : Pedret, Pont Major i Campdorà";"GI1023";"485484,62";"4650479,18";"67,88";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1022 i GI1024"
"Nord : Pedret, Pont Major i Campdorà";"GI1024";"485391,34";"4650485,08";"65,77";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1023 i GI1025"
"Nord : Pedret, Pont Major i Campdorà";"GI1025";"485391,79";"4650354,58";"66,09";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1024 i GI1026"
"Nord : Pedret, Pont Major i Campdorà";"GI1026";"485456,85";"4650357,55";"67,40";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1025 i GI1005"
"Nord : Pedret, Pont Major i Campdorà";"GI1027";"485485,04";"4650134,52";"69,24";"Si";"setembre 2014";"setembre2014";"18/04/2017";"VPS";"Geopunt";"GI1005 i GI1006"
"Nord : Pedret, Pont Major i Campdorà";"GI1028";"485527,58";"4649305,41";"65,09";"No";"setembre 2014";"setembre2014";"18/04/2017";"VPS";"Geopunt";"GI1007 i GI1008"
"Nord : Pedret, Pont Major i Campdorà";"GI1029";"485377,64";"4650849,35";"63,95";"Si";"setembre 2014";"setembre2014";"18/04/2017";"VPS";"Geopunt";"GI1017 i GI1020"
"Nord : Pedret, Pont Major i Campdorà";"GI1030";"485528,02";"4651070,52";"62,80";"No";"setembre 2014";"juny 2014";"18/04/2017";"VPS";"Geopunt";"GI1015 i GI1033"
"Nord : Pedret, Pont Major i Campdorà";"GI1031";"485327,01";"4650059,28";"68,48";"Si";"";"abril2015";"18/04/2017";"VPS";"Geopunt";"GI1027 i GI1032"
"Nord : Pedret, Pont Major i Campdorà";"GI1032";"485207,76";"4649965,95";"70,07";"Si";"";"abril2015";"18/04/2017";"VPS";"Geopunt";"GI1031 i GI2074"
"Nord : Pedret, Pont Major i Campdorà";"GI1033";"485560,30";"4651175,14";"61,86";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt amb volandera";"GI1030 i GI1034"
"Nord : Pedret, Pont Major i Campdorà";"GI1034";"485603,13";"4651255,34";"61,14";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI1033 i GI1035"
"Nord : Pedret, Pont Major i Campdorà";"GI1035";"485690,98";"4651232,29";"61,86";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI1034 i GI1037"
"Nord : Pedret, Pont Major i Campdorà";"GI1036";"485612,03";"4651297,37";"61,45";"";"setembre 2016";"juny 2014";"18/04/2017";"VPS";"Geopunt amb volandera";"GI1034 i GI1004"
"Nord : Pedret, Pont Major i Campdorà";"GI1037";"485661,54";"4651140,04";"62,44";"Si";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI1035 i GI1038"
"Nord : Pedret, Pont Major i Campdorà";"GI1038";"485694,64";"4651033,12";"64,11";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI1037 i GI1039"
"Nord : Pedret, Pont Major i Campdorà";"GI1039";"485667,29";"4650904,21";"63,95";"Si";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI1038 i GI1040"
"Nord : Pedret, Pont Major i Campdorà";"GI1040";"485650,53";"4650828,30";"64,44";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI1039 i GI1041"
"Nord : Pedret, Pont Major i Campdorà";"GI1041";"485598,02";"4650711,73";"66,52";"Si";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI1040 i GI1042"
"Nord : Pedret, Pont Major i Campdorà";"GI1042";"485551,86";"4650586,29";"68,22";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI1041 i GI1022"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2001";"484154,57";"4649043,49";"75,29";"Cel amb obstruccions";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2041 i 0002"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2002";"484729,46";"4648928,71";"72,65";"No";"setembre 2014";"setembre2014";"18/04/2017";"VPS";"Geopunt";"GI2043, GI2019 i GI2022"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2003";"484369,36";"4648928,45";"73,91";"Si";"juliol 2014";"2009";"18/04/2017";"VPP";"geopunt amb volandera";"GI2046 i GI2045"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2004";"484047,41";"4648865,58";"76,83";"Si";"abril 2016";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";" GI2005 i GI2009"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2005";"483932,97";"4648812,80";"77,71";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2004, GI2006 i GI2010"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2006";"483877,48";"4648922,54";"78,02";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2005, GI2007"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2007";"484026,51";"4648993,27";"77,47";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2006 i GI2008 "
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2008";"484063,44";"4649017,69";"77,09";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2007, GI2047 i 0009"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2009";"484150,34";"4648937,46";"74,51";"Si";"abril 2016";"setembre2014";"18/04/2017";"VPS";"Geopunt";"GI2046, GI2042, GI2047, GI2005 i GI2004"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2010";"483785,64";"4648777,00";"78,46";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2005 i GI2011"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2011";"483655,31";"4648744,98";"79,19";"Si";"març 2016";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2010, GI2033"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2012";"484225,44";"4648516,84";"75,03";"Si";"setembre 2014";"setembre2014";"18/04/2017";"VPS";"Geopunt";"304097020 i 304097018"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2013";"483317,60";"4648672,32";"80,53";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2073 i GI2072"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2014";"483104,95";"4648623,04";"82,75";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2073 i GI2015"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2015";"483070,01";"4648709,42";"83,39";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2014 i GI2023"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2016";"485084,16";"4648941,37";"71,74";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2043 i ICC_305095015"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2017";"484975,46";"4648829,67";"72,07";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI6016 i GI2043"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2018";"484878,56";"4648970,14";"72,16";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2019 i GI2043"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2019";"484731,80";"4648980,91";"72,77";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2018 i GI2020"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2020";"484578,19";"4648974,07";"74,43";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2019 i GI2021"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2021";"484444,61";"4648984,47";"74,89";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2020 i GI2045"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2023";"483181,61";"4648774,84";"81,88";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2024 i GI2015"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2024";"483332,84";"4648794,61";"81,24";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2025 i GI2023"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2025";"483467,00";"4648826,16";"80,76";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2026 i GI2024"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2026";"483583,11";"4648854,03";"80,26";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2025 i GI2027"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2027";"483673,76";"4648876,07";"79,79";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2026 i GI2028"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2028";"483759,65";"4648906,33";"79,38";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"geopunt amb volandera";"GI2027 i GI2006"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2029";"483995,28";"4648679,22";"77,05";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2050 i GI2030"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2030";"483819,18";"4648638,86";"77,96";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2029, GI2033 i GI2010"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2031";"483500,01";"4648673,38";"79,57";"Si";"març 2016";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2072, GI2030 i GI2013"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2032";"483756,21";"4649288,82";"85,75";"Si";"febrer 2016";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2039 i GI2062"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2033";"483682,05";"4648639,08";"78,67";"Si";"març 2016";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2030, GI2011 i GI2031"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2034";"483109,56";"4649139,95";"92,83";"No";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2049 i GI2035"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2035";"483238,44";"4649143,53";"91,66";"No";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2034 i GI2036"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2036";"483317,55";"4649377,91";"91,66";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2035 i GI2036"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2037";"483435,43";"4649318,12";"90,11";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2036 i GI2038"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2038";"483620,86";"4649220,09";"87,38";"No";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2054 i GI2039"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2039";"483774,81";"4649181,88";"85,31";"No";"febrer 2016";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2038, GI2032 i GI2040"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2040";"483955,85";"4649146,35";"84,52";"No";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2039 i GI2041"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2041";"484106,22";"4649126,78";"78,72";"No";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2067 i GI2001"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2042";"484194,14";"4648854,75";"74,87";"No";"setembre 2014";"setembre2014";"18/04/2017";"VPS";"Geopunt";"GI2046, GI2004,GI2009 i GI2050"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2043";"484934,63";"4648943,00";"71,94";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2044 i GI2061"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2045";"484417,52";"4648950,15";"74,62";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2022, Gi2021 i GI2003"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2046";"484204,24";"4648929,86";"74,17";"Cel amb obstruccions";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2009, GI2001, GI2003 i GI2042"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2047";"483949,20";"4648944,72";"76,99";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2007 i GI2006"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2050";"484143,25";"4648734,57";"76,34";"Si";"setembre 2014";"setembre2014";"18/04/2017";"VPS";"Geopunt";"GI2029, GI2046, GI2042 i 304097020"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2051";"483257,25";"4649012,84";"91,78";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2035 i GI2052"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2052";"483438,79";"4649037,71";"90,19";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2051 i GI2053"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2053";"483395,78";"4649149,33";"89,99";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2052 i GI2054"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2054";"483567,38";"4649171,55";"88,87";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2053 i GI2038"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2055";"485059,26";"4649078,52";"71,84";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2016 i GI2056"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2056";"485125,66";"4649081,78";"68,58";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2055 i GI2057"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2057";"485129,48";"4649227,07";"68,43";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2056 i GI2058"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2058";"485193,62";"4649228,97";"65,86";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2057 i GI2059"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2059";"485195,38";"4649095,75";"65,77";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2058 i GI2060"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2060";"485213,13";"4648992,16";"65,97";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2059 i GI2061"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2061";"485021,69";"4648941,61";"68,43";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2060 i GI2043"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2062";"483673,69";"4649365,94";"83,92";"Si";"abril 2016";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2032, GI2063 i GI2068"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2063";"483782,03";"4649430,42";"83,54";"No";"abril 2016";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2062 i GI2064"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2064";"483933,37";"4649416,43";"84,35";"Si";"abril 2016";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2063 i GI2065"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2065";"484029,28";"4649326,24";"82,38";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2064 i GI2066"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2066";"484088,31";"4649289,42";"81,28";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2065 i GI2067"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2067";"484035,21";"4649146,06";"81,47";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2066 i GI2040"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2068";"483590,79";"4649423,18";"82,67";"No";"abril 2016";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2062 i GI2069"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2069";"483556,91";"4649511,73";"86,74";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2068 i GI2070"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2070";"483681,11";"4649512,19";"85,93";"No";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2069 i GI2071"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2071";"483713,22";"4649406,25";"81,08";"Si";"setembre 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2070 i GI2063"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2072";"483477,55";"4648713,93";"80,22";"Cel amb obstruccions";"març 2016";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI2011, GI2025, GI2031 i GI2013"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2074";"485056,37";"4649874,98";"71,87";"Si";"";"abril2015";"18/04/2017";"VPS";"Geopunt";"GI1032 i GI2075"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2075";"484903,67";"4649783,85";"73,96";"Si";"";"abril2015";"18/04/2017";"VPS";"Geopunt";"GI2074 i GI2076"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2076";"485024,16";"4649594,37";"73,23";"No";"";"abril2015";"18/04/2017";"VPS";"Geopunt";"GI2075 i GI2077"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2077";"485032,62";"4649321,79";"71,87";"No";"";"abril2015";"18/04/2017";"VPS";"Geopunt";"GI2076 i GI2055"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2078";"483412,71";"4649357,14";"90,41";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2037 i GI2079"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2079";"483509,96";"4649464,64";"88,17";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2078 i GI2080"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2080";"483573,87";"4649411,95";"85,92";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2080, GI2068 i GI2081"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2081";"483604,81";"4649369,01";"88,02";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2080 i GI2082"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2082";"483523,00";"4649279,71";"88,58";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2081 i GI2038"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2083";"483473,78";"4648884,64";"88,91";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2052 i GI2084"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2084";"483580,11";"4648907,09";"88,24";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2083 i GI2085"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2085";"483553,44";"4649057,91";"88,74";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2084 i GI2086"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2086";"483683,57";"4649070,70";"87,57";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2085 i GI2087"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2087";"483746,96";"4649066,62";"87,00";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2086 i GI2039"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2088";"483752,40";"4649537,02";"85,97";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2070 i GI2089"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2089";"483809,73";"4649582,55";"88,77";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2088 i GI2090"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2090";"483899,15";"4649627,33";"96,55";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2089 i GI2091"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2091";"483946,05";"4649627,03";"98,81";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2090 i GI2092"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2092";"483948,54";"4649566,35";"92,44";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2091 i GI2093"
