"Id";"dBA_dia";"dBA_nit";"Codi_Carrer";"Nom_Carrer";"Tipus_carrer";"Poblacio"
"812";"62";"51";"774";"JOAN ROCA PINET";"C.";"85"
"449";"60";"55";"776";"JUST MANUEL CASERO I MADR";"C.";"5"
"450";"55";"45";"777";"RAFAEL CASANOVA I COMES";"PL.";"12"
"814";"61";"51";"778";"JOAN COROMINES I VIGNEAUX";"C.";""
"716";"64";"55";"779";"CIUTAT DE FIGUERES";"PL.";"194"
"451";"45";"35";"780";"SAC DEL";"C.";""
"452";"73";"63";"781";"VILA DE PERPINYÀ";"PL.";""
"453b";"64";"55";"782";"VITORIA-GASTEIZ";"C.";""
"453a";"64";"55";"782";"VITORIA-GASTEIZ";"C.";""
"454";"61";"52";"783";"FRANCESC PI I MARGALL";"PTGE.";"60"
"455";"64";"54";"784";"GERMANS LUMIÈRE";"C.";"45"
"717";"63";"53";"785";"AURORA BERTRANA I SALAZAR";"C.";"137"
"456";"64";"54";"786";"FRUCTUÓS GELABERT I BADIE";"C.";""
"815";"61";"51";"787";"GEORGES MÉLIÈS";"C.";""
"457";"69";"62";"788";"CREU DE PALAU";"ROTONDA";""
"458";"70";"61";"789";"RIU CARDENER";"ROTONDA";""
"816";"72";"63";"790";"REGGIO EMILIA";"ROTONDA";""
"459";"73";"63";"791";"MAS GRI";"ROTONDA";""
"460";"64";"54";"792";"RIERA DE MUS";"ROTONDA";""
"461";"71";"62";"793";"SANTA COLOMA DE FARNERS";"ROTONDA";""
"462";"65";"55";"794";"MONTILIVI";"ROTONDA";""
"463";"69";"60";"795";"LLUÍS PERICOT";"ROTONDA";""
"464";"72";"62";"796";"FONTAJAU";"ROTONDA";""
"465";"69";"59";"797";"TAIALÀ";"ROTONDA";""
"467";"68";"58";"799";"PONT DE PEDRET";"ROTONDA";""
"611";"72";"63";"800";"RELLOTGE";"ROTONDA";""
"817";"70";"60";"801";"DOMENY";"ROTONDA";""
"718";"63";"53";"802";"SUSQUEDA";"C.";""
"612";"65";"56";"803";"JOAN SALVAT I PAPASSEIT";"C.";"35"
"719";"60";"50";"804";"JOAN OLIVER  PERE QUART";"C.";"59"
"468";"60";"50";"805";"BESCANÓ";"C.";"60"
"469";"58";"49";"806";"GINESTAR";"C.";""
"720";"56";"47";"807";"LLORÀ";"C.";""
"613";"66";"57";"808";"CANET D'ADRI";"C.";""
"470";"61";"52";"809";"ADRI";"C.";""
"471";"64";"55";"810";"CARTELLÀ";"C.";"4"
"472";"56";"47";"811";"JOSEP CARNER I PUIG-ORIOL";"PG.";"54"
"721";"57";"48";"812";"LOLA ANGLADA";"C.";"57"
"473";"56";"47";"813";"FREDERICA MONTSENY I MAÑÉ";"C.";"65"
"614";"56";"47";"814";"PALOL D'ONYAR";"C.";""
"474";"45";"35";"815";"JACINT VERDAGUER I SANTAL";"PL.";""
"475";"55";"45";"816";"DOMÈNEC FITA I MOLAT";"PL.";""
"476";"57";"50";"817";"ESCOLA DE MONTJUÏC";"CAMÍ";""
"477";"64";"55";"818";"AGUSTÍ PERA I PLANELLS";"MIRADOR";""
"615";"56";"47";"819";"VALL UMBROSA";"PTGE.";""
"478";"51";"40";"820";"FOSSATS";"PTGE.";""
"722";"58";"49";"821";"GLACIS";"PTGE.";""
"479";"54";"45";"822";"RIERA DE CAN PUNXA";"PTGE.";""
"480";"59";"50";"823";"MUNTANYA DE CAN SIMÓN";"PTGE.";""
"723";"57";"46";"824";"PUIG AULET";"PTGE.";""
"481";"55";"46";"825";"PUIG ESTELA";"PTGE.";""
"616";"67";"57";"826";"MANUEL CAZURRO RUIZ";"C.";"75"
"617";"57";"48";"827";"FRA IGNASI BARNOYA I OMS";"PL.";""
"482";"61";"52";"828";"FONT DEL CANÓ";"BDA.";""
"818a";"64";"55";"830";"JOAN BROSSA";"PL.";""
"818b";"64";"55";"830";"JOAN BROSSA";"PL.";""
"818a";"64";"55";"830";"JOAN BROSSA";"PL.";""
"818c";"64";"55";"830";"JOAN BROSSA";"PL.";""
"818c";"64";"55";"830";"JOAN BROSSA";"PL.";""
"819";"61";"51";"831";"ANTÒNIA ADROHER I PASCUAL";"C.";""
"820";"62";"56";"832";"COMTESSA ERMESSENDA";"PARC";""
"821";"68";"58";"833";"EMPÚRIES";"PL.";"46"
"483";"68";"61";"834";"SALVADOR DABAU I CAUSSÀ";"C.";"97"
"822";"61";"52";"835";"TOMÀS CARRERAS ARTAU";"C.";"79"
"484";"69";"63";"836";"SANTA EUGÈNIA";"PG.";"35"
"618";"55";"46";"837";"PICAPEDRERS";"PTGE.";""
"485";"40";"30";"838";"MERCADERS";"PL.";""
"769";"46";"37";"838";"MERCADERS";"PL.";""
"486";"56";"47";"840";"PALLOL (Del)";"PL.";""
"487";"64";"55";"842";"JOAN JOSEP THARRATS";"C.";""
"488";"57";"48";"843";"TETE MONTOLIU I MASSANA";"RBLA.";"94"
"489";"60";"50";"844";"M.ÀNGELS ANGLADA ABADAL";"C.";"88"
"490";"65";"55";"845";"RAMON LLULL";"C.";""
"491";"61";"52";"846";"ÀNGEL SERRADELL I PEREZ";"C.";"32"
"492";"64";"55";"847";"PALAU SACOSTA";"C.";"12"
"493";"62";"53";"848";"JOSEP BOSCH I PUY";"C.";"32"
"494";"56";"47";"849";"PERE SACOMA";"PCTA.";""
"495";"72";"63";"850";"DEVESA";"ROTONDA";""
"496";"62";"52";"851";"PAU VILA I DINARÉS";"C.";"77"
"497";"66";"60";"852";"ANTONI GAUDÍ  I CORNET";"C.";""
"620";"55";"46";"853";"JOAN VIÑAS I BONA";"C.";"6"
"724";"53";"44";"854";"SANTIAGO COQUARD I SALA";"C.";"8"
"498";"52";"43";"855";"JOSEP M. PONS I GURI";"C.";""
"499";"60";"50";"856";"MA. JOSEPA ARNALL I JUAN";"C.";"31"
"823";"57";"45";"857";"JOSEP CANAL I ROQUET";"C.";""
"824";"62";"52";"858";"EMILIA XARGAY I PAGÈS";"C.";""
"500";"61";"50";"859";"AVEL·LÍ ARTÍS I GENER";"C.";""
"501";"59";"50";"860";"GEORGE ORWELL";"PL.";""
"621";"67";"58";"861";"FONT DEL BOU";"JARDINS";""
"825";"52";"43";"862";"CAN BENET DEL RIU";"C.";""
"502";"43";"34";"863";"JOAN FUSTER I ORTELLS";"JARDINS";""
"622";"57";"47";"864";"EUSEBI COLOMER I POUS";"JARDINS";""
"503";"67";"58";"865";"MIQUEL MARTÍ I POL";"PL.";""
"504";"49";"40";"866";"ONYAR";"PTGE.";""
"505";"68";"59";"867";"FORNELLS DE LA SELVA";"ROTONDA";""
"725";"52";"43";"868";"M. ASSUMPCIÓ SOLER";"C.";""
"439";"55";"46";"869";"L'AURORA";"C.";""
"506";"56";"45";"869";"L'AURORA";"C.";""
"507";"61";"52";"870";"MONTSERRAT LLONCH";"C.";""
"508";"59";"50";"871";"MARIA CASTANYER";"C.";""
"509";"62";"53";"872";"MATILDE ALÍS";"C.";"39"
"826";"69";"59";"873";"GÜELL";"ROTONDA";""
"827";"65";"55";"873";"GÜELL";"ROTONDA";""
"5";"59";"50";"881";"ACÀCIA";"PL.";""
"600";"66";"55";"893";"VALENTÍ FARGNOLI";"PL.";"10"
"758";"49";"40";" ";"GERMANS MARISTES";"JARDINS";""
