nom_cientific;nom;mida_tronc;mida_escocell;x;y
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485682,3;4646480,6
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485683,5;4646475,5
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485684,4;4646469,8
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485685,3;4646465,3
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485686,9;4646457,6
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485688,5;4646451,9
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485689,8;4646444,4
Morus alba;Morera;50-80;90;485682,8;4646447,8
Melia azedarach;Melia;20-50;40-90;485681,8;4646452,5
Morus alba;Morera;50-80;90;485680,4;4646458,2
Morus nigra;Morera negra;50-80;90;485679,2;4646464,2
Morus nigra;Morera negra;50-80;90;485678,2;4646468,8
Morus nigra;Morera negra;50-80;90;485677;4646474,5
Morus alba;Morera;50-80;90;485676;4646479,5
Morus alba;Morera;50-80;90;485674,9;4646484,4
Morus alba;Morera;50-80;90;485673,8;4646491,5
Morus alba;Morera;50-80;90;485672,1;4646497,5
Morus alba;Morera;50-80;90;485670,8;4646503,9
Morus alba;Morera;50-80;90;485669,6;4646510,3
Morus alba;Morera;50-80;90;485668,6;4646517,4
Morus alba;Morera;50-80;90;485665,7;4646529,1
Morus alba;Morera;50-80;90;485664;4646535,8
Morus alba;Morera;50-80;90;485662,8;4646542,3
Morus alba;Morera;50-80;90;485661,6;4646547,3
Morus alba;Morera;50-80;90;485660,6;4646553,8
Melia azedarach;Melia;20-50;40-90;485630,1;4646548,3
Melia azedarach;Melia;20-50;40-90;485631,4;4646541,1
Melia azedarach;Melia;20-50;40-90;485632,9;4646534,8
Melia azedarach;Melia;20-50;40-90;485634,2;4646529,1
Melia azedarach;Melia;20-50;40-90;485637,7;4646510,3
Melia azedarach;Melia;20-50;40-90;485638,6;4646504,2
Sophora japonica;Acacia del Japó;20-50;40-90;485640,5;4646498,1
Melia azedarach;Melia;20-50;40-90;485641,4;4646491,8
Melia azedarach;Melia;20-50;40-90;485643,2;4646485,3
Melia azedarach;Melia;20-50;40-90;485645,1;4646478,7
Melia azedarach;Melia;20-50;40-90;485646,2;4646472
Melia azedarach;Melia;20-50;40-90;485648;4646465
Melia azedarach;Melia;20-50;40-90;485649,7;4646458,7
Melia azedarach;Melia;20-50;40-90;485651;4646451,7
Melia azedarach;Melia;20-50;40-90;485651,7;4646445,4
Melia azedarach;Melia;20-50;40-90;485653;4646438
Melia azedarach;Melia;20-50;40-90;485636;4646523,6
Morus nigra;Morera negra;50-80;90;485676,3;4646444,9
Morus alba;Morera;50-80;90;485664,5;4646441
Morus alba;Morera;50-80;90;485658,2;4646439,9
Morus alba;Morera;50-80;90;485670,4;4646443,2
Morus alba;Morera;50-80;90;485669,1;4646483,3
Morus alba;Morera;50-80;90;485662,3;4646481,3
Morus alba;Morera;50-80;90;485656,9;4646481,3
Melia azedarach;Melia;20-50;40-90;485651,2;4646479,4
Morus alba;Morera;50-80;90;485667,4;4646489,4
Morus alba;Morera;20-50;90;485661,7;4646488,1
Morus alba;Morera;20-50;90;485655,4;4646487,4
Melia azedarach;Melia;20-50;40-90;485649,9;4646486,8
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485663,5;4646495,7
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485664,2;4646509,3
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485662,2;4646517,6
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485660,1;4646527,8
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485657,8;4646535,8
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485652,6;4646547,6
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485639,8;4646545,9
Fraxinus angustifolia;Freixa de fulla petita;50-80;90;485639,4;4646531,9
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485641,1;4646523,4
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485642,9;4646514,3
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485644,6;4646504,9
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485650,5;4646493,3
Celtis sinensis;Lledoner xinés;20-50;90;485644,1;4646541,2
Magnolia grandiflora;Magnolia;20-50;90;485644,4;4646533,6
Celtis sinensis;Lledoner xinés;50-80;90;485645,6;4646523
Magnolia grandiflora;Magnolia;20-50;90;485649,8;4646507,7
Celtis sinensis;Lledoner xinés;50-80;90;485650,6;4646542,6
Magnolia grandiflora;Magnolia;20-50;90;485653,9;4646532,9
Celtis australis;Lledoner;20-50;90;485658,1;4646518,6
Magnolia grandiflora;Magnolia;20-50;90;485658,4;4646508,9
Celtis australis;Lledoner;20-50;90;485659,2;4646499,7
Aesculus hippocastanum;Castanyer d'índies;20-50;90;485626,6;4646558,2
Aesculus hippocastanum;Castanyer d'índies;20-50;90;485631,6;4646559,4
Aesculus hippocastanum;Castanyer d'índies;20-50;90;485636,5;4646560,5
Aesculus hippocastanum;Castanyer d'índies;20-50;90;485641,1;4646561,5
Aesculus hippocastanum;Castanyer d'índies;20-50;90;485645,4;4646562,4
Aesculus hippocastanum;Castanyer d'índies;20-50;90;485648,9;4646563
Aesculus hippocastanum;Castanyer d'índies;20-50;90;485654;4646564,5
Aesculus hippocastanum;Castanyer d'índies;20-50;90;485661,6;4646565,5
Fraxinus angustifolia;Freixa de fulla petita;50-80;90;485621,1;4646560,4
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485620;4646566,6
Celtis australis;Lledoner;20-50;90;485637,6;4646592
Quercus ilex;Alzina;20-50;90;485658,5;4646586,4
Ficus carica;Figuera;20-50;90;485647,1;4646569
Ficus carica;Figuera;20-50;90;485639,5;4646568,1
Ficus carica;Figuera;20-50;90;485642,2;4646572,2
Acer negundo;Negundo;50-80;90;485677,3;4646555,3
Acer negundo;Negundo;20-50;90;485676,6;4646560,4
Acer negundo;Negundo;20-50;90;485675,7;4646565,4
Acer negundo;Negundo;20-50;90;485674,7;4646571,1
Acer negundo;Negundo;20-50;90;485674,2;4646575,1
Acer negundo;Negundo;50-80;90;485673,6;4646580,4
Acer negundo;Negundo;50-80;90;485724,3;4646616,1
Acer negundo;Negundo;50-80;90;485719,9;4646614
Acer negundo;Negundo;20-50;90;485715,6;4646611,7
Acer negundo;Negundo;20-50;90;485711,3;4646609,8
Acer negundo;Negundo;20-50;90;485706,9;4646607,9
Acer negundo;Negundo;50-80;90;485703;4646605,7
Acer negundo;Negundo;50-80;90;485699,1;4646603,8
Acer negundo;Negundo;50-80;90;485694,8;4646601,8
Acer negundo;Negundo;50-80;90;485690,7;4646599,7
Acer negundo;Negundo;50-80;90;485686,8;4646598
Acer negundo;Negundo;50-80;90;485682,6;4646595,6
Acer negundo;Negundo;50-80;90;485679,2;4646594
Acer negundo;Negundo;50-80;90;485674,2;4646591,3
Acer negundo;Negundo;20-50;90;485669,9;4646591,1
Acer negundo;Negundo;50-80;90;485659,8;4646598,8
Acer negundo;Negundo;50-80;90;485654,1;4646601,3
Acer negundo;Negundo;50-80;90;485648,2;4646603,7
Acer negundo;Negundo;50-80;90;485643,9;4646605,3
Acer negundo;Negundo;50-80;90;485641,9;4646609,1
Acer negundo;Negundo;50-80;90;485641,1;4646614,9
Acer negundo;Negundo;50-80;90;485640,5;4646619,8
Acer negundo;Negundo;20-50;90;485639,9;4646624,4
Acer negundo;Negundo;50-80;90;485639,1;4646629,1
Acer negundo;Negundo;50-80;90;485638,6;4646634,2
Acer negundo;Negundo;50-80;90;485637,8;4646639
Acer negundo;Negundo;50-80;90;485637,4;4646643,4
Acer negundo;Negundo;20-50;90;485636,6;4646648,1
Acer negundo;Negundo;20-50;90;485635,8;4646653,2
Acer negundo;Negundo;50-80;90;485634,9;4646657,7
Acer negundo;Negundo;20-50;Sense escocell;485592,2;4646650,6
Fraxinus angustifolia;Freixa de fulla petita;20-50;Sense escocell;485593;4646644,3
Robinia pseudoacacia;Falsa acàcia;20-50;Sense escocell;485593,8;4646636,3
Robinia pseudoacacia;Falsa acàcia;20-50;Sense escocell;485594,4;4646626,5
Acer negundo;Negundo;20-50;Sense escocell;485595,3;4646619
Morus nigra;Morera negra;20-50;Sense escocell;485594,6;4646606,3
Morus nigra;Morera negra;20-50;Sense escocell;485598,8;4646608,6
Morus nigra;Morera negra;20-50;Sense escocell;485598;4646602,8
Acer negundo;Negundo;20-50;Sense escocell;485600,9;4646624,8
Acer negundo;Negundo;20-50;Sense escocell;485599,8;4646632
Robinia pseudoacacia;Falsa acàcia;20-50;Sense escocell;485599,2;4646640,5
Fraxinus angustifolia;Freixa de fulla petita;20-50;Sense escocell;485598,8;4646648,3
Acer negundo;Negundo;50-80;90;485634,3;4646608,5
Acer negundo;Negundo;50-80;90;485635;4646604,2
Acer negundo;Negundo;20-50;90;485631,8;4646602,2
Acer negundo;Negundo;50-80;90;485628,1;4646600,1
Acer negundo;Negundo;50-80;90;485623,8;4646598,3
Acer negundo;Negundo;50-80;90;485619,9;4646595,1
Acer negundo;Negundo;50-80;90;485617,3;4646591,4
Acer negundo;Negundo;50-80;90;485613,8;4646587,3
Acer negundo;Negundo;50-80;90;485611,9;4646582,6
Acer negundo;Negundo;20-50;90;485610;4646577,8
Acer negundo;Negundo;50-80;90;485608,9;4646573,5
Acer negundo;Negundo;50-80;90;485740,9;4646625
Acer negundo;Negundo;50-80;90;485745,6;4646627,1
Acer negundo;Negundo;50-80;90;485750,5;4646629,3
Acer negundo;Negundo;50-80;90;485755,8;4646632,1
Acer negundo;Negundo;50-80;90;485760,4;4646634,2
Acer negundo;Negundo;50-80;90;485764,5;4646636,5
Acer negundo;Negundo;50-80;90;485769,1;4646639
Acer negundo;Negundo;50-80;90;485773,5;4646641,3
Fraxinus excelsior;Freixa de fulla gran;50-80;90;485765;4646621,7
Catalpa ovata;Catalpa;20-50;90;485770,1;4646619,8
Catalpa ovata;Catalpa;20-50;90;485765,7;4646619
Catalpa ovata;Catalpa;20-50;90;485768,1;4646615,9
Catalpa ovata;Catalpa;20-50;90;485770,1;4646601,2
Catalpa ovata;Catalpa;20-50;90;485771,1;4646598,8
Catalpa ovata;Catalpa;20-50;90;485767,6;4646598,8
Ailanthus altissima;Ailant;20-50;90;485769,7;4646586
Ailanthus altissima;Ailant;20-50;90;485770,6;4646579,6
Acer negundo;Negundo;20-50;Sense escocell;485788,1;4646521,9
Acer negundo;Negundo;20-50;Sense escocell;485788,3;4646511,4
Acer negundo;Negundo;20-50;Sense escocell;485788,9;4646505,3
Acer negundo;Negundo;20-50;Sense escocell;485789,3;4646499,2
Acer negundo;Negundo;20-50;Sense escocell;485789,4;4646493,3
Acer negundo;Negundo;20-50;Sense escocell;485789,3;4646488,1
Quercus ilex;Alzina;20-50;Sense escocell;485799,1;4646474,4
Quercus ilex;Alzina;20-50;Sense escocell;485808,5;4646495,4
Quercus ilex;Alzina;20-50;Sense escocell;485811,1;4646506,7
Quercus ilex;Alzina;20-50;Sense escocell;485807,6;4646515,3
Pinus pinea;Pi pinyer;50-80;Sense escocell;485816;4646471,9
Pinus pinea;Pi pinyer;50-80;Sense escocell;485811,9;4646470,3
Pinus pinea;Pi pinyer;50-80;Sense escocell;485808;4646468,5
Pinus pinea;Pi pinyer;50-80;Sense escocell;485804,2;4646466,2
Pinus pinea;Pi pinyer;50-80;Sense escocell;485800,8;4646462,8
Pinus pinea;Pi pinyer;50-80;Sense escocell;485799;4646458,1
Pinus pinea;Pi pinyer;50-80;Sense escocell;485795,4;4646452,6
Pinus pinea;Pi pinyer;20-50;Sense escocell;485799,3;4646450,1
Pinus pinea;Pi pinyer;20-50;Sense escocell;485802,4;4646447,3
Pinus pinea;Pi pinyer;20-50;Sense escocell;485805,8;4646443,4
Pinus pinea;Pi pinyer;20-50;Sense escocell;485803,9;4646452,6
Quercus petraea;Roure de fulla gran;20-50;Sense escocell;485814,7;4646464,6
Quercus petraea;Roure de fulla gran;20-50;Sense escocell;485799,3;4646440,3
Quercus petraea;Roure de fulla gran;20-50;Sense escocell;485796;4646443,7
Pinus pinea;Pi pinyer;50-80;Sense escocell;485797,6;4646434,5
Pinus pinea;Pi pinyer;50-80;Sense escocell;485795,2;4646439,2
Pinus pinea;Pi pinyer;50-80;Sense escocell;485802,5;4646431,2
Pinus pinea;Pi pinyer;20-50;Sense escocell;485798,7;4646410,3
Pinus pinea;Pi pinyer;20-50;Sense escocell;485792,2;4646421
Pinus pinea;Pi pinyer;20-50;Sense escocell;485789,2;4646425,3
Pinus pinea;Pi pinyer;20-50;Sense escocell;485795,2;4646416,1
Pinus pinea;Pi pinyer;20-50;Sense escocell;485785,4;4646416,8
Pinus pinea;Pi pinyer;20-50;Sense escocell;485783;4646421,8
Acer negundo;Negundo;20-50;Sense escocell;485777,5;4646422,3
Acer negundo;Negundo;20-50;Sense escocell;485780,6;4646426,5
Acer negundo;Negundo;20-50;Sense escocell;485784,4;4646429,7
Acer negundo;Negundo;20-50;Sense escocell;485786,3;4646435,7
Acer negundo;Negundo;20-50;Sense escocell;485788,7;4646439,9
Acer negundo;Negundo;20-50;Sense escocell;485791,1;4646444,7
Acer negundo;Negundo;20-50;Sense escocell;485792,2;4646449,9
Acer negundo;Negundo;20-50;Sense escocell;485792,5;4646455,3
Acer negundo;Negundo;20-50;Sense escocell;485792,5;4646460,4
Acer negundo;Negundo;20-50;Sense escocell;485792,7;4646465,5
Acer negundo;Negundo;20-50;Sense escocell;485791,6;4646470,6
Acer negundo;Negundo;20-50;Sense escocell;485791;4646476,5
Ailanthus altissima;Ailant;20-50;Sense escocell;485783;4646481,1
Quercus ilex;Alzina;20-50;Sense escocell;485765,9;4646476,6
Quercus petraea;Roure de fulla gran;20-50;Sense escocell;485773,1;4646472,7
Quercus petraea;Roure de fulla gran;20-50;Sense escocell;485771,3;4646470,2
Quercus rubra;Roure americà;20-50;Sense escocell;485769;4646466,1
Quercus petraea;Roure de fulla gran;20-50;Sense escocell;485771,3;4646458,2
Quercus ilex;Alzina;20-50;Sense escocell;485774,7;4646453,2
Quercus ilex;Alzina;20-50;Sense escocell;485784,2;4646446,4
Betula pendula;Bedoll;20-50;90;485456,1;4646678,3
Betula pendula;Bedoll;20-50;90;485455,7;4646673
Betula pendula;Bedoll;20-50;90;485455,4;4646668,8
Betula pendula;Bedoll;20-50;90;485455,2;4646663,8
Betula pendula;Bedoll;20-50;90;485454,7;4646658,2
Betula pendula;Bedoll;20-50;90;485454,2;4646653,2
Betula pendula;Bedoll;20-50;90;485454;4646648,7
Fraxinus ornus;Freixa de flor;20-50;90;485455,9;4646638,7
Fraxinus ornus;Freixa de flor;20-50;90;485455,3;4646633,3
Fraxinus ornus;Freixa de flor;20-50;90;485454,7;4646628
Fraxinus ornus;Freixa de flor;20-50;90;485454,9;4646623,5
Betula pendula;Bedoll;50-80;90;485454,2;4646618,4
Fraxinus ornus;Freixa de flor;20-50;90;485453,7;4646613,3
Fraxinus ornus;Freixa de flor;20-50;90;485453,3;4646603,1
Betula pendula;Bedoll;20-50;90;485452,3;4646598,1
Fraxinus ornus;Freixa de flor;20-50;90;485451,4;4646585,3
Fraxinus ornus;Freixa de flor;20-50;90;485450,9;4646577,9
Fraxinus ornus;Freixa de flor;20-50;90;485448,9;4646554,6
Pinus pinea;Pi pinyer;80-120;Sense escocell;485453,2;4646557,2
Pinus pinea;Pi pinyer;80-120;Sense escocell;485456,3;4646555,7
Pinus pinea;Pi pinyer;80-120;Sense escocell;485463,1;4646556,1
Pinus pinea;Pi pinyer;50-80;Sense escocell;485452,9;4646559,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;485458,7;4646556,1
Pinus pinea;Pi pinyer;50-80;Sense escocell;485460,8;4646557,3
Pinus pinea;Pi pinyer;50-80;Sense escocell;485455,8;4646561
Pinus pinea;Pi pinyer;50-80;Sense escocell;485457,9;4646559,8
Pinus pinea;Pi pinyer;80-120;Sense escocell;485462,1;4646559,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;485454,2;4646563,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;485457,2;4646563,9
Pinus pinea;Pi pinyer;50-80;Sense escocell;485453,2;4646567
Pinus pinea;Pi pinyer;80-120;Sense escocell;485456,8;4646568,9
Pinus pinea;Pi pinyer;50-80;Sense escocell;485453,3;4646571,3
Pinus pinea;Pi pinyer;80-120;Sense escocell;485454,8;4646574,1
Pinus pinea;Pi pinyer;80-120;Sense escocell;485453,8;4646578,2
Salix babylonica;Desmai;50-80;Sense escocell;485469,7;4646554,4
Pinus pinea;Pi pinyer;80-120;Sense escocell;485456,7;4646596
Pinus pinea;Pi pinyer;50-80;Sense escocell;485454,8;4646599,2
Pinus pinea;Pi pinyer;50-80;Sense escocell;485458,8;4646601,4
Pinus pinea;Pi pinyer;50-80;Sense escocell;485455,7;4646603,2
Pinus pinea;Pi pinyer;50-80;Sense escocell;485460,1;4646607
Pinus pinea;Pi pinyer;50-80;Sense escocell;485460;4646611,9
Pinus pinea;Pi pinyer;80-120;Sense escocell;485461,3;4646620,4
Pinus pinea;Pi pinyer;50-80;Sense escocell;485457,6;4646623,2
Pinus pinea;Pi pinyer;50-80;Sense escocell;485460,5;4646625,2
Pinus pinea;Pi pinyer;50-80;Sense escocell;485457,7;4646627
Pinus pinea;Pi pinyer;50-80;Sense escocell;485460,2;4646628,9
Pinus pinea;Pi pinyer;80-120;Sense escocell;485460,1;4646632,4
Pinus pinea;Pi pinyer;50-80;Sense escocell;485457,7;4646634,3
Pinus pinea;Pi pinyer;50-80;Sense escocell;485459,6;4646637,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;485457,7;4646640,5
Pinus pinea;Pi pinyer;80-120;Sense escocell;485460,3;4646642,1
Pinus pinea;Pi pinyer;80-120;Sense escocell;485458,2;4646644,6
Fraxinus ornus;Freixa de flor;20-50;90;485446,5;4646540,8
Fraxinus ornus;Freixa de flor;20-50;90;485445,6;4646529,2
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485444,6;4646514,4
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485444,1;4646508,7
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485443,6;4646504,4
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485442,3;4646489
Betula pendula;Bedoll;20-50;Sense escocell;485442,8;4646493,1
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485441,8;4646484,1
Betula pendula;Bedoll;20-50;Sense escocell;485441,4;4646479,3
"Fraxinus angustifolia ""Raywood""";"Freixe de fulla petita ""Raywood""";20-50;Sense escocell;485441,4;4646474,5
Tilia europaea;Til·ler;50-80;90;485447,4;4646470
Tilia europaea;Til·ler;50-80;90;485451,9;4646469,3
Tilia europaea;Til·ler;50-80;90;485457,4;4646468,2
Tilia europaea;Til·ler;50-80;90;485462,9;4646468,5
Tilia europaea;Til·ler;50-80;90;485456,7;4646460,4
Tilia europaea;Til·ler;50-80;90;485451;4646460,9
Tilia europaea;Til·ler;50-80;90;485445,8;4646461,4
Populus hibrida;Pollancre;50-80;Sense escocell;485442,1;4646453
Populus hibrida;Pollancre;50-80;Sense escocell;485441,6;4646448,2
Populus hibrida;Pollancre;50-80;Sense escocell;485440,8;4646437,4
Populus hibrida;Pollancre;50-80;Sense escocell;485440;4646432,8
Populus hibrida;Pollancre;20-50;Sense escocell;485439,4;4646429,4
Populus hibrida;Pollancre;50-80;Sense escocell;485437,9;4646414,7
Populus hibrida;Pollancre;50-80;Sense escocell;485437;4646408
Populus hibrida;Pollancre;50-80;Sense escocell;485436,4;4646404,2
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485431,6;4646365,2
Populus hibrida;Pollancre;50-80;Sense escocell;485430,7;4646359,5
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485430,3;4646355,1
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485429,1;4646350,4
Celtis australis;Lledoner;20-50;Sense escocell;485453,9;4646347,7
Celtis australis;Lledoner;20-50;Sense escocell;485452,6;4646354,2
Celtis australis;Lledoner;20-50;Sense escocell;485451,4;4646358,3
Celtis australis;Lledoner;20-50;Sense escocell;485452,6;4646364,2
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485452,8;4646368
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485453;4646371,2
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485452,9;4646373,6
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485453;4646376,1
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485453,5;4646379,2
Fraxinus ornus;Freixa de flor;20-50;Sense escocell;485453,7;4646381,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;485450,4;4646400,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;485450,4;4646405,9
Pinus pinea;Pi pinyer;50-80;Sense escocell;485450,5;4646410
Pinus pinea;Pi pinyer;50-80;Sense escocell;485450,8;4646413,1
Pinus pinea;Pi pinyer;50-80;Sense escocell;485450,9;4646417
Pinus pinea;Pi pinyer;50-80;Sense escocell;485450,6;4646419,8
Betula pendula;Bedoll;50-80;90;485432,5;4646398
Fraxinus ornus;Freixa de flor;20-50;90;485428,8;4646378,6
Betula pendula;Bedoll;20-50;90;485427,7;4646370,9
Fraxinus ornus;Freixa de flor;20-50;90;485426,2;4646363
Betula pendula;Bedoll;50-80;90;485423,8;4646348,8
Acer negundo;Negundo;50-80;90;485423,1;4646344,4
Acer negundo;Negundo;50-80;90;485421,7;4646339,4
Acer negundo;Negundo;50-80;90;485421,3;4646334,1
Acer negundo;Negundo;50-80;90;485420,3;4646328,2
Acer negundo;Negundo;50-80;90;485419,6;4646322,6
Acer negundo;Negundo;50-80;90;485415,3;4646296,3
Acer negundo;Negundo;20-50;90;485417,4;4646312,1
Acer negundo;Negundo;20-50;90;485416,3;4646306,3
Acer negundo;Negundo;20-50;90;485416,1;4646301,3
Acer negundo;Negundo;50-80;90;485394,9;4646226,1
Acer negundo;Negundo;50-80;90;485399,7;4646239,7
Acer negundo;Negundo;50-80;90;485402,4;4646249,7
Acer negundo;Negundo;50-80;90;485404,4;4646256,4
Acer negundo;Negundo;50-80;90;485405,7;4646260,9
Acer negundo;Negundo;50-80;90;485406,9;4646265,6
Acer negundo;Negundo;20-50;90;485407,9;4646269,4
Acer negundo;Negundo;50-80;90;485401;4646244,1
Acer negundo;Negundo;50-80;90;485398,6;4646234,9
Acer negundo;Negundo;50-80;90;485398;4646229,9
Catalpa ovata;Catalpa;80-120;90;485461,2;4646199,8
Catalpa ovata;Catalpa;50-80;90;485466,4;4646199,1
Catalpa ovata;Catalpa;50-80;90;485471,7;4646198,8
Catalpa ovata;Catalpa;50-80;90;485476,5;4646198
Catalpa ovata;Catalpa;80-120;90;485481,8;4646197
Catalpa ovata;Catalpa;80-120;90;485486,5;4646196,6
Catalpa ovata;Catalpa;50-80;90;485492,6;4646195,5
Catalpa ovata;Catalpa;80-120;90;485497,6;4646194,6
Catalpa ovata;Catalpa;50-80;90;485502,6;4646194,3
Catalpa ovata;Catalpa;50-80;90;485506,5;4646193,4
Catalpa ovata;Catalpa;50-80;90;485511,9;4646193,4
Catalpa ovata;Catalpa;80-120;90;485517,1;4646192,4
Catalpa ovata;Catalpa;80-120;90;485522,8;4646191,5
Catalpa ovata;Catalpa;50-80;90;485532,4;4646190,4
Catalpa ovata;Catalpa;50-80;90;485543,1;4646188,2
Catalpa ovata;Catalpa;50-80;90;485547,7;4646188,5
Catalpa ovata;Catalpa;50-80;90;485553,7;4646187,4
Catalpa ovata;Catalpa;50-80;90;485558,4;4646186,8
Gleditsia triacanthos elegantissima;Gleditsia sense espines;50-80;90;485564,2;4646180,9
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485559;4646174,2
Gleditsia triacanthos elegantissima;Gleditsia sense espines;20-50;90;485556,5;4646179
Fraxinus ornus;Freixa de flor;20-50;90;485549,7;4646176,2
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485517,5;4646180,1
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485501,5;4646182,3
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485490,7;4646184,5
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485483,2;4646184,9
Fraxinus angustifolia;Freixa de fulla petita;50-80;90;485456,1;4646189
Fraxinus angustifolia;Freixa de fulla petita;50-80;90;485448,7;4646190,2
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485429,7;4646192,6
Fraxinus angustifolia;Freixa de fulla petita;50-80;90;485419,2;4646194,1
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485411,9;4646195,7
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485402,9;4646196,6
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485393,2;4646197
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;485388,5;4646190,9
Acer negundo;Negundo;50-80;90;485384,4;4646180,6
Acer negundo;Negundo;50-80;90;485382,9;4646174,6
Acer negundo;Negundo;50-80;90;485380,9;4646168,6
Acer negundo;Negundo;50-80;90;485379,6;4646164,8
Acer negundo;Negundo;50-80;90;485377,4;4646157,8
Acer negundo;Negundo;50-80;90;485375,9;4646154
Acer negundo;Negundo;50-80;90;485372,1;4646143,6
Acer negundo;Negundo;50-80;90;485370,9;4646139,5
Acer negundo;Negundo;50-80;90;485369,8;4646134,7
Acer negundo;Negundo;50-80;90;485367,6;4646128,1
Acer negundo;Negundo;50-80;90;485366,2;4646123,6
Acer negundo;Negundo;20-50;90;485365,4;4646120
Acer negundo;Negundo;20-50;90;485362,9;4646113,9
Acer negundo;Negundo;20-50;90;485360,3;4646105,2
Populus hibrida;Pollancre;80-120;90;485357,6;4646096,3
Populus hibrida;Pollancre;80-120;90;485356,5;4646090,4
Acer negundo;Negundo;20-50;90;485352,1;4646076,3
Acer negundo;Negundo;20-50;90;485348,9;4646068,4
Acer negundo;Negundo;20-50;90;485346,7;4646062,8
Acer negundo;Negundo;20-50;90;485344,5;4646057,5
Acer negundo;Negundo;20-50;90;485342,2;4646051,1
Acer negundo;Negundo;20-50;90;485342,2;4646047,2
Acer negundo;Negundo;20-50;90;485340,3;4646043,6
Acer negundo;Negundo;20-50;90;485340;4646039,4
Acer negundo;Negundo;50-80;90;485336,4;4646031,1
Populus hibrida;Pollancre;50-80;90;485338,1;4646035,6
Acer negundo;Negundo;50-80;90;485334,5;4646027,3
Acer negundo;Negundo;50-80;90;485333,4;4646022,7
Acer negundo;Negundo;50-80;90;485331,4;4646019,4
Acer negundo;Negundo;50-80;90;485330,9;4646016,7
Acer negundo;Negundo;50-80;90;485329,2;4646014,7
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485328,9;4646008,3
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485327;4646005,8
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485322,7;4645999,1
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485321,4;4645994,6
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485318,4;4645989
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485316,6;4645984,4
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485314,5;4645980,4
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485311,3;4645974,6
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485308,6;4645968,8
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485306,6;4645964,8
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485303,9;4645959
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485301,4;4645953,1
Lagerstroemia indica;Arbre de jupiter;20-50;-40;485299,2;4645949,2
