"Identificador";"Codiedif";"Id_façana";"Ldia";"Lnit";"Ltarda";"Lden";"Coord_X";"Coord_Y";" lon";"lat	"
"16024";"2598";"02598";"66,5";"72,7";"69,1";"78,3";"484351,23890000000";"4645864,05609999970";"2,81114728";"41,96460846"
"16025";"2599";"00562599";"46,5";"42,8";"43,3";"49,8";"484372,06430000003";"4645852,58289999980";"2,81140102";"41,96450080"
"16026";"2598";"00562598";"52,6";"44,3";"48,5";"53,3";"484374,01890000002";"4645860,68840000033";"2,81142495";"41,96457289"
"16027";"4871";"04871";"67,3";"73,6";"70,0";"79,1";"484413,24719999998";"4646135,06500000041";"2,81188831";"41,96705050"
"16028";"4870";"00124870";"66,5";"52,5";"61,1";"65,5";"484372,97989999998";"4646117,70079999976";"2,81139398";"41,96688756"
"16029";"2584";"00562584";"73,0";"62,1";"68,6";"72,8";"484551,84749999997";"4646270,88260000013";"2,81355021";"41,96826911"
"16030";"4871";"00124871";"66,3";"52,4";"60,9";"65,3";"484381,25959999999";"4646144,75879999995";"2,81150188";"41,96713092"
"16031";"11518";"059511518";"74,7";"63,1";"69,8";"74,2";"484313,35950000002";"4646197,67999999970";"2,81067981";"41,96760693"
"16032";"11519";"059511519";"74,7";"63,0";"69,7";"74,2";"484305,97409999999";"4646188,05750000011";"2,81058351";"41,96752571"
"16033";"4979";"00124979";"66,1";"52,1";"60,7";"65,1";"484360,52620000002";"4646130,06080000009";"2,81124882";"41,96700441"
"16034";"10259";"010259";"57,7";"59,6";"57,1";"65,5";"484293,24170000001";"4645859,29330000002";"2,81044747";"41,96456227"
"16035";"2593";"00562593";"71,3";"60,3";"67,0";"71,1";"484441,94160000002";"4645936,52240000013";"2,81223149";"41,96525872"
"16036";"2592";"00562592";"71,3";"60,2";"67,0";"71,0";"484444,83409999998";"4645946,16139999963";"2,81226743";"41,96534885"
"16037";"9454";"08359454";"61,1";"48,1";"56,3";"60,3";"483769,60200000001";"4646801,33579999954";"2,80409786";"41,97303594"
"16038";"9454";"04009454";"63,7";"49,8";"58,5";"62,7";"483765,50219999999";"4646820,00050000008";"2,80404906";"41,97320698"
"16039";"10269";"040010269";"64,1";"50,3";"58,9";"63,1";"483786,73999999999";"4646884,05590000004";"2,80430076";"41,97378384"
"16040";"8436";"04088436";"65,3";"53,8";"61,0";"64,9";"483843,34299999999";"4646860,09640000015";"2,80498939";"41,97356885"
"16041";"8435";"04088435";"65,5";"54,1";"61,2";"65,2";"483827,43380000000";"4646829,70679999981";"2,80479713";"41,97328931"
"16042";"8397";"04088397";"63,9";"52,2";"59,5";"63,5";"483809,98879999999";"4646798,79999999981";"2,80458073";"41,97300974"
"16043";"4288";"05964288";"69,1";"57,7";"64,2";"68,7";"484561,30670000002";"4647571,16870000027";"2,81363674";"41,97998698"
"16044";"4288";"05854288";"71,6";"60,1";"66,8";"71,2";"484553,03810000001";"4647562,00629999954";"2,81354041";"41,97990576"
"16045";"4331";"03454331";"67,6";"54,7";"62,5";"66,8";"484585,47460000002";"4647314,41770000011";"2,81393318";"41,97767274"
"16046";"5569";"07035569";"53,8";"41,4";"49,4";"53,2";"484445,75280000002";"4647477,17659999989";"2,81223900";"41,97913807"
"16047";"5217";"00605217";"65,5";"53,6";"60,8";"65,0";"483822,30989999999";"4647207,79719999991";"2,80472638";"41,97669373"
"16048";"5218";"00605218";"64,7";"52,3";"59,9";"64,1";"483824,79700000002";"4647194,61359999981";"2,80475088";"41,97657668"
"16049";"5219";"03755219";"64,9";"53,2";"60,7";"64,5";"483810,38150000002";"4647163,36490000039";"2,80458275";"41,97629719"
"16050";"5219";"01565219";"58,5";"46,3";"54,2";"58,0";"483798,00459999999";"4647169,07039999962";"2,80443774";"41,97635098"
"16051";"12020";"015612020";"53,8";"41,6";"49,5";"53,3";"483778,91129999998";"4647196,62310000043";"2,80419559";"41,97659375"
"16052";"5208";"01565208";"57,5";"45,2";"53,2";"56,9";"483787,04920000001";"4647172,57980000041";"2,80430489";"41,97637778"
"16053";"5208";"03755208";"64,9";"53,2";"60,6";"64,5";"483780,40789999999";"4647151,62860000040";"2,80422097";"41,97618849"
"16054";"5209";"03755209";"65,2";"53,4";"60,9";"64,7";"483761,73440000002";"4647144,32259999961";"2,80399183";"41,97612505"
"16055";"9372";"05359372";"66,2";"54,8";"61,3";"65,8";"485047,07110000000";"4645659,92219999991";"2,81955180";"41,96277560"
"16056";"5468";"05435468";"65,3";"53,4";"60,6";"64,8";"483565,06530000002";"4647212,56940000039";"2,80162419";"41,97673344"
"16057";"11543";"010311543";"58,0";"46,0";"53,4";"57,5";"484851,14399999997";"4645360,11959999986";"2,81719424";"41,96007886"
"16058";"2992";"01682992";"66,4";"54,9";"61,6";"66,0";"485074,42890000000";"4645602,23589999974";"2,81987907";"41,96226273"
"16059";"11543";"011543";"52,1";"42,3";"48,1";"52,3";"484869,42849999998";"4645360,00650000013";"2,81741145";"41,96007921"
"16060";"2993";"01682993";"66,2";"54,7";"61,3";"65,8";"485068,89090000000";"4645563,42540000007";"2,81980766";"41,96191136"
"16061";"2982";"01062982";"57,2";"44,4";"52,5";"56,5";"484905,30930000002";"4645310,33660000004";"2,81784715";"41,95962956"
"16062";"3003";"01683003";"65,2";"53,7";"60,3";"64,8";"485079,30390000000";"4645492,98070000019";"2,81994220";"41,96127209"
"16063";"11550";"010311550";"57,8";"45,8";"53,2";"57,3";"484874,49920000002";"4645459,88200000022";"2,81746924";"41,96097096"
"16064";"9508";"05359508";"67,3";"55,8";"62,3";"66,9";"485029,61510000000";"4645663,74739999976";"2,81933448";"41,96281128"
"16065";"2994";"01682994";"65,5";"54,0";"60,6";"65,1";"485060,25240000000";"4645508,90309999976";"2,81971251";"41,96141584"
"16066";"12497";"010612497";"57,5";"44,5";"52,7";"56,7";"484902,08720000001";"4645288,53799999971";"2,81781151";"41,95943136"
"16067";"2995";"01682995";"65,8";"54,3";"60,9";"65,4";"485056,59070000000";"4645457,59630000032";"2,81966554";"41,96095642"
"16068";"5461";"01655461";"61,2";"49,1";"56,6";"60,6";"483542,96769999998";"4647292,44209999964";"2,80134433";"41,97745349"
"16069";"12157";"010612157";"57,5";"44,6";"52,8";"56,8";"484899,72159999999";"4645265,45129999984";"2,81777590";"41,95922415"
"16070";"1619";"07571619";"65,2";"51,8";"60,2";"64,3";"484765,90399999998";"4646510,19189999998";"2,81612669";"41,97043488"
"16071";"3912";"06373912";"66,7";"65,7";"64,4";"72,0";"484926,28909999999";"4647866,90099999961";"2,81803505";"41,98265101"
"16072";"11418";"038611418";"69,0";"57,4";"64,3";"68,6";"484615,89270000003";"4645974,62990000006";"2,81433035";"41,96560439"
"16073";"3911";"06373911";"68,5";"65,9";"65,5";"72,6";"484937,38819999999";"4647902,34169999976";"2,81816691";"41,98297545"
"16074";"3911";"02093911";"73,4";"64,7";"69,3";"73,9";"484958,99939999997";"4647907,89829999954";"2,81842028";"41,98302089"
"16075";"2488";"02142488";"68,7";"54,9";"63,4";"67,7";"484627,26779999997";"4646003,19110000040";"2,81447441";"41,96586582"
"16076";"3912";"02093912";"73,6";"63,4";"69,4";"73,6";"484971,28840000002";"4647880,16720000003";"2,81857790";"41,98277796"
"16077";"2486";"02142486";"68,3";"54,5";"63,0";"67,3";"484605,87250000000";"4646009,56680000015";"2,81420875";"41,96591943"
"16078";"2487";"02142487";"68,3";"54,4";"63,0";"67,3";"484611,29889999999";"4646008,00949999969";"2,81428118";"41,96591054"
"16079";"2485";"02142485";"68,4";"55,3";"63,3";"67,6";"484599,43800000002";"4646010,04870000016";"2,81413631";"41,96592832"
"16080";"1884";"02981884";"62,1";"49,0";"57,2";"61,3";"485315,18870000000";"4646625,45849999972";"2,82276181";"41,97148109"
"16081";"4101";"02094101";"73,3";"62,5";"69,0";"73,1";"484880,36550000001";"4648064,69259999972";"2,81747467";"41,98443344"
"16082";"3913";"02093913";"73,6";"63,2";"69,4";"73,5";"484974,61900000001";"4647867,02649999969";"2,81861445";"41,98266093"
"16083";"3914";"02093914";"73,6";"63,1";"69,3";"73,5";"484977,02679999999";"4647857,52660000045";"2,81865092";"41,98257092"
"16084";"11041";"020911041";"71,0";"60,5";"66,9";"70,9";"484887,78989999997";"4648049,87500000000";"2,81755956";"41,98429847"
"16085";"3915";"02093915";"73,6";"63,1";"69,4";"73,5";"484978,59940000001";"4647851,32170000020";"2,81866314";"41,98251690"
"16086";"3916";"02093916";"73,7";"63,1";"69,4";"73,6";"484981,08970000001";"4647841,49619999994";"2,81869961";"41,98242689"
"16087";"4102";"02094102";"73,2";"62,8";"69,1";"73,2";"484894,77179999999";"4648035,94070000015";"2,81764442";"41,98417252"
"16088";"3917";"02093917";"73,9";"63,1";"69,5";"73,7";"484983,81790000002";"4647830,73209999967";"2,81872404";"41,98232785"
"16089";"3917";"05963917";"71,1";"60,9";"66,6";"71,1";"484975,82919999998";"4647822,80690000020";"2,81862767";"41,98225565"
"16090";"3919";"05963919";"69,5";"60,2";"65,0";"69,8";"484956,51610000001";"4647812,25160000008";"2,81839857";"41,98216522"
"16091";"4103";"02094103";"73,3";"63,1";"69,2";"73,3";"484899,50339999999";"4648026,49749999959";"2,81770501";"41,98409155"
"16092";"5644";"00615644";"64,8";"53,0";"60,0";"64,3";"483937,75150000001";"4646971,10259999987";"2,80612090";"41,97457051"
"16093";"9284";"06509284";"59,1";"45,8";"54,2";"58,3";"484952,50089999998";"4645763,40919999965";"2,81840271";"41,96371049"
"16094";"9284";"01649284";"59,8";"46,7";"55,0";"59,0";"484972,02429999999";"4645755,59570000041";"2,81864427";"41,96363881"
"16095";"2329";"06502329";"59,7";"46,7";"54,9";"58,9";"484889,95850000001";"4645819,96380000003";"2,81764100";"41,96421366"
"16096";"8612";"08612";"49,3";"37,6";"45,1";"48,9";"485422,46509999997";"4645493,15110000037";"2,82408128";"41,96128751"
"16097";"2330";"06502330";"59,5";"46,6";"54,7";"58,7";"484913,01779999997";"4645799,04800000042";"2,81793115";"41,96403398"
"16098";"11133";"011133";"49,8";"38,0";"45,5";"49,3";"485418,99800000002";"4645488,88860000018";"2,82403313";"41,96124241"
"16099";"11134";"011134";"49,9";"38,0";"45,6";"49,4";"485415,52700000000";"4645484,62110000011";"2,82399703";"41,96120632"
"16100";"11135";"011135";"49,8";"37,8";"45,5";"49,3";"485412,05400000000";"4645480,35070000030";"2,82396092";"41,96117024"
"16101";"2332";"00802332";"59,6";"46,6";"54,8";"58,8";"484929,16050000000";"4645767,00360000040";"2,81812505";"41,96374607"
"16102";"2333";"00802333";"59,0";"46,0";"54,2";"58,2";"484933,32470000000";"4645750,22410000023";"2,81817376";"41,96359304"
"16103";"6436";"00016436";"59,5";"46,2";"54,6";"58,7";"485847,36349999998";"4649161,27209999971";"2,82912161";"41,99433169"
"16104";"1855";"05561855";"67,5";"55,7";"62,8";"67,0";"485215,32419999997";"4646701,28050000034";"2,82155297";"41,97216372"
"16105";"13065";"051413065";"65,8";"52,8";"60,6";"65,0";"485344,65830000001";"4648328,65830000024";"2,82306937";"41,98681996"
"16106";"13084";"093213084";"63,7";"52,7";"59,1";"63,4";"485423,84490000003";"4647122,36429999955";"2,82405297";"41,97595940"
"16107";"13088";"017913088";"59,6";"50,8";"55,6";"60,1";"484933,19260000001";"4648292,70760000031";"2,81810863";"41,98648797"
"16108";"13087";"006913087";"70,1";"60,6";"65,5";"70,3";"485309,96010000003";"4648445,92640000023";"2,82264392";"41,98787309"
"16109";"12211";"093212211";"64,8";"53,7";"60,1";"64,5";"485429,58779999998";"4647123,38989999983";"2,82412537";"41,97596852"
"16110";"13085";"033013085";"55,0";"43,7";"50,6";"54,7";"485396,48170000000";"4647909,76840000041";"2,82370753";"41,98304714"
"16111";"13086";"028913086";"64,9";"52,8";"59,9";"64,3";"485378,77320000000";"4648241,99419999961";"2,82348199";"41,98603702"
"16112";"13105";"091313105";"51,5";"43,5";"48,9";"52,5";"483970,53960000002";"4648628,66210000031";"2,80647402";"41,98949519"
"16113";"13104";"057113104";"62,7";"52,9";"62,7";"63,5";"483231,07850000000";"4648810,76759999990";"2,79754713";"41,99111901"
"16114";"12897";"091712897";"47,8";"37,0";"43,5";"47,6";"483891,74520000000";"4647235,02159999963";"2,80555846";"41,97694733"
"16115";"8707";"08707";"60,2";"65,6";"62,2";"71,2";"483889,01309999998";"4644198,80879999977";"2,80561748";"41,94959402"
"16116";"5078";"05078";"58,8";"54,1";"55,1";"61,4";"483939,81679999997";"4644944,36180000007";"2,80620038";"41,95631403"
"16117";"11632";"009311632";"55,3";"55,7";"54,1";"61,8";"483934,40720000002";"4644835,98000000045";"2,80614302";"41,95533220"
"16118";"5083";"05083";"52,7";"43,8";"47,8";"53,1";"483885,23719999997";"4644843,17719999980";"2,80555156";"41,95540325"
"16119";"13011";"013011";"62,4";"68,4";"64,9";"74,0";"483994,73269999999";"4644621,16810000036";"2,80687282";"41,95340599"
"16120";"3640";"03640";"63,0";"68,9";"65,4";"74,5";"484026,45230000000";"4644729,36749999970";"2,80725599";"41,95437936"
"16121";"11261";"005611261";"62,8";"61,7";"60,8";"68,0";"483998,48780000000";"4644550,34279999975";"2,80692301";"41,95276659"
"16122";"3653";"03653";"62,7";"69,0";"65,4";"74,5";"483884,97399999999";"4644224,76310000010";"2,80555644";"41,94982809"
"16123";"3647";"03647";"62,6";"68,9";"65,3";"74,4";"483930,94500000001";"4644384,95330000017";"2,80610707";"41,95127010"
"16124";"3651";"03651";"62,8";"69,1";"65,5";"74,6";"483899,91340000002";"4644276,95160000026";"2,80573599";"41,95029675"
"16125";"8712";"08712";"62,8";"68,7";"65,2";"74,3";"484016,46889999998";"4644695,31340000033";"2,80713626";"41,95407293"
"16126";"8711";"08711";"62,3";"68,3";"64,8";"73,9";"484005,00050000002";"4644656,19350000005";"2,80700459";"41,95372145"
"16127";"5079";"02015079";"55,0";"44,0";"49,8";"54,7";"483876,21789999999";"4644812,64329999965";"2,80544381";"41,95512386"
"16128";"3652";"03652";"62,2";"68,5";"64,9";"74,0";"483893,73729999998";"4644249,98060000036";"2,80566434";"41,95005344"
"16129";"3649";"03649";"62,8";"69,1";"65,5";"74,6";"483913,00010000000";"4644322,65340000018";"2,80590365";"41,95071134"
"16130";"8708";"08708";"62,3";"68,6";"65,0";"74,1";"483952,69939999998";"4644456,15230000019";"2,80637055";"41,95191903"
"16131";"3650";"03650";"62,8";"69,1";"65,5";"74,6";"483907,68930000003";"4644304,10659999959";"2,80583175";"41,95054910"
"16132";"3648";"03648";"62,8";"69,1";"65,5";"74,6";"483917,14309999999";"4644337,03720000014";"2,80595150";"41,95084652"
"16133";"3644";"00563644";"72,9";"61,4";"68,5";"72,5";"484027,19549999997";"4644573,72489999980";"2,80727229";"41,95297434"
"16134";"11631";"009311631";"54,3";"54,9";"53,3";"61,0";"483748,45090000000";"4644171,47319999989";"2,80391704";"41,94934795"
"16135";"11261";"011261";"63,4";"68,4";"65,1";"74,0";"483977,57590000000";"4644561,84130000044";"2,80666933";"41,95286524"
"16136";"11901";"020111901";"46,3";"50,8";"47,7";"56,4";"483801,44240000000";"4644549,30470000021";"2,80454609";"41,95275357"
"16137";"5086";"05086";"59,6";"50,6";"54,8";"60,0";"483890,46679999999";"4644896,36510000005";"2,80561044";"41,95588071"
"16138";"3640";"00563640";"65,6";"60,6";"62,2";"68,0";"484057,31849999999";"4644736,57930000033";"2,80762985";"41,95444303"
"16139";"5085";"05085";"53,2";"44,7";"48,6";"53,8";"483890,30390000000";"4644860,26169999968";"2,80561143";"41,95555647"
"16140";"12579";"025112579";"58,7";"51,5";"58,7";"60,4";"483716,45559999999";"4649516,45069999993";"2,80338295";"41,99748786"
"16141";"10278";"012410278";"29,4";"16,9";"24,9";"28,8";"486629,47269999998";"4648700,91000000015";"2,83857366";"41,99019330"
"16142";"1065";"07601065";"63,7";"52,8";"59,2";"63,5";"485155,13650000002";"4647688,63279999979";"2,82080389";"41,98105217"
"16143";"1065";"02601065";"73,1";"62,0";"68,4";"72,8";"485128,91470000002";"4647692,90990000032";"2,82047787";"41,98108769"
"16144";"1065";"02741065";"66,4";"55,0";"61,9";"66,0";"485144,80530000001";"4647712,19880000036";"2,82067050";"41,98126812"
"16145";"5933";"02255933";"45,6";"34,3";"41,0";"45,3";"485521,86989999999";"4648262,45689999964";"2,82520777";"41,98622880"
"16146";"5094";"02015094";"60,1";"47,9";"54,7";"59,5";"483586,77750000003";"4645091,27489999961";"2,80193684";"41,95763074"
"16147";"5092";"02015092";"60,9";"47,8";"55,6";"60,1";"483706,42800000001";"4645000,90680000000";"2,80338736";"41,95681362"
"16148";"12993";"087712993";"57,4";"49,4";"53,3";"58,2";"484300,35290000000";"4644629,52089999989";"2,81056476";"41,95348419"
"16149";"2374";"05832374";"65,2";"51,4";"60,0";"64,2";"484792,87540000002";"4646257,50530000031";"2,81645909";"41,96815671"
"16150";"11789";"060411789";"64,4";"51,5";"59,4";"63,6";"484853,46370000002";"4646286,44519999996";"2,81719454";"41,96841908"
"16151";"11227";"060411227";"64,4";"51,4";"59,4";"63,6";"484839,11020000000";"4646291,01219999976";"2,81702544";"41,96846385"
"16152";"2373";"06042373";"65,5";"51,8";"60,3";"64,6";"484825,60479999997";"4646295,30950000044";"2,81685638";"41,96849960"
"16153";"2380";"06352380";"65,7";"51,7";"60,5";"64,7";"484763,55949999997";"4646197,28259999957";"2,81611066";"41,96761575"
"16154";"2447";"06012447";"65,5";"52,7";"60,5";"64,8";"484661,41170000000";"4646217,36010000017";"2,81487914";"41,96779391"
"16155";"2380";"06012380";"66,0";"52,0";"60,7";"65,0";"484764,17359999998";"4646186,74199999962";"2,81612301";"41,96751670"
"16156";"2444";"06012444";"63,0";"49,1";"57,8";"62,0";"484715,62969999999";"4646201,16669999994";"2,81553126";"41,96765085"
"16157";"2440";"06012440";"63,9";"50,0";"58,7";"62,9";"484745,86770000000";"4646192,00040000025";"2,81589355";"41,96757037"
"16158";"9109";"06019109";"65,8";"52,2";"60,6";"64,9";"484790,03749999998";"4646178,50430000015";"2,81643700";"41,96744515"
"16159";"12717";"058312717";"62,6";"49,5";"57,4";"61,8";"484699,88429999998";"4646275,80389999971";"2,81533624";"41,96831703"
"16160";"7013";"07013";"42,5";"30,3";"38,3";"42,0";"486150,19939999998";"4648631,35130000021";"2,83279240";"41,98956356"
"16161";"2442";"06012442";"65,1";"51,1";"59,8";"64,1";"484730,48570000002";"4646196,64149999991";"2,81571242";"41,96760611"
"16162";"11260";"011260";"49,3";"42,3";"46,1";"50,7";"484413,50610000000";"4648223,69710000046";"2,81183296";"41,98585639"
"16163";"12767";"003112767";"64,4";"52,2";"60,0";"63,8";"483047,47460000002";"4648606,45210000034";"2,79533159";"41,98927772"
"16164";"11878";"071511878";"64,0";"51,9";"59,3";"63,4";"485718,10330000002";"4645618,22640000004";"2,82765018";"41,96241877"
"16165";"12767";"090912767";"61,8";"52,0";"58,6";"62,0";"483039,25839999999";"4648654,45170000009";"2,79523362";"41,98970987"
"16166";"12156";"010612156";"58,0";"45,4";"53,3";"57,3";"484997,58000000002";"4645539,69519999996";"2,81895148";"41,96169385"
"16167";"11293";"057111293";"65,4";"57,9";"61,5";"66,5";"482680,27990000002";"4648639,13509999961";"2,79089997";"41,98956695"
"16168";"12768";"003112768";"63,2";"52,1";"59,5";"63,0";"483006,02279999998";"4648599,52159999963";"2,79483681";"41,98921379"
"16169";"11293";"003111293";"58,3";"45,2";"53,5";"57,5";"482703,53909999999";"4648526,55250000022";"2,79118096";"41,98854971"
"16170";"2994";"01062994";"57,6";"45,1";"52,9";"56,9";"484990,36020000000";"4645513,78390000015";"2,81886767";"41,96145954"
"16171";"12771";"003112771";"61,6";"51,3";"58,1";"61,7";"482769,28869999998";"4648545,91160000023";"2,79197719";"41,98872228"
"16172";"12771";"057112771";"64,9";"57,4";"61,0";"66,0";"482745,12680000003";"4648654,11020000000";"2,79168425";"41,98970348"
"16173";"12134";"067612134";"65,7";"52,8";"60,6";"64,9";"484267,20720000000";"4646296,05420000013";"2,81012201";"41,96849767"
"16174";"11878";"070711878";"65,2";"51,2";"60,0";"64,2";"485781,73170000000";"4645653,57789999992";"2,82840959";"41,96273514"
"16175";"11291";"003111291";"62,2";"52,4";"59,2";"62,5";"482849,18800000002";"4648564,00820000004";"2,79294244";"41,98889516"
"16176";"11284";"070711284";"65,3";"51,0";"60,0";"64,2";"485844,94620000001";"4645763,07540000044";"2,82916720";"41,96372701"
"16177";"3007";"03653007";"63,4";"52,0";"59,1";"63,1";"485111,40429999999";"4645351,00839999970";"2,82033192";"41,96000275"
"16178";"12770";"003112770";"62,7";"51,7";"58,6";"62,5";"482931,00719999999";"4648582,49890000001";"2,79393186";"41,98905906"
"16179";"12769";"003112769";"62,8";"51,7";"58,9";"62,6";"482968,15820000001";"4648591,07070000004";"2,79437829";"41,98914092"
"16180";"3386";"03353386";"61,7";"49,6";"57,2";"61,2";"485781,64230000001";"4645876,17609999981";"2,82840420";"41,96474363"
"16181";"12768";"090912768";"63,1";"54,0";"59,4";"63,5";"482991,70240000001";"4648668,63489999995";"2,79465373";"41,98983492"
"16182";"12777";"057112777";"64,5";"56,1";"60,2";"65,2";"482948,38260000001";"4648681,47269999981";"2,79413422";"41,98995108"
"16183";"12778";"057112778";"66,8";"58,9";"62,0";"67,6";"482906,82549999998";"4648690,95289999992";"2,79362691";"41,99003123"
"16184";"10098";"036510098";"63,4";"51,9";"59,1";"63,0";"485141,95510000002";"4645407,88719999976";"2,82069252";"41,96050769"
"16185";"11774";"048811774";"63,5";"50,2";"58,3";"62,6";"485488,15909999999";"4648517,12530000042";"2,82480309";"41,98852489"
"16186";"11262";"070711262";"65,3";"51,1";"60,0";"64,3";"485814,48710000003";"4645712,25690000039";"2,82880640";"41,96326713"
"16187";"6299";"06299";"55,8";"43,5";"51,0";"55,2";"485670,83750000002";"4648577,76339999959";"2,82699883";"41,98906862"
"16188";"3386";"07073386";"64,8";"50,6";"59,5";"63,8";"485826,78970000002";"4645807,97750000004";"2,82894892";"41,96412298"
"16189";"6299";"06006299";"62,2";"48,9";"57,2";"61,4";"485656,89630000002";"4648574,33820000011";"2,82682988";"41,98904134"
"16190";"6019";"02576019";"43,5";"36,8";"39,4";"44,9";"485446,74690000003";"4648317,55929999985";"2,82430100";"41,98672278"
"16191";"6018";"02576018";"45,3";"38,3";"41,0";"46,6";"485452,66989999998";"4648318,28369999956";"2,82437341";"41,98673190"
"16192";"11283";"070711283";"66,0";"51,9";"60,7";"65,0";"485791,03690000001";"4645646,79600000009";"2,82853044";"41,96267227"
"16193";"11533";"051511533";"73,7";"60,2";"68,5";"72,8";"484498,60580000002";"4645613,03450000007";"2,81292788";"41,96235069"
"16194";"2521";"00562521";"72,3";"62,7";"68,1";"72,5";"484602,18250000000";"4646377,89389999956";"2,81416291";"41,96923383"
"16195";"13102";"005613102";"71,9";"62,4";"67,8";"72,2";"484606,72810000001";"4646392,78390000015";"2,81421079";"41,96936900"
"16196";"12186";"057412186";"68,0";"57,5";"63,3";"67,9";"484680,27889999998";"4646414,00899999961";"2,81510332";"41,96956859"
"16197";"2095";"02095";"48,0";"36,2";"43,7";"47,5";"485979,61800000002";"4646484,59090000018";"2,83077918";"41,97022324"
"16198";"12706";"090712706";"62,4";"53,3";"57,5";"62,7";"483489,67830000003";"4645234,02419999987";"2,80076236";"41,95891667"
"16199";"12929";"084112929";"43,7";"31,9";"39,7";"43,3";"486228,43320000003";"4648381,57340000011";"2,83373993";"41,98731327"
"16200";"3860";"05113860";"70,4";"60,1";"65,6";"70,3";"485324,44480000000";"4648262,98180000018";"2,82282957";"41,98622515"
"16201";"3860";"02893860";"68,7";"56,7";"63,6";"68,1";"485347,13419999997";"4648252,73790000007";"2,82310748";"41,98613551"
"16202";"10950";"037910950";"41,7";"35,4";"37,6";"43,4";"485474,31240000000";"4647990,94759999961";"2,82464710";"41,98377812"
"16203";"6342";"06006342";"57,8";"47,0";"53,7";"57,6";"485577,95490000001";"4648569,36579999980";"2,82587627";"41,98899487"
"16204";"6342";"02396342";"59,9";"50,8";"55,8";"60,3";"485571,00290000002";"4648565,03500000015";"2,82580393";"41,98895873"
"16205";"11038";"072211038";"57,5";"45,6";"52,5";"57,0";"484140,51640000002";"4645596,04590000026";"2,80860816";"41,96219045"
"16206";"11036";"072211036";"60,7";"54,2";"56,7";"62,3";"484138,32329999999";"4645565,99880000018";"2,80858486";"41,96191121"
"16207";"5947";"01425947";"59,9";"46,6";"55,0";"59,1";"485543,26890000002";"4648366,74100000039";"2,82547080";"41,98716589"
"16208";"11523";"072011523";"72,5";"61,8";"67,2";"72,3";"483965,73580000002";"4646049,33239999972";"2,80648400";"41,96626694"
"16209";"9458";"07209458";"72,6";"61,8";"67,3";"72,3";"483972,45860000001";"4646044,26730000041";"2,80656861";"41,96622205"
"16210";"11525";"072011525";"72,6";"61,8";"67,4";"72,3";"483978,92509999999";"4646039,39259999990";"2,80664116";"41,96617713"
"16211";"11994";"088411994";"45,6";"38,7";"45,8";"47,5";"484054,11060000001";"4649708,53409999982";"2,80745881";"41,99922405"
"16212";"11524";"072011524";"72,5";"61,7";"67,3";"72,2";"483984,10989999998";"4646035,48790000007";"2,80671367";"41,96614123"
"16213";"11526";"072011526";"72,5";"61,6";"67,3";"72,2";"483988,91039999999";"4646031,87739999965";"2,80676206";"41,96610528"
"16214";"11527";"072011527";"72,6";"61,6";"67,3";"72,3";"483993,75130000000";"4646028,23639999982";"2,80682248";"41,96607837"
"16215";"11528";"072011528";"72,6";"61,6";"67,3";"72,3";"483998,00540000002";"4646025,03679999989";"2,80688290";"41,96605145"
"16216";"11528";"026211528";"70,9";"59,1";"65,8";"70,4";"484077,15250000003";"4646077,25399999972";"2,80783489";"41,96652139"
"16217";"8621";"00828621";"56,3";"43,3";"51,7";"55,6";"484318,74229999998";"4649213,24039999954";"2,81065970";"41,99477108"
"16218";"8232";"00828232";"55,9";"43,2";"51,2";"55,2";"484332,74949999998";"4649230,13159999996";"2,81082828";"41,99492447"
"16219";"12051";"072712051";"60,1";"51,0";"58,5";"60,8";"483346,19750000001";"4649197,50789999962";"2,79892455";"41,99460701"
"16220";"12050";"072712050";"60,0";"50,5";"58,1";"60,5";"483348,94850000000";"4649207,23799999990";"2,79894842";"41,99469712"
"16221";"12049";"072712049";"60,1";"50,4";"58,0";"60,5";"483351,73540000001";"4649217,09509999957";"2,79898435";"41,99478725"
"16222";"8830";"00568830";"73,7";"60,4";"68,5";"72,8";"484307,27200000000";"4645517,53100000042";"2,81062554";"41,96148227"
"16223";"8830";"08830";"62,5";"67,8";"64,4";"73,4";"484261,47460000002";"4645536,65380000044";"2,81006993";"41,96165248"
"16224";"12048";"072712048";"60,1";"50,4";"58,0";"60,5";"483354,55699999997";"4649227,07479999959";"2,79902029";"41,99487738"
"16225";"12046";"072712046";"59,9";"49,9";"57,6";"60,2";"483360,28600000002";"4649247,33779999986";"2,79909217";"41,99505764"
"16226";"11354";"057411354";"70,2";"60,3";"65,7";"70,3";"484642,61900000001";"4646426,78170000017";"2,81464438";"41,96967593"
"16227";"12047";"072712047";"59,9";"50,0";"57,7";"60,2";"483357,31109999999";"4649236,81570000015";"2,79905626";"41,99495851"
"16228";"11877";"007711877";"64,7";"51,9";"59,8";"64,0";"485804,14809999999";"4646792,92599999998";"2,82865966";"41,97299416"
"16229";"7083";"07083";"42,7";"31,0";"38,7";"42,3";"486519,34970000002";"4648638,87490000017";"2,83724707";"41,98963301"
"16230";"2383";"05832383";"65,2";"51,7";"60,0";"64,3";"484811,13870000001";"4646241,80209999997";"2,81668881";"41,96801297"
"16231";"11511";"012411511";"56,9";"43,9";"52,5";"56,2";"486581,80699999997";"4648610,45199999958";"2,83799622";"41,98938188"
