FID,IDPUNTODEL,Calle,TipoSoport,AlturaSop,DIRECCION,Distance,UTM_X,UTM_Y,GRAD_X,GRAD_Y
377.0,10050230,PLAZA VEINTICINCO DE JULIO,BACULO,8.0,PLAZA VEINTICINCO DE JULIO 7,13.55163027,377087.364909,3149959.46834,-16.2555363751,28.4704418955
378.0,10050229,PLAZA VEINTICINCO DE JULIO,BACULO,8.0,PLAZA VEINTICINCO DE JULIO 7,13.04056127,377087.482369,3149982.82,-16.2555376672,28.4706526437
379.0,10240320,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 12,8.53695127,377738.728162,3149659.65245,-16.2488522667,28.4677974517
380.0,10240319,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 2,6.18085965,377808.999743,3149662.47966,-16.248134909,28.4678295539
381.0,10240318,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 1,9.9946222,377795.360628,3149650.99282,-16.2482729819,28.4677246122
382.0,10240314,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 7,5.85424838,377739.101842,3149649.11547,-16.2488473323,28.4677023955
383.0,10240313,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 9,6.02138879,377698.29576,3149652.32368,-16.2492644097,28.4677275208
384.0,10240312,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 11,6.07683058,377679.94249,3149655.08801,-16.2494521382,28.4677507458
385.0,10240309,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 17,4.79882794,377635.17518,3149661.91899,-16.2499100552,28.4678081912
386.0,10240520,VILLALBA HERVAS,COLUMNA,12.0,CALLE VILLALBA HERVAS 19,14.45451063,377598.295112,3149677.05251,-16.2502883053,28.467941302
387.0,10240308,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 19,3.87328858,377605.286181,3149666.79599,-16.2502158184,28.4678493982
388.0,10240305,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 23,9.04109713,377560.486553,3149674.03353,-16.2506741094,28.467910507
389.0,10240306,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 23,7.0192332,377575.484641,3149671.65943,-16.2505206872,28.4678904903
390.0,20320217,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 26,5.840421,377355.087704,3149533.76668,-16.2527568392,28.4666253608
391.0,10090708,PILAR (EL),COLUMNA,12.0,CALLE TEOBALDO POWER 29,14.52091209,377487.758729,3149756.22818,-16.2514255925,28.4686454419
392.0,20340307,PROLONGACION RAMON Y CAJAL,BACULO,10.0,CALLE JUAN PADRON 28,13.50987016,377313.232029,3149406.46579,-16.2531707349,28.4654725942
393.0,10240410,VILLALBA HERVAS,COLUMNA,12.0,CALLE LA MARINA 7,3.24562114,377823.718105,3149651.25349,-16.2479834053,28.4677296223
394.0,10050304,MENDEZ NUÑEZ,BACULO,9.0,CALLE PI Y MARGALL 30,17.27321883,377144.760156,3149835.9494,-16.2549370325,28.4693326088
395.0,20050218,JOSE HERNANDEZ ALFONSO,COLUMNA,12.0,CALLE JOSE HERNANDEZ ALFONSO 17,6.1948604,377347.006965,3149061.99298,-16.2527891459,28.4623670705
396.0,20320221,ANGEL GUIMERA,BACULO,10.0,CALLE PUERTA CANSECO 67,6.47755712,377163.678317,3149572.25475,-16.2547157099,28.4669546774
397.0,10090239,PILAR (EL),COLUMNA,7.0,CALLE SUAREZ GUERRA 57,11.71258707,377478.022484,3149775.43536,-16.2515270686,28.4688178624
398.0,10090222,PILAR (EL),COLUMNA,7.0,CALLE BERNABE RODRIGUEZ 1,7.90883387,377409.167523,3149892.5026,-16.2522427225,28.4698678644
399.0,1004AT207,MENDEZ NUÑEZ,BACULO,9.0,CALLE ROBAYNA 15,10.95508315,377092.093873,3149755.30626,-16.2554662962,28.4685998803
400.0,20050604,JOSE HERNANDEZ ALFONSO - PLAZA,COLUMNA,12.0,CALLE RAFAEL HARDISSON SPOU 16,19.87051557,377345.313435,3149130.17606,-16.2528136975,28.4629822309
401.0,1004AT311,PLAZA GENERAL WEYLER - VÍA RAMBLA PULIDO,COLUMNA,12.0,PLAZA WEYLER 3,19.80312645,377083.601592,3149619.23537,-16.2555385074,28.4673711075
402.0,1004AT309,PLAZA GENERAL WEYLER - VÍA RAMBLA PULIDO,COLUMNA,12.0,PLAZA WEYLER 5,18.18541819,377035.473511,3149624.52176,-16.2560305825,28.4674142762
403.0,1004AT508,RAMBLA DE PULIDO,BACULO,8.0,PLAZA WEYLER 5,7.98760803,377046.343969,3149611.90561,-16.2559182208,28.4673014469
404.0,20340304,PROLONGACION RAMON Y CAJAL,BACULO,10.0,CALLE DOCTOR MIGUEL LOPEZ GONZALEZ 4,18.71461216,377228.249732,3149427.87825,-16.2540408883,28.4656578321
405.0,20110305,RAMON Y CAJAL,BACULO,10.0,CALLE GALCERAN 13,23.28429353,376999.610028,3149481.80059,-16.2563816038,28.4661229057
406.0,20320224,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 8,5.1812565,377447.663496,3149509.18379,-16.251808794,28.466412217
407.0,20320228,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 7,7.91591473,377427.880134,3149499.12993,-16.2520097616,28.4663196262
408.0,20050205,JOSE HERNANDEZ ALFONSO,COLUMNA,12.0,CALLE JOSE HERNANDEZ ALFONSO 18,9.17472148,377306.499353,3148992.10521,-16.2531953725,28.4617325564
409.0,20320230,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 1,11.33557419,377488.970024,3149480.08357,-16.2513838575,28.4661534835
410.0,20320229,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 3,3.82036613,377458.366129,3149489.5183,-16.2516974019,28.4662357514
411.0,20320225,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 4,6.34762769,377478.208485,3149499.51317,-16.2514958254,28.4663278151
412.0,20320227,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 11,7.53702625,377397.029669,3149507.78818,-16.2523257424,28.466394862
413.0,20320207,ANGEL GUIMERA,COLUMNA,10.0,CALLE PUERTA CANSECO 49,11.15638627,377250.346459,3149548.0593,-16.2538280315,28.4667444879
414.0,20050202,JOSE HERNANDEZ ALFONSO,COLUMNA,12.0,CALLE JOSE HERNANDEZ ALFONSO 4,5.42846355,377336.75456,3149075.4382,-16.2528952755,28.4624874428
415.0,20050203,JOSE HERNANDEZ ALFONSO,COLUMNA,12.0,CALLE JOSE HERNANDEZ ALFONSO 10,4.20929358,377326.611197,3149047.71881,-16.2529959098,28.4622363345
416.0,20050204,JOSE HERNANDEZ ALFONSO,COLUMNA,12.0,CALLE JOSE HERNANDEZ ALFONSO 14,4.26709183,377316.380419,3149019.91198,-16.253097427,28.4619844288
417.0,20050219,JOSE HERNANDEZ ALFONSO,COLUMNA,12.0,CALLE JOSE HERNANDEZ ALFONSO 23,4.94945191,377335.732978,3149030.95642,-16.2529009732,28.4620859201
418.0,20050112,SAN SEBASTIAN,BACULO,9.0,AVENIDA SAN SEBASTIAN 104,4.83850079,377038.313504,3149205.92091,-16.2559569066,28.4636368785
419.0,20050111,SAN SEBASTIAN,BACULO,9.0,AVENIDA SAN SEBASTIAN 98,5.42891754,377073.635098,3149207.10477,-16.2555963217,28.4636508925
420.0,20050408,SAN SEBASTIAN,BACULO,9.0,AVENIDA SAN SEBASTIAN 94,16.03895839,377091.508738,3149196.71124,-16.2554126838,28.4635587808
421.0,20050110,SAN SEBASTIAN,BACULO,9.0,AVENIDA SAN SEBASTIAN 92,5.4776465,377108.956807,3149208.28883,-16.2552357355,28.4636649073
422.0,20050410,SAN SEBASTIAN,BACULO,9.0,AVENIDA SAN SEBASTIAN 79,6.01587073,377020.859189,3149194.32478,-16.2561339159,28.4635305831
423.0,20050409,SAN SEBASTIAN,BACULO,9.0,AVENIDA SAN SEBASTIAN 77,14.89513588,377056.211687,3149195.32372,-16.2557729961,28.4635429316
424.0,20050404,SAN SEBASTIAN,BACULO,9.0,AVENIDA SAN SEBASTIAN 65,3.52304357,377232.918774,3149202.0946,-16.2539691502,28.4636206841
425.0,20050107,SAN SEBASTIAN,BACULO,9.0,AVENIDA SAN SEBASTIAN 78,10.3906904,377214.912853,3149211.68271,-16.254154052,28.4637055168
426.0,20050108,SAN SEBASTIAN,BACULO,9.0,AVENIDA SAN SEBASTIAN 82,4.62360997,377179.658815,3149210.38503,-16.2545139354,28.4636904859
427.0,20080714,SAN SEBASTIAN,BACULO,8.0,AVENIDA SAN SEBASTIAN 3,25.6970568,377663.896244,3149168.17509,-16.2495643141,28.4633550812
428.0,20080717,SAN SEBASTIAN,BACULO,8.0,AVENIDA SAN SEBASTIAN 3,14.50961422,377678.328982,3149143.96694,-16.2494143545,28.4631379679
429.0,20080716,SAN SEBASTIAN,BACULO,8.0,AVENIDA SAN SEBASTIAN 5,8.33524814,377638.908889,3149154.2892,-16.2498180155,28.4632274231
430.0,20320209,ANGEL GUIMERA,COLUMNA,10.0,CALLE PUERTA CANSECO 35,19.38869981,377308.583501,3149533.41117,-16.2532317254,28.4666177772
431.0,20320208,ANGEL GUIMERA,COLUMNA,10.0,CALLE PUERTA CANSECO 45,15.25789069,377279.571656,3149541.01972,-16.2535288192,28.4666837103
432.0,20320212,ANGEL GUIMERA,BACULO,10.0,CALLE PUERTA CANSECO 59,19.67658201,377209.874562,3149572.36624,-16.2542439415,28.4669600351
433.0,20320205,ANGEL GUIMERA,COLUMNA,10.0,CALLE PUERTA CANSECO 61,4.36668208,377192.1807,3149563.13406,-16.2544236565,28.4668750527
434.0,20320219,ANGEL GUIMERA,BACULO,10.0,CALLE PUERTA CANSECO 71,2.49686929,377132.93617,3149584.14695,-16.255030933,28.467059102
435.0,20320218,ANGEL GUIMERA,BACULO,10.0,CALLE PUERTA CANSECO 79,6.24713763,377117.160635,3149590.13361,-16.2551926797,28.4671116419
436.0,20320213,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 56,6.50830899,377238.791551,3149563.54893,-16.2539476865,28.4668831863
437.0,20320214,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 50,5.86364537,377267.838897,3149555.9522,-16.2536502307,28.4668173642
438.0,20320215,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 38,6.58788503,377296.921917,3149548.48599,-16.2533524248,28.4667527227
439.0,20320210,ANGEL GUIMERA,COLUMNA,10.0,AVENIDA ANGEL GUIMERA 28,17.70566964,377337.595313,3149525.87379,-16.2529346399,28.4665524857
440.0,20320222,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 22,4.55954216,377386.101925,3149526.6381,-16.2524393478,28.4665639458
441.0,20320223,ANGEL GUIMERA,BACULO,10.0,AVENIDA ANGEL GUIMERA 12,8.03812965,377416.882699,3149517.91095,-16.2521240708,28.4664880819
442.0,20340311,PROLONGACION RAMON Y CAJAL,BACULO,10.0,CALLE PROLONGACION RAMON Y CAJAL 44,9.05068032,377426.573471,3149378.68652,-16.2520102928,28.4652325595
443.0,20340306,PROLONGACION RAMON Y CAJAL,BACULO,10.0,CALLE PROLONGACION RAMON Y CAJAL 7,4.97448443,377284.87226,3149413.45864,-16.2534611005,28.4655330325
444.0,10090249,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 3,8.64322956,377524.222327,3149695.97213,-16.2510467948,28.4681050861
445.0,10090247,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 3,5.84929311,377516.552328,3149708.93184,-16.2511265037,28.4682213206
446.0,10090245,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 5,5.52077037,377508.680122,3149722.26954,-16.251208318,28.4683409473
447.0,10090243,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 7,6.16719449,377501.274601,3149735.22906,-16.2512853261,28.468457205
448.0,10090234,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 10,3.87224401,377472.029214,3149806.32692,-16.2515915618,28.4690960805
449.0,10090233,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 14,3.19807387,377464.561165,3149819.62585,-16.2516692457,28.469215395
450.0,10090231,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 16,3.00776312,377456.945526,3149832.78728,-16.2517484223,28.4693334547
451.0,10090223,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 28,5.97212069,377426.092001,3149885.09363,-16.2520690877,28.4698025935
452.0,10090225,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 28,20.38894526,377433.66162,3149872.16888,-16.2519904054,28.4696866655
453.0,1004AT209,MENDEZ NUÑEZ,BACULO,9.0,CALLE MENDEZ NUÑEZ 5,14.50767579,377127.633321,3149798.96246,-16.2551079995,28.4689972059
454.0,10050302,MENDEZ NUÑEZ,BACULO,9.0,CALLE MENDEZ NUÑEZ 5,5.89284528,377112.148455,3149794.94661,-16.2552657137,28.4689595053
455.0,1004AT205,MENDEZ NUÑEZ,BACULO,9.0,CALLE MENDEZ NUÑEZ 4,3.7697673,377061.59976,3149718.71027,-16.2557738174,28.4682667445
456.0,1004AT210,MENDEZ NUÑEZ,BACULO,9.0,CALLE MENDEZ NUÑEZ 16,3.02476836,377165.617454,3149841.76819,-16.2547246425,28.4693870859
457.0,10090219,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 32,3.36209968,377410.850978,3149911.28921,-16.252227529,28.4700375627
458.0,10090217,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 36,2.8341203,377402.998388,3149924.62115,-16.252309145,28.4701571385
459.0,10090215,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 38,2.97181682,377395.377866,3149937.71893,-16.2523883662,28.4702746228
460.0,10090213,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 40,5.52865948,377387.519163,3149950.81668,-16.2524700201,28.4703920846
461.0,10090211,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 48,2.80254216,377379.898731,3149963.91446,-16.2525492408,28.4705095688
462.0,10090209,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 52,3.13301455,377372.236377,3149977.05453,-16.2526288943,28.4706274308
463.0,10090214,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 29,3.2706307,377378.087658,3149944.79831,-16.2525657021,28.4703368846
464.0,10090216,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 27,4.68543062,377385.623559,3149931.70966,-16.2524873459,28.4702194747
465.0,10090218,PILAR (EL),COLUMNA,7.0,CALLE EL PILAR 23,4.17626504,377393.591639,3149918.65454,-16.2524045796,28.470102408
466.0,10240307,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 21,6.92970037,377590.394566,3149669.20447,-16.2503681568,28.4678697355
467.0,10240310,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 15,3.56118125,377650.081363,3149659.68105,-16.2497575863,28.4677893938
468.0,10240311,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 13,2.8525988,377664.971488,3149657.38131,-16.2496052748,28.467770037
469.0,10240315,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 5,2.77110095,377753.163716,3149649.42883,-16.248703757,28.467706542
470.0,10240316,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 3,11.55414954,377767.266292,3149649.79802,-16.2485597719,28.467711196
471.0,10240317,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 3,3.08610851,377781.319444,3149650.30367,-16.2484163061,28.4677170767
472.0,10240324,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 4,2.89272939,377794.797163,3149661.86221,-16.2482798893,28.4678226505
473.0,10240323,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 6,4.60136573,377780.849143,3149661.33062,-16.2484222789,28.4678165457
474.0,10240322,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 8,3.34978984,377766.872308,3149660.75908,-16.2485649585,28.4678100775
475.0,10240321,VILLALBA HERVAS,COLUMNA,7.0,CALLE VILLALBA HERVAS 10,5.06056733,377752.591301,3149660.19844,-16.2487107456,28.467803679
476.0,10240409,VILLALBA HERVAS,COLUMNA,12.0,CALLE SAN FRANCISCO 11,9.35679867,377716.946511,3149648.84305,-16.2490735673,28.4676978593
477.0,1004AT310,PLAZA GENERAL WEYLER - VÍA RAMBLA PULIDO,COLUMNA,12.0,PLAZA WEYLER 4,17.63139938,377060.172307,3149621.81289,-16.2557780554,28.4673921592
478.0,1004AT507,RAMBLA DE PULIDO,BACULO,8.0,PLAZA WEYLER 4,10.90535144,377069.145507,3149608.94825,-16.2556850434,28.4672769084
479.0,10020511,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 57,10.21686475,376870.029579,3150071.11364,-16.2577679224,28.4714289277
480.0,10020211,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 57,10.48046883,376853.010743,3150058.69127,-16.2579404067,28.4713152145
481.0,10020510,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 55,11.16517321,376836.60765,3150045.49711,-16.2581065195,28.4711945942
482.0,10020303,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 55,38.82333943,376853.015841,3150022.75234,-16.2579365124,28.4709908844
483.0,10020403,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 96,6.2161956,376903.002996,3150061.1904,-16.2574301063,28.4713424896
484.0,10020301,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 96,17.05784301,376919.919702,3150073.51072,-16.2572586536,28.4714552717
485.0,10020402,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 94,20.38455535,376869.677776,3150035.69034,-16.2577677287,28.4711092172
486.0,10020302,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 94,7.33147999,376886.575307,3150047.95611,-16.2575964667,28.4712215055
487.0,10020209,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 53,8.86734792,376786.816841,3150006.97376,-16.2586109082,28.4708422354
488.0,10120204,MENDEZ NUÑEZ,BACULO,9.0,CALLE MENDEZ NUÑEZ 72,5.07259056,377403.956737,3150126.23744,-16.2523208158,28.471976717
489.0,20020316,TOME CANO,BACULO,10.0,CALLE TOME CANO 12,14.45507966,376453.083748,3148595.89533,-16.261867986,28.4580763911
490.0,20020315,TOME CANO,BACULO,10.0,CALLE TOME CANO 12,10.20452891,376448.146626,3148615.78713,-16.2619205343,28.4582554368
491.0,20050206,JOSE HERNANDEZ ALFONSO,COLUMNA,12.0,CALLE LEONCIO RODRIGUEZ 37A,8.80250891,377295.743897,3148964.64824,-16.2533022841,28.4614837585
492.0,20050605,JOSE HERNANDEZ ALFONSO - PLAZA,COLUMNA,12.0,AVENIDA SAN SEBASTIAN 51,38.82911766,377398.448673,3149179.27014,-16.2522762958,28.4634302783
493.0,20050213,JOSE HERNANDEZ ALFONSO,COLUMNA,12.0,AVENIDA SAN SEBASTIAN 51,34.15464517,377400.768764,3149162.26537,-16.2522507934,28.4632770364
494.0,2010A308,"ASUNCION, DE LA - AVENIDA",BACULO,7.0,CALLE GENERAL SERRANO 85,14.16505083,376494.90022,3149576.53612,-16.2615460696,28.4669301347
495.0,10011104,RAMBLA DE PULIDO,BACULO,8.0,RBLA PULIDO 24,6.69361594,376828.297233,3149646.7727,-16.2581487609,28.4675955235
496.0,20090610,SAN SEBASTIAN,BACULO,8.0,AVENIDA SAN SEBASTIAN 152,13.18249501,376672.213457,3149220.50969,-16.2596971512,28.4637339611
497.0,10020509,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 51,3.6267565,376803.045547,3150020.43784,-16.2584466063,28.4709652756
498.0,10020210,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 51,19.13340092,376819.617043,3150033.27062,-16.2582787357,28.471082651
499.0,10020512,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 59,13.76634575,376903.427588,3150096.39458,-16.2574295322,28.4716602296
500.0,10020212,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 59,8.61473031,376886.495638,3150084.04326,-16.2576011374,28.4715471662
501.0,10020406,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 100,18.18098239,376970.740028,3150111.92244,-16.256743731,28.4718067155
502.0,10020405,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 100,8.31127099,376957.05042,3150101.31601,-16.2568824097,28.4717097057
503.0,10020404,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 100,19.01492793,376943.147991,3150090.79427,-16.2570232708,28.47161344
504.0,10130412,Rambla de SANTA CRUZ,BACULO,8.0,RBLA DE SANTA CRUZ 167,50.8010685,378026.5428,3150638.3217,-16.2460165593,28.4766564413
505.0,10130107,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 165,21.18718994,377988.139912,3150653.71959,-16.2464104183,28.4767918053
506.0,10130113,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 165,31.97998948,377981.545759,3150621.74608,-16.2464743798,28.4765026422
507.0,10130208,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 165,4.42691716,377969.179518,3150646.36831,-16.2466032913,28.4767236883
508.0,10130413,Rambla de SANTA CRUZ,BACULO,8.0,RBLA DE SANTA CRUZ 165,53.14322062,378014.718761,3150626.4977,-16.2461360715,28.4765486287
509.0,10130104,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 155,7.79972755,377865.630188,3150605.58817,-16.2476565663,28.4763459671
510.0,10130211,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 155,35.91406645,377877.095444,3150579.75645,-16.2475367271,28.4761139226
511.0,10130205,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 153,8.66401244,377845.75255,3150597.74372,-16.2478587536,28.4762733118
512.0,10130110,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 153,36.37511672,377856.265318,3150571.08517,-16.2477485544,28.4760337165
513.0,10130103,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 151B,15.0274237,377824.147571,3150588.65417,-16.2480784505,28.4761892578
514.0,10130109,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 151B,36.70530116,377814.567338,3150554.26754,-16.2481726491,28.4758780369
515.0,10130212,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 151B,38.26238698,377835.333618,3150562.98735,-16.2479614797,28.4759586757
516.0,10130204,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 151A,9.78883473,377803.983327,3150580.84456,-16.248283568,28.4761168895
517.0,10130102,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 149,16.01709515,377782.785066,3150571.79721,-16.2484991148,28.4760332537
518.0,10130203,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 149,9.76793188,377761.416831,3150563.52037,-16.248716479,28.4759565553
519.0,10130108,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 149,36.97841613,377773.152534,3150537.59751,-16.248593866,28.4757237147
520.0,10130213,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 149,39.0735324,377793.755476,3150546.21827,-16.2483843549,28.4758034448
521.0,10100417,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 143A,6.57262734,377682.941767,3150531.37113,-16.2495145623,28.4756590614
522.0,10100416,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 141,8.23615733,377661.235088,3150522.80782,-16.2497353511,28.4755797443
523.0,10100415,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 139,8.62336198,377639.329187,3150513.84634,-16.2499581321,28.475496815
524.0,10100414,Rambla de SANTA CRUZ,COLUMNA,8.0,RBLA DE SANTA CRUZ 129,6.89376425,377617.821573,3150504.68565,-16.2501768236,28.4754121248
525.0,20080711,SAN SEBASTIAN,BACULO,8.0,AVENIDA SAN SEBASTIAN 7,43.5669999,377543.009272,3149199.43944,-16.2508021578,28.4636258803
526.0,20080719,SAN SEBASTIAN,BACULO,8.0,AVENIDA SAN SEBASTIAN 7,52.27822389,377558.182866,3149174.26887,-16.2506445272,28.4634001527
527.0,20340301,PROLONGACION RAMON Y CAJAL,BACULO,10.0,CALLE PROLONGACION RAMON Y CAJAL 1A,11.78927347,377143.089884,3149448.24456,-16.2549127463,28.4658336066
528.0,20340302,PROLONGACION RAMON Y CAJAL,BACULO,10.0,CALLE PROLONGACION RAMON Y CAJAL 1C,5.62181827,377171.514404,3149441.70499,-16.2546217662,28.4657772683
529.0,20240331,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 37,7.9304464,376255.582301,3148772.98986,-16.263903812,28.4596558551
530.0,20240330,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 37,13.51272139,376250.51108,3148752.42333,-16.26395339,28.4594697716
531.0,20240412,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 37,34.39339841,376223.62556,3148759.59766,-16.2642287092,28.4595319649
532.0,20240332,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 37,11.74948898,376260.356363,3148793.32315,-16.2638572434,28.4598398055
533.0,20240329,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 37,15.23340979,376245.306472,3148732.32785,-16.2640043806,28.4592879264
534.0,20080715,SAN SEBASTIAN,BACULO,8.0,CALLE DOCTOR TOMAS CERVIA CABRERA 1,22.99752575,377703.41677,3149158.93816,-16.2491597424,28.4632754293
535.0,20390110,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 7,16.42126872,376831.276661,3148377.81171,-16.2579827094,28.4561440627
536.0,20390111,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE UNION ARTISTICA EL CABO 7,18.30607898,376843.500742,3148406.90948,-16.2578609922,28.4564078101
537.0,20240109,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 6,27.57096775,376314.472955,3149124.42573,-16.2633401503,28.4628329694
538.0,20240111,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 6,20.65358593,376302.083395,3149077.72639,-16.2634616609,28.4624103568
539.0,20240110,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 6,5.97476301,376307.801736,3149101.19516,-16.263405784,28.4626226927
540.0,20240106,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 4,22.66657933,376337.564501,3149190.52351,-16.2631114305,28.4634316577
541.0,20240107,REYES CATOLICOS - AVENIDA,BACULO,7.0,AVENIDA REYES CATOLICOS 4,6.28767855,376330.469566,3149170.82719,-16.2631817712,28.4632532357
