FID,GEOCODIGO,CVIA,TVIA,TEXTO,HISTORICO,TIPO,UTM_X,UTM_Y,GRAD_X,GRAD_Y,LONGITUD
178.0,383810184,10184,CALLE,CALLE SANTA ROSA DE LIMA, ,Asfalto,377664.200069,3149896.70918,-16.2496396899,28.4699281072,206.838306674
179.0,383810185,10185,CALLE,CALLE OBSIDIANA, ,Asfalto,373952.841555,3148327.06683,-16.2873700353,28.4554114094,229.961532794
180.0,383810597,10597,CALLE,CALLE PUNTA EL JURADO,PARALELA PUNTA RASCA,Asfalto,371885.029242,3145656.4696,-16.3081880038,28.431109657,227.294527329
181.0,383810598,10598,CALLE,CALLE EL AGUACATE, ,Tierra,371383.85316,3144277.29574,-16.3131470509,28.4186102165,363.487874037
182.0,383811088,11088,CALLE,CALLE UNO MARITIMA DE AÑAZA,ACCESO 1 A ZONA MARITIMA AÑAZA (10611),Asfalto,373150.83996,3144683.51765,-16.2951400045,28.4225177729,1291.16207969
183.0,383810603,10603,CALLE,CALLE 125, ,Asfalto,369810.509971,3147842.82738,-16.3296132749,28.4506348929,241.585613166
184.0,383810604,10604,CALLE,CALLE AVELINO DELGADO (POLLO SAN ANDRES),CARENA (CV.40306),Asfalto,383284.237348,3153665.55607,-16.1926244982,28.5044602607,165.153861683
185.0,383810605,10605,CALLE,CALLE ANTONIO DOMINGUEZ ALFONSO,LA NORIA,Asfalto,377598.487492,3149338.24282,-16.2502504115,28.4648837356,255.754548264
186.0,383810606,10606,CALLE,CALLE VOLCAN CHAORRA,CALLE 114 (CV.10420),Asfalto,371572.898694,3147288.70772,-16.31155537,28.4458097208,396.017544592
187.0,383810608,10608,CALLE,CALLE PUNTA LOS ORGANOS, ,Asfalto,371840.98013,3145796.9847,-16.3086536669,28.4323734386,123.101090647
188.0,383810609,10609,CALLE,CALLE EL MAMEY, ,Tierra,371361.597531,3144257.44332,-16.3133772976,28.4184314301,235.412699991
189.0,383810600,10600,CALLE,CALLE ACCESO 2 A ZONA MARITIMA, ,Tierra,372777.097466,3144303.8522,-16.2989367347,28.4189751374,1027.17627216
190.0,383821294,21294,CALLE,CALLE DOMINGO J MANRIQUE, ,Asfalto,375934.351172,3149910.10161,-16.2673067034,28.4698869855,194.916783982
191.0,383821313,21313,CALLE,CALLE DRAGO, ,Asfalto,375828.446664,3150186.94654,-16.2684238107,28.4723842749,222.891339168
192.0,383821321,21321,CALLE,CALLE ENREDADERA, ,Peatonal,376106.817129,3150474.64004,-16.2656087789,28.4750037351,31.3485656703
193.0,383821336,21336,CALLE,CALLE LAS ESCALERITAS, ,Peatonal,375880.392812,3150086.02241,-16.2678787889,28.4714678738,69.2489583378
194.0,383821367,21367,PNTE,PUENTE JAVIER DE LOÑO PEREZ, ,Asfalto,375815.399928,3149851.22117,-16.2685153753,28.4693445665,218.323232951
195.0,383821375,21375,CALLE,CALLE LAS LECHERAS, ,Peatonal,375743.573799,3150369.98122,-16.2693054425,28.4739907754,472.194888548
196.0,383821383,21383,CALLE,CALLE LA LLAVITA, ,Peatonal,375892.839945,3150392.7532,-16.2677797293,28.4742384216,123.673949359
197.0,383821391,21391,CALLE,CALLE LA LOMA, ,Peatonal,375856.012677,3150313.64609,-16.2681568671,28.4735334361,383.00980295
198.0,383821402,21402,CALLE,CALLE MONTURRIO, ,Peatonal,375783.559898,3150354.62619,-16.2689005351,28.4738884742,95.3509181749
199.0,383821417,21417,CALLE,CALLE POLEA, ,Peatonal,376146.722757,3150472.71277,-16.265203781,28.4749837135,73.1629128076
200.0,383850297,50297,CALLE,CALLE PICAFLOR, ,Asfalto,372643.202011,3146949.12925,-16.3005901773,28.4428483358,134.427823212
201.0,383850301,50301,CALLE,CALLE LA PIEDAD, ,Asfalto,372418.098108,3146996.08296,-16.3028945197,28.4432506764,76.507179009
202.0,383850316,50316,CALLE,CALLE PRUDENCIO TADEO, ,Asfalto,372572.327044,3146755.07772,-16.301289976,28.4410953805,207.301728509
203.0,383850324,50324,CALLE,CALLE LA RAJITA, ,Asfalto,372321.069032,3147248.63261,-16.3039177012,28.4455110213,250.796809818
204.0,383850332,50332,CALLE,CALLE EL RINCON, ,Asfalto,372493.764294,3146926.45717,-16.3021213457,28.4426198417,93.1487257844
205.0,383850347,50347,CALLE,CALLE SAN CRISTOBAL (TINCER), ,Asfalto,372514.023842,3146923.64275,-16.3019069874,28.4426063062,37.0192073501
206.0,383850355,50355,CALLE,CALLE SAN FELIPE NERI, ,Asfalto,372280.101371,3146880.90499,-16.3042922568,28.4421990129,46.6568643569
207.0,383850363,50363,CALLE,CALLE SAN GREGORIO, ,Asfalto,372550.341474,3147010.45838,-16.3015457766,28.4433933098,60.7782777949
208.0,383850371,50371,CALLE,CALLE SAN JUAN, ,Asfalto,372501.112254,3146679.27963,-16.3019916911,28.4403888778,283.4261737
209.0,383850386,50386,CALLE,CALLE SAN LORENZO, ,Asfalto,372243.216972,3146933.57578,-16.3046690083,28.4426675492,43.4945294067
210.0,383850394,50394,CALLE,CALLE SAN ROMAN, ,Tierra,372174.854993,3146859.625,-16.3053628032,28.4419954124,40.1320978541
211.0,383851463,51463,CALLE,CALLE ELICIO, ,Asfalto,371642.954342,3146366.82576,-16.3107471589,28.4375001447,245.792886813
212.0,383851471,51471,CALLE,CALLE FERRETERIA, ,Tierra,371344.360751,3145620.04894,-16.3137024254,28.4307136435,269.98020213
213.0,383851486,51486,CALLE,CALLE FUENTE FRIA, ,Tierra,371333.63357,3146427.16956,-16.3138804877,28.4379768057,332.879073045
214.0,383851494,51494,CALLE,CALLE GALA, ,Tierra,371543.184838,3145968.63616,-16.3117193486,28.4338946992,193.982810384
215.0,383851505,51505,CALLE,CALLE EL GOMERO, ,Asfalto,371946.754685,3146324.56823,-16.3076323027,28.4371445095,38.9986708234
216.0,383851513,51513,CALLE,CALLE HILARIO GARCIA, ,Asfalto,371737.597061,3146354.60942,-16.3097736691,28.4373987985,129.262577975
217.0,383851521,51521,CALLE,CALLE JUAN CABRERA, ,Asfalto,372037.011225,3146350.32787,-16.3067122068,28.4373873112,197.126139026
218.0,383851536,51536,CALLE,CALLE MINICO, ,Asfalto,371688.646988,3146263.36039,-16.3102622089,28.4365673474,87.7301037009
219.0,383810990,10990,CALLE,CALLE PARALELA DOS NARDO,CONTINUAC. CALLE SAN BERNARDINO,Asfalto,371181.582688,3146168.54354,-16.315426853,28.4356612083,88.3611243227
220.0,383851552,51552,CALLE,CALLE NEVATILLA, ,Asfalto,371145.571984,3146173.21294,-16.3157950175,28.4356997927,85.8554400148
221.0,383851567,51567,CALLE,CALLE OBDULIO, ,Asfalto,371671.284993,3146306.625,-16.3104426991,28.4369555321,82.6479874606
222.0,383811334,11334,PLAZA,PLAZA PRINCIPE DE ASTURIAS, ,Peatonal,377564.732106,3149748.12513,-16.2506390371,28.4685777855,254.539418481
223.0,383811407,11407,PLAZA,PLAZA EL CHICHARRO,PLAZA ALFEREZ PROVISIONAL,Peatonal,377547.866832,3149674.9044,-16.2508018466,28.467917033,131.706669413
224.0,383820104,20104,BRANC,BARRANCO DEL HIERRO, ,Lugar,375365.328471,3148940.72978,-16.2730273995,28.4610908062,513.968835197
225.0,383820406,20406,PLAZA,PLAZA MAGALLANES, ,Peatonal,376657.67587,3148771.25283,-16.2597976249,28.4596783525,131.027378397
226.0,383820476,20476,PQUE,PARQUE DON QUIJOTE, ,Peatonal,376733.068161,3148971.27604,-16.259048731,28.461490569,399.928289331
227.0,383821062,21062,PLAZA,PLAZA REPUBLICA DOMINICANA, ,Asfalto,376372.742949,3149300.84459,-16.2627641355,28.4644302441,133.478818224
228.0,383821611,21611,BRANC,BARRANCO MOLINA, ,Lugar,375853.042384,3149662.77073,-16.2681103907,28.4676474436,57.5375660794
229.0,383821897,21897,PLAZA,PLAZA JOSE CARLOS SCHWARTZ,"BARRIO LA SALUD, PLAZA",Peatonal,375442.238955,3150099.97741,-16.2723448016,28.4715497157,153.095620039
230.0,383830103,30103,PLAZA,PLAZA VEINTICINCO DE JULIO, ,Asfalto,377044.251869,3149956.15775,-16.2559770898,28.4704087069,145.498708798
231.0,383830142,30142,GTA,GLORIETA LA PAZ,PLAZA LA PAZ,Asfalto,376497.89875,3149679.55829,-16.2615264886,28.4678601827,94.9651976284
232.0,383830215,30215,PLAZA,PLAZA PEDRO SCHWARTZ, ,Peatonal,376950.239788,3149514.18001,-16.2568895703,28.4664104681,157.611098707
233.0,383830447,30447,PLAZA,PLAZA ARQUITECTO ENRIQUE RUMEU DE ARMAS, ,Peatonal,376645.884443,3150012.69484,-16.2600498864,28.4708768907,124.238502576
234.0,383830567,30567,CALLE,CALLE ARQUITECTO ENRIQUE RUMEU DE ARMAS, ,Asfalto,376606.233005,3149983.84614,-16.2604527113,28.4706164387,20.2862169871
235.0,383830954,30954,PLAZA,PLAZA FRANCISCO HERNANDEZ BARROSO, ,Peatonal,376027.184492,3149954.82083,-16.2663630378,28.4702994104,150.370346473
236.0,383831095,31095,PQUE,PARQUE LA GRANJA, ,Peatonal,376117.468086,3149336.66678,-16.265368768,28.4647284789,1073.19433271
237.0,383831234,31234,PLAZA,PLAZA JOAQUIN AMIGO DE LARA, ,Peatonal,376040.172445,3148710.90786,-16.2660975843,28.4590745666,150.987358384
238.0,383831482,31482,PLAZA,PLAZA SIXTO MACHADO, ,Asfalto,375183.633161,3149103.07817,-16.2748986076,28.4625399443,83.3257049811
239.0,383832574,32574,PLAZA,PLAZA VEINTINUEVE DE MAYO, ,Asfalto,375804.937904,3149448.9666,-16.2685794264,28.4657133946,101.146791828
240.0,383832775,32775,PLAZA,PLAZA DE LOS CANTOS CANARIOS, ,Peatonal,375749.686049,3149263.11641,-16.2691213302,28.4640294116,281.347713426
241.0,383840032,40032,CALLE,CALLE BONILLA, ,Asfalto,379978.349853,3152736.68097,-16.2263005172,28.4957744611,35.9154890019
242.0,383840055,40055,BRANC,BARRANCO EL BUFADERO, ,Asfalto,379648.973335,3154363.51817,-16.2298350874,28.5104253156,637.443927623
243.0,383840113,40113,CSRIO,CASERIO CUEVA LAS PALOMAS, ,Lugar,379848.132776,3152698.25505,-16.2276267238,28.4954156761,30.0000000279
244.0,383810121,10121,AVDA,AVENIDA LA CONSTITUCION, ,Asfalto,377204.921141,3148318.38214,-16.2542920444,28.4555706141,1599.7559118
245.0,383801508,10673,CALLE,CALLE AUTOPISTA CONEXION TF4, ,Asfalto,376127.646887,3147711.22663,-16.2650228507,28.4500721604,5646.44339747
246.0,383840121,40121,CALLE,CALLE DENIZ, ,Asfalto,379979.086072,3152797.59844,-16.2262988467,28.4963242322,90.6187292565
247.0,383840202,40202,CALLE,CALLE SAN JUAN EVANGELISTA, ,Asfalto,379953.89571,3152392.13223,-16.2265158712,28.4926530421,337.944598559
248.0,383840217,40217,CALLE,CALLE SANTIAGO RAYCO, ,Asfalto,379979.536313,3152769.9209,-16.2262918648,28.4960745465,35.4850649396
249.0,383840225,40225,CALLE,CALLE SIVERIO, ,Asfalto,379996.659012,3152750.43184,-16.226114915,28.4959002879,88.9046336299
250.0,383840233,54805,LUGAR,LUGAR VALLE BROSQUE, ,Asfalto,379960.140467,3155107.56381,-16.2267102909,28.5170788565,1491.68901589
251.0,383840241,40241,LUGAR,LUGAR VALLE CRISPIN, ,Asfalto,379106.693523,3155002.97575,-16.2354371498,28.5161465285,1452.89968537
252.0,383840345,40345,LUGAR,LUGAR LADERA DE SAN ANDRES, ,Lugar,383041.201367,3153691.88151,-16.1951091564,28.5046735182,30.0000012656
253.0,383801514,01514,CALLE,CALLE PARALELA SARGENTO PROVISIONAL, ,Asfalto,373897.673501,3147913.90375,-16.2878864594,28.4516784137,129.414526882
254.0,383840434,40434,CALLE,CALLE AQUILINO, ,Peatonal,383717.588626,3154570.18453,-16.1882932564,28.5126550807,151.740847104
255.0,383840465,40465,CALLE,CALLE CEDRES, ,Peatonal,383522.28985,3154442.53548,-16.1902703896,28.5114916004,49.0188491844
256.0,383840554,40554,CALLE,CALLE LAS GEMELAS, ,Peatonal,383685.448749,3154594.59883,-16.188613432,28.5128829093,117.011767812
257.0,383840604,40604,CALLE,CALLE MERINO, ,Peatonal,383558.052244,3154474.99496,-16.189908103,28.5117869252,95.2051368631
258.0,383840627,40627,CALLE,CALLE NILA, ,Asfalto,383679.576047,3154552.55248,-16.1886554055,28.5125126425,307.520015123
259.0,383840643,40643,CALLE,CALLE PIMENTEL, ,Peatonal,383602.581517,3154456.33689,-16.1894511801,28.5116225948,119.634088165
260.0,383840701,40701,CALLE,CALLE SAN MANUEL, ,Peatonal,383705.421147,3154543.30015,-16.1884100364,28.5124161481,98.2520527841
261.0,383840763,40763,CSRIO,CASERIO LOS BANQUITOS, ,Lugar,386940.655007,3155905.12499,-16.1554882251,28.5249920621,10.4463115969
262.0,383840794,40794,CSRIO,CASERIO LOMO DE LA CRUZ, ,Lugar,386917.655295,3156408.08598,-16.1557727765,28.5295291637,113.715797266
263.0,383840805,40805,CSRIO,CASERIO LOMO LLANO, ,Lugar,386987.150015,3155787.74999,-16.155001569,28.5239368213,12.9179565068
264.0,383840813,40813,CSRIO,CASERIO EL PUERTITO, ,Lugar,387266.026163,3155734.31934,-16.15214666,28.5234788225,33.4250345558
265.0,383840836,40836,CSRIO,CASERIO LOMO DEL SERENILLO, ,Lugar,376327.999997,3151515.0,-16.2634587081,28.484407915,30.0000000279
266.0,383840875,40875,CSRIO,CASERIO LA FORTALEZA, ,Lugar,377271.325646,3156583.20024,-16.2543643983,28.5302348694,49.0087735473
267.0,383840891,40891,LUGAR,LUGAR LADERA BAJA, ,Lugar,378191.862157,3151376.22629,-16.2444066355,28.4833317522,14.7351591938
268.0,383840933,40933,CTRA,CARRETERA TAHODIO, ,Asfalto,377035.771802,3152916.81038,-16.2565617982,28.4972313743,3837.79979254
269.0,383840964,40964,CALLE,CALLE ANTONIO SARO,CALLE 6  DE VALLESECO,Asfalto,378813.937219,3151815.0763,-16.2381005473,28.4873577298,423.983081632
270.0,383841012,41012,CALLE,CALLE ENRIQUE LARA,CALLE 7 DE VALLESECO,Asfalto,378798.006651,3151816.56258,-16.2382636661,28.4873703908,370.758451376
271.0,383841027,41027,CALLE,CALLE JOSE BATAN,CALLE TERCERA DE VALLESECO,Peatonal,378866.064722,3151767.50925,-16.2375600133,28.4869218204,255.153859452
272.0,383841035,41035,CALLE,CALLE JUAN SILVESTRE,CALLE SEGUNDA DE VALLESECO,Asfalto,378860.184207,3151867.51311,-16.2376334836,28.4878355754,467.186526111
273.0,383841043,41043,CALLE,CALLE MANUEL LOMO,CALLE CUARTA DE VALLESECO,Asfalto,378839.023265,3151825.07577,-16.2378450567,28.4874489817,486.73325434
274.0,383841066,41066,CALLE,CALLE PEDRO DELGADO,CALLE QUINTA DE VALLESECO,Asfalto,378815.721617,3151859.34052,-16.2380860182,28.4877513683,364.868851921
275.0,383841147,41147,CALLE,CALLE BELEN,CALLE 14 DE VALLESECO,Peatonal,378703.562146,3151842.08722,-16.2392299857,28.4875902773,202.242856517
276.0,383841194,41194,CALLE,CALLE CRISTOBAL RAMOS,CALLE 12 DE VALLESECO,Peatonal,378747.098743,3151665.37958,-16.2387650978,28.4859811538,299.291386469
277.0,383841236,41236,CALLE,CALLE DOMINGO GARCIA HERNANDEZ,CALLE 15 DE VALLESECO,Peatonal,378696.315006,3151790.99712,-16.2392974093,28.4871219758,106.642857068
278.0,383841244,41244,CALLE,CALLE FERNANDEZ VEGA,CALLE 9 DE VALLESECO,Asfalto,378774.448813,3151795.6058,-16.238502178,28.4871818996,333.693554253
279.0,383841252,41252,CALLE,CALLE MANUEL RAVINA,CALLE DIEZ DE VALLESECO,Asfalto,378776.503311,3151658.6685,-16.2384643556,28.4859274069,361.797627123
280.0,383841302,41302,CALLE,CALLE RAFAEL SOTO,CALLE 8 DE VALLESECO,Asfalto,378788.358827,3151797.16706,-16.2383595652,28.4871923749,378.41624569
281.0,383841317,41317,CALLE,CALLE RAMON BOTAS,CALLE 16 DE VALLESECO,Peatonal,378687.690007,3151765.37501,-16.2393826912,28.4868892889,74.0015578621
282.0,383841325,41325,CALLE,CALLE SALVADOR PEREZ,CALLE 11 DE VALLESECO,Peatonal,378758.149981,3151662.37877,-16.2386522744,28.4859548039,315.727359504
283.0,383841356,41356,CSRIO,CASERIO AZANOS, ,Lugar,381230.41879,3159537.08997,-16.2142132645,28.5572600105,20.0000067786
284.0,383841364,41364,CSRIO,CASERIO BAJO EL ROQUE, ,Lugar,381187.194813,3160285.32915,-16.2147183511,28.5639932579,108.116756619
285.0,383841372,41372,CSRIO,CASERIO EL CABEZO, ,Peatonal,381081.779501,3160222.22536,-16.2158046349,28.5634160841,391.554607184
286.0,383841395,41395,CALLE,CALLE CANONIGO JUAN NEGRIN, ,Asfalto,380953.990637,3159888.64805,-16.2170788417,28.560408513,45.3087511029
287.0,383801511,01510,CSRIO,CASERIO CRUZ VIEJA, ,Lugar,380519.761257,3159886.82394,-16.2215135937,28.5603510094,49.1124270132
288.0,383841422,41422,CMNO,CAMINO LA CUESTILLA, ,Asfalto,380971.246083,3159995.21151,-16.2169042789,28.5613825623,215.122552944
289.0,383841476,41476,CSRIO,CASERIO EL MAZAPE, ,Lugar,380626.877158,3159657.60477,-16.2203972279,28.5582908277,61.2203819964
290.0,383841453,41453,CSRIO,CASERIO LOS LAURELES, ,Lugar,377970.941198,3156974.74926,-16.2472532178,28.5338370333,102.189882724
291.0,383841743,41743,CSRIO,CASERIO LAS PALMAS DE ANAGA, ,Lugar,386190.766634,3162415.68416,-16.1637969441,28.5836824805,30.0000007858
292.0,383841484,41484,CSRIO,CASERIO LOS NARANJOS, ,Lugar,380658.943748,3159454.73581,-16.2200461811,28.5564639383,51.9986387136
293.0,383841492,41492,PLAZA,PLAZA NUESTRA SEÑORA DE LAS NIEVES, ,Peatonal,380957.648739,3159913.68234,-16.2170444439,28.5606349006,148.641211903
294.0,383841503,41503,CSRIO,CASERIO PORTUGAL, ,Lugar,380717.050009,3159766.125,-16.2194844199,28.5592798962,22.882369741
295.0,383841526,41526,CSRIO,CASERIO TACHERO, ,Adoquín,380470.714577,3160307.61307,-16.2221034679,28.5641443452,1381.75774018
296.0,383841534,41534,PLAYA,PLAYA TACHERO, ,Lugar,380433.843873,3160467.99204,-16.222475465,28.5655755848,180.516560829
297.0,383841542,41542,CSRIO,CASERIO EL TEJAR, ,Lugar,381174.58001,3159785.50001,-16.2148097538,28.5594966851,62.53199187
298.0,383841581,41581,PLAYA,PLAYA DE ANTEQUERA, ,Lugar,389025.469831,3156973.61813,-16.1342580486,28.5348372153,552.699482315
299.0,383841596,41596,CSRIO,CASERIO BAILADERO, ,Lugar,382445.697923,3158349.391,-16.2016696854,28.5466520866,19.9999912838
300.0,383841607,41607,CSRIO,CASERIO BENIJO, ,Lugar,383915.855476,3161253.42764,-16.1869380241,28.5729920568,29.9999997882
301.0,383841654,41654,LUGAR,LUGAR CHAMORGA, ,Lugar,386558.201243,3160875.95605,-16.1598877839,28.5698191083,29.9999982721
302.0,383841886,41886,CSRIO,CASERIO LA CUMBRECILLA, ,Peatonal,379396.43638,3158708.05954,-16.2328824483,28.5495007015,3470.96950047
303.0,383841677,41677,CSRIO,CASERIO EL DRAGUILLO, ,Peatonal,385126.830826,3161799.73375,-16.1746144876,28.5780275399,389.211022351
304.0,383841685,41685,LUGAR,LUGAR LOMO BLANCO, ,Lugar,381195.615002,3159926.525,-16.2146093538,28.5607712927,77.67568608
305.0,383841704,41704,CSRIO,CASERIO LOMO DE LAS BODEGAS, ,Lugar,387100.929999,3160063.75001,-16.1542595771,28.5625364951,90.3235296868
306.0,383841712,41712,CTRA,CARRETERA LOMO LAS BODEGAS, ,Asfalto,386882.539144,3160151.33092,-16.1564818292,28.5633093832,677.095561573
307.0,383841727,41727,CSRIO,CASERIO LOMO LAS CASILLAS (TABORNO), ,Peatonal,376340.754623,3159720.7208,-16.2642153121,28.558493361,352.062193831
308.0,383841774,41774,CSRIO,CASERIO ROQUE BERMEJO, ,Peatonal,388952.590001,3161765.375,-16.1354965024,28.5780529196,80.7732847421
309.0,383841782,41782,CSRIO,CASERIO ROQUE DE LAS BODEGAS, ,Lugar,382256.974789,3160908.52001,-16.2038723418,28.56971775,192.089513168
310.0,383841801,41801,PLAYA,PLAYA DEL ROQUE, ,Lugar,382174.60952,3160873.16843,-16.2047315069,28.5693748034,299.389596947
311.0,383841816,41816,CSRIO,CASERIO AFUR, ,Lugar,378007.552119,3159479.3418,-16.2471490226,28.556440181,29.999995696
312.0,383841824,41824,PLAZA,PLAZA AFUR, ,Peatonal,377913.807645,3159357.55603,-16.2480941883,28.5553320102,35.1353433262
313.0,383841855,41855,CSRIO,CASERIO CRUZ DE AFUR, ,Lugar,375972.974997,3157117.74999,-16.2676894436,28.5349356623,50.3746234477
314.0,383841952,41952,CSRIO,CASERIO HENCHIRET, ,Lugar,378770.129991,3158791.49999,-16.2392818693,28.5503041834,29.9999978007
315.0,383841967,41967,LUGAR,LUGAR LADERILLA, ,Lugar,387021.715007,3156300.76499,-16.1546988308,28.5285696622,39.9186824321
316.0,383841975,41975,CSRIO,CASERIO LLANO GRANDE, ,Peatonal,379175.092705,3157372.25622,-16.2349874199,28.5375202648,217.953286771
317.0,383841991,41991,CSRIO,CASERIO LOMO BICHO (ROQUE NEGRO), ,Lugar,377182.664454,3158061.07669,-16.2554284983,28.5435634658,30.0000053211
318.0,383842023,42023,CSRIO,CASERIO LOMO CENTENO, ,Peatonal,377628.692176,3158955.68835,-16.250965932,28.5516492302,1675.98862356
319.0,383842031,42031,CSRIO,CASERIO EL LOMO, ,Peatonal,376356.61165,3159825.48418,-16.2640719599,28.5594150449,90.4344168143
320.0,383842062,42062,CSRIO,CASERIO LOMO EL ZARZAL, ,Peatonal,377925.827,3157612.86854,-16.2478036042,28.5396001022,200.3430861
321.0,383842093,42093,CSRIO,CASERIO LOMO LA MORENA, ,Peatonal,378090.905289,3158116.37213,-16.2461406375,28.5441396562,435.219829257
322.0,383842143,42143,CSRIO,CASERIO LOMO PERERA, ,Peatonal,377990.695066,3157768.55879,-16.2471297278,28.541012687,168.160062099
323.0,383842197,42197,CSRIO,CASERIO PICO DEL INGLES, ,Lugar,376495.115005,3156852.74998,-16.2623251736,28.5325939036,29.999993597
324.0,383842216,42216,CSRIO,CASERIO LA PORQUERA, ,Peatonal,377494.212584,3157602.84944,-16.2521723712,28.5393887478,848.087548871
325.0,383842232,42232,CSRIO,CASERIO ROQUE NEGRO, ,Lugar,377849.054999,3157853.875,-16.2485959895,28.5417563917,30.0000101393
326.0,383842247,42247,PLAZA,PLAZA DE ROQUE NEGRO,PLAZA NTRA SRA DE FATIMA,Peatonal,378005.262174,3158035.47279,-16.247018367,28.5434097726,91.0262836188
327.0,383842271,42271,CSRIO,CASERIO TABORNO, ,Lugar,376190.404997,3159587.125,-16.2657339582,28.5572409262,110.306677426
328.0,383842286,42286,CMNO,CAMINO DE TABORNO, ,Asfalto,376079.084866,3158714.1839,-16.2667793665,28.5493081284,2152.86033483
329.0,383842294,42294,PLAZA,PLAZA DE TABORNO, ,Peatonal,376311.271481,3159579.66536,-16.2644977544,28.5571851238,36.4217725758
330.0,383842665,42665,PLAZA,PLAZA BARTOLOME GARCIA LORENZO,PLAZA GARCIA ESCAMEZ,Peatonal,375389.29249,3148339.66638,-16.2727036145,28.4556629092,285.877185367
331.0,383845423,45423,CALLE,CALLE RIO AMARILLO, ,Peatonal,381115.961525,3152897.28115,-16.2146959167,28.4973281677,75.4033824341
332.0,383846245,46245,CALLE,CALLE JUPITER, ,Peatonal,379921.119526,3152630.94879,-16.2268741648,28.4948150046,47.8521171277
333.0,383846253,46253,CALLE,CALLE SATURNO, ,Peatonal,379909.207905,3152652.12044,-16.2269979053,28.4950049635,31.1859795625
334.0,383846261,46261,CALLE,CALLE URANO, ,Peatonal,379908.593946,3152681.21362,-16.2270073828,28.4952674611,56.9225254351
335.0,383846276,46276,CALLE,CALLE PLUTON, ,Peatonal,379922.038037,3152706.91534,-16.226866143,28.4955014071,26.1018217775
336.0,383846284,46284,CALLE,CALLE BELL, ,Peatonal,379909.877618,3152724.57675,-16.2269989839,28.4956588844,49.0223020626
337.0,383846292,46292,CALLE,CALLE NICOLAS COPERNICO, ,Peatonal,379905.364855,3152755.9467,-16.227040432,28.4959421161,56.0280463649
338.0,383846303,46303,CALLE,CALLE MERCURIO, ,Peatonal,379923.986772,3152641.60439,-16.2268459326,28.494911446,81.4420391307
