FID,GEOCODIGO,CVIA,TVIA,TEXTO,HISTORICO,TIPO,UTM_X,UTM_Y,GRAD_X,GRAD_Y,LONGITUD
360.0,383846543,46543,CALLE,CALLE UMBRIA, ,Tierra,379787.691307,3152511.2423,-16.2282247126,28.4937216531,149.991952898
361.0,383846551,46551,CALLE,CALLE GAZCUÑA, ,Peatonal,379768.542641,3152468.11847,-16.2284167993,28.4933238128,35.7375039474
362.0,383846922,46922,CALLE,CALLE HERCULES, ,Asfalto,378072.152094,3151497.91346,-16.2456161673,28.4843985712,351.154140839
363.0,383846937,46937,CALLE,CALLE HECTOR, ,Asfalto,378176.240666,3151429.74395,-16.2445660708,28.4838090619,127.106581485
364.0,383846953,46953,CALLE,CALLE MINERVA,CALLE 6,Peatonal,378310.444226,3151344.21661,-16.2431920457,28.4830543261,131.205849254
365.0,383846961,46961,CALLE,CALLE JUNO,CALLE 7,Peatonal,378283.360759,3151357.65502,-16.2434716959,28.4831746978,92.2590286062
366.0,383846976,46976,CALLE,CALLE ZEUS,CALLE 9,Peatonal,378256.282971,3151347.65669,-16.2437437631,28.4830793447,54.5787843024
367.0,383846984,46984,CALLE,CALLE CLIO,CALLE 10,Peatonal,378254.45922,3151368.17993,-16.2437726819,28.483270031,124.981897477
368.0,383846992,46992,CALLE,CALLE VENUS,CALLE 11,Peatonal,378265.133313,3151321.29095,-16.2436527566,28.4828424936,135.002649858
369.0,383847001,47001,CALLE,CALLE ADONIS,CALLE 12,Peatonal,378299.796344,3151446.78356,-16.2433122963,28.4839747248,90.2970443892
370.0,383847016,47016,CALLE,CALLE ORFEO,CALLE 13,Peatonal,378299.858876,3151418.20856,-16.2433091453,28.4837194923,51.1552326686
371.0,383847024,47024,CALLE,CALLE TESEO,CALLE 14,Peatonal,378357.901212,3151419.18805,-16.2427147075,28.4837350249,113.457739352
372.0,383847032,47032,CALLE,CALLE BACO, ,Peatonal,378348.817294,3151468.69468,-16.2428134563,28.4841808076,51.0742677506
373.0,383847047,47047,CALLE,CALLE DAFNE, ,Peatonal,378333.698868,3151421.19778,-16.2429616473,28.4837508776,104.46519633
374.0,383847063,47063,CALLE,CALLE HORUS,CALLE 19,Peatonal,378361.238273,3151355.81954,-16.2426757973,28.4831690549,95.3498926622
375.0,383847071,47071,CALLE,CALLE AMALTEA,CALLE 20,Peatonal,378333.142819,3151364.83974,-16.242961991,28.4832415351,36.6751117568
376.0,383847094,47094,CALLE,CALLE PROMETEO, ,Peatonal,378322.369624,3151371.91978,-16.2430726737,28.4833044653,29.5830820536
377.0,383847105,47105,CALLE,CALLE PERSEO,CALLE 23,Peatonal,378333.07087,3151438.26993,-16.2429766459,28.483909908,67.6889070062
378.0,383847353,47353,CTRA,CARRETERA LAS GAVIOTAS, ,Asfalto,385319.042316,3154982.40381,-16.1719066963,28.5165062838,1290.36654503
379.0,383849723,49723,CSRIO,CASERIO GUAYTE ALTO, ,Lugar,376359.330866,3151385.33655,-16.2631308346,28.4832347855,72.5284235072
380.0,383849731,49731,CSRIO,CASERIO GUAYTE BAJO, ,Lugar,376420.626053,3151319.35709,-16.262491607,28.4826511328,29.9999951292
381.0,383849746,49746,CMNO,CAMINO DE LA HOYA,CTRA LA VITITA,Tierra,375956.522082,3152052.76307,-16.2673068975,28.4892235746,1185.13872142
382.0,383849754,49754,LUGAR,LUGAR LOMO LAS CASILLAS (LOS CAMPITOS), ,Lugar,375557.18118,3152706.38494,-16.2714607982,28.4950860754,9.99999945443
383.0,383849777,49777,CALLE,CALLE RAFAELA GONZALEZ ROJAS, ,Asfalto,376393.462864,3151530.8924,-16.2627919423,28.4845581408,156.397771597
384.0,383849785,49785,CALLE,CALLE FERMIN CRUZ,C ALLE TERCERA LOS CAMPITOS,Asfalto,376413.023524,3151532.64028,-16.2625922127,28.4845753235,219.28846392
385.0,383849804,49804,CALLE,CALLE ANTONIO RAMOS GONZALEZ,CALLE PRIMERA LOS CAMPITOS,Asfalto,376451.866369,3151532.70431,-16.2621953699,28.4845792842,337.035799643
386.0,383849827,49827,PLAZA,PLAZA IGLESIA LOS CAMPITOS, ,Peatonal,376739.68705,3151354.56226,-16.2592343162,28.4829987758,60.2673325727
387.0,383849874,49874,CALLE,CALLE EL LLANITO, ,Asfalto,376647.772449,3151422.19833,-16.2601766474,28.4835950128,151.086066279
388.0,383849901,49901,LUGAR,LUGAR EL REBOLADO, ,Lugar,378642.606171,3152139.85003,-16.2398826884,28.490264551,29.9999959732
389.0,383849994,49994,LUGAR,LUGAR LA QUEBRADA, ,Peatonal,378842.342528,3152644.13735,-16.2378955161,28.4948341021,19.9333480309
390.0,383851565,41565,PLAYA,PLAYA ALMACIGA, ,Lugar,382745.494262,3161164.55532,-16.1988955227,28.5720855368,195.148930591
391.0,383852957,52957,CALLE,CALLE ANDROMEDA, ,Asfalto,378203.868869,3151347.71096,-16.2442970356,28.4830902764,428.137276216
392.0,383854016,54016,LUGAR,LUGAR CASAS AMARILLAS, ,Lugar,380040.425474,3152817.29298,-16.2256746201,28.4965067712,204.1049911
393.0,383854055,54055,CMNO,CAMINO PORTUGAL, ,Tierra,380777.921169,3159793.35815,-16.2188874798,28.5595072945,290.959562085
394.0,383854152,54152,CALLE,CALLE PROCION, ,Peatonal,383178.146936,3153745.40649,-16.193714575,28.5051695365,26.1542660389
395.0,383854306,54306,CALLE,CALLE ARGONAUTA, ,Peatonal,383169.751066,3153652.14309,-16.1937914275,28.5043237663,28.0633063728
396.0,383854361,54361,CMNO,CAMINO LOS TARAJALES, ,Tierra,380721.818972,3160039.58664,-16.2194658084,28.5617621907,292.751369103
397.0,383854403,54403,CALLE,CALLE ARIADNA, ,Peatonal,378355.149503,3151344.67319,-16.2427325323,28.4830561383,47.860508234
398.0,383854523,54523,CALLE,CALLE FIDIAS,CALLE 15,Peatonal,378335.702212,3151455.70728,-16.2429507612,28.4840592762,44.4133450587
399.0,383854554,54554,PLAZA,PLAZA SAN JUAN BAUTISTA LA SALLE, ,Peatonal,376940.720963,3149219.27083,-16.2569502467,28.4637498152,90.800515571
400.0,383854635,54635,PASEO,PASEO LOMITO DEL LLANO, ,Tierra,386934.244022,3155755.3077,-16.1555544873,28.5236269982,208.665929509
401.0,383854643,54643,AVDA,AVENIDA LOS CUBANOS, ,Tierra,381196.445038,3159539.31931,-16.2145552025,28.5572874985,220.369180614
402.0,383854651,54651,CALLE,CALLE ESCALERA SAN JUANITO, ,Peatonal,376805.086427,3151384.07823,-16.2585734492,28.4832705811,89.5609758666
403.0,383854724,54724,CALLE,CALLE GOLETA, ,Peatonal,383159.056183,3153756.39812,-16.19391099,28.5052654358,23.060759178
404.0,383854836,54836,CMNO,CAMINO LOMO LOS LIRIOS, ,Peatonal,380929.054757,3159769.54151,-16.2173283465,28.5593242432,313.399212645
405.0,383854852,54852,PLAZA,PLAZA SAN SEBASTIAN, ,Peatonal,377136.051662,3149283.29438,-16.2549759097,28.4643419959,116.199300487
406.0,383854964,54964,CALLE,CALLE VIRGEN DEL CARMEN, ,Asfalto,376739.53522,3151357.04914,-16.2592455619,28.483021072,151.39057479
407.0,383855012,55012,CSRIO,CASERIO INCIENSAL, ,Lugar,387245.370015,3155876.12499,-16.1523716507,28.5247567954,65.9866428006
408.0,383856023,56023,PSAJE,PASAJE EL BARRANQUILLO, ,Peatonal,386940.230609,3156337.8774,-16.1555353717,28.5288975638,96.1144993905
409.0,383856062,56062,CMNO,CAMINO EL CERCADO, ,Asfalto,382207.119456,3155278.85691,-16.2037230947,28.5187917231,3161.51984017
410.0,383856085,56085,CALLE,CALLE UKOLA, ,Peatonal,378500.07661,3152695.4936,-16.2413875027,28.495262266,143.085528242
411.0,383856127,56127,PSAJE,PASAJE CANDELARIA, ,Peatonal,386922.385795,3156369.88973,-16.1557140116,28.5291833682,57.6294632736
412.0,383856224,56224,PSAJE,PASAJE EL PEDACITO, ,Peatonal,386804.453442,3156370.6913,-16.1569243285,28.5291812775,72.4633862659
413.0,383856263,56263,PLAZA,PLAZA LAVADEROS, ,Peatonal,377399.805382,3150523.56851,-16.2524055196,28.4755624819,31.7140871076
414.0,383856321,56321,PASEO,PASEO LA JARDINERA, ,Peatonal,386858.28016,3156358.72598,-16.1563838963,28.5290795904,94.4315418397
415.0,383856336,56336,PSAJE,PASAJE BUENAVISTA, ,Peatonal,386992.05915,3155815.32791,-16.1549530335,28.5241859767,43.1743765884
416.0,383856363,56363,CALLE,CALLE EBANO, ,Peatonal,378554.064709,3152522.82582,-16.2408277715,28.493715251,203.173506398
417.0,383856367,56367,CALLE,CALLE ALEJANDRO MALASPINA, ,Peatonal,383151.883593,3153772.32632,-16.1939873983,28.5054106803,38.8105671767
418.0,383856425,56425,PASEO,PASEO LAS PALMERAS, ,Peatonal,386897.324148,3156360.8929,-16.1559815626,28.5291021577,59.9234517803
419.0,383856522,56522,PASEO,PASEO LA CRUZ, ,Peatonal,386869.682668,3156469.64307,-16.1562682702,28.5300707684,103.330742134
420.0,383856626,56626,PSAJE,PASAJE VIRGINIA, ,Peatonal,386837.375737,3156384.60092,-16.1565932484,28.5293110234,86.0246362701
421.0,383856723,56723,CALLE,CALLE CAPRI, ,Peatonal,386949.021729,3155833.25651,-16.1553868697,28.5243481344,44.9989082116
422.0,383856827,56827,PLAZA,PLAZA SAN PEDRO, ,Peatonal,387111.016131,3155949.23589,-16.1537511042,28.5254052145,109.162108694
423.0,383857026,57026,CALLE,CALLE ARTEMISA, ,Asfalto,380024.926801,3152747.9995,-16.2258258951,28.4958808981,84.1230206626
424.0,383857185,57185,LUGAR,LUGAR FINCA VENTOSO, ,Lugar,378128.850007,3151259.25001,-16.2450373692,28.4822695943,46.424579739
425.0,383883205,83205,CALLE,CALLE PARALELA A CARRETERA LOS CAMPITOS, ,Asfalto,376516.472221,3151586.07681,-16.2615316427,28.4850540796,417.554509269
426.0,383883221,83221,CALLE,CALLE LA CANCELA, ,Peatonal,382998.296976,3161112.24174,-16.1962950278,28.5716411215,173.518570554
427.0,383883236,83236,CALLE,CALLE EL MANTILLO, ,Peatonal,382980.125153,3160897.10713,-16.1964659749,28.569687893,342.171496038
428.0,383883244,83244,CALLE,CALLE LA RENTA, ,Hormigón,382943.261682,3161021.20538,-16.1968566797,28.5708119907,58.9616909081
429.0,383883437,83437,CSRIO,"CASERIO FAJANETAS, TAGANANA", ,Lugar,381414.10001,3159420.57999,-16.2123237406,28.5562253442,72.4647501183
430.0,383884224,84224,PASEO,PASEO INCIENSAL, ,Peatonal,387165.718897,3155865.1815,-16.153184131,28.5246514421,70.8840755175
431.0,383884367,84367,SBIDA,SUBIDA LA CRUZ, ,Peatonal,386828.292909,3156495.66827,-16.1566833567,28.5303021117,281.490333797
432.0,383858416,58416,PSAJE,PASAJE LA ERA VIEJA, ,Peatonal,386917.698057,3156180.02447,-16.1557499014,28.5274657075,73.6787536909
433.0,383810190,10190,CALLE,CALLE ANTEQUERA Y BOBADILLA, ,Asfalto,374684.743849,3149917.80792,-16.2800690789,28.4698377394,604.761810935
434.0,383810191,10191,PASEO,PASEO LOS FELIPES, ,Peatonal,379968.208333,3152645.10059,-16.2263934893,28.4949439483,126.659105444
435.0,383810192,10192,CALLE,CALLE SANTIAGO, ,Asfalto,377692.48978,3150196.98102,-16.2493881756,28.4726314559,592.721283885
436.0,383810193,10193,CALLE,CALLE EL SORONDONGO, ,Asfalto,371351.033601,3147167.90985,-16.3138083183,28.4446965324,127.598076825
437.0,383810198,10198,CALLE,CALLE ALISO, ,Tierra,369661.445762,3146696.18719,-16.3310047953,28.4402811855,150.467248336
438.0,383810203,10203,CALLE,CALLE SAN ANTONIO, ,Asfalto,377547.358981,3150213.84329,-16.2508803751,28.472793346,404.457827049
439.0,383810500,10500,CALLE,CALLE IRICHEN, ,Asfalto,370836.317311,3146033.32087,-16.3189381457,28.4344010807,304.166820417
440.0,383810501,10501,AVDA,AVENIDA MANUEL HERMOSO ROJAS, ,Asfalto,376402.760422,3148536.73481,-16.2623656037,28.4575340574,1487.19120849
441.0,383810503,10503,CALLE,CALLE TRANSVERSAL DOS MARTAGON, ,Asfalto,370264.4191,3144650.43237,-16.3246162456,28.4218712266,241.63089987
442.0,383810506,10506,CALLE,CALLE 123, ,Asfalto,370080.607262,3147641.79309,-16.3268327218,28.4488476806,122.944226595
443.0,383851753,51753,PSAJE,PASAJE EL DRAGUILLO, ,Asfalto,372302.919351,3146220.15741,-16.3039871233,28.4362346892,218.609550633
444.0,383851761,51761,CALLE,CALLE LA ERA, ,Asfalto,372354.099068,3146147.77632,-16.3034561382,28.4355880029,57.2124491308
445.0,383851776,51776,CALLE,CALLE FURIA, ,Asfalto,372102.702321,3146182.90398,-16.30601961,28.4358851035,182.3252939
446.0,383851784,51784,CALLE,CALLE MAJANILLO, ,Asfalto,372084.587538,3146198.59603,-16.3062122922,28.436022166,223.147203694
447.0,383851792,51792,CALLE,CALLE MANUEL PEREZ PARAISO, ,Asfalto,371855.576852,3145531.69641,-16.3084751383,28.4299803971,108.658930372
448.0,383851803,51803,CALLE,CALLE ORIHUELA, ,Asfalto,372038.950499,3146118.9258,-16.3066683149,28.4352978804,139.525432361
449.0,383851811,51811,CALLE,CALLE PERERA, ,Asfalto,372295.951212,3146160.329,-16.304050452,28.4356953073,117.193395365
450.0,383851834,51834,CALLE,CALLE RUISEÑOR, ,Asfalto,371782.214348,3146065.17942,-16.309253041,28.4347786474,258.958670244
451.0,383851842,51842,CALLE,CALLE TUCAN, ,Asfalto,372119.905105,3146089.8635,-16.3058393358,28.4350428831,110.558664307
452.0,383851857,51857,CALLE,CALLE ABEDUL, ,Tierra,369375.06216,3146861.73208,-16.3339485041,28.4417372176,120.078522058
453.0,383851865,51865,CALLE,CALLE ALCATRAZ, ,Asfalto,370358.825088,3147000.94739,-16.3239211008,28.4430913207,71.4089936235
454.0,383851873,51873,CALLE,CALLE ANDORIÑA, ,Asfalto,370107.503247,3146417.16628,-16.3264203808,28.4377984279,55.3359764413
455.0,383854047,54047,CALLE,CALLE MARIA MERIDA PEREZ, ,Asfalto,377628.208842,3150206.23388,-16.2500388674,28.4727199105,68.2506598191
456.0,383854063,54063,PSAJE,PASAJE SETIREA,TRANS. MARIA AROZENA,Peatonal,375122.155428,3148185.14955,-16.2754144084,28.4542428852,104.934059799
457.0,383854071,54071,CALLE,CALLE VICTORY, ,Tierra,372158.784923,3144854.54198,-16.3053102899,28.4238858103,115.814446042
458.0,383854113,54113,CALLE,CALLE CELIA NAVARRO TRUJILLO, ,Asfalto,374357.420431,3147951.72595,-16.2831978342,28.4520629397,38.8162910433
459.0,383854167,54167,CALLE,CALLE SIMBAD, ,Asfalto,374221.357296,3148467.93881,-16.2846430901,28.4567027274,141.778605874
460.0,383854175,54175,CALLE,CALLE VIRGILIO HERNANDEZ TEJERA, ,Asfalto,374551.368624,3148654.52988,-16.2812939109,28.458424009,72.9232752395
461.0,383854233,54233,PSAJE,PASAJE IZCAGUE, ,Peatonal,375210.09,3148073.17815,-16.2745043705,28.4532408189,73.9300861736
462.0,383854241,54241,CALLE,CALLE MASTIL, ,Tierra,371754.350001,3144945.261,-16.3094433956,28.4246782537,128.954902784
463.0,383854264,54264,CALLE,CALLE TAGORE, ,Asfalto,374121.618748,3148381.22849,-16.2856521784,28.4559122075,139.520334044
464.0,383854272,54272,CALLE,CALLE VULCANO, ,Asfalto,374159.964471,3148659.72719,-16.285291361,28.4584332047,73.135917345
465.0,383854314,54314,CALLE,CALLE CHARIFAS, ,Peatonal,373761.339927,3147278.62179,-16.2892112875,28.445930047,33.8551822078
466.0,383854322,54322,CALLE,CALLE ESTERLITZIA, ,Tierra,369575.401886,3144823.00369,-16.3316738577,28.4233580182,90.6957674209
467.0,383854337,54337,CALLE,CALLE HOLDER, ,Asfalto,372069.91638,3144830.74759,-16.3062063663,28.4236826869,112.779340112
468.0,383854345,54345,CALLE,CALLE MIGUEL PINTOR GONZALEZ, ,Peatonal,378117.711445,3150793.91492,-16.2451023739,28.4780687399,197.783369371
469.0,383854457,54457,CALLE,CALLE ROMULO ALBERTO MARRERO, ,Asfalto,374260.869095,3148045.34677,-16.2841939273,28.4528985115,59.5589651978
470.0,383854465,54465,CALLE,CALLE TENERRA, ,Asfalto,373920.056189,3147110.40303,-16.287565551,28.4444275436,110.367024206
471.0,383854507,54507,CALLE,CALLE AVELINO AROCHA, ,Asfalto,374379.727146,3147927.12586,-16.2829673801,28.4518430879,67.593790225
472.0,383854515,54515,CALLE,CALLE CIRCE, ,Asfalto,375145.520537,3149576.33585,-16.275326519,28.4667998643,70.6592500513
473.0,383854546,54546,CALLE,CALLE NIAGARA, ,Tierra,371827.056581,3144891.22594,-16.3086951913,28.4241977584,107.359242243
474.0,383854604,54604,CALLE,CALLE BALEARES, ,Hormigón,371882.324129,3144965.42637,-16.3081573086,28.4248918036,245.508972551
475.0,383854612,54612,CALLE,CALLE COLUMBRETE, ,Asfalto,372044.453705,3145107.20841,-16.3065413834,28.4261518225,564.856810373
476.0,383854627,54627,CALLE,CALLE LAS FLORES, ,Asfalto,373730.853643,3147540.83723,-16.2895506904,28.4482944188,100.906112608
477.0,383854665,54665,CALLE,CALLE TOMAS CRUZ GARCIA, ,Peatonal,374857.839853,3150333.03615,-16.2783391809,28.4736176687,144.782825038
478.0,383854701,54701,CALLE,CALLE BOUNTY, ,Tierra,371786.994401,3144914.60158,-16.3091067489,28.4244047765,135.440038117
479.0,383854716,54716,CALLE,CALLE DAVINCA, ,Asfalto,374206.208475,3148708.65944,-16.2848244521,28.4588792521,59.5032306567
480.0,383854747,54747,PASEO,PASEO DE LAS ESCUELAS PIAS,SUBIDA AL QUISISANA,Asfalto,376778.231079,3150221.85537,-16.2587341164,28.4727759895,441.521099335
481.0,383854813,54813,CALLE,CALLE DEYANIRA, ,Asfalto,374567.955821,3147890.14307,-16.2810406279,28.4515270303,117.44510496
482.0,383854844,54844,CALLE,CALLE PEDRO PEREZ DIAZ, ,Asfalto,377708.659362,3150563.19608,-16.2492552784,28.4759486787,48.3061075323
483.0,383854867,54867,CALLE,CALLE LA VICA, ,Asfalto,373653.925647,3147819.9969,-16.2903683833,28.4508005016,103.75372364
484.0,383857316,57316,GTA,GLORIETA DOMINGO CABRERA CRUZ, ,Peatonal,386943.400315,3155820.99512,-16.155452102,28.5242322795,72.5911551253
485.0,383857332,57332,CALLE,CALLE EL TOPITO, ,Asfalto,376712.313566,3151344.3358,-16.259514399,28.4828995183,33.344189656
486.0,383857355,57355,PLAZA,PLAZA SANTA CRUZ DE LA SIERRA, ,Peatonal,377444.676121,3149260.99672,-16.2518094112,28.464171372,119.003208093
487.0,383857413,57413,PSAJE,PASAJE LOMO DEL LLANO, ,Peatonal,386933.225007,3155712.99999,-16.1555452374,28.5232575334,89.8896648809
488.0,383857517,57517,PSAJE,PASAJE FRANCISCO, ,Peatonal,386979.116058,3155779.22869,-16.155084209,28.52386064,99.6052082497
489.0,383857587,57587,CTRA,CARRETERA ALMACIGA, ,Asfalto,382610.961867,3161167.8141,-16.2003233407,28.5720683226,3942.55849766
490.0,383857684,57684,CALLE,"CALLE LA MONTAÑETA, (TAGANANA)", ,Peatonal,380703.33125,3159914.75911,-16.2196546042,28.5606557855,410.90778085
491.0,383857711,57711,PSAJE,PASAJE LOS BANQUITOS, ,Peatonal,386957.939654,3156019.15199,-16.155318226,28.526000715,435.132003701
492.0,383857781,57781,CALLE,CALLE CASAS DEL CAMINO, ,Peatonal,381057.884876,3160239.40764,-16.2160472334,28.5635851977,339.734703178
493.0,383857815,57815,PSAJE,PASAJE EL LOMO, ,Peatonal,386942.419766,3155881.22943,-16.1554673922,28.524776935,28.6219263595
494.0,383857912,57912,PASEO,PASEO DOCTOR PEREZ LUZ, ,Peatonal,387013.716361,3155871.76657,-16.154737717,28.5246970674,130.34363588
495.0,383857943,57943,PLAZA,PLAZA FRANCISCO ARTEAGA GARCIA,PLAZA CRUZ DEL SEÑOR,Asfalto,375478.724558,3149379.06795,-16.2719134398,28.4650492948,139.658780224
496.0,383857982,57982,CALLE,CALLE GUAGAY, ,Tierra,384580.640013,3161528.375,-16.1801696145,28.5755326316,49.7619298719
497.0,383858014,58014,PASEO,PASEO LA PLAYA, ,Peatonal,387155.884797,3155786.40518,-16.1532523463,28.5239307945,401.504929021
498.0,383858061,58061,AVDA,AVENIDA VIRGEN DEL VALLE, ,Asfalto,378680.851013,3152557.91123,-16.2395440816,28.4940276666,320.377534914
499.0,383858084,58084,LUGAR,LUGAR AUCHONE, ,Lugar,381191.915002,3160102.375,-16.2146653961,28.5623579159,25.9331881313
500.0,383858111,58111,PSAJE,PASAJE NICASIO CRUZ, ,Peatonal,386937.654706,3155960.64729,-16.155528328,28.5254914828,75.0072155208
501.0,383858126,58126,CALLE,CALLE BICARIÑO,SEGUNDA LOS CAMPITOS,Asfalto,376429.850443,3151543.85706,-16.262421567,28.4846782754,260.442613557
502.0,383858215,58215,PSAJE,PASAJE TAGARGA UNO, ,Peatonal,386884.504894,3155945.08637,-16.1560664301,28.5253512724,59.9994205467
503.0,383810738,10738,CALLE,CALLE GUAYTE ALTO, ,Hormigón,376402.663793,3151337.52903,-16.2626665368,28.4828310719,218.150985028
504.0,383858312,58312,PSAJE,PASAJE TAGARGA DOS, ,Peatonal,386875.92958,3155983.15043,-16.156161891,28.5256904331,73.7049450339
505.0,383810810,10810,CALLE,"CALLE ERA VIEJA, PARALELA", ,Peatonal,386896.30275,3156075.99896,-16.1559629571,28.526531265,37.237000003
506.0,383858424,58424,CALLE,CALLE LOS ARTESANOS, ,Peatonal,380977.120222,3159886.93647,-16.2168493756,28.5604030538,107.214138842
507.0,383858567,58567,CALLE,CALLE ABEBAY, ,Asfalto,378439.878806,3152531.03971,-16.2419909312,28.4937759124,49.4663235427
508.0,383858617,58617,PSAJE,PASAJE EL GUIRRE, ,Peatonal,386855.826239,3156231.51457,-16.1563947387,28.5279285913,154.882007991
509.0,383858714,58714,SBIDA,SUBIDA ULISES, ,Peatonal,386820.283247,3156296.99172,-16.1567543672,28.5285200425,71.1740867694
510.0,383858664,58664,CALLE,CALLE FELIPA, ,Peatonal,378479.862689,3152578.22435,-16.2415915118,28.4942054731,223.625653271
511.0,383801023,01023,CALLE,CALLE ISLETA EN CARRETERA DEL ROSARIO, ,Asfalto,374497.144433,3147909.6539,-16.281784076,28.4516931139,151.462964035
512.0,383810958,10958,CALLE,CALLE PEATONAL ACORAN (MIRAMAR I ),PEATONAL URB ACORAN (MIRAMAR I ),Peatonal,372277.518224,3144266.19607,-16.3040227926,28.4186014708,156.996393992
513.0,383801025,01025,CALLE,ENLACE, ,Asfalto,371625.87848,3146507.16659,-16.3109284813,28.438760904,24.0340874411
514.0,383801027,01027,CALLE,ENLACE, ,Asfalto,371658.868305,3146451.75398,-16.3105856081,28.4382640066,16.1553768
515.0,383811176,11176,CALLE,CALLE ERMITA REGLA, ,Asfalto,377402.714417,3148489.74784,-16.2521592137,28.4572079904,128.850555546
516.0,383801029,01029,CALLE,ACCESO, ,Tierra,372603.500969,3146268.54998,-16.3008643303,28.4367254456,904.529530417
517.0,383801030,01030,CALLE,CALLE ACCESO 2 A CALLE CIGARRILLOS, ,Asfalto,371099.382016,3145191.80945,-16.316156984,28.4268387167,91.52257124
518.0,383811199,11199,CALLE,CALLE PROLONGACION NANINO,APARCAMIENTO,Asfalto,373112.400793,3144819.44186,-16.2955641004,28.4236758392,67.4630990188
519.0,383801032,01032,CALLE,CALLE PERPENDICULAR A AVENIZA PRINCIPAL DE AÑAZA, ,Asfalto,373031.751778,3144892.04532,-16.2963974757,28.4243228175,65.4252164185
520.0,383810935,10935,CALLE,CALLE ESPLIEGO,"CALLE SIEMPREVIVA, TRANSVERSAL",Asfalto,370773.934796,3145786.71967,-16.3195459301,28.4321752292,92.6741774345
521.0,383810590,10590,VIA,VIA ACCESO A CUEVA BERMEJA, ,Asfalto,381539.785209,3152799.37826,-16.2104031926,28.4964481317,1475.81355848
522.0,383811031,11031,CMNO,CAMINO LOMA BUFADERO, ,Tierra,380082.289273,3152364.20792,-16.2251996724,28.4924019556,229.981716856
523.0,383801026,01026,CMNO,CAMINO ACCESO EN MONTAÑA DE TACO, ,Tierra,373682.834018,3146996.10568,-16.2899795802,28.4434158214,397.669423254
524.0,383811054,11054,CALLE,CALLE ZAHORRA, ,Asfalto,370872.533553,3146989.72792,-16.3186739742,28.4430413456,70.5620831103
525.0,383811087,11087,CALLE,CALLE JABLE, ,Asfalto,370846.918583,3146889.64263,-16.3189107771,28.4421302352,167.394511864
526.0,383811064,11064,CALLE,CALLE TAIFA, ,Asfalto,370840.483968,3146953.75649,-16.3189971203,28.4427135163,96.8354991002
527.0,383811076,11076,CALLE,CALLE CANDIL, ,Asfalto,370815.002992,3146977.54001,-16.3192599429,28.4429256242,94.8007813581
528.0,383811042,11042,CALLE,CALLE PORTILLO,"CEBADA, TRANSVERSAL",Asfalto,372505.643498,3146180.19154,-16.3019127026,28.4358989931,88.3954330275
529.0,383811043,11043,CALLE,CALLE PRIMERA LA MONJA, ,Asfalto,371504.154657,3146162.49542,-16.3121309621,28.4356433487,257.731172826
530.0,383811166,11166,CALLE,CALLE PARALELA 2 CARRETERA GENERAL, ,Asfalto,372581.649184,3147165.02616,-16.3012444339,28.4447882051,112.950106966
531.0,383820534,20534,CALLE,CALLE LOPE DE VEGA, ,Asfalto,376848.306975,3149131.07476,-16.2578896393,28.4629434198,259.35710225
532.0,383820565,20565,CALLE,CALLE LEPANTO, ,Asfalto,376777.245903,3148739.32306,-16.2585779156,28.4594002823,187.937634903
533.0,383820573,20573,GTA,GLORIETA PEDRO DE MENDOZA, ,Asfalto,376918.840217,3148853.14193,-16.2571392642,28.460441759,141.34853987
534.0,383820596,20596,AVDA,AVENIDA BUENOS AIRES, ,Asfalto,377255.592541,3148896.95859,-16.2537107921,28.4608689434,634.752789453
535.0,383820607,20607,CALLE,CALLE EMILIO LOPEZ, ,Asfalto,377274.702795,3148861.59743,-16.2535062794,28.4605517888,184.159865271
536.0,383820615,20615,CALLE,CALLE FERNANDEZ NAVARRO, ,Asfalto,377229.778739,3148952.45526,-16.2539681852,28.4613828092,416.905887338
537.0,383820631,20631,AVDA,AVENIDA JOSE MANUEL GUIMERA, ,Asfalto,377583.249899,3148901.51531,-16.2503542757,28.4609305443,654.791070206
538.0,383820646,20646,CALLE,CALLE LUIS ALVAREZ CRUZ, ,Asfalto,377105.534998,3148846.51001,-16.2552320991,28.4603997066,91.1211972096
539.0,383820662,20662,CALLE,CALLE ALICANTE, ,Asfalto,377072.143922,3148925.89014,-16.255581552,28.4611129265,86.8393033525
540.0,383830416,30416,CALLE,CALLE DEL PERDON,GENERAL GODED,Asfalto,376364.156213,3149996.25487,-16.2629279529,28.4707063525,628.209805945
541.0,383830424,30424,CALLE,CALLE DE LOS SUEÑOS,GENERAL SANJURJO,Asfalto,376338.451826,3149943.30025,-16.2631838459,28.470225519,593.959396621
542.0,383830432,30432,CALLE,CALLE HORACIO NELSON, ,Asfalto,376554.803471,3149967.75761,-16.260975997,28.4704664093,457.309763033
543.0,383830455,30455,CALLE,CALLE COMANDANTE SANCHEZ PINTO, ,Asfalto,376591.125151,3149906.37108,-16.2605991634,28.46991609,202.491723537
544.0,383830471,30471,CALLE,CALLE DOCTOR CRISTINO DIAZ MARTINEZ, ,Asfalto,376510.054468,3150172.19413,-16.2614549556,28.4723055529,316.912646184
545.0,383830494,30494,CALLE,CALLE DOCTOR FLEMING, ,Asfalto,376497.34912,3150034.1292,-16.2615714661,28.4710595495,128.76858984
546.0,383830505,30505,CALLE,CALLE DOCTOR HERIBERTO ARROYO, ,Asfalto,376654.320005,3150080.07001,-16.2599719101,28.4714893601,74.5420499463
