FID,CODCALLE,TEXTO,GRUPO,CAPACIDAD,PTO_REC,UTM_X,UTM_Y,GRAD_X,GRAD_Y
1448.0,11164,CALLE SAN CLEMENTE,1.0,800.0,R1575,377227.504095,3149668.50465,-16.2540741444,28.4678292966
1449.0,11141,CALLE ROBAYNA,4.0,800.0,R1576,377181.597303,3149681.31366,-16.254544338,28.4679405677
1450.0,21135,CALLE AGUERE,6.0,800.0,R1577,377227.413303,3149347.67898,-16.2540408848,28.4649339932
1451.0,21135,CALLE AGUERE,3.0,800.0,R1578,377354.257242,3149310.20454,-16.2527415233,28.4646077417
1452.0,21143,CALLE PADRE ANCHIETA,3.0,800.0,R1580,377167.866693,3149252.98256,-16.2546388998,28.4640737962
1453.0,21143,CALLE PADRE ANCHIETA,3.0,800.0,R1581,377102.170376,3149261.28531,-16.2553106922,28.4641425342
1454.0,21143,CALLE PADRE ANCHIETA,3.0,800.0,R1582,377011.854143,3149247.77977,-16.2562315825,28.4640121378
1455.0,20693,CALLE LOS MOLINOS,4.0,800.0,R1583,377140.184899,3149165.75105,-16.2549122925,28.4632839665
1456.0,20797,CALLE RAFAEL HARDISSON SPOU,2.0,800.0,R1584,377297.890121,3149169.30009,-16.2533021573,28.4633308441
1457.0,30053,CALLE GENERAL ANTEQUERA,6.0,240.0,R1585,377176.142196,3149933.02579,-16.254626886,28.4702116313
1458.0,20751,CALLE JOSE MARIA DE VILLA,3.0,800.0,R1586,377197.168005,3149179.95417,-16.2543318849,28.4634175104
1459.0,20751,CALLE JOSE MARIA DE VILLA,3.0,800.0,R1587,377220.730527,3149155.63241,-16.2540886686,28.4632002371
1460.0,20801,CALLE SAN RAFAEL Y SAN ROQUE,3.0,800.0,R1588,377338.786392,3149194.68543,-16.2528872194,28.4635637821
1461.0,20871,CALLE JUAN ALVAREZ GARCIA,10.0,800.0,R1589,377479.191864,3149044.49244,-16.2514374008,28.4622215618
1462.0,11067,CALLE LA X,6.0,800.0,R1590,377080.88278,3149545.70246,-16.2555584282,28.4667072522
1463.0,11052,PLAZA WEYLER,2.0,3000.0,R1591,377067.864035,3149696.97023,-16.2557075228,28.4680711414
1464.0,10705,PLAZA PRIMERO DE MAYO,2.0,3000.0,R1592,377333.294258,3149134.46458,-16.2529368956,28.4630198013
1465.0,10594,AVDA ANGEL GUIMERA,4.0,800.0,R1593,377479.676514,3149484.08515,-16.2514791926,28.4661887217
1466.0,20712,AVDA SAN SEBASTIAN,4.0,800.0,R1594,377402.68919,3149218.8805,-16.252237205,28.4637881406
1467.0,20712,AVDA SAN SEBASTIAN,5.0,800.0,R1595,377255.071385,3149212.97386,-16.253744082,28.4637209488
1468.0,20693,CALLE LOS MOLINOS,2.0,800.0,R1596,377129.183418,3149071.07715,-16.2550145469,28.4624285442
1469.0,10260,CALLE AFILARMONICA NIFU-NIFA,4.0,800.0,R1597,377551.778299,3149299.37476,-16.2507232262,28.4645285718
1470.0,10691,CALLE CRUZ VERDE,3.0,800.0,R1598,377688.396532,3149409.56221,-16.2493397352,28.4655357839
1471.0,10787,CALLE IMELDO SERIS,3.0,800.0,R1599,377352.094217,3149571.19788,-16.2527913948,28.4669628768
1472.0,10787,CALLE IMELDO SERIS,2.0,800.0,R1600,377317.199937,3149579.75197,-16.2531486646,28.4670367903
1473.0,10981,CALLE CARMEN MONTEVERDE,3.0,800.0,R1601,377034.50752,3149575.97918,-16.2560352667,28.4669761117
1474.0,11052,PLAZA WEYLER,2.0,800.0,R1602,377060.779248,3149609.57105,-16.2557705507,28.4672817391
1475.0,22475,CALLE RIO LLOBREGAT,1.0,3200.0,R1603,374805.365836,3150078.91754,-16.2788549546,28.4713026963
1476.0,22034,CALLE LA OROTAVA,3.0,800.0,R1604,375231.788415,3150222.15405,-16.2745154777,28.4726362084
1477.0,40821,CTRA LOS CAMPITOS,5.0,800.0,R1605,375765.591199,3150139.09504,-16.2690547888,28.4719376321
1478.0,40821,CTRA LOS CAMPITOS,2.0,800.0,R1606,375832.842675,3150082.40048,-16.2683618414,28.4714324024
1479.0,40821,CTRA LOS CAMPITOS,1.0,800.0,R1607,375897.702341,3150061.00906,-16.2676971313,28.4712455329
1480.0,40821,CTRA LOS CAMPITOS,3.0,800.0,R1608,375853.06159,3150021.33764,-16.2681487665,28.4708832693
1481.0,21522,CALLE VERODE,4.0,800.0,R1609,375858.745015,3150087.90948,-16.2680978971,28.4714845851
1482.0,22034,CALLE LA OROTAVA,2.0,800.0,R1610,375132.730647,3150023.02863,-16.2755055672,28.4708297298
1483.0,21472,CALLE TAJINASTE (BARRIO NUEVO),3.0,800.0,R1611,375752.6537,3150198.45737,-16.2691933222,28.4724721114
1484.0,22556,CALLE GUIMAR,3.0,800.0,R1612,375066.148033,3150328.84494,-16.2762187336,28.473583167
1485.0,22556,CALLE GUIMAR,3.0,800.0,R1613,375090.619634,3150282.42951,-16.2759637695,28.4731666398
1486.0,22726,CALLE JOSE FONSPERTIUS,2.0,800.0,R1614,375283.988374,3150409.25435,-16.2740026199,28.4743296779
1487.0,21963,CALLE GUIA DE ISORA,1.0,800.0,R1615,375415.999595,3150373.31848,-16.272650481,28.4740180017
1488.0,21827,CALLE MENCEY BENCOMO,2.0,800.0,R1616,375525.443405,3150190.00806,-16.2715129057,28.472374184
1489.0,21522,CALLE VERODE,4.0,800.0,R1617,375791.959401,3150201.04549,-16.2687921723,28.4724992137
1490.0,21313,CALLE DRAGO,3.0,800.0,R1618,375887.01526,3150093.70945,-16.2678098007,28.4715396186
1491.0,21522,CALLE VERODE,1.0,800.0,R1619,375818.63844,3150154.3129,-16.2685146608,28.4720800196
1492.0,22123,CALLE LOS REALEJOS,2.0,800.0,R1620,375184.144023,3150303.23517,-16.275010856,28.473363358
1493.0,21827,CALLE MENCEY BENCOMO,4.0,800.0,R1621,375479.221379,3150096.59978,-16.2719748722,28.4715268119
1494.0,21812,CALLE MENCEY ACAYMO,3.0,800.0,R1622,375501.433234,3150030.87329,-16.2717409209,28.4709357884
1495.0,22622,CALLE PEDRO BERNARDO FORSTALL,1.0,800.0,R1623,375182.920608,3150404.53848,-16.2750343295,28.4742774452
1496.0,30873,CALLE POETA ZEROLO,1.0,800.0,R1624,376199.041744,3150103.16247,-16.2646241152,28.4716545983
1497.0,30575,CALLE ENRIQUE WOLFSON,2.0,800.0,R1625,376932.52949,3150244.72341,-16.257148164,28.473001569
1498.0,30424,CALLE DE LOS SUEÑOS,1.0,800.0,R1626,376195.56436,3150041.81713,-16.264653036,28.471100659
1499.0,30424,CALLE DE LOS SUEÑOS,1.0,800.0,R1627,376173.094962,3150049.81105,-16.2648833727,28.4711706657
1500.0,30424,CALLE DE LOS SUEÑOS,1.0,800.0,R1628,376136.366139,3150054.34814,-16.2652589679,28.4712081211
1501.0,30416,CALLE DEL PERDON,3.0,800.0,R1629,376363.383075,3150000.58589,-16.262934697,28.4707444963
1502.0,30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",1.0,800.0,R1630,376110.76804,3150200.03894,-16.2655360686,28.4725204699
1503.0,30792,CALLE POETA TOMAS MORALES,2.0,240.0,R1631,376257.854032,3150269.61368,-16.2640413514,28.4731623162
1504.0,30792,CALLE POETA TOMAS MORALES,1.0,800.0,R1632,376161.4071,3150216.08561,-16.2650206164,28.4726700944
1505.0,30792,CALLE POETA TOMAS MORALES,1.0,800.0,R1633,376197.881866,3150239.28982,-16.2646505925,28.4728829648
1506.0,30776,CALLE POETA RODRIGUEZ HERRERA,1.0,800.0,R1634,376059.290283,3150093.14681,-16.2660503097,28.4715509323
1507.0,30776,CALLE POETA RODRIGUEZ HERRERA,1.0,800.0,R1635,376090.567017,3150145.19841,-16.2657364824,28.4720236434
1508.0,30552,CALLE EMILIO SERRA FERNANDEZ DE MORATIN,1.0,800.0,R1636,376761.451576,3150176.95474,-16.2588881471,28.472373828
1509.0,30641,CALLE DOCTOR GONZALEZ COVIELLA,1.0,800.0,R1637,376830.22555,3150546.46801,-16.2582252742,28.4757149958
1510.0,30641,CALLE DOCTOR GONZALEZ COVIELLA,1.0,800.0,R1638,376761.985199,3150677.89119,-16.2589363013,28.476894571
1511.0,30641,CALLE DOCTOR GONZALEZ COVIELLA,1.0,800.0,R1639,376734.296157,3150615.29079,-16.2592124014,28.4763270163
1512.0,30544,CALLE DOCTOR ZEROLO,1.0,800.0,R1640,376464.75105,3150124.15626,-16.2619126929,28.4718692644
1513.0,30544,CALLE DOCTOR ZEROLO,1.0,800.0,R1641,376478.071915,3150085.37985,-16.2617724891,28.4715205899
1514.0,54933,CALLE LUIS DIEGO CUSCOY,1.0,240.0,R1642,376414.391474,3150338.926,-16.2624500583,28.4738026746
1515.0,54933,CALLE LUIS DIEGO CUSCOY,1.0,240.0,R1643,376398.465895,3150348.42295,-16.2626137278,28.4738868694
1516.0,30737,CMNO LAS ACACIAS,1.0,240.0,R1644,376136.045259,3150388.55151,-16.2652981854,28.4742240967
1517.0,30737,CMNO LAS ACACIAS,1.0,800.0,R1645,376243.267733,3150414.49813,-16.2642058908,28.4744684361
1518.0,30745,CALLE CAMPOAMOR,2.0,800.0,R1646,376088.695584,3150282.37821,-16.2657703532,28.4732614394
1519.0,30575,CALLE ENRIQUE WOLFSON,1.0,800.0,R1647,376691.773205,3150048.49364,-16.259586022,28.4712079433
1520.0,54747,PASEO DE LAS ESCUELAS PIAS,2.0,240.0,R1649,376694.273298,3150203.12197,-16.259577042,28.4726036207
1521.0,44803,CALLE DOCTOR PEREZ CAMACHO,1.0,240.0,R1650,376650.126578,3150266.01553,-16.2600346501,28.4731670256
1522.0,30471,CALLE DOCTOR CRISTINO DIAZ MARTINEZ,1.0,800.0,R1651,376607.164309,3150131.26219,-16.2604589917,28.4719468803
1523.0,54917,CALLE DOCTOR MANUEL PAREJO MORENO,2.0,800.0,R1652,376624.606862,3150172.04236,-16.2602852194,28.4723165512
1524.0,30591,CALLE CAMINO OLIVER,1.0,240.0,R1653,376386.122135,3150115.05872,-16.262714751,28.4717797098
1525.0,30737,CMNO LAS ACACIAS,1.0,800.0,R1654,376214.813504,3150335.45665,-16.2644880044,28.4737524271
1526.0,30737,CMNO LAS ACACIAS,1.0,800.0,R1655,376334.297351,3150342.99636,-16.2632685085,28.4738318107
1527.0,30792,CALLE POETA TOMAS MORALES,1.0,800.0,R1656,376052.7886,3150047.32047,-16.2661117798,28.471136756
1528.0,81906,CALLE ADALBERTO BENITEZ TOGORES,1.0,240.0,R1657,376903.913763,3150339.54,-16.2574505529,28.4738545383
1529.0,30424,CALLE DE LOS SUEÑOS,1.0,800.0,R1658,376120.5943,3150072.77159,-16.2654220253,28.4713728842
1530.0,30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",1.0,800.0,R1659,376067.895142,3150211.82925,-16.2659751988,28.4726227956
1531.0,44803,CALLE DOCTOR PEREZ CAMACHO,1.0,800.0,R1660,376540.218899,3150248.49798,-16.2611552701,28.4729985334
1532.0,49804,CALLE ANTONIO RAMOS GONZALEZ,2.0,800.0,R1661,376473.336489,3151448.44446,-16.2619670742,28.483821075
1533.0,40821,CTRA LOS CAMPITOS,1.0,800.0,R1662,376521.703903,3151519.43173,-16.2614806584,28.4844662817
1534.0,40821,CTRA LOS CAMPITOS,2.0,800.0,R1663,376464.464,3151621.845,-16.2620763083,28.4853850798
1535.0,82515,CALLE RUBEN MARICHAL LOPEZ,4.0,800.0,R1664,376923.055655,3151276.97372,-16.2573552525,28.4823162016
1536.0,82515,CALLE RUBEN MARICHAL LOPEZ,3.0,800.0,R1665,376944.678924,3151131.15309,-16.2571188063,28.4810022885
1537.0,82515,CALLE RUBEN MARICHAL LOPEZ,3.0,800.0,R1666,376851.73193,3151201.62836,-16.2580756926,28.4816295101
1538.0,82515,CALLE RUBEN MARICHAL LOPEZ,2.0,800.0,R1667,377054.380953,3151193.78248,-16.2560050125,28.4815778419
1539.0,58664,CALLE FELIPA,3.0,800.0,R1668,378382.435514,3152556.50129,-16.2425843219,28.4940003608
1540.0,46512,CALLE LACIO,9.0,800.0,R1669,379814.916809,3152403.76615,-16.2279352745,28.4927549771
1541.0,42216,CSRIO LA PORQUERA,1.0,800.0,R1670,377589.690935,3157760.0363,-16.2512366165,28.5408851511
1542.0,40322,CALLE CERCADO DE SAN ANDRES,2.0,800.0,R1671,382879.669039,3154156.37976,-16.196806747,28.5088509295
1543.0,10230,CMNO FAJANETAS-PORTUGAL,1.0,800.0,R1672,380646.320964,3159571.07939,-16.2201870806,28.5575132086
1544.0,10548,CMNO PISTA EL DRAGUILLO,3.0,800.0,R1673,383835.680542,3161346.26231,-16.1877670638,28.5738226794
1545.0,20387,CALLE JORGE MANRIQUE,5.0,800.0,R1674,376611.931774,3148792.05224,-16.2602668854,28.4598616453
1546.0,30993,AVDA DE BELGICA,1.0,3200.0,R1675,376043.654035,3149373.55664,-16.2661325761,28.4650555284
1547.0,20712,AVDA SAN SEBASTIAN,6.0,800.0,R1676,376708.920552,3149218.31641,-16.2593220566,28.4637176382
1548.0,31702,CALLE JOSE VICTOR DOMINGUEZ,1.0,3200.0,R1677,374406.549788,3149099.637,-16.2828212468,28.4624269046
1549.0,31892,CALLE EUSEBIO RAMOS GONZALEZ,1.0,800.0,R1678,374455.474888,3149236.17019,-16.2823364995,28.463663748
1550.0,31861,CALLE ANDRES OROZCO BATISTA,1.0,800.0,R1679,374495.534241,3149224.11036,-16.281926096,28.4635587712
1551.0,81937,CALLE ANTONIO CARBALLO COTANDA,1.0,800.0,R1680,374584.228521,3149058.81846,-16.2810023528,28.462075641
1552.0,44215,CALLE PEDRO JOSE DE MENDIZABAL,2.0,800.0,R1681,374815.845508,3148538.06263,-16.2785805287,28.4573983693
1553.0,44215,CALLE PEDRO JOSE DE MENDIZABAL,2.0,800.0,R1682,375087.33305,3148802.59103,-16.2758368968,28.4598116196
1554.0,44142,CALLE JACINTO CASARIEGO Y CHIRLANDA,2.0,800.0,R1683,375318.429283,3148558.18987,-16.2734505602,28.4576281463
1555.0,30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",4.0,800.0,R1684,375998.70461,3150089.33016,-16.2666686554,28.4715107272
1556.0,30803,CALLE RUIZ ZORRILLA,4.0,800.0,R1685,376237.922629,3150160.84201,-16.2642332247,28.4721788175
1557.0,54747,PASEO DE LAS ESCUELAS PIAS,1.0,800.0,R1686,376839.58557,3150242.52421,-16.2580971737,28.4729729437
1558.0,56487,CALLE DACIL VILAR BORGES,2.0,800.0,R1687,374206.57681,3148326.3486,-16.2847789697,28.4554291559
1559.0,56487,CALLE DACIL VILAR BORGES,8.0,800.0,R1688,374168.546837,3148238.81472,-16.2851577506,28.4546355457
1560.0,43057,CALLE FERNANDO BEAUTELL,3.0,800.0,R1689,374991.144464,3147671.53744,-16.2766965053,28.44959527
1561.0,20205,CALLE PANAMA,1.0,800.0,R1690,375891.115665,3148131.94976,-16.267556646,28.4538361707
1562.0,50274,CALLE PARDELA,2.0,800.0,R1691,372089.119855,3147142.48715,-16.3062695175,28.444539662
1563.0,58022,CALLE HIBISCO,1.0,800.0,R1692,376399.211594,3151670.57531,-16.2627480465,28.4858186553
1564.0,58022,CALLE HIBISCO,1.0,800.0,R1693,376386.974152,3151639.37595,-16.2628696928,28.485535937
1565.0,82531,CTRA AUTOVIA SAN ANDRES,1.0,240.0,R1694,379772.345025,3152200.14682,-16.2283488745,28.490913472
1566.0,51374,CALLE BARRANCO GRANDE,1.0,800.0,R1695,371732.853173,3146307.53202,-16.3098142241,28.4369697689
1567.0,51374,CALLE BARRANCO GRANDE,2.0,800.0,R1696,371689.683195,3146386.32478,-16.3102637263,28.4376765799
1568.0,50885,CALLE CARPINTERO,2.0,800.0,R1697,371212.563022,3146563.14064,-16.3151546089,28.4392252404
1569.0,51304,CALLE VERDERON,1.0,800.0,R1698,371174.462498,3146642.57899,-16.3155524705,28.4399383585
1570.0,10524,AVDA DE ANAGA,1.0,240.0,R1699,378575.891899,3151212.65552,-16.2404663486,28.4818908375
1571.0,10273,RBLA DE SANTA CRUZ,3.0,800.0,R1700,377860.322579,3150602.35287,-16.2477104322,28.4763162719
1572.0,10273,RBLA DE SANTA CRUZ,2.0,800.0,R1701,377637.794314,3150504.48444,-16.2499728135,28.4754121835
1573.0,55051,CALLE ENRIQUE MARCO DORTA,2.0,800.0,R1702,377010.457146,3150542.33968,-16.2563840638,28.47569476
1574.0,82515,CALLE RUBEN MARICHAL LOPEZ,1.0,800.0,R1703,376975.151109,3150796.58758,-16.2567718195,28.4779858848
1575.0,52404,CALLE CAMPANILLA,3.0,800.0,R1704,370739.979229,3145418.01161,-16.3198512447,28.4288445172
1576.0,40821,CTRA LOS CAMPITOS,2.0,800.0,R1705,376358.378277,3151704.83145,-16.2631688102,28.4861239235
1577.0,51714,CALLE TREPADORA,1.0,800.0,R1706,371628.513858,3146407.03141,-16.3108905375,28.4378574299
1578.0,40821,CTRA LOS CAMPITOS,1.0,240.0,R1707,376664.02207,3151337.6282,-16.2600075157,28.4828390822
1579.0,40933,CTRA TAHODIO,2.0,800.0,R1708,377871.216044,3151692.46348,-16.2477148118,28.4861550104
1580.0,22123,CALLE LOS REALEJOS,2.0,800.0,R1709,375127.509274,3150175.24691,-16.275575394,28.4722029128
1581.0,20291,AVDA REYES CATOLICOS,2.0,800.0,R1710,376254.153808,3148764.96234,-16.2639175376,28.4595832745
1582.0,30751,CALLE POETA HERNANDEZ AMADOR,1.0,800.0,R1711,376228.836352,3150090.86091,-16.2643185029,28.4715464126
1583.0,10534,CTRA CHAMORGA,6.0,800.0,R1712,386623.944928,3160885.34911,-16.1592166288,28.5699096209
1584.0,10534,CTRA CHAMORGA,3.0,800.0,R1713,386582.787952,3160747.70189,-16.1596237472,28.5686638026
1585.0,10534,CTRA CHAMORGA,1.0,800.0,R1714,386832.897935,3160757.50875,-16.1570679183,28.5687741318
1586.0,10610,CMNO LA CUMBRILLA,6.0,800.0,R1715,386944.9653,3160410.58324,-16.1558880682,28.5656529956
1587.0,41712,CTRA LOMO LAS BODEGAS,1.0,800.0,R1716,386951.322013,3160153.48735,-16.1557977343,28.5633333339
1588.0,57587,CTRA ALMACIGA,2.0,800.0,R1717,383883.199095,3161204.40889,-16.1872669031,28.5725467617
1589.0,41565,PLAYA ALMACIGA,2.0,800.0,R1718,383399.851122,3161143.03296,-16.1922018997,28.5719495433
1590.0,41565,PLAYA ALMACIGA,1.0,800.0,R1719,383502.9849,3161230.91202,-16.1911565087,28.5727518748
1591.0,57587,CTRA ALMACIGA,10.0,800.0,R1720,382172.889415,3160848.98331,-16.2047147197,28.5691850927
1592.0,57587,CTRA ALMACIGA,2.0,800.0,R1721,382240.823661,3160951.43778,-16.204030784,28.5701158613
1593.0,57587,CTRA ALMACIGA,6.0,800.0,R1722,382284.723626,3161025.65596,-16.2035896327,28.5707896278
1594.0,57587,CTRA ALMACIGA,2.0,800.0,R1723,382342.960597,3161059.56817,-16.2029977735,28.5711009494
1595.0,82071,PLAZA NUESTRA SEÑORA DE BEGOÑA,3.0,800.0,R1724,382711.636607,3161067.61677,-16.1992297071,28.5712069464
1596.0,82287,CALLE LAS TOSCAS,3.0,800.0,R1725,382916.033332,3161117.08172,-16.1971452559,28.5716717971
1597.0,41406,CSRIO CARDONAL,2.0,800.0,R1726,381035.124465,3160470.04533,-16.2163062416,28.5656616069
1598.0,57587,CTRA ALMACIGA,1.0,800.0,R1727,381232.022939,3160285.33881,-16.2142743718,28.5640127448
1599.0,40403,CTRA TAGANANA,1.0,800.0,R1728,381038.657351,3160064.74018,-16.2162280708,28.56200425
1600.0,40403,CTRA TAGANANA,2.0,800.0,R1729,381077.166383,3159987.52614,-16.2158264292,28.5613109578
1601.0,41422,CMNO LA CUESTILLA,2.0,800.0,R1730,380974.072,3159943.188,-16.2168756331,28.5609013832
1602.0,41422,CMNO LA CUESTILLA,1.0,800.0,R1731,380933.148589,3159903.32876,-16.2172898018,28.5605379218
1603.0,10288,CMNO CRUZ DE LIMERA,1.0,800.0,R1732,380866.976502,3159893.28855,-16.2179651489,28.5604412456
1604.0,41511,CSRIO SAN ANTONIO,2.0,800.0,R1733,380860.538208,3160099.47845,-16.2180523839,28.5623014173
1605.0,41387,CSRIO EL CALVARIO,1.0,240.0,R1734,380668.783074,3160087.32627,-16.2200112112,28.5621741439
1606.0,57684,"CALLE LA MONTAÑETA, (TAGANANA)",1.0,800.0,R1735,380702.635004,3159906.73374,-16.2196463924,28.5605474965
1607.0,10432,CALLE JOSE NEGRIN VIÑAS,1.0,800.0,R1736,380633.240733,3159686.79036,-16.2203328228,28.5585562408
1608.0,57684,"CALLE LA MONTAÑETA, (TAGANANA)",3.0,800.0,R1737,380654.721656,3159728.1927,-16.2201175648,28.5589318503
1609.0,40403,CTRA TAGANANA,1.0,240.0,R1738,380997.080708,3159861.13056,-16.2166319281,28.5601629632
1610.0,40403,CTRA TAGANANA,7.0,800.0,R1739,381011.997525,3159747.75027,-16.2164676884,28.5591411278
1611.0,10230,CMNO FAJANETAS-PORTUGAL,2.0,800.0,R1740,380921.069049,3159597.7637,-16.217381544,28.5577792386
1612.0,41484,CSRIO LOS NARANJOS,1.0,800.0,R1741,380664.74408,3159481.38637,-16.2199894377,28.5567054661
1613.0,40403,CTRA TAGANANA,3.0,800.0,R1742,381270.69,3159525.835,-16.2138004718,28.5571621214
1614.0,40403,CTRA TAGANANA,1.0,800.0,R1743,381422.244617,3159484.82866,-16.212247135,28.5568059025
1615.0,10416,CTRA AFUR,3.0,800.0,R1744,377912.267818,3159366.81959,-16.2481109621,28.5554157821
1616.0,10416,CTRA AFUR,1.0,800.0,R1745,378063.434177,3159403.33208,-16.246569761,28.5557594846
1617.0,10416,CTRA AFUR,1.0,800.0,R1746,378274.137078,3159234.89375,-16.2443982657,28.5542591867
1618.0,42023,CSRIO LOMO CENTENO,4.0,240.0,R1747,377719.465114,3159047.7748,-16.2500475994,28.552518457
1619.0,10416,CTRA AFUR,1.0,800.0,R1748,378743.63819,3159168.80864,-16.2395925146,28.5537067133
1620.0,10416,CTRA AFUR,2.0,240.0,R1749,378490.431432,3159313.27143,-16.2421958284,28.55498675
1621.0,10426,CMNO LA MESETA,2.0,240.0,R1750,378918.775021,3159074.5159,-16.2377924972,28.5528721081
1622.0,10426,CMNO LA MESETA,2.0,240.0,R1751,379124.19016,3159135.24702,-16.235699375,28.553439302
1623.0,10416,CTRA AFUR,1.0,800.0,R1752,378908.086977,3158906.14435,-16.2378839649,28.551351651
1624.0,10416,CTRA AFUR,3.0,800.0,R1753,378603.509124,3158850.59378,-16.2409910893,28.550821915
1625.0,42286,CMNO DE TABORNO,2.0,800.0,R1754,376258.829396,3159399.6932,-16.2650143565,28.5555559967
1626.0,42286,CMNO DE TABORNO,10.0,800.0,R1755,376298.416056,3159528.80264,-16.2646236659,28.5567248964
1627.0,41886,CSRIO LA CUMBRECILLA,2.0,240.0,R1756,379483.970718,3158703.72254,-16.2319767457,28.5495784464
1628.0,10522,CTRA EL BAILADERO,2.0,800.0,R1757,379300.896976,3157319.04763,-16.233702235,28.5370654844
1629.0,10512,CMNO LA PANADERITA,1.0,800.0,R1758,379084.281796,3157203.08096,-16.2359036879,28.5359988158
1630.0,10448,CTRA ROQUE NEGRO,9.0,800.0,R1759,378007.359732,3157957.26069,-16.2469891429,28.542704257
1631.0,10448,CTRA ROQUE NEGRO,1.0,800.0,R1760,377929.750377,3157787.82116,-16.2477642774,28.5411678746
1632.0,10448,CTRA ROQUE NEGRO,2.0,800.0,R1761,378001.459606,3157903.7057,-16.2470437485,28.5422203997
1633.0,10448,CTRA ROQUE NEGRO,1.0,240.0,R1762,377908.724526,3157543.61157,-16.2479531796,28.5389620464
1634.0,42216,CSRIO LA PORQUERA,2.0,800.0,R1763,377655.483401,3157557.28921,-16.2505426297,28.5390616694
1635.0,10522,CTRA EL BAILADERO,1.0,800.0,R1764,377580.919569,3156937.07946,-16.2512384998,28.5334576115
1636.0,10522,CTRA EL BAILADERO,3.0,800.0,R1765,378028.004986,3156992.90923,-16.2466756859,28.5340034622
1637.0,10522,CTRA EL BAILADERO,1.0,800.0,R1766,378435.021149,3157082.13232,-16.2425258256,28.5348467717
1638.0,10522,CTRA EL BAILADERO,1.0,240.0,R1767,378689.296121,3157180.32766,-16.2399377357,28.5357566829
1639.0,44215,CALLE PEDRO JOSE DE MENDIZABAL,2.0,800.0,R1768,374972.730103,3148642.50519,-16.2769898282,28.458355953
1640.0,31427,CALLE JUAN MARTI,1.0,800.0,R1769,374899.869062,3149139.27832,-16.2777877794,28.4628320636
1641.0,31427,CALLE JUAN MARTI,1.0,800.0,R1770,374875.121326,3149149.37539,-16.2780416005,28.4629208096
1642.0,31427,CALLE JUAN MARTI,1.0,800.0,R1771,374849.492564,3149160.38466,-16.2783045181,28.4630177025
1643.0,31427,CALLE JUAN MARTI,1.0,800.0,R1772,374826.455745,3149173.74953,-16.278541223,28.4631361017
1644.0,31427,CALLE JUAN MARTI,1.0,800.0,R1773,374802.461973,3149195.50517,-16.2787886125,28.4633301306
1645.0,31323,AVDA ANGEL ROMERO,2.0,800.0,R1774,374978.08108,3149189.37655,-16.2769945106,28.4632916726
1646.0,31393,CALLE HERRAIZ MALO,2.0,800.0,R1775,374945.087879,3149269.83933,-16.277340172,28.46401464
1647.0,31393,CALLE HERRAIZ MALO,2.0,800.0,R1776,374880.709683,3149298.52293,-16.2780007263,28.4642673174
1648.0,31393,CALLE HERRAIZ MALO,2.0,800.0,R1777,374848.859985,3149288.34409,-16.2783248753,28.4641724027
1649.0,31393,CALLE HERRAIZ MALO,2.0,800.0,R1778,374799.557022,3149275.47344,-16.2788269667,28.4640515195
1650.0,31702,CALLE JOSE VICTOR DOMINGUEZ,1.0,3200.0,R1779,374318.050529,3149031.17531,-16.2837175326,28.4618005516
1651.0,44567,CALLE AMERICO LOPEZ MENDEZ,1.0,3200.0,R1780,374549.920196,3148538.99764,-16.2812961277,28.4573812575
1652.0,22316,CALLE ARONA,2.0,3200.0,R1781,374812.001178,3150120.35733,-16.2787916927,28.4716773035
1653.0,22204,CALLE GRANADILLA,1.0,3200.0,R1782,374773.673577,3149932.79822,-16.2791627378,28.4699810105
1654.0,22204,CALLE GRANADILLA,1.0,3200.0,R1784,374717.197406,3149890.58566,-16.2797349221,28.4695946404
1655.0,22204,CALLE GRANADILLA,2.0,800.0,R1785,374815.539728,3149951.59216,-16.278737213,28.4701546358
1656.0,31876,CALLE ANTONIO VANDEWALLE Y PINTO,1.0,800.0,R1786,374638.84426,3149495.90006,-16.2804921705,28.4660253011
1657.0,45056,CALLE MANUEL DE CAMARA Y CRUZ,1.0,800.0,R1787,374491.485473,3149485.61489,-16.2819959264,28.465918307
1658.0,31884,CALLE ANTONIO VIVANCO SANTILLAN,1.0,800.0,R1788,374681.901603,3149263.46641,-16.2800271751,28.4639318609
1659.0,44993,CALLE ANTONIO PINTOR Y OCETE,1.0,800.0,R1789,374635.010534,3149168.97631,-16.2804957531,28.463074635
1660.0,31876,CALLE ANTONIO VANDEWALLE Y PINTO,1.0,800.0,R1790,374706.706337,3149221.45421,-16.2797692979,28.4635551086
1661.0,10486,CALLE 606,4.0,800.0,R1791,374729.526603,3149215.15013,-16.2795355698,28.4635004104
1662.0,83082,CTRA SANTA CRUZ LAGUNA,1.0,800.0,R1792,374759.894802,3149279.82436,-16.279232476,28.4640869752
1663.0,10041,CALLE LA MARINA,4.0,3000.0,R1793,377836.609624,3149712.23473,-16.2478582154,28.4682811566
1664.0,58327,CALLE ANTONIO DE LARA Y ZARATE,3.0,3000.0,R1794,377373.734931,3150011.70224,-16.2526172782,28.4709402495
1665.0,11164,CALLE SAN CLEMENTE,3.0,3000.0,R1795,377418.835912,3149856.68057,-16.2521401692,28.4695454963
