Capitol,"Text Capítol",Article,"Text Article",Concepte,"Text Concepte",Subconcepte,"Text Subconcepte",Orgànic,"Text Orgànic",Àrees,"Text Àrees",Política,"Text política","Grup de programes","Text Grup de programes",Programes,"Text Programes",Subprogrames,"Text Subprogrames","PREV. INICIAL"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.450,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.150,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.967,50"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","2.361,25"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","55.000,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","415.990,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0501,"0501 Gerència d'Ecologia Urbana",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.000,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","4.600,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10.416,70"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","2.300,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","2.300,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","575,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","8.050,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","6.670,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.351,68"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",325,"TAXA PER EXPEDICIÓ DE DOCUMENTS",32500,"Taxa per expedició documents serveis gen",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","5.175,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",326,"TAXA PER RETIRADA DE VEHÍCLES",32600,"Taxa de grua i parany",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","16.001.258,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",326,"TAXA PER RETIRADA DE VEHÍCLES",32601,"Taxa abandonaments vehicles BSM",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","377.000,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",326,"TAXA PER RETIRADA DE VEHÍCLES",32602,"Taxa permanències al dipòsit municipal",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.000,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32901,"Taxes per homologació gestió residus",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","4.000,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32903,"Taxa de salut pública i animals",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","25.000,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32904,"Recollida i trasllat dipòsit elements vi",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32905,"Taxes per accés oferta pública",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","239.000,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32910,"Taxa per matrimoni civil",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32912,"Taxa per anàlisi d'alcoholèmies",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.500,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32913,"Taxa per anàlisi de drogo-test",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.500,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32914,"Taxa entrevista informe d'arrelament",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32914,"Taxa entrevista informe d'arrelament",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",329,"ALTRES TAXES PER A LA REALITZACIÓ D'ACTI",32915,"Taxa inspecció habitatge informe reagrup",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
