CODIGO;F_INSTALACION;DIRECCION;TIPO DE VALLA;TIPO DE SUELO;N.JUEGOS;AREA;PERIMETRO;DIRECCION AUXLIAR;LOCALIZACION;ACCESO;DISTRITO;BARRIO;latitud;longitud;UTMX_ETRS89;UTMY_ETRS89;CODNDP;IDENTIFICADOR
8145;2006-04-18;CALLE MARIO RECUERO, Nº 20;VALLA METALICA CON COLORINES;ARENA;2;138,782;48,08;C · CALLE MARIO RECUERO 20 , ASCENDIENTE 1: 083 ·;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.480009;-3.727567;438331,9;4481289,907;20062632;436
8146;2007-07-10;CALLE JOAQUIN LORENZO, Nº 15;0;0;5;613,708;99,03;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.47254;-3.723534;438666,881;4480458,009;31019389;437
8147;2007-07-09;CALLE JOAQUIN LORENZO, Nº 15;0;0;5;263,569;70,9;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.47259;-3.723731;438650,279;4480463,702;31019389;438
8148;2007-01-11;CALLE EMILIO DOMINGUEZ, Nº 3;SIN VALLA;ARENA;5;413,499;82,57;C · CALLE JULIO CALVO 22 , ASCENDIENTE 1: 083 · P;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.48263;-3.722064;438800,719;4481577,016;20073869;439
8149;2007-03-29;CALLE ISLA DE YESO, Nº 5;0;0;4;69,103;32,43;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.479035;-3.724026;438631,158;4481179,373;11044939;440
8150;2007-04-19;CALLE ISLA DE AROSA, Nº 2;0;0;4;286,607;60,24;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.480035;-3.715404;439362,834;4481284,405;31010707;441
8151;2007-04-10;CALLE LA BAÑEZA, Nº 41;0;0;3;332,171;75,81;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.47493;-3.716992;439223,613;4480718,84;31041110;442
8152;2007-04-17;GLORIETA PRADERA DE VAQUERIZAS, Nº 9;0;0;3;285,231;69,27;0;0;0;FUENCARRAL - ELPARDO;MIRASIERRA;40.49145;-3.721385;438866,234;4482555,55;31011398;443
8153;2006-09-28;PASEO EL PARDO, Nº 39;VALLA DE MADERA DE COLOR MARRON;ARENA;9;254,522;84,72;P? · PASEO EL PARDO , ASCENDIENTE 1: 081 · EL PAR;EN EL MONTE DE EL PARDO;0;FUENCARRAL - ELPARDO;EL PARDO;40.528869;-3.78236;433735,752;4486753,167;31035882;444
8155;0;CALLE CHANTADA, Nº 42;0;0;4;214,838;52,32;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.473846;-3.716467;439267,133;4480598,113;20184272;445
8157;2007-04-11;CALLE JOAQUIN LORENZO, Nº 39;0;0;5;244,628;62,79;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.473757;-3.726798;438391,372;4480595,418;11044602;446
8158;2007-09-17;CALLE JOAQUIN LORENZO, Nº 33;0;0;1;272,738;58,78;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.474101;-3.726606;438407,907;4480633,508;20158010;447
8159;14/02/2007;CALLE SANTIAGO DE COMPOSTELA, Nº 46;0;0;14;514,929;102,84;LATERAL AVD DE LA ILUSTRACION;0;0;FUENCARRAL - ELPARDO;LA PAZ;40.482481;-3.70403;440329,026;4481548,114;11045917;448
8161;2007-04-19;CALLE BERDUN, Nº 8;VALLA DE MADERA DE COLORINES;ARENA;3;236,208;78,18;C · CALLE BERDUN 12 , ASCENDIENTE 1: 086 · VALVER;0;0;FUENCARRAL - ELPARDO;VALVERDE;40.507338;-3.67881;442487,877;4484290,52;31027749;449
8162;2007-04-17;CALLE MORALZARZAL, Nº 86;SIN VALLA;ARENA;3;76,956;35,3;C · CALLE MORALZARZAL 61 , ASCENDIENTE 1: 087 · M;0;0;FUENCARRAL - ELPARDO;MIRASIERRA;40.493971;-3.712307;439637,825;4482829,194;20113550;450
8163;2007-03-29;CARRETERA EL PARDO, Nº 300;VALLA DE MADERA DE COLORINES;ARENA;3;148,521;47,35;Ctra · CARRETERA MADRID-EL PARDO KM.3,200 N-605 ,;EN EL MONTE DE EL PARDO;0;FUENCARRAL - ELPARDO;EL PARDO;40.499598;-3.762881;435357,501;4483489,597;31031295;451
8164;0;CALLE SANTIAGO DE COMPOSTELA, Nº 74;0;0;6;423,618;117,81;LATERAL AVD DE LA ILUSTRACION;0;0;FUENCARRAL - ELPARDO;PILAR;40.48064;-3.712242;439631,385;4481349,332;31010713;452
8165;0;AVENIDA BETANZOS, Nº 81;0;0;4;78,697;35,47;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.481295;-3.713446;439529,9748;4481422,893;11045690;453
8166;2007-02-28;CALLE SAN CUGAT DEL VALLES, Nº 9;SIN VALLA;ARENA;3;91,378;38,32;C · CALLE SAN CUGAT DEL VALLES 15 , ASCENDIENTE 1;0;0;FUENCARRAL - ELPARDO;VALVERDE;40.496696;-3.694328;441163,794;4483119,492;20046445;454
8167;2007-02-28;CALLE SAN CUGAT DEL VALLES, Nº 13;SIN VALLA;ARENA;2;98,758;39,72;C · CALLE SAN CUGAT DEL VALLES , ASCENDIENTE 1: 0;0;0;FUENCARRAL - ELPARDO;VALVERDE;40.496612;-3.69615;441009,295;4483111,414;20046451;455
8168;2007-06-04;CALLE SANGENJO, Nº 40;VALLA METALICA DE COLORINES;ARENA;3;156,96;53,28;C · CALLE SANGENGO 40 , ASCENDIENTE 1: 085 · LA P;0;0;FUENCARRAL - ELPARDO;LA PAZ;40.488467;-3.698087;440838,05;4482208,639;20165671;456
8169;0;CARRETERA EL PARDO A COLMENAR VIEJO, Nº 11;VALLA DE MADERA TIPO TALANQUERA;ARENA;4;149,71;49,1;Ctra · CARRETERA COLMENAR VIEJO , ASCENDIENTE 1:;EN EL MONTE DE EL PARDO;0;FUENCARRAL - ELPARDO;EL PARDO;40.534877;-3.787506;433305,79;4487424,007;31044796;457
8170;0;CALLE LABAJOS, Nº 14;VALLA METALICA DE COLORINES;ARENA;6;217,527;65,2;C · CALLE ZAMARRAMALA 49 , ASCENDIENTE 1: 086 · V;0;0;FUENCARRAL - ELPARDO;VALVERDE;40.49198;-3.688222;441677,161;4482591,965;31041535;458
8171;0;PLAZA PADRON, Nº 6;0;0;6;134,204;46,98;0;0;0;FUENCARRAL - ELPARDO;PILAR;40.477012;-3.706948;440076,913;4480943,085;20105263;459
8172;0;PLAZA VERIN, Nº 8;0;0;6;124,719;45,05;0;0;0;FUENCARRAL - ELPARDO;PILAR;40.47678;-3.710331;439789,958;4480919,595;31045314;460
8174;0;CALLE FRESNEDILLAS, Nº 12;0;0;3;103,501;44,82;0;0;0;FUENCARRAL - ELPARDO;FUENTELAREINA;40.479692;-3.739455;437323,92;4481263,169;20167454;461
8175;0;CALLE CANDIDO MATEOS, Nº 15;0;0;2;54,473;29,86;0;0;0;FUENCARRAL - ELPARDO;PEÑAGRANDE;40.473546;-3.718596;439086,434;4480566,288;20049180;462
8176;0;CALLE MIRADOR DE LA REINA, Nº 137;VALLA METALICA CON COLORINES;SUELO CAUCHO CON DIBUJOS;5;279,699;69,34;0;EN PARQUE ARROYOFRESNO;0;FUENCARRAL - ELPARDO;MIRASIERRA;40.491036;-3.716555;439275,188;4482506,246;31049540;463
8177;0;CALLE FORTALEZA, Nº 4;0;ARENA;4;248,884;63,66;0;0;0;FUENCARRAL - ELPARDO;EL PARDO;40.534108;-3.780262;433918,606;4487333,141;31010312;6397
8178;0;CALLE SAN MODESTO, Nº 3;VALLA DE MADERA COLOR AZUL;ARENA;1;58,711;31,68;PARQUE DE BEGOÑA;0;0;FUENCARRAL - ELPARDO;VALVERDE;40.483491;-3.686588;441808,235;4481648,64;20117779;6398
8179;0;CALLE SAN MODESTO, Nº 3;VALLA DE MADERA COLOR MARRON;ARENA;1;48,256;28,19;PARQUE DE BEGOÑA;0;0;FUENCARRAL - ELPARDO;VALVERDE;40.483468;-3.686817;441788,857;4481646,151;20117779;6399
8180;2007-03-13;CALLE MANUEL ALONSO, Nº 8;SIN VALLA;ARENA . CAUCHO LISO PARCIALMENTE;5;154,716;51,18;Pq · PARQUE MAR OCEANA , ASCENDIENTE 1: 081 · EL;0;0;FUENCARRAL - ELPARDO;EL PARDO;40.519988;-3.77611;434256,369;4485762,69;31051877;331
8181;01/01/2017;CALLE SENDA DEL INFANTE, Nº 54;SIN VALLA;ARENA;2;261,339;68,62;PARQUE ARROYOFRESNO;EN PARQUE ARROYO FRESNO;0;FUENCARRAL - ELPARDO;MIRASIERRA;40.493672;-3.724794;438579,393;4482804,552;31037710;5145
8182;01/01/2017;CALLE MARIA DE MAEZTU, Nº 140;SIN VALLA;ARENA;1;344,51;74,18;PARQUE ARROYOFRESNO;EN PARQUE ARROYO FRESNO;0;FUENCARRAL - ELPARDO;MIRASIERRA;40.495566;-3.722755;438753,859;4483013,454;31052390;5142
8183;01/01/2017;CALLE MARIA DE MAEZTU, Nº 144;VALLA METALICA DE COLORINES;ARENA;3;101,965;40,35;PARQUE ARROYOFRESNO;EN PARQUE ARROYO FRESNO;VALLA RETRANMQEUADA;FUENCARRAL - ELPARDO;MIRASIERRA;40.496241;-3.722051;438814,122;4483087,888;31049948;5138
8184;01/01/2017;CALLE MARIA DE MAEZTU, Nº 148;SIN VALLA;ARENA;1;218,482;59,12;PARQUE ARROYOFRESNO;EN PARQUE ARROYO FRESNO;0;FUENCARRAL - ELPARDO;MIRASIERRA;40.496718;-3.721583;438854,272;4483140,456;31049966;5136
8185;0;CALLE COSTA BRAVA, Nº 20;SIN VALLA;ARENA;1;247,57;65,91;0;EN ZONA INTERBLOQUES;0;FUENCARRAL - ELPARDO;MIRASIERRA;40.499133;-3.71065;439782,835;4483401,083;20141936;10014
8186;0;CALLE COSTA BRAVA, Nº 18;SIN VALLA;SUELO CAUCHO CON ONDULACIONES;1;377,174;102,81;0;EN ZONA INTERBLOQUES;0;FUENCARRAL - ELPARDO;MIRASIERRA;40.499302;-3.710152;439825,229;4483419,416;20157643;10015
9001;2007-06-01;CALLE CABELLERA DE BERENICE, Nº 43;0;0;3;318,373;67,37;0;0;0;MONCLOA - ARAVACA;VALDEMARÍN;40.470495;-3.788159;433186,645;4480277,928;20181437;464
9002;2007-07-11;AVENIDA VALDEMARIN, Nº 75;VALLA METALICA CON COLORINES;ARENA;10;500,747;86,23;Av · AVENIDA VALDEMARIN , ASCENDIENTE 1: 095 · VA;0;0;MONCLOA - ARAVACA;VALDEMARÍN;40.469832;-3.779569;433914,197;4480197,864;20057171;465
9003;2006-11-21;AVENIDA VALDEMARIN, Nº 111;0;0;7;345,442;82,06;0;0;0;MONCLOA - ARAVACA;VALDEMARÍN;40.46698;-3.787705;433221,627;4479887,42;20166361;466
9004;2007-04-04;CALLE ARGENTONA, Nº 23;VALLA METALICA CON COLORINES;ARENA;7;258,786;64,28;C · CALLE ARGENTONA 19 , ASCENDIENTE 1: 095 · VAL;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;VALDEMARÍN;40.464951;-3.764166;435215,311;4479644,747;20149180;467
9005;2007-04-04;CALLE ARGENTONA, Nº 25;VALLA METALICA CON COLORINES;ARENA;3;100,257;40,01;C · CALLE ARGENTONA , ASCENDIENTE 1: 095 · VALDEM;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;VALDEMARÍN;40.465223;-3.763603;435263,258;4479674,43;20149183;468
9006;2007-01-12;CALLE MARTIN PESCADOR, Nº 2;VALLA METALICA CON COLORINES;ARENA;3;146,566;47,76;C · CALLE MARTÍN PESCADOR , ASCENDIENTE 1: 096 ·;0;0;MONCLOA - ARAVACA;EL PLANTÍO;40.468289;-3.81817;430640,27;4480056,234;20079430;469
9007;2007-04-11;CALLE RIBERA DEL MANZANARES, Nº 79;0;0;9;219,431;74,72;0;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.425463;-3.728123;438234,806;4475235,681;11051606;470
9008;0;CALLE ANICETO MARINAS, Nº 11;VALLA METALICA CON COLORINES;ARENA;6;148,036;50,63;C · CALLE ANICETO MARINAS 78 , ASCENDIENTE 1: 091;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.426344;-3.728362;438215,39;4475333,662;31052315;471
9009;2007-03-13;CALLE RIBERA DEL MANZANARES, Nº 61;0;0;13;165,184;61,07;0;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.423968;-3.726801;438345,649;4475068,846;11051528;472
9010;14/02/2007;CALLE PEREZ DE VICTORIA, Nº 2;VALLA METALICA CON COLORINES;ARENA;4;239,584;60,75;Trv · TRAVESIA CAROLI 11 , ASCENDIENTE 1: 097 · A;EN PLAZA;0;MONCLOA - ARAVACA;ARAVACA;40.45845;-3.784195;433510,791;4478937,991;31050632;473
9012;2007-04-17;CALLE ANA TERESA, Nº 8;SIN VALLA;ARENA;3;304,349;62,94;P? · PASEO ERMITA 26 , ASCENDIENTE 1: 097 · ARAVA;EN PARQUE;0;MONCLOA - ARAVACA;ARAVACA;40.462331;-3.780494;433828,408;4479365,971;20152276;474
9013;2007-05-03;CALLE ANA TERESA, Nº 2;SIN VALLA;ARENA;4;308,452;70,94;P? · PASEO ERMITA 28 A , ASCENDIENTE 1: 097 · ARA;EN PARQUE;0;MONCLOA - ARAVACA;ARAVACA;40.461378;-3.779857;433881,489;4479259,67;20152267;475
9014;2006-12-18;PASEO FLORIDA, Nº 20;0;0;2;114,205;42,91;0;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.423884;-3.72364;438613,667;4475057,324;20106578;476
9015;2007-03-13;CALLE ROSA LUXEMBURGO, Nº 30;SIN VALLA;ARENA;4;359,923;78,41;C · CALLE ROSA DE LUXEMBURGO , ASCENDIENTE 1: 097;EN ZONA VERDE;0;MONCLOA - ARAVACA;ARAVACA;40.450728;-3.773904;434375,839;4478073,129;31005296;477
9016;2007-01-12;CALLE ROSA LUXEMBURGO, Nº 31;VALLA METALICA VERDE;ARENA;4;397,007;71,74;C · CALLE ROSA DE LUXEMBURGO , ASCENDIENTE 1: 097;EN PARQUE CUESTA DEL GALBAN;0;MONCLOA - ARAVACA;ARAVACA;40.450284;-3.773921;434374,02;4478023,861;31005332;478
9018;14/02/2007;CALLE SEIS DE DICIEMBRE, Nº 20;SIN VALLA;ARENA;4;97,545;35,64;C · CALLE SEIS DE DICIEMBRE , ASCENDIENTE 1: 097;EN PARQUE CUESTA DEL GALBAN;0;MONCLOA - ARAVACA;ARAVACA;40.450113;-3.772496;434494,624;4478003,76;31005385;479
9019;2007-01-25;CALLE ROSA LUXEMBURGO, Nº 3;VALLA METALICA CON COLORINES;ARENA;2;39,682;26,73;C · CALLE SEIS DE DICIEMBRE , ASCENDIENTE 1: 097;EN PARQUE CUESTA DEL GALBAN;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;ARAVACA;40.450189;-3.769365;434760,199;4478009,972;31005317;480
9020;2007-03-13;CALLE BUHO, Nº 10;VALLA VEGETAL;ARENA;1;153,893;47,26;C · CALLE BUHO , ASCENDIENTE 1: 097 · ARAVACA , A;EN ZONA VERDE;0;MONCLOA - ARAVACA;ARAVACA;40.449292;-3.769532;434745,173;4477910,5;20143064;481
9021;2007-01-12;CALLE MALVALOCA, Nº 17;0;0;4;196,553;71,81;0;0;0;MONCLOA - ARAVACA;ARAVACA;40.449819;-3.76574;435067,253;4477966,216;31005178;482
9022;14/02/2007;CALLE VIRGEN DE LOS ROSALES, Nº 58;VALLA METALICA CON COLORINES;ARENA;5;360,907;77,25;C · CALLE VIRGEN DE LOS ROSALES 58 , ASCENDIENTE;EN PARQUE ARROYO DE POZUELO;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;ARAVACA;40.453286;-3.776973;434118,148;4478359,303;20125618;483
9023;2006-11-21;CALLE ARROYO DE POZUELO, Nº 77;VALLA METALICA CON COLORINES;ARENA;6;403,254;80,09;C · CALLE ARROYO POZUELO  , ASCENDIENTE 1: 097 ·;EN PARQUE ARROYO DE POZUELO;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;ARAVACA;40.452892;-3.777964;434033,717;4478316,324;31005606;484
9024;2007-04-14;CALLE LA PINILLA, Nº 36;VALLA METALICA CON COLORINES;ARENA;7;140,905;49,13;C · CALLE PINILLA , ASCENDIENTE 1: 097 · ARAVACA;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;ARAVACA;40.454518;-3.778915;433954,676;4478497,598;20142397;485
9025;14/02/2007;CALLE LA PINILLA, Nº 79;VALLA METALICA VERDE;ARENA;5;198,196;57,25;C · CALLE PINILLA 79 , ASCENDIENTE 1: 097 · ARAVA;EN ZONA VERDE;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;ARAVACA;40.45513;-3.780128;433852,387;4478566,408;20127193;486
9026;2006-12-18;CALLE RIO SALOR, Nº 3;VALLA METALICA CON COLORINES;ARENA;2;112,722;47,56;C · CALLE BOLA DEL MUNDO 38 , ASCENDIENTE 1: 097;EN ZONA VERDE;0;MONCLOA - ARAVACA;ARAVACA;40.45611;-3.779341;433920,071;4478674,57;20097267;487
9027;2007-03-04;CALLE BAJA DE LA IGLESIA, Nº 30;VALLA METALICA CON COLORINES;ARENA;6;740,894;110,86;C · CALLE BERENISA 38 , ASCENDIENTE 1: 097 · ARAV;EN ZONA VERDE;0;MONCLOA - ARAVACA;ARAVACA;40.457159;-3.783213;433592,823;4478793,887;11056899;488
9028;14/02/2007;CALLE ROSA LUXEMBURGO, Nº 49;SIN VALLA;ARENA;6;295,478;73,47;C · CALLE ROSA DE LUXEMBURGO 60 , ASCENDIENTE 1:;EN PARQUE CUESTA DEL GALBAN;0;MONCLOA - ARAVACA;ARAVACA;40.450985;-3.77786;434040,612;4478104,626;31005337;489
9029;2007-03-13;CALLE ROSA LUXEMBURGO, Nº 56;SIN VALLA;ARENA;4;227,615;57,45;C · CALLE ROSA DE LUXEMBURGO , ASCENDIENTE 1: 097;EN ZONA VERDE;0;MONCLOA - ARAVACA;ARAVACA;40.451387;-3.777141;434102,006;4478148,716;31005309;490
9031;2006-12-18;CALLE ROSAS DE ARAVACA, Nº 1;VALLA METALICA CON COLORINES;ARENA;9;748,986;110,34;C · CALLE HUMERA , ASCENDIENTE 1: 097 · ARAVACA ,;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;ARAVACA;40.451232;-3.781944;433694,6;4478135,077;11056736;491
9032;2007-01-12;CALLE VALTRAVIESO, Nº 34;0;0;4;187,572;54,69;0;0;0;MONCLOA - ARAVACA;ARAVACA;40.451261;-3.786363;433319,935;4478141,642;20090130;492
9033;2007-07-11;CALLE PAVO REAL, Nº 6;0;0;3;183,818;57,6;0;0;0;MONCLOA - ARAVACA;ARAVACA;40.449594;-3.787745;433201,087;4477957,577;31025133;493
9034;2007-07-11;CALLE PAVO REAL, Nº 6;0;0;5;215,688;63,85;0;0;0;MONCLOA - ARAVACA;ARAVACA;40.449469;-3.788372;433147,768;4477944,239;31025133;494
9045;0;AVENIDA VALLADOLID, Nº 49;VALLA METALICA CON COLORINES;ARENA;6;34,73;24,75;C · CALLE ANICETO MARINAS 100 , ASCENDIENTE 1: 09;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.429478;-3.732235;437889,74;4475684,208;20161308;498
9050;2006-12-30;AVENIDA VALLADOLID, Nº 2;VALLA METALICA CON COLORINES;ARENA;5;524,167;97,18;PARQUE LA BOMBILLA;EN PARQUE DE LA BOMBILLA;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.42788;-3.72781;438263,621;4475503,805;31049918;501
9051;2007-05-22;CALLE ANICETO MARINAS, Nº 48;0;0;7;40,374;28,12;0;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.423318;-3.724607;438531,134;4474995,142;11051479;502
9055;14/02/2007;AVENIDA SANTO ANGEL DE LA GUARDA, Nº 8;0;0;7;277,698;72,26;0;0;0;MONCLOA - ARAVACA;VALDEZARZA;40.462231;-3.71182;439650,692;4479305,623;31042885;504
9057;2007-01-12;CALLE ALESANCO, Nº 8;0;0;7;300,236;86,08;0;0;0;MONCLOA - ARAVACA;VALDEZARZA;40.461156;-3.710348;439774,526;4479185,307;31053633;505
9058;2007-01-12;CALLE OCHAGAVIA, Nº 2;VALLA METALICA COLOR VERDE;ARENA;3;168,937;52,82;C · CALLE ARTAJONA , ASCENDIENTE 1: 094 · VALDEZA;0;0;MONCLOA - ARAVACA;VALDEZARZA;40.463216;-3.717609;439160,762;4479418,946;31044266;506
9060;15/02/2007;CALLE ISLA DE OZA, Nº 61;VALLA METALICA DE COLORINES;ARENA;4;171,049;52,68;C · CALLE ISLA DE OZA 61 , ASCENDIENTE 1: 094 · V;0;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;VALDEZARZA;40.463997;-3.720727;438897,119;4479507,811;20017446;507
9061;2007-01-12;CALLE AZUAGA, Nº 56;SIN VALLA;ARENA;5;172,282;47,23;C · CALLE SAN RESTITUTO 12 , ASCENDIENTE 1: 094 ·;0;0;MONCLOA - ARAVACA;VALDEZARZA;40.464288;-3.710544;439760,709;4479533,128;11055306;508
9062;2007-05-27;CALLE ANTONIO MACHADO, Nº 10;VALLA METALICA DE COLORINES;ARENA;6;289,787;68,15;C · CALLE ARTAJONA 47 POST. , ASCENDIENTE 1: 094;0;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;VALDEZARZA;40.465207;-3.718422;439093,635;4479640,592;20104471;509
9063;2007-02-02;CALLE ARTAJONA, Nº 28;VALLA METALICA COLOR VERDE;ARENA;4;276,856;66,36;C · CALLE ARTAJONA 47 , ASCENDIENTE 1: 094 · VALD;0;0;MONCLOA - ARAVACA;VALDEZARZA;40.465465;-3.717413;439179,408;4479668,503;11055051;510
9064;2006-10-17;CALLE VALDERREY, Nº 52;SIN VALLA;ARENA;5;1268,283;174,96;C · CALLE SINESIO DELGADO , ASCENDIENTE 1: 094 ·;EN PARQUE;0;MONCLOA - ARAVACA;VALDEZARZA;40.466397;-3.718179;439115,35;4479772,48;31045356;511
9065;2007-02-28;PLAZA CIUDAD DE VIENA, Nº 10;0;0;3;108,846;51,18;0;0;0;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;40.447597;-3.716788;439216,296;4477684,652;20102751;512
9066;2007-04-11;CALLE SAN GERARDO, Nº 11;0;0;3;198,633;56,51;0;0;0;MONCLOA - ARAVACA;VALDEZARZA;40.467351;-3.721973;438794,549;4479880,992;20085856;513
9067;2006-11-27;CALLE VALDERRODRIGO, Nº 46;SIN VALLA;ARENA;1;111,145;43,26;C · CALLE VALDERREY 15 POST. , ASCENDIENTE 1: 094;EN ZONA INTERBLOQUES;0;MONCLOA - ARAVACA;VALDEZARZA;40.468913;-3.719945;438967,906;4480052,997;11054493;514
9068;2006-11-21;CALLE VALDERRODRIGO, Nº 46;VALLA DE OBRA - MURO CON ASIENTOS;ARENA;4;86,308;53,88;C · CALLE VALDERREY 15 POST. , ASCENDIENTE 1: 094;EN ZONA INTERBLOQUES;0;MONCLOA - ARAVACA;VALDEZARZA;40.468815;-3.720293;438938,269;4480042,283;11054493;515
9069;14/02/2007;CALLE VALDERROMAN, Nº 24;0;0;5;156,923;57,96;0;0;0;MONCLOA - ARAVACA;VALDEZARZA;40.470497;-3.721238;438859,718;4480229,657;31050681;516
9071;2007-01-12;PLAZA CIUDAD DE VIENA, Nº 11;0;0;4;54,804;29,68;0;0;0;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;40.447795;-3.71686;439210,362;4477706,723;20102754;517
9072;2006-11-22;CALLE SAN RESTITUTO, Nº 39;VALLA METALICA DE COLORINES;ARENA;4;149,516;49,2;C · CALLE SAN RESTITUTO 68 , ASCENDIENTE 1: 094 ·;0;0;MONCLOA - ARAVACA;VALDEZARZA;40.464758;-3.715559;439335,943;4479588,732;20156395;518
9074;14/02/2007;PLAZA ALCIRA, Nº 19;0;0;3;146,102;48,3;0;0;0;MONCLOA - ARAVACA;VALDEZARZA;40.463727;-3.714492;439425,454;4479473,585;11055072;519
9076;2007-06-05;AVENIDA DOCTOR FEDERICO RUBIO Y GALI, Nº 75;VALLA METALICA CON COLORINES;ARENA;4;247,943;68,72;C · CALLE DOCTOR FEDERICO RUBIO Y GALI 79 , ASCEN;0;0;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;40.457113;-3.714359;439430,851;4478739,354;11053479;520
9077;2007-01-12;CALLE MOGUER, Nº 4;VALLA METALICA CON COLORINES;ARENA;6;369,794;74,69;C · CALLE MOGUER , ASCENDIENTE 1: 093 · CIUDAD UN;0;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;40.456674;-3.712903;439553,908;4478689,551;20138347;521
9078;2007-01-12;AVENIDA DOCTOR FEDERICO RUBIO Y GALI, Nº 102;0;0;7;189,069;62,82;0;0;0;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;40.455849;-3.713493;439503,121;4478598,365;11053461;522
9080;2007-05-10;AVENIDA DOCTOR FEDERICO RUBIO Y GALI, Nº 63;0;0;3;174,137;55,37;0;0;0;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;40.452965;-3.714865;439384,165;4478279,22;31041696;523
9081;2006-10-17;CALLE ARQUITECTO SANCHEZ ARCAS, Nº 5;VALLA METALICA CON COLORINES;ARENA;4;537,298;105,94;C · CALLE ALMIRANTE FCO. MORENO , ASCENDIENTE 1:;EN PARQUE DE JUAN XXIII;ACCESO CON VALLA RETRANQUEADA;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;40.453522;-3.715384;439340,717;4478341,407;20098495;524
9082;15/02/2007;CALLE ALMANSA, Nº 99;VALLA MADERA DE COLORINES;ARENA;9;451,706;88,2;PARQUE DE ALMANSA;EN PARQUE ALMANSA;0;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;40.448986;-3.713966;439456,815;4477836,991;20077691;525
9083;2007-04-11;CALLE RIBERA DEL MANZANARES, Nº 153;0;0;13;208,548;77,5;0;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.430961;-3.734833;437670,687;4475850,635;11051942;526
9084;2007-01-12;CALLE RIBERA DEL MANZANARES, Nº 115;0;0;6;218,354;76,04;0;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.428203;-3.731514;437949,68;4475542,167;31012948;527
9085;2006-12-30;CALLE RIBERA DEL MANZANARES, Nº 99;0;0;9;239,092;80,39;0;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.426689;-3.729634;438107,741;4475372,807;11051641;528
9086;2007-05-10;CALLE FELIPE MORATILLA, Nº 7;0;0;8;182,041;62,38;0;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40.426977;-3.731605;437940,866;4475406,187;11051665;529
9106;2006-12-29;CALLE RAFAEL VILLA, Nº 76;0;0;4;266,04;65,12;0;0;0;MONCLOA - ARAVACA;EL PLANTÍO;40.471857;-3.825572;430016,47;4480458,193;11056381;548
9107;2007-05-03;AVENIDA VALDEMARIN, Nº 111;VALLA METALICA CON COLORINES;ARENA;3;261,722;66,11;Cm · CAMINO LA ZARZUELA  , ASCENDIENTE 1: 095 · V;EN PARQUE AVD DE VALDEMARIN;0;MONCLOA - ARAVACA;VALDEMARÍN;40.466851;-3.787608;433229,747;4479873,112;20166361;549
