"dc:identifier";"dc:modified";"id";"lpgc:NOMBRE_VIA";"lpgc:PARTICULA";"lpgc:TIPO_VIA";"lpgc:TRAMO_VIA"
"4044";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4044";"ERA";"LA";"CALLE";"4044"
"4355";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4355";"DEPOSITO AGUA LA PATERNA";" ";"CMNO";"4355"
"5781";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5781";"SUBIDA AL CEMENTERIO";" ";"LUGAR";"5781"
"56";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/56";"SEMANA DE LA PASION";" ";"CALLE";"56"
"54";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/54";"SEMANA DE LA PASION";" ";"CALLE";"54"
"53";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/53";"SEMANA DE LA PASION";" ";"CALLE";"53"
"3655";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3655";"GOFIONES";"LOS";"CALLE";"3655"
"6358";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6358";"CRUZ";"DE LA";"CTRA";"6358"
"5687";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5687";"FELO MONZON";" ";"PLAZA";"5687"
"4056";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4056";"JORGE CASERO, PARROCO";" ";"CALLE";"4056"
"4046";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4046";"AGUSTIN QUEVEDO, CRITICO";" ";"CALLE";"4046"
"6379";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6379";"FERNANDO SAGASETA, ABOGADO";" ";"PZTA";"6379"
"4504";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4504";"ISLAS";"DE LAS";"PSAJE";"4504"
"5186";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5186";"CARRETERA LOS TARAHALES";" ";"";"5186"
"7322";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/7322";"PEPE 'EL LIMPIABOTAS'";" ";"PQUE";"7322"
"4625";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4625";"GINER DE LOS RIOS";" ";"PASEO";"4625"
"4047";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4047";"JESUS ARENCIBIA, PINTOR";" ";"CALLE";"4047"
"4505";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4505";"APOLINARIO, DOCTOR";" ";"PSAJE";"4505"
"6357";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6357";"MARIA C.S.G.'PINITO DEL ORO'";" ";"PLAZA";"6357"
"4050";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4050";"JOSE ARENCIBIA GIL, PINTOR";" ";"CALLE";"4050"
"4051";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4051";"PANCHO LASSO, ESCULTOR";" ";"CALLE";"4051"
"4053";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4053";"PEDRO DEL CASTILLO OLIVARES";" ";"CALLE";"4053"
"5547";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5547";"COREA";"DE";"PLAZA";"5547"
"4507";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4507";"GRAFITEROS";"DE LOS";"PSAJE";"4507"
"4058";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4058";"CRUCITA ARBELO CRUZ";"DE";"CALLE";"4058"
"4626";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4626";"SANTIAGO SANTANA, PINTOR";" ";"PASEO";"4626"
"4509";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4509";"FINLANDIA";"DE";"PSAJE";"4509"
"4506";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4506";"SUECIA";"DE";"PSAJE";"4506"
"4510";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4510";"FRANCIA";"DE";"PSAJE";"4510"
"4665";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4665";"LO BLANCO";" ";"TRAS";"4665"
"4064";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4064";"CINCO";" ";"CALLE";"4064"
"4063";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4063";"ELISEO MEIFREN, PINTOR";" ";"CALLE";"4063"
"3120";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3120";"FRANCISCO BARBIERI";" ";"CALLE";"3120"
"4342";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4342";"GALO VIERA";" ";"CMNO";"4342"
"3117";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3117";"TARAHALES";" ";"CALLE";"3117"
"3124";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3124";"ALFRED NOBEL";" ";"CALLE";"3124"
"3121";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3121";"ALBERT EINSTEIN";" ";"CALLE";"3121"
"3125";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3125";"JUAN GUTEMBERG";" ";"CALLE";"3125"
"3126";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3126";"MIGUEL PADILLA, FARMACEUTICO";" ";"CALLE";"3126"
"3116";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3116";"MIGUEL PADILLA, FARMACEUTICO";" ";"CALLE";"3116"
"3129";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3129";"CALLEJONCEJO";" ";"CALLE";"3129"
"3128";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3128";"PROVIDENCIA";" ";"CALLE";"3128"
"3130";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3130";"SOCORRO, MAESTRO";" ";"CALLE";"3130"
"3133";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3133";"MANZANOS";"LOS";"CALLE";"3133"
"3132";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3132";"MANZANOS";"LOS";"CALLE";"3132"
"3131";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3131";"MANZANOS";"LOS";"CALLE";"3131"
"3127";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3127";"MANZANOS";"LOS";"CALLE";"3127"
"4799";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4799";"LEON";" ";"CALLE";"4799"
"3135";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3135";"TARTAGO";" ";"CALLE";"3135"
"3134";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3134";"TARTAGO";" ";"CALLE";"3134"
"3115";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3115";"BAJAMAR";" ";"CALLE";"3115"
"3137";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3137";"RIO PISUERGA";" ";"CALLE";"3137"
"3138";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3138";"RIO NERVION";" ";"CALLE";"3138"
"3153";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3153";"MAHON";" ";"CALLE";"3153"
"4639";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4639";"DIAZ CASANOVA";" ";"URB";"4639"
"5737";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5737";"DIAZ CASANOVA";" ";"URB";"5737"
"3146";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3146";"BATALLA DE BELCHITE";" ";"CALLE";"3146"
"3145";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3145";"BATALLA DE BELCHITE";" ";"CALLE";"3145"
"3143";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3143";"BATALLA DE BELCHITE";" ";"CALLE";"3143"
"3136";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3136";"BATALLA DE BELCHITE";" ";"CALLE";"3136"
"3151";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3151";"SINGRA";" ";"CALLE";"3151"
"3149";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3149";"SINGRA";" ";"CALLE";"3149"
"3114";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3114";"DIEGO BETANCOR SUAREZ";" ";"CALLE";"3114"
"3154";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3154";"DIEGO BETANCOR SUAREZ";" ";"CALLE";"3154"
"3152";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3152";"DIEGO BETANCOR SUAREZ";" ";"CALLE";"3152"
"5026";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5026";"DIEGO BETANCOR SUAREZ";" ";"CALLE";"5026"
"4969";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4969";"MARAÑON, DOCTOR";" ";"CALLE";"4969"
"4343";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4343";"ECHEDO";"DEL";"CMNO";"4343"
"3161";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3161";"GEMINIS";" ";"CALLE";"3161"
"6938";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6938";"YAPEYU";" ";"CALLE";"6938"
"6937";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6937";"YAPEYU";" ";"CALLE";"6937"
"3171";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3171";"JUAN REYES DE ARMAS, MUSICO";" ";"CALLE";"3171"
"3170";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3170";"JUAN REYES DE ARMAS, MUSICO";" ";"CALLE";"3170"
"3169";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3169";"JUAN REYES DE ARMAS, MUSICO";" ";"CALLE";"3169"
"3167";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3167";"JUAN REYES DE ARMAS, MUSICO";" ";"CALLE";"3167"
"3164";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3164";"JUAN REYES DE ARMAS, MUSICO";" ";"CALLE";"3164"
"3163";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3163";"JUAN REYES DE ARMAS, MUSICO";" ";"CALLE";"3163"
"3162";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3162";"JUAN REYES DE ARMAS, MUSICO";" ";"CALLE";"3162"
"3172";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3172";"AUGUSTO HIDALGO CHAMPSAUR";" ";"CALLE";"3172"
"3175";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3175";"JESUS PEREZ ALONSO, ALCALDE";" ";"CALLE";"3175"
"4451";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4451";"QUILMES";"DE";"CTRA";"4451"
"4346";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4346";"PEREZ";"A LOS";"CMNO";"4346"
"4344";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4344";"PEREZ";"A LOS";"CMNO";"4344"
"5573";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5573";"PEREZ";"A LOS";"CMNO";"5573"
"3178";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3178";"DIEGO DE SILOE";" ";"CALLE";"3178"
"3177";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3177";"DIEGO DE SILOE";" ";"CALLE";"3177"
"3176";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3176";"DIEGO DE SILOE";" ";"CALLE";"3176"
"3183";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3183";"JUAN DE JUNI";" ";"CALLE";"3183"
"3182";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3182";"JUAN DE JUNI";" ";"CALLE";"3182"
"3181";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3181";"JUAN DE JUNI";" ";"CALLE";"3181"
"3180";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3180";"JUAN DE JUNI";" ";"CALLE";"3180"
"3179";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3179";"JUAN DE JUNI";" ";"CALLE";"3179"
"6057";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6057";"JUAN DE JUNI";" ";"CALLE";"6057"
"3186";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3186";"MANUEL LEZCANO, DOCTOR";" ";"CALLE";"3186"
"3184";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3184";"MANUEL LEZCANO, DOCTOR";" ";"CALLE";"3184"
"3197";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3197";"RAFAEL RAFAELY";" ";"CALLE";"3197"
"3196";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3196";"RAFAEL RAFAELY";" ";"CALLE";"3196"
"3195";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3195";"RAFAEL RAFAELY";" ";"CALLE";"3195"
"3194";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3194";"RAFAEL RAFAELY";" ";"CALLE";"3194"
"3193";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3193";"RAFAEL RAFAELY";" ";"CALLE";"3193"
"3210";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3210";"RENOIR";" ";"CALLE";"3210"
"3198";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3198";"REMBRANDT";" ";"CALLE";"3198"
"3211";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3211";"VAN GOGH";" ";"CALLE";"3211"
"3204";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3204";"VAN GOGH";" ";"CALLE";"3204"
"3201";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3201";"VAN GOGH";" ";"CALLE";"3201"
"3205";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3205";"DURERO";" ";"CALLE";"3205"
"3212";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3212";"BELLAVISTA";" ";"CALLE";"3212"
"3216";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3216";"LUIS DORESTE SILVA";" ";"CALLE";"3216"
"3215";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3215";"LUIS DORESTE SILVA";" ";"CALLE";"3215"
"3214";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3214";"LUIS DORESTE SILVA";" ";"CALLE";"3214"
"3209";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3209";"LUIS DORESTE SILVA";" ";"CALLE";"3209"
"3207";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3207";"LUIS DORESTE SILVA";" ";"CALLE";"3207"
"3191";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3191";"LUIS DORESTE SILVA";" ";"CALLE";"3191"
"3218";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3218";"HERMANOS VEGA";" ";"CALLE";"3218"
"3208";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3208";"HERMANOS VEGA";" ";"CALLE";"3208"
"3224";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3224";"ACEQUIA";" ";"CALLE";"3224"
"5917";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5917";"ACEQUIA";" ";"CALLE";"5917"
"3225";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3225";"SAN ISIDRO";" ";"CALLE";"3225"
"3220";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3220";"SAN ISIDRO";" ";"CALLE";"3220"
"4657";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4657";"MOLINO";"EL";"TRAS";"4657"
"3233";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3233";"BALTASAR";" ";"CALLE";"3233"
"4474";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4474";"BELEN";" ";"PSAJE";"4474"
"2315";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2315";"CARIDAD";" ";"CALLE";"2315"
"2320";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2320";"JUAN MEDINA NEBOT, DOCTOR";" ";"CALLE";"2320"
"2319";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2319";"JUAN MEDINA NEBOT, DOCTOR";" ";"CALLE";"2319"
"2317";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2317";"JUAN MEDINA NEBOT, DOCTOR";" ";"CALLE";"2317"
"2316";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2316";"ESPERANZA";" ";"CALLE";"2316"
"2326";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2326";"JACOB";" ";"CALLE";"2326"
"2325";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2325";"JACOB";" ";"CALLE";"2325"
"2323";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2323";"JACOB";" ";"CALLE";"2323"
"2321";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2321";"JACOB";" ";"CALLE";"2321"
"2331";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2331";"JUAN ARENCIBIA CABRERA";" ";"CALLE";"2331"
"2334";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2334";"NAZARET";" ";"CALLE";"2334"
"2328";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2328";"NAZARET";" ";"CALLE";"2328"
"2335";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2335";"PEDRO HERNANDEZ BENITEZ";" ";"CALLE";"2335"
"2333";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2333";"PEDRO HERNANDEZ BENITEZ";" ";"CALLE";"2333"
"5092";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5092";"SAN BENITO";" ";"PSAJE";"5092"
"2342";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2342";"SAN JUAN DE AVILA";" ";"CALLE";"2342"
"2341";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2341";"SAN JUAN DE AVILA";" ";"CALLE";"2341"
"2339";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2339";"SAN JUAN DE AVILA";" ";"CALLE";"2339"
"2338";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2338";"SAN JUAN DE AVILA";" ";"CALLE";"2338"
"2336";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2336";"SAN JUAN DE AVILA";" ";"CALLE";"2336"
"2350";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2350";"JOSE Y MARIA";" ";"CALLE";"2350"
"2349";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2349";"JOSE Y MARIA";" ";"CALLE";"2349"
"3189";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3189";"JOSE Y MARIA";" ";"CALLE";"3189"
"5639";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5639";"JUAN DEL RIO AYALA";" ";"PLAZA";"5639"
"2355";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2355";"JORDE";" ";"CALLE";"2355"
"2356";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2356";"EDUARDO";" ";"CALLE";"2356"
"2357";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2357";"TABAIBA";" ";"CALLE";"2357"
"2361";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2361";"VERONICA";" ";"CALLE";"2361"
"2360";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2360";"VERONICA";" ";"CALLE";"2360"
"2359";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2359";"VERONICA";" ";"CALLE";"2359"
"4846";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4846";"GARCIA ESCAMEZ";" ";"PLAZA";"4846"
"2364";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2364";"GEORGE PIRE";" ";"CALLE";"2364"
"2346";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2346";"THOMAS MANN";" ";"CALLE";"2346"
"6707";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6707";"CORDOBA";" ";"CALLE";"6707"
"6706";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6706";"CORDOBA";" ";"CALLE";"6706"
"2382";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2382";"CORDOBA";" ";"CALLE";"2382"
"2370";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2370";"CORDOBA";" ";"CALLE";"2370"
"2369";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2369";"CORDOBA";" ";"CALLE";"2369"
"2368";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2368";"CORDOBA";" ";"CALLE";"2368"
"5670";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5670";"CORDOBA";" ";"CALLE";"5670"
"5666";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5666";"CORDOBA";" ";"CALLE";"5666"
"2366";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2366";"MOCAN";" ";"CALLE";"2366"
"2376";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2376";"JOAQUIN BELON";" ";"CALLE";"2376"
"2374";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2374";"JOAQUIN BELON";" ";"CALLE";"2374"
"2365";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2365";"JOAQUIN BELON";" ";"CALLE";"2365"
"2378";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2378";"MALAGA";" ";"CALLE";"2378"
"2377";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2377";"MALAGA";" ";"CALLE";"2377"
"2375";"2017-10-29 03:12:52";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2375";"MALAGA";" ";"CALLE";"2375"
