EXERCICI,CODI_ORGANIC,ORANIC,CODI_FUNCIONAL,FUNCIONAL,CODI_ECONOMIC,ECONOMIC,APLICACION,PRESSUPOST_INICIAL
2016,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13002,Altres remuneracions.,Retribucions complementaries,40268.62
2016,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,14303,Personal temporal per programes subvencionats,Retribucions programes,21420.28
2016,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,15006,Productivitat 25perc. laborals,Paga productivitat 25%,1288.11
2016,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1600003,Seguretat social personal laboral,Seguretat Social,23604.78
2016,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1600005,Seguretat Social funcionari interi,Seguretat social programes,6609.6
2016,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profes.,25000
2016,1U065,OFICINA D'INSERCIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13000,Retribucions bàsiques.,Retribucions basiques,33986.72
2016,1U065,OFICINA D'INSERCIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13002,Altres remuneracions.,Retribucions complementaries,45973.92
2016,1U065,OFICINA D'INSERCIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,15006,Productivitat 25perc. laborals,paga productivitat 25%,1403.24
2016,1U065,OFICINA D'INSERCIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1600003,Seguretat social personal laboral,Seguretat Social,26935.39
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,13000,Retribucions bàsiques.,Retribucions bàsiques,32744.46
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,13002,Altres remuneracions.,Altres remuneracions,62084.4
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,15006,Productivitat 25perc. laborals,Productivitat 25% laborals,1547.75
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,2407.44
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,1600003,Seguretat social personal laboral,Seguretat social personal laboral,35986.13
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,Arrendaments d'equips per a processos d'informació,780.58
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,21400,Material de transport,Reparació elements de tansport,60.5
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions.",500
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22112,"Sumin. de material electrònic, elèctric i de telecomunic.",Sumin. de material elèctric i de telecomunicacions,4757.65
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22199,Altres subministraments.,Altres subministraments.,20741.72
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,4500
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22602,Publicitat i propaganda.,Publicitat i propaganda,6950.29
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos",4000
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22609,Activitats culturals i esportives,Activitats culturals i esportives,2730.3
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22700,Neteja i lavabo.,Neteja i lavabo.,59.29
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics,75914.6
2016,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,62300,"Maquinària, instal·lacions tècniques i utillatge.","Inversions en maquinària, instal.lacions tècniques i utillat",185185.43
2016,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,22602,Publicitat i propaganda.,Publicitat i propaganda,1000
2016,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos",4000
2016,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses,83000
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,10100,Retribucions bàsiques.,Retribucions directius,59999.94
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,13000,Retribucions bàsiques.,Retribucions bàsiques,24722.34
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,13002,Altres remuneracions.,Altres remuneracions,39715.61
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,15006,Productivitat 25perc. laborals,Paga productivitat 25%,1138.88
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,6425.69
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,1600003,Seguretat social personal laboral,Seguretat Social,22449.67
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,1600004,Seguretat Social personal directiu,Seguretat social directius,13504.56
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,"Reparacions, manteniment i conservació d'edificis i altres c",1800
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","Reparacions, manteniment i conservació de maquinària, instal",43710
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,22000,Ordinari no inventariable.,Material d'oficina ordinari no inventariable,1000
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,22200,Serveis de Telecomunicacions.,Servei de telecomunicacions,201000.53
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,22601,Atencions protocol·làries i representatives.,Atencions protocol.làries i representatives,4000
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,22699,Altres despeses diverses,Finançament programes SIO,338062.46
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,2269901,Altres despeses diverses,Altres despeses. Pla d'igualtat,10000
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics,51800
2016,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,23100,Dels membres dels òrgans de govern.,Dels membres dels òrgans de govern.,1000
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12000,Sous del Grup A1.,Sous dels grup de A1,14708.88
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1200001,Sous del Grup A1 interins,Sou grup A1 interins,16932.53
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1200101,Sous grup A2 interins,Sous grups A2 interins,39106.76
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12004,Sous del Grup C2.,Sous grup C2,8462.3
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1200401,Sous del Grup C2 interins,Sous grup C2 interins,16924.7
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12006,Triennis.,Triennis,10726.54
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12100,Complement de destinació funcionaris de carrera,Complement de destí,43921.66
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1210001,Complement de destí interí,Coomplemnt desti interins,5321.05
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1210031,Altres complements interins,Altres complemnts interins,10722.94
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12101,Complement específic.,Complement específic,78256.03
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1210101,Complement específic interí,complemnt específic interins,5600.36
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12103,Altres complements.,Altres complementàries,12153.11
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,13000,Retribucions bàsiques.,Remuneracions basiques,58952.98
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,13002,Altres remuneracions.,Altres remuneracions,698045.02
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1300201,Liquidació vacances personal laboral,Liquidació vacances,14463.34
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1300202,Altres remuneracions liquidació contracte,Liquidacio vacances,20000.04
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,14301,Retribucions per substitucions (no es correcte),Retribucions per substitucions,200000.04
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,15005,Productivitat 25perc. funcionaris carrera,Productivitat 25%,4322.02
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,15006,Productivitat 25perc. laborals,Productivitat 25%,2176.06
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,15300,Complement dedicació especial,Dedicació especial,13142.26
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1530001,Complement dedicació especial interins,Especial dedicació interins,9732.24
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,16000,Seguretat Social.,Seguretat Social,195726
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1600002,Seguretat social personal funcionari de carrera,Seguretat social,21029.14
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1600003,Seguretat social personal laboral,Seguretat social,57254.88
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,58782.89
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,16200,Formació i perfeccionament del personal.,Ajuts per la formacio,0.24
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,16204,Acció social.,Ajuts socials,103640.04
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22104,Vestuari.,Vestuari i equips de protecció individual,12100
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,2210401,Vestuari,Vestuari,21000
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22607,Oposicions i proves selectives,Oposicions i proves selectives,8000
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22699,Altres despeses diverses,Altres despeses diverses,7000
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics,7800
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,24000.1
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,2279901,Descripción Económica,Formació per al personal Ajuntament,44000
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,23010,Del personal directiu.,Dietes del personal directiu,2300
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,23020,Del personal no directiu.,Dietes del personal no directiu,2700
2016,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,2302001,Dietes judicis policia,Dietes judicis policia,31300
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,1200101,Sous grup A2 interins,Sous A2 inteins,19317.9
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,12003,Sous del Grup C1.,Sous del grup C1,19967.32
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,1200301,Sous del Grup C1 interins,Sous grup C1 interins,9983.66
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,12006,Triennis.,Triennis,8804.47
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,12100,Complement de destinació funcionaris de carrera,Complement de destinació,13573.7
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,1210001,Complement de destí interí,Complemnt destí interins,8240.62
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,1210031,Altres complements interins,Altres complements interins,934.14
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,12101,Complement específic.,Complement específic,37409.24
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,1210101,Complement específic interí,Compelmnt específic interins,9920.62
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,12103,Altres complements.,Altres complements,11592.56
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,13000,Retribucions bàsiques.,Retribucions bàsiques,148913.4
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,13002,Altres remuneracions.,Altres remuneracions,228124.12
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,15005,Productivitat 25perc. funcionaris carrera,Paga productivitat 25%,2429.43
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,15006,Productivitat 25perc. laborals,Paga productivitat 25%,6361.46
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,15300,Complement dedicació especial,Complement de dedicació especial,5655.3
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,8775.62
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,19563.03
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,1600003,Seguretat social personal laboral,Seguretat Social,118226.73
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,21274.44
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,Arrendament de material de transport,5256
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,Arrendament d'equips per a processos d'informació,90000
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,20800,Lloguer d'altre material,Lloguer d'altre material,3200
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","Reparacions, manteniment i conservació de maquinària, instal",41750.78
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,21600,Manteniment,"Reparacions, manteniment i conservació de sistemes  per a pr",231891.07
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,22000,Ordinari no inventariable.,Material d'oficina ordinari no inventariable,200
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,22002,Material informàtic no inventariable.,Material informàtic no inventariable,1500
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,22103,Combustibles i carburants.,Combustibles i carburants,350
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,22203,Informàtiques.,Comunicacions informàtiques,11780.83
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,22699,Altres despeses diverses,Altres despeses diverses,32550
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,22704,"Custòdia, dipòsit i magatzematge.","Despeses de custòdia, dipòsits i emmagatzematge",5520.62
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,22706,Estudis i treballs tècnics.,Projectes i activitats de millora,28768
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,36690.6
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,62600,Equips per a processos d'informació.,Inversions en equips per a processos d'informació,215000
2016,2U018,INFORMÀTICA,9205,INFORMÀTICA,64100,Despeses en aplicacions informàtiques.,Despeses en aplicacions informàtiques,64494.31
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1200001,Sous del Grup A1 interins,Sou grup A1 interins,14824.08
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,12006,Triennis.,Triennis,1677.92
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,12100,Complement de destinació funcionaris de carrera,Complement de destinació,7209.16
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,12101,Complement específic.,Complement específic,11121.18
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,12103,Altres complements.,Altres complements,762.16
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,13000,Retribucions bàsiques.,Retribucions bàsiques,56163.63
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,13002,Altres remuneracions.,Altres remuneracions,82256.39
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,15005,Productivitat 25perc. funcionaris carrera,Paga productivitat 25%,592.08
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,15006,Productivitat 25perc. laborals,Paga productivitat 25%,1818.46
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1600003,Seguretat social personal laboral,Seguretat Social,43964.3
2016,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,11344.73
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,12000,Sous del Grup A1.,Sous del grup A1,29648.18
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1200001,Sous del Grup A1 interins,Sou grup A1 interins,19766.52
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1200401,Sous del Grup C2 interins,Sous grup C2 interins,8462.36
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,12100,Complement de destinació funcionaris de carrera,Complement de destinació,32269.3
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1210031,Altres complements interins,Altres complemnts interins,883.12
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,12101,Complement específic.,Complement específic,52440.36
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1210101,Complement específic interí,Complement especific interins,4872
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,12103,Altres complements.,Altres complements,6608.14
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,13000,Retribucions bàsiques.,Retribucions bàsiques,75884.56
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,13002,Altres remuneracions.,Altres remuneracions,88923.1
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,15005,Productivitat 25perc. funcionaris carrera,Paga productivitat 25%,3168.7
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,15006,Productivitat 25perc. laborals,Paga productivitat 25%,2710.22
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,15300,Complement dedicació especial,Complement de dedicació especial,21623.98
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,20723.15
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1600003,Seguretat social personal laboral,Seguretat Social,51730.62
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,26841.66
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,20200,Arrendament d'edificis i altres construccions,Arrendament edificis i altres construccions,304625.27
2016,9U002,GERENCIA,9125,GERÈNCIA,12103,Altres complements.,Altres complements,3310.3
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,21600,Manteniment,"Reparació, manteniment i conservació Equips per a processos",1500
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions.",12400
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,22400,Primes d'assegurances,Primes d'assegurances,95000
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,22604,"Jurídics, contenciosos.",Despeses d'actes jurídics i contenciosos,100000
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,2269921,Descripción Económica,Altres despeses diverses. Notes registres,5000
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,2269922,Descripción Económica,Altres despeses diverses. Indenmitzacions,15000
2016,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,30000
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,1200001,Sous del Grup A1 interins,Sou grup A1 interins,14824.1
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,12006,Triennis.,Triennis,2533.08
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,12100,Complement de destinació funcionaris de carrera,Complement de destinació,7209.16
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,12101,Complement específic.,Complement específic,11632.18
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,1210101,Complement específic interí,Complement especific interins,7420.42
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,12103,Altres complements.,Altres complements,2525.46
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,13000,Retribucions bàsiques.,Retribucions bàsiques,32207.55
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,13002,Altres remuneracions.,Altres remuneracions,51681.84
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,15005,Productivitat 25perc. funcionaris carrera,Paga productivitat 25%,762.46
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,15006,Productivitat 25perc. laborals,Paga productivitat 25%,1484.26
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,1600003,Seguretat social personal laboral,Seguretat Social,27044.9
2016,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,13417.08
2016,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,13000,Retribucions bàsiques.,Retribucions bàsiques,21425.27
2016,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,13002,Altres remuneracions.,Altres remuneracions,26957.28
2016,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,15006,Productivitat 25perc. laborals,Paga productivitat 25%,749.83
2016,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,15300,Complement dedicació especial,Complement de dedicació especial,4654.44
2016,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,1600003,Seguretat social personal laboral,Seguretat Social,13504.56
2016,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,22000,Ordinari no inventariable.,Ordinari no inventariable.,1400
2016,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions",4000
2016,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,22602,Publicitat i propaganda.,Publicitat i propaganda.,4500
2016,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,22699,Altres despeses diverses,Altres despeses diverses,2500
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1200101,Sous grup A2 interins,Compelmnt específic interins,9658.95
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1210001,Complement de destí interí,Complement desti interins,3652.11
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1210031,Altres complements interins,Altres complements interins,436.89
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,12101,Complement específic.,Complement específic,2160.29
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1210101,Complement específic interí,complement especific interins,4800.25
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,13000,Retribucions bàsiques.,Retribucions bàsiques,35176.13
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,13002,Altres remuneracions.,Altres remuneracions,44691.64
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,15005,Productivitat 25perc. funcionaris carrera,Paga productivitat 25%,344.82
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,15006,Productivitat 25perc. laborals,Paga productivitat 25%,1318.49
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1600003,Seguretat social personal laboral,Seguretat Social,25430.12
2016,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,6688.08
