EXERCICI,CODI_ORGANIC,ORGANIC,CODI_FUNCIONAL,FUNCIONAL,CODI_ECONOMIC,ECONOMIC,APLICACIO,PRESSUPOST_INICIAL,MODIFICACIONS_CREDIT,CREDIT_DEFINITIU,OBLIGACIONS_RECONEGUDES,PAGAMENTS_LIQUIDS,PENDENTS_PAGAMENT,PERC_EXECUCIO
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,56.83,56.83,0,
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics,75914.6,0,75914.6,0,0,0,0%
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profes.,0,0,0,0,0,0,
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,23110,Del personal directiu.,Del personal directiu.,0,0,0,0,0,0,
2017,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,15006,Productivitat 25% laborals,Productivitat 25% laborals,0,0,0,0,0,0,
2017,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,1600003,Seguretat social personal laboral,Seguretat social personal laboral,0,0,0,0,0,0,
2017,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses,83000,0,83000,0,0,0,0%
2017,2000,Àrea de serveis centrals,1320,SEGURETAT I ORDRE PÚBLIC,62401,AUTOMOVIL,Elements de transport,0,1079.95,1079.95,0,0,0,0%
2017,2000,Àrea de serveis centrals,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,62500,MOBILIARIO,Mobiliari,0,1083.71,1083.71,0,0,0,0%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,10100,Retribucions bàsiques.,Retribucions directius,59999.94,0,59999.94,17142.84,17142.84,0,28.57%
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,23000,Dels membres dels òrgans de govern.,Dels membres dels òrgans de govern.,0,0,0,14,14,0,
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,23020,Del personal no directiu.,Del personal no directiu.,0,0,0,14,14,0,
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,23100,Dels membres dels òrgans de govern.,Dels membres dels òrgans de govern.,0,0,0,186.43,186.43,0,
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,23120,Del personal no directiu.,Del personal no directiu.,0,0,0,271.72,271.72,0,
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,15006,Productivitat 25% laborals,Paga productivitat 25%,1138.88,0,1138.88,0,0,0,0%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,1600003,Seguretat social personal laboral,Seguretat Social,22449.67,0,22449.67,0,0,0,0%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,1600004,Seguretat Social personal directiu,Seguretat social directius,13504.56,0,13504.56,0,0,0,0%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12000,Sous del Grup A1.,Sous dels grup de A1,14708.88,0,14708.88,1350.56,1350.56,0,9.18%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,13000,Retribucions bàsiques.,Retribucions bàsiques,24722.34,0,24722.34,8466.3,8466.3,0,34.25%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,13002,Altres remuneracions.,Altres remuneracions,39715.61,0,39715.61,14589.8,14589.8,0,36.74%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,6425.69,0,6425.69,2385.15,2385.15,0,37.12%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,23100,Dels membres dels òrgans de govern.,Dels membres dels òrgans de govern.,1000,0,1000,50,50,0,5%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,22000,Ordinari no inventariable.,Material d'oficina ordinari no inventariable,1000,151.25,1151.25,151.25,151.25,0,13.14%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,2269901,Altres despeses diverses,Altres despeses. Pla d'igualtat,10000,540,10540,0,0,0,0%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,"Reparacions, manteniment i conservació d'edificis i altres c",1800,-200,1600,0,0,0,0%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,15006,Productivitat 25% laborals,Productivitat 25%,2176.06,0,2176.06,0,0,0,0%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1600002,Seguretat social personal funcionari de carrera,Seguretat social,21029.14,0,21029.14,0,0,0,0%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,58782.89,0,58782.89,0,0,0,0%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,16200,Formació i perfeccionament del personal.,Ajuts per la formacio,0.24,0,0.24,0,0,0,0%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,15005,Productivitat 25% funcionaris carrera,Productivitat 25%,4322.02,0,4322.02,497.69,497.69,0,11.52%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1210101,Complement específic interí,complemnt específic interins,5600.36,0,5600.36,16957.59,16957.59,0,302.79%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12103,Altres complements.,Altres complementàries,12153.11,0,12153.11,2530.37,2530.37,0,20.82%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1210303,Incapacitat temporal,Incapacitat temporal,0,0,0,374.09,374.09,0,
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,13000,Retribucions bàsiques.,Remuneracions basiques,58952.98,0,58952.98,27262.04,27262.04,0,46.24%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,472.4,472.4,0,
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22104,Vestuari.,Vestuari i equips de protecció individual,12100,2286.7,14386.7,7784.72,1862.71,5922.01,54.11%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,1200301,Sous del Grup C1 interins,Sous grup C1 interins,9983.66,0,9983.66,0,0,0,0%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,2429.43,0,2429.43,0,0,0,0%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,15006,Productivitat 25% laborals,Paga productivitat 25%,6361.46,0,6361.46,0,0,0,0%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,23010,Del personal directiu.,Dietes del personal directiu,2300,0,2300,5.45,5.45,0,0.24%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,23020,Del personal no directiu.,Dietes del personal no directiu,2700,0,2700,329.47,249.47,80,12.2%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22607,Oposicions i proves selectives,Oposicions i proves selectives,8000,435.6,8435.6,951.17,530.37,420.8,11.28%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22699,Altres despeses diverses,Altres despeses diverses,7000,1126,8126,198,198,0,2.44%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics,7800,1742.4,9542.4,1512.5,1512.5,0,15.85%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,2279901,Descripción Económica,Formació per al personal Ajuntament,44000,5096,49096,9719.6,9719.6,0,19.8%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,19563.03,0,19563.03,0,0,0,0%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,1600003,Seguretat social personal laboral,Seguretat Social,118226.73,0,118226.73,0,0,0,0%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,21274.44,0,21274.44,0,0,0,0%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,22002,Material informàtic no inventariable.,Material informàtic no inventariable,1500,0,1500,0,0,0,0%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,1054.37,1054.37,0,
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,22704,"Custòdia, dipòsit i magatzematge.","Despeses de custòdia, dipòsits i emmagatzematge",5520.62,0,5520.62,4305,4305,0,77.98%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,22699,Altres despeses diverses,Altres despeses diverses,32550,0,32550,862.73,862.73,0,2.65%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,8775.62,0,8775.62,6624.55,6624.55,0,75.49%
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1200001,Sous del Grup A1 interins,Sou grup A1 interins,14824.08,0,14824.08,10081.35,10081.35,0,68.01%
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1200601,Triennis interins,Triennis interins,0,0,0,736.6,736.6,0,
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,Arrendament de material de transport,5256,350.34,5606.34,0,0,0,0%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,Arrendament d'equips per a processos d'informació,90000,11947.57,101947.57,0,0,0,0%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","Reparacions, manteniment i conservació de maquinària, instal",41750.78,2902.26,44653.04,20334.75,20334.75,0,45.54%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,22103,Combustibles i carburants.,Combustibles i carburants,350,243.77,593.77,74.53,74.53,0,12.55%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,62600,Equips per a processos d'informació.,Inversions en equips per a processos d'informació,0,49597.9,49597.9,0,0,0,0%
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,592.08,0,592.08,0,0,0,0%
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,15006,Productivitat 25% laborals,Paga productivitat 25%,1818.46,0,1818.46,29.68,29.68,0,1.63%
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1600003,Seguretat social personal laboral,Seguretat Social,43964.3,0,43964.3,0,0,0,0%
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,11344.73,0,11344.73,0,0,0,0%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,15006,Productivitat 25% laborals,Paga productivitat 25%,2710.22,0,2710.22,0,0,0,0%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,3168.7,0,3168.7,145.65,145.65,0,4.6%
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1210101,Complement específic interí,Complement específic interí,0,0,0,7121.57,7121.57,0,
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,20723.15,0,20723.15,0,0,0,0%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1600003,Seguretat social personal laboral,Seguretat Social,51730.62,0,51730.62,0,0,0,0%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,26841.66,0,26841.66,0,0,0,0%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,21600,Equips per a processos d'informació.,"Reparació, manteniment i conservació Equips per a processos",1500,0,1500,0,0,0,0%
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,762.46,0,762.46,0,0,0,0%
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,15006,Productivitat 25% laborals,Paga productivitat 25%,1484.26,0,1484.26,0,0,0,0%
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,1600003,Seguretat social personal laboral,Seguretat Social,27044.9,0,27044.9,0,0,0,0%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,266.17,266.17,0,
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,22604,"Jurídics, contenciosos.",Despeses d'actes jurídics i contenciosos,100000,0,100000,3167.15,3167.15,0,3.17%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,22400,Primes d'assegurances,Primes d'assegurances,95000,0,95000,83518.33,83518.33,0,87.91%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,2269921,Descripción Económica,Altres despeses diverses. Notes registres,5000,185.48,5185.48,17.82,17.82,0,0.34%
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,1200001,Sous del Grup A1 interins,Sou grup A1 interins,14824.1,0,14824.1,5600.75,5600.75,0,37.78%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions.",12400,0,12400,502.32,140.4,361.92,4.05%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,2269922,Descripción Económica,Altres despeses diverses. Indenmitzacions,15000,0,15000,1193.26,836.26,357,7.96%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,30000,22024.63,52024.63,11495,2420,9075,22.1%
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,13417.08,0,13417.08,0,0,0,0%
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,592.31,592.31,0,
2017,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,15006,Productivitat 25% laborals,Paga productivitat 25%,749.83,0,749.83,0,0,0,0%
2017,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,1600003,Seguretat social personal laboral,Seguretat Social,13504.56,0,13504.56,0,0,0,0%
2017,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions",4000,0,4000,0,0,0,0%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1200101,Sous grup A2 interins,Compelmnt específic interins,9658.95,0,9658.95,0,0,0,0%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1210001,Complement de destí interí,Complement desti interins,3652.11,0,3652.11,0,0,0,0%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1210031,Altres complements interins,Altres complements interins,436.89,0,436.89,0,0,0,0%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1210101,Complement específic interí,complement especific interins,4800.25,0,4800.25,0,0,0,0%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,344.82,0,344.82,0,0,0,0%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,15006,Productivitat 25% laborals,Paga productivitat 25%,1318.49,0,1318.49,0,0,0,0%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1600003,Seguretat social personal laboral,Seguretat Social,25430.12,0,25430.12,0,0,0,0%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,6688.08,0,6688.08,0,0,0,0%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,319.98,319.98,0,
2017,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,22602,Publicitat i propaganda.,Publicitat i propaganda.,4500,0,4500,2188.38,2188.38,0,48.63%
2017,2U026,TRESORERIA,0110,DEUTE PÚBLIC,31001,Interessos préstecs a llarg termini,Interessos préstecs a llarg termini,437746,0,437746,71166.1,71166.1,0,16.26%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,48002,TRANSFERENCIA A PARTICUL. (RESIDENCIAS),Subvenció IBI aturats i famílies monoparentals,110000,0,110000,270.36,270.36,0,0.25%
2017,2U026,TRESORERIA,0110,DEUTE PÚBLIC,91301,Amortització de préstecs a llarg termini sector privat,Amortització de préstecs a llarg termini sector privat,4704914.85,0,4704914.85,901445.75,901445.75,0,19.16%
2017,2U026,TRESORERIA,0110,DEUTE PÚBLIC,35900,Altres despeses financeres.,Altres despeses financeres.,1000,0,1000,619.92,619.92,13404.34,61.99%
2017,2U026,TRESORERIA,9340,TRESORERIA,15005,Productivitat 25% funcionaris carrera,Productivitat 25% funcionaris,1602.69,0,1602.69,0,0,0,0%
2017,2U026,TRESORERIA,9340,TRESORERIA,15006,Productivitat 25% laborals,Productivitat 25% laborals,645.4,0,645.4,0,0,0,0%
2017,2U026,TRESORERIA,9340,TRESORERIA,1600002,Seguretat social personal funcionari de carrera,Seguretat social personal funcionari,21840.72,0,21840.72,0,0,0,0%
2017,2U026,TRESORERIA,9340,TRESORERIA,1600003,Seguretat social personal laboral,Seguretat social personal laboral,12005.2,0,12005.2,0,0,0,0%
2017,2U026,TRESORERIA,9340,TRESORERIA,1600005,Seguretat Social funcionari interi,Seguretat Social funcionari interi,0,0,0,0,0,0,
2017,2U026,TRESORERIA,9340,TRESORERIA,22699,Altres despeses diverses,Altres despeses diverses,1000,0,1000,0,0,0,0%
2017,2U026,TRESORERIA,9340,TRESORERIA,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions",11746.25,0,11746.25,12911.72,12911.72,0,109.92%
2017,2U026,TRESORERIA,9340,TRESORERIA,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,87.8,87.8,0,
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1210303,Incapacitat temporal,Incapacitat temporal,0,0,0,150.05,150.05,0,
2017,2U026,TRESORERIA,9340,TRESORERIA,22708,Serveis de recaptació a favor de l'entitat.,Servei de recaptació a favor de l'entitat,1010000,0,1010000,166321.87,166321.87,0,16.47%
2017,2U026,TRESORERIA,9340,TRESORERIA,2279901,Descripción Económica,Servei de recaptació-multes-,250000,0,250000,60981.79,60981.79,0,24.39%
2017,2U026,TRESORERIA,9340,TRESORERIA,22201,Postals.,Comunicacions postals,50,0,50,0,0,967.9,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,4619.42,0,4619.42,93.64,93.64,0,2.03%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,15006,Productivitat 25% laborals,Paga productivitat 25%,1040.32,0,1040.32,0,0,0,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,39356.1,0,39356.1,0,0,0,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1600003,Seguretat social personal laboral,Seguretat Social,16626.8,0,16626.8,0,0,0,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,11872.96,0,11872.96,0,0,0,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1600006,Seguretat Social de personal laboral temporal,Seguretat Social de personal laboral temporal,0,0,0,0,0,0,
2017,2U028,ARXIU,3322,ARXIUS,22609,Activitats culturals i esportives,Activitats culturals i esportives,4000,0,4000,0,0,0,0%
2017,2U028,ARXIU,3322,ARXIUS,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics,1975,0,1975,0,0,0,0%
2017,2U028,ARXIU,3322,ARXIUS,62500,MOBILIARIO,Inversions en mobiliari,2700,0,2700,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,12004,Sous del Grup C2.,Sous del grup C2,8462.34,0,8462.34,0,0,0,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,22000,Ordinari no inventariable.,Ordinari no inventariable.,0,236.3,236.3,0,0,0,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions",2700,684.32,3384.32,0,0,0,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,22699,Altres despeses diverses,Altres despeses diverses,2800,104.27,2904.27,0,0,0,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,22705,Processos electorals.,Processos electorals,18000,382.24,18382.24,0,0,0,0%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,13002,Altres remuneracions.,Altres remuneracions,27682.62,0,27682.62,5339.58,5339.58,0,19.29%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1310001,Laboral temporal per substitucions,Laboral temporal per substitucions,0,0,0,1232.73,0,1232.73,
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,12006,Triennis.,Triennis,3285.94,0,3285.94,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,12100,Complement de destinació funcionaris de carrera,Complement de destinació,3677.38,0,3677.38,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,12101,Complement específic.,Complement específic,6534.08,0,6534.08,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,12103,Altres complements.,Altres complements,2136.96,0,2136.96,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,390.97,0,390.97,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,15006,Productivitat 25% laborals,Paga productivitat 25%,711.19,0,711.19,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,5903.29,0,5903.29,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,1600003,Seguretat social personal laboral,Seguretat Social,13332.96,0,13332.96,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,22699,Altres despeses diverses,Altres despeses diverses,185,0,185,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,62500,MOBILIARIO,Mobiliari,3000,0,3000,0,0,0,0%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,2294.26,0,2294.26,0,0,0,0%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,15006,Productivitat 25% laborals,Paga productivitat 25%.,702.32,0,702.32,0,0,0,0%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,20960.27,0,20960.27,0,0,0,0%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,1600003,Seguretat social personal laboral,Seguretat Social,13539.62,0,13539.62,0,0,0,0%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses,1400,519.2,1919.2,0,0,0,0%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions",200,190,390,0,0,0,0%
