EXERCICI,CODI_ORGANIC,ORGANIC,CODI_FUNCIONAL,FUNCIONAL,CODI_ECONOMIC,ECONOMIC,APLICACIO,PRESSUPOST_INICIAL,MODIFICACIONS_CREDIT,CREDIT_DEFINITIU,OBLIGACIONS_RECONEGUDES,PAGAMENTS_LIQUIDS,PENDENTS_PAGAMENT,PERC_EXECUCIO
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,15006,Productivitat 25% laborals,Paga productivitat 25%,4360.46,0,4360.46,0,0,0,0%
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,1600003,Seguretat social personal laboral,Seguretat Social,85426.56,0,85426.56,0,0,0,0%
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,19638.39,0,19638.39,0,0,0,0%
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,22300,Transports,Transports,90000,0,90000,0,0,0,0%
2017,3U035,SERVEI SALUT PÚBLICA,3110,SALUT PÚBLICA,15006,Productivitat 25% laborals,Paga productivitat 25%,3229.15,0,3229.15,0,0,0,0%
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,21400,Material de transport,Material de transport,0,686.17,686.17,0,0,0,0%
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,13002,Altres remuneracions.,Altres remuneracions,153861.2,0,153861.2,48957.54,48957.54,0,31.82%
2017,3U035,SERVEI SALUT PÚBLICA,3110,SALUT PÚBLICA,1600003,Seguretat social personal laboral,Seguretat Social,60989.05,0,60989.05,0,0,0,0%
2017,3U035,SERVEI SALUT PÚBLICA,3110,SALUT PÚBLICA,22602,Publicitat i propaganda.,Publicitat i propaganda,5000,0,5000,0,0,0,0%
2017,3U035,SERVEI SALUT PÚBLICA,3110,SALUT PÚBLICA,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvencions a entitats salut pública,6000,0,6000,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1300202,Altres remuneracions liquidació contracte,Altres remuneracions liquidació contracte,0,0,0,1807.48,1807.48,0,
2017,3U035,SERVEI SALUT PÚBLICA,3110,SALUT PÚBLICA,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,961.98,961.98,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1300201,Liquidació vacances personal laboral,Liquidació vacances personal laboral,0,0,0,326.98,326.98,0,
2017,3U035,SERVEI SALUT PÚBLICA,3111,TINENÇA D'ANIMALS,21000,INFRAESTRUCTURA Y BIENES NATURALES,"Reparacions, manteniment d'infraestructures i béns naturals",39000,255.57,39255.57,0,0,0,0%
2017,3U035,SERVEI SALUT PÚBLICA,3110,SALUT PÚBLICA,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,59609.44,1658.69,61268.13,15736.52,15736.52,0,25.68%
2017,3U035,SERVEI SALUT PÚBLICA,3111,TINENÇA D'ANIMALS,22199,Altres subministraments.,Altres subministraments.,3516.54,358.4,3874.94,132.13,132.13,0,3.41%
2017,3U035,SERVEI SALUT PÚBLICA,3111,TINENÇA D'ANIMALS,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profes.,193324,0,193324,22323.3,22323.3,0,11.55%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1200501,Sous del Grup E interins,Sous grup AP interins,21456.66,0,21456.66,4893.4,4893.4,0,22.81%
2017,3U035,SERVEI SALUT PÚBLICA,3110,SALUT PÚBLICA,22699,Altres despeses diverses,Altres despeses diverses,30539.54,0,30539.54,344.85,0,344.85,1.13%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1310001,Laboral temporal per substitucions,Laboral temporal per substitucions,0,0,0,17464.31,12316.69,5147.62,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,20927.18,0,20927.18,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1600006,Seguretat Social de personal laboral temporal,Seguretat Social de personal laboral temporal,0,0,0,0,0,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1600009,Seguretat Social. Personal interí reforços i substitucions,Seguretat Social. Personal interí reforços i substitucions,0,0,0,0,0,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1600010,Seguretat Social.,Seguretat Social.,0,0,0,0,0,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament maquinaria, instal·lacions i utillatge",10000,0,10000,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,22103,Combustibles i carburants.,Combustibles i carburants.,100,0,100,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,48000,TRANSFERENCIAS CTES. A PARTICULARES,Conveni autonomia de centres CEIP'S,37000,0,37000,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,15006,Productivitat 25% laborals,Paga productivitat 25%,2091.12,0,2091.12,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,1600003,Seguretat social personal laboral,Seguretat Social,41517.38,0,41517.38,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,15006,Productivitat 25% laborals,Paga productivitat 25%,9753.65,0,9753.65,90.96,90.96,0,0.93%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,921.38,0,921.38,42.93,42.93,0,4.66%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,22602,Publicitat i propaganda.,Publicitat i propaganda,8460.04,0,8460.04,1873.08,1873.08,0,22.14%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,14304,Retribucions personal interins per programes,Retribucions personal interins per programes,0,0,0,11346.95,11346.95,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,48001,A FAMILIAS,Ajuts transport,7000,1170,8170,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,14301,Retribucions personal interí substitucions,Retribucions per substitucions,46768.45,0,46768.45,5063.4,3375.6,1687.8,10.83%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22300,Transports,Transports,15000,0,15000,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvenció Asociación Internacional Ciudades Educadores,350,0,350,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48002,TRANSFERENCIA A PARTICUL. (RESIDENCIAS),Subvenció amics de la bressola i cercle,601,0,601,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48005,A Famílies i Institucions sense fins de lucre.,Subvenció Esbartdansaires de Rubí. Campanya dansa a les esco,42152.35,0,42152.35,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48006,A Famílies i Institucions sense fins de lucre.,Subvenció Aula Jove. Programa de reforç escolar curs 15-16,3000,0,3000,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48007,A Famílies i Institucions sense fins de lucre.,Subvencions Centres educatius,20000,0,20000,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48010,Descripción Económica,Subvenció aniversaris escoles,500,0,500,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48100,"Premis, beques i pensions d'estudis i investigacions",Premi de recerca Miquel Segura,1250,0,1250,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48011,Descripción Económica,Subvenció esplais i agrupacions escoles,12000,8250,20250,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22602,Publicitat i propaganda.,Publicitat i propaganda,10900,0,10900,2976.64,2976.64,0,27.31%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,353309,71024.44,424333.44,73896.48,73896.48,0,17.41%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",17900,2800,20700,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22609,Activitats culturals i esportives,Activitats culturals i esportives,88337,1794,90131,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22699,Altres despeses diverses,Altres despeses diverses,4950,345.65,5295.65,0,0,0,0%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,1600003,Seguretat social personal laboral,Seguretat social,171260.73,0,171260.73,0,0,0,0%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,1600006,Seguretat Social de personal laboral temporal,Seguretat Social de personal laboral temporal,0,0,0,0,0,0,
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,22000,Ordinari no inventariable.,Material d'oficina ordinari no inventariable,13000,0,13000,0,0,0,0%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,22110,Productes de neteja i lavabo.,Productes de neteja i acondicionament,3500,0,3500,0,0,0,0%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,22609,Activitats culturals i esportives,Activitats culturals i esportives,3500,0,3500,0,0,0,0%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,22699,Altres despeses diverses,Altres despeses diverses,1700,0,1700,0,0,0,0%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics,7500,0,7500,0,0,0,0%
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,12101,Complement específic.,Complement específic.,0,0,0,0,0,0,
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,15006,Productivitat 25% laborals,Paga productivitat 25%,7683.79,0,7683.79,54.49,54.49,0,0.71%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,1300201,Liquidació vacances personal laboral,Liquidació vacances personal laboral,0,0,0,195.73,195.73,0,
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,1500102,PRODUCTIVITAT 2. RENDIMENT laboral fix,Productivitat 2on rendiment,1887.34,0,1887.34,339.2,339.2,0,17.97%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,22105,Productes alimenticis.,Productes alimentaris,76615.7,63456.09,140071.79,9406.21,9406.21,0,6.72%
2017,3U037,ESCOLES BRESSOLS,3265,ESCOLA BRESSOL LA LLUNA,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,570000,22088.82,592088.82,118481.19,118481.19,0,20.01%
2017,3U037,ESCOLES BRESSOLS,3266,ESCOLA BRESSOL SOL SOLET,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,570000,22692.16,592692.16,114865.67,114865.67,0,19.38%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,1310001,Laboral temporal per substitucions,Laboral temporal per substitucions,0,0,0,9157.68,7556.75,1600.93,
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,1600003,Seguretat social personal laboral,Seguretat Social,196389.77,0,196389.77,0,0,0,0%
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,1600009,Seguretat Social. Personal interí reforços i substitucions,Seguretat Social.,0,0,0,0,0,0,
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,21600,Equips per a processos d'informació.,"Reparacions, manteniment i conservació d'equips per a proces",9806,0,9806,0,0,0,0%
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,2200001,Ordinari no inventariable,Altre material divers,6290,0,6290,0,0,0,0%
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,22699,Altres despeses diverses,Altres despeses diverses,2900,0,2900,0,0,0,0%
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvenció alumnes preu públic,2900,0,2900,0,0,0,0%
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,1600003,Seguretat social personal laboral,Seguretat Social,218050.04,0,218050.04,0,0,0,0%
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,15006,Productivitat 25% laborals,Paga Productuvitat 25%,11207.72,0,11207.72,120.92,120.92,0,1.08%
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes i altres publicacions",4925,728,5653,0,0,0,0%
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,22002,Material informàtic no inventariable.,Material informàtic no inventariable.,0,384.3,384.3,0,0,0,0%
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,22199,Altres subministraments.,Altres subministraments.,0,5054.24,5054.24,0,0,0,0%
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,22602,Publicitat i propaganda.,Publicitat i propaganda.,0,1205.16,1205.16,3630,0,3630,301.2%
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,21600,Equips per a processos d'informació.,Rep. mant. i conserv. equips per a processos,700,0,700,0,0,0,0%
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,2200001,Ordinari no inventariable,Altre material divers,2965,0,2965,0,0,0,0%
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22609,Activitats culturals i esportives,Activitats culturals i esportives,8150,0,8150,0,0,0,0%
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22699,Altres despeses diverses,Altres despeses diverses,1100,0,1100,0,0,0,0%
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvenció alumnes preu públic,10120.13,0,10120.13,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,12100,Complement de destinació funcionaris de carrera,Complement de destinació,7329.49,0,7329.49,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,12101,Complement específic.,Complement específic,14322.4,0,14322.4,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,12103,Altres complements.,Altres complements,379.23,0,379.23,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,622.06,0,622.06,0,0,0,0%
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22199,Altres subministraments.,Altres subministraments.,0,441.8,441.8,0,0,0,0%
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22602,Publicitat i propaganda.,Publicitat i propaganda,1100,0,1100,208.98,0,208.98,19%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,5118.02,0,5118.02,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,6100.52,0,6100.52,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",1500,0,1500,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48006,A Famílies i Institucions sense fins de lucre.,Subvenció Unió Esportiva Rubí. Temporada esportiva competici,61000,0,61000,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48011,Descripción Económica,Subv.Club Esportiu Horitzó. Programa d'activitats esportives,3600,0,3600,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22199,Altres subministraments.,Altres subministraments,0,5696.1,5696.1,6320.46,6320.46,0,110.96%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48008,Descripción Económica,Subvenció CE Esportiu Rubí Futbol Sala. Temporada esportiva,15000,0,15000,15000,15000,0,100%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48010,Descripción Económica,Subvenció Unió Atlètica Rubí. Temporada esportiva competicio,9000,0,9000,9000,9000,0,100%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22602,Publicitat i propaganda.,Publicitat i propaganda,6500,127.05,6627.05,831.91,214.81,617.1,12.55%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48027,Descripción Económica,Subvenció ajuts socials esportius,120000,0,120000,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,15006,Productivitat 25% laborals,Paga productivitat 25%,1550.81,0,1550.81,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,1600003,Seguretat social personal laboral,Seguretat Social,29895.5,0,29895.5,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,22602,Publicitat i propaganda.,Publicitat i propaganda.,2000,0,2000,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,Arrendament de material de transport,10163.75,5163.75,15327.5,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,"Reparacions, manteniment i conservació d'edificis i altres c",60000,36609.33,96609.33,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48015,Descripción Económica,Subvenció Club Esportiu Rubí Futbol Sala. Escola Esportiva.,3100,0,3100,3100,3100,0,100%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,13000,Retribucions bàsiques.,Retribucions bàsiques,32261.52,0,32261.52,11614.3,11614.3,0,36%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,13002,Altres remuneracions.,Altres remuneracions,61144.44,0,61144.44,21837.25,21837.25,0,35.71%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,15006,Productivitat 25% laborals,Paga productivitat 25%,1532.62,0,1532.62,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,1600003,Seguretat social personal laboral,Seguretat Social,29230.28,0,29230.28,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,1600005,Seguretat Social funcionari interi,Seguretat Social.,0,0,0,0,0,0,
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,382.03,0,382.03,205.55,205.55,0,53.8%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,62200,Edificis i altres construccions,Inversió nova en edificis i altres construccions,0,4253.76,4253.76,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,62300,"Maquinària, instal·lacions tècniques i utillatge.","Maquinària, instal·lacions tècniques i utillatge.",0,25715.56,25715.56,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subv. Club Esportiu Rubí Futbol Sala. Conveni dinamització p,64669,0,64669,32334.5,32334.5,0,50%
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,22700,Neteja i lavabo.,Neteja i toaleta,1000,0,1000,25.48,25.48,0,2.55%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,1200101,Sous grup A2 interins,Sous grup A2 interins,0,0,0,4842.85,4842.85,0,
2017,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,48002,TRANSFERENCIA A PARTICUL. (RESIDENCIAS),Subvenció Unió Atlètica Rubí. Conveni gestió pistes d'atleti,72000,0,72000,36000,36000,0,50%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,22501,Tributs de les Comunitats Autònomes.,Tributs de les Comunitats Autònomes.,0,0,0,0,0,0,
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,22609,Activitats culturals i esportives,Activitats culturals i esportives,113000.86,0,113000.86,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1200601,Triennis interins,Triennis interins,0,0,0,0,0,0,
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",0,5882.34,5882.34,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,23010,Del personal directiu.,Del personal directiu.,0,190,190,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,23020,Del personal no directiu.,Del personal no directiu.,0,380,380,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,21600,Equips per a processos d'informació.,"Reparacions, manteniment i conservació d'equips per a proces",0,0,0,163.35,163.35,0,
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,22300,Transports,Transports,0,1830,1830,853.05,853.05,0,46.61%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1200101,Sous grup A2 interins,Sous grup A2 interins,39106.68,0,39106.68,9685.7,9685.7,0,24.77%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,2269923,Altres despeses diverses. Quotes,Altres despeses diverses. Quotes,0,0,0,435,0,435,
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,22700,Neteja i lavabo.,Neteja i lavabo.,0,135.9,135.9,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,15006,Productivitat 25% laborals,Paga productivitat 25%,2233.86,0,2233.86,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1600003,Seguretat social personal laboral,Segureta Social,41649.58,0,41649.58,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,29759.95,0,29759.95,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,22199,Altres subministraments.,Altres subministraments.,0,0,0,0,0,0,
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvencions anuals ordinàries a entitats culturals,30000,0,30000,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,48006,A Famílies i Institucions sense fins de lucre.,Subvenció CECAR per al dia d'Andalucía en Rubí,8500,0,8500,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,48008,Descripción Económica,Subvenció Associació Promoció de l'espectacle Infantil La Xa,4200,0,4200,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,15005,Productivitat 25% funcionaris carrera,25%Productivitat,1778.42,0,1778.42,425.78,425.78,0,23.94%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profes.,0,3000,3000,3834.09,3834.09,0,127.8%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,48007,A Famílies i Institucions sense fins de lucre.,Subvenció Sant Antoni activitats tradicionals i Rua Tres Tom,18000,0,18000,18000,18000,0,100%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1210001,Complement de destí interí,Complement desti interins,9896.04,0,9896.04,3534.3,3534.3,0,35.71%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1210031,Altres complements interins,Altres complements interins,1775.76,0,1775.76,422.8,422.8,0,23.81%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1210101,Complement específic interí,Complement especific interins,25974.9,0,25974.9,7731.3,7731.3,0,29.76%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,48011,Descripción Económica,"Subvenció Associació d'Amics d'Automòbils Antics, programa t",2200,0,2200,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,48012,Descripción Económica,"Subvenció Colla de Geganters de Rubí, programa sortides, tro",14000,0,14000,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,299.41,0,299.41,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,15006,Productivitat 25% laborals,Paga productivitat 25%,1618.1,0,1618.1,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,1600003,Seguretat social personal laboral,Seguretat Social,30112.71,0,30112.71,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,6127.22,0,6127.22,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,22699,Altres despeses diverses,Altres despeses diverses,20000.7,0,20000.7,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,22700,Neteja i lavabo.,Neteja i lavabo.,0,0,0,0,0,0,
