Estat,Data registre,Data Baixa,Tipus d'identificació,Identificador,Espècie,Sexe,Mida,Data Naixement,Nom,Esterilitzat,Raça,Perillós,Gos d'assistència,Municipi
Vigent,07/02/2015,,XIP,981098104195768,Gos,Femella,Gran,06/01/2012,KIRA,No,setter anglès,No,No,Rubí
Vigent,07/01/2015,,XIP,941000017285557,Gos,Femella,Petit,13/03/2015,KIRA,No,bichon maltès,No,No,Rubí
Vigent,30/06/2015,,XIP,941000017587871,Gos,Mascle,Gran,02/01/2015,KURO,No,llebrer espanyol/galgo,No,No,Rubí
Vigent,30/06/2015,,XIP,941000015438545,Gos,Mascle,Gran,12/05/2013,QUECO,No,podenc andalús,No,No,Rubí
Vigent,30/06/2015,,XIP,941000016111010,Gos,Femella,Mitjà,06/03/2012,LUPE,No,indefinit,No,No,Rubí
Vigent,26/06/2015,,XIP,941000017531931,Gos,Femella,Mitjà,02/02/2010,CANELA,No,indefinit,No,No,Rubí
Vigent,26/06/2015,,XIP,900062000230358,Gos,Mascle,Petit,20/12/2014,BUSTER,No,Jack Russell terrier,No,No,Rubí
Vigent,26/06/2015,,XIP,941000017429535,Gat,Mascle,,27/12/2014,AION,No,siamès,No,No,Rubí
Vigent,26/06/2015,,XIP,941000017531928,Gos,Femella,Mitjà,05/05/2012,BOIRA,No,indefinit,No,No,Rubí
Vigent,26/06/2015,,XIP,941000017429499,Gat,Mascle,,27/12/2014,KIKO,No,siamès,No,No,Rubí
Modificacio,25/06/2015,16/06/2016,XIP,981098104697547,Gos,Femella,Gran,20/09/2013,SIRA,No,pit bull terrier,Si,No,Vacarisses
Vigent,23/06/2015,,XIP,941000018186189,Gat,Femella,,19/03/2014,RUNA,No,indefinit (gat),No,No,Rubí
Vigent,23/06/2015,,XIP,981098100467310,Gos,Femella,Gran,03/08/2007,NELA,No,golden retriever,No,No,Rubí
Vigent,23/06/2015,,XIP,900062000194410,Gos,Mascle,Gran,06/12/2014,VINCENT,No,retriever del Labrador,No,No,Rubí
Vigent,23/06/2015,,XIP,941000017039222,Gos,Femella,Gran,09/04/2014,ARAM,No,,No,No,Rubí
Vigent,23/06/2015,,XIP,941000017006270,Gos,Mascle,Mitjà,26/04/2014,JACK,No,,No,No,Rubí
Vigent,22/06/2015,,XIP,981098104192780,Gos,Femella,Gran,21/11/2012,GUITA,No,retriever del Labrador,No,No,Rubí
Vigent,22/06/2015,,XIP,941000015437336,Gat,Mascle,,28/01/2014,VARICK,No,persa (gat),No,No,Rubí
Vigent,22/06/2015,,XIP,941000016195733,Gat,Femella,,06/01/2014,AKIRA,No,persa (gat),No,No,Rubí
Vigent,22/06/2015,,XIP,938000000488892,Gos,Mascle,Petit,07/05/2010,ATILA,No,pomerània / spitz nan,No,No,Rubí
Vigent,22/06/2015,,XIP,985170002225333,Gat,Femella,,26/08/2014,AMANDA,No,persa (gat),No,No,Rubí
Vigent,20/06/2015,,XIP,982000196990336,Gos,Femella,Mitjà,07/07/2012,FURIA,No,,Si,No,Rubí
Vigent,17/06/2015,,XIP,977200008515102,Gos,Femella,Gran,27/06/2013,CORA,No,indefinit,No,No,Rubí
Vigent,17/06/2015,,XIP,977200008781303,Gos,Mascle,Gran,25/02/2015,DEXTER,No,pastor alemany,No,No,Rubí
Vigent,16/06/2015,,XIP,900176000049604,Gos,Mascle,Petit,15/11/2011,KUZCO,No,bichon maltès,No,No,Rubí
Vigent,06/11/2015,,XIP,982000196978900,Gos,Femella,Petit,28/02/2013,TINA,No,,No,No,Rubí
Vigent,06/11/2015,,XIP,941000015744389,Gos,Mascle,Gran,,SIMBA,No,rottweiler,Si,No,Rubí
Vigent,06/10/2015,,XIP,941000017434367,Gos,Femella,Mitjà,01/05/2015,Taca,No,indefinit,No,No,Rubí
Vigent,06/04/2015,,XIP,941000017492788,Gos,Femella,Gran,17/11/2012,BONNIE,No,indefinit,No,No,Rubí
Vigent,06/03/2015,,XIP,941000017531599,Gos,Mascle,Petit,16/10/2014,SPOCK,Si,teckel de pèl curt,No,No,Rubí
Vigent,06/01/2015,,XIP,941000017092515,Gos,Femella,Gran,30/12/2014,Nana de Drei Mast,No,golden retriever,No,No,Rubí
Vigent,29/05/2015,,XIP,900108001320158,Gos,Femella,Petit,08/08/2013,Ona,No,beagle,No,No,Rubí
Vigent,29/05/2015,,XIP,977200008312183,Gos,Femella,Gran,,ElsaII,No,terrier Staffordshire americà,Si,No,Rubí
Vigent,29/05/2015,,XIP,941000017285742,Gos,Mascle,Petit,19/03/2011,Gordo,No,Jack Russell terrier,No,No,Rubí
Vigent,27/05/2015,,XIP,977200007538932,Gos,Femella,Petit,23/06/2006,Lupe,No,,No,No,Rubí
Vigent,27/05/2015,,XIP,977200004338194,Gos,Mascle,Petit,18/12/2005,Sugus,No,,No,No,Terrassa
Vigent,26/05/2015,,XIP,900032001789454,Gos,Femella,Petit,08/03/2013,Khala,No,bichon maltès,No,No,Rubí
Vigent,23/05/2015,,XIP,941000016673319,Gos,Mascle,,04/07/2014,Sicario,No,dog argentí,Si,No,Rubí
Vigent,22/05/2015,,XIP,941000017285602,Gos,Mascle,Mitjà,13/11/2014,Rol·lo,No,pit bull terrier,Si,No,Rubí
Modificacio,22/05/2015,22/05/2015,XIP,941000017285602,Gos,Mascle,Mitjà,13/11/2014,Rol·lo,No,pit bull terrier,Si,No,Rubí
Vigent,19/05/2015,,XIP,941000017712316,Gat,Femella,Mitjà,11/05/2014,Superman,No,europeu de pèl curt,No,No,Rubí
Vigent,19/05/2015,,XIP,941000016814672,Gos,Mascle,Mitjà,29/11/2014,Max,No,border collie,No,No,Rubí
Vigent,18/05/2015,,XIP,941000017793920,Gat,Mascle,Mitjà,15/03/2015,MITJONS,No,europeu de pèl curt,No,No,Rubí
Vigent,18/05/2015,,XIP,981098104784035,Gos,Mascle,Gran,31/10/2013,Enzo,No,bòxer,No,No,Rubí
Vigent,15/05/2015,,XIP,981098104633957,Gos,Femella,Gran,08/01/2012,Nika,No,indefinit,No,No,Rubí
Vigent,13/05/2015,,XIP,982000192914239,Gos,Femella,Gran,27/01/2015,Luna,No,pastor alemany,No,No,Rubí
Vigent,05/12/2015,,XIP,977200008503272,Gos,Mascle,Petit,15/12/2011,Tin,No,terrier de yorkshire ,No,No,Rubí
Vigent,05/11/2015,,XIP,941000017349736,Gat,Femella,Mitjà,15/05/2014,cuchufleta,No,europeu de pèl curt,No,No,Rubí
Vigent,05/11/2015,,XIP,977200008749241,Gos,Mascle,,26/09/2014,Rocky,No,beagle,No,No,Rubí
Vigent,05/08/2015,,XIP,941000017285558,Gos,Mascle,Petit,19/12/2014,Bady,No,pinscher,No,No,Rubí
Vigent,05/06/2015,,XIP,941000016197201,Gos,Mascle,,07/09/2014,Yogui,No,indefinit,No,No,Rubí
Vigent,05/05/2015,,XIP,9410000174239062,Gos,Mascle,Petit,02/11/2013,Covi,No,indefinit,No,No,Rubí
Vigent,05/05/2015,,XIP,941000017344112,Gos,Mascle,Mitjà,20/12/2014,Naco,No,bulldog francès,No,No,Rubí
Vigent,05/05/2015,,XIP,981098104689804,Gos,Femella,Petit,19/01/2014,Gala,No,chihuahua,No,No,Rubí
Vigent,05/05/2015,,XIP,981098104257980,Gos,Mascle,,08/02/2012,Duke,No,pastor alemany,No,No,Rubí
Vigent,29/04/2015,,XIP,941000016880277,Gos,Mascle,Petit,20/04/2015,Shiba,No,terrier de yorkshire ,No,No,Rubí
Vigent,29/04/2015,,XIP,941000011910589,Gos,Mascle,Mitjà,24/02/2011,Coco,No,caniche,No,No,Rubí
Vigent,27/04/2015,,XIP,97720000743737,Gos,Femella,Mitjà,01/01/2010,Linda,No,spaniel breton,No,No,Rubí
Vigent,27/04/2015,,XIP,941000017492703,Gat,Femella,Mitjà,31/10/2014,Kitty,No,europeu de pèl curt,No,No,Rubí
Vigent,23/04/2015,,XIP,941000017170123,Gos,Femella,Petit,10/01/2014,MANDY,Si,indefinit,No,No,Rubí
Vigent,22/04/2015,,XIP,985121013176800,Gos,Mascle,,16/05/2009,Milú,No,teckel de pèl curt,No,No,Rubí
Vigent,22/04/2015,,XIP,724098100473227,Gos,Femella,Gran,20/06/2003,Nineta,No,,No,No,Rubí
Vigent,22/04/2015,,XIP,981098104692705,Gat,Femella,Mitjà,20/06/2013,Dalia,No,europeu de pèl curt,No,No,Rubí
Vigent,22/04/2015,,XIP,941000015295018,Gos,Femella,Gran,04/10/2013,ONA,No,pastor alemany,No,No,Barcelona
Vigent,21/04/2015,,XIP,977200008210195,Gos,Mascle,,17/02/2009,Tru,No,setter escocès,No,No,Rubí
Vigent,21/04/2015,,XIP,981098104470316981,Gos,Femella,Mitjà,01/10/2013,Kelly,No,,No,No,Rubí
Vigent,21/04/2015,,XIP,900096000072542,Gat,Mascle,Mitjà,09/01/2014,TOMY,No,europeu de pèl curt,No,No,Rubí
Vigent,21/04/2015,,XIP,941000017488195,Gos,Mascle,Gran,28/10/2014,Dan,No,,No,No,Rubí
Vigent,20/04/2015,,XIP,981098104838085,Gos,Femella,Gran,06/07/1961,Sura,No,indefinit,No,No,Rubí
Vigent,20/04/2015,,XIP,941000017285668,Gos,Femella,Gran,10/12/2014,Maia,No,,No,No,Rubí
Vigent,16/04/2015,,XIP,941000017285844,Gos,Mascle,Gran,15/06/2013,Pipo,No,,No,No,Rubí
Vigent,16/04/2015,,XIP,900032001264149,Gos,Femella,Gran,06/05/2012,Mia,No,golden retriever,No,No,Rubí
Vigent,16/04/2015,,XIP,982000192877062,Gos,Femella,Mitjà,23/05/2014,Lila,No,terrier Staffordshire americà,Si,No,Rubí
Vigent,15/04/2015,,XIP,941000016197440,Gos,Mascle,Mitjà,14/05/2014,Danko,No,samoiede,No,No,Rubí
Vigent,15/04/2015,,XIP,981098106022627,Gos,Femella,Gran,01/01/2015,Yukiko,No,husky siberià,No,No,Rubí
Vigent,15/04/2015,,XIP,982000196981213,Gos,Femella,Mitjà,24/04/2014,Perla,No,pit bull terrier,Si,No,Rubí
Vigent,15/04/2015,,XIP,941000017268581,Gat,Mascle,Petit,25/08/2014,Blacky,No,europeu de pèl curt,No,No,Rubí
Vigent,14/04/2015,,XIP,941000017127804,Gat,Mascle,,31/10/2014,Jey,No,europeu de pèl curt,No,No,Rubí
Vigent,14/04/2015,,XIP,941000017349704,Gat,Femella,Petit,,,No,,No,No,Rubí
Vigent,13/04/2015,,XIP,981098102449134981,Gos,Femella,Gran,08/08/2010,Perla,No,golden retriever,No,No,Rubí
Vigent,04/10/2015,,XIP,941000017285695,Gos,Mascle,Mitjà,03/04/2014,Atos,No,pit bull terrier,Si,No,Rubí
Vigent,04/10/2015,,XIP,941000017299323,Gat,Mascle,Petit,10/06/2014,Martinet,No,europeu de pèl curt,No,No,Rubí
Vigent,04/09/2015,,XIP,941000017647271,Gos,Mascle,Gran,25/10/2013,Tango,No,indefinit,No,No,Rubí
Vigent,04/09/2015,,XIP,941000017285798,Gos,Femella,Petit,19/11/2014,Trini,No,teckel de pèl curt,No,No,Rubí
Vigent,04/09/2015,,XIP,981098104361499,Gat,Femella,Mitjà,08/01/2012,Nala,No,,No,No,Rubí
Vigent,04/09/2015,,XIP,724098100563519,Gos,Femella,Gran,08/06/2004,Llum,No,brac alemany,No,No,Rubí
Vigent,04/09/2015,,XIP,724098100612062,Gos,Mascle,Petit,06/02/2002,Charlie,No,indefinit,No,No,Rubí
Vigent,04/08/2015,,XIP,981098102187388,Gos,Mascle,Mitjà,15/08/2008,Poldo,No,indefinit,No,No,Rubí
Vigent,04/08/2015,,XIP,941000013095590,Gos,Mascle,Gran,25/03/1968,Califa,No,llebrer espanyol/galgo,No,No,Rubí
Vigent,04/08/2015,,XIP,941000016197251,Gos,Femella,Petit,12/10/2014,Noa,No,chihuahua,No,No,Rubí
Vigent,04/03/2015,,XIP,941000017429125,Gos,Femella,Mitjà,15/12/2014,KAYLA,No,,No,No,Rubí
Vigent,04/02/2015,,XIP,977200004108039,Gos,Mascle,,01/01/2005,Coco,No,indefinit,No,No,Rubí
Vigent,04/02/2015,,XIP,900032001432386,Gos,Femella,Gran,10/01/2012,Luna,No,pastor alemany,No,No,Rubí
Vigent,04/01/2015,,XIP,900176000128225,Gat,Mascle,Petit,12/11/2014,Aris,No,europeu de pèl curt,No,No,Rubí
Vigent,04/01/2015,,XIP,941000014428370,Gos,Femella,Gran,14/01/2010,Claire,No,llebrer espanyol/galgo,No,No,Rubí
Vigent,04/01/2015,,XIP,900176000128227,Gat,Femella,Petit,12/11/2014,Freya,No,europeu de pèl curt,No,No,Rubí
Vigent,04/01/2015,,XIP,941000017285842,Gos,Mascle,Gran,06/03/1974,Rango,No,,No,No,Rubí
Vigent,04/01/2015,,XIP,982000196981200,Gos,Mascle,Gran,04/03/2014,Hugo,No,llebrer espanyol/galgo,No,No,Rubí
Vigent,31/03/2015,,XIP,981098104204357,Gos,Femella,,23/10/2012,Diva,No,bull terrier,No,No,Rubí
Vigent,31/03/2015,,XIP,941000017285569,Gos,Mascle,Gran,12/07/2014,Burton,No,retriever del Labrador,No,No,Rubí
Vigent,27/03/2015,,XIP,941 000017349676,Gat,Mascle,Mitjà,25/08/2014,Rau,No,europeu de pèl curt,No,No,Rubí
Vigent,26/03/2015,,XIP,941000016297236,Gos,Femella,Mitjà,28/05/2014,Tora,No,bòxer,No,No,Rubí
Vigent,26/03/2015,,XIP,981098102178717,Gos,Femella,Petit,01/02/2009,Queka,No,bulldog francès,No,No,Vilanova i la Geltrú
Vigent,25/03/2015,,XIP,941000017285746,Gos,Femella,Petit,25/11/2014,Neu,No,bichon maltès,No,No,Rubí
Vigent,25/03/2015,,XIP,900108001662130,Gos,Mascle,Gran,30/06/2014,Chacho,No,pastor alemany,No,No,Rubí
Vigent,25/03/2015,,XIP,956000008638144,Gos,Mascle,Mitjà,08/04/2012,Luna,No,bulldog francès,No,No,Rubí
Vigent,25/03/2015,,XIP,900176000044264,Gos,Femella,,15/02/2011,Sunna,No,indefinit,No,No,Rubí
Vigent,23/03/2015,,XIP,941000017285760,Gos,Mascle,Gran,02/01/2012,Lucky,No,,No,No,Rubí
Vigent,23/03/2015,,XIP,941000017285786,Gos,Mascle,Petit,20/10/2013,Bobi,No,,No,No,Rubí
Vigent,20/03/2015,,XIP,941000017285732,Gos,Mascle,Mitjà,12/01/2014,Suri,No,border collie,No,No,Rubí
Vigent,18/03/2015,,XIP,941000017233555,Gos,Mascle,Gran,05/02/2012,Rasta,No,,No,No,Rubí
Vigent,18/03/2015,,XIP,981098102838659,Gos,Mascle,Petit,02/12/2011,Maqui,No,terrier de yorkshire ,No,No,Rubí
Vigent,18/03/2015,,XIP,941000017429013,Gat,Femella,Mitjà,18/03/2015,Hera,No,europeu de pèl curt,No,No,Rubí
Vigent,17/03/2015,,XIP,941000017285699,Gos,Mascle,Gran,21/01/2015,Jacky,No,retriever del Labrador,No,No,Rubí
Vigent,16/03/2015,,XIP,94100001728548,Gos,Mascle,Petit,10/01/2013,Ricky,No,chihuahua,No,No,Rubí
Vigent,16/03/2015,,XIP,941000017285603,Gos,Femella,Petit,02/01/2012,Patum,No,indefinit,No,No,Rubí
Vigent,14/03/2015,,XIP,981098104476267,Gos,Mascle,Petit,10/12/2012,Tim,No,indefinit,No,No,Rubí
Vigent,13/03/2015,,XIP,941000017285843,Gos,Mascle,Petit,27/12/2010,Koko,No,pomerània / spitz nan,No,No,Rubí
Vigent,13/03/2015,,XIP,941000017285710,Gos,Femella,Petit,12/01/2013,Kitty,No,terrier de yorkshire ,No,No,Rubí
Vigent,03/12/2015,,XIP,941000017285571,Gos,Femella,Petit,04/05/2013,Tana,No,chihuahua,No,No,Rubí
Vigent,03/12/2015,,XIP,941000017492796,Gat,Femella,Mitjà,20/11/2010,Roxana,No,europeu de pèl curt,No,No,Rubí
Vigent,03/12/2015,,XIP,941000015093143,Gos,Femella,Petit,27/01/2013,Lula,No,pinscher,No,No,Rubí
Vigent,03/12/2015,,XIP,981098104783281,Gos,Femella,Petit,02/01/2011,Yak,No,indefinit,No,No,Rubí
Modificacio,03/12/2015,03/12/2015,XIP,941000015093143,Gos,Femella,Petit,27/01/2013,Lula,No,pinscher,No,No,Rubí
Baixa per mort,03/12/2015,30/07/2015,XIP,985121011487986,Gat,Femella,Petit,03/01/2007,Financier,No,angora,No,No,Rubí
Modificacio,03/12/2015,22/09/2015,XIP,941000017285745,Gos,Mascle,Petit,09/02/2014,Rayo,No,bichon maltès,No,No,Rubí
Vigent,03/11/2015,,XIP,941000017285725,Gos,Mascle,Petit,01/01/2012,Pancho,No,indefinit,No,No,Rubí
Vigent,03/10/2015,,XIP,941000017285634,Gos,Femella,Petit,25/06/2013,Candy,No,chihuahua,No,No,Rubí
Vigent,03/10/2015,,XIP,941000017285823,Gos,Mascle,Petit,02/06/2012,Lucky,No,terrier de yorkshire ,No,No,Rubí
Vigent,03/10/2015,,XIP,985121017373826,Gos,Femella,Gran,05/01/2009,Brisca,No,pastor alemany,No,No,Rubí
Vigent,03/10/2015,,XIP,981098104633063,Gos,Femella,Gran,02/04/2013,Neula,No,pastor alemany,No,No,Rubí
Vigent,03/10/2015,,XIP,941000017285719,Gos,Femella,Petit,10/01/2012,Kira,No,indefinit,No,No,Rubí
Vigent,03/09/2015,,XIP,941000016102471,Gos,Mascle,Gran,28/03/2014,Pepe,No,llebrer espanyol/galgo,No,No,Rubí
Vigent,03/09/2015,,XIP,941000017285712,Gos,Mascle,Mitjà,01/10/2015,Floky,No,indefinit,No,No,Rubí
Vigent,03/09/2015,,XIP,938000000277418,Gos,Mascle,Gran,15/08/2012,Dogui,No,terrier Staffordshire americà,Si,No,Rubí
Vigent,03/09/2015,,XIP,941000017285758,Gos,Femella,Petit,27/07/2014,Noni,No,schnauzer miniatura,No,No,Rubí
Vigent,03/07/2015,,XIP,941000017285787,Gat,Femella,Mitjà,02/01/2005,Maggie,No,europeu de pèl curt,No,No,Rubí
Vigent,03/07/2015,,XIP,941000017285800,Gat,Femella,Petit,02/01/2014,Lucrecia,No,siamès,No,No,Rubí
Vigent,03/07/2015,,XIP,941000017285809,Gos,Mascle,Petit,20/06/2011,Lucho,No,bichon maltès,No,No,Rubí
Vigent,03/06/2015,,XIP,941000017285730,Gos,Mascle,Petit,30/08/2014,2141,No,terrier de yorkshire ,No,No,Rubí
Vigent,03/06/2015,,XIP,941000017285734,Gos,Mascle,Petit,30/08/2014,Little,No,terrier de yorkshire ,No,No,Rubí
Vigent,03/06/2015,,XIP,941000017285829,Gos,Mascle,Petit,30/08/2014,Excalibur,No,terrier de yorkshire ,No,No,Rubí
Vigent,03/06/2015,,XIP,941000017285796,Gos,Femella,Petit,21/05/2013,Mika,No,,No,No,Rubí
Vigent,03/06/2015,,XIP,981098104690439,Gos,Mascle,Petit,05/06/2014,Sercan,No,basset lleonat de Bretanya ,No,No,Rubí
Vigent,03/06/2015,,XIP,981098104843361,Gos,Femella,Petit,05/06/2014,Jara,No,basset lleonat de Bretanya ,No,No,Rubí
Vigent,03/05/2015,,XIP,941000017285576,Gos,Femella,Mitjà,25/09/2014,Kora,No,,No,No,Rubí
Vigent,03/05/2015,,XIP,941000017045346,Gos,Femella,Mitjà,16/12/1984,Wendy,No,indefinit,No,No,Rubí
Vigent,03/05/2015,,XIP,900032002450451,Gos,Femella,Petit,11/02/2014,Nube,No,bichon maltès,No,No,Rubí
Vigent,03/04/2015,,XIP,941000017285601,Gos,Mascle,Mitjà,11/01/2009,Brutus,No,,No,No,Rubí
Vigent,03/04/2015,,XIP,900176000124880,Gos,Mascle,Mitjà,25/10/2014,Coco,No,beagle,No,No,Rubí
Vigent,03/04/2015,,XIP,981098102494769,Gos,Mascle,,13/11/1987,Willy,No,indefinit,No,No,Rubí
Vigent,03/04/2015,,XIP,981098102470324,Gos,Femella,Mitjà,28/06/1977,Lola,No,husky siberià,No,No,Rubí
Vigent,03/03/2015,,XIP,981098104196654,Gos,Femella,Petit,08/01/2010,Shiva,No,indefinit,No,No,Rubí
Vigent,03/02/2015,,XIP,941000017200367,Gat,Mascle,Mitjà,30/07/2014,LEONIDAS,Si,europeu de pèl curt,No,No,Rubí
Vigent,03/02/2015,,XIP,941000017285565,Gos,Mascle,Petit,07/08/2013,Maylin,No,indefinit,No,No,Rubí
Vigent,28/02/2015,,XIP,941000017285678,Gos,Mascle,Petit,17/03/2014,,No,,No,No,Rubí
Vigent,27/02/2015,,XIP,941000017285595,Gos,Femella,Petit,16/11/2011,Bella,No,,No,No,Rubí
Vigent,27/02/2015,,XIP,941000017285675,Gos,Femella,Petit,09/12/2013,Luz,No,cocker spaniel anglès,No,No,Rubí
Vigent,26/02/2015,,XIP,941000017285770,Gos,Femella,Petit,12/09/2005,Lissy,No,terrier de yorkshire ,No,No,Rubí
Vigent,26/02/2015,,XIP,941000017285594,Gat,Mascle,Petit,12/09/2008,Italics,No,,No,No,Rubí
Vigent,26/02/2015,,XIP,724098100432128,Gos,Mascle,Gran,07/01/2003,Hurin,No,,No,No,Rubí
Vigent,26/02/2015,,XIP,941000017285761,Gos,Mascle,Mitjà,02/01/2013,Cross,No,indefinit,No,No,Rubí
Vigent,26/02/2015,,XIP,981098104635724,Gos,Mascle,Mitjà,09/01/2013,Billy,No,american bully,No,No,Rubí
Vigent,26/02/2015,,XIP,941000017285567,Gos,Mascle,Petit,09/01/2005,Rufo,No,terrier de yorkshire ,No,No,Rubí
Vigent,26/02/2015,,XIP,985120030061807,Gos,Mascle,Petit,25/05/2006,Tau,No,indefinit,No,No,Rubí
Modificacio,25/02/2015,25/02/2015,XIP,941000017299122,Gat,Femella,,05/01/2014,CANELA,Si,europeu de pèl curt,No,No,Rubí
Vigent,25/02/2015,,XIP,981098104254076,Gos,Mascle,Mitjà,15/08/1973,Jack,No,rough collie,No,No,Rubí
Vigent,25/02/2015,,XIP,941000018586064,Gos,Mascle,Gran,13/12/2015,NEO,No,indefinit,No,No,Rubí
Vigent,25/02/2015,,XIP,941000016197275,Gos,Mascle,Gran,15/11/2014,Thor,No,,No,No,Rubí
Vigent,25/02/2015,,XIP,941000017285663,Gos,Femella,Petit,21/06/2013,2115,No,,No,No,Rubí
Vigent,25/02/2015,,XIP,941000017299122,Gat,Femella,,05/01/2014,CANELA,Si,europeu de pèl curt,No,No,Rubí
Vigent,25/02/2015,,XIP,941000017285718,Gos,Mascle,Gran,09/10/2014,Eros,No,dàlmata,No,No,Rubí
Vigent,24/02/2015,,XIP,941000015763384,Gos,Femella,Petit,02/02/2013,Nena,No,teckel de pèl dur,No,No,Rubí
Vigent,24/02/2015,,XIP,941000017285564,Gos,Mascle,Petit,20/11/2009,Toby,No,terrier de yorkshire ,No,No,Rubí
Vigent,23/02/2015,,XIP,941000017285633,Gos,Femella,Mitjà,26/09/2013,Sasha,No,,No,No,Rubí
Modificacio,21/02/2015,27/04/2016,XIP,941000017285658,Gos,Mascle,Mitjà,11/01/2014,Brat,No,indefinit,No,No,Rubí
Vigent,19/02/2015,,XIP,982000192874865,Gos,Mascle,Petit,02/09/2014,Riky,No,indefinit,No,No,Rubí
Modificacio,19/02/2015,16/06/2016,XIP,941000015093090,Gos,Mascle,Mitjà,28/07/2013,Sparky,No,terrier Staffordshire americà,Si,No,Vacarisses
Modificacio,18/02/2015,18/02/2015,XIP,941000017285721,Gos,Femella,Gran,21/10/2012,Boira,No,terrier Staffordshire americà,Si,No,Rubí
Baixa per mort,18/02/2015,27/04/2016,XIP,941000017285824,Gos,Femella,Mitjà,20/12/2003,Lasy,No,,No,No,Rubí
Vigent,18/02/2015,,XIP,941000017285721,Gos,Femella,Gran,21/10/2012,Boira,No,terrier Staffordshire americà,Si,No,Rubí
Vigent,18/02/2015,,XIP,941000017123578,Gos,Mascle,Petit,13/07/2014,Lacki,No,,No,No,Rubí
Vigent,18/02/2015,,XIP,941000017285676,Gos,Femella,Mitjà,27/08/2014,Mika,No,,No,No,Rubí
Vigent,18/02/2015,,XIP,941000017285779,Gos,Mascle,Mitjà,25/11/2013,Ras,No,,No,No,Rubí
Vigent,17/02/2015,,XIP,941000017285759,Gos,Femella,Mitjà,11/10/2014,Asha,No,border collie,No,No,Rubí
Vigent,17/02/2015,,XIP,9410000017299122,Gat,Femella,,05/01/2014,SATÍN,Si,,No,No,Rubí
Vigent,16/02/2015,,XIP,941000017285731,Gat,Mascle,Petit,01/01/2008,Mailo,No,europeu de pèl curt,No,No,Rubí
Vigent,14/02/2015,,XIP,941000017285784,Gos,Mascle,Petit,17/09/2012,Bruc,No,chihuahua,No,No,Rubí
Vigent,02/12/2015,,XIP,941000017285671,Gos,Femella,Gran,28/01/2014,Cata,No,terrier Staffordshire americà,Si,No,Rubí
Vigent,02/12/2015,,XIP,941000017285797,Gos,Femella,Mitjà,17/12/2013,Queen,No,chow-chow,No,No,Rubí
Vigent,02/11/2015,,XIP,941000017285820,Gos,Mascle,Mitjà,03/11/2014,Thor,No,pit bull terrier,Si,No,Rubí
Vigent,02/11/2015,,XIP,941000016879925,Gos,Femella,Gran,10/08/2014,Kira,No,golden retriever,No,No,Rubí
Vigent,02/11/2015,,XIP,982000196979708,Gos,Mascle,Gran,20/12/2013,Tronco,No,pastor alemany,No,No,Rubí
Vigent,02/10/2015,,XIP,941000017285665,Gos,Mascle,Mitjà,12/10/2013,Korvat,No,podenc andalús,No,No,Rubí
Vigent,02/10/2015,,XIP,977200008011482,Gos,Femella,Gran,20/03/2011,Vespa,No,golden retriever,No,No,Rubí
Vigent,02/10/2015,,XIP,941000017127647,Gat,Femella,Petit,06/07/2014,Lía,No,europeu de pèl curt,No,No,Rubí
Vigent,02/10/2015,,XIP,941000017285811,Gos,Mascle,Petit,11/01/2011,Donut,No,Spitz alemany,No,No,Rubí
Vigent,02/09/2015,,XIP,941000017429017,Gat,Mascle,Petit,31/01/2014,Gordifrusky,No,europeu de pèl curt,No,No,Rubí
Vigent,02/09/2015,,XIP,94100016878627,Gos,Mascle,Petit,17/06/2012,Bruc,No,beagle,No,No,Rubí
Vigent,02/09/2015,,XIP,941000017285686,Gos,Mascle,Gran,15/01/2012,Elyon,No,indefinit,No,No,Rubí
Vigent,02/06/2015,,XIP,941000016083486,Gos,Mascle,Mitjà,27/09/2014,Thor,No,bulldog francès,No,No,Sant Cugat del Vallès
Vigent,02/06/2015,,XIP,977200008061094,Gos,Mascle,,08/01/2010,Tango,No,indefinit,No,No,Rubí
Vigent,02/05/2015,,XIP,941000017285647,Gos,Mascle,Gran,14/06/2014,Lex,No,pastor alemany,No,No,Rubí
Vigent,02/05/2015,,XIP,941000017285644,Gos,Femella,Petit,15/10/2014,Nuka,No,,No,No,Rubí
Vigent,02/05/2015,,XIP,9410000116664160,Gos,Femella,,30/03/2014,Cova,No,,No,No,Rubí
Vigent,02/05/2015,,XIP,981098104845000,Gos,Femella,Mitjà,12/05/2011,Nit,No,,No,No,Rubí
Vigent,02/05/2015,,XIP,941000017285688,Gos,Mascle,Petit,17/04/1989,Capo,No,indefinit,No,No,Rubí
Vigent,02/03/2015,,XIP,982000192874540,Gos,Mascle,Petit,06/10/2014,Pippo,No,indefinit,No,No,Rubí
Vigent,02/02/2015,,XIP,941000017285685,Gos,Femella,Petit,11/05/2014,Nicki,No,bichon maltès,No,No,Rubí
Vigent,31/01/2015,,XIP,941000017285692,Gos,Mascle,Gran,07/01/2011,Brave,No,,No,No,Rubí
Modificacio,30/01/2015,28/02/2015,XIP,941000016095291,Gos,Femella,Mitjà,11/12/2013,Rita,No,bulldog francès,No,No,Rubí
Vigent,30/01/2015,,XIP,900062000203555,Gos,Femella,Mitjà,18/07/2014,Daana,No,bulldog francès,No,No,Rubí
Vigent,30/01/2015,,XIP,941000017429039,Gat,Mascle,Petit,06/07/2014,Tomy,No,europeu de pèl curt,No,No,Rubí
