Nß Inventario;Unidad Administrativa (WEB);Tipo de veh°culo;Modelo;A§o matriculaci¢n;;;;;;;;
636;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE RN 1.9D.;1997;;;;;;;;
637;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE RN 1.9D.;1997;;;;;;;;
635;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE RN 1.9D.;1997;;;;;;;;
650;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE RN 1.9D.;1997;;;;;;;;
639;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE RN 1.9D.;1997;;;;;;;;
645;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE RN 1.9D.;1997;;;;;;;;
739;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC 1.5 D.C.I.;2005;;;;;;;;
740;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC 1.5 D.C.I.;2005;;;;;;;;
741;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC 1.5 D.C.I.;2005;;;;;;;;
742;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC 1.5 D.C.I.;2005;;;;;;;;
743;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC 1.5 D.C.I.;2005;;;;;;;;
744;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC 1.5 D.C.I.;2005;;;;;;;;
1176;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC 1.5 D.C.I.;2016;;;;;;;;
1177;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO2;2016;;;;;;;;
1178;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO3;2016;;;;;;;;
1179;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO4;2016;;;;;;;;
1180;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO5;2016;;;;;;;;
1181;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO6;2016;;;;;;;;
1182;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO7;2016;;;;;;;;
1183;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO8;2016;;;;;;;;
1184;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO9;2016;;;;;;;;
1185;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO10;2016;;;;;;;;
1186;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO11;2016;;;;;;;;
1187;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO12;2016;;;;;;;;
1188;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC DCI 1330 ECO13;2016;;;;;;;;
851;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC 1.5 DCI 105 CV CONFORT;2008;;;;;;;;
738;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT MEGANE SCENIC A.5 D.C.I.;2005;;;;;;;;
981;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT SCENIC EXPRESSION DCI 110;2011;;;;;;;;
982;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT SCENIC EXPRESSION DCI 110;2011;;;;;;;;
977;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT SCENIC EXPRESSION DCI 110;2011;;;;;;;;
978;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT SCENIC EXPRESSION DCI 110;2011;;;;;;;;
979;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT SCENIC EXPRESSION DCI 110;2011;;;;;;;;
980;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT SCENIC EXPRESSION DCI 110;2011;;;;;;;;
1098;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT TRAFFIC;1991;;;;;;;;
1099;POLIC÷A MUNICIPAL;AUTOM‡VIL;RENAULT TRAFFIC;1991;;;;;;;;
768;POLIC÷A MUNICIPAL;AUTOM‡VIL;TOYOTA PRIUS 1.5 VVTI HSD.;2005;;;;;;;;
769;POLIC÷A MUNICIPAL;AUTOM‡VIL;TOYOTA PRIUS 1.5 VVTI HSD.;2005;;;;;;;;
1096;POLIC÷A MUNICIPAL;CAMI‡N;IVECO GRUA;2001;;;;;;;;
1097;POLIC÷A MUNICIPAL;CAMI‡N;IVECO GRUA;2001;;;;;;;;
782;POLIC÷A MUNICIPAL;FURGONETA;FIAT DOBLO 1.9 JTD.;2005;;;;;;;;
783;POLIC÷A MUNICIPAL;FURGONETA;FIAT DOBLO 1.9 JTD.;2005;;;;;;;;
680;POLIC÷A MUNICIPAL;FURGONETA;FIAT DUCATO COMBI.;1999;;;;;;;;
681;POLIC÷A MUNICIPAL;FURGONETA;FIAT DUCATO COMBI.;1999;;;;;;;;
793;POLIC÷A MUNICIPAL;FURGONETA;FORD TRANSIT CONNECT FT.;2005;;;;;;;;
976;POLIC÷A MUNICIPAL;FURGONETA;IVECO MOD.35S11CH;2010;;;;;;;;
762;POLIC÷A MUNICIPAL;FURGONETA;RENAULT MASTER;2005;;;;;;;;
1130;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1131;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1132;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1133;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1134;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1135;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1136;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1137;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1138;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1139;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1140;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1141;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1142;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1143;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1144;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1146;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1145;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1147;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1148;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
1149;POLIC÷A MUNICIPAL;MOTOCICLETA;HONDA CB 250;2002;;;;;;;;
829;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
830;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
831;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
832;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
833;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
834;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
835;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
836;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
837;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
838;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
839;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
840;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
841;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
842;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
843;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
844;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
845;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
847;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
848;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
846;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
849;POLIC÷A MUNICIPAL;MOTOCICLETA;PEUGEOT MODELO SATELIS 250;2007;;;;;;;;
596;POLIC÷A MUNICIPAL;MOTOCICLETA;SCCOTER SUZUKI AN 125.;1998;;;;;;;;
597;POLIC÷A MUNICIPAL;MOTOCICLETA;SCCOTER SUZUKI AN 125.;1998;;;;;;;;
959;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
960;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
961;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
962;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
963;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
964;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
965;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
966;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
967;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
968;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
970;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 250CC URBAN BL;2010;;;;;;;;
971;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 500CC URBAN BL;2010;;;;;;;;
972;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 500CC URBAN BL;2010;;;;;;;;
973;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 500CC URBAN BL;2010;;;;;;;;
974;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 500CC URBAN BL;2010;;;;;;;;
975;POLIC÷A MUNICIPAL;MOTOCICLETA;SCOOTER SATELIS 500CC URBAN BL;2010;;;;;;;;
1126;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI AN125.;1999;;;;;;;;
1127;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI AN125.;1999;;;;;;;;
1128;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI AN125.;1999;;;;;;;;
1129;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI AN125.;1999;;;;;;;;
745;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
747;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
748;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
749;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
750;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
751;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
752;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
753;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
754;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
755;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
756;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
757;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
758;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN 150 CC.;2005;;;;;;;;
759;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI BURGMAN AN250.;2005;;;;;;;;
763;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI DR Z400S;2005;;;;;;;;
1110;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
1111;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
1112;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
1113;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
1114;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
1115;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
1116;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
1117;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
598;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
599;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
600;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
601;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
602;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
604;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
605;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
606;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
607;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
608;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
609;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
610;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
611;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
612;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
613;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
614;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
617;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
619;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
620;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
622;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
623;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
624;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1997;;;;;;;;
625;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1998;;;;;;;;
626;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1998;;;;;;;;
627;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1998;;;;;;;;
628;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;1998;;;;;;;;
1119;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;2001;;;;;;;;
1120;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;2001;;;;;;;;
1121;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;2001;;;;;;;;
1122;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;2001;;;;;;;;
1123;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;2001;;;;;;;;
1124;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;2001;;;;;;;;
1125;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;2001;;;;;;;;
1118;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GN 250.;2001;;;;;;;;
790;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GS500F K5.;2005;;;;;;;;
791;POLIC÷A MUNICIPAL;MOTOCICLETA;SUZUKI GS500F K5.;2005;;;;;;;;
1152;POLIC÷A MUNICIPAL;MOTOCICLETA;VESPA;1997;;;;;;;;
678;POLIC÷A MUNICIPAL;OTROS TIPOS;GRUA IVECO.;1999;;;;;;;;
679;POLIC÷A MUNICIPAL;OTROS TIPOS;GRUA IVECO.;1999;;;;;;;;
1192;POLICIA MUNICIPAL ;CAMI‡N; GRÈA NISSAN CAPSTAR;2016;;;;;;;;
261;PREVENCI‡N Y PROTECCI‡N CIVIL;AUTOM‡VIL;NISSAN PATROL;1990;;;;;;;;
941;PREVENCI‡N Y PROTECCI‡N CIVIL;AUTOM‡VIL;NISSAN TERRANO II;2003;;;;;;;;
651;PREVENCI‡N Y PROTECCI‡N CIVIL;OTROS TIPOS;CARAVANA ERGO, TIPO ALCE ;;;;;;;;;
652;PREVENCI‡N Y PROTECCI‡N CIVIL;OTROS TIPOS;EMBARCACION ZODIAC MOTOR MARINER Y REMOLQUE, TIPO 40.;;;;;;;;;
850;SERVICIO DE CONTROL DE LA LEGALIDAD;AUTOM‡VIL;RENAULT MEGANE MB2EXT14100E;2007;;;;;;;;
827;SERVICIO DE EDUCACI‡N;FURGONETA;RENAULT KANGOO COMBI PRIVILEGIO 1,5 DCI;2007;;;;;;;;
828;SERVICIO DE EDUCACI‡N;MOTOCICLETA;PIAGGIO MOD.TYPHOON 49CC.;2006;;;;;;;;
940;SERVICIO DE EXTINCI‡N DE INCENDIOS;AUTOM‡VIL;KIA SORRENTO;2002;;;;;;;;
145;SERVICIO DE EXTINCI‡N DE INCENDIOS;AUTOM‡VIL;RENAULT S-170.14;1990;;;;;;;;
942;SERVICIO DE EXTINCI‡N DE INCENDIOS;CAMI‡N;AUTOESCALA IVECO MAGIRUS FF160E30;2010;;;;;;;;
418;SERVICIO DE EXTINCI‡N DE INCENDIOS;CAMI‡N;MERCEDES BENZ TIPO 655.317 DOM 422/3 CISTERNA;1990;;;;;;;;
1066;SERVICIO DE EXTINCI‡N DE INCENDIOS;FURGONETA;DE SALVAMENTO ACUµTICO IVECO;1998;;;;;;;;
853;SERVICIO DE EXTINCI‡N DE INCENDIOS;FURGONETA;MERCEDES BENZ MOD. 1329 F;2008;;;;;;;;
1067;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;AUTO ESCALA AUTOMµTICA MERCEDES METZ;;;;;;;;;
794;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;AUTOBOMBA NODRIZA PESADA;2007;;;;;;;;
142;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;AUTOESCALA MAGIRUS;1988;;;;;;;;
146;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;AUTOTANQUE MERCEDES M-1726;1991;;;;;;;;
938;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;BOMBA PESADA 3000 LITROS MERCEDES BENZ P FIRE 1225 AF;2000;;;;;;;;
1189;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;BOMBA PESADA SOBRE CHASIS IVECO EUROCARGO 160E32;2016;;;;;;;;
1190;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;BOMBA PESADA SOBRE CHASIS IVECO EUROCARGO 160E32;2016;;;;;;;;
939;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;UNIDAD MIXTA DE CARGA PEUGEOT PARTNER COMBI PRO1;2001;;;;;;;;
943;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;UNIDAD MIXTA PERSONAL CARGA IVECO DAILY ES3 1M5AA16PB91;2010;;;;;;;;
779;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;VEHICULO AUTOBOMBA FORESTAL PESADA MERCEDES BENZ.;2006;;;;;;;;
780;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;VEHICULO AUTOBOMBA FORESTAL PESADA MERCEDES BENZ.;2006;;;;;;;;
857;SERVICIO DE EXTINCI‡N DE INCENDIOS;OTROS TIPOS;VEH÷CULO DE SALVAMENTO Y RESCATE MERCEDES BENZ 1329 F;2009;;;;;;;;
370;SERVICIO DE INFRAESTRUCTURAS;AUTOM‡VIL;OPEL FRONTERA 2.3. TD;1992;;;;;;;;
1173;SERVICIO DE INFRAESTRUCTURAS;AUTOM‡VIL;RENAULT TWIZY;2015;;;;;;;;
1174;SERVICIO DE INFRAESTRUCTURAS;AUTOM‡VIL;RENAULT TWIZY;2015;;;;;;;;
1154;SERVICIO DE INFRAESTRUCTURAS;FURGONETA;RENAULT KANGOO 1.2 COMBI;1998;;;;;;;;
414;SERVICIO DE LIMPIEZA;AUTOM‡VIL;FORD TRANSIT FT-100;1992;;;;;;;;
924;SERVICIO DE LIMPIEZA;AUTOM‡VIL;KIA SPORTAGE;2008;;;;;;;;
330;SERVICIO DE LIMPIEZA;AUTOM‡VIL;NISSAN PATROL MOD. 260 TODO TERRENO 4X4;1991;;;;;;;;
923;SERVICIO DE LIMPIEZA;AUTOM‡VIL;RENAULT 280.18;2009;;;;;;;;
921;SERVICIO DE LIMPIEZA;AUTOM‡VIL;RENAULT 320.18 (CON VOLQUETE Y GRUA);2009;;;;;;;;
901;SERVICIO DE LIMPIEZA;AUTOM‡VIL;RENAULT MODELO 320.26.00;2007;;;;;;;;
124;SERVICIO DE LIMPIEZA;AUTOM‡VIL;RENAULT TRAFIC ;1991;;;;;;;;
1167;SERVICIO DE LIMPIEZA;CAMI‡N;CAMI‡N CARGA LATERAL;2015;;;;;;;;
1168;SERVICIO DE LIMPIEZA;CAMI‡N;CAMI‡N CARGA LATERAL;2015;;;;;;;;
1165;SERVICIO DE LIMPIEZA;CAMI‡N;CAMI‡N CARGA TRASERA;2015;;;;;;;;
1166;SERVICIO DE LIMPIEZA;CAMI‡N;CAMI‡N CARGA TRASERA;2015;;;;;;;;
1164;SERVICIO DE LIMPIEZA;CAMI‡N;CAMI‡N VOLQUETE CON CAJA ABIERTA;2015;;;;;;;;
726;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO 50 C11 PLATAFORMA ;2002;;;;;;;;
585;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO CON CAJA Y PLATAFORMA 35E10;1998;;;;;;;;
821;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO DAILY 50C15 PLATAFORMA;2006;;;;;;;;
819;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO MH260E31Y PS;2002;;;;;;;;
809;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO MOD.MH260E CON RECOLECTOR OMB MOD.CMPL-7;2001;;;;;;;;
810;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO MOD.MH260E CON RECOLECTOR OMB MOD.CMPL-7;2001;;;;;;;;
811;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO MOD.MH260E CON RECOLECTOR OMB MOD.CMPL-7.;2001;;;;;;;;
909;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO MODELO MT190E27;2012;;;;;;;;
686;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO OMB ROS ROCA CARGA LATERAL A1VLK0 RECOLECTOR ;1997;;;;;;;;
688;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO ROS ROCA MT190E27;1999;;;;;;;;
1027;SERVICIO DE LIMPIEZA;CAMI‡N;IVECO ROS ROCA MT190E27;2000;;;;;;;;
815;SERVICIO DE LIMPIEZA;CAMI‡N;MERCEDES 1828 - ROS ROCA RECOLECTOR ;2002;;;;;;;;
816;SERVICIO DE LIMPIEZA;CAMI‡N;MERCEDES 1828 ROS ROCA RECOLECTOR ;2002;;;;;;;;
428;SERVICIO DE LIMPIEZA;CAMI‡N;MERCEDES BENZ 1992;1991;;;;;;;;
803;SERVICIO DE LIMPIEZA;CAMI‡N;MERCEDES CON RECOLECTOR ROS ROCA MOD.CROSS 1823;2001;;;;;;;;
802;SERVICIO DE LIMPIEZA;CAMI‡N;MERCEDES MOD.1823 CON RECOLECTOR ROS ROCA MOD.CROSS;2001;;;;;;;;
804;SERVICIO DE LIMPIEZA;CAMI‡N;MERCEDES MOD.1823 CON RECOLECTOR ROS ROCA MOD.CROSS 1823;2001;;;;;;;;
805;SERVICIO DE LIMPIEZA;CAMI‡N;MERCEDES MOD.1823 CON RECOLECTOR ROS ROCA MOD.CROSS 1823;2001;;;;;;;;
806;SERVICIO DE LIMPIEZA;CAMI‡N;MERCEDES MOD.1823 CON RECOLECTOR ROS ROCA MOD.CROSS 1823;2001;;;;;;;;
820;SERVICIO DE LIMPIEZA;CAMI‡N;PLATAFORMA IVECO DAILY 50C15;2006;;;;;;;;
577;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT 180 CON EQUIPO DE RIEGO.;1997;;;;;;;;
