Àrea,Orgànic,Actuació,Servei,% d'execució,Acció ,Una ciutat oberta al món,Governar amb la gent,Igualtat i defensa dels drets socials,Convivència i civisme,Una ciutat educadora,Una ciutat creativa,Espais i serveis de qualitat,Compromís ambiental,Una ciutat econòmicament competitiva,Transparència i eficiència,Cultura de pau,Roca Umbert,Pla de civisme i convivència,Programa global sobre habitatge,Potenciació de la formació professional,Transició energètica i canvi climàtic,C17,Circuit de Catalunya,Redefinició del model comercial,Societat del coneixement,Programa,Grau d'execució,Data actualització grau d'execució,Acció nova o de continuïtat,Any 2015,Any 2016,Any 2017,Any 2018,Any 2019,Barri
Acció Comunitària i Benestar,Centre d'Informació de Recursos per a Dones,Comunicaci&oacute; i informaci&oacute; a la ciutadania envers la igualtat de g&egrave;nere,Pla d'Igualtat de Gènere,0%,"Reforç del Centre Documental del CIRD, facilitant assessorament expert en matèria d'igualtat de gènere",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pendent,Primeres accions,12/19/2016 10:59:08 AM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Centre d'Informació de Recursos per a Dones,"Realitzar, a trav&eacute;s de l&rsquo;Observatori local de G&egrave;nere, un proc&eacute;s diagn&ograve;stic continu sobre la igualtat de g&egrave;nere a Granollers",Pla d'Igualtat de Gènere,40%,Desenvolupament d'un portal d'indicadors associat a la web municipal que permeti exposar a la ciutadania la informació proporcionada per l’Observatori Local de Gènere,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Pendent,Primeres accions,03/31/2016 02:41:44 PM,Nou,0,1,1,1,1,
Acció Comunitària i Benestar,Centre d'Informació de Recursos per a Dones,"Enfortir les l&iacute;nies d'actuaci&oacute; envers la viol&egrave;ncia de g&egrave;nere, intervenint-hi de manera integral",Cohesió social,50%,Mesures de priorització de l'accés a l'habitatge social en dones víctimes de violència de gènere,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Igualtat de gènere i atenció a la dona,En execució,07/04/2016 11:09:55 AM,Continuïtat,0,1,1,1,1,
Acció Comunitària i Benestar,Centres Cívics,"Consolidar la xarxa de Centres C&iacute;vics com a equipaments de proximitat als barris i de la cultura, l&rsquo;educaci&oacute; i la participaci&oacute; ciutadana: Impulsar el teixit associatiu i incrementar la participaci&oacute; ciutadana en l&rsquo;entorn de cada Centre.",Participació,58%,Revisió i actualització del Marc general de centres cívics (2016-2018),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centres civics,Primeres accions,03/31/2016 03:13:11 PM,Continuïtat,1,1,1,0,0,
Acció Comunitària i Benestar,Centres Cívics,"Fomentar la producci&oacute;, la difusi&oacute; i  la formaci&oacute; cultural des dels centres c&iacute;vics per a l&rsquo;entorn m&eacute;s proper per&ograve; tamb&eacute; pel conjunt de la ciutat.",Participació,33%,Definició d'una línia de treball que fomenti la programació de l'oferta pròpia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centres civics,Primeres accions,03/31/2016 03:16:30 PM,Continuïtat,0,1,0,0,0,
Acció Comunitària i Benestar,Nova Ciutadania,"Prestar acompanyament a les fam&iacute;lies en els diferents processos d'arrelament, reagrupament i d'altres.",Cohesió social,73%,Accions de coneixement de l'entorn per facilitar la incorporació de les persones nouvingudes.,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Acollida a la immigració,En execució,07/20/2016 09:34:19 AM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Centres Cívics,"Consolidar la xarxa de Centres C&iacute;vics com a equipaments de proximitat als barris i de la cultura, l&rsquo;educaci&oacute; i la participaci&oacute; ciutadana: Impulsar el teixit associatiu i incrementar la participaci&oacute; ciutadana en l&rsquo;entorn de cada Centre.",Participació,58%,Definició d'un nou model de suport a les entitats en relació a la gestió de la programació,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centres civics,En execució,12/19/2016 12:27:51 PM,Nou,1,1,1,0,0,
Acció Comunitària i Benestar,Centres Cívics,"Consolidar la xarxa de Centres C&iacute;vics com a equipaments de proximitat als barris i de la cultura, l&rsquo;educaci&oacute; i la participaci&oacute; ciutadana: Impulsar el teixit associatiu i incrementar la participaci&oacute; ciutadana en l&rsquo;entorn de cada Centre.",Participació,58%,Modificació del contracte de gestió de centres cívics per gestionar des de l'Ajuntament les activitats auto-finançades per les entitats,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centres civics,En execució,12/27/2016 12:33:55 PM,Nou,0,1,1,0,0,
Acció Comunitària i Benestar,Centres Cívics,"Consolidar la xarxa de Centres C&iacute;vics com a equipaments de proximitat als barris i de la cultura, l&rsquo;educaci&oacute; i la participaci&oacute; ciutadana: Impulsar el teixit associatiu i incrementar la participaci&oacute; ciutadana en l&rsquo;entorn de cada Centre.",Participació,58%,Revisió de la programació d'activitats i adaptació d'aquesta a les noves necessitats que es detectin,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centres civics,En execució,12/27/2016 12:33:47 PM,Continuïtat,0,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,"Fomentar l&rsquo;arrelament al municipi de les persones nouvingudes, mitjan&ccedil;ant el teixit associatiu, la participaci&oacute; en esdeveniments socials i l'entramat ciutad&agrave;.",Cohesió social,100%,Incorporació de ciutadanes i ciutadans de diferents comunitats i entitats de nouvinguts en els diferents espais de participació de la ciutat,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Participacio ciutadana,Executat,07/20/2016 09:32:50 AM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,"Fomentar l&rsquo;arrelament al municipi de les persones nouvingudes, mitjan&ccedil;ant el teixit associatiu, la participaci&oacute; en esdeveniments socials i l'entramat ciutad&agrave;.",Cohesió social,100%,Accions conjuntes amb les entitats per impulsar del coneixement entre la societat nouvinguda i la societat d'acollida,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Acollida a la immigració,Executat,07/20/2016 09:32:31 AM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,"Treballar amb les fam&iacute;lies immigrants, especialment dins l'&agrave;mbit escolar, per tal de potenciar la implicaci&oacute; dels pares en l'educaci&oacute; dels seus fills i filles",Cohesió social,67%,Sessions i tallers informatius adreçats a  pares i mares d'origen immigrant en funció de les seves necessitats,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acollida a la immigració,En execució,07/20/2016 09:41:24 AM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,"Incrementar l'apoderament de les dones nouvingudes, ja sigui millorant els seus coneixements o estimulant les seves capacitats",Cohesió social,67%,Sessions informatives i tallers orientats a estimular la incorporació de les dones joves nouvingudes al món del treball i a l'emprendoria,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acollida a la immigració,En execució,07/20/2016 09:41:00 AM,Continuïtat,0,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,"Treballar amb el grup de joves nouvinguts, entre els 16 i 18 anys amb accions formatives que els permetin reincorporar-se a accions reglades.",Cohesió social,83%,Donar continuitat al curs de joves nouvinguts d'entre 16 i 18 anys fora de l'etapa d'escolarització obligatòria.,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pendent,En execució,07/20/2016 12:26:27 PM,Continuïtat,1,1,1,1,1,0
Acció Comunitària i Benestar,Nova Ciutadania,"Treballar amb el grup de joves nouvinguts, entre els 16 i 18 anys amb accions formatives que els permetin reincorporar-se a accions reglades.",Cohesió social,83%,"Classes de llengua i coneixement d'entorn , a raó de 3 dies a la setmana d'octubre a juny,  adreçades a joves estrangers arribat fora de l'etapa d'escolarització obligatòria de fins a 18 anys d'edat.",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pendent,Executat,07/20/2016 09:39:58 AM,Continuïtat,0,0,0,0,0,0
Acció Comunitària i Benestar,Nova Ciutadania,"Prestar acompanyament a les fam&iacute;lies en els diferents processos d'arrelament, reagrupament i d'altres.",Cohesió social,73%,Horari d'atenció al públic en relació a tramits derivats de llei d'estrangeria.,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pendent,En execució,12/27/2016 12:37:21 PM,Continuïtat,1,1,1,1,1,0
Acció Comunitària i Benestar,Nova Ciutadania,"Prestar acompanyament a les fam&iacute;lies en els diferents processos d'arrelament, reagrupament i d'altres.",Cohesió social,73%,Sessions informatives per prevenir la irregularitat de familiars de comunitaris i acompanyament en la gestió i formalització de tràmits.,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Acollida a la immigració,En execució,12/27/2016 12:36:54 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,"Prestar acompanyament a les fam&iacute;lies en els diferents processos d'arrelament, reagrupament i d'altres.",Cohesió social,73%,Suport tècnic en el procés administratiu de reagrupament de les famílies,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Acollida a la immigració,En execució,07/20/2016 09:34:43 AM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,Facilitar el coneixement de la llengua com a element b&agrave;sic per a la plena incorporaci&oacute; de les persones nouvingudes a tots els &agrave;mbits de la vida de la ciutat.,Cohesió social,67%,"Millorar la capacitació de les persones i incrementar el seu nivell de coneixement de la llengua: Pla Educatiu d'Entorn, Normalització Lingüística, cursos de llengua als Centres Cívics, convenis amb entitats que ofereixen formació.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acollida a la immigració,En execució,07/20/2016 09:33:58 AM,Nou,1,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,Organitzar accions formatives per afavorir la inserci&oacute; laboral de persones nouvingudes no qualificades.,Cohesió social,67%,Accions formatives per a la capacitació acadèmica per part de les persones nouvingudes,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acollida a la immigració,En execució,12/27/2016 12:35:19 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,Organitzar accions formatives per afavorir la inserci&oacute; laboral de persones nouvingudes no qualificades.,Cohesió social,67%,Accions periòdiques coordinades amb Promoció Econòmica per afavorir el coneixement del món laboral entre les persones nouvingudes,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acollida a la immigració,En execució,07/20/2016 09:33:37 AM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,"Prestar acompanyament a les fam&iacute;lies en els diferents processos d'arrelament, reagrupament i d'altres.",Cohesió social,73%,"Accions informatives que ajudin a prevenir la irregularitat sobrevinguda: manca de cotització, canvi de domicili, no escolarització de fills, estades llargues fora del territori, etc.",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Acollida a la immigració,Executat,07/20/2016 09:34:55 AM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Nova Ciutadania,"Treballar la cohesi&oacute;, tenint present les poblacions d'origen de les persones immigrades, mitjan&ccedil;ant accions bidireccionals (&ldquo;aut&ograve;ctons&rdquo;- nouvinguts).",Cohesió social,67%,"Informar i assessorar el personal de serveis municipals, assosciacions i ens que estiguin directament relacionats amb l'atenció de persones nouvingudes",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pendent,En execució,12/27/2016 12:39:25 PM,Continuïtat,1,1,1,1,1,0
Acció Comunitària i Benestar,Participació Ciutadana,Enfortir la xarxa social amb pol&iacute;tiques de foment i suport de l&rsquo;associacionisme,Participació,75%,"Suport tècnic, assessorament i oferta de formació a les entitats, amb l’objectiu de que aquestes puguin millorar la seva capacitat estructural i de gestió.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suport a la comunitat,En execució,03/31/2016 03:14:27 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Participació Ciutadana,"Aprofundir en les eines de di&agrave;leg i contacte entre la ciutadania i els representants municipals: trobades tem&agrave;tiques, reunions amb ve&iuml;ns, plataformes on-line, entre d&rsquo;altres.",Participació,0%,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Acció Comunitària i Benestar,Participació Ciutadana,"Facilitar la incorporaci&oacute; i participaci&oacute; de la ciutadania en els projectes de ciutat, posant a la seva disposici&oacute; nous canals i instruments de participaci&oacute;.",Participació,0%,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Acció Comunitària i Benestar,Participació Ciutadana,"Fer una revisi&oacute; de l'actual xarxa de consells i espais de participaci&oacute; de la ciutat, per tal d&rsquo;establir estrat&egrave;gies de coordinaci&oacute; que els facin m&eacute;s efectius.",Participació,33%,Revisió i actualització del Marc general de participació ciutadana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Participacio ciutadana,Primeres accions,03/31/2016 03:13:51 PM,Continuïtat,1,1,0,0,0,
Acció Comunitària i Benestar,Participació Ciutadana,"Enfortir el Punt de Voluntariat, com a recurs al servei de les entitats i la ciutadania, per tal de promoure una cultura del voluntariat entre la ciutadania i contribuir a la solidaritat, la cohesi&oacute;, el comprom&iacute;s",Voluntariat,67%,Atenció i orientació a ciutadans/es i entitats interessats en el voluntariat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Punt de voluntariat,En execució,03/31/2016 03:12:32 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Participació Ciutadana,"Enfortir el Punt de Voluntariat, com a recurs al servei de les entitats i la ciutadania, per tal de promoure una cultura del voluntariat entre la ciutadania i contribuir a la solidaritat, la cohesi&oacute;, el comprom&iacute;s",Voluntariat,67%,"Promoció per a que les entitats tinguin projectes de voluntariat propis, per tal de donar resposta a necessitats socials, a través d’accions de suport, formació i sensibilització.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,07/20/2016 12:31:43 PM,Continuïtat,1,1,1,1,1,0
Acció Comunitària i Benestar,Participació Ciutadana,Enfortir la xarxa social amb pol&iacute;tiques de foment i suport de l&rsquo;associacionisme,Participació,75%,"Revisió i modificació de les bases de les subvencions a les entitats per a que incentivin el treball en xarxa de les entitats, els projectes compartits, que donin resposta a les necessitats manifestades per la ciutadania i als interessos generals",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Participacio ciutadana,Executat,03/31/2016 03:15:28 PM,Nou,0,0,1,1,1,
Acció Comunitària i Benestar,Participació Ciutadana,Mantenir el registre d'entitats i associacions per con&egrave;ixer la realitat associativa de la ciutat.,Participació,0%,Mantenir al dia el registre entitats i fer les modificacions pertinents per extreure'n indicadors rellevants,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,,Continuïtat,0,1,1,1,1,0
Acció Comunitària i Benestar,Participació Ciutadana,"Dur a terme accions de promoci&oacute; del voluntariat entre la ciutadania, conjuntament amb les entitats: exposicions, confer&egrave;ncies, publicacions.",Voluntariat,67%,"Organització d'actuacions per difondre el voluntariat a la nostra ciutat (xerrades-conferències, web municipal, facebook, ...)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Punt de voluntariat,En execució,07/20/2016 12:31:05 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Participació Ciutadana,Enfortir la xarxa social amb pol&iacute;tiques de foment i suport de l&rsquo;associacionisme,Participació,75%,Accions de sensibilització a la ciutadania,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Participacio ciutadana,En execució,12/19/2016 12:27:27 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Participació Ciutadana,Enfortir la xarxa social amb pol&iacute;tiques de foment i suport de l&rsquo;associacionisme,Participació,75%,"Accions de foment del treball en xarxa de les entitats i associacions, de manera concertada amb l’Ajuntament, per tal de donar resposta als reptes que sorgeixen a la ciutat.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Participacio ciutadana,En execució,12/19/2016 12:27:34 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Participació Ciutadana,"Dur a terme accions de promoci&oacute; del voluntariat entre la ciutadania, conjuntament amb les entitats: exposicions, confer&egrave;ncies, publicacions.",Voluntariat,67%,"Promoció de la itinerància de l'exposició de voluntariat, tot oferint-la a entitats/equipaments que encara no hi ha optat",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Punt de voluntariat,En execució,07/20/2016 12:30:58 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Participació Ciutadana,Transpar&egrave;ncia en l'acci&oacute; de l'Administraci&oacute; i fomentar tamb&eacute; la transpar&egrave;ncia i la rendici&oacute; de comptes de les entitats ciutadanes.,Participació,67%,Programa de formació i assessorament dirigit a les entitats de cara a promoure la transparència,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,03/31/2016 03:16:05 PM,Continuïtat,0,1,0,0,0,0
Acció Comunitària i Benestar,Promoció de la Salut,"Promoure l&rsquo;apoderament de la ciutadania mitjan&ccedil;ant l&rsquo;estimulaci&oacute; d&rsquo;un esperit cr&iacute;tic en relaci&oacute; als h&agrave;bits i comportaments de salut, amb metodologies d&rsquo;aprenentatge actiu ja contrastades, en la l&iacute;nia del projecte Ciutadania Activa i Experta en Salut",Hàbits saludables,50%,"Desenvolupament i avaluació de la prova pilot a Can Bassa del projecte ""Ciutadania Activa i Experta en Salut"", anomenada ""RAP Can Bassa""",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la salut,En execució,01/11/2016 04:53:00 PM,Nou,1,1,1,0,0,
Acció Comunitària i Benestar,Promoció de la Salut,Refor&ccedil;ar el suport a la comunitat educativa en educaci&oacute; per a la salut mitjan&ccedil;ant l'oferta pedag&ograve;gica municipal als centres educatius,Hàbits saludables,78%,"Realització de tallers sobre cura del cos: primers auxilis, educació postural i salut bucodental, en el marc de l'oferta pedagògica als centres educatius de primària i secundària",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Promoció de la Salut,Refor&ccedil;ar el suport a la comunitat educativa en educaci&oacute; per a la salut mitjan&ccedil;ant l'oferta pedag&ograve;gica municipal als centres educatius,Hàbits saludables,78%,"Introducció, durant el curs escolar 2015-2016, un taller de prevenció de riscos sanitaris de piercings i tatuatges",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la salut,Executat,04/01/2016 08:56:50 AM,Nou,1,1,0,0,0,
Acció Comunitària i Benestar,Promoció de la Salut,"Treballar de forma transversal, des de diversos serveis municipals, amb adolescents i joves per promoure unes relacions afectives sanes i igualit&agrave;ries, i prevenir situacions d'assetjament, mitjan&ccedil;ant espais de reflexi&oacute;  i amb el suport de les TIC",Hàbits saludables,67%,"Constitució i lideratge des del servei d'un grup de treball amb altres serveis municipals (CIRD, Educació, Joventut, altres), i si s'escau amb altres agents de la ciutat, per definir una estratègia d'actuació conjunta",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la salut,En execució,07/04/2017 10:23:28 AM,Nou,0,1,1,0,0,
Acció Comunitària i Benestar,Promoció de la Salut,"Incorporar la salut emocional i afectiva, la sexualitat, la relaci&oacute; responsable amb el consum de drogues i amb la utilitzaci&oacute; de dispositius basats en tecnologies de la informaci&oacute; i la comunicaci&oacute;, en les activitats de promoci&oacute; de la salut",Hàbits saludables,56%,Realització dela tallers sobre consum de drogues i utilització de TICS en centres educatius en el marc de l'oferta pedagògica,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,,Continuïtat,1,1,1,1,1,
Govern i Economia,Gestió Tributària,"Continuar auditant els comptes municipals, els dels organismes aut&ograve;noms i els de les empreses municipals.",Govern obert,67%,Auditoria anual de les empreses municipals.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,,Continuïtat,0,1,1,1,1,0
Acció Comunitària i Benestar,Promoció de la Salut,"Promoure l&rsquo;apoderament de la ciutadania mitjan&ccedil;ant l&rsquo;estimulaci&oacute; d&rsquo;un esperit cr&iacute;tic en relaci&oacute; als h&agrave;bits i comportaments de salut, amb metodologies d&rsquo;aprenentatge actiu ja contrastades, en la l&iacute;nia del projecte Ciutadania Activa i Experta en Salut",Hàbits saludables,50%,"Disseminació del projecte ""Ciutadania Activa i Experta en Salut i transformació d'aquest en un programa de ciutat",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la salut,Primeres accions,07/04/2017 10:11:33 AM,Nou,0,1,1,1,1,
Acció Comunitària i Benestar,Promoció de la Salut,Refor&ccedil;ar el suport a la comunitat educativa en educaci&oacute; per a la salut mitjan&ccedil;ant l'oferta pedag&ograve;gica municipal als centres educatius,Hàbits saludables,78%,"Assessorament sanitari a les escoles i instituts del municipi, prestant atenció ràpida a les consultes sobre salut",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la salut,En execució,01/11/2016 04:52:05 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Promoció de la Salut,"Consolidar i perfeccionar el programa AFIS pedi&agrave;tric, adre&ccedil;at a prevenir els efectes negatius del sobrep&egrave;s i l&rsquo;obesitat en infants.",Hàbits saludables,67%,"Realització de l'entrevista inicial, dels tallers mensuals per infants i famílies, avaluació anual del programa, difusió dels resultats i seguiment dels/les participants (AFIS pediàtric)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la salut,En execució,01/11/2016 04:50:23 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Promoció de la Salut,"Consolidar i perfeccionar el programa AFIS pedi&agrave;tric, adre&ccedil;at a prevenir els efectes negatius del sobrep&egrave;s i l&rsquo;obesitat en infants.",Hàbits saludables,67%,Taula de coordinació periòdica amb el servei d'Esports i la xarxa de pediatria de l'atenció primària de salut,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la salut,En execució,03/30/2016 05:45:42 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Promoció de la Salut,"Incorporar la salut emocional i afectiva, la sexualitat, la relaci&oacute; responsable amb el consum de drogues i amb la utilitzaci&oacute; de dispositius basats en tecnologies de la informaci&oacute; i la comunicaci&oacute;, en les activitats de promoci&oacute; de la salut",Hàbits saludables,56%,Realització d'activitats preventives al voltant del Dia Mundial de la Sida (1 de desembre),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Executat,04/01/2016 01:07:28 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Promoció de la Salut,"Incorporar la salut emocional i afectiva, la sexualitat, la relaci&oacute; responsable amb el consum de drogues i amb la utilitzaci&oacute; de dispositius basats en tecnologies de la informaci&oacute; i la comunicaci&oacute;, en les activitats de promoci&oacute; de la salut",Hàbits saludables,56%,"Realització dels tallers de sexualitat i afectivitat als centres educatius en el marc de l'oferta pedagògica, atenent a la diversitat sexual i amb perspectiva de gènere",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Promoció de la Salut,"Consolidar i perfeccionar el programa AFIS per a adults, adre&ccedil;at a prevenir els efectes negatius del sobrep&egrave;s i l&rsquo;obesitat en persones adultes, potenciant l&rsquo;acc&eacute;s de m&eacute;s persones usu&agrave;ries.",Hàbits saludables,67%,"Difusió del Programa, avaluació anual del programa, difusió dels resultats i seguiment dels/les participants.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la salut,En execució,01/11/2016 04:52:33 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Protecció de la Salut,"Promoure la protecci&oacute; dels animals de companyia, fomentar la tinen&ccedil;a responsable i l'adopci&oacute; i fer actuacions de control d'animals al carrer",Civisme i convivència,58%,Control actiu de les colònies de gats de carrer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nou funcional pendent de codif,En execució,01/11/2016 04:54:19 PM,Continuïtat,1,1,1,1,1,
Acció Comunitària i Benestar,Protecció de la Salut,"Millorar l&rsquo;acc&eacute;s de la ciutadania a informaci&oacute; i gesti&oacute; de conflictes en temes de consum, tot prioritzant la utilitzaci&oacute; de les TIC",Protecció de la salut,75%,Realització de campanyes de consum,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pendent,En execució,01/18/2016 12:27:29 PM,Continuïtat,1,1,1,1,1,
