CODI CARRER,NÚMERO,PARITAT,LOCALITZACIÓ
2122,43C,O,"(41.604709, 2.277887)"
2122,43D,O,"(41.604699, 2.277987)"
2122,43E,O,"(41.60469, 2.278074)"
2122,43F,O,"(41.604683, 2.278166)"
2122,43G,O,"(41.604675, 2.27826)"
2122,43H,O,"(41.604668, 2.278337)"
2122,43I,O,"(41.604658, 2.278442)"
1942,4,E,"(41.590809, 2.284177)"
2757,1,O,"(41.596745, 2.264071)"
2757,3,O,"(41.59688, 2.264049)"
2757,7,O,"(41.597338, 2.264053)"
2757,5,O,"(41.597192, 2.264103)"
2757,9,O,"(41.59747, 2.264007)"
2757,11,O,"(41.597861, 2.26378)"
2757,13,O,"(41.598228, 2.263556)"
2757,15,O,"(41.598441, 2.263372)"
2757,17,O,"(41.59869, 2.263164)"
1799,49,O,"(41.596705, 2.282281)"
1799,47,O,"(41.596957, 2.282306)"
1799,45,O,"(41.597119, 2.282326)"
1799,43,O,"(41.59727, 2.282336)"
2363,34,E,"(41.592206, 2.285385)"
2363,38,E,"(41.592067, 2.285356)"
2363,44,E,"(41.591936, 2.285323)"
2363,48,E,"(41.591805, 2.285299)"
2317,95,O,"(41.606932, 2.298967)"
2126,2,E,"(41.607763, 2.293716)"
2038,23,O,"(41.600172, 2.288495)"
1941,19,O,"(41.600227, 2.288422)"
1941,17,O,"(41.600375, 2.288455)"
1941,15,O,"(41.60054, 2.288491)"
1941,18,E,"(41.600459, 2.288044)"
2467,30,E,"(41.58514, 2.275284)"
2467,32,E,"(41.585039, 2.275265)"
2467,34,E,"(41.584947, 2.275249)"
2467,36,E,"(41.584851, 2.275228)"
2467,38,E,"(41.584771, 2.275212)"
2467,40,E,"(41.584686, 2.275197)"
2467,42,E,"(41.584607, 2.27518)"
2467,44,E,"(41.58453, 2.275166)"
2467,46,E,"(41.584455, 2.275152)"
2467,8,E,"(41.587059, 2.275766)"
2467,6L,E,"(41.587688, 2.275776)"
2467,6G,E,"(41.588621, 2.275778)"
2467,6D,E,"(41.589584, 2.27554)"
2467,6C,E,"(41.589989, 2.27543)"
2467,6B,E,"(41.590224, 2.275349)"
2467,6A,E,"(41.590476, 2.275321)"
2467,4,E,"(41.591143, 2.275127)"
2467,6K,E,"(41.588099, 2.27577)"
2255,1,B,"(41.595696, 2.286621)"
2255,2,B,"(41.595619, 2.286604)"
2255,3,B,"(41.595544, 2.286586)"
2255,4,B,"(41.595482, 2.286573)"
2255,5,B,"(41.595413, 2.286558)"
2255,6,B,"(41.595352, 2.286546)"
2441,1,O,"(41.601154, 2.284492)"
2441,3,O,"(41.601029, 2.284462)"
2441,5,O,"(41.60093, 2.284441)"
2441,7,O,"(41.600855, 2.284423)"
2441,9,O,"(41.600826, 2.28437)"
2441,11,O,"(41.600825, 2.284273)"
2441,13,O,"(41.600822, 2.284146)"
2441,15,O,"(41.600819, 2.284018)"
2441,17,O,"(41.600816, 2.283869)"
2440,3,O,"(41.60048, 2.287752)"
2440,5,O,"(41.600299, 2.287713)"
2440,2,E,"(41.600709, 2.287713)"
2440,4,E,"(41.60067, 2.287705)"
2440,6,E,"(41.600627, 2.287696)"
2440,8,E,"(41.600584, 2.287687)"
2440,10,E,"(41.600542, 2.287679)"
2440,12,E,"(41.600493, 2.287669)"
2440,14,E,"(41.600451, 2.287659)"
2440,16,E,"(41.600408, 2.287649)"
2440,18,E,"(41.600364, 2.287639)"
2440,20,E,"(41.600306, 2.287625)"
2038,19,O,"(41.600211, 2.288192)"
2185,104B,E,"(41.61004, 2.29429)"
2149,1B,O,"(41.607326, 2.295191)"
2063,54,E,"(41.609259, 2.292584)"
2460,26B,E,"(41.582493, 2.272608)"
2455,9A,O,"(41.594886, 2.284058)"
2457,6A,E,"(41.589364, 2.267115)"
2352,37,O,"(41.603635, 2.297188)"
2242,8,E,"(41.595352, 2.289263)"
2242,10,E,"(41.594926, 2.289172)"
2242,12,E,"(41.594774, 2.289143)"
2157,18,E,"(41.603166, 2.297245)"
2323,14B,E,"(41.606013, 2.294481)"
2352,27,O,"(41.603597, 2.296697)"
2352,25,O,"(41.603588, 2.296577)"
2352,21-23,O,"(41.60358, 2.296467)"
2352,19,O,"(41.603572, 2.29622)"
2085,79,O,"(41.600909, 2.287494)"
2118,194,E,"(41.614376, 2.290775)"
2498,8,E,"(41.609152, 2.296707)"
2338,19,O,"(41.608309, 2.290015)"
2368,9,B,"(41.607409, 2.286213)"
2320,25,O,"(41.59259, 2.281115)"
2022,28-30,E,"(41.608034, 2.295343)"
2455,3A,O,"(41.594724, 2.285499)"
2101,13,O,"(41.611691, 2.275916)"
2455,9B,O,"(41.59491, 2.283856)"
2455,9C,O,"(41.594934, 2.283652)"
2122,110-112,E,"(41.602695, 2.276744)"
1942,9,O,"(41.590411, 2.284016)"
1942,7,O,"(41.590601, 2.283609)"
1942,5,E,"(41.591062, 2.282424)"
2235,29,O,"(41.605864, 2.284259)"
2235,31,O,"(41.605753, 2.284288)"
2235,33,O,"(41.605653, 2.284316)"
2235,35,O,"(41.605535, 2.284347)"
2082,8B,O,"(41.605405, 2.284481)"
2082,8A,O,"(41.605424, 2.284604)"
2082,6B,O,"(41.605446, 2.284754)"
2082,6A,O,"(41.605467, 2.284898)"
2082,4,O,"(41.605488, 2.285048)"
2266,84,E,"(41.605496, 2.285424)"
2234,21,O,"(41.606073, 2.2854)"
2234,23,O,"(41.606243, 2.285116)"
2234,25,O,"(41.60622, 2.285042)"
2234,27,O,"(41.606117, 2.285013)"
2234,29,O,"(41.60601, 2.28498)"
2234,31,O,"(41.605905, 2.284947)"
2179,1,O,"(41.606679, 2.284918)"
2266,66,E,"(41.606622, 2.285595)"
2179,6,E,"(41.606481, 2.284848)"
2171,6,E,"(41.606349, 2.284734)"
2171,4,E,"(41.606359, 2.284807)"
2171,2,E,"(41.606368, 2.284864)"
2264,5,O,"(41.612575, 2.275801)"
2264,7,O,"(41.612619, 2.275559)"
2264,9,O,"(41.612637, 2.275388)"
2264,11,O,"(41.612614, 2.274984)"
2264,13,O,"(41.612551, 2.274703)"
2264,15,O,"(41.612478, 2.27435)"
2264,17,O,"(41.612407, 2.274128)"
2264,19,O,"(41.612329, 2.273951)"
2264,21,O,"(41.61224, 2.273776)"
2264,23,O,"(41.612149, 2.273596)"
2264,25,O,"(41.612063, 2.273421)"
2264,27,O,"(41.611986, 2.273235)"
2264,29,O,"(41.611926, 2.27304)"
2264,31,O,"(41.611858, 2.272843)"
2264,33,O,"(41.611793, 2.272679)"
2264,35,O,"(41.611716, 2.272514)"
2264,37,O,"(41.611628, 2.272367)"
2264,39,O,"(41.611548, 2.272247)"
2264,41,O,"(41.611458, 2.272108)"
2264,43,O,"(41.611389, 2.272002)"
2264,45,O,"(41.611336, 2.271921)"
1942,6,E,"(41.591076, 2.283188)"
1942,8,E,"(41.591147, 2.282862)"
2169,41,O,"(41.610028, 2.277583)"
2169,43,O,"(41.610103, 2.277384)"
2169,30,E,"(41.609721, 2.278839)"
2169,40,E,"(41.610099, 2.27787)"
2169,42,E,"(41.610193, 2.277615)"
2455,3B,O,"(41.594744, 2.285323)"
2131,112,E,"(41.602649, 2.294691)"
2290,11,O,"(41.610553, 2.288984)"
2290,13,O,"(41.610589, 2.288969)"
2428,1B,O,"(41.595965, 2.287205)"
2743,74,E,"(41.612061, 2.270591)"
2743,76,E,"(41.612039, 2.270531)"
2743,78,E,"(41.612019, 2.270472)"
2743,80,E,"(41.612003, 2.27041)"
2743,84,E,"(41.611942, 2.270241)"
2743,86,E,"(41.611909, 2.270183)"
2743,88,E,"(41.611872, 2.270131)"
2743,93,O,"(41.612098, 2.270947)"
2743,95,O,"(41.612068, 2.270898)"
2743,97,O,"(41.612039, 2.270849)"
2743,99,O,"(41.612012, 2.270798)"
2743,101,O,"(41.611987, 2.270744)"
2743,103,O,"(41.611963, 2.270689)"
2743,105,O,"(41.611943, 2.270634)"
2743,107,O,"(41.611922, 2.270576)"
2743,109,O,"(41.611904, 2.270518)"
2743,111,O,"(41.611888, 2.27046)"
2743,113,O,"(41.611866, 2.270372)"
2743,115,O,"(41.611826, 2.270276)"
2743,117,O,"(41.611765, 2.270203)"
2743,119,O,"(41.611689, 2.270156)"
2743,121,O,"(41.611594, 2.270139)"
2289,103,O,"(41.602041, 2.270094)"
2352,10,E,"(41.60359, 2.294569)"
9011,5-11,,"(41.587949, 2.294405)"
1785,107,E,"(41.594365, 2.285164)"
2544,1,E,"(41.595043, 2.282298)"
2544,3,E,"(41.594811, 2.282241)"
2544,13,E,"(41.594378, 2.282142)"
2516,1,O,"(41.594937, 2.269698)"
2516,3,O,"(41.593984, 2.26937)"
2516,5,O,"(41.593848, 2.269324)"
2495,1,O,"(41.590182, 2.268549)"
2495,3,O,"(41.589257, 2.268975)"
2108,7,O,"(41.621016, 2.291925)"
2108,9,O,"(41.621082, 2.291526)"
2108,11,O,"(41.621185, 2.29106)"
2108,17,O,"(41.621391, 2.290285)"
2108,15,O,"(41.621287, 2.29069)"
2108,21,O,"(41.621516, 2.28964)"
2108,23,O,"(41.621557, 2.289256)"
2108,29,O,"(41.621604, 2.288787)"
2752,21,O,"(41.62105, 2.291191)"
2752,19,O,"(41.620741, 2.291134)"
2752,17,O,"(41.620685, 2.291124)"
2752,15,O,"(41.620634, 2.291115)"
2752,13,O,"(41.620581, 2.291105)"
2752,11,O,"(41.62053, 2.291096)"
2752,9,O,"(41.620478, 2.291086)"
2752,7,O,"(41.620427, 2.291076)"
2752,5,O,"(41.620375, 2.291067)"
2752,3,O,"(41.620323, 2.291057)"
2752,1,O,"(41.620273, 2.291047)"
2752,2,E,"(41.620253, 2.29126)"
2752,4,E,"(41.6203, 2.291269)"
2752,6,E,"(41.620353, 2.29128)"
2752,8,E,"(41.620405, 2.29129)"
2752,10,E,"(41.620457, 2.291299)"
2752,12,E,"(41.620509, 2.291308)"
2752,14,E,"(41.62056, 2.291318)"
2752,16,E,"(41.620613, 2.291327)"
2752,18,E,"(41.620662, 2.291337)"
2752,20,E,"(41.620714, 2.291346)"
2752,22,E,"(41.620939, 2.291391)"
2051,329,O,"(41.620187, 2.291896)"
2751,2,E,"(41.620181, 2.291834)"
2051,331,O,"(41.620236, 2.291908)"
2051,333,O,"(41.620286, 2.291917)"
2051,335,O,"(41.620338, 2.291927)"
2051,337,O,"(41.62039, 2.291938)"
2051,339,O,"(41.620443, 2.291949)"
2051,341,O,"(41.620497, 2.291959)"
2051,345,O,"(41.620599, 2.291978)"
2051,343,O,"(41.620547, 2.291968)"
2051,347,O,"(41.620651, 2.291987)"
2051,349,O,"(41.620829, 2.291994)"
2754,13,O,"(41.620904, 2.289628)"
2750,16,E,"(41.618409, 2.290322)"
2750,14,E,"(41.618402, 2.290392)"
2750,12,E,"(41.618395, 2.290456)"
2750,10,E,"(41.618388, 2.290523)"
2750,8,E,"(41.618382, 2.290591)"
2750,6,E,"(41.618375, 2.290657)"
2750,4,E,"(41.618368, 2.290728)"
2253,95,O,"(41.618127, 2.289764)"
2051,305,O,"(41.618345, 2.29108)"
2240,166,E,"(41.621583, 2.288711)"
2754,12,E,"(41.621289, 2.289677)"
2754,10,E,"(41.621272, 2.289866)"
2754,8,E,"(41.621201, 2.290165)"
2754,23,O,"(41.620993, 2.28869)"
2754,17,O,"(41.620947, 2.289144)"
2754,15,O,"(41.620915, 2.289531)"
2754,11,O,"(41.620892, 2.289744)"
2754,9,O,"(41.620871, 2.289949)"
2754,7,O,"(41.620857, 2.290087)"
2754,5,O,"(41.620843, 2.29021)"
2751,30,E,"(41.620521, 2.288658)"
2751,28,E,"(41.62048, 2.28905)"
2751,24,E,"(41.620544, 2.289478)"
2751,22,E,"(41.620648, 2.289494)"
2751,20,E,"(41.620776, 2.289518)"
2751,18,E,"(41.620801, 2.28971)"
2751,16,E,"(41.620778, 2.289976)"
2751,14,E,"(41.620628, 2.290122)"
2751,12,E,"(41.62044, 2.290088)"
2751,26,E,"(41.620435, 2.289432)"
2751,10,E,"(41.620362, 2.290104)"
2751,8,E,"(41.62032, 2.290494)"
2751,6,E,"(41.620268, 2.290973)"
2751,4,E,"(41.620235, 2.291327)"
2751,23,O,"(41.620351, 2.288546)"
2751,17,O,"(41.620296, 2.289042)"
2751,15,O,"(41.620252, 2.289402)"
2751,7,O,"(41.620187, 2.290089)"
2751,5,O,"(41.62015, 2.290468)"
2751,1-3,O,"(41.620073, 2.291218)"
2753,15,O,"(41.619745, 2.288456)"
2753,1,O,"(41.619699, 2.288915)"
2277,30,E,"(41.619272, 2.28836)"
2277,24,E,"(41.619222, 2.288843)"
2277,22,E,"(41.619186, 2.289186)"
2277,20,E,"(41.61911, 2.289888)"
2277,18,E,"(41.619076, 2.290222)"
2277,33,O,"(41.619109, 2.28832)"
2277,27,O,"(41.619051, 2.288817)"
2277,25,O,"(41.619018, 2.289175)"
2277,21,O,"(41.618943, 2.289837)"
2277,19,O,"(41.618899, 2.290216)"
2750,28,E,"(41.618578, 2.288742)"
2750,26,E,"(41.618982, 2.289205)"
2750,24,E,"(41.618762, 2.289159)"
2750,22,E,"(41.618601, 2.289125)"
2750,20,E,"(41.618472, 2.289757)"
2750,18,E,"(41.618432, 2.290112)"
2750,2,E,"(41.618341, 2.290976)"
2750,27,O,"(41.618459, 2.28821)"
2750,25,O,"(41.61841, 2.288706)"
2750,23,O,"(41.618368, 2.28907)"
2750,19,O,"(41.618302, 2.289719)"
2750,17,O,"(41.61827, 2.290104)"
2750,1,O,"(41.618183, 2.290929)"
2240,164,E,"(41.621521, 2.288761)"
2240,162,E,"(41.621498, 2.288999)"
2240,160,E,"(41.621352, 2.289182)"
2240,158,E,"(41.621115, 2.289142)"
2240,156,E,"(41.620956, 2.288602)"
2240,152,E,"(41.620569, 2.28853)"
2240,148,E,"(41.62027, 2.288532)"
2240,146,E,"(41.620248, 2.288773)"
2240,144,E,"(41.620153, 2.288964)"
2240,142,E,"(41.61993, 2.288924)"
2240,140,E,"(41.619701, 2.288372)"
2240,136,E,"(41.619341, 2.288309)"
2240,134,E,"(41.619022, 2.288304)"
2240,132,E,"(41.619, 2.288545)"
2240,130,E,"(41.618849, 2.28872)"
2240,128,E,"(41.618641, 2.288683)"
2240,126,E,"(41.618436, 2.288138)"
2240,114,E,"(41.618015, 2.288057)"
2240,110,E,"(41.617848, 2.288022)"
2240,100,E,"(41.617453, 2.287939)"
2248,111-121,O,"(41.621313, 2.289296)"
2248,99-109,O,"(41.620722, 2.289178)"
2248,87-97,O,"(41.620063, 2.289062)"
2248,75-85,O,"(41.619472, 2.288953)"
2248,63-73,O,"(41.618806, 2.288825)"
2248,61,O,"(41.618315, 2.288741)"
2248,37-51,O,"(41.617777, 2.288627)"
2248,98-120,E,"(41.620905, 2.289443)"
2248,96,E,"(41.620249, 2.289322)"
2248,86,E,"(41.61982, 2.289247)"
2248,84,E,"(41.619647, 2.289216)"
2248,74,E,"(41.619222, 2.289138)"
2248,62-72,E,"(41.618793, 2.289053)"
2248,60,E,"(41.61829, 2.288975)"
2248,36,E,"(41.617414, 2.288766)"
2253,135-147,O,"(41.620789, 2.290258)"
2253,109-133,O,"(41.619545, 2.290041)"
2253,97-107,O,"(41.61871, 2.289882)"
2253,79,O,"(41.617368, 2.289604)"
2253,146-148,E,"(41.620931, 2.290516)"
2253,136,E,"(41.620373, 2.290424)"
2253,124-134,E,"(41.619912, 2.290333)"
2253,110-120,E,"(41.61938, 2.290235)"
2253,108,E,"(41.618892, 2.290153)"
2253,98,E,"(41.618482, 2.290077)"
2253,76-96,E,"(41.617906, 2.289968)"
2253,74,E,"(41.617358, 2.289829)"
2051,303,O,"(41.61806, 2.291003)"
2051,277,O,"(41.617493, 2.290844)"
2139,12,E,"(41.61737, 2.287968)"
2139,10,E,"(41.617338, 2.288452)"
2139,8,E,"(41.617317, 2.288823)"
2139,6,E,"(41.617271, 2.289449)"
2139,4,E,"(41.617473, 2.29021)"
2342,2,E,"(41.613445, 2.294839)"
2342,30,E,"(41.614369, 2.295323)"
2342,32,E,"(41.614557, 2.295392)"
2342,36,E,"(41.615114, 2.29554)"
2342,38,E,"(41.615294, 2.295586)"
2342,40,E,"(41.615411, 2.295621)"
2342,46,E,"(41.616046, 2.295779)"
2300,78,E,"(41.610807, 2.285641)"
2433,18,E,"(41.605125, 2.297702)"
2064,14,E,"(41.610168, 2.28044)"
2064,16-18,E,"(41.610128, 2.280632)"
2064,20,E,"(41.61009, 2.280818)"
2022,29,O,"(41.608212, 2.295276)"
2743,36,E,"(41.612819, 2.27191)"
2743,38,E,"(41.612801, 2.271851)"
2743,40,E,"(41.612779, 2.271781)"
2743,44,E,"(41.612702, 2.271595)"
2743,46,E,"(41.612678, 2.271542)"
2743,48,E,"(41.612646, 2.271475)"
2743,52,E,"(41.61255, 2.27131)"
2743,54,E,"(41.612522, 2.271263)"
2743,56,E,"(41.612484, 2.271208)"
2743,58,E,"(41.612412, 2.271113)"
2743,62,E,"(41.612335, 2.271019)"
2743,64,E,"(41.612291, 2.270966)"
2743,68,E,"(41.612171, 2.270804)"
2743,70,E,"(41.61214, 2.270753)"
2743,72,E,"(41.612103, 2.270685)"
2743,53,O,"(41.612721, 2.272056)"
2743,55,O,"(41.612702, 2.271987)"
2743,57,O,"(41.612684, 2.271922)"
2743,59,O,"(41.612662, 2.271857)"
2743,61,O,"(41.612641, 2.271794)"
2743,63,O,"(41.612618, 2.271738)"
2743,67,O,"(41.612558, 2.271608)"
2743,69,O,"(41.612529, 2.271548)"
2743,71,O,"(41.6125, 2.271491)"
2743,73,O,"(41.612468, 2.271436)"
2743,75,O,"(41.612435, 2.271378)"
46,1,O,"(41.612232, 2.279887)"
2488,2,E,"(41.585835, 2.27251)"
2488,1,O,"(41.585481, 2.273344)"
2240,128-134,E,"(41.618831, 2.288216)"
2240,142-148,E,"(41.620061, 2.288455)"
2240,158-164,E,"(41.621318, 2.28868)"
2277,23,O,"(41.618979, 2.289512)"
2253,138,E,"(41.620523, 2.290449)"
2176,2,E,"(41.612262, 2.290434)"
2176,4,E,"(41.612253, 2.290523)"
9010,14-1,,"(41.565111, 2.270169)"
2113,8,E,"(41.614418, 2.293508)"
2467,48,E,"(41.583901, 2.275047)"
2467,50,E,"(41.583469, 2.274959)"
2467,52,E,"(41.583184, 2.2749)"
2467,54,E,"(41.582906, 2.274881)"
2467,56,E,"(41.58257, 2.274883)"
2467,58,E,"(41.582256, 2.274861)"
2467,60,E,"(41.581952, 2.274765)"
2467,62,E,"(41.581508, 2.274589)"
2467,64,E,"(41.581176, 2.274482)"
2467,66,E,"(41.580791, 2.274344)"
2467,68,E,"(41.580575, 2.274404)"
2467,70,E,"(41.580289, 2.274381)"
2467,72,E,"(41.580145, 2.274361)"
2467,74,E,"(41.580036, 2.274346)"
2467,76,E,"(41.579948, 2.274336)"
2467,78,E,"(41.579871, 2.274325)"
2467,80-84,E,"(41.57959, 2.274297)"
2467,86,E,"(41.579115, 2.274244)"
2467,88,E,"(41.578705, 2.274197)"
2467,90,E,"(41.578472, 2.274173)"
2467,92,E,"(41.578262, 2.27415)"
2467,94,E,"(41.577923, 2.274116)"
2467,96,E,"(41.577587, 2.274083)"
2467,98,E,"(41.577266, 2.274049)"
2467,100,E,"(41.577024, 2.274022)"
2467,102,E,"(41.576775, 2.273991)"
2043,15,O,"(41.609964, 2.288221)"
2273,154,E,"(41.586845, 2.273791)"
2126,19-23,O,"(41.607391, 2.294838)"
9011,5-134,,"(41.589125, 2.294525)"
2239,5,O,"(41.613848, 2.268044)"
2239,2,E,"(41.613417, 2.26863)"
2239,4,E,"(41.613667, 2.268491)"
2239,6,E,"(41.613925, 2.268341)"
2239,8,E,"(41.614137, 2.268242)"
2239,20,E,"(41.614425, 2.26811)"
2239,42,E,"(41.614579, 2.26804)"
1945,13,O,"(41.613996, 2.269074)"
1945,9,O,"(41.614109, 2.270199)"
2052,3,O,"(41.611459, 2.294678)"
2052,5-7,O,"(41.611387, 2.294737)"
2052,13,O,"(41.61113, 2.294962)"
1897,14,E,"(41.607858, 2.28875)"
2433,10,E,"(41.605197, 2.297353)"
2433,12,E,"(41.605183, 2.297433)"
2433,14,E,"(41.605165, 2.297513)"
1900,27I,O,"(41.601912, 2.286525)"
2742,25,O,"(41.594246, 2.289045)"
1944,1B,O,"(41.612026, 2.281386)"
2360,44D,E,"(41.605701, 2.294581)"
2455,31,O,"(41.595376, 2.280321)"
2755,6,E,"(41.607398, 2.286622)"
2755,10,E,"(41.607256, 2.286611)"
2755,12,E,"(41.607204, 2.286604)"
2755,8,E,"(41.607301, 2.286614)"
46,20B,E,"(41.612339, 2.280737)"
2051,412,E,"(41.621388, 2.292183)"
2273,159-167 BL.2,O,"(41.585598, 2.274181)"
2235,27I,O,"(41.605688, 2.284528)"
2051,396,E,"(41.620693, 2.292165)"
2736,1,O,"(41.603107, 2.284348)"
2736,3,O,"(41.603095, 2.284192)"
2736,5,O,"(41.603088, 2.284103)"
2736,7,O,"(41.60308, 2.284014)"
2736,9,O,"(41.603076, 2.283952)"
2736,11,O,"(41.603069, 2.283872)"
2736,13,O,"(41.603056, 2.283732)"
2736,15,O,"(41.603043, 2.283586)"
2736,2,E,"(41.60317, 2.284306)"
2736,4,E,"(41.603153, 2.284111)"
2736,6,E,"(41.603146, 2.284023)"
2736,8,E,"(41.603136, 2.283889)"
2736,10,E,"(41.60312, 2.283719)"
2736,12,E,"(41.603107, 2.283567)"
2736,14,E,"(41.603068, 2.283479)"
1806,12,E,"(41.598848, 2.284833)"
1806,11,O,"(41.598718, 2.284806)"
2348,2,O,"(41.606231, 2.290717)"
2133,16,E,"(41.619788, 2.293452)"
2133,7,O,"(41.619904, 2.293244)"
1785,105,E,"(41.594714, 2.285256)"
1804,16,E,"(41.600464, 2.281874)"
1804,18,E,"(41.600395, 2.281415)"
2085,250,E,"(41.596647, 2.286104)"
1785,81,O,"(41.596758, 2.28529)"
2397,3,E,"(41.596215, 2.285328)"
2397,5,E,"(41.595987, 2.285649)"
1785,83,O,"(41.596637, 2.285272)"
1785,85,O,"(41.596479, 2.285249)"
1785,87,O,"(41.596313, 2.285232)"
1785,89,O,"(41.5961, 2.285449)"
1785,91,O,"(41.59592, 2.285282)"
1785,93,O,"(41.595754, 2.285266)"
1785,95,O,"(41.595605, 2.285248)"
1785,97,O,"(41.595473, 2.28523)"
1785,99,O,"(41.595341, 2.28522)"
1785,147,O,"(41.591762, 2.284063)"
1785,149,O,"(41.591598, 2.283978)"
1785,151,O,"(41.591429, 2.283881)"
1785,155,O,"(41.591057, 2.283687)"
2235,4B,E,"(41.606828, 2.283816)"
2235,4C,E,"(41.606585, 2.283868)"
2099,75,O,"(41.604643, 2.287641)"
2099,73,O,"(41.604676, 2.287639)"
2099,71,O,"(41.604704, 2.287637)"
2099,69,O,"(41.604738, 2.287635)"
1886,34,E,"(41.604602, 2.288045)"
1886,32,E,"(41.604631, 2.288052)"
1886,30,E,"(41.604663, 2.288059)"
1886,28,E,"(41.604695, 2.288067)"
2727,3,O,"(41.595804, 2.287228)"
2176,40,E,"(41.612086, 2.293255)"
2223,6,E,"(41.618033, 2.292215)"
2053,40,E,"(41.58646, 2.282364)"
2053,51,O,"(41.586255, 2.28112)"
2189,52,E,"(41.602075, 2.290228)"
1906,3,O,"(41.584422, 2.274959)"
1906,2,E,"(41.584289, 2.274176)"
1906,4,E,"(41.584269, 2.274529)"
1906,6,E,"(41.584243, 2.274956)"
1906,5,O,"(41.58435, 2.275719)"
2144,4,E,"(41.604281, 2.291947)"
2245,50B,E,"(41.610415, 2.284197)"
2051,98,E,"(41.611717, 2.288784)"
2238,3,O,"(41.6043, 2.291416)"
2150,4,E,"(41.600371, 2.286894)"
2395,49,O,"(41.593376, 2.28789)"
2374,41,B,"(41.582032, 2.259188)"
2374,42,B,"(41.58186, 2.259131)"
2374,43,B,"(41.581737, 2.259094)"
2374,44,B,"(41.581619, 2.259056)"
2374,45,B,"(41.581498, 2.259021)"
2374,46,B,"(41.581378, 2.258983)"
2374,47,B,"(41.581264, 2.258948)"
2374,48,B,"(41.581143, 2.258907)"
2374,49,B,"(41.580926, 2.258836)"
2317,86,E,"(41.608563, 2.298483)"
2236,1,O,"(41.621029, 2.293991)"
2236,3,O,"(41.621169, 2.294002)"
2236,5,O,"(41.621291, 2.294016)"
2236,7,O,"(41.621687, 2.294001)"
2236,9,O,"(41.622014, 2.294016)"
2236,8,E,"(41.621209, 2.29429)"
2236,10,E,"(41.621397, 2.294306)"
2236,12,E,"(41.621585, 2.294323)"
2236,14,E,"(41.621772, 2.294343)"
2236,16,E,"(41.621961, 2.294359)"
2744,3,O,"(41.621669, 2.293358)"
2744,5,O,"(41.621643, 2.293594)"
2744,7,O,"(41.621602, 2.293932)"
2744,2,E,"(41.621596, 2.293175)"
2744,4,E,"(41.621527, 2.293769)"
2735,27I,B,"(41.604425, 2.278461)"
2399,70,E,"(41.596716, 2.289638)"
2399,74,E,"(41.596702, 2.289753)"
2160,11,O,"(41.613109, 2.278984)"
2160,13,O,"(41.613181, 2.279022)"
2160,15,O,"(41.613253, 2.279057)"
2160,17,O,"(41.613328, 2.279094)"
1785,76-78,E,"(41.596173, 2.284829)"
2325,12,E,"(41.614439, 2.295452)"
2325,20,E,"(41.614563, 2.296616)"
1796,10,E,"(41.615122, 2.295659)"
1796,12,E,"(41.615047, 2.295961)"
1796,20,E,"(41.614978, 2.296844)"
2086,47-49,O,"(41.613486, 2.295194)"
2368,7,B,"(41.607388, 2.286362)"
46,66,E,"(41.612937, 2.278711)"
2127,40-44,E,"(41.608854, 2.294859)"
2103,62,E,"(41.601116, 2.29005)"
2241,14,E,"(41.614633, 2.289199)"
2241,12,E,"(41.614626, 2.289246)"
2043,14,E,"(41.610043, 2.288205)"
2189,8B,E,"(41.602297, 2.28826)"
1946,29,O,"(41.605154, 2.293599)"
2460,8,E,"(41.581654, 2.272827)"
2460,6,E,"(41.581558, 2.273206)"
2460,4,E,"(41.581443, 2.273802)"
2460,2,E,"(41.581405, 2.274419)"
2460,1,O,"(41.581271, 2.274318)"
2460,3,O,"(41.581299, 2.27378)"
2131,125,O,"(41.603966, 2.293351)"
2376,10,E,"(41.602912, 2.276536)"
2376,12,E,"(41.602838, 2.277508)"
2376,14,E,"(41.602787, 2.278207)"
2376,3,O,"(41.603169, 2.275202)"
2376,11,O,"(41.603062, 2.276721)"
2376,13,O,"(41.603026, 2.277209)"
2376,15,O,"(41.602985, 2.27775)"
2376,17,O,"(41.602974, 2.2779)"
2376,19,O,"(41.60293, 2.278489)"
2273,201,O,"(41.5821, 2.273817)"
2273,203,O,"(41.581548, 2.273757)"
2455,2B,E,"(41.59511, 2.285401)"
2455,2A,E,"(41.595071, 2.285778)"
2226,18,E,"(41.609446, 2.284337)"
1910,24,E,"(41.60183, 2.274923)"
1910,20,E,"(41.601396, 2.275943)"
1910,18,E,"(41.601277, 2.276226)"
1910,2,E,"(41.601163, 2.276493)"
1910,1,O,"(41.601037, 2.276355)"
1910,23,O,"(41.601634, 2.274945)"
2044,3,O,"(41.613955, 2.291453)"
2087,5,E,"(41.598043, 2.289567)"
2230,105,O,"(41.600393, 2.27643)"
2287,15,B,"(41.599692, 2.291136)"
1905,40B,E,"(41.606289, 2.295247)"
1905,36B,E,"(41.606108, 2.295247)"
2099,95,O,"(41.604176, 2.28766)"
1918,45,O,"(41.603679, 2.289703)"
2099,40,E,"(41.60581, 2.287484)"
1877,2,E,"(41.59933, 2.279268)"
1877,32,E,"(41.598124, 2.279359)"
2435,8,E,"(41.595747, 2.278872)"
2338,90,E,"(41.607836, 2.292689)"
2313,9B,O,"(41.612562, 2.288699)"
1904,7,O,"(41.608221, 2.27831)"
2226,13B,O,"(41.609012, 2.284183)"
