CODI CARRER,NÚMERO,PARITAT,LOCALITZACIÓ
2188,2,E,"(41.609667, 2.286742)"
2033,7,O,"(41.609668, 2.286825)"
2112,5,O,"(41.610785, 2.287707)"
2112,3,O,"(41.610684, 2.287694)"
2188,9,O,"(41.609614, 2.286575)"
2188,7,O,"(41.609602, 2.286641)"
2112,1,O,"(41.610582, 2.287682)"
2112,8,E,"(41.610666, 2.287793)"
2112,6,E,"(41.610613, 2.287786)"
2112,4,E,"(41.610542, 2.287775)"
2188,1,O,"(41.609579, 2.286773)"
2033,5,O,"(41.609574, 2.286833)"
2188,3,O,"(41.609584, 2.286735)"
2033,10,E,"(41.609499, 2.286894)"
2033,3,O,"(41.609452, 2.286802)"
2051,8,E,"(41.609422, 2.287984)"
2051,6,E,"(41.609375, 2.287972)"
2292,5,O,"(41.60994, 2.289863)"
2300,9,O,"(41.610272, 2.288554)"
2300,7,O,"(41.610248, 2.288704)"
2118,8,E,"(41.609987, 2.289434)"
2292,7,O,"(41.610019, 2.289884)"
2292,9,O,"(41.610072, 2.289901)"
2043,8,E,"(41.609947, 2.288633)"
2290,7-9,O,"(41.610491, 2.288997)"
2300,5,O,"(41.610225, 2.288849)"
2300,3,O,"(41.610202, 2.289018)"
2300,1,O,"(41.610185, 2.289138)"
2118,9,O,"(41.610063, 2.289249)"
2118,7,O,"(41.610025, 2.289243)"
2118,5,O,"(41.609965, 2.289229)"
2118,6,E,"(41.609933, 2.289417)"
2118,4,E,"(41.609855, 2.289389)"
2118,2,E,"(41.609816, 2.289383)"
2063,1,O,"(41.609788, 2.289455)"
2063,6,E,"(41.609699, 2.289594)"
2292,3,O,"(41.609869, 2.28984)"
2043,6,E,"(41.609936, 2.288691)"
2063,3,O,"(41.609749, 2.289694)"
2063,8,E,"(41.60969, 2.289655)"
2292,1,O,"(41.609782, 2.289815)"
1915,1,O,"(41.609483, 2.289776)"
2226,6,E,"(41.608377, 2.284827)"
2226,5,O,"(41.608253, 2.284685)"
2266,8,E,"(41.608648, 2.285667)"
2266,6,E,"(41.608675, 2.285797)"
2235,3,O,"(41.606984, 2.284183)"
2270,6,E,"(41.6077, 2.284669)"
2270,4,E,"(41.607726, 2.284875)"
2266,7,O,"(41.607454, 2.285754)"
2368,4,B,"(41.607598, 2.285761)"
2266,9,O,"(41.607382, 2.285759)"
2364,1,O,"(41.606645, 2.281418)"
2405,4,B,"(41.60585, 2.282369)"
2405,5,B,"(41.605852, 2.282816)"
2057,7,O,"(41.608446, 2.287592)"
2127,21,O,"(41.60827, 2.294382)"
2364,5,O,"(41.606281, 2.281727)"
2364,6,E,"(41.605899, 2.281729)"
2405,3,B,"(41.60585, 2.282034)"
2405,2,B,"(41.605408, 2.2819)"
2405,1,B,"(41.605408, 2.28223)"
2235,4,E,"(41.606894, 2.283798)"
2235,6,E,"(41.606522, 2.283888)"
2235,8,E,"(41.606439, 2.283909)"
2235,5,O,"(41.606571, 2.284064)"
2235,7,O,"(41.606527, 2.284073)"
2235,9,O,"(41.606487, 2.284085)"
2171,9,O,"(41.606219, 2.284545)"
2171,7,O,"(41.606228, 2.284592)"
2179,4,E,"(41.606575, 2.284821)"
2179,2,E,"(41.606645, 2.284801)"
2171,1,O,"(41.606277, 2.284913)"
2171,8,E,"(41.606335, 2.284646)"
2171,3,O,"(41.606259, 2.284789)"
2171,5,O,"(41.606244, 2.284685)"
1886,8,E,"(41.605079, 2.288148)"
2082,7,O,"(41.605216, 2.285209)"
2286,5,O,"(41.608234, 2.288154)"
2082,9,O,"(41.605216, 2.28514)"
2082,5,O,"(41.605216, 2.285245)"
2082,3,O,"(41.605217, 2.285346)"
2082,1,O,"(41.605218, 2.285527)"
2031,4,B,"(41.609069, 2.285983)"
1908,1,O,"(41.609318, 2.285899)"
2031,5,B,"(41.609202, 2.28598)"
2031,2,B,"(41.608987, 2.285931)"
2245,2,E,"(41.608946, 2.285842)"
2031,3,B,"(41.609029, 2.285958)"
2031,7,B,"(41.608956, 2.286129)"
2033,1,O,"(41.609235, 2.286751)"
2033,2,E,"(41.609254, 2.286841)"
2266,2,E,"(41.608752, 2.285808)"
2261,3,B,"(41.608554, 2.286187)"
2261,2,B,"(41.608616, 2.286195)"
2261,4,B,"(41.60851, 2.286181)"
2261,5-7,B,"(41.608447, 2.286172)"
2280,6,E,"(41.608685, 2.286839)"
2280,4,E,"(41.608672, 2.286928)"
2280,9,O,"(41.608606, 2.2867)"
2280,3,O,"(41.608559, 2.286932)"
2281,4,E,"(41.608343, 2.286903)"
2281,6,E,"(41.608346, 2.286864)"
2281,8,E,"(41.60835, 2.286815)"
2281,7,O,"(41.608296, 2.286921)"
2281,5,O,"(41.608297, 2.286965)"
2306,7-9,O,"(41.609121, 2.287399)"
2306,8,E,"(41.609199, 2.287403)"
2306,5,O,"(41.60911, 2.287488)"
2306,6,E,"(41.609193, 2.287454)"
2306,4,E,"(41.609188, 2.287502)"
2368,2,B,"(41.607835, 2.285953)"
2269,3,O,"(41.607939, 2.286691)"
2051,5,O,"(41.609236, 2.287851)"
2306,1-3,O,"(41.609078, 2.28773)"
2051,7,O,"(41.60928, 2.28786)"
2051,9,O,"(41.609322, 2.28787)"
2051,4,E,"(41.609339, 2.287963)"
2051,2,E,"(41.6093, 2.287955)"
2445,1,O,"(41.609088, 2.288115)"
2047,2,E,"(41.608948, 2.287613)"
2368,1,B,"(41.607765, 2.28644)"
2370,4,B,"(41.60789, 2.286773)"
2370,2,B,"(41.607795, 2.28685)"
1913,6,E,"(41.60769, 2.286956)"
2200,7,B,"(41.608475, 2.287097)"
2280,2,E,"(41.608669, 2.286988)"
2200,9,B,"(41.608544, 2.287091)"
2200,8,B,"(41.60851, 2.287094)"
1928,4,B,"(41.608572, 2.287407)"
1928,5,B,"(41.608565, 2.287498)"
2200,5,B,"(41.608404, 2.287104)"
2200,6,B,"(41.60844, 2.2871)"
2200,4,B,"(41.608366, 2.287103)"
2281,1,O,"(41.608303, 2.287046)"
2200,2,B,"(41.608306, 2.287202)"
2200,3,B,"(41.608309, 2.287166)"
1895,4,E,"(41.607024, 2.286082)"
1928,3,B,"(41.608474, 2.287363)"
1895,2,E,"(41.607071, 2.286172)"
2200,1,B,"(41.6083, 2.28728)"
1928,2,B,"(41.608473, 2.287476)"
2229,9,B,"(41.608262, 2.287407)"
2229,7,B,"(41.608195, 2.287292)"
2057,1,O,"(41.608319, 2.287558)"
2247,1,O,"(41.607098, 2.286354)"
2350,2,E,"(41.608621, 2.287841)"
2350,3,O,"(41.608697, 2.287747)"
2350,6,E,"(41.608701, 2.28784)"
1928,7,B,"(41.608558, 2.287587)"
2199,5,B,"(41.608559, 2.287681)"
2350,8,E,"(41.60874, 2.287841)"
2350,1,O,"(41.608641, 2.287742)"
2350,4,E,"(41.608658, 2.28784)"
2190,4,E,"(41.607163, 2.286733)"
2190,3,O,"(41.607096, 2.286718)"
2190,2,E,"(41.607145, 2.286859)"
2190,1,O,"(41.607081, 2.286875)"
2286,3,O,"(41.608195, 2.288126)"
2159,1,O,"(41.607524, 2.288999)"
2228,4,E,"(41.607593, 2.287507)"
1913,7,O,"(41.607604, 2.287046)"
2229,6,B,"(41.608118, 2.287269)"
2229,1,B,"(41.607898, 2.287058)"
2229,3,B,"(41.607965, 2.287226)"
2229,4-5,B,"(41.608013, 2.287246)"
2229,2,B,"(41.60791, 2.287142)"
1913,2,E,"(41.607783, 2.287022)"
1913,1,O,"(41.607772, 2.287112)"
1913,4,E,"(41.607735, 2.287001)"
1913,3-5,O,"(41.607671, 2.28707)"
2286,1,O,"(41.608133, 2.288079)"
2228,1,O,"(41.607731, 2.28761)"
2283,4,E,"(41.607675, 2.287933)"
2283,2,E,"(41.607713, 2.287907)"
2283,6,E,"(41.607653, 2.288037)"
2283,8,E,"(41.607635, 2.288116)"
2197,3,O,"(41.607155, 2.287273)"
2197,6,E,"(41.607089, 2.287279)"
1913,9,O,"(41.607524, 2.287042)"
2228,8,E,"(41.607491, 2.2875)"
2197,2,E,"(41.607083, 2.28713)"
2228,9,O,"(41.607464, 2.28756)"
2197,1,O,"(41.607148, 2.287153)"
2099,2,E,"(41.607036, 2.287445)"
2228,5,O,"(41.607559, 2.287576)"
2228,7,O,"(41.607511, 2.28757)"
2197,9,O,"(41.607175, 2.287654)"
2445,4,E,"(41.608981, 2.288295)"
2445,3,O,"(41.60906, 2.288254)"
2445,2,E,"(41.608961, 2.288393)"
2151,8,B,"(41.608876, 2.288432)"
2151,9,B,"(41.608995, 2.288563)"
2258,7-9,O,"(41.608818, 2.289798)"
2214,4,B,"(41.609306, 2.289067)"
2214,3,B,"(41.609269, 2.289056)"
2214,2,B,"(41.609221, 2.289045)"
2214,1,B,"(41.609182, 2.289036)"
2059,4,E,"(41.60848, 2.288625)"
2151,7,B,"(41.608731, 2.288444)"
2151,6,B,"(41.608724, 2.288514)"
2258,8,E,"(41.608624, 2.289894)"
2151,5,B,"(41.608715, 2.288578)"
2059,7,O,"(41.608678, 2.288585)"
2059,5,O,"(41.608548, 2.28857)"
2059,6,E,"(41.608684, 2.288649)"
2258,3,O,"(41.60864, 2.289772)"
2151,4,B,"(41.608695, 2.288714)"
2258,6,E,"(41.608573, 2.289888)"
2258,4,E,"(41.608531, 2.289878)"
2278,7,O,"(41.608432, 2.2882)"
2278,9,O,"(41.60842, 2.28825)"
2286,9,O,"(41.608298, 2.288199)"
2278,2,E,"(41.608308, 2.28833)"
2278,4,E,"(41.608297, 2.288416)"
2125,1,B,"(41.608267, 2.289611)"
2286,6,E,"(41.608245, 2.288252)"
2059,1,O,"(41.608447, 2.288557)"
2258,1,O,"(41.60845, 2.289744)"
2278,6,E,"(41.608285, 2.288486)"
2278,8,E,"(41.60828, 2.288544)"
2151,2,B,"(41.608469, 2.288767)"
2151,1,B,"(41.608393, 2.288762)"
1897,2,E,"(41.608253, 2.288843)"
1897,4,E,"(41.608215, 2.288837)"
2094,1,O,"(41.608365, 2.290418)"
1897,1,O,"(41.608233, 2.289043)"
2125,2,B,"(41.608108, 2.289558)"
2125,3,B,"(41.608062, 2.289546)"
2125,4,B,"(41.608019, 2.289536)"
2125,5,B,"(41.60798, 2.289525)"
2125,6,B,"(41.607939, 2.289512)"
2125,7,B,"(41.607898, 2.289499)"
2125,9,B,"(41.607815, 2.289476)"
2125,8,B,"(41.60786, 2.28949)"
2283,5,O,"(41.607684, 2.288183)"
2283,7,O,"(41.607676, 2.288246)"
2283,9,O,"(41.607658, 2.288341)"
1897,7,O,"(41.608037, 2.288993)"
1897,6,E,"(41.608081, 2.288805)"
1897,3,O,"(41.608118, 2.289011)"
1897,5,O,"(41.608081, 2.289001)"
1897,8,E,"(41.607981, 2.288783)"
1897,9,O,"(41.608, 2.288983)"
2348,11,O,"(41.607816, 2.290411)"
2371,6,E,"(41.607393, 2.288298)"
2371,4,E,"(41.607389, 2.288367)"
2371,8,E,"(41.607397, 2.288188)"
2371,2,E,"(41.6074, 2.288416)"
2371,9,O,"(41.607339, 2.288386)"
2371,7,O,"(41.60734, 2.288431)"
2371,1,O,"(41.607461, 2.288519)"
2371,5,O,"(41.607371, 2.28848)"
2371,3,O,"(41.607418, 2.288501)"
2209,3,B,"(41.607156, 2.289342)"
2209,1,B,"(41.607281, 2.289342)"
2209,4,B,"(41.607064, 2.28934)"
2159,2,E,"(41.607443, 2.288906)"
2159,4,E,"(41.607395, 2.289278)"
1895,9,O,"(41.606914, 2.285948)"
1895,6,E,"(41.607, 2.286023)"
2247,8,E,"(41.60687, 2.286239)"
2247,6,E,"(41.606951, 2.286237)"
2247,3,O,"(41.606991, 2.286359)"
2247,5,O,"(41.606909, 2.286359)"
2247,7,O,"(41.606828, 2.286366)"
2247,9-11,O,"(41.606783, 2.286364)"
2211,6,B,"(41.606425, 2.287901)"
2099,4,E,"(41.606915, 2.287451)"
2099,6,E,"(41.606845, 2.287453)"
2127,79,O,"(41.611702, 2.295578)"
2099,8,E,"(41.60675, 2.287457)"
2148,8,E,"(41.605616, 2.286408)"
2148,6,E,"(41.605617, 2.286591)"
2148,1,O,"(41.605566, 2.286631)"
2295,1,O,"(41.606823, 2.287903)"
2148,4,E,"(41.605624, 2.286774)"
2295,3,O,"(41.606735, 2.2879)"
2148,2,E,"(41.605626, 2.286842)"
2211,3,B,"(41.606499, 2.287703)"
2211,1,B,"(41.6065, 2.287576)"
2211,4,B,"(41.606505, 2.287803)"
2295,5,O,"(41.606687, 2.287901)"
2295,7,O,"(41.606596, 2.2879)"
2295,9,O,"(41.606529, 2.287901)"
2211,5,B,"(41.60648, 2.287901)"
2234,9,O,"(41.606012, 2.287171)"
2234,7,O,"(41.606006, 2.287229)"
2106,1,O,"(41.604704, 2.286008)"
2106,3,O,"(41.604703, 2.285952)"
2234,8,E,"(41.606074, 2.287379)"
2234,5,O,"(41.605997, 2.287282)"
2106,4,E,"(41.604772, 2.286066)"
2234,4,E,"(41.606024, 2.287848)"
2211,7,B,"(41.606373, 2.287902)"
2234,6,E,"(41.606046, 2.287648)"
2234,3,O,"(41.605955, 2.287682)"
2234,2,E,"(41.60601, 2.287984)"
2050,9,B,"(41.605905, 2.288071)"
2234,1,O,"(41.605924, 2.287965)"
2032,8,E,"(41.605416, 2.287285)"
2050,4,B,"(41.605539, 2.287992)"
2050,8,B,"(41.605829, 2.288057)"
2050,6,B,"(41.605729, 2.288033)"
2050,5,B,"(41.605656, 2.28802)"
2050,1,B,"(41.605391, 2.287961)"
2050,2,B,"(41.605486, 2.28798)"
2209,9,B,"(41.606731, 2.289612)"
2209,5,B,"(41.606982, 2.289337)"
2209,6,B,"(41.606901, 2.289336)"
2035,5,B,"(41.606771, 2.289349)"
2209,7,B,"(41.606758, 2.289418)"
2209,8,B,"(41.606743, 2.289498)"
2035,1,B,"(41.606889, 2.289013)"
2131,2,E,"(41.60679, 2.288934)"
2035,3,B,"(41.606868, 2.289184)"
2035,2,B,"(41.606879, 2.289091)"
2348,7,O,"(41.606925, 2.290398)"
2035,7,B,"(41.606784, 2.289143)"
2131,7,O,"(41.606711, 2.289232)"
2035,6,B,"(41.606782, 2.289284)"
2143,8,E,"(41.606564, 2.289086)"
2143,4,E,"(41.606648, 2.289108)"
2131,9,O,"(41.606678, 2.289281)"
2143,2,E,"(41.606673, 2.289113)"
2131,4,E,"(41.606629, 2.289195)"
2131,6,E,"(41.606603, 2.289242)"
2143,6,E,"(41.606595, 2.289095)"
2131,8,E,"(41.606576, 2.289279)"
2348,5,O,"(41.606484, 2.290362)"
2143,1-5,O,"(41.606455, 2.28916)"
2271,4,E,"(41.606044, 2.289833)"
2271,6,E,"(41.605899, 2.28981)"
2348,3,O,"(41.606364, 2.29036)"
2143,7-15,O,"(41.606285, 2.289124)"
2348,1,O,"(41.606188, 2.290375)"
2271,1,O,"(41.606049, 2.289942)"
2146,9,O,"(41.60588, 2.28918)"
2146,3,O,"(41.605894, 2.289046)"
2054,24,E,"(41.611754, 2.29579)"
2146,5,O,"(41.60589, 2.289081)"
2146,7,O,"(41.605885, 2.289136)"
2045,4,E,"(41.605176, 2.288878)"
2271,3,O,"(41.605587, 2.289867)"
2204,8,E,"(41.60554, 2.289133)"
2146,4,E,"(41.605829, 2.288825)"
2146,6,E,"(41.605817, 2.288936)"
2204,4,E,"(41.605683, 2.289164)"
2146,8,E,"(41.605802, 2.289091)"
2204,2,E,"(41.605761, 2.289182)"
2204,3,O,"(41.605614, 2.289231)"
2204,7,O,"(41.605433, 2.289197)"
2263,4-6,E,"(41.60544, 2.290367)"
2204,9,O,"(41.60537, 2.289182)"
1886,9,O,"(41.604962, 2.288359)"
1886,4,E,"(41.60518, 2.28817)"
1886,2,E,"(41.605226, 2.28818)"
1886,6,E,"(41.605131, 2.288159)"
1886,3,O,"(41.605154, 2.288402)"
1886,5,O,"(41.605072, 2.288387)"
2271,9,O,"(41.604912, 2.289802)"
2045,7,O,"(41.605216, 2.289234)"
2045,9,O,"(41.605212, 2.28928)"
2045,5,O,"(41.605224, 2.289158)"
2744,1,O,"(41.621699, 2.293107)"
1982,7,B,"(41.621682, 2.295135)"
1982,5,B,"(41.621951, 2.294521)"
1982,4,B,"(41.621769, 2.294503)"
1982,6,B,"(41.62191, 2.295159)"
1982,3,B,"(41.621577, 2.294485)"
1982,2,B,"(41.621404, 2.294469)"
1982,1,B,"(41.621202, 2.294447)"
2088,1,O,"(41.619108, 2.292752)"
2110,9,B,"(41.618905, 2.292825)"
2110,8,B,"(41.618801, 2.292796)"
2236,4,E,"(41.620849, 2.294383)"
2236,2,E,"(41.620673, 2.294366)"
2236,6,E,"(41.621033, 2.294608)"
2088,8,E,"(41.619289, 2.292958)"
2088,6,E,"(41.619233, 2.292938)"
2181,1,O,"(41.619041, 2.29291)"
2088,4,E,"(41.619161, 2.292921)"
2181,4,E,"(41.618892, 2.292948)"
2181,2,E,"(41.6189, 2.292909)"
2181,5,O,"(41.619031, 2.292972)"
2181,6,E,"(41.61888, 2.293004)"
2181,7,O,"(41.618995, 2.293164)"
2076,7,O,"(41.61501, 2.292841)"
2349,6,E,"(41.618451, 2.292783)"
2110,7,B,"(41.618702, 2.29276)"
2110,6,B,"(41.618622, 2.292737)"
2349,2,E,"(41.618482, 2.292631)"
2233,8,E,"(41.617697, 2.291807)"
2233,4,E,"(41.617603, 2.291782)"
2233,6,E,"(41.617634, 2.291792)"
2223,5,O,"(41.618028, 2.292544)"
2222,9,O,"(41.617703, 2.292233)"
2222,7,O,"(41.617671, 2.292225)"
2222,5,O,"(41.617614, 2.292209)"
2222,3,O,"(41.61758, 2.292199)"
2223,8,E,"(41.617909, 2.29254)"
2223,9,O,"(41.617977, 2.292768)"
2223,7,O,"(41.618007, 2.292646)"
2222,8,E,"(41.617673, 2.292353)"
2330,1,O,"(41.61759, 2.291189)"
2233,9,O,"(41.617721, 2.291598)"
2330,9,O,"(41.617575, 2.29253)"
2233,7,O,"(41.617678, 2.291584)"
2233,5,O,"(41.617617, 2.291566)"
2233,3,O,"(41.617588, 2.291556)"
2233,2,E,"(41.617535, 2.29176)"
2222,1,O,"(41.617494, 2.292178)"
2330,6,E,"(41.617383, 2.292052)"
2330,3,O,"(41.61756, 2.291334)"
2330,8,E,"(41.617332, 2.29237)"
2233,1,O,"(41.617541, 2.291541)"
2349,8,E,"(41.618425, 2.292906)"
2223,11,O,"(41.617943, 2.29291)"
2138,2,E,"(41.616168, 2.291836)"
2138,1,O,"(41.616279, 2.292122)"
2138,4-8,E,"(41.616142, 2.292023)"
1899,9,O,"(41.615678, 2.291823)"
1899,7,O,"(41.615693, 2.291725)"
1899,3,O,"(41.61571, 2.291606)"
1899,1,O,"(41.615719, 2.291553)"
1943,2,E,"(41.615361, 2.291199)"
2524,1,O,"(41.614682, 2.292732)"
2100,2,E,"(41.6145, 2.290888)"
2100,1,O,"(41.614598, 2.291072)"
2100,4,E,"(41.614489, 2.291027)"
2100,8,E,"(41.614462, 2.291368)"
2100,6,E,"(41.614476, 2.291187)"
2384,2,E,"(41.614102, 2.292509)"
1899,6B,E,"(41.615306, 2.293345)"
2076,9,O,"(41.614994, 2.292964)"
2076,4,E,"(41.614883, 2.292856)"
2076,6,E,"(41.614872, 2.292971)"
2076,8,E,"(41.614863, 2.29304)"
2089,8,E,"(41.615517, 2.294438)"
2411,2,E,"(41.614467, 2.29316)"
2113,9,O,"(41.61448, 2.293382)"
2113,7,O,"(41.614197, 2.293297)"
2089,6,E,"(41.615441, 2.294425)"
1796,1,O,"(41.615383, 2.294523)"
2113,5,O,"(41.614072, 2.293266)"
2113,6,E,"(41.614162, 2.293472)"
2325,9,O,"(41.614472, 2.294889)"
1796,6,E,"(41.615172, 2.295226)"
2086,2-4,E,"(41.613534, 2.290753)"
2086,3,O,"(41.613661, 2.290873)"
2086,6,E,"(41.613482, 2.291068)"
2044,1,O,"(41.613977, 2.291304)"
2044,2,E,"(41.613873, 2.291199)"
2044,4,E,"(41.61385, 2.291356)"
2044,5,O,"(41.613946, 2.291514)"
2044,7,O,"(41.613939, 2.291567)"
2044,6,E,"(41.613834, 2.291479)"
2044,8,E,"(41.613829, 2.291511)"
2086,8,E,"(41.613466, 2.291176)"
2086,7,O,"(41.613604, 2.291279)"
2086,9,O,"(41.613589, 2.291396)"
2084,9,O,"(41.61323, 2.291223)"
2084,7,O,"(41.613245, 2.291136)"
2084,6,E,"(41.613122, 2.291438)"
2294,8-12,E,"(41.612934, 2.292343)"
2044,9,O,"(41.613923, 2.291685)"
2294,3,O,"(41.613064, 2.29198)"
2294,7,O,"(41.613044, 2.292236)"
2294,2,E,"(41.612963, 2.291986)"
2294,5,O,"(41.613049, 2.292174)"
2294,6,E,"(41.612946, 2.292182)"
2294,9,O,"(41.613038, 2.292306)"
2176,9,O,"(41.612335, 2.290542)"
2403,5,O,"(41.612609, 2.292389)"
2113,4,E,"(41.614006, 2.29343)"
2113,3,O,"(41.614008, 2.293249)"
2113,2,E,"(41.6138, 2.293395)"
1917,9,O,"(41.613808, 2.294432)"
1917,7,O,"(41.613725, 2.294405)"
1917,5,O,"(41.613646, 2.294379)"
1917,8,E,"(41.613717, 2.294571)"
1917,6,E,"(41.613648, 2.294549)"
1917,3,O,"(41.613576, 2.29436)"
1917,1,O,"(41.613491, 2.294332)"
1917,4,E,"(41.613587, 2.29453)"
1917,2,E,"(41.61353, 2.294516)"
2342,3,O,"(41.613536, 2.294731)"
2342,9,O,"(41.613727, 2.294836)"
2342,7,O,"(41.61366, 2.2948)"
2342,1,O,"(41.613475, 2.294698)"
2342,5,O,"(41.613598, 2.294767)"
2054,6,E,"(41.611938, 2.294847)"
2054,8,E,"(41.611921, 2.294941)"
1884,1,O,"(41.611409, 2.291923)"
1884,5,O,"(41.611561, 2.291958)"
1884,3,O,"(41.611489, 2.291941)"
1884,8,E,"(41.611599, 2.292111)"
1884,7,O,"(41.611629, 2.291973)"
1884,9,O,"(41.611682, 2.291987)"
1884,6,E,"(41.61142, 2.292076)"
2216,9,O,"(41.61036, 2.29138)"
2216,1,O,"(41.610392, 2.291095)"
2216,3,O,"(41.610379, 2.291207)"
2216,5,O,"(41.610372, 2.291266)"
2216,7,O,"(41.610365, 2.291325)"
2216,8,E,"(41.61025, 2.29127)"
2063,7,O,"(41.609804, 2.290924)"
2063,9,O,"(41.609784, 2.291073)"
2052,2,E,"(41.611259, 2.294592)"
2052,1,O,"(41.611565, 2.294581)"
2052,4,E,"(41.610942, 2.294849)"
1909,8,E,"(41.609452, 2.294317)"
1909,9,O,"(41.609591, 2.294215)"
1909,6,E,"(41.609465, 2.294228)"
2094,6,E,"(41.608774, 2.290759)"
2094,9,O,"(41.609216, 2.290518)"
2094,5,O,"(41.609036, 2.290508)"
2094,8,E,"(41.608969, 2.290749)"
1921,1,O,"(41.608922, 2.291035)"
1921,4,E,"(41.608828, 2.290971)"
1921,6,E,"(41.608825, 2.291038)"
1921,5,O,"(41.608913, 2.291207)"
1921,8,E,"(41.608821, 2.291105)"
2114,3,O,"(41.608916, 2.292825)"
1921,7,O,"(41.608909, 2.291305)"
2114,5,O,"(41.609004, 2.292838)"
2114,1,O,"(41.60887, 2.292817)"
2094,4,E,"(41.608617, 2.290766)"
2297,3,O,"(41.60833, 2.291753)"
2297,7,O,"(41.608424, 2.29178)"
2297,9,O,"(41.608467, 2.291792)"
2297,5,O,"(41.608375, 2.291766)"
2094,2,E,"(41.608356, 2.290782)"
2114,7,O,"(41.609071, 2.292848)"
2114,9,O,"(41.609139, 2.292858)"
2218,4,E,"(41.609064, 2.293908)"
2218,2,E,"(41.609076, 2.293817)"
2218,3,O,"(41.609187, 2.293919)"
2218,5,O,"(41.609175, 2.293993)"
2218,6,E,"(41.609051, 2.294001)"
2218,7,O,"(41.609159, 2.294082)"
2218,9,O,"(41.609147, 2.294174)"
2218,8,E,"(41.60904, 2.294084)"
2126,1,O,"(41.607909, 2.293705)"
2022,1,O,"(41.608174, 2.293873)"
2022,5,O,"(41.608178, 2.293971)"
2022,2,E,"(41.607989, 2.293743)"
2022,4,E,"(41.607996, 2.293986)"
2081,1,B,"(41.607704, 2.293595)"
2126,3,O,"(41.607824, 2.293882)"
2127,7,O,"(41.607204, 2.294002)"
2127,5,O,"(41.607132, 2.293975)"
2022,6,E,"(41.608001, 2.294165)"
2022,7,O,"(41.608182, 2.294114)"
2022,9,O,"(41.608183, 2.294282)"
2022,8,E,"(41.608004, 2.294247)"
2018,1,O,"(41.607895, 2.294431)"
2018,2,E,"(41.607801, 2.294407)"
2018,3,O,"(41.607867, 2.294563)"
2018,4,E,"(41.607775, 2.294543)"
2018,8,E,"(41.607743, 2.294713)"
2018,5,O,"(41.60785, 2.294641)"
2018,7,O,"(41.607837, 2.294722)"
2018,6,E,"(41.607758, 2.29463)"
2018,9,O,"(41.607822, 2.294801)"
2127,9,O,"(41.607275, 2.294024)"
2400,8,E,"(41.606425, 2.29209)"
2400,6,E,"(41.606047, 2.292043)"
2400,5,O,"(41.606406, 2.291623)"
2400,3,O,"(41.606064, 2.291578)"
2400,4,E,"(41.605689, 2.291993)"
2263,5,O,"(41.605453, 2.290739)"
2400,2,E,"(41.60533, 2.291946)"
2263,7,O,"(41.605282, 2.290737)"
2400,1,O,"(41.605709, 2.291532)"
2407,7,O,"(41.604963, 2.29104)"
2263,9,O,"(41.605119, 2.29073)"
2407,9,O,"(41.604844, 2.291005)"
2347,1-3,O,"(41.605063, 2.291534)"
2185,9,O,"(41.604965, 2.292806)"
2347,5,O,"(41.604871, 2.291479)"
2347,9,O,"(41.604763, 2.291446)"
2185,3,O,"(41.604716, 2.29283)"
2127,3,O,"(41.607, 2.293931)"
2127,1,O,"(41.606907, 2.293896)"
2323,3,O,"(41.605984, 2.293553)"
2195,5,O,"(41.606747, 2.294297)"
2127,4,E,"(41.606861, 2.29404)"
2127,6,E,"(41.606935, 2.29406)"
2127,8,E,"(41.607003, 2.294085)"
2127,2,E,"(41.606809, 2.294023)"
2195,3,O,"(41.60676, 2.294204)"
2323,2,E,"(41.605607, 2.293283)"
2195,7,O,"(41.606741, 2.294396)"
2195,9,O,"(41.60674, 2.294476)"
2323,8,E,"(41.606163, 2.294338)"
2323,6,E,"(41.606126, 2.294154)"
2185,7,O,"(41.604881, 2.292854)"
2185,5,O,"(41.604801, 2.292846)"
2142,7,O,"(41.604696, 2.293562)"
2361,9,O,"(41.605307, 2.294455)"
2361,7,O,"(41.605306, 2.294404)"
2361,2,E,"(41.605218, 2.294191)"
2361,4,E,"(41.605224, 2.294282)"
2361,6,E,"(41.605235, 2.294405)"
2149,7,O,"(41.607601, 2.295278)"
2149,9,O,"(41.607843, 2.295359)"
2039,9,O,"(41.607821, 2.29622)"
2039,7,O,"(41.607623, 2.296151)"
2149,5,O,"(41.607564, 2.295268)"
2149,3,O,"(41.607473, 2.295235)"
2149,1,O,"(41.607419, 2.29522)"
2149,6,E,"(41.607353, 2.295414)"
2149,8,E,"(41.607495, 2.295545)"
2149,2,E,"(41.607235, 2.295366)"
2149,4,E,"(41.607293, 2.295389)"
2039,3,O,"(41.607339, 2.296071)"
2039,5,O,"(41.607459, 2.296107)"
2039,1,O,"(41.607119, 2.296006)"
2039,4,E,"(41.60726, 2.296317)"
2039,6,E,"(41.607444, 2.29637)"
2039,8,E,"(41.607552, 2.296401)"
2385,7,O,"(41.605842, 2.29652)"
2433,5,O,"(41.60569, 2.295972)"
2433,1,O,"(41.605717, 2.295832)"
2433,7,O,"(41.605677, 2.29604)"
1905,8,E,"(41.605068, 2.295208)"
1905,6,E,"(41.605037, 2.295208)"
1905,4,E,"(41.604973, 2.295208)"
1905,2,E,"(41.604912, 2.295208)"
2385,9,O,"(41.605888, 2.296532)"
2385,3,O,"(41.6057, 2.296483)"
2385,5,O,"(41.60577, 2.296505)"
