ANY,IDENTIFICADOR,NOM,ADREÇA,BARRI,CODI CATEGORIA,CATEGORIA,GRUP,DATA LLICÈNCIA,LOCALITZACIÓ
2015,102462,TIERRA EXÒTICA,,,masco,mascotes,"Lleure, cultura i esport",,"(41.604815, 2.283301)"
2015,102456,Somnium,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.611345, 2.28983)"
2015,102257,Magda Perruqueria,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.598435, 2.289999)"
2015,102255,Font Intim Intima,,,moda,roba i complements,Roba i calçat,,"(41.608249, 2.288062)"
2015,102251,BBVA,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.60953, 2.289303)"
2015,102249,Santander,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.609425, 2.289646)"
2015,102248,Viaplana,,,carn,carnisseria,Alimentació,,"(41.608578, 2.287576)"
2015,102244,First Stop,,,tall,taller mecànic,Serveis a vehicles,,"(41.610361, 2.291575)"
2015,102243,Ruyper,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.604514, 2.285778)"
2015,102239,Floristeria Carles,,,flor,floristeria,"Perfumeria, perruqueria i complements",,"(41.603294, 2.287485)"
2015,102234,BBVA,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.608734, 2.288451)"
2015,102232,CatalunyaCaixa,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.608968, 2.288739)"
2015,102230,Misako,,,moda,roba i complements,Roba i calçat,,"(41.608423, 2.28876)"
2015,102228,Ferreteria Canal,,,ferret,ferreteria,"Decoració de la llar, mobiliari i regal",,"(41.609006, 2.28858)"
2015,102226,Farmàcia Arimany,,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.608944, 2.28891)"
2015,102222,Tomàs Colomer,,,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",,"(41.607753, 2.288715)"
2015,102214,La Paradeta,,,past,pastisseria,Alimentació,,"(41.6073, 2.288618)"
2015,102213,Sant Jordi,,,forn,forn de pa,Alimentació,,"(41.612967, 2.291495)"
2015,102211,Frankfurt 92,,,bar,bar,"Lleure, cultura i esport",,"(41.605059, 2.286242)"
2015,102210,Bazar Oriente,,,basar,basar,"Decoració de la llar, mobiliari i regal",,"(41.61275, 2.291443)"
2015,102202,CAIXA D`ESTALVIS DE TARRAGONA,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.611529, 2.291065)"
2015,101021,El Centre De Bellesa I Salut,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.608769, 2.286448)"
2015,101016,Levi's,,,moda,roba i complements,Roba i calçat,,"(41.608639, 2.287261)"
2015,101014,Lurdes Bergada,,,moda,roba i complements,Roba i calçat,,"(41.608568, 2.287649)"
2015,101013,L'Encant,,,cafe,cafeteria,"Lleure, cultura i esport",,"(41.607826, 2.287368)"
2015,101011,Restaurant La Font,,,rest,restaurant,"Lleure, cultura i esport",,"(41.607161, 2.28694)"
2015,101009,Banco Pastor,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.605639, 2.288024)"
2015,101007,CPV Arquitectes,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.605546, 2.287033)"
2015,101004,MOAC,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.597534, 2.287468)"
2015,100999,Ferrer & Ojeda,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.609116, 2.287541)"
2015,100995,BR TRE-BOS,,,bar,bar,"Lleure, cultura i esport",,"(41.597437, 2.288261)"
2015,101139,CAJA DE AHORROS COMARCAL DE MANLLEU,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.61735, 2.291693)"
2015,101137,Institut Tecnològic Ortopèdic,,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.609254, 2.290803)"
2015,101131,Imma Perruquers,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.605531, 2.291098)"
2015,102443,CatalunyaCaixa,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.602143, 2.290643)"
2015,102439,Mercadona,,,ccom,supermercat,Alimentació,,"(41.600643, 2.290594)"
2015,102432,Loterías Y Apuestas Del Estado N. 8,,,lote,loteries i apostes,"Lleure, cultura i esport",,"(41.604689, 2.284277)"
2015,102423,FasFoto,,,foto,fotografia,Serveis tècnics i professionals,,"(41.612229, 2.29011)"
2015,102422,Mordisquito,,,bar,bar,"Lleure, cultura i esport",,"(41.61205, 2.290076)"
2015,102421,BAR RESTAURANT HORUS,,,bar,bar,"Lleure, cultura i esport",,"(41.605223, 2.283731)"
2015,102420,NOU MIL.LENI ASSESSORAMENT D'EMPRESES SL,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.605233, 2.284902)"
2015,102418,PARMATEX S.L.,,,moda,roba i complements,Roba i calçat,,"(41.604353, 2.284296)"
2015,102412,Beni Adri,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.603792, 2.284571)"
2015,102407,Bar Taco,,,bar,bar,"Lleure, cultura i esport",,"(41.612878, 2.291817)"
2015,102405,TALLER  REPARACION,,,tall,taller mecànic,Serveis a vehicles,,"(41.608896, 2.291765)"
2015,102402,Ortopèdia Del Vallès,,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.605735, 2.285779)"
2015,102396,Villa Viatges,,,viat,agència de viatges,"Lleure, cultura i esport",,"(41.611346, 2.291318)"
2015,102394,Europerruqueria EJR,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.612353, 2.291626)"
2015,102392,SARA CARNICERIA,,,xarc,xarcuteria,Alimentació,,"(41.612261, 2.290541)"
2015,101404,Jano,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.613987, 2.286881)"
2015,102194,Bellesa 2000,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.60723, 2.28794)"
2015,102193,Artiaga,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.607228, 2.287874)"
2015,102183,Rakke,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.606066, 2.286371)"
2015,102181,Fruites I Verdures,,,fruit,fruites i verdures,Alimentació,,"(41.604934, 2.287037)"
2015,102178,Pell Tolrà,,,saba,sabateria,Roba i calçat,,"(41.60841, 2.287101)"
2015,102172,Coll Informàtica,,,info,informàtica,Serveis tècnics i professionals,,"(41.602905, 2.285016)"
2015,102170,Radelco,,,info,informàtica,Serveis tècnics i professionals,,"(41.602957, 2.28547)"
2015,102164,Manuel Serrano,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.613394, 2.289785)"
2015,102162,Claxon,,,moda,roba i complements,Roba i calçat,,"(41.608007, 2.288776)"
2015,100608,Bar Can Mesa,,,bar,bar,"Lleure, cultura i esport",,"(41.611317, 2.302295)"
2015,100412,Saras,,,benz,benzinera,Serveis a vehicles,,"(41.611623, 2.30247)"
2015,101238,Toldos Condom,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.604528, 2.293665)"
2015,101278,Imid Vallès,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.605134, 2.29418)"
2015,100642,"FINESPORTS, SL",,,espop,gimnàs,"Lleure, cultura i esport",,"(41.600844, 2.296169)"
2015,100644,Domingo SL,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.611441, 2.29548)"
2015,101241,Restaurant Grivé,,,rest,restaurant,"Lleure, cultura i esport",,"(41.612024, 2.295844)"
2015,101400,Autoescola Granollers,,,auto,autoescola,Serveis tècnics i professionals,,"(41.615804, 2.290984)"
2015,101377,Consulta Veterinària Salvador Girbau,,,vete,veterinaris,Serveis tècnics i professionals,,"(41.618075, 2.291701)"
2015,101274,Cuesta-Pol S.L,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.60741, 2.296975)"
2015,101270,Cal Tretó,,,carn,carnisseria,Alimentació,,"(41.614013, 2.290671)"
2015,101260,ALMACENES BARCELONA,,,moda,roba i complements,Roba i calçat,,"(41.618543, 2.292417)"
2015,101253,J. Plana,,,forn,forn de pa,Alimentació,,"(41.599877, 2.288853)"
2015,101012,General Optica,,,opti,òptica,Serveis tècnics i professionals,,"(41.60827, 2.287515)"
2015,101080,Inhala,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.607456, 2.287559)"
2015,101056,Movistar,,,movi,telefonia,Serveis tècnics i professionals,,"(41.606408, 2.288672)"
2015,101051,Trama 70,,,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.594797, 2.289912)"
2015,101046,Mezza Luna,,,rest,restaurant,"Lleure, cultura i esport",,"(41.603057, 2.288009)"
2015,101211,Fruteria Josefina,,,fruit,fruites i verdures,Alimentació,,"(41.591214, 2.287671)"
2015,101175,"PIANO BLAU PRODUCCIONS, SA",,,disco,bar musical,"Lleure, cultura i esport",,"(41.604239, 2.291898)"
2015,101171,Depiline Center,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.612478, 2.290201)"
2015,101161,Alter Salut,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.612521, 2.290208)"
2015,101156,Gabinet Recuperació Funcional,,,cons,centre de salut,Serveis tècnics i professionals,,"(41.610218, 2.291716)"
2015,101146,Cafè Bar Amistad,,,bar,bar,"Lleure, cultura i esport",,"(41.602235, 2.29063)"
2015,102092,Tentazioni,,,moda,roba i complements,Roba i calçat,,"(41.608577, 2.28695)"
2015,101996,Mango,,,moda,roba i complements,Roba i calçat,,"(41.608637, 2.286587)"
2015,101977,Imaginarium,,,infant,infants roba i joguines,Roba i calçat,,"(41.608781, 2.286397)"
2015,100977,Africa Complements,,,moda,roba i complements,Roba i calçat,,"(41.608711, 2.286209)"
2015,101627,La Perla Gris,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.609153, 2.286281)"
2015,100829,La Granja,,,rapi,bar i menjar ràpid,"Lleure, cultura i esport",,"(41.609085, 2.286725)"
2015,101041,"RODRIGUEZ*PASTOR,JOSE JESUS",,,colma,queviures al detall,Alimentació,,"(41.609217, 2.286915)"
2015,101611,Margaret Perruquers,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.609122, 2.287084)"
2015,101037,Ego - Josep Miquel,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.609231, 2.287103)"
2015,102068,CONSTRUCCIONS DURAN SA,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.60511, 2.288376)"
2015,101797,El Passeig,,,forn,forn de pa,Alimentació,,"(41.604784, 2.288302)"
2015,102167,Bankinter,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.604741, 2.28805)"
2015,101799,AFROS,,,moda,roba i complements,Roba i calçat,,"(41.60456, 2.28826)"
2015,102309,Cristoffoli,,,moda,roba i complements,Roba i calçat,,"(41.604376, 2.287982)"
2015,103892,Farmàcia Dalmau,,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.604032, 2.290679)"
2015,103891,Bar Timanfaya II,,,bar,bar,"Lleure, cultura i esport",,"(41.61265, 2.290253)"
2015,103884,Eila Cosmètics,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.602491, 2.287813)"
2015,103879,"BARREIROS*GALLART,DAVID",,,bar,bar,"Lleure, cultura i esport",,"(41.613104, 2.266295)"
2015,102520,CatalunyaCaixa,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.614305, 2.275718)"
2015,101649,Bar Rumi,,,bar,bar,"Lleure, cultura i esport",,"(41.611935, 2.278735)"
2015,101639,Restaurant L'Ancora,,,rest,restaurant,"Lleure, cultura i esport",,"(41.611475, 2.278235)"
2015,100861,Salvador Cruz,,,tall,taller mecànic,Serveis a vehicles,,"(41.610321, 2.277126)"
2015,100927,"CONSTRUCCIONES MECANICAS, R.C., SCCL",,,maqui,maquinària,Serveis tècnics i professionals,,"(41.611773, 2.277834)"
2015,101770,Inmodinamic,,,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.612782, 2.279143)"
2015,101753,Portes I Cuines Kader,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.614584, 2.279743)"
2015,101765,Gabinet D'Infermeria I Podologia,,,cons,centre de salut,Serveis tècnics i professionals,,"(41.614007, 2.282501)"
2015,100903,BAR IBIZA II,,,bar,bar,"Lleure, cultura i esport",,"(41.614164, 2.280709)"
2015,101665,Bar Fernández García,,,bar,bar,"Lleure, cultura i esport",,"(41.61322, 2.280906)"
2015,100881,Carniceria Noor,,,carn,carnisseria,Alimentació,,"(41.613799, 2.283033)"
2015,101895,Dalmata,,,masco,mascotes,"Lleure, cultura i esport",,"(41.613669, 2.282983)"
2015,102017,Finsobe-Moya,,,auto,autoescola,Serveis tècnics i professionals,,"(41.613117, 2.28247)"
2015,102020,Schlecker,,,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.612892, 2.282358)"
2015,103164,BAR ¡ANTIGUA I LA GRALLA!,,,bar,bar,"Lleure, cultura i esport",,"(41.621883, 2.295062)"
2015,103277,Centre De Diàlisi Fresenius Medical Care,,,cons,centre de salut,Serveis tècnics i professionals,,"(41.598924, 2.286382)"
2015,103430,ANNA MARIN SEGARRA,,,moda,roba i complements,Roba i calçat,,"(41.606045, 2.287742)"
2015,102609,"VALERO*NAVARRO,BARTOLOME",,,bar,bar,"Lleure, cultura i esport",,"(41.613681, 2.290775)"
2015,102602,CARNISSERIA MARC RICART I FONT,,,carn,carnisseria,Alimentació,,"(41.608639, 2.286097)"
2015,103337,XAVIER RASCON NOVOA,,,carn,carnisseria,Alimentació,,"(41.608612, 2.286095)"
2015,103042,CARNS HOMS S.C.P.,,,carn,carnisseria,Alimentació,,"(41.608589, 2.286091)"
2015,102817,MILAGROS LLORENTE ESTEBAN,,,colma,queviures al detall,Alimentació,,"(41.608509, 2.286078)"
2015,103600,SANTIAGO ROSAS SALA,,,rapi,bar i menjar ràpid,"Lleure, cultura i esport",,"(41.608387, 2.286058)"
2015,102703,DOLORS SALARICH SOLA,,,fruit,fruites i verdures,Alimentació,,"(41.608301, 2.286047)"
2015,103160,"CARNISSERIA XARCUTERIA HERMANOS ESPARZA MARTIN,SL",,,carn,carnisseria,Alimentació,,"(41.608336, 2.28592)"
2015,103599,CARNS HOMS,,,carn,carnisseria,Alimentació,,"(41.608397, 2.285932)"
2015,103601,CONGELADOS CUATRO ESTRELLAS,,,cong,congelats,Alimentació,,"(41.608378, 2.285927)"
2015,103056,"MALTAS*AYMA,ANGELINA",,,colma,queviures al detall,Alimentació,,"(41.608441, 2.28594)"
2015,102653,"TURA*PASCUAL,MAGDALENA",,,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.608477, 2.285945)"
2015,102916,EL REBOST D'EN PORTET SL,,,ccom,supermercat,Alimentació,,"(41.60852, 2.285953)"
2015,102595,LLUIS PODALL FARRUS,,,peix,peix i marisc,Alimentació,,"(41.608608, 2.285965)"
2015,102672,"MARES*PAIRET,JOAN",,,peix,peix i marisc,Alimentació,,"(41.608586, 2.28596)"
2015,103197,"COMAS*PASCUAL,FRANCISCO",,,peix,peix i marisc,Alimentació,,"(41.60863, 2.285968)"
2015,101968,Layon,,,rest,restaurant,"Lleure, cultura i esport",,"(41.609039, 2.285939)"
2015,102535,Springfield,,,moda,roba i complements,Roba i calçat,,"(41.606071, 2.28857)"
2015,101100,Vint-I-Tres,,,infant,infants roba i joguines,Roba i calçat,,"(41.607756, 2.288974)"
2015,101098,Fil A L'Agulla,,,merce,merceria i llenceria,"Perfumeria, perruqueria i complements",,"(41.607062, 2.289323)"
2015,100934,BAR PAREDES 2,,,bar,bar,"Lleure, cultura i esport",,"(41.61415, 2.283125)"
2015,100911,BBVA,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.613191, 2.282505)"
2015,100876,Vied Consultors,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.598102, 2.286556)"
2015,101191,Shinryu Kan,,,espop,gimnàs,"Lleure, cultura i esport",,"(41.616522, 2.291866)"
2015,100854,Joan Sitjes,,,moda,roba i complements,Roba i calçat,,"(41.607823, 2.287941)"
2015,105056,-,,,basar,basar,"Decoració de la llar, mobiliari i regal",,"(41.605813, 2.288035)"
2015,103877,BAR LA VOZ,,,bar,bar,"Lleure, cultura i esport",,"(41.607944, 2.288132)"
2015,103902,Manuel Serrano,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.6088, 2.284318)"
2015,103900,Marbó Perruquers,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.614243, 2.290753)"
2015,103895,Locutorio Telegiros,,,locu,locutori,Serveis tècnics i professionals,,"(41.613394, 2.279934)"
2015,102087,ZARA,,,moda,roba i complements,Roba i calçat,,"(41.606346, 2.28866)"
2015,101982,Ferreres,,,saba,sabateria,Roba i calçat,,"(41.606244, 2.288388)"
2015,102142,Mackey,,,moda,roba i complements,Roba i calçat,,"(41.606194, 2.288377)"
2015,101981,Flap Sports,,,ardep,articles esportius,"Lleure, cultura i esport",,"(41.606099, 2.288365)"
2015,100721,El Cisne,,,rest,restaurant,"Lleure, cultura i esport",,"(41.606071, 2.288585)"
2015,101846,Forn De L'Espinasa,,,forn,forn de pa,Alimentació,,"(41.605985, 2.288567)"
2015,102235,La Caixa,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.608535, 2.288771)"
2015,102227,Caixa Penedès,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.60904, 2.288999)"
2015,102156,P. Bretcha,,,forn,forn de pa,Alimentació,,"(41.609077, 2.289209)"
2015,102153,Banco Popular,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.608983, 2.289197)"
2015,102151,Licoreria Moreno,,,bode,bodega,Alimentació,,"(41.608753, 2.289159)"
2015,102148,Atalaya Perfumeria,,,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.608571, 2.289136)"
2015,102277,Porta,,,moda,roba i complements,Roba i calçat,,"(41.609233, 2.289044)"
2015,102275,Tarrats 2,,,moda,roba i complements,Roba i calçat,,"(41.609555, 2.289114)"
2015,102128,Just,,,xarc,xarcuteria,Alimentació,,"(41.609699, 2.289151)"
2015,101124,GAES,,,cons,centre de salut,Serveis tècnics i professionals,,"(41.609232, 2.289604)"
2015,102272,Margarida,,,forn,forn de pa,Alimentació,,"(41.61057, 2.28626)"
2015,100762,Ressonància Granollers,,,cons,centre de salut,Serveis tècnics i professionals,,"(41.610492, 2.286966)"
2015,101556,Doctor Santi Ribell,,,vete,veterinaris,Serveis tècnics i professionals,,"(41.610555, 2.287601)"
2015,101953,Armeria J. Mas,,,ardep,articles esportius,"Lleure, cultura i esport",,"(41.610458, 2.287281)"
2015,101897,Santamaria,,,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal",,"(41.612694, 2.282502)"
2015,100671,BAR SABOR LATINO,,,bar,bar,"Lleure, cultura i esport",,"(41.612507, 2.282329)"
2015,102034,JAMONES FERNANDEZ DORADO,,,xarc,xarcuteria,Alimentació,,"(41.612465, 2.282288)"
2015,100925,Di Parch,,,bar,bar,"Lleure, cultura i esport",,"(41.612123, 2.28203)"
2015,101785,FERRETERIA NORTH,,,ferret,ferreteria,"Decoració de la llar, mobiliari i regal",,"(41.611858, 2.281601)"
2015,100865,Sense Nom,,,tall,taller mecànic,Serveis a vehicles,,"(41.612784, 2.282099)"
2015,101775,Comercial Martínez,,,ardep,articles esportius,"Lleure, cultura i esport",,"(41.611791, 2.281266)"
2015,101935,Tabacs,,,estanc,estanc,"Lleure, cultura i esport",,"(41.603646, 2.283025)"
2015,101937,Bar Graper,,,bar,bar,"Lleure, cultura i esport",,"(41.603937, 2.283048)"
2015,102501,Cajamar,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.604283, 2.283101)"
2015,100929,Naturhouse,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.604917, 2.283148)"
2015,101879,La Fusta,,,bar,bar,"Lleure, cultura i esport",,"(41.605382, 2.283202)"
2015,102149,El Racó,,,forn,forn de pa,Alimentació,,"(41.605857, 2.283227)"
2015,101389,Camps Joiers,,,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",,"(41.606158, 2.283266)"
2015,101910,Peluquería,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.606362, 2.282968)"
2015,102029,Gestió Directa,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.605401, 2.281931)"
2015,102326,Sanyé,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.604054, 2.284793)"
2015,102176,Pimkie,,,moda,roba i complements,Roba i calçat,,"(41.60867, 2.287072)"
2015,101017,Fete,,,moda,roba i complements,Roba i calçat,,"(41.608664, 2.287152)"
2015,102374,Jordi Ribó Fotògraf,,,foto,fotografia,Serveis tècnics i professionals,,"(41.60831, 2.28639)"
2015,102361,TOT MODA,,,moda,roba i complements,Roba i calçat,,"(41.608304, 2.286465)"
2015,101980,Llibreria Santa Anna,,,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.608852, 2.286139)"
2015,100837,Ferrer Select,,,forn,forn de pa,Alimentació,,"(41.607462, 2.2862)"
2015,101033,Eurekakids,,,infant,infants roba i joguines,Roba i calçat,,"(41.60846, 2.287571)"
2015,101015,La Gralla,,,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.608578, 2.287487)"
2015,103388,El Repunt,,,moda,roba i complements,Roba i calçat,,"(41.609257, 2.286763)"
2015,103166,MANEL MARIN JANE,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.610196, 2.286967)"
2015,103597,Anònims,,,rest,restaurant,"Lleure, cultura i esport",,"(41.605447, 2.286368)"
2015,103419,Vallesfarma,,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.610825, 2.290296)"
2015,103117,Movistar,,,movi,telefonia,Serveis tècnics i professionals,,"(41.60981, 2.289377)"
2015,103319,Caussa,,,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.609993, 2.289225)"
2015,103458,Opyce,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.611225, 2.29096)"
2015,102021,Ceràmicas Alba,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.612816, 2.282342)"
2015,102015,Forn de Pa P. Bretcha,,,forn,forn de pa,Alimentació,,"(41.613485, 2.282693)"
2015,102013,Bar Brunat,,,bar,bar,"Lleure, cultura i esport",,"(41.613878, 2.28286)"
2015,102009,Rebradent,,,dent,dentista,Serveis tècnics i professionals,,"(41.606992, 2.286356)"
2015,102002,Farmàcia Torrents,,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.607435, 2.288863)"
2015,103878,Mans Per Tu,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.609649, 2.28437)"
2015,103874,Supersfruits,,,fruit,fruites i verdures,Alimentació,,"(41.606216, 2.289864)"
2015,103872,Maria Sierra,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.610221, 2.292915)"
2015,103999,Clínica Dental Yagüe,,,dent,dentista,Serveis tècnics i professionals,,"(41.606249, 2.282969)"
2015,102867,Twin's & Mur,,,moda,roba i complements,Roba i calçat,,"(41.607604, 2.287097)"
2015,104026,Fotomecànica Granollers,,,impr,impressió i arts gràfiques,Serveis tècnics i professionals,,"(41.601297, 2.284696)"
2015,104032,COMERCIAL MARVI EINES 1 S.L.,,,ferret,ferreteria,"Decoració de la llar, mobiliari i regal",,"(41.618095, 2.292318)"
2015,101540,Ballús,,,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",,"(41.610461, 2.288355)"
2015,101087,Institut Oftalmològic Camins,,,opti,òptica,Serveis tècnics i professionals,,"(41.610418, 2.288679)"
2015,100760,Toka,,,lote,loteries i apostes,"Lleure, cultura i esport",,"(41.61019, 2.290354)"
2015,100811,Lapònia,,,cafe,cafeteria,"Lleure, cultura i esport",,"(41.609928, 2.290256)"
2015,102259,Lupo,,,vete,veterinaris,Serveis tècnics i professionals,,"(41.609908, 2.290394)"
2015,101987,JUVENT,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.609743, 2.290303)"
2015,101988,Integra,,,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.609719, 2.290508)"
2015,101119,"VENDRELL SAFONT, ROSA MARIA",,,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.609419, 2.289885)"
2015,101150,Sans,,,disco,bar musical,"Lleure, cultura i esport",,"(41.6094, 2.29052)"
2015,101614,Retocs I Cucades,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.609106, 2.287659)"
2015,101620,La Gamba,,,rest,restaurant,"Lleure, cultura i esport",,"(41.608711, 2.287849)"
2015,102000,Show Room Ninfa Tattoos,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.608963, 2.287767)"
2015,101744,JOIERIA DIAMOND,,,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",,"(41.60901, 2.285729)"
2015,101348,3P Mobel,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.609064, 2.285607)"
2015,101687,Azul,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.613786, 2.287879)"
2015,101484,Infològic,,,info,informàtica,Serveis tècnics i professionals,,"(41.612105, 2.288873)"
2015,101085,D'Aubï¿½,,,rest,restaurant,"Lleure, cultura i esport",,"(41.610309, 2.288225)"
2015,101723,Cal Jijonero,,,past,pastisseria,Alimentació,,"(41.60932, 2.287966)"
2015,101721,Herboristeria Pujol,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.609252, 2.287845)"
2015,104533,Guimerà Supermercat,,,ccom,supermercat,Alimentació,,"(41.599597, 2.289015)"
2015,102945,ROCA INSTAL.LACIONS SL,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.585052, 2.284296)"
2015,103023,"CODINA I TORRUELLA, S.L.",,,maqui,maquinària,Serveis tècnics i professionals,,"(41.583186, 2.283612)"
2015,102797,"MARTRAS*DURAN,DOMINGO",,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.577694, 2.282572)"
2015,103313,Nevada I,,,bar,bar,"Lleure, cultura i esport",,"(41.61311, 2.286374)"
2015,103728,Electroahorro,,,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal",,"(41.612068, 2.28592)"
2015,103563,Catalana Occident,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.611877, 2.285829)"
2015,102853,Locutori Sase,,,locu,locutori,Serveis tècnics i professionals,,"(41.613779, 2.287147)"
2015,102624,"RESINA*MORALES,REMEDIOS",,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.602653, 2.285542)"
2015,103235,"LURDES BERGADA,S.A.",,,moda,roba i complements,Roba i calçat,,"(41.600534, 2.286515)"
2015,103237,Superior Restoration Products,,,tall,taller mecànic,Serveis a vehicles,,"(41.600649, 2.287409)"
2015,102651,Tresillos Granollers,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.603058, 2.287935)"
2015,103546,LASER TOUCH SL,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.602627, 2.287611)"
2015,103181,SOLUCIONS DE INVESTIGACIONS I CONEIXEMEN,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.59918, 2.288902)"
