IDENTIFICADOR,ANY,NOM,CODI CATEGORIA,CATEGORIA,GRUP,LOCALITZACIÓ
105643,2017,"UMIKONO, SL",rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.609277, 2.289607)"
105642,2017,"FERRER*MARTIN,JOSE",bar,bar,"Lleure, cultura i esport","(41.604347, 2.287977)"
105640,2017,"ADECCO OUTSOURCING, SA",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.591632, 2.285765)"
105639,2017,"MALDINEY*CASASUS,ALEXIS",audiov,audio i video,Serveis tècnics i professionals,"(41.605405, 2.287443)"
105638,2017,ROJAS I ASSOCIATS SCP,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.611817, 2.289979)"
105637,2017,"GIMENO*RAMOS,ANTONIO",colma,queviures al detall,Alimentació,"(41.607547, 2.283548)"
105635,2017,"VODAFONE ESPAÑA,SAU",movi,telefonia,Serveis tècnics i professionals,"(41.605577, 2.28874)"
105633,2017,AVS LEGAL I ECONOMIC SLP,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.60954, 2.287087)"
105628,2017,"VICENTE*SERRANO,SILVIA",rega,regals i souvenirs,"Decoració de la llar, mobiliari i regal","(41.607476, 2.287061)"
105626,2017,"LOPEZ*AGUILERA,YOLANDA",salud,estètica i bellesa,Serveis tècnics i professionals,"(41.609894, 2.290439)"
105624,2017,"PALMA*MARTIN,GENARA",ardep,articles esportius,"Lleure, cultura i esport","(41.60989, 2.286991)"
104799,2017,TUCUIXI ECOPAÑAL SL,moda,roba i complements,Roba i calçat,"(41.602992, 2.289922)"
104797,2017,ImaginArte,arte,galeria d'art i quadres,"Decoració de la llar, mobiliari i regal","(41.613097, 2.289612)"
104794,2017,Vitaldent,dent,dentista,Serveis tècnics i professionals,"(41.600235, 2.290785)"
104793,2017,La Botiga dels Canelons,colma,queviures al detall,Alimentació,"(41.609741, 2.289347)"
104792,2017,FRANCE TELECOM ESPAÑA S.A.,movi,telefonia,Serveis tècnics i professionals,"(41.6062, 2.290274)"
104790,2017,He. Mango,moda,roba i complements,Roba i calçat,"(41.608712, 2.286837)"
104789,2017,Pentinats Estètica,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.60336, 2.290672)"
104786,2017,Nautalia,viat,agència de viatges,"Lleure, cultura i esport","(41.604246, 2.287936)"
104785,2017,Joaquim Valls Corredors Assegurances,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605182, 2.291436)"
104784,2017,Farmàcia Pou,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.597385, 2.286828)"
104783,2017,L'Antic,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.606265, 2.290021)"
104781,2017,"MUÑOZ*MUELAS,DAVID",elect,electrodomèstics,"Decoració de la llar, mobiliari i regal","(41.606014, 2.282712)"
104776,2017,"TORESFA, SL",inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.609113, 2.285243)"
104774,2017,FRUTERIA,fruit,fruites i verdures,Alimentació,"(41.610192, 2.290104)"
104773,2017,Noor Fruites I Verdures,fruit,fruites i verdures,Alimentació,"(41.60469, 2.283166)"
104770,2017,Animal House,masco,mascotes,"Lleure, cultura i esport","(41.610173, 2.283321)"
104767,2017,"LOHCEXC SERVICES SPAIN, SL",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.591818, 2.285844)"
104766,2017,El Mos,cafe,cafeteria,"Lleure, cultura i esport","(41.607792, 2.287644)"
104765,2017,"GUINART*NADAL,JAIME",avir,aviram,Alimentació,"(41.580274, 2.278204)"
104763,2017,Equivalenza,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.609197, 2.287302)"
104762,2017,El Món,ardep,articles esportius,"Lleure, cultura i esport","(41.608896, 2.285217)"
104761,2017,El Cau,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.607058, 2.28728)"
104754,2017,Casabella,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.606322, 2.289661)"
104748,2017,SAT NUM. 4198 CAN NICOLAU,avir,aviram,Alimentació,"(41.603325, 2.274136)"
104747,2017,Kiko,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.605995, 2.288306)"
104744,2017,Instalaciones Y Reparaciones Brichs,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.620229, 2.292593)"
104742,2017,"PEREZ*GOMEZ,FRANCISCO",impr,impressió i arts gràfiques,Serveis tècnics i professionals,"(41.616029, 2.292443)"
104739,2017,CIC Automoció,tall,taller mecànic,Serveis a vehicles,"(41.617986, 2.292715)"
104738,2017,Vallbona Finques,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.605931, 2.287937)"
104737,2017,ABC Granollers,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.611728, 2.285869)"
104736,2017,Yves Rocher,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.606449, 2.288678)"
104733,2017,Centre De Negocis Miguel De Cervantes,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.599301, 2.2875)"
104719,2017,Clínica Dental Mayo,dent,dentista,Serveis tècnics i professionals,"(41.608336, 2.289858)"
104711,2017,Ceàmiques Sant Pancraç,cafe,cafeteria,"Lleure, cultura i esport","(41.606122, 2.291571)"
104710,2017,L'Obrador,forn,forn de pa,Alimentació,"(41.610324, 2.285909)"
104709,2017,Auto Escola Granollers,auto,autoescola,Serveis tècnics i professionals,"(41.598482, 2.286593)"
104708,2017,Círculo De Lectores,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.59815, 2.285136)"
104705,2017,"ZHENG,YUEZHONG",llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.617141, 2.292783)"
104693,2017,Subirats,carn,carnisseria,Alimentació,"(41.60884, 2.287834)"
104689,2017,Fruites I Verdures,fruit,fruites i verdures,Alimentació,"(41.602776, 2.287648)"
104685,2017,Döner Kebab,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.606506, 2.291544)"
104683,2017,FRANCE TELECOM ESPAÑA S.A.,movi,telefonia,Serveis tècnics i professionals,"(41.610374, 2.283666)"
104681,2017,Camp Verd,fruit,fruites i verdures,Alimentació,"(41.611423, 2.289875)"
104680,2017,Ambar Granollers,moda,roba i complements,Roba i calçat,"(41.608747, 2.285807)"
104678,2017,Milabrà,moda,roba i complements,Roba i calçat,"(41.604842, 2.28807)"
104673,2017,Thalassa Viatges,viat,agència de viatges,"Lleure, cultura i esport","(41.609277, 2.287313)"
104671,2017,SAVIS,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.607454, 2.285796)"
104667,2017,"RODRIGUEZ*CABRERRA,MIGUEL",saba,sabateria,Roba i calçat,"(41.608851, 2.285765)"
104666,2017,"MORAGAS ASESORIA, SL",inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.608154, 2.291699)"
104664,2017,"AUMEDES*FARRE,RAMON",arte,galeria d'art i quadres,"Decoració de la llar, mobiliari i regal","(41.602004, 2.284935)"
104662,2017,Silvia Estudi,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.608975, 2.290761)"
104660,2017,Supermercat Colon,ccom,supermercat,Alimentació,"(41.599422, 2.289833)"
104655,2017,Idealkit,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.600299, 2.287536)"
104652,2017,Íntima Essència,moda,roba i complements,Roba i calçat,"(41.605757, 2.289506)"
104651,2017,Max Style,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.60884, 2.283501)"
104650,2017,ESTACIONAMIENTOS Y SERVICIOS SA,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.603171, 2.288838)"
104647,2017,El Cistell De La Terra,colma,queviures al detall,Alimentació,"(41.600406, 2.286717)"
104646,2017,Xavier Palet,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.609026, 2.285682)"
104644,2017,Carol Mas Estilista,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.593066, 2.287575)"
104642,2017,AMDIF,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.604945, 2.289153)"
104641,2017,Bazar Eva,basar,basar,"Decoració de la llar, mobiliari i regal","(41.614161, 2.275792)"
104640,2017,Peluqueria Highlander,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.60032, 2.289971)"
104639,2017,Contemporànea,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.596972, 2.286806)"
104638,2017,La Camperia,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.606548, 2.285793)"
104636,2017,Rosa I Blau Cel,moda,roba i complements,Roba i calçat,"(41.607089, 2.28742)"
104634,2017,"VIVET*CANAL,MARIA ROSA",moda,roba i complements,Roba i calçat,"(41.60849, 2.288552)"
104633,2017,XOKATE,colma,queviures al detall,Alimentació,"(41.608809, 2.284938)"
104627,2017,Retocs,moda,roba i complements,Roba i calçat,"(41.605703, 2.289986)"
104626,2017,LAURA NOGUERA FORTO,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.607333, 2.288875)"
104622,2017,Beautik,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.608358, 2.288511)"
104617,2017,"UREÑA*VILLODRES,MANUEL",tall,taller mecànic,Serveis a vehicles,"(41.588957, 2.280302)"
104616,2017,Corpore,cons,centre de salut,Serveis tècnics i professionals,"(41.606864, 2.289239)"
104615,2017,Activita,cons,centre de salut,Serveis tècnics i professionals,"(41.613535, 2.290668)"
104614,2017,Oficina Sense Nom,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.606647, 2.283603)"
104611,2017,Navarra Supermercats,forn,forn de pa,Alimentació,"(41.603704, 2.287482)"
104609,2017,Encuentro,moda,roba i complements,Roba i calçat,"(41.608222, 2.287285)"
104608,2017,Bla Bla Bla,moda,roba i complements,Roba i calçat,"(41.607547, 2.287448)"
104607,2017,Nones,infant,infants roba i joguines,Roba i calçat,"(41.608925, 2.286174)"
104604,2017,Autoescola Piston Stop,auto,autoescola,Serveis tècnics i professionals,"(41.606472, 2.283272)"
104602,2017,EasyCut!,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.606001, 2.288151)"
104601,2017,Restaurant Mediterrània,rest,restaurant,"Lleure, cultura i esport","(41.604925, 2.282141)"
104592,2017,ACE Granollers,tall,taller mecànic,Serveis a vehicles,"(41.612339, 2.281373)"
104591,2017,Rya Money Transfer,locu,locutori,Serveis tècnics i professionals,"(41.603268, 2.287097)"
104590,2017,La Font Verda,forn,forn de pa,Alimentació,"(41.608236, 2.29092)"
104586,2017,Costures,moda,roba i complements,Roba i calçat,"(41.618927, 2.292825)"
104585,2017,Cuida't,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.603873, 2.287891)"
104583,2017,La Magrana Vallesana,colma,queviures al detall,Alimentació,"(41.605209, 2.283316)"
104582,2017,Mogas Saló Perruqueria,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.606448, 2.289189)"
104581,2017,"PERINVEST, SCP",salud,estètica i bellesa,Serveis tècnics i professionals,"(41.609045, 2.285117)"
104570,2017,Art Mobel,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.61334, 2.2871)"
104567,2017,Tabacs,estanc,estanc,"Lleure, cultura i esport","(41.611855, 2.281644)"
104557,2017,XFERA MOVILES SA,movi,telefonia,Serveis tècnics i professionals,"(41.601403, 2.290184)"
104556,2017,MRW,corr,correu i missatgeria,Serveis tècnics i professionals,"(41.597238, 2.289896)"
104555,2017,Tres Torres,fruit,fruites i verdures,Alimentació,"(41.600333, 2.283494)"
104554,2017,XFERA MOVILES SA,movi,telefonia,Serveis tècnics i professionals,"(41.613952, 2.288859)"
104546,2017,MUFI-2,moda,roba i complements,Roba i calçat,"(41.608406, 2.284658)"
104544,2017,EL MON DE LA FESTA,basar,basar,"Decoració de la llar, mobiliari i regal","(41.608826, 2.289156)"
104542,2017,"TELEFONICA MOVILES ESPAÑA, SAU",movi,telefonia,Serveis tècnics i professionals,"(41.610456, 2.283767)"
104540,2017,COMERCIAL AUTOCENTRO SA,tall,taller mecànic,Serveis a vehicles,"(41.600356, 2.27658)"
104539,2017,"ALVAREZ*PINEDA,DIEGO",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.604064, 2.284591)"
104537,2017,Claire's,moda,roba i complements,Roba i calçat,"(41.608614, 2.287346)"
104535,2017,Carnisseria Islàmica,carn,carnisseria,Alimentació,"(41.614089, 2.281623)"
104534,2017,La Llauna,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.607404, 2.289243)"
104533,2017,Guimerà Supermercat,ccom,supermercat,Alimentació,"(41.599597, 2.289015)"
104532,2017,El Trull,rest,restaurant,"Lleure, cultura i esport","(41.608378, 2.290239)"
104531,2017,Jack & Jones,moda,roba i complements,Roba i calçat,"(41.606125, 2.288361)"
104530,2017,La Barberia,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.607532, 2.283481)"
104527,2017,Baby Boom,infant,infants roba i joguines,Roba i calçat,"(41.608304, 2.286994)"
104524,2017,Camp Verd,fruit,fruites i verdures,Alimentació,"(41.601276, 2.290613)"
104523,2017,Veterinaris Granollers,vete,veterinaris,Serveis tècnics i professionals,"(41.606929, 2.284316)"
104520,2017,"ROSADO CALDERON, JORGE JAVIER",bar,bar,"Lleure, cultura i esport","(41.609511, 2.289573)"
104519,2017,"LOPEZ*RUIZ,ANTONIO",perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.607892, 2.288349)"
104517,2017,Orange,movi,telefonia,Serveis tècnics i professionals,"(41.605569, 2.287981)"
104515,2017,L'Andorrana,opti,òptica,Serveis tècnics i professionals,"(41.608402, 2.28841)"
104511,2017,"MARABE*TORRE DE LA,DAVID",bar,bar,"Lleure, cultura i esport","(41.603836, 2.285785)"
104510,2017,ALINDUST CERRAMIENTOS SL,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.591598, 2.285817)"
104508,2017,El Fornet D'en Rossend,forn,forn de pa,Alimentació,"(41.607628, 2.288399)"
104506,2017,Bar Vinyamata,bar,bar,"Lleure, cultura i esport","(41.608097, 2.292362)"
104504,2017,Manel & Vilella,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.5954, 2.286388)"
104502,2017,N.A.F. Alimentació,colma,queviures al detall,Alimentació,"(41.612909, 2.279196)"
104501,2017,Agrogrï¿½,masco,mascotes,"Lleure, cultura i esport","(41.600637, 2.284131)"
104499,2017,El Món De La Salut I El Fitness,ardep,articles esportius,"Lleure, cultura i esport","(41.600632, 2.284511)"
104498,2017,CADUBEN SL,moda,roba i complements,Roba i calçat,"(41.611651, 2.290358)"
104489,2017,"LINERA C-29, SL",forn,forn de pa,Alimentació,"(41.615667, 2.292722)"
104484,2017,"OLLERO*GARCIA,RAFAELA",bar,bar,"Lleure, cultura i esport","(41.611533, 2.276892)"
104482,2017,Aluvan Fusteria D'Alumini,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.599954, 2.287041)"
104481,2017,Perruqueria Afro-Latina,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.60006, 2.289437)"
104480,2017,"KITDENT, CB",dent,dentista,Serveis tècnics i professionals,"(41.610551, 2.284018)"
104471,2017,CONGELATS TERRAMAR,cong,congelats,Alimentació,"(41.613046, 2.282441)"
104469,2017,EMISER VALLES SL,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.599116, 2.282966)"
104468,2017,Randstad,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.602999, 2.29026)"
104467,2017,AVVideo.net,audiov,audio i video,Serveis tècnics i professionals,"(41.600447, 2.287144)"
104465,2017,Coffee Break,forn,forn de pa,Alimentació,"(41.609298, 2.285342)"
104460,2017,Il Cafè Di Roma,cafe,cafeteria,"Lleure, cultura i esport","(41.606472, 2.290926)"
104459,2017,Electromercat,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal","(41.611161, 2.291248)"
104458,2017,Estètic & Cabell Cosmètics,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.612893, 2.29033)"
104454,2017,"CLÍNICA OSTEOPÁTICA GRANOLLERS, SL",cons,centre de salut,Serveis tècnics i professionals,"(41.617701, 2.291801)"
104452,2017,Prink,info,informàtica,Serveis tècnics i professionals,"(41.613357, 2.291954)"
104451,2017,VICTORIA FABREGAS MARTINEZ,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.608038, 2.288201)"
104450,2017,Consum,ccom,supermercat,Alimentació,"(41.605382, 2.283696)"
104448,2017,Tezenis,moda,roba i complements,Roba i calçat,"(41.607255, 2.28883)"
104443,2017,"CAMPO*BRIA,MARIA ISABEL",salud,estètica i bellesa,Serveis tècnics i professionals,"(41.603782, 2.287663)"
104442,2017,PRECIO UNICO SCP EN CONSTITUCION,moda,roba i complements,Roba i calçat,"(41.591253, 2.285754)"
104441,2017,Loterías Y Apuestas Del Estado N. 7,lote,loteries i apostes,"Lleure, cultura i esport","(41.609193, 2.286722)"
104439,2017,Alidents,dent,dentista,Serveis tècnics i professionals,"(41.594884, 2.287237)"
104435,2017,Saap,saba,sabateria,Roba i calçat,"(41.610059, 2.289241)"
104433,2017,Magatzem Josep Canal,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.606663, 2.285806)"
104431,2017,Be (Sthetic),salud,estètica i bellesa,Serveis tècnics i professionals,"(41.609116, 2.28758)"
104427,2017,BAR CATALUNYA,bar,bar,"Lleure, cultura i esport","(41.613732, 2.288218)"
104424,2017,Cuisine Plus,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.615253, 2.291335)"
104423,2017,Colon Döner Kebab,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.599758, 2.289716)"
104421,2017,Locutorio,locu,locutori,Serveis tècnics i professionals,"(41.614591, 2.294641)"
104419,2017,RESINECO - GREEN COMPOSITES,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.57953, 2.283683)"
104409,2017,Rabent Snurf,ardep,articles esportius,"Lleure, cultura i esport","(41.606584, 2.289204)"
104408,2017,BIG BANG,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.605376, 2.287922)"
104407,2017,Yoylo,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.613652, 2.286663)"
104406,2017,Bossanova,moda,roba i complements,Roba i calçat,"(41.606547, 2.288732)"
104401,2017,Loterías Y Apuestas Del Estado,lote,loteries i apostes,"Lleure, cultura i esport","(41.601796, 2.290627)"
104399,2017,RESTAURANT TORRE DE LES AIGï¿½ES,rest,restaurant,"Lleure, cultura i esport","(41.588622, 2.279679)"
104397,2017,TKS Informàtica,info,informàtica,Serveis tècnics i professionals,"(41.613343, 2.292109)"
104395,2017,KING KEBAB,rest,restaurant,"Lleure, cultura i esport","(41.609337, 2.284224)"
104392,2017,Aduho,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.610017, 2.283202)"
104389,2017,Nati Medela,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.611315, 2.291308)"
104388,2017,Unidental,dent,dentista,Serveis tècnics i professionals,"(41.60418, 2.287937)"
104019,2017,Inside,moda,roba i complements,Roba i calçat,"(41.606657, 2.288686)"
104016,2017,"PULSO INFORMATICA, SLU",info,informàtica,Serveis tècnics i professionals,"(41.603462, 2.29067)"
104015,2017,FORLAMP SL,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605295, 2.287704)"
104014,2017,Encï¿½s,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.605304, 2.287631)"
104013,2017,Servei De Rehabilitació Prelaboral Del Vallès Oriental,cons,centre de salut,Serveis tècnics i professionals,"(41.613352, 2.292047)"
104012,2017,"BUFET PRIETO, S.L.",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.607016, 2.288557)"
104000,2017,Montagï¿½,cafe,cafeteria,"Lleure, cultura i esport","(41.61088, 2.289476)"
103999,2017,Clínica Dental Yagüe,dent,dentista,Serveis tècnics i professionals,"(41.606249, 2.282969)"
103998,2017,TELEFONICA DE ESPAÑA SA-SDAD.UNIPERSONAL,movi,telefonia,Serveis tècnics i professionals,"(41.607259, 2.290369)"
103997,2017,Xavier Arcarons,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.606051, 2.287601)"
103991,2017,El Fraile,bar,bar,"Lleure, cultura i esport","(41.608266, 2.287734)"
103990,2017,Dade,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.600642, 2.284282)"
103988,2017,"ZARA ESPAÑA, SA",moda,roba i complements,Roba i calçat,"(41.606092, 2.288564)"
103986,2017,MOTOPLASTIC SA,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.614551, 2.284285)"
103985,2017,Unipresalud,cons,centre de salut,Serveis tècnics i professionals,"(41.600318, 2.2832)"
103980,2017,Raffael Pagès,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.609735, 2.290344)"
103979,2017,SUBEROLITA SA,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.576576, 2.276528)"
103978,2017,Filnet Instalacions,tall,taller mecànic,Serveis a vehicles,"(41.613619, 2.293032)"
103975,2017,Boutique Del Bany,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.60249, 2.290271)"
103973,2017,"FORMIGONS BM, S.L.",constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.564994, 2.268818)"
103971,2017,"VENTOSA*ASTURGO,ISIDRE",avir,aviram,Alimentació,"(41.586165, 2.281148)"
103961,2017,LUIDAN S.A.,tall,taller mecànic,Serveis a vehicles,"(41.592714, 2.285904)"
103959,2017,"KHAN,AHMAD",locu,locutori,Serveis tècnics i professionals,"(41.616212, 2.292469)"
103957,2017,CatalunyaCaixa,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.593751, 2.287991)"
103952,2017,Va De Pelo,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.61279, 2.290071)"
103942,2017,Granollers Locutori Internet,locu,locutori,Serveis tècnics i professionals,"(41.61103, 2.29121)"
103927,2017,Torrent,carn,carnisseria,Alimentació,"(41.614885, 2.292467)"
103926,2017,Carnisseria J. Carles,carn,carnisseria,Alimentació,"(41.613743, 2.28815)"
103923,2017,Iria Obradors,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.605847, 2.28971)"
103921,2017,"MONTAï¿½A*PONSA,RAFAEL",salud,estètica i bellesa,Serveis tècnics i professionals,"(41.615664, 2.290496)"
103916,2017,IBEX 37,bar,bar,"Lleure, cultura i esport","(41.608017, 2.289526)"
103911,2017,"RAMOS*GRAU,DESIDERIO",disco,bar musical,"Lleure, cultura i esport","(41.610096, 2.267391)"
103905,2017,Zara,moda,roba i complements,Roba i calçat,"(41.606344, 2.288706)"
103904,2017,La Caixa,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.591642, 2.285612)"
103903,2017,Marqués Assessors,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.611018, 2.289528)"
103902,2017,Manuel Serrano,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.6088, 2.284318)"
103897,2017,Som-Ink,info,informàtica,Serveis tècnics i professionals,"(41.604263, 2.29032)"
103895,2017,Locutorio Telegiros,locu,locutori,Serveis tècnics i professionals,"(41.613394, 2.279934)"
103893,2017,Freijo,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.612875, 2.282601)"
103892,2017,Farmàcia Dalmau,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.604032, 2.290679)"
103891,2017,Bar Timanfaya II,bar,bar,"Lleure, cultura i esport","(41.61265, 2.290253)"
103890,2017,Farmàcia Fransi,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.614666, 2.279795)"
103881,2017,Super Imad,colma,queviures al detall,Alimentació,"(41.612364, 2.28681)"
103879,2017,"BARREIROS*GALLART,DAVID",bar,bar,"Lleure, cultura i esport","(41.613018, 2.266077)"
103878,2017,Mans Per Tu,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.609649, 2.28437)"
103877,2017,BAR LA VOZ,bar,bar,"Lleure, cultura i esport","(41.607944, 2.288132)"
103874,2017,Supersfruits,fruit,fruites i verdures,Alimentació,"(41.606216, 2.289864)"
103872,2017,Maria Sierra,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.610221, 2.292915)"
103870,2017,INNABA SCP,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.621932, 2.294324)"
103867,2017,"MORTERO BENSEC, SL",constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.564933, 2.268893)"
103866,2017,Needs,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.608739, 2.29267)"
103864,2017,Abacus,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.608275, 2.284674)"
105210,2017,"ZIRCONITE DE NEGOCIOS, SL",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.60602, 2.28638)"
105209,2017,"POCURULL*GALBANY,JOAN",avir,aviram,Alimentació,"(41.582384, 2.283862)"
105208,2017,"PRATGINESTOS*DURAN,JORGE",avir,aviram,Alimentació,"(41.578209, 2.286812)"
105207,2017,RAMADERA CANAL SL,avir,aviram,Alimentació,"(41.587294, 2.284824)"
105205,2017,"MIGUEL*MARTIN,EVA MARIA",moda,roba i complements,Roba i calçat,"(41.611194, 2.289562)"
105204,2017,ELIAS,forn,forn de pa,Alimentació,"(41.609078, 2.285969)"
105202,2017,SALA BERENGUER SCP,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.614733, 2.288545)"
105201,2017,"PINMA FRESER,SL",llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.614356, 2.290775)"
105199,2017,BUSSINETS DE CUINA,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.605216, 2.289396)"
105197,2017,LA PIEMONTESA,rest,restaurant,"Lleure, cultura i esport","(41.605734, 2.288024)"
105196,2017,TALLER DE POSTRES,past,pastisseria,Alimentació,"(41.608751, 2.292386)"
105195,2017,"CERAMICA I PEDRA CATALANA, SL",llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.610129, 2.289248)"
105193,2017,"AROMA A NATURA, SCP",flor,floristeria,"Perfumeria, perruqueria i complements","(41.601854, 2.290629)"
105192,2017,VULL SUSHI,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.609068, 2.287729)"
105184,2017,REPRAP VALLES SCP,info,informàtica,Serveis tècnics i professionals,"(41.610601, 2.287258)"
105182,2017,"MC SPA SOCIEDAD DE PREVENCION, SL",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.591771, 2.285847)"
105179,2017,"FORIMTE FORMACIO, SL",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.608781, 2.291568)"
105176,2017,"DIAZ*ORERO,CONCEPCION",foto,fotografia,Serveis tècnics i professionals,"(41.604605, 2.288261)"
105173,2017,AULA CUILINÀRIA DEL VALLÈS,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605093, 2.291564)"
105172,2017,THE LOGO FACTORY SL,moda,roba i complements,Roba i calçat,"(41.59721, 2.286366)"
105171,2017,"HURTADO*VILALTA,CARLES",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.612886, 2.287949)"
105169,2017,YOGO'S,bar,bar,"Lleure, cultura i esport","(41.608078, 2.288016)"
