CODI,NOM DEL CENTRE,ADREÇA,LOCALITZACIÓ,TIPUS SUBMINISTRAMENT,ANY,MES,DATA,CONSUM,COST
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2014,Març,03/01/2014 12:00:00 AM,692,€256.50
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2014,Maig,05/01/2014 12:00:00 AM,857,€281.71
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2014,Juliol,07/01/2014 12:00:00 AM,500,€215.97
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2014,Setembre,09/01/2014 12:00:00 AM,203,€164.72
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2014,Novembre,11/01/2014 12:00:00 AM,502,€217.46
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2015,Gener,01/01/2015 12:00:00 AM,928,€294.96
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2015,Març,03/01/2015 12:00:00 AM,533,€225.33
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2015,Maig,05/01/2015 12:00:00 AM,490,€216.81
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2015,Juliol,07/01/2015 12:00:00 AM,227,€215.04
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2015,Setembre,09/01/2015 12:00:00 AM,221,€134.48
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2015,Novembre,11/01/2015 12:00:00 AM,504,€215.80
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2016,Gener,01/01/2016 12:00:00 AM,647,€239.66
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2016,Març,03/01/2016 12:00:00 AM,892,€280.64
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2016,Maig,05/01/2016 12:00:00 AM,821,€268.60
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2016,Juliol,07/01/2016 12:00:00 AM,675,€243.83
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2016,Setembre,09/01/2016 12:00:00 AM,220,€166.19
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Electricitat,2016,Novembre,11/01/2016 12:00:00 AM,869,€276.27
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2011,Febrer,02/01/2011 12:00:00 AM,0,€119.46
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2011,Abril,04/01/2011 12:00:00 AM,0,€120.11
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2011,Juny,06/01/2011 12:00:00 AM,1991,€234.43
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2011,Agost,08/01/2011 12:00:00 AM,1279,€198.20
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2011,Octubre,10/01/2011 12:00:00 AM,1258,€198.35
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2011,Desembre,12/01/2011 12:00:00 AM,34657,€2143.32
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2012,Febrer,02/01/2012 12:00:00 AM,20939,€1382.30
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2012,Abril,04/01/2012 12:00:00 AM,3963,€377.68
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2012,Juny,06/01/2012 12:00:00 AM,1080,€199.64
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2012,Agost,08/01/2012 12:00:00 AM,81,€151.06
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2012,Octubre,10/01/2012 12:00:00 AM,5386,€495.36
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2012,Desembre,12/01/2012 12:00:00 AM,5448,€503.30
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2013,Febrer,02/01/2013 12:00:00 AM,29835,€2145.50
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2013,Abril,04/01/2013 12:00:00 AM,6361,€568.62
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2013,Juny,06/01/2013 12:00:00 AM,1699,€295.80
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2013,Agost,08/01/2013 12:00:00 AM,0,€147.34
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2013,Octubre,10/01/2013 12:00:00 AM,1938,€271.11
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2013,Desembre,12/01/2013 12:00:00 AM,13355,€1019.13
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2014,Febrer,02/01/2014 12:00:00 AM,13652,€1026.73
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2014,Abril,04/01/2014 12:00:00 AM,6317,€559.24
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2014,Juny,06/01/2014 12:00:00 AM,0,€136.29
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2014,Agost,08/01/2014 12:00:00 AM,882,€208.11
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2014,Octubre,10/01/2014 12:00:00 AM,0,€145.70
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2014,Desembre,12/01/2014 12:00:00 AM,5861,€531.63
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2015,Febrer,02/01/2015 12:00:00 AM,11070,€840.53
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2015,Abril,04/01/2015 12:00:00 AM,6667,€446.65
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2015,Juny,06/01/2015 12:00:00 AM,562,€62.59
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2015,Agost,08/01/2015 12:00:00 AM,285,€43.35
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2015,Octubre,10/01/2015 12:00:00 AM,2255,€172.22
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2015,Desembre,12/01/2015 12:00:00 AM,5323,€371.20
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2016,Febrer,02/01/2016 12:00:00 AM,7081,€485.22
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2016,Abril,04/01/2016 12:00:00 AM,7099,€452.30
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2016,Juny,06/01/2016 12:00:00 AM,611,€61.03
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2016,Agost,08/01/2016 12:00:00 AM,1031,€85.15
EDI020,SALA FRANCESC TARAFA,CORRO 47,"(41.611983, 2.289028)",Gas,2016,Octubre,10/01/2016 12:00:00 AM,2899,€192.40
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2011,Gener,01/01/2011 12:00:00 AM,129,€138.09
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2011,Març,03/01/2011 12:00:00 AM,140,€147.58
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2011,Juliol,07/01/2011 12:00:00 AM,92,€106.95
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2011,Octubre,10/01/2011 12:00:00 AM,154,€167.12
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2012,Gener,01/01/2012 12:00:00 AM,143,€158.82
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2012,Març,03/01/2012 12:00:00 AM,128,€147.77
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2012,Juliol,07/01/2012 12:00:00 AM,99,€121.05
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2012,Octubre,10/01/2012 12:00:00 AM,119,€147.13
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2013,Gener,01/01/2013 12:00:00 AM,187,€224.69
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2013,Març,03/01/2013 12:00:00 AM,147,€184.21
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2013,Juliol,07/01/2013 12:00:00 AM,92,€128.57
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2013,Octubre,10/01/2013 12:00:00 AM,128,€164.99
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2014,Gener,01/01/2014 12:00:00 AM,139,€177.76
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2014,Març,03/01/2014 12:00:00 AM,146,€191.73
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2014,Juliol,07/01/2014 12:00:00 AM,124,€168.18
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2014,Octubre,10/01/2014 12:00:00 AM,165,€212.06
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2015,Gener,01/01/2015 12:00:00 AM,193,€242.03
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2015,Març,03/01/2015 12:00:00 AM,132,€178.03
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2015,Juliol,07/01/2015 12:00:00 AM,146,€193.63
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2015,Octubre,10/01/2015 12:00:00 AM,139,€186.05
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2016,Gener,01/01/2016 12:00:00 AM,152,€200.13
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2016,Març,03/01/2016 12:00:00 AM,152,€200.13
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2016,Juliol,07/01/2016 12:00:00 AM,139,€186.05
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Aigua,2016,Octubre,10/01/2016 12:00:00 AM,161,€209.87
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Gener,01/01/2011 12:00:00 AM,13862,€3126.73
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Febrer,02/01/2011 12:00:00 AM,15848,€3411.98
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Març,03/01/2011 12:00:00 AM,24748,€4581.76
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Abril,04/01/2011 12:00:00 AM,12247,€2392.28
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Juny,06/01/2011 12:00:00 AM,14525,€2602.91
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Juliol,07/01/2011 12:00:00 AM,8578,€1641.12
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Agost,08/01/2011 12:00:00 AM,9244,€1905.69
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Setembre,09/01/2011 12:00:00 AM,13574,€2517.14
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Octubre,10/01/2011 12:00:00 AM,14492,€2577.96
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Novembre,11/01/2011 12:00:00 AM,10893,€1996.57
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2011,Desembre,12/01/2011 12:00:00 AM,10062,€1800.15
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Gener,01/01/2012 12:00:00 AM,14146,€2533.67
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Febrer,02/01/2012 12:00:00 AM,17103,€3023.47
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Març,03/01/2012 12:00:00 AM,11324,€2148.20
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Abril,04/01/2012 12:00:00 AM,10383,€2155.98
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Maig,05/01/2012 12:00:00 AM,9652,€2028.75
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Juny,06/01/2012 12:00:00 AM,12751,€2403.06
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Juliol,07/01/2012 12:00:00 AM,12627,€2563.62
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Agost,08/01/2012 12:00:00 AM,10134,€2211.64
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Setembre,09/01/2012 12:00:00 AM,9780,€2068.12
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Octubre,10/01/2012 12:00:00 AM,11346,€2302.69
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2012,Novembre,11/01/2012 12:00:00 AM,13588,€4555.67
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2013,Gener,01/01/2013 12:00:00 AM,11622,€2255.08
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2013,Febrer,02/01/2013 12:00:00 AM,13568,€2608.03
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2013,Març,03/01/2013 12:00:00 AM,22689,€4428.39
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2013,Maig,05/01/2013 12:00:00 AM,9108,€1851.37
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2013,Juny,06/01/2013 12:00:00 AM,11681,€2252.90
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2013,Agost,08/01/2013 12:00:00 AM,29977,€5844.64
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2013,Octubre,10/01/2013 12:00:00 AM,12548,€2266.49
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2013,Novembre,11/01/2013 12:00:00 AM,11096,€2040.71
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2013,Desembre,12/01/2013 12:00:00 AM,14347,€2459.10
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Gener,01/01/2014 12:00:00 AM,11717,€2103.50
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Febrer,02/01/2014 12:00:00 AM,15005,€2533.20
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Març,03/01/2014 12:00:00 AM,11105,€2047.36
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Abril,04/01/2014 12:00:00 AM,10353,€1966.94
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Maig,05/01/2014 12:00:00 AM,9850,€1871.69
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Juny,06/01/2014 12:00:00 AM,11772,€2068.11
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Juliol,07/01/2014 12:00:00 AM,20324,€3703.24
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Setembre,09/01/2014 12:00:00 AM,10166,€1867.71
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Octubre,10/01/2014 12:00:00 AM,22491,€4043.05
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2014,Novembre,11/01/2014 12:00:00 AM,12051,€2100.35
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Gener,01/01/2015 12:00:00 AM,13420,€2333.18
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Febrer,02/01/2015 12:00:00 AM,15233,€2587.04
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Març,03/01/2015 12:00:00 AM,20290,€3853.30
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Maig,05/01/2015 12:00:00 AM,10919,€2024.90
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Juny,06/01/2015 12:00:00 AM,12066,€2164.06
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Juliol,07/01/2015 12:00:00 AM,11246,€2037.62
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Agost,08/01/2015 12:00:00 AM,14086,€2324.54
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Setembre,09/01/2015 12:00:00 AM,20209,€3681.86
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Novembre,11/01/2015 12:00:00 AM,10342,€1855.87
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2015,Desembre,12/01/2015 12:00:00 AM,10622,€1884.95
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Gener,01/01/2016 12:00:00 AM,16410,€3188.61
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Febrer,02/01/2016 12:00:00 AM,12125,€1919.83
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Abril,04/01/2016 12:00:00 AM,7658,€1412.53
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Maig,05/01/2016 12:00:00 AM,5523,€1166.49
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Juny,06/01/2016 12:00:00 AM,6128,€1239.80
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Juliol,07/01/2016 12:00:00 AM,16814,€3118.76
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Setembre,09/01/2016 12:00:00 AM,5307,€971.64
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Octubre,10/01/2016 12:00:00 AM,7298,€1369.91
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Novembre,11/01/2016 12:00:00 AM,5469,€1012.81
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,"(41.609092, 2.28798)",Electricitat,2016,Desembre,12/01/2016 12:00:00 AM,8973,€1552.55
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2011,Gener,01/01/2011 12:00:00 AM,0,€27.47
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2011,Març,03/01/2011 12:00:00 AM,13,€22.42
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2011,Juliol,07/01/2011 12:00:00 AM,30,€33.78
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2011,Octubre,10/01/2011 12:00:00 AM,0,€21.33
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2012,Gener,01/01/2012 12:00:00 AM,0,€21.56
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2012,Març,03/01/2012 12:00:00 AM,13,€23.91
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2012,Juliol,07/01/2012 12:00:00 AM,29,€35.25
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2012,Octubre,10/01/2012 12:00:00 AM,0,€23.24
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2013,Gener,01/01/2013 12:00:00 AM,0,€24.52
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2013,Març,03/01/2013 12:00:00 AM,0,€24.52
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2013,Juliol,07/01/2013 12:00:00 AM,0,€24.52
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2013,Octubre,10/01/2013 12:00:00 AM,32,€42.29
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2014,Gener,01/01/2014 12:00:00 AM,15,€27.76
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2014,Març,03/01/2014 12:00:00 AM,12,€27.97
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2014,Juliol,07/01/2014 12:00:00 AM,0,€25.56
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2014,Octubre,10/01/2014 12:00:00 AM,0,€25.56
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2015,Gener,01/01/2015 12:00:00 AM,0,€25.56
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2015,Març,03/01/2015 12:00:00 AM,0,€25.74
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2015,Juliol,07/01/2015 12:00:00 AM,0,€25.80
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2015,Octubre,10/01/2015 12:00:00 AM,0,€25.80
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2016,Gener,01/01/2016 12:00:00 AM,0,€25.80
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2016,Març,03/01/2016 12:00:00 AM,0,€25.80
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2016,Juliol,07/01/2016 12:00:00 AM,0,€25.80
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Aigua,2016,Octubre,10/01/2016 12:00:00 AM,30,€42.41
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Electricitat,2011,Gener,01/01/2011 12:00:00 AM,581,€122.00
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,"(41.616495, 2.280463)",Electricitat,2011,Febrer,02/01/2011 12:00:00 AM,458,€96.15
