DATA,ANY,TIPUS ELECCIONS,MESA ELECTORAL,CENS,NOMBRE VOTS TOTAL,NOM PARTIT,PARTIT,NOMBRE VOTS
28/05/1995,1995,Municipals,01-05 B,679,461,Partit Popular,PP,41
28/05/1995,1995,Municipals,01-05 B,679,461,Iniciativa - Els Verds,IC-EV,22
28/05/1995,1995,Municipals,01-05 B,679,461, Vots en blanc,BLANCS,5
28/05/1995,1995,Municipals,01-05 B,679,461,Vots nuls,NULS,1
28/05/1995,1995,Municipals,01-06 A,522,372,Esquerra Republicana de Catalunya,ERC,12
28/05/1995,1995,Municipals,01-06 A,522,372,Partit Socialistes Catalunya,PSC,189
28/05/1995,1995,Municipals,01-06 A,522,372,Convergència i Unió,CiU,117
28/05/1995,1995,Municipals,01-06 A,522,372,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,01-06 A,522,372,Partit Popular,PP,37
28/05/1995,1995,Municipals,01-06 A,522,372,Iniciativa - Els Verds,IC-EV,14
28/05/1995,1995,Municipals,01-06 A,522,372, Vots en blanc,BLANCS,1
28/05/1995,1995,Municipals,01-06 A,522,372,Vots nuls,NULS,2
28/05/1995,1995,Municipals,01-06 B,739,525,Esquerra Republicana de Catalunya,ERC,28
28/05/1995,1995,Municipals,01-06 B,739,525,Partit Socialistes Catalunya,PSC,263
28/05/1995,1995,Municipals,01-06 B,739,525,Convergència i Unió,CiU,157
28/05/1995,1995,Municipals,01-06 B,739,525,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,01-06 B,739,525,Partit Popular,PP,58
28/05/1995,1995,Municipals,01-06 B,739,525,Iniciativa - Els Verds,IC-EV,16
28/05/1995,1995,Municipals,01-06 B,739,525, Vots en blanc,BLANCS,3
28/05/1995,1995,Municipals,01-06 B,739,525,Vots nuls,NULS,0
28/05/1995,1995,Municipals,01-07 A,851,611,Esquerra Republicana de Catalunya,ERC,73
28/05/1995,1995,Municipals,01-07 A,851,611,Partit Socialistes Catalunya,PSC,195
28/05/1995,1995,Municipals,01-07 A,851,611,Convergència i Unió,CiU,232
28/05/1995,1995,Municipals,01-07 A,851,611,Centro Democrático y Social,CDS,2
28/05/1995,1995,Municipals,01-07 A,851,611,Partit Popular,PP,51
28/05/1995,1995,Municipals,01-07 A,851,611,Iniciativa - Els Verds,IC-EV,41
28/05/1995,1995,Municipals,01-07 A,851,611, Vots en blanc,BLANCS,17
28/05/1995,1995,Municipals,01-07 A,851,611,Vots nuls,NULS,0
28/05/1995,1995,Municipals,01-08 U,708,430,Esquerra Republicana de Catalunya,ERC,20
28/05/1995,1995,Municipals,01-08 U,708,430,Partit Socialistes Catalunya,PSC,187
28/05/1995,1995,Municipals,01-08 U,708,430,Convergència i Unió,CiU,154
28/05/1995,1995,Municipals,01-08 U,708,430,Centro Democrático y Social,CDS,1
28/05/1995,1995,Municipals,01-08 U,708,430,Partit Popular,PP,33
28/05/1995,1995,Municipals,01-08 U,708,430,Iniciativa - Els Verds,IC-EV,29
28/05/1995,1995,Municipals,01-08 U,708,430, Vots en blanc,BLANCS,4
28/05/1995,1995,Municipals,01-08 U,708,430,Vots nuls,NULS,2
28/05/1995,1995,Municipals,01-09 A,521,314,Esquerra Republicana de Catalunya,ERC,6
28/05/1995,1995,Municipals,01-09 A,521,314,Partit Socialistes Catalunya,PSC,181
28/05/1995,1995,Municipals,01-09 A,521,314,Convergència i Unió,CiU,54
28/05/1995,1995,Municipals,01-09 A,521,314,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,01-09 A,521,314,Partit Popular,PP,29
28/05/1995,1995,Municipals,01-09 A,521,314,Iniciativa - Els Verds,IC-EV,37
28/05/1995,1995,Municipals,01-09 A,521,314, Vots en blanc,BLANCS,4
28/05/1995,1995,Municipals,01-09 A,521,314,Vots nuls,NULS,3
28/05/1995,1995,Municipals,01-09 B,651,398,Esquerra Republicana de Catalunya,ERC,4
28/05/1995,1995,Municipals,01-09 B,651,398,Partit Socialistes Catalunya,PSC,230
28/05/1995,1995,Municipals,01-09 B,651,398,Convergència i Unió,CiU,73
28/05/1995,1995,Municipals,01-09 B,651,398,Centro Democrático y Social,CDS,2
28/05/1995,1995,Municipals,01-09 B,651,398,Partit Popular,PP,38
28/05/1995,1995,Municipals,01-09 B,651,398,Iniciativa - Els Verds,IC-EV,47
28/05/1995,1995,Municipals,01-09 B,651,398, Vots en blanc,BLANCS,1
28/05/1995,1995,Municipals,01-09 B,651,398,Vots nuls,NULS,3
28/05/1995,1995,Municipals,01-10 A,592,387,Esquerra Republicana de Catalunya,ERC,23
28/05/1995,1995,Municipals,01-10 A,592,387,Partit Socialistes Catalunya,PSC,193
28/05/1995,1995,Municipals,01-10 A,592,387,Convergència i Unió,CiU,104
28/05/1995,1995,Municipals,01-10 A,592,387,Centro Democrático y Social,CDS,5
28/05/1995,1995,Municipals,01-10 A,592,387,Partit Popular,PP,25
28/05/1995,1995,Municipals,01-10 A,592,387,Iniciativa - Els Verds,IC-EV,34
28/05/1995,1995,Municipals,01-10 A,592,387, Vots en blanc,BLANCS,2
28/05/1995,1995,Municipals,01-10 A,592,387,Vots nuls,NULS,1
28/05/1995,1995,Municipals,01-10 B,730,458,Esquerra Republicana de Catalunya,ERC,27
28/05/1995,1995,Municipals,01-10 B,730,458,Partit Socialistes Catalunya,PSC,224
28/05/1995,1995,Municipals,01-10 B,730,458,Convergència i Unió,CiU,129
28/05/1995,1995,Municipals,01-10 B,730,458,Centro Democrático y Social,CDS,6
28/05/1995,1995,Municipals,01-10 B,730,458,Partit Popular,PP,38
28/05/1995,1995,Municipals,01-10 B,730,458,Iniciativa - Els Verds,IC-EV,29
28/05/1995,1995,Municipals,01-10 B,730,458, Vots en blanc,BLANCS,3
28/05/1995,1995,Municipals,01-10 B,730,458,Vots nuls,NULS,2
28/05/1995,1995,Municipals,01-11 A,696,417,Esquerra Republicana de Catalunya,ERC,19
28/05/1995,1995,Municipals,01-11 A,696,417,Partit Socialistes Catalunya,PSC,169
28/05/1995,1995,Municipals,01-11 A,696,417,Convergència i Unió,CiU,141
28/05/1995,1995,Municipals,01-11 A,696,417,Centro Democrático y Social,CDS,3
28/05/1995,1995,Municipals,01-11 A,696,417,Partit Popular,PP,43
28/05/1995,1995,Municipals,01-11 A,696,417,Iniciativa - Els Verds,IC-EV,35
28/05/1995,1995,Municipals,01-11 A,696,417, Vots en blanc,BLANCS,7
28/05/1995,1995,Municipals,01-11 A,696,417,Vots nuls,NULS,0
28/05/1995,1995,Municipals,01-11 B,793,467,Esquerra Republicana de Catalunya,ERC,11
28/05/1995,1995,Municipals,01-11 B,793,467,Partit Socialistes Catalunya,PSC,222
28/05/1995,1995,Municipals,01-11 B,793,467,Convergència i Unió,CiU,158
28/05/1995,1995,Municipals,01-11 B,793,467,Centro Democrático y Social,CDS,3
28/05/1995,1995,Municipals,01-11 B,793,467,Partit Popular,PP,31
28/05/1995,1995,Municipals,01-11 B,793,467,Iniciativa - Els Verds,IC-EV,34
28/05/1995,1995,Municipals,01-11 B,793,467, Vots en blanc,BLANCS,3
28/05/1995,1995,Municipals,01-11 B,793,467,Vots nuls,NULS,5
28/05/1995,1995,Municipals,02-01 A,666,468,Esquerra Republicana de Catalunya,ERC,54
28/05/1995,1995,Municipals,02-01 A,666,468,Partit Socialistes Catalunya,PSC,72
28/05/1995,1995,Municipals,02-01 A,666,468,Convergència i Unió,CiU,273
28/05/1995,1995,Municipals,02-01 A,666,468,Centro Democrático y Social,CDS,4
28/05/1995,1995,Municipals,02-01 A,666,468,Partit Popular,PP,46
28/05/1995,1995,Municipals,02-01 A,666,468,Iniciativa - Els Verds,IC-EV,11
28/05/1995,1995,Municipals,02-01 A,666,468, Vots en blanc,BLANCS,7
28/05/1995,1995,Municipals,02-01 A,666,468,Vots nuls,NULS,1
28/05/1995,1995,Municipals,02-01 B,736,521,Esquerra Republicana de Catalunya,ERC,49
28/05/1995,1995,Municipals,02-01 B,736,521,Partit Socialistes Catalunya,PSC,111
28/05/1995,1995,Municipals,02-01 B,736,521,Convergència i Unió,CiU,278
28/05/1995,1995,Municipals,02-01 B,736,521,Centro Democrático y Social,CDS,9
28/05/1995,1995,Municipals,02-01 B,736,521,Partit Popular,PP,41
28/05/1995,1995,Municipals,02-01 B,736,521,Iniciativa - Els Verds,IC-EV,23
28/05/1995,1995,Municipals,02-01 B,736,521, Vots en blanc,BLANCS,10
28/05/1995,1995,Municipals,02-01 B,736,521,Vots nuls,NULS,0
28/05/1995,1995,Municipals,02-02 U,483,355,Esquerra Republicana de Catalunya,ERC,39
28/05/1995,1995,Municipals,02-02 U,483,355,Partit Socialistes Catalunya,PSC,64
28/05/1995,1995,Municipals,02-02 U,483,355,Convergència i Unió,CiU,227
28/05/1995,1995,Municipals,02-02 U,483,355,Centro Democrático y Social,CDS,1
28/05/1995,1995,Municipals,02-02 U,483,355,Partit Popular,PP,17
28/05/1995,1995,Municipals,02-02 U,483,355,Iniciativa - Els Verds,IC-EV,4
28/05/1995,1995,Municipals,02-02 U,483,355, Vots en blanc,BLANCS,1
28/05/1995,1995,Municipals,02-02 U,483,355,Vots nuls,NULS,2
28/05/1995,1995,Municipals,02-03 U,558,425,Esquerra Republicana de Catalunya,ERC,93
28/05/1995,1995,Municipals,02-03 U,558,425,Partit Socialistes Catalunya,PSC,45
28/05/1995,1995,Municipals,02-03 U,558,425,Convergència i Unió,CiU,248
28/05/1995,1995,Municipals,02-03 U,558,425,Centro Democrático y Social,CDS,2
28/05/1995,1995,Municipals,02-03 U,558,425,Partit Popular,PP,26
28/05/1995,1995,Municipals,02-03 U,558,425,Iniciativa - Els Verds,IC-EV,7
28/05/1995,1995,Municipals,02-03 U,558,425, Vots en blanc,BLANCS,1
28/05/1995,1995,Municipals,02-03 U,558,425,Vots nuls,NULS,3
28/05/1995,1995,Municipals,02-04 A,839,528,Esquerra Republicana de Catalunya,ERC,44
28/05/1995,1995,Municipals,02-04 A,839,528,Partit Socialistes Catalunya,PSC,222
28/05/1995,1995,Municipals,02-04 A,839,528,Convergència i Unió,CiU,179
28/05/1995,1995,Municipals,02-04 A,839,528,Centro Democrático y Social,CDS,3
28/05/1995,1995,Municipals,02-04 A,839,528,Partit Popular,PP,26
28/05/1995,1995,Municipals,02-04 A,839,528,Iniciativa - Els Verds,IC-EV,49
28/05/1995,1995,Municipals,02-04 A,839,528, Vots en blanc,BLANCS,4
28/05/1995,1995,Municipals,02-04 A,839,528,Vots nuls,NULS,1
28/05/1995,1995,Municipals,02-04 B,1052,671,Esquerra Republicana de Catalunya,ERC,59
28/05/1995,1995,Municipals,02-04 B,1052,671,Partit Socialistes Catalunya,PSC,293
28/05/1995,1995,Municipals,02-04 B,1052,671,Convergència i Unió,CiU,201
28/05/1995,1995,Municipals,02-04 B,1052,671,Centro Democrático y Social,CDS,5
28/05/1995,1995,Municipals,02-04 B,1052,671,Partit Popular,PP,48
28/05/1995,1995,Municipals,02-04 B,1052,671,Iniciativa - Els Verds,IC-EV,58
28/05/1995,1995,Municipals,02-04 B,1052,671, Vots en blanc,BLANCS,6
28/05/1995,1995,Municipals,02-04 B,1052,671,Vots nuls,NULS,1
28/05/1995,1995,Municipals,02-05 U,930,571,Esquerra Republicana de Catalunya,ERC,54
28/05/1995,1995,Municipals,02-05 U,930,571,Partit Socialistes Catalunya,PSC,177
28/05/1995,1995,Municipals,02-05 U,930,571,Convergència i Unió,CiU,235
28/05/1995,1995,Municipals,02-05 U,930,571,Centro Democrático y Social,CDS,2
28/05/1995,1995,Municipals,02-05 U,930,571,Partit Popular,PP,70
28/05/1995,1995,Municipals,02-05 U,930,571,Iniciativa - Els Verds,IC-EV,24
28/05/1995,1995,Municipals,02-05 U,930,571, Vots en blanc,BLANCS,5
28/05/1995,1995,Municipals,02-05 U,930,571,Vots nuls,NULS,4
28/05/1995,1995,Municipals,02-06 A,462,334,Esquerra Republicana de Catalunya,ERC,48
28/05/1995,1995,Municipals,02-06 A,462,334,Partit Socialistes Catalunya,PSC,88
28/05/1995,1995,Municipals,02-06 A,462,334,Convergència i Unió,CiU,147
28/05/1995,1995,Municipals,02-06 A,462,334,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,02-06 A,462,334,Partit Popular,PP,32
28/05/1995,1995,Municipals,02-06 A,462,334,Iniciativa - Els Verds,IC-EV,16
28/05/1995,1995,Municipals,02-06 A,462,334, Vots en blanc,BLANCS,2
28/05/1995,1995,Municipals,02-06 A,462,334,Vots nuls,NULS,1
28/05/1995,1995,Municipals,02-06 B,610,435,Esquerra Republicana de Catalunya,ERC,40
28/05/1995,1995,Municipals,02-06 B,610,435,Partit Socialistes Catalunya,PSC,154
28/05/1995,1995,Municipals,02-06 B,610,435,Convergència i Unió,CiU,204
28/05/1995,1995,Municipals,02-06 B,610,435,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,02-06 B,610,435,Partit Popular,PP,21
28/05/1995,1995,Municipals,02-06 B,610,435,Iniciativa - Els Verds,IC-EV,13
28/05/1995,1995,Municipals,02-06 B,610,435, Vots en blanc,BLANCS,3
28/05/1995,1995,Municipals,02-06 B,610,435,Vots nuls,NULS,0
28/05/1995,1995,Municipals,02-07 A,445,284,Esquerra Republicana de Catalunya,ERC,29
28/05/1995,1995,Municipals,02-07 A,445,284,Partit Socialistes Catalunya,PSC,101
28/05/1995,1995,Municipals,02-07 A,445,284,Convergència i Unió,CiU,111
28/05/1995,1995,Municipals,02-07 A,445,284,Centro Democrático y Social,CDS,4
28/05/1995,1995,Municipals,02-07 A,445,284,Partit Popular,PP,24
28/05/1995,1995,Municipals,02-07 A,445,284,Iniciativa - Els Verds,IC-EV,11
28/05/1995,1995,Municipals,02-07 A,445,284, Vots en blanc,BLANCS,1
28/05/1995,1995,Municipals,02-07 A,445,284,Vots nuls,NULS,3
28/05/1995,1995,Municipals,02-07 B,536,344,Esquerra Republicana de Catalunya,ERC,27
28/05/1995,1995,Municipals,02-07 B,536,344,Partit Socialistes Catalunya,PSC,134
28/05/1995,1995,Municipals,02-07 B,536,344,Convergència i Unió,CiU,120
28/05/1995,1995,Municipals,02-07 B,536,344,Centro Democrático y Social,CDS,4
28/05/1995,1995,Municipals,02-07 B,536,344,Partit Popular,PP,34
28/05/1995,1995,Municipals,02-07 B,536,344,Iniciativa - Els Verds,IC-EV,22
28/05/1995,1995,Municipals,02-07 B,536,344, Vots en blanc,BLANCS,2
28/05/1995,1995,Municipals,02-07 B,536,344,Vots nuls,NULS,1
28/05/1995,1995,Municipals,03-01 A,742,486,Esquerra Republicana de Catalunya,ERC,53
28/05/1995,1995,Municipals,03-01 A,742,486,Partit Socialistes Catalunya,PSC,88
28/05/1995,1995,Municipals,03-01 A,742,486,Convergència i Unió,CiU,289
28/05/1995,1995,Municipals,03-01 A,742,486,Centro Democrático y Social,CDS,1
28/05/1995,1995,Municipals,03-01 A,742,486,Partit Popular,PP,40
28/05/1995,1995,Municipals,03-01 A,742,486,Iniciativa - Els Verds,IC-EV,12
28/05/1995,1995,Municipals,03-01 A,742,486, Vots en blanc,BLANCS,2
28/05/1995,1995,Municipals,03-01 A,742,486,Vots nuls,NULS,1
28/05/1995,1995,Municipals,03-01 B,796,556,Esquerra Republicana de Catalunya,ERC,55
28/05/1995,1995,Municipals,03-01 B,796,556,Partit Socialistes Catalunya,PSC,95
28/05/1995,1995,Municipals,03-01 B,796,556,Convergència i Unió,CiU,342
28/05/1995,1995,Municipals,03-01 B,796,556,Centro Democrático y Social,CDS,1
28/05/1995,1995,Municipals,03-01 B,796,556,Partit Popular,PP,39
28/05/1995,1995,Municipals,03-01 B,796,556,Iniciativa - Els Verds,IC-EV,11
28/05/1995,1995,Municipals,03-01 B,796,556, Vots en blanc,BLANCS,8
28/05/1995,1995,Municipals,03-01 B,796,556,Vots nuls,NULS,5
28/05/1995,1995,Municipals,03-02 A,567,354,Esquerra Republicana de Catalunya,ERC,16
28/05/1995,1995,Municipals,03-02 A,567,354,Partit Socialistes Catalunya,PSC,127
28/05/1995,1995,Municipals,03-02 A,567,354,Convergència i Unió,CiU,123
28/05/1995,1995,Municipals,03-02 A,567,354,Centro Democrático y Social,CDS,8
28/05/1995,1995,Municipals,03-02 A,567,354,Partit Popular,PP,42
28/05/1995,1995,Municipals,03-02 A,567,354,Iniciativa - Els Verds,IC-EV,31
28/05/1995,1995,Municipals,03-02 A,567,354, Vots en blanc,BLANCS,4
28/05/1995,1995,Municipals,03-02 A,567,354,Vots nuls,NULS,3
28/05/1995,1995,Municipals,03-02 B,646,391,Esquerra Republicana de Catalunya,ERC,26
28/05/1995,1995,Municipals,03-02 B,646,391,Partit Socialistes Catalunya,PSC,173
28/05/1995,1995,Municipals,03-02 B,646,391,Convergència i Unió,CiU,124
28/05/1995,1995,Municipals,03-02 B,646,391,Centro Democrático y Social,CDS,13
28/05/1995,1995,Municipals,03-02 B,646,391,Partit Popular,PP,24
28/05/1995,1995,Municipals,03-02 B,646,391,Iniciativa - Els Verds,IC-EV,24
28/05/1995,1995,Municipals,03-02 B,646,391, Vots en blanc,BLANCS,5
28/05/1995,1995,Municipals,03-02 B,646,391,Vots nuls,NULS,2
28/05/1995,1995,Municipals,03-03 A,445,283,Esquerra Republicana de Catalunya,ERC,34
28/05/1995,1995,Municipals,03-03 A,445,283,Partit Socialistes Catalunya,PSC,115
28/05/1995,1995,Municipals,03-03 A,445,283,Convergència i Unió,CiU,84
28/05/1995,1995,Municipals,03-03 A,445,283,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,03-03 A,445,283,Partit Popular,PP,28
28/05/1995,1995,Municipals,03-03 A,445,283,Iniciativa - Els Verds,IC-EV,17
28/05/1995,1995,Municipals,03-03 A,445,283, Vots en blanc,BLANCS,4
28/05/1995,1995,Municipals,03-03 A,445,283,Vots nuls,NULS,1
28/05/1995,1995,Municipals,03-03 B,511,311,Esquerra Republicana de Catalunya,ERC,15
28/05/1995,1995,Municipals,03-03 B,511,311,Partit Socialistes Catalunya,PSC,137
28/05/1995,1995,Municipals,03-03 B,511,311,Convergència i Unió,CiU,92
28/05/1995,1995,Municipals,03-03 B,511,311,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,03-03 B,511,311,Partit Popular,PP,35
28/05/1995,1995,Municipals,03-03 B,511,311,Iniciativa - Els Verds,IC-EV,27
28/05/1995,1995,Municipals,03-03 B,511,311, Vots en blanc,BLANCS,2
28/05/1995,1995,Municipals,03-03 B,511,311,Vots nuls,NULS,3
28/05/1995,1995,Municipals,03-04 A,618,447,Esquerra Republicana de Catalunya,ERC,38
28/05/1995,1995,Municipals,03-04 A,618,447,Partit Socialistes Catalunya,PSC,150
28/05/1995,1995,Municipals,03-04 A,618,447,Convergència i Unió,CiU,202
28/05/1995,1995,Municipals,03-04 A,618,447,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,03-04 A,618,447,Partit Popular,PP,28
28/05/1995,1995,Municipals,03-04 A,618,447,Iniciativa - Els Verds,IC-EV,23
28/05/1995,1995,Municipals,03-04 A,618,447, Vots en blanc,BLANCS,3
28/05/1995,1995,Municipals,03-04 A,618,447,Vots nuls,NULS,3
28/05/1995,1995,Municipals,03-04 B,727,523,Esquerra Republicana de Catalunya,ERC,38
28/05/1995,1995,Municipals,03-04 B,727,523,Partit Socialistes Catalunya,PSC,151
28/05/1995,1995,Municipals,03-04 B,727,523,Convergència i Unió,CiU,256
28/05/1995,1995,Municipals,03-04 B,727,523,Centro Democrático y Social,CDS,2
28/05/1995,1995,Municipals,03-04 B,727,523,Partit Popular,PP,40
28/05/1995,1995,Municipals,03-04 B,727,523,Iniciativa - Els Verds,IC-EV,30
28/05/1995,1995,Municipals,03-04 B,727,523, Vots en blanc,BLANCS,2
28/05/1995,1995,Municipals,03-04 B,727,523,Vots nuls,NULS,4
28/05/1995,1995,Municipals,03-05 A,596,399,Esquerra Republicana de Catalunya,ERC,18
28/05/1995,1995,Municipals,03-05 A,596,399,Partit Socialistes Catalunya,PSC,168
28/05/1995,1995,Municipals,03-05 A,596,399,Convergència i Unió,CiU,134
28/05/1995,1995,Municipals,03-05 A,596,399,Centro Democrático y Social,CDS,11
28/05/1995,1995,Municipals,03-05 A,596,399,Partit Popular,PP,38
28/05/1995,1995,Municipals,03-05 A,596,399,Iniciativa - Els Verds,IC-EV,23
28/05/1995,1995,Municipals,03-05 A,596,399, Vots en blanc,BLANCS,3
28/05/1995,1995,Municipals,03-05 A,596,399,Vots nuls,NULS,4
28/05/1995,1995,Municipals,03-05 B,684,464,Esquerra Republicana de Catalunya,ERC,17
28/05/1995,1995,Municipals,03-05 B,684,464,Partit Socialistes Catalunya,PSC,220
28/05/1995,1995,Municipals,03-05 B,684,464,Convergència i Unió,CiU,161
28/05/1995,1995,Municipals,03-05 B,684,464,Centro Democrático y Social,CDS,3
28/05/1995,1995,Municipals,03-05 B,684,464,Partit Popular,PP,31
28/05/1995,1995,Municipals,03-05 B,684,464,Iniciativa - Els Verds,IC-EV,25
28/05/1995,1995,Municipals,03-05 B,684,464, Vots en blanc,BLANCS,6
28/05/1995,1995,Municipals,03-05 B,684,464,Vots nuls,NULS,1
28/05/1995,1995,Municipals,03-06 A,617,377,Esquerra Republicana de Catalunya,ERC,19
28/05/1995,1995,Municipals,03-06 A,617,377,Partit Socialistes Catalunya,PSC,160
28/05/1995,1995,Municipals,03-06 A,617,377,Convergència i Unió,CiU,134
28/05/1995,1995,Municipals,03-06 A,617,377,Centro Democrático y Social,CDS,4
28/05/1995,1995,Municipals,03-06 A,617,377,Partit Popular,PP,21
28/05/1995,1995,Municipals,03-06 A,617,377,Iniciativa - Els Verds,IC-EV,35
28/05/1995,1995,Municipals,03-06 A,617,377, Vots en blanc,BLANCS,4
28/05/1995,1995,Municipals,03-06 A,617,377,Vots nuls,NULS,0
28/05/1995,1995,Municipals,03-06 B,678,405,Esquerra Republicana de Catalunya,ERC,22
28/05/1995,1995,Municipals,03-06 B,678,405,Partit Socialistes Catalunya,PSC,157
28/05/1995,1995,Municipals,03-06 B,678,405,Convergència i Unió,CiU,154
28/05/1995,1995,Municipals,03-06 B,678,405,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,03-06 B,678,405,Partit Popular,PP,42
28/05/1995,1995,Municipals,03-06 B,678,405,Iniciativa - Els Verds,IC-EV,25
28/05/1995,1995,Municipals,03-06 B,678,405, Vots en blanc,BLANCS,2
28/05/1995,1995,Municipals,03-06 B,678,405,Vots nuls,NULS,3
28/05/1995,1995,Municipals,03-07 U,649,399,Esquerra Republicana de Catalunya,ERC,30
28/05/1995,1995,Municipals,03-07 U,649,399,Partit Socialistes Catalunya,PSC,122
28/05/1995,1995,Municipals,03-07 U,649,399,Convergència i Unió,CiU,130
28/05/1995,1995,Municipals,03-07 U,649,399,Centro Democrático y Social,CDS,87
28/05/1995,1995,Municipals,03-07 U,649,399,Partit Popular,PP,15
28/05/1995,1995,Municipals,03-07 U,649,399,Iniciativa - Els Verds,IC-EV,12
28/05/1995,1995,Municipals,03-07 U,649,399, Vots en blanc,BLANCS,2
28/05/1995,1995,Municipals,03-07 U,649,399,Vots nuls,NULS,1
28/05/1995,1995,Municipals,03-08 A,502,259,Esquerra Republicana de Catalunya,ERC,17
28/05/1995,1995,Municipals,03-08 A,502,259,Partit Socialistes Catalunya,PSC,104
28/05/1995,1995,Municipals,03-08 A,502,259,Convergència i Unió,CiU,93
28/05/1995,1995,Municipals,03-08 A,502,259,Centro Democrático y Social,CDS,5
28/05/1995,1995,Municipals,03-08 A,502,259,Partit Popular,PP,17
28/05/1995,1995,Municipals,03-08 A,502,259,Iniciativa - Els Verds,IC-EV,19
28/05/1995,1995,Municipals,03-08 A,502,259, Vots en blanc,BLANCS,1
28/05/1995,1995,Municipals,03-08 A,502,259,Vots nuls,NULS,3
28/05/1995,1995,Municipals,03-08 B,567,274,Esquerra Republicana de Catalunya,ERC,16
28/05/1995,1995,Municipals,03-08 B,567,274,Partit Socialistes Catalunya,PSC,113
28/05/1995,1995,Municipals,03-08 B,567,274,Convergència i Unió,CiU,90
28/05/1995,1995,Municipals,03-08 B,567,274,Centro Democrático y Social,CDS,3
28/05/1995,1995,Municipals,03-08 B,567,274,Partit Popular,PP,21
28/05/1995,1995,Municipals,03-08 B,567,274,Iniciativa - Els Verds,IC-EV,29
28/05/1995,1995,Municipals,03-08 B,567,274, Vots en blanc,BLANCS,1
28/05/1995,1995,Municipals,03-08 B,567,274,Vots nuls,NULS,1
28/05/1995,1995,Municipals,03-09 U,536,349,Esquerra Republicana de Catalunya,ERC,46
28/05/1995,1995,Municipals,03-09 U,536,349,Partit Socialistes Catalunya,PSC,107
28/05/1995,1995,Municipals,03-09 U,536,349,Convergència i Unió,CiU,149
28/05/1995,1995,Municipals,03-09 U,536,349,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,03-09 U,536,349,Partit Popular,PP,23
28/05/1995,1995,Municipals,03-09 U,536,349,Iniciativa - Els Verds,IC-EV,20
28/05/1995,1995,Municipals,03-09 U,536,349, Vots en blanc,BLANCS,4
28/05/1995,1995,Municipals,03-09 U,536,349,Vots nuls,NULS,0
28/05/1995,1995,Municipals,04-01 A,949,667,Esquerra Republicana de Catalunya,ERC,89
28/05/1995,1995,Municipals,04-01 A,949,667,Partit Socialistes Catalunya,PSC,163
28/05/1995,1995,Municipals,04-01 A,949,667,Convergència i Unió,CiU,340
28/05/1995,1995,Municipals,04-01 A,949,667,Centro Democrático y Social,CDS,1
28/05/1995,1995,Municipals,04-01 A,949,667,Partit Popular,PP,43
28/05/1995,1995,Municipals,04-01 A,949,667,Iniciativa - Els Verds,IC-EV,24
28/05/1995,1995,Municipals,04-01 A,949,667, Vots en blanc,BLANCS,5
28/05/1995,1995,Municipals,04-01 A,949,667,Vots nuls,NULS,2
28/05/1995,1995,Municipals,04-01 B,994,656,Esquerra Republicana de Catalunya,ERC,69
28/05/1995,1995,Municipals,04-01 B,994,656,Partit Socialistes Catalunya,PSC,166
28/05/1995,1995,Municipals,04-01 B,994,656,Convergència i Unió,CiU,352
28/05/1995,1995,Municipals,04-01 B,994,656,Centro Democrático y Social,CDS,3
28/05/1995,1995,Municipals,04-01 B,994,656,Partit Popular,PP,43
28/05/1995,1995,Municipals,04-01 B,994,656,Iniciativa - Els Verds,IC-EV,14
28/05/1995,1995,Municipals,04-01 B,994,656, Vots en blanc,BLANCS,6
28/05/1995,1995,Municipals,04-01 B,994,656,Vots nuls,NULS,3
28/05/1995,1995,Municipals,04-02 A,810,486,Esquerra Republicana de Catalunya,ERC,36
28/05/1995,1995,Municipals,04-02 A,810,486,Partit Socialistes Catalunya,PSC,214
28/05/1995,1995,Municipals,04-02 A,810,486,Convergència i Unió,CiU,165
28/05/1995,1995,Municipals,04-02 A,810,486,Centro Democrático y Social,CDS,2
28/05/1995,1995,Municipals,04-02 A,810,486,Partit Popular,PP,38
28/05/1995,1995,Municipals,04-02 A,810,486,Iniciativa - Els Verds,IC-EV,31
28/05/1995,1995,Municipals,04-02 A,810,486, Vots en blanc,BLANCS,0
28/05/1995,1995,Municipals,04-02 A,810,486,Vots nuls,NULS,0
28/05/1995,1995,Municipals,04-02 B,836,537,Esquerra Republicana de Catalunya,ERC,28
28/05/1995,1995,Municipals,04-02 B,836,537,Partit Socialistes Catalunya,PSC,226
28/05/1995,1995,Municipals,04-02 B,836,537,Convergència i Unió,CiU,196
28/05/1995,1995,Municipals,04-02 B,836,537,Centro Democrático y Social,CDS,0
28/05/1995,1995,Municipals,04-02 B,836,537,Partit Popular,PP,47
28/05/1995,1995,Municipals,04-02 B,836,537,Iniciativa - Els Verds,IC-EV,35
28/05/1995,1995,Municipals,04-02 B,836,537, Vots en blanc,BLANCS,5
