Mun;Referen;Superfic.;UC ;U;C;T;FechaFiO
067;8896263;   156,00;001;1;2;2;19590101
067;8896264;   206,00;001;1;2;2;19590101
067;8896265;   148,00;001;1;2;2;19590101
067;8896266;   172,00;001;1;2;2;19590101
067;8896267;   156,00;001;1;2;2;19590101
067;8896268;   148,00;001;1;2;2;19590101
067;8896269;   140,00;001;1;2;2;19590101
067;8896270;   192,00;001;1;2;2;19590101
067;8896271;   192,00;001;1;2;2;19590101
067;8896272;   140,00;001;1;2;2;19590101
067;8896273;   156,00;001;1;2;2;19590101
067;8896274;   172,00;001;1;2;2;19590101
067;8896275;  2750,00;001;8;2;2;19750101
067;8896276;   148,00;001;1;2;2;19590101
067;8896277;   316,00;001;1;2;2;19590101
067;8896278;   184,00;001;1;2;2;19590101
067;8896279;   148,00;001;1;2;1;19590101
067;8896280;   433,00;001;8;1;2;19590101
067;8896281;   173,00;001;1;2;2;19590101
067;8896282;   176,00;001;1;2;1;19590101
067;8896283;   152,00;001;1;2;2;19590101
067;8896284;   152,00;001;1;2;2;19590101
067;8896285;   168,00;001;1;2;2;19590101
067;8896286;   168,00;001;1;2;2;19590101
067;8896287;   169,00;001;1;2;1;19590101
067;8896288;   148,00;001;1;2;2;19590101
067;8896289;   300,00;001;1;2;2;19470101
067;8896290;   360,00;001;1;2;2;19530101
067;8896291;   151,00;001;1;2;2;19300101
067;8896292;   410,00;001;1;2;2;19590101
067;8896293;   817,00;001;1;2;2;19590101
067;8896294;   334,00;001;1;2;1;19690101
067;8896295;   151,00;001;1;2;2;19300101
067;8896296;   170,62;001;1;2;2;19300101
067;8896297;   151,00;001;1;2;2;19230101
067;8896298;   460,88;001;1;2;1;20050620
067;8896298;   460,88;099;1;2;2;19470820
067;8896299;   450,00;001;1;2;2;19710101
067;8896300;   148,00;001;1;2;2;19590101
067;8896301;   437,00;001;1;2;2;19440101
067;8896302;   167,00;001;1;2;2;19590101
067;8896303;   308,00;001;1;2;2;19430101
067;8896304;   192,00;001;1;2;2;19430101
067;8896305;   200,00;001;1;2;2;19400101
067;8896306;   342,00;001;1;2;2;19430101
067;8896307;   223,00;001;1;2;1;19580101
067;8896308;   151,00;001;1;2;2;19230101
067;8896309;    90,00;001;1;2;2;19550101
067;8896310;   177,00;001;1;2;2;19590101
067;8896311;   177,00;001;1;2;2;19590101
067;8896312;   148,00;001;1;2;2;19590101
067;8896313;   156,00;001;1;2;2;19590101
067;8896314;   730,00;001;1;2;2;19740101
067;8896315;  1168,00;001;1;2;1;20050715
067;8896316;   900,00;001;8;2;2;19650101
067;8896317;   518,00;001;1;2;1;19400101
067;8896318;   277,50;001;1;2;1;19340101
067;8896319;    90,00;001;1;1;1;19530101
067;8896320;   170,00;001;1;2;2;19680101
067;8896321;   724,12;001;1;2;2;19650101
067;8896321;   724,12;002;1;2;2;19650101
067;8896322;  7410,00;001;9;1;2;20040910
067;8896322;  7410,00;002;5;2;1;20040910
067;8896322;  7410,00;003;5;1;5;20040910
067;8896322;  7410,00;004;5;2;5;20040910
067;8896323;    15,00;001;9;3;3;19700101
067;8896324;   927,36;001;9;1;2;19710101
067;8896325;     9,00;001;9;3;3;19600101
067;8896326;     5,00;001;9;3;3;19700101
067;8896327;  1010,00;001;8;2;2;19700101
067;8896328;   125,00;001;1;2;1;19000101
067;8896328;   125,00;002;1;2;1;19570101
067;8896330;   756,00;001;1;2;1;20050518
067;8896333;  2266,00;001;9;1;1;19970110
067;8896334;  2322,00;001;9;1;2;19960426
067;8896335;   720,00;001;1;2;1;19430101
067;8896341;    50,00;001;1;2;1;19590101
067;8896342;  6590,00;001;8;2;2;19700101
067;8896344;   370,00;001;1;2;1;19630101
067;8896345;   200,00;001;1;2;2;19740101
067;8896346;   190,00;001;1;2;1;19600101
067;8896347;   190,00;001;1;2;1;19600101
067;8896348;   160,00;001;1;2;2;19740101
067;8896349;   440,00;001;1;2;2;19660101
067;8896350;   178,00;001;1;2;2;19730101
067;8896351;   284,00;001;1;2;1;19600101
067;8896352;  1320,00;001;1;2;1;19630101
067;8896353;   160,00;001;1;2;1;19770101
067;8896354;   160,00;001;1;2;1;19770101
067;8896355;   200,00;001;1;2;1;19700101
067;8896356;   159,00;001;1;1;1;19000101
067;8896357;  1498,00;001;1;2;1;20051021
067;8896358;   230,00;001;1;2;1;19730101
067;8896359;   312,00;001;1;2;2;19680101
067;8896360;   590,00;001;1;2;1;19660101
067;8896361;   817,00;001;1;2;1;19430101
067;8896362;   340,00;001;1;2;1;19600101
067;8896363;   301,00;001;1;2;1;19520101
067;8896363;   301,00;002;1;2;1;19650101
067;8896365;   170,00;001;1;2;2;19530101
067;8896366;   471,00;001;1;2;2;19710101
067;8896366;   471,00;002;1;2;2;19760101
067;8896367;   150,00;001;1;2;1;19450101
067;8896368;   340,00;001;1;2;2;19660101
067;8896369;   335,00;001;1;2;1;19490101
067;8896370;   225,16;001;1;1;1;19000101
067;8896370;   225,16;002;1;1;1;19730801
067;8896370;   225,16;003;1;1;1;19840101
067;8896371;   170,00;001;1;2;1;19560101
067;8896396;    30,00;001;9;2;5;19490101
067;8897001;   367,50;001;1;1;1;19981231
067;8897002; 32768,00;001;4;2;3;20060117
067;8897002; 32768,00;002;9;1;1;20060117
067;8897003;   441,20;001;1;1;1;19940919
067;8897005; 35792,89;001;9;2;2;19800101
067;8897005; 35792,89;002;3;2;1;19630101
067;8897005; 35792,89;003;3;2;1;19900101
067;8985001;   220,00;001;4;2;1;19000101
067;8990008;    97,03;001;1;1;1;20130617
067;8991001;    57,00;001;1;1;1;19830101
067;8991002;   181,00;001;1;1;1;19000101
067;8991003;   110,00;001;1;1;1;19950403
067;8991004;   180,00;001;6;2;1;19850101
067;8991004;   180,00;002;9;3;2;19850101
067;8991005;    75,96;001;1;1;1;19890303
067;8991006;   165,00;001;1;2;1;19920101
067;8992001;   311,00;001;9;3;2;19000101
067;8992001;   311,00;002;1;1;1;19000101
067;8992002;  2158,00;001;5;1;5;19970606
067;8992002;  2158,00;002;3;1;1;19970606
067;8992002;  2158,00;003;5;1;5;20030901
067;8992002;  2158,00;004;9;3;2;20040101
067;8992002;  2158,00;005;5;1;5;20060101
067;8992002;  2158,00;006;9;3;2;19970101
067;8992002;  2158,00;007;5;2;5;20030101
067;8992003;   420,00;001;1;2;1;19650101
067;8992004;   391,11;001;1;1;1;19880101
067;8992004;   391,11;002;5;2;3;20040101
067;8992004;   391,11;003;9;3;2;19880101
067;8992004;   391,11;004;9;1;2;20060626
067;8992004;   391,11;098;1;1;1;20060626
067;8992004;   391,11;099;1;1;1;19000101
067;8992005;     0,50;001;6;1;1;20080118
067;8992005;     0,50;002;4;3;2;20060901
067;8992005;     0,50;003;4;3;3;20060901
067;8992005;     0,50;004;9;1;1;20080118
067;8992005;     0,50;098;9;3;2;19700101
067;8992005;     0,50;099;1;1;1;19700101
067;8992006;   257,00;001;1;1;1;19000101
067;8992007;   183,00;001;1;1;1;19000101
067;8992007;   183,00;002;9;3;2;19000101
067;8993001;   142,70;001;1;1;1;19750101
067;8993002; 65006,00;001;8;2;2;19860101
067;8993002; 65006,00;002;6;1;1;19000101
067;8993005;  1440,00;001;4;1;1;19800101
067;8993005;  1440,00;002;4;1;1;19900101
067;8993005;  1440,00;003;9;1;2;19900101
067;8993009;   308,00;001;1;1;1;19000101
067;8993009;   308,00;002;9;3;2;19000101
067;8993009;   308,00;003;9;3;2;19000101
067;8993009;   308,00;004;9;3;1;19000101
067;8993012;   391,00;001;1;1;1;19000101
067;8993012;   391,00;002;9;3;2;19000101
067;8993012;   391,00;003;9;3;2;19000101
067;8993012;   391,00;004;9;3;2;19000101
067;8993014; 24547,68;001;1;1;1;19000101
067;8993014; 24547,68;002;9;3;2;19500101
067;8993014; 24547,68;003;9;3;2;19500101
067;8993015;   104,00;001;1;1;1;19750101
067;8993016;   180,00;001;9;3;2;19000101
067;8993018;   114,00;001;1;1;1;19000101
067;8993019;  7824,00;001;1;1;2;20091021
067;8993022;   236,00;001;8;2;2;19000101
067;8993022;   236,00;002;8;2;2;19000101
067;8993023;   173,50;001;1;1;1;20060610
067;8993024; 81355,00;001;8;2;2;19780101
067;8993025; 11014,00;001;8;2;2;19780101
067;8993028;   136,00;001;9;3;2;19930101
067;8993029;    42,00;001;9;3;2;19981010
067;8994001;  9555,42;001;4;1;1;20060531
067;8994001;  9555,42;002;3;2;1;20060531
067;8994001;  9555,42;003;9;1;1;20060531
067;8994014;  2950,05;001;1;1;2;20080530
067;8994015;  7859,00;001;1;1;1;19450101
067;8994015;  7859,00;002;9;3;2;19000101
067;8994016;  1070,00;001;4;1;2;20000101
067;8994018;   250,00;001;4;1;1;20020923
067;8994021;  3716,00;001;1;1;1;19920101
067;8994022;  2632,00;001;1;2;1;20100923
067;8994023;  3858,00;001;1;1;2;20100820
067;8994024;  1152,00;001;1;1;1;20090210
067;8994026;  1500,00;001;4;1;1;19990426
067;8994027;  1156,00;001;1;1;1;20130625
067;8994031;  9961,00;001;3;2;1;19920101
067;8994031;  9961,00;002;9;3;2;19920101
067;8994033;  9853,00;001;7;1;1;19960322
067;8994034;   580,00;001;4;1;1;19600101
067;8994035;  1148,00;001;1;1;1;20090519
067;8994036;    12,98;001;9;3;3;20050314
067;8994037; 14736,04;001;4;1;1;20050926
067;8994037; 14736,04;002;4;1;1;20060601
067;8994037; 14736,04;003;4;1;1;20061022
067;8994037; 14736,04;004;4;1;1;20071008
067;8994037; 14736,04;005;4;1;1;20070924
067;8994037; 14736,04;006;4;1;2;20100122
067;8994037; 14736,04;007;4;1;1;20100913
067;8994039; 17337,58;001;1;1;1;19100101
067;8994040; 36040,57;001;4;1;1;20070831
067;8994040; 36040,57;002;4;1;1;20070831
067;8994040; 36040,57;003;4;1;1;20070831
067;8994040; 36040,57;004;4;2;1;20070831
067;8994042;   489,14;001;1;1;1;20090722
067;8994043;  2248,00;001;1;2;1;19610101
067;8994043;  2248,00;002;9;3;2;19610101
067;8994043;  2248,00;003;9;3;2;19610101
067;8994044;  2066,00;001;1;1;1;19510101
067;8994044;  2066,00;002;9;3;2;19510101
067;8994048; 10000,00;001;4;1;1;20050926
067;8994048; 10000,00;002;4;1;1;20070503
067;8994048; 10000,00;003;4;1;1;20070503
067;8994048; 10000,00;004;4;1;1;20070503
067;8994050;  3220,43;001;1;1;2;20080530
067;8994052;    25,15;001;9;3;3;20050314
067;8994054; 17622,06;001;4;1;1;20050926
067;8994054; 17622,06;002;4;1;1;20061023
067;8994054; 17622,06;003;3;2;1;20061023
067;8994057;   426,00;001;4;2;1;20020405
067;8994058;    13,17;001;9;3;3;20080616
067;8994059;    16,10;001;9;3;3;20071030
067;8994060;    14,47;001;9;3;3;20050607
067;8994061;    14,47;001;9;3;3;20050607
067;8994062;    14,47;001;9;3;3;20050607
067;8994063;    14,47;001;9;3;3;20050607
067;8994064; 17575,06;001;4;1;1;20050926
067;8994064; 17575,06;002;4;1;1;20060920
067;8994064; 17575,06;003;4;1;1;20070330
067;8994064; 17575,06;004;9;1;1;20070330
067;8994065; 11082,58;001;4;1;1;20071110
067;8994065; 11082,58;002;3;2;1;20071110
067;8994065; 11082,58;003;9;1;1;20071110
067;8994069;  9028,00;001;1;1;1;19000101
067;8994069;  9028,00;002;9;3;2;19000101
067;8994069;  9028,00;003;9;3;2;19970101
067;8994073;   250,00;001;4;1;2;20020430
067;8994074; 12369,00;001;8;2;2;19850101
067;8994075;  5567,00;001;4;1;1;19660101
067;8994076;  5340,40;001;4;1;1;19650101
067;8994076;  5340,40;002;9;2;2;19650101
067;8994077;  1976,00;001;1;1;1;19790101
067;8994079;   878,00;001;1;2;1;19890101
067;8994080;   453,00;001;1;2;1;19000101
067;8994081;  6375,00;001;1;1;1;19810101
067;8994081;  6375,00;002;9;3;2;19900101
067;8994081;  6375,00;003;9;3;2;19810101
067;8994082;  1297,00;001;4;1;1;19600101
067;8994083;   800,00;001;4;1;1;19660101
067;8994084;  3278,00;001;4;1;1;19800101
067;8994085;  1150,00;001;1;1;1;19000101
067;8994085;  1150,00;002;9;3;2;19850101
067;8994086;   360,00;001;1;1;1;19000101
067;8994086;   360,00;002;4;1;1;19000101
067;8994086;   360,00;003;9;3;2;19000101
067;8994087; 44326,49;001;4;1;1;19450101
067;8994088;   250,00;001;4;2;2;20020430
067;8994089;   350,00;001;4;2;1;20020923
067;8994091;    90,00;001;1;1;1;19000101
067;8994091;    90,00;002;9;3;2;19870101
067;8994091;    90,00;003;9;3;2;19870101
067;8994092;  2533,00;001;1;1;1;19900101
067;8994092;  2533,00;002;9;3;2;19600101
067;8995002;   144,00;001;1;2;2;19730221
067;8995002;   144,00;002;2;2;2;19740101
067;8995003;   289,00;001;1;2;2;19760501
067;8995005; 18565,00;001;1;1;1;19000101
067;8995005; 18565,00;002;9;3;2;19000101
067;8995005; 18565,00;003;9;3;1;19000101
067;8995005; 18565,00;004;9;3;2;19000101
067;8995008;  3390,40;001;1;1;1;19000101
067;8995009;   204,69;001;1;2;1;19350101
067;8995010; 25381,79;001;1;1;1;19100101
067;8995013;  2883,00;001;4;2;1;20070617
067;8995014;   289,00;001;1;2;2;19740101
067;8995015;   180,00;001;1;2;1;19300101
067;8995016;   124,00;001;1;2;1;19740101
067;8995017;   144,00;001;1;2;2;19720101
067;8995018;   144,00;001;1;2;2;19720101
067;8995019;   150,00;001;1;2;2;19710101
067;8995020;   135,00;001;1;2;2;19750101
067;8995021;   130,00;001;1;2;2;19750101
067;8995022;   125,00;001;1;2;2;19740101
067;8995023;   289,00;001;1;2;2;19740101
067;8995024;   124,00;001;1;2;1;19720101
067;8995026;  1850,00;001;1;2;1;20060717
067;8995026;  1850,00;099;1;1;1;19000101
067;8995027;  1000,00;001;3;1;2;19700101
067;8995027;  1000,00;002;4;1;2;19700101
067;8995027;  1000,00;003;4;2;2;19700101
067;8995028;   130,00;001;1;2;2;19720101
067;8995029;   672,00;001;4;1;2;20010810
067;8995030;  2520,00;001;1;2;1;19360101
067;8995031;   662,36;001;1;1;2;20001114
067;8995032;   391,00;001;9;3;2;19730101
067;8995033;   289,00;001;1;2;2;19750101
067;8995034;   355,00;001;1;1;2;19490101
067;8995035;   527,00;001;1;2;1;19550101
067;8995036;   499,22;001;1;1;1;20090227
067;8995036;   499,22;099;1;1;1;19500101
067;8995037;   126,00;001;1;2;2;19570101
067;8995038;   120,00;001;1;2;1;19690101
067;8995039;   135,00;001;1;2;1;19690101
067;8995040;   480,00;001;1;2;1;19450101
067;8995041;   244,00;001;1;1;1;19500101
067;8995042;   124,00;001;1;2;1;19740101
067;8995043;   368,00;001;1;1;2;19320101
067;8995044;   155,00;001;1;2;1;19500101
067;8995045;   142,00;001;1;2;2;19680101
067;8995046;   142,00;001;1;2;2;19680101
067;8995047;   131,00;001;1;2;2;19680101
067;8995048;   389,00;001;1;2;2;19580101
067;8995049;   160,00;001;1;2;1;19710101
067;8995050;   160,00;001;1;2;1;19710101
067;8995051;   155,00;001;1;2;2;19700101
067;8995052;   124,00;001;1;2;2;19700101
067;8995053;   120,00;001;1;2;1;19340101
067;8995054;   137,00;001;1;2;1;19580101
067;8995054;   137,00;002;1;2;1;19590101
067;8995055;   460,00;001;1;2;1;19540101
067;8995056;   176,00;001;1;2;1;19330101
067;8995057;   360,00;001;1;2;2;19300101
067;8995058;   384,00;001;1;2;1;19450101
067;8995059;   464,00;001;1;2;1;19000101
067;8995060;   305,00;001;1;2;1;19350101
067;8995061;   752,00;001;1;2;1;19340101
067;8995062;    74,45;001;9;1;2;19500101
067;8995063;   276,00;001;1;2;1;19530101
067;8995064;   228,00;001;1;2;1;19360101
067;8995064;   228,00;002;1;1;1;20040401
067;8995067;  1368,00;001;1;2;1;20060926
067;8995068;  3693,00;001;4;1;1;20001221
067;8995069;   286,00;001;9;3;1;19600101
067;8995070; 17207,00;001;4;2;1;19600101
067;8995070; 17207,00;002;1;1;1;19450101
067;8995070; 17207,00;003;9;2;2;19600101
067;8995071;  1375,00;001;4;1;1;20011230
067;8995071;  1375,00;099;4;1;1;19500101
067;8995072;  4978,00;001;4;2;1;20040428
067;8995072;  4978,00;002;9;3;2;20040428
067;8995072;  4978,00;003;9;1;1;20040428
067;8995073;   364,00;001;1;2;1;19520101
067;8995074;   500,00;001;1;2;1;19300101
067;8995075;  1750,00;001;4;1;1;19000101
067;8995075;  1750,00;002;4;1;1;20030501
067;8995076;  1552,36;001;1;2;1;19320101
067;8995076;  1552,36;002;9;3;2;19970101
067;8995076;  1552,36;003;9;1;2;19970101
067;8995077;   580,00;001;1;1;2;19360101
067;8995077;   580,00;002;1;1;2;19940101
067;8995078;   973,00;099;1;2;1;19320101
067;8995079;  1000,00;001;1;1;1;19350101
067;8995080;   351,00;001;1;2;1;19340101
067;8995081;   720,00;001;1;2;1;19340101
067;8995082;   581,00;001;1;2;1;19670101
067;8995083;   347,65;001;1;2;2;19300101
067;8995084;   136,00;001;1;2;1;19590101
067;8995085;   310,00;001;1;2;2;19300101
067;8995086;   631,39;001;1;1;2;20001114
067;8995087;   445,00;001;1;2;1;19370101
067;8995088;   291,00;001;1;2;1;19360101
067;8995089;   495,00;001;1;2;1;19630101
067;8995090;   175,00;001;1;2;2;19510101
067;8995091;   280,00;001;1;2;1;19550101
067;8995092;   146,00;001;1;2;1;19560101
067;8995093;   191,00;001;1;2;1;19500101
067;8995094;   868,07;001;1;1;2;20011014
067;8995095;   150,00;001;1;2;2;19700101
067;8995096;   142,00;001;1;2;2;19720101
067;8995097; 10472,68;001;8;1;3;19780101
067;8995097; 10472,68;002;8;2;2;19780101
067;8995098;   390,00;001;1;1;1;19640101
067;8995098;   390,00;002;1;1;1;19700101
067;8995098;   390,00;003;9;3;2;19680101
067;8995099;  6414,44;001;1;2;1;20010614
067;8995099;  6414,44;002;9;3;2;19200101
067;8995100;   289,00;001;1;2;2;19740101
067;8995101;  3880,49;001;8;2;2;19810101
067;8995102;   128,00;001;1;2;2;19710101
067;8995104;   132,00;001;1;2;1;19731222
067;8995105;   144,00;001;1;2;2;19720101
067;8995106;   144,00;001;1;2;2;19720101
067;8995107;  8859,71;001;1;1;2;19000101
067;8995108;  1117,00;001;1;2;1;20091020
067;8995109;  5000,00;001;1;1;1;19000101
067;8995110;   144,00;001;1;2;2;19700101
067;8995111;   150,00;001;1;2;2;19700101
067;8995112;   144,00;001;1;2;2;19700101
067;8995113;  1425,00;001;4;1;2;20001120
067;8995114;   150,00;001;1;2;2;19700101
067;8995115;   120,00;001;1;2;2;19710101
067;8995116;   144,00;001;1;2;2;19700101
067;8995117;   150,00;001;1;2;1;19710101
067;8995118;   150,00;001;1;2;2;19720101
067;8995119;   150,00;001;1;2;2;19720101
067;8995120;   150,00;001;1;2;2;19710101
067;8995121;   124,00;001;1;2;1;19740101
067;8995122;  5301,98;001;8;1;3;19590101
067;8995122;  5301,98;002;6;3;3;19590101
067;8995122;  5301,98;003;8;1;2;19590101
067;8995123;   714,00;001;1;2;1;19971212
067;8995124; 12605,00;001;4;2;1;20030930
067;8995124; 12605,00;002;9;1;1;20030930
067;8995126;    15,70;001;9;3;3;20070510
067;8995127;  7274,00;001;8;2;2;19750101
067;8995128;   221,00;001;8;1;2;19720101
067;8995129;    19,11;001;9;3;3;20001018
067;8995130;    19,11;001;9;3;3;20001018
067;8995132;   959,39;001;1;1;2;20011019
067;8995133;  1933,00;001;9;1;2;19970110
067;8995134; 14959,14;001;1;1;1;19000101
067;8995136;   150,00;001;1;2;2;19700101
067;8995138;   591,34;001;1;2;1;20001114
067;8995139;  1507,77;001;1;1;2;20001114
067;8995141;   910,00;001;1;2;1;19920409
067;8995142;   128,00;001;1;2;2;19710101
067;8995143;   128,00;001;1;2;2;19720101
067;8995145;  3189,00;001;4;1;1;20011015
067;8995145;  3189,00;002;9;2;2;20011015
067;8995146; 11371,00;001;4;1;1;20011212
067;8995147; 12577,66;001;1;1;1;19600101
067;8995149;  1027,51;001;1;2;1;20060701
067;8995150;  1350,00;001;4;1;1;20040107
067;8995152;   132,00;001;1;2;2;19740101
067;8995153;  3118,00;001;1;1;2;20060929
067;8995154;   142,00;001;1;2;2;19700101
067;8995155;  1305,00;001;1;2;1;20100305
067;8995156;   144,00;001;1;2;2;19720101
067;8995158;   480,99;001;1;2;1;20140710
067;8995159;   352,12;001;1;2;1;20080702
067;8995160;  1292,80;001;1;2;1;20060701
067;8995161;   765,42;001;4;1;2;20010810
067;8995162;  1027,51;001;1;2;1;20060701
067;8995163;   132,00;001;1;2;2;19740101
067;8995164;   657,72;001;1;2;1;20060701
067;8995165;   567,63;001;1;2;1;20060327
067;8995166;   502,80;001;1;2;1;20060327
067;8995167;   502,80;001;1;2;1;20060327
067;8995168;   502,80;001;1;2;1;20060327
067;8995169;   825,82;001;1;2;1;20060404
067;8995170;   289,00;001;1;2;2;19740101
067;8995173;  2000,00;001;8;2;2;19590101
067;8995174;   128,00;001;1;2;2;19710101
067;8995175;  1027,51;001;1;2;1;20060701
067;8995176;   160,00;001;1;2;2;19700101
067;8995177;   142,00;001;1;2;2;19700101
067;8995178;   142,00;001;1;2;2;19700101
067;8995179;   142,00;001;1;2;2;19690312
067;8995180;   142,00;001;1;2;2;19690101
067;8995181;   142,00;001;1;2;2;19690101
067;8995182;   142,00;001;1;2;2;19690101
067;8995183;   142,00;001;1;2;2;19700101
067;8995184;   257,00;001;4;1;2;20010810
067;8995185;   239,00;001;1;2;2;19710101
067;8995186;   144,00;001;1;2;2;19710101
067;8995187;   131,53;001;1;2;2;19700101
067;8995188;   145,00;001;1;2;2;19700101
067;8995189;   142,00;001;1;2;2;19690101
067;8995190;   130,00;001;1;2;2;19740101
067;8995191;   943,00;001;4;1;2;20010810
067;8995192;   289,00;001;1;2;2;19750101
067;8995193;   135,00;001;1;2;1;19710101
067;8995194;   289,00;001;1;2;2;19740101
067;8995196;  5000,00;001;4;1;1;20020201
067;8995197;  6740,61;001;4;1;1;19650101
067;8995197;  6740,61;002;9;3;1;19990101
067;8995197;  6740,61;003;4;2;1;19991006
067;8995197;  6740,61;004;3;2;1;19991006
067;8995197;  6740,61;005;4;2;1;19991006
067;8995198;   144,00;001;1;2;2;19640101
067;8995199;  1235,00;001;4;1;1;20030416
067;8995200;   665,00;001;4;1;2;20000417
067;8995201;  2337,00;001;4;1;1;19991123
067;8995202;   348,00;001;1;2;2;19530101
067;8996001;   286,00;001;1;2;1;19640101
067;8996002;   481,55;001;6;3;3;20090327
067;8996002;   481,55;099;1;2;2;19000101
067;8996003;  5000,00;001;9;1;2;19910601
067;8996004;   234,00;001;1;2;2;19510101
067;8996005;   249,00;001;1;2;1;19520304
067;8996006;   234,00;001;1;2;2;19520101
067;8996007;   262,00;001;1;2;2;19890516
067;8996008;   307,00;001;1;2;1;19650101
067;8996009;    24,96;001;9;3;3;20040716
067;8996010;   934,00;001;1;2;2;19900328
067;8996012;  1095,00;001;9;1;2;19900328
067;8996013;   170,00;001;1;2;2;19610101
067;8996014;   550,00;001;1;2;1;19890705
067;8996015;    77,00;001;1;2;2;19000101
067;8996015;    77,00;002;1;2;2;19680101
067;8996016;   131,90;001;1;2;1;20070702
067;8996016;   131,90;099;1;2;2;19000101
067;8996017;   113,00;001;1;2;2;19000101
067;8996018;    84,00;001;1;2;2;19000101
067;8996019;   170,00;001;1;2;2;19000101
067;8996020;   104,00;001;1;2;2;19000101
067;8996021;    45,00;001;1;2;1;19000101
067;8996022;    91,35;001;1;2;2;19000101
067;8996023;   112,50;001;1;2;2;19000101
067;8996024;    73,00;001;1;2;2;19000101
067;8996025;   104,00;001;1;2;2;19000101
067;8996026;   120,00;001;1;2;1;19210101
067;8996027;    98,00;001;1;2;2;19000101
067;8996028;    84,00;001;1;2;2;19000101
067;8996029;    77,00;001;1;2;2;19000101
067;8996030;    98,00;001;1;2;2;19000101
067;8996031;    84,00;001;1;2;2;19000101
067;8996032;   274,00;001;1;2;2;18000101
067;8996033;    60,00;001;1;2;2;19000101
067;8996036;    90,00;001;1;2;2;19000101
067;8996037;    60,00;001;1;2;2;19000101
067;8996038;    87,00;001;1;2;2;19000101
067;8996039;   131,00;001;1;2;1;19960613
067;8996040;    80,00;001;1;2;2;19000101
067;8996041;    68,41;001;1;2;2;20030804
067;8996042;    92,25;001;1;2;2;20030804
067;8996043;    56,00;001;1;2;2;19000101
067;8996044;    80,00;001;1;2;2;18800101
067;8996045;   148,16;001;1;2;1;20000401
067;8996046;    64,00;001;1;2;2;19000101
067;8996047;    60,00;001;1;2;2;19150101
067;8996048;   150,00;001;1;2;2;18950101
067;8996049;   135,00;001;1;2;2;19150101
067;8996050;    72,00;001;1;2;1;19150101
067;8996050;    72,00;002;1;2;1;19430101
067;8996050;    72,00;003;1;2;1;19530101
067;8996051;    78,00;001;1;2;1;19150101
067;8996052;    98,00;001;1;2;2;19740101
067;8996053;   245,00;001;1;2;2;19150101
067;8996054;    62,00;001;1;2;2;19000101
067;8996054;    62,00;002;1;2;2;19400101
067;8996055;   370,00;001;1;2;1;19610101
067;8996056;    84,00;001;1;2;2;18000101
067;8996057;   127,00;001;1;2;2;19710101
067;8996058;   179,00;001;1;2;2;19000101
067;8996059;    23,00;001;1;2;2;19710101
067;8996060;    33,85;001;1;2;2;19940830
067;8996061;   375,30;099;1;2;1;19500101
067;8996062;   115,00;001;1;2;2;19000101
067;8996062;   115,00;002;1;2;2;19400101
067;8996063;    48,00;001;1;2;2;19000101
067;8996063;    48,00;002;1;2;1;19940919
067;8996064;   136,00;001;1;2;2;19000101
067;8996065;   192,00;001;1;2;2;19000101
067;8996065;   192,00;002;1;2;2;19400101
067;8996066;   480,00;001;1;2;2;19450101
067;8996067;   130,00;001;1;2;2;19000101
067;8996067;   130,00;002;1;2;2;19480101
067;8996068;   102,00;001;1;2;2;19000101
067;8996069;   109,00;001;1;2;2;19150101
067;8996070;   450,50;001;1;2;1;20060509
067;8996071;   335,00;001;1;2;2;19491122
067;8996072;   114,00;001;1;2;2;19000101
067;8996073;    38,00;001;1;2;2;19000101
067;8996074;    48,50;001;1;2;1;19000101
067;8996075;    51,15;001;1;2;1;20020227
067;8996075;    51,15;099;1;2;2;19000101
067;8996076;  1580,00;001;2;1;1;19500101
067;8996077;   290,00;001;1;2;2;19830801
067;8996078;   314,00;001;1;2;2;18000101
067;8996079;   210,00;001;1;2;2;19650101
067;8996080;   225,38;001;1;2;2;19760101
067;8996081;  1056,00;001;8;2;2;19750101
067;8996082;   340,00;001;1;2;2;19590101
067;8996083;   285,00;001;1;2;1;19630101
067;8996084;   221,00;001;1;2;2;19650101
067;8996085;  3307,00;001;1;2;1;19960425
067;8996086;   210,00;001;1;2;2;19650101
067;8996088;   853,00;001;1;2;1;19630101
067;8996089;   412,00;001;1;2;2;19650101
067;8996090;   500,00;001;1;2;2;19650101
067;8996091;   325,00;001;1;2;2;19640101
067;8996092;   414,00;001;1;2;2;19630101
067;8996093;   351,00;001;1;2;2;19630101
067;8996094;   231,00;001;1;2;2;19650101
067;8996095;   690,00;001;1;2;1;19690101
067;8996097;   206,00;001;1;2;2;19000101
067;8996097;   206,00;002;1;2;2;19280101
067;8996098;    85,00;001;1;2;2;19000101
067;8996099;   219,70;001;1;2;1;20040116
067;8996099;   219,70;099;3;2;2;19580101
067;8996100;   223,00;001;1;2;2;19600101
067;8996102;   571,00;001;1;2;2;19590101
067;8996103;   365,00;001;1;2;2;19630101
067;8996104;   364,00;001;1;2;2;19770101
067;8996105;   210,00;001;3;2;1;19500101
067;8996105;   210,00;002;9;3;2;19900101
067;8996106;    60,00;099;1;2;2;19400101
067;8996107;   146,00;001;1;2;2;19620101
067;8996108;  1126,94;001;1;2;1;19980918
067;8996109;  2773,00;001;9;1;2;19980107
067;8996110;   571,00;001;1;2;2;19590101
